actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
596,PT04M33.00S,2025-01-07T05:08:33.7Z,4,REGULAR,substitution,in,[],1626179,,,1610612758,89,98,2025-01-07T05:08:57Z,5640000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT04M33.00S,2025-01-07T05:08:33.7Z,4,REGULAR,substitution,out,[],1626168,,,1610612758,89,98,2025-01-07T05:09:25Z,5645000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT04M33.00S,2025-01-07T05:08:33.7Z,4,REGULAR,substitution,in,[],1631099,,,1610612758,89,98,2025-01-07T05:09:25Z,5647500,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M26.00S,2025-01-07T05:08:59.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612758,89,98,2025-01-07T05:19:46Z,5650000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1628389, 201942]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,,,,,
601,PT04M26.00S,2025-01-07T05:09:26.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612758,90,98,2025-01-07T05:09:27Z,5670000,False,,,0,,D. DeRozan Free Throw 1 of 2 (18 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,,,,,18.0,,,,,
602,PT04M26.00S,2025-01-07T05:09:44.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612758,91,98,2025-01-07T05:09:44Z,5680000,False,,,0,,D. DeRozan Free Throw 2 of 2 (19 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,,,,,19.0,,,,,
603,PT04M14.00S,2025-01-07T05:10:00.2Z,4,REGULAR,violation,kicked ball,[],1631165,,,1610612748,91,98,2025-01-07T05:10:10Z,5690000,False,,,0,,K. Ellis kicked ball VIOLATION,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,202007.0,,,,,,,,,,,,,,,,,,,
604,PT04M11.00S,2025-01-07T05:10:20.1Z,4,REGULAR,3pt,Jump Shot,[],1629639,33.196452036793694,55.14705882352941,1610612748,91,98,2025-01-07T05:10:46Z,5700000,False,-26.0,260.0,1,left,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,26.08,Missed,,,,,,,,,,,,,,,,
605,PT04M09.00S,2025-01-07T05:10:22.1Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,91,98,2025-01-07T05:10:46Z,5710000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,604.0,9.0,8.0,1.0,,,,,,,,,,,,
606,PT03M57.00S,2025-01-07T05:10:33.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628389,11.383048620236531,29.65686274509804,1610612748,91,98,2025-01-07T05:10:38Z,5720000,False,102.0,55.0,1,left,MISS B. Adebayo 11' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,11.54,Missed,,,,,,,,,,,,,,,,
607,PT03M53.00S,2025-01-07T05:10:37.2Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,91,98,2025-01-07T05:10:38Z,5730000,False,,,0,,K. Murray REBOUND (Off:3 Def:5),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,,,,,606.0,8.0,5.0,3.0,,,,,,,,,,,,
608,PT03M51.00S,2025-01-07T05:10:40.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631170,,,1610612758,91,98,2025-01-07T05:10:52Z,5740000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (3 PF) (Monk 2 FT),"[1631170, 1628370]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,3.0,0.0,Monk,1628370.0,,,,,,
610,PT03M51.00S,2025-01-07T05:11:12.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628370,,,1610612758,92,98,2025-01-07T05:11:12Z,5760000,False,,,0,,M. Monk Free Throw 1 of 2 (18 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,Made,,,,,,,,,,,18.0,,,,,
611,PT03M51.00S,2025-01-07T05:11:32.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628370,,,1610612758,93,98,2025-01-07T05:11:32Z,5770000,False,,,0,,M. Monk Free Throw 2 of 2 (19 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,Made,,,,,,,,,,,19.0,,,,,
612,PT03M32.00S,2025-01-07T05:11:51.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,6.783837056504599,57.107843137254896,1610612748,93,100,2025-01-07T05:11:55Z,5780000,False,-36.0,11.0,1,left,J. Jaquez Jr. Layup (14 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,3.73,Made,,,,,,,,,,,14.0,,,,,
613,PT03M17.00S,2025-01-07T05:12:06.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,91.5407358738502,59.31372549019608,1610612758,95,100,2025-01-07T05:12:34Z,5790000,False,47.0,27.0,1,right,D. DeRozan driving finger roll Layup (21 PTS),[201942],1610612758.0,SAC,driving finger roll,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,5.39,Made,,,,,,,,,,,21.0,,,,,
614,PT03M05.00S,2025-01-07T05:12:18.8Z,4,REGULAR,3pt,Jump Shot,[],1629639,28.465834428383708,21.323529411764707,1610612748,95,100,2025-01-07T05:12:53Z,5800000,False,143.0,215.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,25.85,Missed,,,,,,,,,,,,,,,,
615,PT03M03.00S,2025-01-07T05:12:20.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,95,100,2025-01-07T05:12:32Z,5810000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,614.0,,,,,,,,,,,,,,,
617,PT02M52.00S,2025-01-07T05:13:00.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,83.13074901445466,50.0,1610612758,95,100,2025-01-07T05:13:24Z,5830000,False,0.0,106.0,1,right,MISS M. Monk 10' pullup Shot,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,10.61,Missed,,,,,,,,,,,,,,,,
618,PT02M50.00S,2025-01-07T05:13:02.1Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612758,95,100,2025-01-07T05:13:36Z,5840000,False,,,0,,D. Sabonis REBOUND (Off:4 Def:11),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,617.0,15.0,11.0,4.0,,,,,,,,,,,,
619,PT02M43.00S,2025-01-07T05:13:08.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631099,83.13074901445466,58.57843137254902,1610612758,97,100,2025-01-07T05:13:21Z,5850000,False,43.0,106.0,1,right,K. Murray 11' pullup Jump Shot (11 PTS) (M. Monk 5 AST),"[1631099, 1628370]",1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,11.44,Made,,,,,,,,,,,11.0,M. Monk,1628370.0,5.0,,
621,PT02M23.00S,2025-01-07T05:13:34.2Z,4,REGULAR,foul,personal,[],1628370,,,1610612748,97,100,2025-01-07T05:13:47Z,5870000,False,,,0,,M. Monk personal FOUL (3 PF),"[1628370, 1626179]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,202007.0,,,,,,,,,,3.0,0.0,Rozier,1626179.0,,,,,,
623,PT02M09.00S,2025-01-07T05:14:03.6Z,4,REGULAR,3pt,Jump Shot,[],1628389,30.436925098554536,22.54901960784314,1610612748,97,100,2025-01-07T05:14:23Z,5890000,False,137.0,234.0,1,left,MISS B. Adebayo 27' pullup 3PT,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,27.1,Missed,,,,,,,,,,,,,,,,
624,PT02M03.00S,2025-01-07T05:14:09.6Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,97,100,2025-01-07T05:28:28Z,5900000,False,,,0,,K. Murray REBOUND (Off:3 Def:6),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,623.0,9.0,6.0,3.0,,,,,,,,,,,,
625,PT01M59.00S,2025-01-07T05:14:13.2Z,4,REGULAR,turnover,bad pass,[],1628370,,,1610612758,97,100,2025-01-07T05:14:16Z,5910000,False,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 1631170]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,Jaquez Jr.,1631170.0,,,,,,,,,,
626,PT01M59.00S,2025-01-07T05:14:13.2Z,4,REGULAR,steal,,[],1631170,,,1610612748,97,100,2025-01-07T05:14:15Z,5920000,False,,,0,,J. Jaquez Jr. STEAL (4 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
627,PT01M54.00S,2025-01-07T05:14:18.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631170,8.492115637319317,37.5,1610612748,97,102,2025-01-07T05:15:09Z,5930000,False,62.0,27.0,1,left,J. Jaquez Jr. 6' running finger roll Layup (16 PTS),[1631170],1610612748.0,MIA,running finger roll,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,6.82,Made,,,,,,,,,,,16.0,,,,,
628,PT01M40.00S,2025-01-07T05:14:33.8Z,4,REGULAR,3pt,Jump Shot,[],1631165,74.58935611038108,85.5392156862745,1610612758,97,102,2025-01-07T05:15:22Z,5940000,False,178.0,186.0,1,right,MISS K. Ellis 25' step back 3PT,[1631165],1610612758.0,SAC,step back,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,25.75,Missed,,,,,,,,,,,,,,,,
629,PT01M38.00S,2025-01-07T05:14:36.1Z,4,REGULAR,rebound,offensive,[],1631099,,,1610612758,97,102,2025-01-07T05:14:36Z,5950000,False,,,0,,K. Murray REBOUND (Off:4 Def:6),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,628.0,10.0,6.0,4.0,,,,,,,,,,,,
630,PT01M33.00S,2025-01-07T05:14:41.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631099,92.72339027595268,2.696078431372549,1610612758,100,102,2025-01-07T05:14:45Z,5960000,False,-237.0,16.0,1,right,K. Murray 3PT  (14 PTS) (K. Ellis 3 AST),"[1631099, 1631165]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,23.7,Made,,,,,,,,,,,14.0,K. Ellis,1631165.0,3.0,,
632,PT01M24.00S,2025-01-07T05:15:01.1Z,4,REGULAR,turnover,8-second-violation,['team'],0,,,1610612748,100,102,2025-01-07T05:15:06Z,5980000,False,,,0,,MIA 8-second-violation Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,202007.0,,,,,,,,,,,,,,,,,,,
633,PT01M12.00S,2025-01-07T05:15:33.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,68.54467805519053,16.176470588235293,1610612758,100,102,2025-01-07T05:15:41Z,5990000,False,-169.0,243.0,1,right,MISS M. Monk 29' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,29.62,Missed,,,,,,,,,,,,,,,,
634,PT01M10.00S,2025-01-07T05:15:40.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,100,102,2025-01-07T05:15:40Z,6000000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,633.0,,,,,,,,,,,,,,,
636,PT01M02.00S,2025-01-07T05:16:06.9Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201942,87.46714848883047,91.42156862745098,1610612758,100,102,2025-01-07T05:16:34Z,6020000,False,207.0,65.0,1,right,MISS D. DeRozan 21' Jump Shot,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,,,21.72,Missed,,,,,,,,,,,,,,,,
637,PT01M00.00S,2025-01-07T05:16:08.8Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612748,100,102,2025-01-07T05:16:34Z,6030000,False,,,0,,T. Rozier REBOUND (Off:0 Def:5),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right,,,,,636.0,5.0,5.0,0.0,,,,,,,,,,,,
638,PT00M52.00S,2025-01-07T05:16:15.6Z,4,REGULAR,3pt,Jump Shot,[],1631170,4.681340341655716,97.30392156862744,1610612748,100,102,2025-01-07T05:16:19Z,6040000,False,-237.0,-8.0,1,left,MISS J. Jaquez Jr. 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Left Corner 3,24+ Left,,,23.67,Missed,,,,,,,,,,,,,,,,
639,PT00M51.00S,2025-01-07T05:16:18.2Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,100,102,2025-01-07T05:16:18Z,6050000,False,,,0,,D. Sabonis REBOUND (Off:4 Def:12),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Left Corner 3,24+ Left,,,,,638.0,16.0,12.0,4.0,,,,,,,,,,,,
640,PT00M51.00S,2025-01-07T05:16:21.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629312,,,1610612758,100,102,2025-01-07T05:16:35Z,6060000,False,,,0,,H. Highsmith personal FOUL (3 PF) (Sabonis 2 FT),"[1629312, 1627734]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,3.0,0.0,Sabonis,1627734.0,,,,,,
642,PT00M51.00S,2025-01-07T05:16:58.9Z,4,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,101,102,2025-01-07T05:16:58Z,6080000,False,,,0,,D. Sabonis Free Throw 1 of 2 (15 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,,,,,,,,,,15.0,,,,,
643,PT00M51.00S,2025-01-07T05:17:19.7Z,4,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,102,102,2025-01-07T05:17:19Z,6090000,False,,,0,,D. Sabonis Free Throw 2 of 2 (16 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,,,,,,,,,,16.0,,,,,
644,PT00M35.70S,2025-01-07T05:17:37.2Z,4,REGULAR,2pt,Jump Shot,[],1629639,17.0335085413929,32.84313725490196,1610612748,102,102,2025-01-07T05:17:55Z,6100000,False,86.0,108.0,1,left,MISS T. Herro 13' step back Shot,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,13.76,Missed,,,,,,,,,,,,,,,,
645,PT00M33.40S,2025-01-07T05:17:39.5Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,102,102,2025-01-07T05:17:41Z,6110000,False,,,0,,K. Murray REBOUND (Off:4 Def:7),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,,,,,644.0,11.0,7.0,4.0,,,,,,,,,,,,
646,PT00M13.30S,2025-01-07T05:17:59.6Z,4,REGULAR,2pt,Jump Shot,[],201942,80.23981603153744,69.85294117647058,1610612758,102,102,2025-01-07T05:18:09Z,6120000,False,99.0,133.0,1,right,MISS D. DeRozan 16' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,16.61,Missed,,,,,,,,,,,,,,,,
647,PT00M13.10S,2025-01-07T05:17:59.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,102,102,2025-01-07T05:18:09Z,6130000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,646.0,,,,,,,,,,,,,,,
648,PT00M13.10S,2025-01-07T05:18:07.3Z,4,REGULAR,foul,personal,[],1631099,,,1610612748,102,102,2025-01-07T05:18:27Z,6140000,False,,,0,,K. Murray personal FOUL (2 PF),"[1631099, 1629639]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,1830.0,,,,,,,,,,2.0,0.0,Herro,1629639.0,,,,,,
650,PT00M13.10S,2025-01-07T05:18:26.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,102,102,2025-01-07T05:18:26Z,6160000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M13.10S,2025-01-07T05:19:37.6Z,4,REGULAR,substitution,out,[],201942,,,1610612748,102,102,2025-01-07T05:19:49Z,6170000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M13.10S,2025-01-07T05:19:37.6Z,4,REGULAR,substitution,in,[],1626168,,,1610612748,102,102,2025-01-07T05:19:49Z,6180000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M03.10S,2025-01-07T05:20:10.4Z,4,REGULAR,2pt,Jump Shot,[],1629639,8.623521681997373,71.56862745098039,1610612748,102,102,2025-01-07T05:20:38Z,6190000,False,-108.0,29.0,1,left,MISS T. Herro 11' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,11.15,Missed,,,,,,,,,,,,,,,,
654,PT00M01.10S,2025-01-07T05:20:12.4Z,4,REGULAR,rebound,defensive,[],1631165,,,1610612758,102,102,2025-01-07T05:22:03Z,6200000,False,,,0,,K. Ellis REBOUND (Off:1 Def:6),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,8-16 Left,,,,,653.0,7.0,6.0,1.0,,,,,,,,,,,,
655,PT00M00.00S,2025-01-07T05:20:47.0Z,4,REGULAR,period,end,[],0,,,1610612758,102,102,2025-01-07T05:20:47Z,6210000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT05M00.00S,2025-01-07T05:21:32.6Z,5,OVERTIME,substitution,out,['startperiod'],1626168,,,1610612758,102,102,2025-01-07T05:23:32Z,6220000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT05M00.00S,2025-01-07T05:21:32.6Z,5,OVERTIME,substitution,in,['startperiod'],201942,,,1610612758,102,102,2025-01-07T05:23:32Z,6230000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT05M00.00S,2025-01-07T05:23:51.1Z,5,OVERTIME,period,start,[],0,,,0,102,102,2025-01-07T05:23:51Z,6240000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT04M56.00S,2025-01-07T05:23:54.5Z,5,OVERTIME,jumpball,recovered,[],1626179,,,1610612748,102,102,2025-01-07T05:23:54Z,6260000,False,,,0,,Jump Ball B. Adebayo vs. D. Sabonis: Tip to T. Rozier,"[1626179, 1628389, 1627734]",1610612748.0,MIA,startperiod,T. Rozier,1626179.0,Rozier,T. Rozier,Adebayo,1628389.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
663,PT04M38.00S,2025-01-07T05:24:12.4Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1628389,13.87976346911958,44.36274509803921,1610612748,102,104,2025-01-07T05:24:16Z,6290000,False,28.0,78.0,1,left,B. Adebayo 8' pullup Jump Shot (13 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,8.29,Made,,,,,,,,,,,13.0,,,,,
664,PT04M12.00S,2025-01-07T05:24:38.7Z,5,OVERTIME,2pt,Jump Shot,[],201942,81.68528252299606,70.09803921568627,1610612758,102,104,2025-01-07T05:24:43Z,6300000,False,100.0,120.0,1,right,MISS D. DeRozan 15' Jump Shot,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,15.63,Missed,,,,,,,,,,,,,,,,
665,PT04M11.00S,2025-01-07T05:24:39.7Z,5,OVERTIME,rebound,offensive,[],1631099,,,1610612758,102,104,2025-01-07T05:24:57Z,6310000,False,,,0,,K. Murray REBOUND (Off:5 Def:7),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,,,,,664.0,12.0,7.0,5.0,,,,,,,,,,,,
666,PT03M57.00S,2025-01-07T05:24:53.1Z,5,OVERTIME,2pt,Jump Shot,['2ndchance'],1631165,83.39356110381078,20.833333333333336,1610612758,104,104,2025-01-07T05:24:57Z,6320000,False,-146.0,104.0,1,right,K. Ellis 17' pullup Jump Shot (16 PTS) (D. Sabonis 10 AST),"[1631165, 1627734]",1610612758.0,SAC,pullup,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Left,,,17.89,Made,,,,,,,,,,,16.0,D. Sabonis,1627734.0,10.0,,
668,PT03M29.00S,2025-01-07T05:25:21.9Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1628389,13.748357424441524,40.931372549019606,1610612748,104,104,2025-01-07T05:25:38Z,6340000,False,45.0,77.0,1,left,MISS B. Adebayo 8' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,8.91,Missed,,,,,,,,,,,,,,,,
669,PT03M27.00S,2025-01-07T05:25:23.9Z,5,OVERTIME,rebound,defensive,[],1627734,,,1610612758,104,104,2025-01-07T05:25:30Z,6350000,False,,,0,,D. Sabonis REBOUND (Off:4 Def:13),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,668.0,17.0,13.0,4.0,,,,,,,,,,,,
670,PT03M13.00S,2025-01-07T05:25:37.2Z,5,OVERTIME,3pt,Jump Shot,[],201942,92.72339027595268,3.431372549019608,1610612758,104,104,2025-01-07T05:25:42Z,6360000,False,-233.0,16.0,1,right,MISS D. DeRozan 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,23.33,Missed,,,,,,,,,,,,,,,,
671,PT03M12.00S,2025-01-07T05:25:38.2Z,5,OVERTIME,rebound,defensive,[],1628389,,,1610612748,104,104,2025-01-07T05:26:06Z,6370000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,670.0,10.0,9.0,1.0,,,,,,,,,,,,
672,PT02M57.00S,2025-01-07T05:25:52.7Z,5,OVERTIME,3pt,Jump Shot,[],1626179,21.23850197109067,6.862745098039216,1610612748,104,107,2025-01-07T05:25:56Z,6380000,False,216.0,147.0,1,left,T. Rozier 26' 3PT  (16 PTS) (J. Jaquez Jr. 9 AST),"[1626179, 1631170]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,26.11,Made,,,,,,,,,,,16.0,J. Jaquez Jr.,1631170.0,9.0,,
675,PT02M40.00S,2025-01-07T05:26:09.9Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1627734,92.46057818659659,46.568627450980394,1610612758,106,107,2025-01-07T05:26:29Z,6410000,False,-17.0,18.0,1,right,D. Sabonis driving finger roll Layup (18 PTS) (M. Monk 6 AST),"[1627734, 1628370]",1610612758.0,SAC,driving finger roll,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,2.52,Made,,,,,,,,,,,18.0,M. Monk,1628370.0,6.0,,
677,PT02M19.00S,2025-01-07T05:26:31.3Z,5,OVERTIME,2pt,Jump Shot,[],1628389,3.1044678055190538,67.64705882352942,1610612748,106,109,2025-01-07T05:27:02Z,6430000,False,-88.0,-23.0,1,left,B. Adebayo 9' floating Jump Shot (15 PTS) (H. Highsmith 1 AST),"[1628389, 1629312]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,9.12,Made,,,,,,,,,,,15.0,H. Highsmith,1629312.0,1.0,,
679,PT02M00.00S,2025-01-07T05:26:50.1Z,5,OVERTIME,3pt,Jump Shot,[],1631165,65.78515111695138,62.99019607843137,1610612758,106,109,2025-01-07T05:26:55Z,6450000,False,65.0,269.0,1,right,MISS K. Ellis 27' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Center,,,27.68,Missed,,,,,,,,,,,,,,,,
680,PT01M56.00S,2025-01-07T05:26:54.1Z,5,OVERTIME,rebound,defensive,[],1628389,,,1610612748,106,109,2025-01-07T05:26:55Z,6460000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:10),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,679.0,11.0,10.0,1.0,,,,,,,,,,,,
