actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
264,PT04M58.00S,2025-02-09T03:51:45.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631165,,,1610612758,41,53,2025-02-09T03:52:27Z,2600000,False,,,0,,K. Ellis Free Throw 1 of 2 (7 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
265,PT04M58.00S,2025-02-09T03:51:45.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631165,,,1610612758,42,53,2025-02-09T03:52:27Z,2610000,False,,,0,,K. Ellis Free Throw 2 of 2 (8 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
266,PT04M44.00S,2025-02-09T03:52:21.6Z,2,REGULAR,foul,personal,[],1631099,,,1610612740,42,53,2025-02-09T03:52:31Z,2620000,False,,,0,,K. Murray personal FOUL (2 PF),"[1631099, 203468]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,101284.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,0.0,McCollum,203468.0
268,PT04M32.00S,2025-02-09T03:52:47.1Z,2,REGULAR,turnover,lost ball,[],1642274,,,1610612740,42,53,2025-02-09T03:52:54Z,2640000,False,,,0,,Y. Missi lost ball TURNOVER (1 TO),"[1642274, 1631099]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Murray,1631099.0,,,,,,,,,
269,PT04M32.00S,2025-02-09T03:52:47.1Z,2,REGULAR,steal,,[],1631099,,,1610612758,42,53,2025-02-09T03:52:49Z,2650000,False,,,0,,K. Murray STEAL (2 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
270,PT04M29.00S,2025-02-09T03:52:51.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627734,92.46057818659659,44.6078431372549,1610612758,42,53,2025-02-09T03:52:58Z,2660000,False,-27.0,18.0,1,right,MISS D. Sabonis running Layup - blocked,"[1627734, 1642274]",1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,Missi,1642274.0,,,,
337,PT04M29.00S,2025-02-09T03:52:51.6Z,2,REGULAR,block,,[],1642274,,,1610612758,42,53,2025-02-09T04:15:17Z,2665000,False,,,0,,Y. Missi BLOCK (4 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
271,PT04M27.00S,2025-02-09T03:52:53.6Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,42,53,2025-02-09T04:15:17Z,2670000,False,,,0,,Y. Missi REBOUND (Off:0 Def:5),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Restricted Area,0-8 Center,,,270.0,5.0,5.0,0.0,,,,,,,,,,,,,
272,PT04M16.00S,2025-02-09T03:53:04.2Z,2,REGULAR,3pt,Jump Shot,[],1630530,32.53942181340342,24.019607843137255,1610612740,42,56,2025-02-09T03:53:09Z,2680000,False,130.0,253.0,1,left,T. Murphy III 28' 3PT fadeaway (13 PTS) (J. Alvarado 6 AST),"[1630530, 1630631]",1610612740.0,NOP,fadeaway,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Right Center,28.48,Made,,,,,13.0,,,,J. Alvarado,1630631.0,6.0,,,,,,
274,PT03M56.00S,2025-02-09T03:53:23.6Z,2,REGULAR,3pt,Jump Shot,[],1631165,88.25558475689881,95.34313725490196,1610612758,42,56,2025-02-09T03:53:28Z,2700000,False,227.0,58.0,1,right,MISS K. Ellis 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,Right Corner 3,24+ Right,23.4,Missed,,,,,,,,,,,,,,,,,
275,PT03M53.00S,2025-02-09T03:53:26.6Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,42,56,2025-02-09T03:53:28Z,2710000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,Right Corner 3,24+ Right,,,274.0,2.0,2.0,0.0,,,,,,,,,,,,,
276,PT03M49.00S,2025-02-09T03:53:30.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,38.84691195795006,31.61764705882353,1610612740,42,56,2025-02-09T06:18:02Z,2720000,False,92.0,313.0,1,left,MISS T. Murphy III 32' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Center,32.59,Missed,,,,,,,,,,,,,,,,,
277,PT03M46.00S,2025-02-09T03:53:33.7Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,42,56,2025-02-09T03:53:46Z,2730000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,Above the Break 3,24+ Center,,,276.0,1.0,1.0,0.0,,,,,,,,,,,,,
278,PT03M46.00S,2025-02-09T03:53:37.3Z,2,REGULAR,turnover,out-of-bounds,[],201942,,,1610612758,42,56,2025-02-09T03:53:52Z,2740000,False,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (3 TO),[201942],1610612758.0,SAC,bad pass,,,DeRozan,D. DeRozan,,,,,101284.0,Above the Break 3,24+ Left Center,,,,,,,,3.0,,,,,,,,,,,
279,PT03M46.00S,2025-02-09T03:53:48.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,42,56,2025-02-09T03:53:48Z,2750000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M46.00S,2025-02-09T03:54:26.0Z,2,REGULAR,substitution,out,[],1629750,,,1610612740,42,56,2025-02-09T03:56:38Z,2770000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M46.00S,2025-02-09T03:54:26.0Z,2,REGULAR,substitution,in,[],1629627,,,1610612740,42,56,2025-02-09T03:56:38Z,2780000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M25.00S,2025-02-09T03:57:07.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630530,8.360709592641262,74.01960784313727,1610612740,42,56,2025-02-09T04:19:05Z,2790000,False,-120.0,26.0,1,left,MISS T. Murphy III 12' step back Shot,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,,Mid-Range,8-16 Left,12.29,Missed,,,,,,,,,,,,,,,,,
284,PT03M23.00S,2025-02-09T03:57:09.6Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,42,56,2025-02-09T04:19:05Z,2800000,False,,,0,,Y. Missi REBOUND (Off:1 Def:5),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Mid-Range,8-16 Left,,,283.0,6.0,5.0,1.0,,,,,,,,,,,,,
338,PT03M23.00S,2025-02-09T03:57:13.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642274,5.913272010512484,51.14889705882353,1610612740,42,56,2025-02-09T04:19:17Z,2805000,False,-6.0,3.0,1,left,MISS Y. Missi tip Layup,[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,,Restricted Area,0-8 Center,0.65,Missed,,,,,,,,,,,,,,,,,
339,PT03M22.00S,2025-02-09T03:57:14.1Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,42,56,2025-02-09T04:19:17Z,2807500,False,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,,,338.0,3.0,2.0,1.0,,,,,,,,,,,,,
285,PT03M10.00S,2025-02-09T03:57:18.7Z,2,REGULAR,2pt,Jump Shot,[],1631099,77.34888304862024,37.5,1610612758,44,56,2025-02-09T03:57:27Z,2810000,False,-62.0,160.0,1,right,K. Murray 17' step back Jump Shot (4 PTS),[1631099],1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,,Mid-Range,16-24 Left Center,17.21,Made,,,,,4.0,,,,,,,,,,,,
286,PT02M57.00S,2025-02-09T03:57:34.9Z,2,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,44,56,2025-02-09T03:57:44Z,2820000,False,,,0,,Z. Williamson lost ball out-of-bounds TURNOVER (2 TO),[1629627],1610612740.0,NOP,lost ball,,,Williamson,Z. Williamson,,,,,202053.0,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,,,
287,PT02M53.00S,2025-02-09T03:57:46.4Z,2,REGULAR,turnover,bad pass,[],1631165,,,1610612758,44,56,2025-02-09T03:57:52Z,2830000,False,,,0,,K. Ellis bad pass TURNOVER (1 TO),"[1631165, 1630631]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Alvarado,1630631.0,,,,,,,,,
288,PT02M53.00S,2025-02-09T03:57:46.4Z,2,REGULAR,steal,,[],1630631,,,1610612740,44,56,2025-02-09T03:57:49Z,2840000,False,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
289,PT02M45.00S,2025-02-09T03:57:54.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,4.681340341655716,3.431372549019608,1610612740,44,56,2025-02-09T03:57:59Z,2850000,False,233.0,-8.0,1,left,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,Right Corner 3,24+ Right,23.3,Missed,,,,,,,,,,,,,,,,,
290,PT02M40.00S,2025-02-09T03:57:59.1Z,2,REGULAR,rebound,defensive,[],1631165,,,1610612758,44,56,2025-02-09T03:57:59Z,2860000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,Right Corner 3,24+ Right,,,289.0,1.0,1.0,0.0,,,,,,,,,,,,,
291,PT02M33.00S,2025-02-09T03:58:08.6Z,2,REGULAR,violation,kicked ball,[],1642274,,,1610612758,44,56,2025-02-09T03:58:13Z,2870000,False,,,0,,Y. Missi kicked ball VIOLATION,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,1627524.0,,,,,,,,,,,,,,,,,,,,,
292,PT02M33.00S,2025-02-09T03:58:12.2Z,2,REGULAR,substitution,out,[],1631165,,,1610612758,44,56,2025-02-09T03:58:16Z,2880000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M33.00S,2025-02-09T03:58:12.2Z,2,REGULAR,substitution,in,[],1628370,,,1610612758,44,56,2025-02-09T03:58:16Z,2890000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M26.00S,2025-02-09T03:58:34.2Z,2,REGULAR,3pt,Jump Shot,[],1631099,80.76544021024968,4.6568627450980395,1610612758,44,56,2025-02-09T03:58:43Z,2900000,False,-227.0,128.0,1,right,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,
295,PT02M22.00S,2025-02-09T03:58:38.2Z,2,REGULAR,rebound,offensive,[],201942,,,1610612758,44,56,2025-02-09T03:58:43Z,2910000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,Above the Break 3,24+ Left Center,,,294.0,2.0,1.0,1.0,,,,,,,,,,,,,
296,PT02M20.00S,2025-02-09T03:58:40.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631099,93.24901445466492,47.05882352941176,1610612758,46,56,2025-02-09T03:58:46Z,2920000,False,-15.0,11.0,1,right,K. Murray cutting Layup (6 PTS) (D. DeRozan 3 AST),"[1631099, 201942]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,6.0,,,,D. DeRozan,201942.0,3.0,,,,,,
298,PT02M10.00S,2025-02-09T03:58:50.1Z,2,REGULAR,turnover,bad pass,[],203468,,,1610612740,46,56,2025-02-09T03:58:55Z,2940000,False,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1628370]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Monk,1628370.0,,,,,,,,,
299,PT02M10.00S,2025-02-09T03:58:50.1Z,2,REGULAR,steal,,[],1628370,,,1610612758,46,56,2025-02-09T03:58:51Z,2950000,False,,,0,,M. Monk STEAL (1 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
335,PT02M06.00S,2025-02-09T03:58:56.8Z,2,REGULAR,turnover,bad pass,[],1628370,,,1610612758,46,56,2025-02-09T04:06:48Z,2975000,False,,,0,,M. Monk bad pass TURNOVER (3 TO),"[1628370, 1630530]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,Murphy III,1630530.0,,,,,,,,,
336,PT02M06.00S,2025-02-09T03:58:56.8Z,2,REGULAR,steal,,[],1630530,,,1610612740,46,56,2025-02-09T04:06:48Z,2977500,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
302,PT02M01.00S,2025-02-09T03:58:59.5Z,2,REGULAR,turnover,out-of-bounds,[],1630631,,,1610612740,46,56,2025-02-09T03:59:45Z,2980000,False,,,0,,J. Alvarado bad pass out-of-bounds TURNOVER (2 TO),[1630631],1610612740.0,NOP,bad pass,,,Alvarado,J. Alvarado,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,,,
303,PT01M44.00S,2025-02-09T03:59:24.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203897,77.08607095926413,6.862745098039216,1610612758,46,56,2025-02-09T04:01:06Z,2990000,False,-216.0,163.0,1,right,MISS Z. LaVine 27' step back 3PT,[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,,Above the Break 3,24+ Left Center,27.03,Missed,,,,,,,,,,,,,,,,,
304,PT01M42.00S,2025-02-09T03:59:26.9Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,46,56,2025-02-09T03:59:26Z,3000000,False,,,0,,Y. Missi REBOUND (Off:1 Def:6),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Above the Break 3,24+ Left Center,,,303.0,7.0,6.0,1.0,,,,,,,,,,,,,
305,PT01M29.00S,2025-02-09T03:59:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,5.601182654402102,49.26470588235294,1610612740,46,58,2025-02-09T03:59:53Z,3010000,False,4.0,0.0,1,left,T. Murphy III driving reverse Layup (15 PTS) (J. Alvarado 7 AST),"[1630530, 1630631]",1610612740.0,NOP,driving reverse,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,15.0,,,,J. Alvarado,1630631.0,7.0,,,,,,
307,PT01M18.00S,2025-02-09T03:59:53.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629627,,,1610612758,46,58,2025-02-09T04:00:00Z,3030000,False,,,0,,Z. Williamson personal FOUL (1 PF) (DeRozan 2 FT),"[1629627, 201942]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,202053.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0
309,PT01M18.00S,2025-02-09T04:00:23.1Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,47,58,2025-02-09T04:00:23Z,3050000,False,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
310,PT01M18.00S,2025-02-09T04:00:40.6Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,47,58,2025-02-09T04:00:40Z,3060000,False,,,0,,MISS D. DeRozan Free Throw 2 of 2,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
311,PT01M16.00S,2025-02-09T04:00:41.7Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,47,58,2025-02-09T04:00:41Z,3070000,False,,,0,,Y. Missi REBOUND (Off:1 Def:7),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,310.0,8.0,7.0,1.0,,,,,,,,,,,,,
312,PT01M07.00S,2025-02-09T04:00:56.8Z,2,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612740,47,58,2025-02-09T04:01:06Z,3080000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Williamson 2 FT),"[1627734, 1629627]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,101284.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Williamson,1629627.0
314,PT01M07.00S,2025-02-09T04:01:23.2Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,47,59,2025-02-09T04:01:23Z,3100000,False,,,0,,Z. Williamson Free Throw 1 of 2 (18 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,
315,PT01M07.00S,2025-02-09T04:01:45.4Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,47,60,2025-02-09T04:01:45Z,3110000,False,,,0,,Z. Williamson Free Throw 2 of 2 (19 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,
316,PT00M54.80S,2025-02-09T04:02:03.0Z,2,REGULAR,3pt,Jump Shot,[],1631099,73.9323258869908,13.23529411764706,1610612758,50,60,2025-02-09T04:02:06Z,3120000,False,-184.0,193.0,1,right,K. Murray 26' 3PT  (9 PTS) (Z. LaVine 2 AST),"[1631099, 203897]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Left Center,26.62,Made,,,,,9.0,,,,Z. LaVine,203897.0,2.0,,,,,,
318,PT00M45.10S,2025-02-09T04:02:16.8Z,2,REGULAR,3pt,Jump Shot,[],1630530,27.151773981603156,79.65686274509804,1610612740,50,60,2025-02-09T04:02:24Z,3140000,False,-148.0,203.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Left Center,25.12,Missed,,,,,,,,,,,,,,,,,
319,PT00M41.70S,2025-02-09T04:02:20.2Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612758,50,60,2025-02-09T04:02:24Z,3150000,False,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,Above the Break 3,24+ Left Center,,,318.0,2.0,2.0,0.0,,,,,,,,,,,,,
320,PT00M40.10S,2025-02-09T04:02:22.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203897,92.9862023653088,49.50980392156863,1610612758,52,60,2025-02-09T04:02:30Z,3160000,False,-2.0,13.0,1,right,Z. LaVine running DUNK (8 PTS) (M. Monk 5 AST),"[203897, 1628370]",1610612758.0,SAC,running,,,LaVine,Z. LaVine,,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,8.0,,,,M. Monk,1628370.0,5.0,,,,,,
322,PT00M31.70S,2025-02-09T04:02:39.5Z,2,REGULAR,3pt,Jump Shot,[],203468,9.411957950065702,3.9215686274509802,1610612740,52,63,2025-02-09T04:03:03Z,3180000,False,230.0,36.0,1,left,C. McCollum 3PT step back (12 PTS) (T. Murphy III 3 AST),"[203468, 1630530]",1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,,Right Corner 3,24+ Right,23.32,Made,,,,,12.0,,,,T. Murphy III,1630530.0,3.0,,,,,,
324,PT00M22.00S,2025-02-09T04:02:51.0Z,2,REGULAR,turnover,bad pass,[],203897,,,1610612758,52,63,2025-02-09T04:02:58Z,3200000,False,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1629627]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Williamson,1629627.0,,,,,,,,,
325,PT00M22.00S,2025-02-09T04:02:51.0Z,2,REGULAR,steal,,[],1629627,,,1610612740,52,63,2025-02-09T04:18:04Z,3210000,False,,,0,,Z. Williamson STEAL (2 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
326,PT00M05.00S,2025-02-09T04:03:10.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628370,,,1610612740,52,63,2025-02-09T04:03:17Z,3220000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (McCollum 2 FT),"[1628370, 203468]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,101284.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,McCollum,203468.0
328,PT00M05.00S,2025-02-09T04:03:32.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203468,,,1610612740,52,64,2025-02-09T04:03:32Z,3240000,False,,,0,,C. McCollum Free Throw 1 of 2 (13 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
329,PT00M05.00S,2025-02-09T04:03:33.6Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,52,64,2025-02-09T04:03:41Z,3250000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M05.00S,2025-02-09T04:03:33.6Z,2,REGULAR,substitution,in,[],1629750,,,1610612740,52,64,2025-02-09T04:03:41Z,3260000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M05.00S,2025-02-09T04:04:03.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203468,,,1610612740,52,65,2025-02-09T04:04:03Z,3270000,False,,,0,,C. McCollum Free Throw 2 of 2 (14 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
332,PT00M01.50S,2025-02-09T04:04:13.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,92.19776609724047,50.49019607843137,1610612758,54,65,2025-02-09T04:04:30Z,3280000,False,2.0,21.0,1,right,Z. LaVine driving DUNK (10 PTS) (D. Sabonis 2 AST),"[203897, 1627734]",1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,10.0,,,,D. Sabonis,1627734.0,2.0,,,,,,
334,PT00M00.00S,2025-02-09T04:04:34.5Z,2,REGULAR,period,end,[],0,,,1610612740,54,65,2025-02-09T04:04:34Z,3300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-02-09T04:13:28.6Z,3,REGULAR,substitution,out,['startperiod'],1629750,,,1610612740,54,65,2025-02-09T04:19:26Z,3310000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2025-02-09T04:13:28.6Z,3,REGULAR,substitution,in,['startperiod'],1629627,,,1610612740,54,65,2025-02-09T04:19:26Z,3320000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2025-02-09T04:19:40.5Z,3,REGULAR,period,start,[],0,,,1610612758,54,65,2025-02-09T04:19:40Z,3330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M45.00S,2025-02-09T04:19:55.0Z,3,REGULAR,3pt,Jump Shot,[],203897,29.25427069645204,24.509803921568626,1610612758,54,65,2025-02-09T04:20:00Z,3340000,False,127.0,222.0,1,left,MISS Z. LaVine 25' 3PT,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,,,,,,,,,,,,,,,,
344,PT11M40.00S,2025-02-09T04:20:00.0Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,54,65,2025-02-09T04:20:00Z,3350000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Right Center,,,343.0,1.0,1.0,0.0,,,,,,,,,,,,,
345,PT11M34.00S,2025-02-09T04:20:05.3Z,3,REGULAR,3pt,Jump Shot,[],203468,68.54467805519053,27.450980392156865,1610612740,54,68,2025-02-09T04:20:27Z,3360000,False,-113.0,243.0,1,right,C. McCollum 26' 3PT step back (17 PTS) (Z. Williamson 4 AST),"[203468, 1629627]",1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Left Center,26.8,Made,,,,,17.0,,,,Z. Williamson,1629627.0,4.0,,,,,,
347,PT11M22.00S,2025-02-09T04:20:17.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,5.863994743758213,53.67647058823529,1610612758,56,68,2025-02-09T04:20:23Z,3380000,False,-18.0,3.0,1,left,D. Sabonis cutting DUNK (14 PTS) (M. Monk 6 AST),"[1627734, 1628370]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,14.0,,,,M. Monk,1628370.0,6.0,,,,,,
