actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
630,PT02M53.00S,2024-02-09T02:22:27.5Z,4,REGULAR,substitution,out,[],1628365,,,1610612753,121,102,2024-02-09T02:23:09Z,6190000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT02M53.00S,2024-02-09T02:22:27.5Z,4,REGULAR,substitution,out,[],1630532,,,1610612753,121,102,2024-02-09T02:23:09Z,6200000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT02M53.00S,2024-02-09T02:22:27.5Z,4,REGULAR,substitution,out,[],1628976,,,1610612753,121,102,2024-02-09T02:23:09Z,6210000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT02M53.00S,2024-02-09T02:22:27.5Z,4,REGULAR,substitution,out,[],1630170,,,1610612753,121,102,2024-02-09T02:23:09Z,6220000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT02M53.00S,2024-02-09T02:22:27.5Z,4,REGULAR,substitution,in,[],1641710,,,1610612753,121,102,2024-02-09T02:23:09Z,6230000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT02M53.00S,2024-02-09T02:22:27.5Z,4,REGULAR,substitution,in,[],1629643,,,1610612753,121,102,2024-02-09T02:23:09Z,6240000,False,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT02M53.00S,2024-02-09T02:22:27.5Z,4,REGULAR,substitution,in,[],1631216,,,1610612753,121,102,2024-02-09T02:23:09Z,6250000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT02M53.00S,2024-02-09T02:22:27.5Z,4,REGULAR,substitution,in,[],1629048,,,1610612753,121,102,2024-02-09T02:23:09Z,6260000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT02M53.00S,2024-02-09T02:22:27.5Z,4,REGULAR,substitution,in,[],1630175,,,1610612753,121,102,2024-02-09T02:23:09Z,6270000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT02M53.00S,2024-02-09T02:22:27.5Z,4,REGULAR,substitution,in,[],1630577,,,1610612753,121,102,2024-02-09T02:23:09Z,6280000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT02M39.00S,2024-02-09T02:23:19.0Z,4,REGULAR,2pt,Jump Shot,[],1629643,23.866622864651774,39.46078431372549,1610612753,121,102,2024-02-09T02:23:50Z,6290000,False,53.0,172.0,1,left,MISS C. Okeke 17' turnaround Shot,[1629643],1610612753.0,ORL,turnaround,,,Okeke,C. Okeke,,,,,Mid-Range,16-24 Center,17.97,Missed,,,,,,,,,,,,,,,,,,
641,PT02M34.00S,2024-02-09T02:23:24.0Z,4,REGULAR,rebound,defensive,[],1630577,,,1610612759,121,102,2024-02-09T02:23:27Z,6300000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:4),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Center,,,640.0,4.0,4.0,0.0,,,,,,,,,,,,,,
642,PT02M26.00S,2024-02-09T02:23:31.4Z,4,REGULAR,3pt,Jump Shot,[],1630577,73.27529566360053,82.84313725490196,1610612759,121,102,2024-02-09T02:23:36Z,6310000,False,164.0,199.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
643,PT02M23.00S,2024-02-09T02:23:34.4Z,4,REGULAR,rebound,offensive,[],1630577,,,1610612759,121,102,2024-02-09T02:23:36Z,6320000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:4),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,642.0,5.0,4.0,1.0,,,,,,,,,,,,,,
645,PT02M15.00S,2024-02-09T02:23:58.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629640,79.71419185282524,74.01960784313727,1610612759,121,104,2024-02-09T02:24:04Z,6340000,False,120.0,138.0,1,right,K. Johnson 18' pullup Jump Shot (9 PTS),[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,18.31,Made,,,,,9.0,,,,,,,,,,,,,
646,PT01M58.00S,2024-02-09T02:24:14.3Z,4,REGULAR,3pt,Jump Shot,[],1630175,33.85348226018397,54.65686274509803,1610612753,124,104,2024-02-09T02:24:20Z,6350000,False,-23.0,266.0,1,left,C. Anthony 26' 3PT  (12 PTS) (A. Black 1 AST),"[1630175, 1641710]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,26.67,Made,,,,,12.0,A. Black,1641710.0,1.0,,,,,,,,,,
648,PT01M46.00S,2024-02-09T02:24:31.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641710,,,1610612759,124,104,2024-02-09T02:24:48Z,6370000,False,,,0,,A. Black personal FOUL (1 PF) (Collins 2 FT),"[1641710, 1628380]",1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,,,1.0,0.0,Collins,1628380.0
650,PT01M46.00S,2024-02-09T02:24:55.2Z,4,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,124,105,2024-02-09T02:24:55Z,6390000,False,,,0,,Z. Collins Free Throw 1 of 2 (9 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
651,PT01M46.00S,2024-02-09T02:25:07.6Z,4,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,124,106,2024-02-09T02:25:07Z,6400000,False,,,0,,Z. Collins Free Throw 2 of 2 (10 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
652,PT01M31.00S,2024-02-09T02:25:31.2Z,4,REGULAR,violation,kicked ball,[],1630577,,,1610612753,124,106,2024-02-09T02:26:14Z,6410000,False,,,0,,J. Champagnie kicked ball VIOLATION,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,
653,PT01M20.00S,2024-02-09T02:25:55.5Z,4,REGULAR,foul,offensive,['inpenalty'],1629643,,,1610612753,124,106,2024-02-09T02:26:09Z,6420000,False,,,0,,C. Okeke off-the-ball offensive FOUL (1 PF),"[1629643, 1631103]",1610612753.0,ORL,off-the-ball,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1162.0,,,,,,1.0,0.0,Branham,1631103.0
655,PT01M20.00S,2024-02-09T02:25:55.5Z,4,REGULAR,turnover,offensive foul,[],1629643,,,1610612753,124,106,2024-02-09T02:25:55Z,6440000,False,,,0,,C. Okeke offensive foul TURNOVER (1 TO),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1162.0,,,1.0,,,,,,
656,PT01M04.00S,2024-02-09T02:26:20.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628380,91.93495400788436,50.49019607843137,1610612759,124,108,2024-02-09T02:26:26Z,6450000,False,2.0,23.0,1,right,Z. Collins cutting Layup (12 PTS) (M. Branham 3 AST),"[1628380, 1631103]",1610612759.0,SAS,cutting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,12.0,M. Branham,1631103.0,3.0,,,,,,,,,,
658,PT00M51.90S,2024-02-09T02:26:33.7Z,4,REGULAR,3pt,Jump Shot,[],1631216,22.026938239159,8.57843137254902,1610612753,127,108,2024-02-09T02:26:40Z,6470000,False,207.0,155.0,1,left,C. Houstan 25' 3PT  (3 PTS) (A. Black 2 AST),"[1631216, 1641710]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,25.84,Made,,,,,3.0,A. Black,1641710.0,2.0,,,,,,,,,,
660,PT00M43.10S,2024-02-09T02:26:45.0Z,4,REGULAR,3pt,Jump Shot,[],1629640,69.20170827858082,18.137254901960784,1610612759,127,111,2024-02-09T02:26:50Z,6490000,False,-159.0,237.0,1,right,K. Johnson 28' 3PT  (12 PTS) (B. Wesley 7 AST),"[1629640, 1631104]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,28.56,Made,,,,,12.0,B. Wesley,1631104.0,7.0,,,,,,,,,,
662,PT00M18.10S,2024-02-09T02:27:21.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612753,127,111,2024-02-09T02:27:28Z,6510000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1630886.0,,,,,,,,,
663,PT00M00.00S,2024-02-09T02:27:49.2Z,4,REGULAR,period,end,[],0,,,1610612759,127,111,2024-02-09T02:27:49Z,6520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2024-02-09T02:27:53.8Z,4,REGULAR,game,end,[],0,,,0,127,111,2024-02-09T02:27:53Z,6530000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
