actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
257,PT06M16.00S,2023-12-12T00:54:30.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,92.06636005256242,51.470588235294116,1610612739,36,37,2023-12-12T00:57:58Z,2550000,False,7.0,22.0,1,right,MISS M. Strus Layup - blocked,"[1629622, 204060]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,Ingles,204060.0
258,PT06M16.00S,2023-12-12T00:54:30.5Z,2,REGULAR,block,,[],204060,,,1610612739,36,37,2023-12-12T00:56:26Z,2560000,False,,,0,,J. Ingles BLOCK (1 BLK),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
259,PT06M14.00S,2023-12-12T00:54:32.5Z,2,REGULAR,rebound,offensive,[],1628378,,,1610612739,36,37,2023-12-12T00:57:58Z,2570000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,257.0,,,,,,,,,,,,,3.0,2.0,1.0,,
260,PT06M06.00S,2023-12-12T00:54:38.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,67.16696780551905,27.228860294117645,1610612739,36,37,2023-12-12T00:54:45Z,2580000,False,-114.0,256.0,1,right,MISS D. Mitchell 28' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,28.03,Missed,,,,,,,,,,,,,,,,,,
261,PT06M03.00S,2023-12-12T00:54:41.4Z,2,REGULAR,rebound,offensive,[],1629731,,,1610612739,36,37,2023-12-12T00:54:45Z,2590000,False,,,0,,D. Wade REBOUND (Off:1 Def:0),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,260.0,,,,,,,,,,,,,1.0,0.0,1.0,,
262,PT05M54.00S,2023-12-12T00:54:50.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629731,93.51182654402102,79.65686274509804,1610612739,36,39,2023-12-12T00:54:55Z,2600000,False,148.0,8.0,1,right,D. Wade 14' Jump Shot (5 PTS) (J. Allen 1 AST),"[1629731, 1628386]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Right,14.85,Made,,5.0,J. Allen,1628386.0,1.0,,,,,,,,,,,,,
264,PT05M42.00S,2023-12-12T00:55:01.9Z,2,REGULAR,3pt,Jump Shot,[],203914,22.733245729303547,90.95435049019608,1610612753,36,39,2023-12-12T00:55:08Z,2620000,False,-205.0,161.0,1,left,MISS G. Harris 26' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,26.06,Missed,,,,,,,,,,,,,,,,,,
265,PT05M40.00S,2023-12-12T00:55:03.9Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,36,39,2023-12-12T00:55:08Z,2630000,False,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,264.0,,,,,,,,,,,,,5.0,3.0,2.0,,
266,PT05M30.00S,2023-12-12T00:55:14.4Z,2,REGULAR,3pt,Jump Shot,[],1630171,92.72339027595268,97.30392156862744,1610612739,36,39,2023-12-12T00:55:19Z,2640000,False,237.0,16.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,23.7,Missed,,,,,,,,,,,,,,,,,,
267,PT05M28.00S,2023-12-12T00:55:16.4Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,36,39,2023-12-12T00:55:19Z,2650000,False,,,0,,P. Banchero REBOUND (Off:3 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,266.0,,,,,,,,,,,,,4.0,1.0,3.0,,
268,PT05M14.00S,2023-12-12T00:55:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,6.258212877792378,59.31372549019608,1610612753,38,39,2023-12-12T00:56:05Z,2660000,False,-47.0,6.0,1,left,M. Wagner cutting Layup (2 PTS) (G. Harris 2 AST),"[1629021, 203914]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.7,Made,,2.0,G. Harris,203914.0,2.0,,,,,,,,,,,,,
270,PT04M58.00S,2023-12-12T00:55:48.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612739,38,39,2023-12-12T00:55:59Z,2680000,False,,,0,,C. Anthony shooting personal FOUL (3 PF) (Wade 2 FT),"[1630175, 1629731]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,3.0,0.0,Wade,1629731.0,,,,,
273,PT04M58.00S,2023-12-12T00:56:25.0Z,2,REGULAR,freethrow,1 of 2,[],1629731,,,1610612739,38,40,2023-12-12T00:56:25Z,2700000,False,,,0,,D. Wade Free Throw 1 of 2 (6 PTS),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
274,PT04M58.00S,2023-12-12T00:56:25.6Z,2,REGULAR,substitution,out,[],203914,,,1610612739,38,40,2023-12-12T00:56:42Z,2710000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M58.00S,2023-12-12T00:56:25.6Z,2,REGULAR,substitution,out,[],1629021,,,1610612739,38,40,2023-12-12T00:56:42Z,2720000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M58.00S,2023-12-12T00:56:25.6Z,2,REGULAR,substitution,out,[],1630175,,,1610612739,38,40,2023-12-12T00:56:42Z,2730000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M58.00S,2023-12-12T00:56:25.6Z,2,REGULAR,substitution,in,[],1630591,,,1610612739,38,40,2023-12-12T00:56:42Z,2740000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M58.00S,2023-12-12T00:56:25.6Z,2,REGULAR,substitution,in,[],1629048,,,1610612739,38,40,2023-12-12T00:56:42Z,2750000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M58.00S,2023-12-12T00:56:25.6Z,2,REGULAR,substitution,in,[],1630532,,,1610612739,38,40,2023-12-12T00:56:42Z,2760000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M58.00S,2023-12-12T00:56:25.0Z,2,REGULAR,freethrow,2 of 2,[],1629731,,,1610612739,38,40,2023-12-12T00:56:59Z,2770000,False,,,0,,MISS D. Wade Free Throw 2 of 2,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
281,PT04M55.00S,2023-12-12T00:56:28.0Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612753,38,40,2023-12-12T00:56:59Z,2780000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:3),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,280.0,,,,,,,,,,,,,4.0,3.0,1.0,,
282,PT04M43.00S,2023-12-12T00:57:10.9Z,2,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612753,38,40,2023-12-12T00:57:21Z,2790000,False,,,0,,J. Allen shooting personal FOUL (3 PF) (Ingles 2 FT),"[1628386, 204060]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,3.0,1.0,Ingles,204060.0,,,,,
284,PT04M43.00S,2023-12-12T00:57:44.0Z,2,REGULAR,freethrow,1 of 2,[],204060,,,1610612753,39,40,2023-12-12T00:57:44Z,2810000,False,,,0,,J. Ingles Free Throw 1 of 2 (11 PTS),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
285,PT04M43.00S,2023-12-12T00:57:44.6Z,2,REGULAR,substitution,out,[],1628386,,,1610612753,39,40,2023-12-12T00:57:46Z,2820000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M43.00S,2023-12-12T00:57:44.6Z,2,REGULAR,substitution,in,[],202684,,,1610612753,39,40,2023-12-12T00:57:46Z,2830000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M43.00S,2023-12-12T00:58:09.7Z,2,REGULAR,freethrow,2 of 2,[],204060,,,1610612753,40,40,2023-12-12T00:58:09Z,2840000,False,,,0,,J. Ingles Free Throw 2 of 2 (12 PTS),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,Made,,12.0,,,,,,,,,,,,,,,,
289,PT04M26.00S,2023-12-12T00:58:31.2Z,2,REGULAR,2pt,Jump Shot,[],1629622,76.2976346911958,48.77450980392157,1610612739,40,40,2023-12-12T00:58:37Z,2850000,False,-6.0,170.0,1,right,MISS M. Strus 17' pullup Shot - blocked,"[1629622, 1629048]",1610612739.0,CLE,pullup,,,Strus,M. Strus,,,,,Mid-Range,16-24 Center,17.04,Missed,,,,,,,,,,,,,,,,,Bitadze,1629048.0
290,PT04M26.00S,2023-12-12T00:58:31.2Z,2,REGULAR,block,,[],1629048,,,1610612739,40,40,2023-12-12T00:58:33Z,2860000,False,,,0,,G. Bitadze BLOCK (2 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
291,PT04M22.00S,2023-12-12T00:58:35.2Z,2,REGULAR,rebound,defensive,[],204060,,,1610612753,40,40,2023-12-12T00:58:37Z,2870000,False,,,0,,J. Ingles REBOUND (Off:1 Def:2),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Mid-Range,16-24 Center,,,289.0,,,,,,,,,,,,,3.0,2.0,1.0,,
294,PT04M06.00S,2023-12-12T00:58:55.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,8.672798948751643,48.47579656862745,1610612753,40,40,2023-12-12T01:03:18Z,2900000,False,8.0,29.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,,,,
295,PT04M04.00S,2023-12-12T00:58:57.6Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612739,40,40,2023-12-12T01:02:05Z,2910000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,294.0,,,,,,,,,,,,,1.0,1.0,0.0,,
296,PT03M53.00S,2023-12-12T00:59:04.2Z,2,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,40,40,2023-12-12T00:59:11Z,2920000,False,,,0,,D. Mitchell lost ball out-of-bounds TURNOVER (2 TO),[1628378],1610612739.0,CLE,lost ball,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,1627961.0,,,,,,,,,
297,PT03M37.00S,2023-12-12T00:59:30.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,33.196452036793694,56.61764705882353,1610612753,43,40,2023-12-12T00:59:37Z,2930000,False,-33.0,260.0,1,left,J. Suggs 26' 3PT step back (5 PTS) (G. Bitadze 2 AST),"[1630591, 1629048]",1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,26.16,Made,,5.0,G. Bitadze,1629048.0,2.0,,,,,,,,,,,,,
299,PT03M18.00S,2023-12-12T00:59:48.4Z,2,REGULAR,2pt,Jump Shot,[],1628378,77.87450722733246,67.8921568627451,1610612739,43,40,2023-12-12T01:05:43Z,2950000,False,89.0,155.0,1,right,MISS D. Mitchell 17' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,17.94,Missed,,,,,,,,,,,,,,,,,,
300,PT03M13.00S,2023-12-12T00:59:53.4Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,43,40,2023-12-12T01:03:18Z,2960000,False,,,0,,P. Banchero REBOUND (Off:3 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,299.0,,,,,,,,,,,,,5.0,2.0,3.0,,
301,PT03M03.00S,2023-12-12T01:00:04.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,5.913272010512484,51.83823529411765,1610612753,45,40,2023-12-12T01:00:12Z,2970000,False,-9.0,3.0,1,left,G. Bitadze alley-oop DUNK (7 PTS) (F. Wagner 2 AST),"[1629048, 1630532]",1610612753.0,ORL,alley-oop,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,0.97,Made,,7.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,
303,PT03M02.00S,2023-12-12T01:00:08.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,45,40,2023-12-12T01:00:08Z,2990000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M02.00S,2023-12-12T01:02:32.1Z,2,REGULAR,substitution,out,[],1629731,,,1610612739,45,40,2023-12-12T01:02:54Z,3000000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M02.00S,2023-12-12T01:02:32.1Z,2,REGULAR,substitution,out,[],1630171,,,1610612739,45,40,2023-12-12T01:02:54Z,3010000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M02.00S,2023-12-12T01:02:32.1Z,2,REGULAR,substitution,in,[],1627777,,,1610612739,45,40,2023-12-12T01:02:54Z,3020000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M02.00S,2023-12-12T01:02:32.1Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,45,40,2023-12-12T01:02:54Z,3030000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M44.00S,2023-12-12T01:03:24.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204060,,,1610612739,45,40,2023-12-12T01:03:39Z,3040000,False,,,0,,J. Ingles personal FOUL (1 PF) (Strus 2 FT),"[204060, 1629622]",1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,201639.0,1.0,0.0,Strus,1629622.0,,,,,
310,PT02M44.00S,2023-12-12T01:04:03.4Z,2,REGULAR,freethrow,1 of 2,[],1629622,,,1610612739,45,41,2023-12-12T01:04:03Z,3060000,False,,,0,,M. Strus Free Throw 1 of 2 (1 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
311,PT02M44.00S,2023-12-12T01:04:19.7Z,2,REGULAR,freethrow,2 of 2,[],1629622,,,1610612739,45,42,2023-12-12T01:04:19Z,3070000,False,,,0,,M. Strus Free Throw 2 of 2 (2 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
312,PT02M36.00S,2023-12-12T01:04:32.6Z,2,REGULAR,foul,personal,[],1627777,,,1610612753,45,42,2023-12-12T01:04:39Z,3080000,False,,,0,,G. Niang personal FOUL (1 PF),"[1627777, 1629048]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627961.0,1.0,1.0,Bitadze,1629048.0,,,,,
314,PT02M29.00S,2023-12-12T01:04:52.9Z,2,REGULAR,turnover,bad pass,[],1631094,,,1610612753,45,42,2023-12-12T01:04:59Z,3100000,False,,,0,,P. Banchero bad pass TURNOVER (4 TO),"[1631094, 1629636]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,,4.0,Garland,1629636.0,,,,,,,,,,
315,PT02M29.00S,2023-12-12T01:04:52.9Z,2,REGULAR,steal,,[],1629636,,,1610612739,45,42,2023-12-12T01:04:54Z,3110000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
316,PT02M25.00S,2023-12-12T01:04:56.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629636,91.67214191852825,47.05882352941176,1610612739,45,44,2023-12-12T01:05:04Z,3120000,False,-15.0,26.0,1,right,D. Garland running Layup (14 PTS),[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,2.97,Made,,14.0,,,,,,,,,,,,,,,,
317,PT02M06.00S,2023-12-12T01:05:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,8.935611038107753,50.48636642156863,1610612753,47,44,2023-12-12T01:05:25Z,3130000,False,-2.0,31.0,1,left,P. Banchero cutting Layup (6 PTS) (J. Ingles 2 AST),"[1631094, 204060]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.16,Made,,6.0,J. Ingles,204060.0,2.0,,,,,,,,,,,,,
319,PT01M54.00S,2023-12-12T01:05:27.5Z,2,REGULAR,3pt,Jump Shot,[],1628378,77.4802890932983,90.68627450980392,1610612739,47,47,2023-12-12T01:05:33Z,3150000,False,203.0,159.0,1,right,D. Mitchell 25' 3PT  (10 PTS) (M. Strus 2 AST),"[1628378, 1629622]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.83,Made,,10.0,M. Strus,1629622.0,2.0,,,,,,,,,,,,,
321,PT01M34.00S,2023-12-12T01:05:47.9Z,2,REGULAR,2pt,Jump Shot,[],1631094,6.652431011826544,23.284313725490197,1610612753,47,47,2023-12-12T01:05:55Z,3170000,False,134.0,10.0,1,left,MISS P. Banchero 13' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,13.4,Missed,,,,,,,,,,,,,,,,,,
322,PT01M31.00S,2023-12-12T01:05:50.9Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612753,47,47,2023-12-12T01:05:55Z,3180000,False,,,0,,G. Bitadze REBOUND (Off:2 Def:3),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Right,,,321.0,,,,,,,,,,,,,5.0,3.0,2.0,,
323,PT01M25.00S,2023-12-12T01:05:58.2Z,2,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612753,47,47,2023-12-12T01:06:03Z,3190000,False,,,0,,M. Strus shooting personal FOUL (3 PF) (Bitadze 2 FT),"[1629622, 1629048]",1610612739.0,CLE,shooting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,3.0,0.0,Bitadze,1629048.0,,,,,
325,PT01M25.00S,2023-12-12T01:06:26.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629048,,,1610612753,48,47,2023-12-12T01:06:26Z,3210000,False,,,0,,G. Bitadze Free Throw 1 of 2 (8 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
326,PT01M25.00S,2023-12-12T01:06:43.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629048,,,1610612753,49,47,2023-12-12T01:06:43Z,3220000,False,,,0,,G. Bitadze Free Throw 2 of 2 (9 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
327,PT01M13.00S,2023-12-12T01:06:59.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,93.11760840998686,49.754901960784316,1610612739,49,49,2023-12-12T01:07:05Z,3230000,False,-1.0,12.0,1,right,D. Garland driving Layup (16 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.23,Made,,16.0,,,,,,,,,,,,,,,,
328,PT01M13.00S,2023-12-12T01:07:03.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630532,,,1610612739,49,49,2023-12-12T01:07:10Z,3240000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Garland 1 FT),"[1630532, 1629636]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,1.0,1.0,Garland,1629636.0,,,,,
330,PT01M13.00S,2023-12-12T01:07:11.4Z,2,REGULAR,substitution,out,[],1629622,,,1610612739,49,49,2023-12-12T01:08:00Z,3260000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M13.00S,2023-12-12T01:07:11.4Z,2,REGULAR,substitution,out,[],1627777,,,1610612739,49,49,2023-12-12T01:08:00Z,3270000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M13.00S,2023-12-12T01:07:11.4Z,2,REGULAR,substitution,in,[],1629731,,,1610612739,49,49,2023-12-12T01:08:00Z,3280000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M13.00S,2023-12-12T01:07:11.4Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,49,49,2023-12-12T01:08:00Z,3290000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M13.00S,2023-12-12T01:07:37.5Z,2,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,49,50,2023-12-12T01:07:37Z,3300000,False,,,0,,D. Garland Free Throw 1 of 1 (17 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
335,PT00M58.80S,2023-12-12T01:07:56.1Z,2,REGULAR,3pt,Jump Shot,[],1631094,29.517082785808146,79.90196078431373,1610612753,49,50,2023-12-12T01:08:01Z,3310000,False,-150.0,225.0,1,left,MISS P. Banchero 27' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,,
336,PT00M56.20S,2023-12-12T01:07:58.7Z,2,REGULAR,rebound,offensive,[],1630591,,,1610612753,49,50,2023-12-12T01:08:23Z,3320000,False,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,335.0,,,,,,,,,,,,,2.0,1.0,1.0,,
337,PT00M54.40S,2023-12-12T01:08:01.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629048,6.57030223390276,49.77787990196079,1610612753,51,50,2023-12-12T01:08:12Z,3330000,False,1.0,9.0,1,left,G. Bitadze cutting DUNK (11 PTS) (J. Suggs 1 AST),"[1629048, 1630591]",1610612753.0,ORL,cutting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,0.94,Made,,11.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,,,
339,PT00M38.30S,2023-12-12T01:08:21.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,92.19776609724047,47.30392156862745,1610612739,51,52,2023-12-12T01:08:27Z,3350000,False,-13.0,21.0,1,right,T. Thompson driving DUNK (6 PTS),[202684],1610612739.0,CLE,driving,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,2.48,Made,,6.0,,,,,,,,,,,,,,,,
340,PT00M31.80S,2023-12-12T01:08:29.8Z,2,REGULAR,3pt,Jump Shot,[],204060,32.670827858081466,37.00980392156863,1610612753,51,52,2023-12-12T01:08:43Z,3360000,False,65.0,255.0,1,left,MISS J. Ingles 26' running pullup 3PT,[204060],1610612753.0,ORL,running pullup,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Center,26.28,Missed,,,,,,,,,,,,,,,,,,
341,PT00M29.00S,2023-12-12T01:08:32.6Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,51,52,2023-12-12T01:08:43Z,3370000,False,,,0,,D. Garland REBOUND (Off:0 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,340.0,,,,,,,,,,,,,3.0,3.0,0.0,,
342,PT00M11.30S,2023-12-12T01:08:50.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,92.06636005256242,45.09803921568628,1610612739,51,54,2023-12-12T01:08:56Z,3380000,False,-25.0,22.0,1,right,D. Garland driving Layup (19 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,3.3,Made,,19.0,,,,,,,,,,,,,,,,
343,PT00M03.90S,2023-12-12T01:09:02.5Z,2,REGULAR,3pt,Jump Shot,[],1630591,30.17411300919842,73.52941176470588,1610612753,51,54,2023-12-12T01:09:10Z,3390000,False,-118.0,231.0,1,left,MISS J. Suggs 25' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
