actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
263,PT03M37.00S,2024-12-31T02:58:47.4Z,2,REGULAR,3pt,Jump Shot,[],1629012,67.88764783180025,61.76470588235294,1610612762,57,53,2024-12-31T02:58:53Z,2580000,False,59.0,249.0,1,right,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,25.62,Missed,,,,,,,,,,,,,,,,,,
264,PT03M34.00S,2024-12-31T02:58:50.4Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,57,53,2024-12-31T02:58:53Z,2590000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,263.0,1.0,1.0,0.0,,,,,,,,,,,,,
265,PT03M20.00S,2024-12-31T02:59:05.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.09789750328515,55.392156862745104,1610612743,57,55,2024-12-31T02:59:09Z,2600000,False,-27.0,24.0,1,left,N. Jokić Layup (13 PTS) (C. Braun 2 AST),"[203999, 1631128]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.59,Made,13.0,,,,,,,C. Braun,1631128.0,2.0,,,,,,,,
267,PT03M00.00S,2024-12-31T02:59:23.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,91.5407358738502,59.068627450980394,1610612762,57,55,2024-12-31T03:02:41Z,2620000,False,45.0,27.0,1,right,MISS C. Sexton driving floating bank Shot,[1629012],1610612762.0,UTA,driving floating bank,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,,
268,PT02M58.00S,2024-12-31T02:59:25.6Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612762,57,55,2024-12-31T02:59:25Z,2630000,False,,,0,,C. Sexton REBOUND (Off:1 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,267.0,2.0,1.0,1.0,,,,,,,,,,,,,
269,PT02M58.00S,2024-12-31T02:59:25.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,94.40999984741211,50.0,1610612762,57,55,2024-12-31T02:59:25Z,2640000,False,0.0,0.0,1,right,MISS C. Sexton tip Layup,[1629012],1610612762.0,UTA,tip,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
270,PT02M57.00S,2024-12-31T02:59:26.5Z,2,REGULAR,rebound,defensive,[],201566,,,1610612743,57,55,2024-12-31T02:59:26Z,2650000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,269.0,4.0,3.0,1.0,,,,,,,,,,,,,
271,PT02M53.00S,2024-12-31T02:59:30.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,27.414586070959263,22.058823529411764,1610612743,57,55,2024-12-31T03:03:29Z,2660000,False,140.0,205.0,1,left,MISS M. Porter Jr. 24' running 3PT,[1629008],1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,,
272,PT02M51.00S,2024-12-31T02:59:32.9Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,57,55,2024-12-31T02:59:36Z,2670000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,271.0,2.0,2.0,0.0,,,,,,,,,,,,,
273,PT02M45.00S,2024-12-31T02:59:41.4Z,2,REGULAR,foul,personal,[],201566,,,1610612762,57,55,2024-12-31T02:59:52Z,2680000,False,,,0,,R. Westbrook personal FOUL (2 PF),"[201566, 1631117]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203054.0,2.0,0.0,Kessler,1631117.0
275,PT02M45.00S,2024-12-31T02:59:53.2Z,2,REGULAR,substitution,out,[],1641729,,,1610612762,57,55,2024-12-31T02:59:55Z,2700000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M45.00S,2024-12-31T02:59:53.2Z,2,REGULAR,substitution,in,[],203903,,,1610612762,57,55,2024-12-31T02:59:55Z,2710000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M35.00S,2024-12-31T03:00:31.4Z,2,REGULAR,3pt,Jump Shot,[],1641718,67.62483574244416,69.6078431372549,1610612762,57,55,2024-12-31T03:04:29Z,2720000,False,98.0,252.0,1,right,MISS K. George 27' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,27.02,Missed,,,,,,,,,,,,,,,,,,
278,PT02M33.00S,2024-12-31T03:00:33.4Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,57,55,2024-12-31T03:00:36Z,2730000,False,,,0,,N. Jokić REBOUND (Off:2 Def:7),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,277.0,9.0,7.0,2.0,,,,,,,,,,,,,
279,PT02M26.00S,2024-12-31T03:00:40.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631128,7.30946123521682,50.245098039215684,1610612743,57,57,2024-12-31T03:05:15Z,2740000,False,-1.0,16.0,1,left,C. Braun cutting DUNK (10 PTS) (J. Murray 5 AST),"[1631128, 1627750]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.62,Made,10.0,,,,,,,J. Murray,1627750.0,5.0,,,,,,,,
281,PT02M15.00S,2024-12-31T03:00:50.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,86.02168199737189,42.15686274509804,1610612762,59,57,2024-12-31T03:16:15Z,2760000,False,-39.0,79.0,1,right,C. Sexton 8' pullup Jump Shot (8 PTS),[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,8.81,Made,8.0,,,,,,,,,,,,,,,,,
282,PT01M55.00S,2024-12-31T03:01:13.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628374,,,1610612743,59,57,2024-12-31T03:01:31Z,2770000,False,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Jokić 2 FT),"[1628374, 203999]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203054.0,1.0,0.0,Jokić,203999.0
284,PT01M55.00S,2024-12-31T03:01:40.9Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,59,58,2024-12-31T03:02:02Z,2790000,False,,,0,,N. Jokić Free Throw 1 of 2 (14 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
285,PT01M55.00S,2024-12-31T03:01:40.9Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,59,58,2024-12-31T03:02:02Z,2800000,False,,,0,,MISS N. Jokić Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
286,PT01M54.00S,2024-12-31T03:01:41.9Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,59,58,2024-12-31T03:02:02Z,2810000,False,,,0,,J. Clarkson REBOUND (Off:2 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,285.0,3.0,1.0,2.0,,,,,,,,,,,,,
287,PT01M36.00S,2024-12-31T03:02:15.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,84.44480946123521,40.68627450980392,1610612762,59,58,2024-12-31T03:02:20Z,2820000,False,-47.0,94.0,1,right,MISS K. George 10' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,10.46,Missed,,,,,,,,,,,,,,,,,,
288,PT01M34.00S,2024-12-31T03:02:17.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,59,58,2024-12-31T03:02:20Z,2830000,False,,,0,,N. Jokić REBOUND (Off:2 Def:8),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,287.0,10.0,8.0,2.0,,,,,,,,,,,,,
289,PT01M28.00S,2024-12-31T03:02:23.9Z,2,REGULAR,3pt,Jump Shot,[],1631128,28.597240473061763,77.20588235294117,1610612743,59,58,2024-12-31T03:02:28Z,2840000,False,-136.0,216.0,1,left,MISS C. Braun 25' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
290,PT01M25.00S,2024-12-31T03:02:26.9Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,59,58,2024-12-31T03:02:28Z,2850000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,289.0,2.0,2.0,0.0,,,,,,,,,,,,,
291,PT01M20.00S,2024-12-31T03:02:31.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629012,93.38042049934296,44.11764705882353,1610612762,61,58,2024-12-31T03:08:14Z,2860000,False,-29.0,10.0,1,right,C. Sexton running Layup (10 PTS),[1629012],1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.1,Made,10.0,,,,,,,,,,,,,,,,,
292,PT01M09.00S,2024-12-31T03:02:42.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.915243101182654,54.41176470588235,1610612743,61,60,2024-12-31T03:10:23Z,2870000,False,-22.0,13.0,1,left,N. Jokić driving Layup (16 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,2.54,Made,16.0,,,,,,,M. Porter Jr.,1629008.0,1.0,,,,,,,,
294,PT00M43.40S,2024-12-31T03:03:14.9Z,2,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612762,61,60,2024-12-31T03:03:22Z,2890000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Clarkson 2 FT),"[1629008, 203903]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Clarkson,203903.0
296,PT00M43.40S,2024-12-31T03:03:50.8Z,2,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,62,60,2024-12-31T03:03:50Z,2910000,False,,,0,,J. Clarkson Free Throw 1 of 2 (14 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
297,PT00M43.40S,2024-12-31T03:03:55.3Z,2,REGULAR,foul,technical,['1freethrow'],2610,,,1610612762,62,60,2024-12-31T03:10:14Z,2920000,False,,,0,,TEAM foul technical,[2610],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,202049.0,,,,
298,PT00M43.40S,2024-12-31T03:04:12.2Z,2,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,63,60,2024-12-31T03:04:12Z,2930000,False,,,0,,L. Markkanen technical Free Throw 1 of 1 (11 PTS),[1628374],1610612762.0,UTA,technical,,,Markkanen,L. Markkanen,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
299,PT00M43.40S,2024-12-31T03:04:32.2Z,2,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,64,60,2024-12-31T03:04:32Z,2940000,False,,,0,,J. Clarkson Free Throw 2 of 2 (15 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
300,PT00M36.30S,2024-12-31T03:04:42.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,9.017739816031538,41.911764705882355,1610612743,64,62,2024-12-31T03:04:46Z,2950000,False,40.0,32.0,1,left,R. Westbrook driving Layup (8 PTS),[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,8.0,,,,,,,,,,,,,,,,,
301,PT00M31.70S,2024-12-31T03:04:51.7Z,2,REGULAR,turnover,lost ball,[],1641718,,,1610612762,64,62,2024-12-31T03:04:56Z,2960000,False,,,0,,K. George lost ball TURNOVER (1 TO),"[1641718, 201566]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,Westbrook,201566.0,,,,,
302,PT00M31.70S,2024-12-31T03:04:51.7Z,2,REGULAR,steal,,[],201566,,,1610612743,64,62,2024-12-31T03:04:53Z,2970000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
303,PT00M28.50S,2024-12-31T03:04:55.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629008,8.360709592641262,51.9607843137255,1610612743,64,64,2024-12-31T03:05:03Z,2980000,False,-10.0,26.0,1,left,M. Porter Jr. running DUNK (10 PTS) (R. Westbrook 6 AST),"[1629008, 201566]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.79,Made,10.0,,,,,,,R. Westbrook,201566.0,6.0,,,,,,,,
305,PT00M10.10S,2024-12-31T03:05:25.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629008,,,1610612762,64,64,2024-12-31T03:05:31Z,3000000,False,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (Sexton 2 FT),"[1629008, 1629012]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Sexton,1629012.0
307,PT00M10.10S,2024-12-31T03:05:54.1Z,2,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,65,64,2024-12-31T03:05:54Z,3020000,False,,,0,,C. Sexton Free Throw 1 of 2 (11 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
308,PT00M10.10S,2024-12-31T03:06:16.7Z,2,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,66,64,2024-12-31T03:06:16Z,3030000,False,,,0,,C. Sexton Free Throw 2 of 2 (12 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
309,PT00M03.30S,2024-12-31T03:06:27.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,9.017739816031538,47.30392156862745,1610612743,66,64,2024-12-31T03:13:53Z,3040000,False,13.0,32.0,1,left,MISS N. Jokić driving Layup,[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,,
310,PT00M01.90S,2024-12-31T03:06:29.3Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,66,64,2024-12-31T03:18:09Z,3050000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,309.0,2.0,1.0,1.0,,,,,,,,,,,,,
311,PT00M01.80S,2024-12-31T03:06:30.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629008,5.590000152587891,50.0,1610612743,66,64,2024-12-31T03:18:23Z,3060000,False,0.0,0.0,1,left,MISS M. Porter Jr. tip Layup,[1629008],1610612743.0,DEN,tip,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
312,PT00M01.00S,2024-12-31T03:06:31.6Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,66,64,2024-12-31T03:18:23Z,3070000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,311.0,3.0,1.0,2.0,,,,,,,,,,,,,
313,PT00M00.70S,2024-12-31T03:06:35.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629008,5.590000152587891,50.0,1610612743,66,64,2024-12-31T03:18:33Z,3080000,False,0.0,0.0,1,left,MISS M. Porter Jr. putback Layup,[1629008],1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
314,PT00M00.10S,2024-12-31T03:06:36.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,66,64,2024-12-31T03:18:33Z,3090000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,313.0,,,,,,,,,,,,,,,,
315,PT00M00.00S,2024-12-31T03:06:37.9Z,2,REGULAR,period,end,[],0,,,1610612743,66,64,2024-12-31T03:06:37Z,3100000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2024-12-31T03:20:52.4Z,3,REGULAR,substitution,out,['startperiod'],203903,,,1610612743,66,64,2024-12-31T03:21:29Z,3110000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2024-12-31T03:20:52.4Z,3,REGULAR,substitution,in,['startperiod'],1630548,,,1610612743,66,64,2024-12-31T03:21:29Z,3120000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2024-12-31T03:21:40.2Z,3,REGULAR,period,start,[],0,,,1610612743,66,64,2024-12-31T03:21:40Z,3130000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M49.00S,2024-12-31T03:21:50.4Z,3,REGULAR,3pt,Jump Shot,[],203999,67.49342969776609,48.529411764705884,1610612743,66,64,2024-12-31T03:21:54Z,3140000,False,-7.0,253.0,1,right,MISS N. Jokić 25' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
320,PT11M47.00S,2024-12-31T03:21:52.4Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,66,64,2024-12-31T03:21:54Z,3150000,False,,,0,,W. Kessler REBOUND (Off:1 Def:7),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,319.0,8.0,7.0,1.0,,,,,,,,,,,,,
321,PT11M36.00S,2024-12-31T03:22:04.2Z,3,REGULAR,3pt,Jump Shot,[],1628374,6.915243101182654,96.56862745098039,1610612762,69,64,2024-12-31T03:22:14Z,3160000,False,-233.0,13.0,1,left,L. Markkanen 3PT  (14 PTS) (C. Sexton 3 AST),"[1628374, 1629012]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,23.31,Made,14.0,,,,,,,C. Sexton,1629012.0,3.0,,,,,,,,
323,PT11M15.00S,2024-12-31T03:22:23.5Z,3,REGULAR,3pt,Jump Shot,[],203999,68.28186596583443,61.76470588235294,1610612743,69,67,2024-12-31T03:22:28Z,3180000,False,59.0,246.0,1,right,N. Jokić 25' 3PT  (19 PTS) (J. Murray 6 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,25.26,Made,19.0,,,,,,,J. Murray,1627750.0,6.0,,,,,,,,
325,PT10M51.00S,2024-12-31T03:22:48.6Z,3,REGULAR,3pt,Jump Shot,[],1630548,34.510512483574246,34.31372549019608,1610612762,69,67,2024-12-31T03:23:07Z,3200000,False,78.0,272.0,1,left,MISS J. Juzang 28' pullup 3PT,[1630548],1610612762.0,UTA,pullup,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Center,28.3,Missed,,,,,,,,,,,,,,,,,,
326,PT10M47.00S,2024-12-31T03:22:52.6Z,3,REGULAR,rebound,defensive,[],201566,,,1610612743,69,67,2024-12-31T03:22:55Z,3210000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:4),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,325.0,5.0,4.0,1.0,,,,,,,,,,,,,
327,PT10M29.00S,2024-12-31T03:23:09.7Z,3,REGULAR,2pt,Jump Shot,[],1629008,79.188567674113,22.058823529411764,1610612743,69,67,2024-12-31T03:23:15Z,3220000,False,-140.0,143.0,1,right,MISS M. Porter Jr. 20' step back Shot,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,20.0,Missed,,,,,,,,,,,,,,,,,,
328,PT10M27.00S,2024-12-31T03:23:11.7Z,3,REGULAR,rebound,offensive,[],1627750,,,1610612743,69,67,2024-12-31T03:23:15Z,3230000,False,,,0,,J. Murray REBOUND (Off:1 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,,,,327.0,2.0,1.0,1.0,,,,,,,,,,,,,
329,PT10M24.00S,2024-12-31T03:23:15.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627750,89.43823915900131,41.42156862745098,1610612743,69,67,2024-12-31T03:24:07Z,3240000,False,-43.0,47.0,1,right,MISS J. Murray 6' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,,,,,,,,,,,,,,,,,
330,PT10M22.00S,2024-12-31T03:23:17.3Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,69,67,2024-12-31T03:23:20Z,3250000,False,,,0,,W. Kessler REBOUND (Off:1 Def:8),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,329.0,9.0,8.0,1.0,,,,,,,,,,,,,
331,PT10M12.00S,2024-12-31T03:23:27.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,7.966491458607096,45.34313725490196,1610612762,71,67,2024-12-31T03:23:33Z,3260000,False,23.0,22.0,1,left,W. Kessler alley-oop DUNK (6 PTS) (K. George 3 AST),"[1631117, 1641718]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.23,Made,6.0,,,,,,,K. George,1641718.0,3.0,,,,,,,,
333,PT09M57.00S,2024-12-31T03:23:42.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,89.17542706964521,56.86274509803921,1610612743,71,69,2024-12-31T03:24:47Z,3280000,False,34.0,49.0,1,right,M. Porter Jr. 6' driving floating Jump Shot (12 PTS) (N. Jokić 6 AST),"[1629008, 203999]",1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.01,Made,12.0,,,,,,,N. Jokić,203999.0,6.0,,,,,,,,
335,PT09M38.00S,2024-12-31T03:24:01.6Z,3,REGULAR,3pt,Jump Shot,[],1628374,35.29894875164258,32.59803921568628,1610612762,71,69,2024-12-31T03:24:05Z,3300000,False,87.0,279.0,1,left,MISS L. Markkanen 29' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,29.25,Missed,,,,,,,,,,,,,,,,,,
336,PT09M36.00S,2024-12-31T03:24:03.6Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,71,69,2024-12-31T03:24:05Z,3310000,False,,,0,,J. Murray REBOUND (Off:1 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,335.0,3.0,2.0,1.0,,,,,,,,,,,,,
337,PT09M21.00S,2024-12-31T03:24:18.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.72339027595268,46.32352941176471,1610612743,71,71,2024-12-31T03:24:22Z,3320000,False,-18.0,16.0,1,right,N. Jokić Layup (21 PTS) (M. Porter Jr. 2 AST),"[203999, 1629008]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,2.43,Made,21.0,,,,,,,M. Porter Jr.,1629008.0,2.0,,,,,,,,
340,PT09M02.00S,2024-12-31T03:24:56.8Z,3,REGULAR,foul,personal,[],201566,,,1610612762,71,71,2024-12-31T03:24:59Z,3350000,False,,,0,,R. Westbrook personal FOUL (3 PF),"[201566, 1628374]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,202049.0,3.0,0.0,Markkanen,1628374.0
342,PT08M58.00S,2024-12-31T03:25:19.5Z,3,REGULAR,foul,personal,[],1629008,,,1610612762,71,71,2024-12-31T03:25:45Z,3370000,False,,,0,,M. Porter Jr. personal FOUL (3 PF),"[1629008, 1628374]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,101283.0,3.0,0.0,Markkanen,1628374.0
344,PT08M46.00S,2024-12-31T03:25:51.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,15.719448094612352,43.872549019607845,1610612762,71,71,2024-12-31T03:25:55Z,3390000,False,31.0,95.0,1,left,MISS K. George 10' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,10.01,Missed,,,,,,,,,,,,,,,,,,
345,PT08M44.00S,2024-12-31T03:25:53.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,71,71,2024-12-31T03:25:55Z,3400000,False,,,0,,N. Jokić REBOUND (Off:2 Def:9),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,344.0,11.0,9.0,2.0,,,,,,,,,,,,,
