actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
258,PT05M19.00S,2025-01-16T02:51:47.7Z,2,REGULAR,substitution,out,[],1630182,,,1610612762,49,43,2025-01-16T02:52:13Z,2550000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M19.00S,2025-01-16T02:51:47.7Z,2,REGULAR,substitution,in,[],1641718,,,1610612762,49,43,2025-01-16T02:52:13Z,2560000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M19.00S,2025-01-16T02:51:47.7Z,2,REGULAR,substitution,in,[],1631117,,,1610612762,49,43,2025-01-16T02:52:13Z,2570000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M19.00S,2025-01-16T02:51:47.7Z,2,REGULAR,substitution,in,[],1641729,,,1610612762,49,43,2025-01-16T02:52:13Z,2580000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M19.00S,2025-01-16T02:51:47.7Z,2,REGULAR,substitution,in,[],1642275,,,1610612762,49,43,2025-01-16T02:52:13Z,2590000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M19.00S,2025-01-16T02:51:47.7Z,2,REGULAR,substitution,in,[],1628998,,,1610612762,49,43,2025-01-16T02:52:13Z,2600000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M19.00S,2025-01-16T02:52:18.2Z,2,REGULAR,freethrow,1 of 1,[],1642262,,,1610612762,49,43,2025-01-16T02:52:20Z,2610000,False,,,0,,MISS C. Williams Free Throw 1 of 1,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
265,PT05M17.00S,2025-01-16T02:52:20.2Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,49,43,2025-01-16T02:52:20Z,2620000,False,,,0,,W. Kessler REBOUND (Off:2 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,264.0,4.0,2.0,2.0,,,,,,
266,PT05M17.00S,2025-01-16T02:52:19.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631117,94.40999984741211,50.0,1610612762,49,43,2025-01-16T02:52:22Z,2630000,False,0.0,0.0,1,right,MISS W. Kessler tip Layup,[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
267,PT05M16.00S,2025-01-16T02:52:20.9Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,49,43,2025-01-16T02:52:22Z,2640000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,266.0,3.0,3.0,0.0,,,,,,
268,PT05M03.00S,2025-01-16T02:52:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,8.623521681997373,58.333333333333336,1610612766,49,45,2025-01-16T02:52:41Z,2650000,False,-42.0,29.0,1,left,L. Ball driving Layup (13 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,13.0,,,,,,,,,,,,,,,,,
269,PT04M50.00S,2025-01-16T02:52:46.3Z,2,REGULAR,3pt,Jump Shot,[],201988,85.23324572930355,2.941176470588235,1610612762,52,45,2025-01-16T02:52:51Z,2660000,False,-235.0,86.0,1,right,P. Mills 25' 3PT  (8 PTS) (K. George 3 AST),"[201988, 1641718]",1610612762.0,UTA,,,,Mills,P. Mills,,,,,Left Corner 3,24+ Left,25.06,Made,8.0,K. George,1641718.0,3.0,,,,,,,,,,,,,,
271,PT04M39.00S,2025-01-16T02:52:57.0Z,2,REGULAR,3pt,Jump Shot,[],1628998,30.831143232588698,63.48039215686274,1610612766,52,48,2025-01-16T02:53:53Z,2680000,False,-67.0,237.0,1,left,C. Martin 24' 3PT pullup (3 PTS) (N. Smith Jr. 2 AST),"[1628998, 1641733]",1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,24.67,Made,3.0,N. Smith Jr.,1641733.0,2.0,,,,,,,,,,,,,,
273,PT04M21.00S,2025-01-16T02:53:15.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,93.11760840998686,44.85294117647059,1610612762,54,48,2025-01-16T02:53:20Z,2700000,False,-26.0,12.0,1,right,W. Kessler cutting Layup (8 PTS) (K. George 4 AST),"[1631117, 1641718]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.84,Made,8.0,K. George,1641718.0,4.0,,,,,,,,,,,,,,
275,PT04M21.00S,2025-01-16T02:53:21.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,54,48,2025-01-16T02:53:21Z,2720000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M21.00S,2025-01-16T02:55:55.5Z,2,REGULAR,substitution,out,[],1642262,,,1610612766,54,48,2025-01-16T02:56:21Z,2730000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M21.00S,2025-01-16T02:55:55.5Z,2,REGULAR,substitution,in,[],1642271,,,1610612766,54,48,2025-01-16T02:56:21Z,2740000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M04.00S,2025-01-16T02:56:41.1Z,2,REGULAR,3pt,Jump Shot,[],1630163,35.29894875164258,56.372549019607845,1610612766,54,48,2025-01-16T02:56:59Z,2750000,False,-32.0,279.0,1,left,MISS L. Ball 28' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,28.11,Missed,,,,,,,,,,,,,,,,,,
279,PT04M02.00S,2025-01-16T02:56:43.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,54,48,2025-01-16T02:59:14Z,2760000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,278.0,,,,,,,,,
281,PT04M02.00S,2025-01-16T02:57:07.0Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612762,54,48,2025-01-16T03:03:56Z,2780000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M51.00S,2025-01-16T02:59:31.2Z,2,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612762,54,48,2025-01-16T02:59:40Z,2800000,False,,,0,,L. Ball shooting personal FOUL (2 PF) (George 2 FT),"[1630163, 1641718]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,,,,,,,1627962.0,,,,,,,,,,2.0,0.0,George,1641718.0
285,PT03M51.00S,2025-01-16T02:59:56.0Z,2,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,54,48,2025-01-16T02:59:56Z,2820000,False,,,0,,MISS K. George Free Throw 1 of 2,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
286,PT03M51.00S,2025-01-16T02:59:56.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,54,48,2025-01-16T02:59:56Z,2830000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,
287,PT03M51.00S,2025-01-16T03:00:10.1Z,2,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,55,48,2025-01-16T03:00:10Z,2840000,False,,,0,,K. George Free Throw 2 of 2 (9 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
288,PT03M37.00S,2025-01-16T03:00:30.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,13.748357424441524,52.20588235294118,1610612766,55,50,2025-01-16T03:00:35Z,2850000,False,-11.0,77.0,1,left,L. Ball 7' driving floating Jump Shot (15 PTS) (M. Bridges 3 AST),"[1630163, 1628970]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,7.75,Made,15.0,M. Bridges,1628970.0,3.0,,,,,,,,,,,,,,
289,PT03M37.00S,2025-01-16T03:00:32.1Z,2,REGULAR,foul,personal,['1freethrow'],1641729,,,1610612766,55,50,2025-01-16T03:00:41Z,2860000,False,,,0,,B. Sensabaugh shooting personal FOUL (1 PF) (Ball 1 FT),"[1641729, 1630163]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,,,,,,,,,,1.0,0.0,Ball,1630163.0
291,PT03M37.00S,2025-01-16T03:00:42.7Z,2,REGULAR,substitution,out,[],1641733,,,1610612766,55,50,2025-01-16T03:01:19Z,2880000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M37.00S,2025-01-16T03:00:42.7Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,55,50,2025-01-16T03:01:19Z,2890000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M37.00S,2025-01-16T03:01:01.7Z,2,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,55,51,2025-01-16T03:01:01Z,2900000,False,,,0,,L. Ball Free Throw 1 of 1 (16 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
294,PT03M25.00S,2025-01-16T03:01:15.9Z,2,REGULAR,3pt,Jump Shot,[],1641718,69.99014454664915,73.0392156862745,1610612762,55,51,2025-01-16T03:01:21Z,2910000,False,115.0,230.0,1,right,MISS K. George 25' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
295,PT03M22.00S,2025-01-16T03:01:18.9Z,2,REGULAR,rebound,defensive,[],1642275,,,1610612766,55,51,2025-01-16T03:01:21Z,2920000,False,,,0,,T. Salaün REBOUND (Off:0 Def:1),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,294.0,1.0,1.0,0.0,,,,,,
296,PT03M14.00S,2025-01-16T03:01:27.2Z,2,REGULAR,3pt,Jump Shot,[],1641706,16.63929040735874,1.9607843137254901,1610612766,55,51,2025-01-16T03:01:32Z,2930000,False,240.0,104.0,1,left,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
297,PT03M11.00S,2025-01-16T03:01:29.7Z,2,REGULAR,rebound,offensive,[],1628970,,,1610612766,55,51,2025-01-16T03:01:29Z,2940000,False,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,296.0,4.0,3.0,1.0,,,,,,
298,PT03M00.00S,2025-01-16T03:01:40.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628998,10.33180026281209,45.34313725490196,1610612766,55,51,2025-01-16T03:01:44Z,2950000,False,23.0,45.0,1,left,MISS C. Martin driving Layup,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,,,,,,,,,,,,,,,,,,
299,PT02M58.00S,2025-01-16T03:01:42.8Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,55,51,2025-01-16T03:01:44Z,2960000,False,,,0,,K. George REBOUND (Off:1 Def:2),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,298.0,3.0,2.0,1.0,,,,,,
300,PT02M51.00S,2025-01-16T03:01:49.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,92.85479632063075,57.35294117647059,1610612762,55,51,2025-01-16T03:02:27Z,2970000,False,37.0,15.0,1,right,MISS W. Kessler cutting Layup - blocked,"[1631117, 1628970]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,Bridges,1628970.0,,,,,,,,,,
301,PT02M51.00S,2025-01-16T03:01:49.4Z,2,REGULAR,block,,[],1628970,,,1610612762,55,51,2025-01-16T03:01:51Z,2980000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
302,PT02M49.00S,2025-01-16T03:01:51.4Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,55,51,2025-01-16T03:01:53Z,2990000,False,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,300.0,3.0,3.0,0.0,,,,,,
309,PT02M47.00S,2025-01-16T03:01:51.9Z,2,REGULAR,turnover,bad pass,[],1641706,,,1610612766,55,51,2025-01-16T03:02:45Z,2995000,False,,,0,,B. Miller bad pass TURNOVER (3 TO),"[1641706, 1641718]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,,,,,,,,3.0,,,,,,,George,1641718.0,,,,
310,PT02M47.00S,2025-01-16T03:01:51.9Z,2,REGULAR,steal,,[],1641718,,,1610612762,55,51,2025-01-16T03:02:45Z,2997500,False,,,0,,K. George STEAL (1 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
306,PT02M41.00S,2025-01-16T03:02:07.8Z,2,REGULAR,substitution,out,[],201988,,,1610612762,55,51,2025-01-16T03:02:12Z,3030000,False,,,0,,SUB out: P. Mills,[201988],1610612762.0,UTA,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M41.00S,2025-01-16T03:02:07.8Z,2,REGULAR,substitution,in,[],1642268,,,1610612762,55,51,2025-01-16T03:02:12Z,3040000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M35.00S,2025-01-16T03:02:51.4Z,2,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612762,55,51,2025-01-16T03:02:57Z,3060000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Kessler 2 FT),"[1628970, 1631117]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Kessler,1631117.0
313,PT02M35.00S,2025-01-16T03:03:20.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631117,,,1610612762,55,51,2025-01-16T03:03:42Z,3080000,False,,,0,,MISS W. Kessler Free Throw 1 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
314,PT02M35.00S,2025-01-16T03:03:20.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,55,51,2025-01-16T03:03:42Z,3090000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,313.0,,,,,,,,,
315,PT02M35.00S,2025-01-16T03:03:21.7Z,2,REGULAR,substitution,out,[],1642275,,,1610612762,55,51,2025-01-16T03:03:26Z,3100000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M35.00S,2025-01-16T03:03:21.7Z,2,REGULAR,substitution,in,[],1631109,,,1610612762,55,51,2025-01-16T03:03:26Z,3110000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M35.00S,2025-01-16T03:03:20.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631117,,,1610612762,55,51,2025-01-16T03:03:42Z,3120000,False,,,0,,MISS W. Kessler Free Throw 2 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
318,PT02M33.00S,2025-01-16T03:03:22.9Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,55,51,2025-01-16T03:03:42Z,3130000,False,,,0,,M. Williams REBOUND (Off:2 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,317.0,5.0,3.0,2.0,,,,,,
319,PT02M22.00S,2025-01-16T03:03:57.9Z,2,REGULAR,foul,personal,[],1641729,,,1610612766,55,51,2025-01-16T03:04:02Z,3140000,False,,,0,,B. Sensabaugh personal FOUL (2 PF),"[1641729, 1641706]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,1627962.0,,,,,,,,,,2.0,0.0,Miller,1641706.0
321,PT02M17.00S,2025-01-16T03:04:14.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,7.178055190538765,37.00980392156863,1610612766,55,53,2025-01-16T03:04:19Z,3160000,False,65.0,15.0,1,left,M. Bridges 6' cutting DUNK (14 PTS) (L. Ball 4 AST),"[1628970, 1630163]",1610612766.0,CHA,cutting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.67,Made,14.0,L. Ball,1630163.0,4.0,,,,,,,,,,,,,,
323,PT02M00.00S,2025-01-16T03:04:31.2Z,2,REGULAR,3pt,Jump Shot,[],1641729,85.3646517739816,2.2058823529411766,1610612762,55,53,2025-01-16T03:04:35Z,3180000,False,-239.0,85.0,1,right,MISS B. Sensabaugh 25' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,25.37,Missed,,,,,,,,,,,,,,,,,,
324,PT01M57.00S,2025-01-16T03:04:34.2Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,55,53,2025-01-16T03:04:35Z,3190000,False,,,0,,L. Ball REBOUND (Off:0 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,,,,,,,,,,,323.0,4.0,4.0,0.0,,,,,,
325,PT01M44.00S,2025-01-16T03:04:46.6Z,2,REGULAR,3pt,Jump Shot,[],1630163,31.750985545335087,68.13725490196079,1610612766,55,53,2025-01-16T03:04:52Z,3200000,False,-91.0,246.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
326,PT01M41.00S,2025-01-16T03:04:49.6Z,2,REGULAR,rebound,defensive,[],1642268,,,1610612762,55,53,2025-01-16T03:04:52Z,3210000,False,,,0,,I. Collier REBOUND (Off:0 Def:2),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,325.0,2.0,2.0,0.0,,,,,,
327,PT01M37.00S,2025-01-16T03:04:53.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642271,69.59592641261499,70.34313725490196,1610612762,58,53,2025-01-16T03:05:32Z,3220000,False,102.0,233.0,1,right,K. Filipowski 25' 3PT running (6 PTS) (I. Collier 6 AST),"[1642271, 1642268]",1610612762.0,UTA,running,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,25.45,Made,6.0,I. Collier,1642268.0,6.0,,,,,,,,,,,,,,
329,PT01M35.00S,2025-01-16T03:05:02.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,58,53,2025-01-16T03:05:10Z,3240000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,1627962.0,,,,,,,,,,,,,
330,PT01M21.00S,2025-01-16T03:05:22.5Z,2,REGULAR,3pt,Jump Shot,[],1641706,32.276609724047304,48.28431372549019,1610612766,58,53,2025-01-16T03:05:28Z,3250000,False,9.0,251.0,1,left,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,
331,PT01M19.00S,2025-01-16T03:05:24.5Z,2,REGULAR,rebound,defensive,[],1642268,,,1610612762,58,53,2025-01-16T03:05:28Z,3260000,False,,,0,,I. Collier REBOUND (Off:0 Def:3),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,330.0,3.0,3.0,0.0,,,,,,
332,PT01M12.00S,2025-01-16T03:05:30.8Z,2,REGULAR,turnover,bad pass,[],1642268,,,1610612762,58,53,2025-01-16T03:05:34Z,3270000,False,,,0,,I. Collier bad pass TURNOVER (2 TO),"[1642268, 1641706]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,,,Miller,1641706.0,,,,
333,PT01M12.00S,2025-01-16T03:05:30.8Z,2,REGULAR,steal,,[],1641706,,,1610612766,58,53,2025-01-16T03:05:32Z,3280000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
334,PT01M06.00S,2025-01-16T03:05:37.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630163,11.251642575558476,60.78431372549019,1610612766,58,53,2025-01-16T03:05:42Z,3290000,False,-54.0,53.0,1,left,MISS L. Ball 7' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,7.58,Missed,,,,,,,,,,,,,,,,,,
335,PT01M03.00S,2025-01-16T03:05:40.5Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,58,53,2025-01-16T03:05:42Z,3300000,False,,,0,,K. George REBOUND (Off:1 Def:3),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,334.0,4.0,3.0,1.0,,,,,,
336,PT00M59.90S,2025-01-16T03:05:45.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642268,92.9862023653088,54.166666666666664,1610612762,60,53,2025-01-16T03:05:51Z,3310000,False,21.0,13.0,1,right,I. Collier running reverse Layup (4 PTS) (K. George 5 AST),"[1642268, 1641718]",1610612762.0,UTA,running reverse,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.47,Made,4.0,K. George,1641718.0,5.0,,,,,,,,,,,,,,
338,PT00M36.30S,2025-01-16T03:06:13.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,19.66162943495401,49.01960784313725,1610612766,60,53,2025-01-16T03:06:33Z,3330000,False,5.0,132.0,1,left,MISS B. Miller 13' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,13.24,Missed,,,,,,,,,,,,,,,,,,
339,PT00M35.90S,2025-01-16T03:06:13.4Z,2,REGULAR,rebound,offensive,[],1641706,,,1610612766,60,53,2025-01-16T03:06:19Z,3340000,False,,,0,,B. Miller REBOUND (Off:1 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,338.0,2.0,1.0,1.0,,,,,,
340,PT00M35.90S,2025-01-16T03:06:16.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641706,5.590000152587891,50.0,1610612766,60,55,2025-01-16T03:06:16Z,3350000,False,0.0,0.0,1,left,B. Miller tip Layup (9 PTS),[1641706],1610612766.0,CHA,tip,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,0.0,Made,9.0,,,,,,,,,,,,,,,,,
341,PT00M30.30S,2025-01-16T03:06:30.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,81.94809461235218,59.55882352941176,1610612762,62,55,2025-01-16T03:06:34Z,3360000,False,48.0,117.0,1,right,B. Sensabaugh 12' step back Jump Shot (14 PTS) (I. Collier 7 AST),"[1641729, 1642268]",1610612762.0,UTA,step back,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,12.66,Made,14.0,I. Collier,1642268.0,7.0,,,,,,,,,,,,,,
343,PT00M12.80S,2025-01-16T03:06:54.1Z,2,REGULAR,3pt,Jump Shot,[],1628970,30.17411300919842,70.34313725490196,1610612766,62,55,2025-01-16T03:07:01Z,3380000,False,-102.0,231.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
344,PT00M10.20S,2025-01-16T03:06:57.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,62,55,2025-01-16T03:06:57Z,3390000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,343.0,,,,,,,,,
346,PT00M10.20S,2025-01-16T03:07:06.9Z,2,REGULAR,substitution,out,[],1630163,,,1610612762,62,55,2025-01-16T03:07:10Z,3410000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M10.20S,2025-01-16T03:07:06.9Z,2,REGULAR,substitution,in,[],1630182,,,1610612762,62,55,2025-01-16T03:07:10Z,3420000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
