actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
636,PT01M37.00S,2021-12-14T04:14:49.4Z,4,REGULAR,foul,offensive,[],203078,,,1610612764,105,97,2021-12-14T04:15:05Z,6270000,,,0,,B. Beal charge offensive FOUL (4 PF),"[203078, 201145]",1610612764.0,WAS,charge,,,Beal,B. Beal,,,,,,,,,,,200833.0,4.0,1.0,,,,,,,Green,201145.0,,,,
638,PT01M37.00S,2021-12-14T04:14:49.4Z,4,REGULAR,turnover,offensive foul,[],203078,,,1610612764,105,97,2021-12-14T04:14:49Z,6290000,,,0,,B. Beal offensive foul TURNOVER (2 TO),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,200833.0,,,,,,,,,,,2.0,,,
641,PT01M37.00S,2021-12-14T04:15:21.7Z,4,REGULAR,instantreplay,request,[],0,,,1610612743,105,97,2021-12-14T04:15:52Z,6320000,,,0,,,[],,,support,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,,Common Foul Upheld
642,PT01M37.00S,2021-12-14T04:16:03.8Z,4,REGULAR,substitution,out,[],1628432,,,1610612743,105,97,2021-12-14T04:16:26Z,6330000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT01M37.00S,2021-12-14T04:16:03.8Z,4,REGULAR,substitution,in,[],1630538,,,1610612743,105,97,2021-12-14T04:16:26Z,6340000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M17.00S,2021-12-14T04:16:49.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203932,6.521024967148489,49.50980392156863,1610612743,107,97,2021-12-14T04:16:58Z,6350000,2.0,9.0,1,left,A. Gordon driving DUNK (16 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,0.91,Made,,,,,,,,16.0,,,,,,,,,,,
645,PT01M17.00S,2021-12-14T04:16:57.5Z,4,REGULAR,stoppage,other,[],0,,,1610612764,107,97,2021-12-14T04:16:57Z,6360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M09.00S,2021-12-14T04:17:11.5Z,4,REGULAR,3pt,Jump Shot,[],203484,93.51182654402102,2.2058823529411766,1610612764,107,100,2021-12-14T04:17:18Z,6370000,-239.0,8.0,1,right,K. Caldwell-Pope 3PT  (13 PTS) (B. Beal 10 AST),"[203484, 203078]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,23.92,Made,,,,,,,,13.0,B. Beal,203078.0,10.0,,,,,,,,
648,PT00M49.20S,2021-12-14T04:17:36.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,19.66162943495401,53.67647058823529,1610612743,107,100,2021-12-14T04:17:43Z,6390000,-18.0,132.0,1,left,MISS M. Morris 13' pullup Shot,[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,13.36,Missed,,,,,,,,,,,,,,,,,,,
649,PT00M47.80S,2021-12-14T04:17:37.5Z,4,REGULAR,rebound,defensive,[],203484,,,1610612764,107,100,2021-12-14T04:17:43Z,6400000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:2),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,648.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
650,PT00M43.30S,2021-12-14T04:17:42.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203484,71.82982917214193,80.63725490196079,1610612764,107,100,2021-12-14T04:17:49Z,6410000,153.0,212.0,1,right,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,,
651,PT00M40.20S,2021-12-14T04:17:45.8Z,4,REGULAR,rebound,defensive,[],201145,,,1610612743,107,100,2021-12-14T04:17:49Z,6420000,,,0,,J. Green REBOUND (Off:0 Def:5),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,650.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
652,PT00M28.60S,2021-12-14T04:17:59.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628988,,,1610612743,107,100,2021-12-14T04:18:09Z,6430000,,,0,,A. Holiday personal FOUL (4 PF) (Hyland 2 FT),"[1628988, 1630538]",1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,200833.0,4.0,0.0,,,,,,,Hyland,1630538.0,,,,
654,PT00M28.60S,2021-12-14T04:18:24.7Z,4,REGULAR,freethrow,1 of 2,[],1630538,,,1610612743,108,100,2021-12-14T04:18:24Z,6450000,,,0,,B. Hyland Free Throw 1 of 2 (5 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,,,,,,,,5.0,,,,,,,,,,,
655,PT00M28.60S,2021-12-14T04:19:02.7Z,4,REGULAR,freethrow,2 of 2,[],1630538,,,1610612743,109,100,2021-12-14T04:19:02Z,6460000,,,0,,B. Hyland Free Throw 2 of 2 (6 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,,,,,,,,6.0,,,,,,,,,,,
656,PT00M28.60S,2021-12-14T04:19:09.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,109,100,2021-12-14T04:19:09Z,6470000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M28.60S,2021-12-14T04:20:16.4Z,4,REGULAR,substitution,out,[],1630538,,,1610612764,109,100,2021-12-14T04:20:40Z,6480000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M28.60S,2021-12-14T04:20:16.4Z,4,REGULAR,substitution,in,[],1628432,,,1610612764,109,100,2021-12-14T04:20:40Z,6490000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M25.50S,2021-12-14T04:20:57.8Z,4,REGULAR,3pt,Jump Shot,[],203078,69.20170827858082,16.666666666666664,1610612764,109,100,2021-12-14T04:21:09Z,6500000,-167.0,237.0,1,right,MISS B. Beal 28' driving floating 3PT,[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,28.98,Missed,,,,,,,,,,,,,,,,,,,
660,PT00M24.50S,2021-12-14T04:20:58.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,109,100,2021-12-14T04:21:09Z,6510000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,659.0,,,,,,,,,,,,,,,,,,
661,PT00M24.50S,2021-12-14T04:21:06.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628420,,,1610612764,109,100,2021-12-14T04:21:23Z,6520000,,,0,,M. Morris loose ball personal FOUL (1 PF) (Holiday 2 FT),"[1628420, 1628988]",1610612743.0,DEN,loose ball,,,Morris,M. Morris,,,,,,,,,,,1628484.0,1.0,1.0,,,,,,,Holiday,1628988.0,,,,
663,PT00M24.50S,2021-12-14T04:21:35.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628988,,,1610612764,109,101,2021-12-14T04:21:35Z,6540000,,,0,,A. Holiday Free Throw 1 of 2 (12 PTS),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,Made,,,,,,,,12.0,,,,,,,,,,,
664,PT00M24.50S,2021-12-14T04:21:36.3Z,4,REGULAR,substitution,out,[],1628432,,,1610612764,109,101,2021-12-14T04:21:41Z,6550000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M24.50S,2021-12-14T04:21:36.3Z,4,REGULAR,substitution,in,[],1630192,,,1610612764,109,101,2021-12-14T04:21:41Z,6560000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M24.50S,2021-12-14T04:21:52.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628988,,,1610612764,109,102,2021-12-14T04:21:52Z,6570000,,,0,,A. Holiday Free Throw 2 of 2 (13 PTS),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,Made,,,,,,,,13.0,,,,,,,,,,,
667,PT00M22.80S,2021-12-14T04:22:03.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202722,,,1610612743,109,102,2021-12-14T04:22:27Z,6580000,,,0,,D. Bertans take personal FOUL (4 PF) (Campazzo 2 FT),"[202722, 1630267]",1610612764.0,WAS,take,,,Bertans,D. Bertans,,,,,,,,,,,200833.0,4.0,0.0,,,,,,,Campazzo,1630267.0,,,,
669,PT00M22.80S,2021-12-14T04:22:38.5Z,4,REGULAR,freethrow,1 of 2,[],1630267,,,1610612743,110,102,2021-12-14T04:22:38Z,6600000,,,0,,F. Campazzo Free Throw 1 of 2 (5 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Made,,,,,,,,5.0,,,,,,,,,,,
670,PT00M22.80S,2021-12-14T04:22:41.3Z,4,REGULAR,substitution,out,[],1630192,,,1610612743,110,102,2021-12-14T04:22:44Z,6610000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M22.80S,2021-12-14T04:22:41.3Z,4,REGULAR,substitution,in,[],1628432,,,1610612743,110,102,2021-12-14T04:22:44Z,6620000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M22.80S,2021-12-14T04:22:57.4Z,4,REGULAR,freethrow,2 of 2,[],1630267,,,1610612743,111,102,2021-12-14T04:22:57Z,6630000,,,0,,F. Campazzo Free Throw 2 of 2 (6 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Made,,,,,,,,6.0,,,,,,,,,,,
673,PT00M16.20S,2021-12-14T04:23:09.7Z,4,REGULAR,3pt,Jump Shot,[],1628988,67.09921156373193,71.56862745098039,1610612764,111,105,2021-12-14T04:23:58Z,6640000,108.0,257.0,1,right,A. Holiday 27' 3PT step back (16 PTS),[1628988],1610612764.0,WAS,step back,,,Holiday,A. Holiday,,,,,27.85,Made,,,,,,,,16.0,,,,,,,,,,,
674,PT00M13.10S,2021-12-14T04:23:20.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202722,,,1610612743,111,105,2021-12-14T04:23:44Z,6650000,,,0,,D. Bertans take personal FOUL (5 PF) (Campazzo 2 FT),"[202722, 1630267]",1610612764.0,WAS,take,,,Bertans,D. Bertans,,,,,,,,,,,200833.0,5.0,0.0,,,,,,,Campazzo,1630267.0,,,,
676,PT00M13.10S,2021-12-14T04:23:45.2Z,4,REGULAR,freethrow,1 of 2,[],1630267,,,1610612743,112,105,2021-12-14T04:23:45Z,6670000,,,0,,F. Campazzo Free Throw 1 of 2 (7 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Made,,,,,,,,7.0,,,,,,,,,,,
677,PT00M13.10S,2021-12-14T04:23:56.9Z,4,REGULAR,freethrow,2 of 2,[],1630267,,,1610612743,113,105,2021-12-14T04:23:56Z,6680000,,,0,,F. Campazzo Free Throw 2 of 2 (8 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Made,,,,,,,,8.0,,,,,,,,,,,
678,PT00M02.10S,2021-12-14T04:24:18.8Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628420,,,1610612764,113,105,2021-12-14T04:24:35Z,6690000,,,0,,M. Morris shooting personal FOUL (2 PF) (Holiday 3 FT),"[1628420, 1628988]",1610612743.0,DEN,shooting,,,Morris,M. Morris,,,,,,,,,,,1628484.0,2.0,1.0,,,,,,,Holiday,1628988.0,,,,
680,PT00M02.10S,2021-12-14T04:24:56.5Z,4,REGULAR,freethrow,1 of 3,[],1628988,,,1610612764,113,106,2021-12-14T04:24:56Z,6710000,,,0,,A. Holiday Free Throw 1 of 3 (17 PTS),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,Made,,,,,,,,17.0,,,,,,,,,,,
681,PT00M02.10S,2021-12-14T04:24:56.5Z,4,REGULAR,freethrow,2 of 3,[],1628988,,,1610612764,113,107,2021-12-14T04:25:39Z,6720000,,,0,,A. Holiday Free Throw 2 of 3 (18 PTS),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,Made,,,,,,,,18.0,,,,,,,,,,,
682,PT00M02.10S,2021-12-14T04:24:56.5Z,4,REGULAR,freethrow,3 of 3,[],1628988,,,1610612764,113,107,2021-12-14T04:25:39Z,6730000,,,0,,MISS A. Holiday Free Throw 3 of 3,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,Missed,,,,,,,,,,,,,,,,,,,
683,PT00M02.10S,2021-12-14T04:24:56.5Z,4,REGULAR,rebound,defensive,[],1628432,,,1610612743,113,107,2021-12-14T04:25:39Z,6740000,,,0,,D. Reed REBOUND (Off:0 Def:5),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,682.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
684,PT00M00.00S,2021-12-14T04:25:51.2Z,4,REGULAR,period,end,[],0,,,1610612743,113,107,2021-12-14T04:25:51Z,6750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M00.00S,2021-12-14T04:25:57.2Z,4,REGULAR,game,end,[],0,,,0,113,107,2021-12-14T04:25:57Z,6760000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
