actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
633,PT04M37.00S,2021-12-24T04:07:57.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202397,91.27792378449409,46.568627450980394,1610612766,101,99,2021-12-24T04:08:04Z,6200000,-17.0,29.0,1,right,MISS I. Smith driving finger roll Layup,[202397],1610612766.0,CHA,driving finger roll,,,Smith,I. Smith,,,,,,,,,,3.41,Missed,,,,,,,,,,,,,
635,PT04M33.00S,2021-12-24T04:08:01.6Z,4,REGULAR,rebound,defensive,[],201145,,,1610612743,101,99,2021-12-24T04:08:04Z,6220000,,,0,,J. Green REBOUND (Off:0 Def:4),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,633.0,4.0,4.0,0.0,,,,,,,,,
636,PT04M19.00S,2021-12-24T04:08:16.3Z,4,REGULAR,3pt,Jump Shot,[],1630267,29.6484888304862,70.58823529411765,1610612743,101,99,2021-12-24T04:08:24Z,6230000,-103.0,226.0,1,left,MISS F. Campazzo 24' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,24.85,Missed,,,,,,,,,,,,,
637,PT04M14.00S,2021-12-24T04:08:21.3Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612766,101,99,2021-12-24T04:09:56Z,6240000,,,0,,J. McDaniels REBOUND (Off:2 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,636.0,5.0,3.0,2.0,,,,,,,,,
638,PT03M55.00S,2021-12-24T04:08:39.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,89.30683311432325,39.950980392156865,1610612766,101,101,2021-12-24T04:08:58Z,6250000,-50.0,48.0,1,right,K. Oubre Jr. 6' driving floating Jump Shot (23 PTS),[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,6.95,Made,,,,,23.0,,,,,,,,
639,PT03M33.00S,2021-12-24T04:09:01.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.915243101182654,55.88235294117647,1610612743,101,101,2021-12-24T04:09:08Z,6260000,-29.0,13.0,1,left,MISS N. Jokic Layup - blocked,"[203999, 1629023]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,3.19,Missed,,,,,,,,,,,,Washington,1629023.0
640,PT03M33.00S,2021-12-24T04:09:01.5Z,4,REGULAR,block,,[],1629023,,,1610612743,101,101,2021-12-24T04:09:04Z,6270000,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M33.00S,2021-12-24T04:09:01.5Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612766,101,101,2021-12-24T04:09:08Z,6280000,,,0,,J. McDaniels REBOUND (Off:2 Def:4),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,639.0,6.0,4.0,2.0,,,,,,,,,
642,PT03M33.00S,2021-12-24T04:09:08.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,101,101,2021-12-24T04:09:08Z,6290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT03M16.00S,2021-12-24T04:09:31.7Z,4,REGULAR,3pt,Jump Shot,[],1629023,66.44218134034165,60.78431372549019,1610612766,101,104,2021-12-24T04:09:38Z,6300000,54.0,263.0,1,right,P. Washington 26' 3PT  (10 PTS) (K. Oubre Jr. 1 AST),"[1629023, 1626162]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,26.84,Made,,,,,10.0,K. Oubre Jr.,1626162.0,1.0,,,,,
645,PT03M07.00S,2021-12-24T04:09:44.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,101,104,2021-12-24T04:09:44Z,6320000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT03M00.00S,2021-12-24T04:12:45.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,101,104,2021-12-24T04:12:45Z,6330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M53.00S,2021-12-24T04:13:06.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.469776609724048,54.166666666666664,1610612743,103,104,2021-12-24T04:14:37Z,6340000,-21.0,-1.0,1,left,N. Jokic driving finger roll Layup (27 PTS) (F. Campazzo 5 AST),"[203999, 1630267]",1610612743.0,DEN,driving finger roll,,,Jokic,N. Jokic,,,,,,,,,,2.08,Made,,,,,27.0,F. Campazzo,1630267.0,5.0,,,,,
649,PT02M32.00S,2021-12-24T04:13:26.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201145,,,1610612766,103,104,2021-12-24T04:13:35Z,6360000,,,0,,J. Green shooting personal FOUL (5 PF) (Rozier 2 FT),"[201145, 1626179]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,1628159.0,5.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,,,
651,PT02M32.00S,2021-12-24T04:14:00.1Z,4,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,103,105,2021-12-24T04:14:21Z,6380000,,,0,,T. Rozier Free Throw 1 of 2 (15 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,15.0,,,,,,,,
652,PT02M32.00S,2021-12-24T04:14:00.1Z,4,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,103,105,2021-12-24T04:14:21Z,6390000,,,0,,MISS T. Rozier Free Throw 2 of 2,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Missed,,,,,,,,,,,,,
653,PT02M29.00S,2021-12-24T04:14:03.1Z,4,REGULAR,rebound,defensive,[],203115,,,1610612743,103,105,2021-12-24T04:14:21Z,6400000,,,0,,W. Barton REBOUND (Off:0 Def:8),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,652.0,8.0,8.0,0.0,,,,,,,,,
654,PT02M13.00S,2021-12-24T04:14:36.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203999,7.5722733245729295,38.48039215686275,1610612743,103,105,2021-12-24T04:14:49Z,6410000,58.0,19.0,1,left,MISS N. Jokic 6' turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,,,,,6.06,Missed,,,,,,,,,,,,,
655,PT02M13.00S,2021-12-24T04:14:36.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,103,105,2021-12-24T04:14:49Z,6420000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,654.0,,,,,,,,,,,,
661,PT02M13.00S,2021-12-24T04:14:45.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,103,105,2021-12-24T04:15:21Z,6425000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT02M12.00S,2021-12-24T04:14:54.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.995400788436268,42.64705882352941,1610612743,103,105,2021-12-24T04:16:05Z,6430000,37.0,4.0,1,left,MISS N. Jokic cutting Layup,[203999],1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,,,,,,3.7,Missed,,,,,,,,,,,,,
657,PT02M11.00S,2021-12-24T04:14:55.7Z,4,REGULAR,rebound,offensive,[],201145,,,1610612743,103,105,2021-12-24T04:16:05Z,6440000,,,0,,J. Green REBOUND (Off:1 Def:4),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,656.0,5.0,4.0,1.0,,,,,,,,,
658,PT02M10.00S,2021-12-24T04:15:00.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201145,5.590000152587891,50.0,1610612743,105,105,2021-12-24T04:16:15Z,6450000,0.0,0.0,1,left,J. Green tip Layup (11 PTS),[201145],1610612743.0,DEN,tip,,,Green,J. Green,,,,,,,,,,0.0,Made,,,,,11.0,,,,,,,,
659,PT01M48.00S,2021-12-24T04:15:15.5Z,4,REGULAR,3pt,Jump Shot,[],1629667,92.06636005256242,96.07843137254902,1610612766,105,105,2021-12-24T04:15:23Z,6460000,230.0,22.0,1,right,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,23.15,Missed,,,,,,,,,,,,,
660,PT01M44.00S,2021-12-24T04:15:19.5Z,4,REGULAR,rebound,defensive,[],203115,,,1610612743,105,105,2021-12-24T04:15:23Z,6470000,,,0,,W. Barton REBOUND (Off:0 Def:9),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,659.0,9.0,9.0,0.0,,,,,,,,,
662,PT01M33.00S,2021-12-24T04:15:30.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,11.908672798948752,43.872549019607845,1610612743,105,105,2021-12-24T04:15:37Z,6480000,31.0,59.0,1,left,MISS W. Barton 6' driving floating Shot,[203115],1610612743.0,DEN,driving floating,,,Barton,W. Barton,,,,,,,,,,6.68,Missed,,,,,,,,,,,,,
663,PT01M31.00S,2021-12-24T04:15:32.8Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612766,105,105,2021-12-24T04:15:37Z,6490000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,662.0,3.0,3.0,0.0,,,,,,,,,
664,PT01M20.00S,2021-12-24T04:15:43.8Z,4,REGULAR,3pt,Jump Shot,[],1629023,66.70499342969777,51.9607843137255,1610612766,105,108,2021-12-24T04:15:49Z,6500000,10.0,260.0,1,right,P. Washington 26' 3PT  (13 PTS) (T. Rozier 4 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,26.07,Made,,,,,13.0,T. Rozier,1626179.0,4.0,,,,,
666,PT01M16.00S,2021-12-24T04:15:56.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629023,,,1610612743,105,108,2021-12-24T04:16:06Z,6520000,,,0,,P. Washington personal FOUL (4 PF) (Jokic 2 FT),"[1629023, 203999]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,1628159.0,4.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,
668,PT01M16.00S,2021-12-24T04:16:22.1Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,106,108,2021-12-24T04:16:22Z,6540000,,,0,,N. Jokic Free Throw 1 of 2 (28 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,Made,,,,,28.0,,,,,,,,
669,PT01M16.00S,2021-12-24T04:16:38.6Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,107,108,2021-12-24T04:16:38Z,6550000,,,0,,N. Jokic Free Throw 2 of 2 (29 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,Made,,,,,29.0,,,,,,,,
670,PT01M00.00S,2021-12-24T04:16:59.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629667,92.9862023653088,52.69607843137255,1610612766,107,110,2021-12-24T04:17:04Z,6560000,13.0,13.0,1,right,J. McDaniels cutting DUNK (12 PTS) (P. Washington 4 AST),"[1629667, 1629023]",1610612766.0,CHA,cutting,,,McDaniels,J. McDaniels,,,,,,,,,,1.9,Made,,,,,12.0,P. Washington,1629023.0,4.0,,,,,
672,PT01M00.00S,2021-12-24T04:17:06.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,107,110,2021-12-24T04:17:06Z,6580000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M53.10S,2021-12-24T04:18:58.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,9.674770039421814,53.67647058823529,1610612743,107,110,2021-12-24T04:19:11Z,6590000,-18.0,38.0,1,left,MISS N. Jokic turnaround Shot - blocked,"[203999, 202397]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,,,,,4.26,Missed,,,,,,,,,,,,Smith,202397.0
674,PT00M53.10S,2021-12-24T04:18:58.2Z,4,REGULAR,block,,[],202397,,,1610612743,107,110,2021-12-24T04:19:00Z,6600000,,,0,,I. Smith BLOCK (2 BLK),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M50.10S,2021-12-24T04:19:01.2Z,4,REGULAR,rebound,defensive,[],202397,,,1610612766,107,110,2021-12-24T04:19:11Z,6610000,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,673.0,2.0,2.0,0.0,,,,,,,,,
676,PT00M39.10S,2021-12-24T04:19:12.1Z,4,REGULAR,3pt,Jump Shot,[],202397,92.72339027595268,2.696078431372549,1610612766,107,113,2021-12-24T04:19:17Z,6620000,-237.0,16.0,1,right,I. Smith 3PT  (9 PTS) (P. Washington 5 AST),"[202397, 1629023]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,23.7,Made,,,,,9.0,P. Washington,1629023.0,5.0,,,,,
678,PT00M33.20S,2021-12-24T04:19:25.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203999,31.35676741130092,26.715686274509803,1610612743,107,113,2021-12-24T04:19:32Z,6640000,116.0,242.0,1,left,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,26.88,Missed,,,,,,,,,,,,,
679,PT00M29.70S,2021-12-24T04:19:28.6Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,107,113,2021-12-24T04:19:32Z,6650000,,,0,,P. Washington REBOUND (Off:1 Def:8),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,678.0,9.0,8.0,1.0,,,,,,,,,
680,PT00M24.80S,2021-12-24T04:19:34.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628420,,,1610612766,107,113,2021-12-24T04:19:42Z,6660000,,,0,,M. Morris take personal FOUL (2 PF) (Rozier 2 FT),"[1628420, 1626179]",1610612743.0,DEN,take,,,Morris,M. Morris,,,,,1628159.0,2.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,,,
682,PT00M24.80S,2021-12-24T04:20:03.9Z,4,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,107,114,2021-12-24T04:20:03Z,6680000,,,0,,T. Rozier Free Throw 1 of 2 (16 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,16.0,,,,,,,,
683,PT00M24.80S,2021-12-24T04:20:19.2Z,4,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,107,115,2021-12-24T04:20:19Z,6690000,,,0,,T. Rozier Free Throw 2 of 2 (17 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,17.0,,,,,,,,
684,PT00M24.80S,2021-12-24T04:20:21.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,107,115,2021-12-24T04:20:21Z,6700000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M16.90S,2021-12-24T04:22:01.4Z,4,REGULAR,3pt,Jump Shot,[],1628420,27.808804204993432,76.7156862745098,1610612743,107,115,2021-12-24T04:22:07Z,6710000,-134.0,209.0,1,left,MISS M. Morris 24' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,24.8,Missed,,,,,,,,,,,,,
686,PT00M13.90S,2021-12-24T04:22:04.4Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612766,107,115,2021-12-24T04:22:04Z,6720000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:4),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,685.0,4.0,4.0,0.0,,,,,,,,,
687,PT00M00.00S,2021-12-24T04:22:21.7Z,4,REGULAR,period,end,[],0,,,1610612766,107,115,2021-12-24T04:22:21Z,6730000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M00.00S,2021-12-24T04:22:26.2Z,4,REGULAR,game,end,[],0,,,0,107,115,2021-12-24T04:22:26Z,6740000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
