actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
337,PT12M00.00S,2024-12-01T00:18:54.7Z,3,REGULAR,substitution,in,['startperiod'],203995,,,1610612766,50,55,2024-12-01T00:19:37Z,3300000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2024-12-01T00:18:54.7Z,3,REGULAR,substitution,in,['startperiod'],1642275,,,1610612766,50,55,2024-12-01T00:19:37Z,3310000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-12-01T00:18:54.7Z,3,REGULAR,substitution,in,['startperiod'],203991,,,1610612766,50,55,2024-12-01T00:19:37Z,3320000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-12-01T00:18:54.7Z,3,REGULAR,substitution,in,['startperiod'],1642258,,,1610612766,50,55,2024-12-01T00:19:37Z,3330000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-12-01T00:19:31.0Z,3,REGULAR,period,start,[],0,,,1610612737,50,55,2024-12-01T00:19:38Z,3340000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M45.00S,2024-12-01T00:19:45.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,94.30026281208936,50.49019607843137,1610612737,50,57,2024-12-01T00:19:50Z,3350000,False,2.0,1.0,1,right,J. Johnson driving Layup (10 PTS) (C. Capela 1 AST),"[1630552, 203991]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,,,,Made,10.0,Restricted Area,0-8 Center,0.27,,,,,C. Capela,203991.0,1.0,,,,,,,
344,PT11M24.00S,2024-12-01T00:20:08.5Z,3,REGULAR,2pt,Jump Shot,[],1641706,14.454664914586061,78.16329656862746,1610612766,50,57,2024-12-01T00:20:51Z,3370000,False,-141.0,83.0,1,left,MISS B. Miller 16' step back Shot,[1641706],1610612766.0,CHA,step back,,,Miller,B. Miller,,,,,,,,Missed,,Mid-Range,16-24 Left,16.36,,,,,,,,,,,,,,
345,PT11M22.00S,2024-12-01T00:20:10.5Z,3,REGULAR,rebound,offensive,[],1631217,,,1610612766,50,57,2024-12-01T00:20:38Z,3380000,False,,,0,,M. Diabaté REBOUND (Off:5 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,Mid-Range,16-24 Left Center,,344.0,5.0,0.0,5.0,,,,,,,,,,
346,PT11M18.00S,2024-12-01T00:20:12.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,27.020367936925098,83.82352941176471,1610612766,53,57,2024-12-01T00:20:16Z,3390000,False,-169.0,201.0,1,left,B. Miller 26' 3PT  (19 PTS) (V. Micić 3 AST),"[1641706, 203995]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,19.0,Above the Break 3,24+ Left Center,26.31,,,,,V. Micić,203995.0,3.0,,,,,,,
348,PT11M07.00S,2024-12-01T00:20:22.7Z,3,REGULAR,3pt,Jump Shot,[],1630552,68.54467805519053,25.735294117647058,1610612737,53,60,2024-12-01T00:20:27Z,3410000,False,-121.0,243.0,1,right,J. Johnson 27' 3PT  (13 PTS) (Z. Risacher 2 AST),"[1630552, 1642258]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,13.0,Above the Break 3,24+ Left Center,27.18,,,,,Z. Risacher,1642258.0,2.0,,,,,,,
349,PT10M54.00S,2024-12-01T00:20:38.5Z,3,REGULAR,turnover,bad pass,[],203995,,,1610612766,53,60,2024-12-01T00:21:47Z,3420000,False,,,0,,V. Micić bad pass TURNOVER (1 TO),"[203995, 203991]",1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,Capela,203991.0,,,,
350,PT10M54.00S,2024-12-01T00:20:38.5Z,3,REGULAR,steal,,[],203991,,,1610612737,53,60,2024-12-01T00:20:40Z,3430000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
351,PT10M52.00S,2024-12-01T00:20:43.1Z,3,REGULAR,turnover,double dribble,[],1629027,,,1610612737,53,60,2024-12-01T00:20:54Z,3440000,False,,,0,,T. Young double dribble TURNOVER (5 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,1626300.0,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.0,,,,,,
353,PT10M43.00S,2024-12-01T00:21:08.4Z,3,REGULAR,foul,personal,[],1630700,,,1610612766,53,60,2024-12-01T00:21:23Z,3450000,False,,,0,,D. Daniels personal FOUL (1 PF),"[1630700, 1641706]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,1626300.0,1.0,0.0,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,Miller,1641706.0,,
355,PT10M40.00S,2024-12-01T00:21:27.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,34.37910643889619,68.13725490196079,1610612766,53,60,2024-12-01T00:22:46Z,3470000,False,-91.0,271.0,1,left,MISS B. Miller 28' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,Above the Break 3,24+ Left Center,28.55,,,,,,,,,,,,,,
356,PT10M38.00S,2024-12-01T00:21:29.1Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,53,60,2024-12-01T00:22:46Z,3480000,False,,,0,,C. Capela REBOUND (Off:2 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Above the Break 3,24+ Left Center,,355.0,11.0,9.0,2.0,,,,,,,,,,
357,PT10M19.00S,2024-12-01T00:21:47.3Z,3,REGULAR,turnover,lost ball,[],1630552,,,1610612737,53,60,2024-12-01T00:23:56Z,3490000,False,,,0,,J. Johnson lost ball TURNOVER (3 TO),"[1630552, 1630182]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,3.0,Green,1630182.0,,,,
358,PT10M19.00S,2024-12-01T00:21:47.3Z,3,REGULAR,steal,,[],1630182,,,1610612766,53,60,2024-12-01T00:21:49Z,3500000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,
359,PT10M13.00S,2024-12-01T00:21:53.0Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203995,18.084756898817346,4.411764705882353,1610612766,53,60,2024-12-01T00:24:24Z,3510000,False,228.0,117.0,1,left,MISS V. Micić 25' running 3PT,[203995],1610612766.0,CHA,running,,,Micić,V. Micić,,,,,,,,Missed,,Above the Break 3,24+ Right Center,25.64,,,,,,,,,,,,,,
360,PT10M11.00S,2024-12-01T00:21:55.0Z,3,REGULAR,rebound,offensive,[],1631217,,,1610612766,53,60,2024-12-01T00:24:24Z,3520000,False,,,0,,M. Diabaté REBOUND (Off:6 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,Above the Break 3,24+ Right Center,,359.0,6.0,0.0,6.0,,,,,,,,,,
361,PT10M09.00S,2024-12-01T00:21:57.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641706,32.670827858081466,47.30392156862745,1610612766,53,60,2024-12-01T00:24:44Z,3530000,False,13.0,255.0,1,left,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,Above the Break 3,24+ Center,25.5,,,,,,,,,,,,,,
362,PT10M06.00S,2024-12-01T00:22:00.8Z,3,REGULAR,rebound,offensive,[],1641706,,,1610612766,53,60,2024-12-01T00:24:44Z,3540000,False,,,0,,B. Miller REBOUND (Off:2 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Above the Break 3,24+ Center,,361.0,3.0,1.0,2.0,,,,,,,,,,
363,PT10M02.00S,2024-12-01T00:22:04.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641706,31.09395532194481,25.49019607843137,1610612766,53,60,2024-12-01T00:25:10Z,3550000,False,123.0,240.0,1,left,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,Above the Break 3,24+ Right Center,26.93,,,,,,,,,,,,,,
364,PT10M00.00S,2024-12-01T00:22:06.4Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,53,60,2024-12-01T00:25:10Z,3560000,False,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Above the Break 3,24+ Right Center,,363.0,3.0,3.0,0.0,,,,,,,,,,
365,PT09M42.00S,2024-12-01T00:22:25.1Z,3,REGULAR,3pt,Jump Shot,[],1629027,86.81011826544021,95.09803921568627,1610612737,53,60,2024-12-01T00:25:51Z,3570000,False,225.0,71.0,1,right,MISS T. Young step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,Missed,,Right Corner 3,24+ Right,23.66,,,,,,,,,,,,,,
366,PT09M39.00S,2024-12-01T00:22:28.1Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,53,60,2024-12-01T00:25:57Z,3580000,False,,,0,,B. Miller REBOUND (Off:2 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Right Corner 3,24+ Right,,365.0,4.0,2.0,2.0,,,,,,,,,,
367,PT09M34.00S,2024-12-01T00:22:31.6Z,3,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,53,60,2024-12-01T00:22:39Z,3590000,False,,,0,,B. Miller bad pass out-of-bounds TURNOVER (2 TO),[1641706],1610612766.0,CHA,bad pass,,,Miller,B. Miller,,,,,200834.0,,,,,Mid-Range,16-24 Left,,,,,,,,,2.0,,,,,,
368,PT09M18.00S,2024-12-01T00:22:53.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642258,69.72733245729303,22.54901960784314,1610612737,53,63,2024-12-01T00:26:34Z,3600000,False,-137.0,232.0,1,right,Z. Risacher 26' 3PT step back (12 PTS) (T. Young 3 AST),"[1642258, 1629027]",1610612737.0,ATL,step back,,,Risacher,Z. Risacher,,,,,,,,Made,12.0,Above the Break 3,24+ Left Center,26.97,,,,,T. Young,1629027.0,3.0,,,,,,,
371,PT09M00.00S,2024-12-01T00:23:26.7Z,3,REGULAR,foul,personal,[],1629027,,,1610612766,53,63,2024-12-01T00:23:40Z,3630000,False,,,0,,T. Young personal FOUL (1 PF),"[1629027, 1630182]",1610612737.0,ATL,,,,Young,T. Young,,,,,200834.0,1.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,Green,1630182.0,,
373,PT08M54.00S,2024-12-01T00:23:47.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642275,8.754927726675426,50.73529411764706,1610612766,53,63,2024-12-01T00:27:28Z,3650000,False,-4.0,30.0,1,left,MISS T. Salaün driving reverse Layup - blocked,"[1642275, 1630552]",1610612766.0,CHA,driving reverse,,,Salaün,T. Salaün,,,,,,,,Missed,,Restricted Area,0-8 Center,3.0,,,,,,,,,,,,,Johnson,1630552.0
374,PT08M54.00S,2024-12-01T00:23:47.6Z,3,REGULAR,block,,[],1630552,,,1610612766,53,63,2024-12-01T00:23:49Z,3660000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
375,PT08M52.00S,2024-12-01T00:23:49.6Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,53,63,2024-12-01T00:27:28Z,3670000,False,,,0,,D. Daniels REBOUND (Off:1 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Restricted Area,0-8 Center,,373.0,4.0,3.0,1.0,,,,,,,,,,
377,PT08M44.00S,2024-12-01T00:24:08.0Z,3,REGULAR,turnover,bad pass,[],1630552,,,1610612737,53,63,2024-12-01T00:24:12Z,3690000,False,,,0,,J. Johnson bad pass TURNOVER (4 TO),"[1630552, 1641706]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,4.0,Miller,1641706.0,,,,
378,PT08M44.00S,2024-12-01T00:24:08.0Z,3,REGULAR,steal,,[],1641706,,,1610612766,53,63,2024-12-01T00:24:09Z,3700000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,
379,PT08M38.00S,2024-12-01T00:24:15.8Z,3,REGULAR,turnover,bad pass,[],1641706,,,1610612766,53,63,2024-12-01T00:28:31Z,3710000,False,,,0,,B. Miller bad pass TURNOVER (3 TO),"[1641706, 1642258]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,3.0,Risacher,1642258.0,,,,
380,PT08M38.00S,2024-12-01T00:24:15.8Z,3,REGULAR,steal,,[],1642258,,,1610612737,53,63,2024-12-01T00:24:17Z,3720000,False,,,0,,Z. Risacher STEAL (1 STL),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,
381,PT08M27.00S,2024-12-01T00:24:28.5Z,3,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612737,53,63,2024-12-01T00:24:49Z,3730000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Young 2 FT),"[1641706, 1629027]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,200834.0,1.0,0.0,,,Mid-Range,16-24 Center,,,,,,,,,,,,Young,1629027.0,,
383,PT08M27.00S,2024-12-01T00:24:51.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,53,64,2024-12-01T00:25:08Z,3750000,False,,,0,,T. Young Free Throw 1 of 2 (7 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
384,PT08M27.00S,2024-12-01T00:24:51.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,53,64,2024-12-01T00:25:08Z,3760000,False,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
385,PT08M25.00S,2024-12-01T00:24:53.0Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,53,64,2024-12-01T00:25:08Z,3770000,False,,,0,,B. Miller REBOUND (Off:2 Def:3),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,384.0,5.0,3.0,2.0,,,,,,,,,,
386,PT08M13.00S,2024-12-01T00:25:20.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203995,7.966491458607096,46.568627450980394,1610612766,53,64,2024-12-01T00:29:27Z,3780000,False,17.0,22.0,1,left,MISS V. Micić driving Layup - blocked,"[203995, 1642258]",1610612766.0,CHA,driving,,,Micić,V. Micić,,,,,,,,Missed,,Restricted Area,0-8 Center,2.82,,,,,,,,,,,,,Risacher,1642258.0
387,PT08M13.00S,2024-12-01T00:25:20.5Z,3,REGULAR,block,,[],1642258,,,1610612766,53,64,2024-12-01T00:25:22Z,3790000,False,,,0,,Z. Risacher BLOCK (1 BLK),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
388,PT08M11.00S,2024-12-01T00:25:22.5Z,3,REGULAR,rebound,offensive,[],203995,,,1610612766,53,64,2024-12-01T00:29:27Z,3800000,False,,,0,,V. Micić REBOUND (Off:3 Def:3),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,Restricted Area,0-8 Center,,386.0,6.0,3.0,3.0,,,,,,,,,,
389,PT08M01.00S,2024-12-01T00:25:30.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630182,6.1268068331143235,47.549019607843135,1610612766,55,64,2024-12-01T00:25:35Z,3810000,False,12.0,5.0,1,left,J. Green cutting Layup (8 PTS) (T. Salaün 1 AST),"[1630182, 1642275]",1610612766.0,CHA,cutting,,,Green,J. Green,,,,,,,,Made,8.0,Restricted Area,0-8 Center,1.33,,,,,T. Salaün,1642275.0,1.0,,,,,,,
391,PT07M52.00S,2024-12-01T00:25:41.5Z,3,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,55,64,2024-12-01T00:25:49Z,3830000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (6 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,200834.0,,,,,Above the Break 3,24+ Right Center,,,,,,,,,6.0,,,,,,
392,PT07M42.00S,2024-12-01T00:25:55.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203995,29.38567674113009,76.22549019607843,1610612766,55,64,2024-12-01T00:30:21Z,3840000,False,-131.0,224.0,1,left,MISS V. Micić 25' pullup 3PT,[203995],1610612766.0,CHA,pullup,,,Micić,V. Micić,,,,,,,,Missed,,Above the Break 3,24+ Left Center,25.93,,,,,,,,,,,,,,
393,PT07M39.00S,2024-12-01T00:25:58.7Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,55,64,2024-12-01T00:30:33Z,3850000,False,,,0,,D. Daniels REBOUND (Off:1 Def:4),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Above the Break 3,24+ Left Center,,392.0,5.0,4.0,1.0,,,,,,,,,,
394,PT07M35.00S,2024-12-01T00:26:01.5Z,3,REGULAR,turnover,bad pass,[],1630700,,,1610612737,55,64,2024-12-01T00:26:06Z,3860000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1630182]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Green,1630182.0,,,,
395,PT07M35.00S,2024-12-01T00:26:01.5Z,3,REGULAR,steal,,[],1630182,,,1610612766,55,64,2024-12-01T00:26:04Z,3870000,False,,,0,,J. Green STEAL (2 STL),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,
396,PT07M34.00S,2024-12-01T00:26:05.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630182,5.601182654402102,47.549019607843135,1610612766,57,64,2024-12-01T00:30:59Z,3880000,False,12.0,0.0,1,left,J. Green driving Layup (10 PTS),[1630182],1610612766.0,CHA,driving,,,Green,J. Green,,,,,,,,Made,10.0,Restricted Area,0-8 Center,1.23,,,,,,,,,,,,,,
397,PT07M27.00S,2024-12-01T00:26:12.6Z,3,REGULAR,foul,personal,[],1630182,,,1610612737,57,64,2024-12-01T00:26:25Z,3890000,False,,,0,,J. Green personal FOUL (2 PF),"[1630182, 1629027]",1610612766.0,CHA,,,,Green,J. Green,,,,,200834.0,2.0,0.0,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,Young,1629027.0,,
399,PT07M15.00S,2024-12-01T00:26:39.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,93.24901445466492,60.049019607843135,1610612737,57,66,2024-12-01T00:26:53Z,3910000,False,50.0,11.0,1,right,T. Young driving bank Jump Shot (9 PTS) (J. Johnson 6 AST),"[1629027, 1630552]",1610612737.0,ATL,driving bank,,,Young,T. Young,,,,,,,,Made,9.0,In The Paint (Non-RA),0-8 Center,5.14,,,,,J. Johnson,1630552.0,6.0,,,,,,,
401,PT06M48.00S,2024-12-01T00:27:07.3Z,3,REGULAR,3pt,Jump Shot,[],1630182,33.327858081471746,32.59803921568628,1610612766,60,66,2024-12-01T00:27:13Z,3930000,False,87.0,261.0,1,left,J. Green 27' 3PT  (13 PTS) (B. Miller 2 AST),"[1630182, 1641706]",1610612766.0,CHA,,,,Green,J. Green,,,,,,,,Made,13.0,Above the Break 3,24+ Right Center,27.49,,,,,B. Miller,1641706.0,2.0,,,,,,,
404,PT06M35.00S,2024-12-01T00:27:29.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,60,66,2024-12-01T00:27:29Z,3960000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M35.00S,2024-12-01T00:28:50.3Z,3,REGULAR,substitution,out,[],1631217,,,1610612737,60,66,2024-12-01T00:30:23Z,3970000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M35.00S,2024-12-01T00:28:50.3Z,3,REGULAR,substitution,out,[],1642275,,,1610612737,60,66,2024-12-01T00:30:23Z,3980000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M35.00S,2024-12-01T00:28:50.3Z,3,REGULAR,substitution,out,[],1630552,,,1610612737,60,66,2024-12-01T00:30:23Z,3990000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M35.00S,2024-12-01T00:28:50.3Z,3,REGULAR,substitution,out,[],203991,,,1610612737,60,66,2024-12-01T00:30:23Z,4000000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M35.00S,2024-12-01T00:28:50.3Z,3,REGULAR,substitution,out,[],1642258,,,1610612737,60,66,2024-12-01T00:30:23Z,4010000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M35.00S,2024-12-01T00:28:50.3Z,3,REGULAR,substitution,in,[],1628998,,,1610612737,60,66,2024-12-01T00:30:23Z,4020000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M35.00S,2024-12-01T00:28:50.3Z,3,REGULAR,substitution,in,[],1630208,,,1610612737,60,66,2024-12-01T00:30:23Z,4030000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M35.00S,2024-12-01T00:28:50.3Z,3,REGULAR,substitution,in,[],1629726,,,1610612737,60,66,2024-12-01T00:30:23Z,4040000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M35.00S,2024-12-01T00:28:50.3Z,3,REGULAR,substitution,in,[],1629631,,,1610612737,60,66,2024-12-01T00:30:23Z,4050000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M35.00S,2024-12-01T00:28:50.3Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,60,66,2024-12-01T00:30:23Z,4060000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M25.00S,2024-12-01T00:30:43.5Z,3,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612737,60,66,2024-12-01T00:31:13Z,4070000,False,,,0,,B. Miller shooting personal FOUL (2 PF) (Young 2 FT),"[1641706, 1629027]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,200834.0,2.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,Young,1629027.0,,
417,PT06M25.00S,2024-12-01T00:31:21.6Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,60,66,2024-12-01T00:31:21Z,4090000,False,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
418,PT06M25.00S,2024-12-01T00:31:21.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,60,66,2024-12-01T00:31:21Z,4100000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,
419,PT06M25.00S,2024-12-01T00:31:34.1Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,60,67,2024-12-01T00:31:34Z,4110000,False,,,0,,T. Young Free Throw 2 of 2 (10 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
420,PT06M02.00S,2024-12-01T00:31:59.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,5.469776609724048,51.470588235294116,1610612766,62,67,2024-12-01T00:32:49Z,4120000,False,-7.0,-1.0,1,left,N. Richards cutting DUNK (6 PTS) (V. Micić 4 AST),"[1630208, 203995]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,,,,Made,6.0,Restricted Area,0-8 Center,0.75,,,,,V. Micić,203995.0,4.0,,,,,,,
422,PT05M50.00S,2024-12-01T00:32:10.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,91.5407358738502,50.49019607843137,1610612737,62,69,2024-12-01T00:33:18Z,4140000,False,2.0,27.0,1,right,T. Young driving floating Jump Shot (12 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,,,,Made,12.0,Restricted Area,0-8 Center,2.71,,,,,,,,,,,,,,
423,PT05M40.00S,2024-12-01T00:32:21.0Z,3,REGULAR,3pt,Jump Shot,[],1628998,28.86005256241787,76.9607843137255,1610612766,65,69,2024-12-01T00:33:33Z,4150000,False,-135.0,219.0,1,left,C. Martin 25' 3PT pullup (8 PTS) (B. Miller 3 AST),"[1628998, 1641706]",1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,,,,Made,8.0,Above the Break 3,24+ Left Center,25.7,,,,,B. Miller,1641706.0,3.0,,,,,,,
