actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
596,PT01M03.00S,2024-12-12T05:04:26.1Z,4,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,87,90,2024-12-12T05:04:33Z,5830000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (5 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,5.0,,,,201638.0,,,,,,,
597,PT01M03.00S,2024-12-12T05:04:32.0Z,4,REGULAR,substitution,out,[],1641708,,,1610612745,87,90,2024-12-12T05:04:44Z,5840000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT01M03.00S,2024-12-12T05:04:32.0Z,4,REGULAR,substitution,out,[],1631106,,,1610612745,87,90,2024-12-12T05:04:44Z,5850000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT01M03.00S,2024-12-12T05:04:32.0Z,4,REGULAR,substitution,out,[],1627741,,,1610612745,87,90,2024-12-12T05:04:44Z,5860000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT01M03.00S,2024-12-12T05:04:32.0Z,4,REGULAR,substitution,in,[],1630224,,,1610612745,87,90,2024-12-12T05:04:44Z,5870000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT01M03.00S,2024-12-12T05:04:32.0Z,4,REGULAR,substitution,in,[],1630578,,,1610612745,87,90,2024-12-12T05:04:44Z,5880000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT01M03.00S,2024-12-12T05:04:32.0Z,4,REGULAR,substitution,in,[],1627780,,,1610612745,87,90,2024-12-12T05:04:44Z,5890000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M48.80S,2024-12-12T05:05:02.3Z,4,REGULAR,foul,personal,[],203110,,,1610612745,87,90,2024-12-12T05:05:18Z,5900000,False,,,0,,D. Green personal FOUL (4 PF),"[203110, 1630578]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1628159.0,,,,4.0,0.0,Sengun,1630578.0
605,PT00M37.10S,2024-12-12T05:05:49.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631095,74.45795006570303,84.31372549019608,1610612745,87,90,2024-12-12T05:06:19Z,5920000,False,172.0,188.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
606,PT00M32.50S,2024-12-12T05:05:54.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,87,90,2024-12-12T05:06:19Z,5930000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,605.0,,,,,,,,,,,,,,,
608,PT00M32.50S,2024-12-12T05:06:04.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,87,90,2024-12-12T05:06:04Z,5950000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT00M32.50S,2024-12-12T05:06:54.6Z,4,REGULAR,substitution,out,[],1641764,,,1610612745,87,90,2024-12-12T05:07:24Z,5960000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT00M32.50S,2024-12-12T05:06:54.6Z,4,REGULAR,substitution,in,[],1626172,,,1610612745,87,90,2024-12-12T05:07:24Z,5970000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M27.20S,2024-12-12T05:07:46.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630578,93.9060446780552,48.28431372549019,1610612745,89,90,2024-12-12T05:07:51Z,5980000,False,-9.0,5.0,1,right,A. Sengun driving Layup (26 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,,26.0,,,,,,,,
612,PT00M11.10S,2024-12-12T05:08:04.2Z,4,REGULAR,3pt,Jump Shot,[],201939,31.35676741130092,59.068627450980394,1610612744,89,90,2024-12-12T05:10:21Z,5990000,False,-45.0,242.0,1,left,MISS S. Curry 24' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,24.65,Missed,,,,,,,,,,,,,,,,,,
613,PT00M08.70S,2024-12-12T05:08:06.6Z,4,REGULAR,rebound,offensive,[],1627780,,,1610612744,89,90,2024-12-12T05:10:21Z,6000000,False,,,0,,G. Payton II REBOUND (Off:3 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,,,612.0,7.0,4.0,3.0,,,,,,,,,,,,
614,PT00M05.70S,2024-12-12T05:08:10.9Z,4,REGULAR,turnover,bad pass,[],1627780,,,1610612744,89,90,2024-12-12T05:09:42Z,6010000,False,,,0,,G. Payton II bad pass TURNOVER (2 TO),"[1627780, 1630224]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Center,,,,,,,,,2.0,Green,1630224.0,,,,,,,,,
615,PT00M05.70S,2024-12-12T05:08:10.9Z,4,REGULAR,steal,,[],1630224,,,1610612745,89,90,2024-12-12T05:08:12Z,6020000,False,,,0,,J. Green STEAL (3 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
616,PT00M03.50S,2024-12-12T05:08:22.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630228,,,1610612745,89,90,2024-12-12T05:08:27Z,6030000,False,,,0,,J. Kuminga personal FOUL (2 PF) (Green 2 FT),"[1630228, 1630224]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1662.0,,,,2.0,0.0,Green,1630224.0
618,PT00M03.50S,2024-12-12T05:08:56.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630224,,,1610612745,90,90,2024-12-12T05:08:56Z,6050000,False,,,0,,J. Green Free Throw 1 of 2 (11 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,11.0,,,,,,,,
619,PT00M03.50S,2024-12-12T05:09:08.7Z,4,REGULAR,substitution,out,[],1627832,,,1610612745,90,90,2024-12-12T05:09:11Z,6060000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT00M03.50S,2024-12-12T05:09:08.7Z,4,REGULAR,substitution,in,[],1641708,,,1610612745,90,90,2024-12-12T05:09:11Z,6070000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT00M03.50S,2024-12-12T05:09:17.0Z,4,REGULAR,substitution,out,[],1628415,,,1610612745,90,90,2024-12-12T05:09:22Z,6080000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M03.50S,2024-12-12T05:09:17.0Z,4,REGULAR,substitution,in,[],1631106,,,1610612745,90,90,2024-12-12T05:09:22Z,6090000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M03.50S,2024-12-12T05:09:23.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630224,,,1610612745,91,90,2024-12-12T05:09:23Z,6100000,False,,,0,,J. Green Free Throw 2 of 2 (12 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,12.0,,,,,,,,
624,PT00M03.50S,2024-12-12T05:09:34.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,91,90,2024-12-12T05:09:34Z,6110000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M03.50S,2024-12-12T05:10:22.3Z,4,REGULAR,substitution,out,[],1630224,,,1610612744,91,90,2024-12-12T05:10:38Z,6120000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M03.50S,2024-12-12T05:10:22.3Z,4,REGULAR,substitution,out,[],1630578,,,1610612744,91,90,2024-12-12T05:10:38Z,6130000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M03.50S,2024-12-12T05:10:22.3Z,4,REGULAR,substitution,out,[],1627780,,,1610612744,91,90,2024-12-12T05:10:38Z,6140000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M03.50S,2024-12-12T05:10:22.3Z,4,REGULAR,substitution,out,[],1626172,,,1610612744,91,90,2024-12-12T05:10:38Z,6150000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M03.50S,2024-12-12T05:10:22.3Z,4,REGULAR,substitution,in,[],1628415,,,1610612744,91,90,2024-12-12T05:10:38Z,6160000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M03.50S,2024-12-12T05:10:22.3Z,4,REGULAR,substitution,in,[],1627832,,,1610612744,91,90,2024-12-12T05:10:38Z,6170000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M03.50S,2024-12-12T05:10:22.3Z,4,REGULAR,substitution,in,[],1627741,,,1610612744,91,90,2024-12-12T05:10:38Z,6180000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M03.50S,2024-12-12T05:10:22.3Z,4,REGULAR,substitution,in,[],1641764,,,1610612744,91,90,2024-12-12T05:10:38Z,6190000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M02.00S,2024-12-12T05:11:08.1Z,4,REGULAR,3pt,Jump Shot,[],1641764,16.245072273324574,4.411764705882353,1610612744,91,90,2024-12-12T05:12:00Z,6200000,False,228.0,100.0,1,left,MISS B. Podziemski 24' 3PT - blocked,"[1641764, 1631095]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,24.9,Missed,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,
634,PT00M02.00S,2024-12-12T05:11:08.1Z,4,REGULAR,block,,[],1631095,,,1610612744,91,90,2024-12-12T05:11:19Z,6210000,False,,,0,,J. Smith Jr. BLOCK (2 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
635,PT00M00.30S,2024-12-12T05:11:09.8Z,4,REGULAR,rebound,defensive,[],1641708,,,1610612745,91,90,2024-12-12T05:13:15Z,6220000,False,,,0,,A. Thompson REBOUND (Off:2 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,633.0,6.0,4.0,2.0,,,,,,,,,,,,
636,PT00M00.00S,2024-12-12T05:11:37.3Z,4,REGULAR,period,end,[],0,,,1610612745,91,90,2024-12-12T05:13:15Z,6230000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M00.00S,2024-12-12T05:11:38.7Z,4,REGULAR,game,end,[],0,,,0,91,90,2024-12-12T05:11:38Z,6240000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
