actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
270,PT05M43.00S,2022-10-26T23:58:01.0Z,2,REGULAR,substitution,out,[],1628378,,,1610612739,41,37,2022-10-26T23:58:16Z,2520000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M43.00S,2022-10-26T23:58:01.0Z,2,REGULAR,substitution,out,[],1631216,,,1610612739,41,37,2022-10-26T23:58:16Z,2530000,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M43.00S,2022-10-26T23:58:01.0Z,2,REGULAR,substitution,in,[],203526,,,1610612739,41,37,2022-10-26T23:58:16Z,2540000,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M43.00S,2022-10-26T23:58:01.0Z,2,REGULAR,substitution,in,[],1628976,,,1610612739,41,37,2022-10-26T23:58:16Z,2550000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M26.00S,2022-10-26T23:58:32.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.64323258869908,53.92156862745098,1610612739,43,37,2022-10-26T23:58:37Z,2560000,20.0,7.0,1,right,J. Allen cutting DUNK (5 PTS) (C. LeVert 5 AST),"[1628386, 1627747]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,,,,,,5.0,C. LeVert,1627747.0,5.0,,,
276,PT05M09.00S,2022-10-26T23:58:49.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,6.783837056504599,51.225490196078425,1610612753,43,39,2022-10-26T23:59:00Z,2580000,-6.0,11.0,1,left,M. Bamba alley-oop DUNK (2 PTS) (T. Ross 1 AST),"[1628964, 203082]",1610612753.0,ORL,alley-oop,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,,,,,,,,2.0,T. Ross,203082.0,1.0,,,
278,PT04M54.00S,2022-10-26T23:59:04.6Z,2,REGULAR,3pt,Jump Shot,[],203526,90.48948751642575,2.450980392156863,1610612739,46,39,2022-10-26T23:59:11Z,2600000,-238.0,37.0,1,right,R. Neto 24' 3PT  (3 PTS) (C. LeVert 6 AST),"[203526, 1627747]",1610612739.0,CLE,,,,Neto,R. Neto,,,,,Left Corner 3,24+ Left,24.05,Made,,,,,,,,,,,,3.0,C. LeVert,1627747.0,6.0,,,
280,PT04M32.00S,2022-10-26T23:59:25.8Z,2,REGULAR,3pt,Jump Shot,[],1630175,31.750985545335087,71.81372549019608,1610612753,46,42,2022-10-26T23:59:30Z,2620000,-109.0,246.0,1,left,C. Anthony 26' 3PT  (3 PTS) (C. Okeke 1 AST),"[1630175, 1629643]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,26.91,Made,,,,,,,,,,,,3.0,C. Okeke,1629643.0,1.0,,,
282,PT04M13.00S,2022-10-26T23:59:45.3Z,2,REGULAR,turnover,bad pass,[],1627747,,,1610612739,46,42,2022-10-26T23:59:50Z,2640000,,,0,,C. LeVert bad pass TURNOVER (3 TO),"[1627747, 203082]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,3.0,Ross,203082.0
283,PT04M13.00S,2022-10-26T23:59:45.3Z,2,REGULAR,steal,,[],203082,,,1610612753,46,42,2022-10-26T23:59:47Z,2650000,,,0,,T. Ross STEAL (2 STL),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
284,PT04M10.00S,2022-10-26T23:59:49.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203082,6.1268068331143235,51.225490196078425,1610612753,46,44,2022-10-27T00:35:53Z,2660000,-6.0,5.0,1,left,T. Ross running Layup (4 PTS),[203082],1610612753.0,ORL,running,,,Ross,T. Ross,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,,,,,4.0,,,,,,
285,PT03M42.00S,2022-10-27T00:00:16.0Z,2,REGULAR,3pt,Jump Shot,[],1627747,66.96780551905388,54.65686274509803,1610612739,46,44,2022-10-27T00:00:21Z,2670000,23.0,258.0,1,right,MISS C. LeVert 25' step back 3PT,[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,,,,,,,,,,,
286,PT03M40.00S,2022-10-27T00:00:18.5Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,46,44,2022-10-27T00:00:18Z,2680000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,285.0,3.0,2.0,1.0,,,,,,,,,,,,,,
287,PT03M33.00S,2022-10-27T00:00:26.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,6.1268068331143235,53.92156862745098,1610612753,46,46,2022-10-27T00:00:31Z,2690000,-20.0,5.0,1,left,C. Anthony driving Layup (5 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,,,,,,5.0,,,,,,
288,PT03M33.00S,2022-10-27T00:00:36.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,46,46,2022-10-27T00:00:36Z,2700000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M33.00S,2022-10-27T00:03:00.2Z,2,REGULAR,substitution,out,[],1626224,,,1610612739,46,46,2022-10-27T00:03:23Z,2710000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M33.00S,2022-10-27T00:03:00.2Z,2,REGULAR,substitution,in,[],201567,,,1610612739,46,46,2022-10-27T00:03:23Z,2720000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M19.00S,2022-10-27T00:03:39.1Z,2,REGULAR,3pt,Jump Shot,[],201567,69.72733245729303,70.83333333333334,1610612739,46,46,2022-10-27T00:03:51Z,2730000,104.0,232.0,1,right,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
293,PT03M18.00S,2022-10-27T00:03:45.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,46,46,2022-10-27T00:03:45Z,2740000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,292.0,,,,,,,,,,,,,,,,,
294,PT03M18.00S,2022-10-27T00:03:47.5Z,2,REGULAR,foul,personal,[],203082,,,1610612739,46,46,2022-10-27T00:15:22Z,2750000,,,0,,T. Ross loose ball personal FOUL (1 PF),"[203082, 1629731]",1610612753.0,ORL,loose ball,,,Ross,T. Ross,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,2882.0,1.0,0.0,Wade,1629731.0,,,,,,,
339,PT03M12.00S,2022-10-27T00:04:17.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203526,85.3646517739816,56.372549019607845,1610612739,46,46,2022-10-27T00:17:51Z,2789765,32.0,85.0,1,right,MISS R. Neto 9' driving floating bank Shot,[203526],1610612739.0,CLE,driving floating bank,,,Neto,R. Neto,,,,,In The Paint (Non-RA),8-16 Center,9.09,Missed,,,,,,,,,,,,,,,,,,
340,PT03M12.00S,2022-10-27T00:04:17.3Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,46,46,2022-10-27T00:16:19Z,2789882,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,339.0,4.0,2.0,2.0,,,,,,,,,,,,,,
341,PT03M11.00S,2022-10-27T00:04:32.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,92.59198423127464,50.73529411764706,1610612739,46,46,2022-10-27T00:17:28Z,2789941,4.0,17.0,1,right,MISS J. Allen tip Layup,[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,,,,,,
342,PT03M11.00S,2022-10-27T00:04:32.2Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,46,46,2022-10-27T00:17:28Z,2789970,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Restricted Area,0-8 Center,,,341.0,1.0,1.0,0.0,,,,,,,,,,,,,,
343,PT03M04.00S,2022-10-27T00:04:39.6Z,2,REGULAR,3pt,Jump Shot,[],1629643,7.30946123521682,97.05882352941177,1610612753,46,46,2022-10-27T00:17:51Z,2789985,-235.0,16.0,1,left,MISS C. Okeke 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,,
344,PT03M04.00S,2022-10-27T00:04:39.6Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,46,46,2022-10-27T00:17:51Z,2789992,,,0,,K. Love REBOUND (Off:0 Def:5),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,,,343.0,5.0,5.0,0.0,,,,,,,,,,,,,,
298,PT02M51.00S,2022-10-27T00:04:47.1Z,2,REGULAR,3pt,Jump Shot,[],1629731,72.61826544021025,17.401960784313726,1610612739,46,46,2022-10-27T00:17:28Z,2790000,-163.0,205.0,1,right,MISS D. Wade 26' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
299,PT02M49.00S,2022-10-27T00:04:49.1Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,46,46,2022-10-27T00:09:06Z,2800000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,298.0,2.0,2.0,0.0,,,,,,,,,,,,,,
302,PT02M36.00S,2022-10-27T00:04:58.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627747,,,1610612753,46,46,2022-10-27T00:05:14Z,2810000,,,0,,C. LeVert personal FOUL (2 PF) (Anthony 2 FT),"[1627747, 1630175]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628954.0,2.0,0.0,Anthony,1630175.0,,,,,,,
304,PT02M36.00S,2022-10-27T00:05:16.3Z,2,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,46,47,2022-10-27T00:09:40Z,2830000,,,0,,C. Anthony Free Throw 1 of 2 (6 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
305,PT02M36.00S,2022-10-27T00:05:17.3Z,2,REGULAR,substitution,out,[],203526,,,1610612753,46,47,2022-10-27T00:05:49Z,2840000,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M36.00S,2022-10-27T00:05:17.3Z,2,REGULAR,substitution,in,[],1628378,,,1610612753,46,47,2022-10-27T00:05:49Z,2850000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M36.00S,2022-10-27T00:05:16.3Z,2,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,46,48,2022-10-27T00:09:40Z,2860000,,,0,,C. Anthony Free Throw 2 of 2 (7 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
309,PT02M26.00S,2022-10-27T00:06:05.3Z,2,REGULAR,turnover,bad pass,[],1627747,,,1610612739,46,48,2022-10-27T00:06:16Z,2870000,,,0,,C. LeVert bad pass TURNOVER (4 TO),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,4.0,,
310,PT02M08.00S,2022-10-27T00:06:26.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628976,5.338370565045992,52.69607843137255,1610612753,46,50,2022-10-27T00:10:51Z,2880000,-13.0,-2.0,1,left,W. Carter Jr. alley-oop DUNK (8 PTS) (C. Anthony 3 AST),"[1628976, 1630175]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,,,,8.0,C. Anthony,1630175.0,3.0,,,
312,PT01M54.00S,2022-10-27T00:06:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,91.27792378449409,61.76470588235294,1610612739,46,50,2022-10-27T00:06:48Z,2900000,59.0,29.0,1,right,MISS D. Mitchell 6' driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,,
313,PT01M48.00S,2022-10-27T00:06:46.9Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,46,50,2022-10-27T00:06:48Z,2910000,,,0,,J. Allen REBOUND (Off:3 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,312.0,5.0,2.0,3.0,,,,,,,,,,,,,,
314,PT01M48.00S,2022-10-27T00:06:47.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,94.40999984741211,50.0,1610612739,48,50,2022-10-27T00:06:47Z,2920000,0.0,0.0,1,right,J. Allen putback Layup (7 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,7.0,,,,,,
315,PT01M33.00S,2022-10-27T00:07:05.1Z,2,REGULAR,foul,offensive,[],1628976,,,1610612753,48,50,2022-10-27T00:07:17Z,2930000,,,0,,W. Carter Jr. charge offensive FOUL (1 PF),"[1628976, 201567]",1610612753.0,ORL,charge,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2882.0,1.0,0.0,Love,201567.0,,,,,,,
317,PT01M33.00S,2022-10-27T00:07:05.1Z,2,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,48,50,2022-10-27T00:07:05Z,2950000,,,0,,W. Carter Jr. offensive foul TURNOVER (3 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2882.0,,,,,,,,,3.0,,
318,PT01M33.00S,2022-10-27T00:07:15.7Z,2,REGULAR,substitution,out,[],1629643,,,1610612739,48,50,2022-10-27T00:07:25Z,2960000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M33.00S,2022-10-27T00:07:15.7Z,2,REGULAR,substitution,in,[],1631094,,,1610612739,48,50,2022-10-27T00:07:25Z,2970000,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M22.00S,2022-10-27T00:07:45.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629731,90.09526938239159,3.9215686274509802,1610612739,51,50,2022-10-27T00:07:56Z,2980000,-230.0,41.0,1,right,D. Wade 3PT  (9 PTS) (D. Mitchell 6 AST),"[1629731, 1628378]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,23.39,Made,,,,,,,,,,,,9.0,D. Mitchell,1628378.0,6.0,,,
322,PT01M06.00S,2022-10-27T00:08:00.6Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,51,50,2022-10-27T00:08:05Z,3000000,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1628378]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Mitchell,1628378.0
323,PT01M06.00S,2022-10-27T00:08:00.6Z,2,REGULAR,steal,,[],1628378,,,1610612739,51,50,2022-10-27T00:08:03Z,3010000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
324,PT00M57.90S,2022-10-27T00:08:11.2Z,2,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612739,51,50,2022-10-27T00:08:26Z,3020000,,,0,,M. Bamba shooting personal FOUL (1 PF) (LeVert 2 FT),"[1628964, 1627747]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,1.0,0.0,LeVert,1627747.0,,,,,,,
326,PT00M57.90S,2022-10-27T00:08:57.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627747,,,1610612739,51,50,2022-10-27T00:08:57Z,3040000,,,0,,MISS C. LeVert Free Throw 1 of 2,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
327,PT00M57.90S,2022-10-27T00:08:57.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,51,50,2022-10-27T00:08:57Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,326.0,,,,,,,,,,,,,,,,,
328,PT00M57.90S,2022-10-27T00:09:13.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627747,,,1610612739,52,50,2022-10-27T00:09:13Z,3060000,,,0,,C. LeVert Free Throw 2 of 2 (7 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
329,PT00M47.20S,2022-10-27T00:09:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,15.062417871222076,40.19607843137255,1610612753,52,50,2022-10-27T00:20:39Z,3070000,49.0,89.0,1,left,MISS C. Anthony 10' finger roll Layup,[1630175],1610612753.0,ORL,finger roll,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,10.17,Missed,,,,,,,,,,,,,,,,,,
330,PT00M44.20S,2022-10-27T00:09:38.9Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,52,50,2022-10-27T00:09:42Z,3080000,,,0,,K. Love REBOUND (Off:0 Def:6),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,329.0,6.0,6.0,0.0,,,,,,,,,,,,,,
331,PT00M37.00S,2022-10-27T00:09:46.1Z,2,REGULAR,3pt,Jump Shot,[],201567,66.96780551905388,51.71568627450981,1610612739,52,50,2022-10-27T00:09:53Z,3090000,9.0,258.0,1,right,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
332,PT00M32.10S,2022-10-27T00:09:51.0Z,2,REGULAR,rebound,offensive,[],1628378,,,1610612739,52,50,2022-10-27T00:09:53Z,3100000,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,331.0,3.0,2.0,1.0,,,,,,,,,,,,,,
333,PT00M32.10S,2022-10-27T00:09:53.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628378,93.77463863337714,50.98039215686274,1610612739,54,50,2022-10-27T00:09:58Z,3110000,5.0,6.0,1,right,D. Mitchell driving DUNK (7 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,,,,7.0,,,,,,
334,PT00M17.40S,2022-10-27T00:10:13.5Z,2,REGULAR,2pt,Jump Shot,[],1631094,8.886333771353483,66.91176470588235,1610612753,54,50,2022-10-27T00:10:21Z,3120000,-85.0,31.0,1,left,MISS P. Banchero 9' driving floating bank Shot,[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,9.01,Missed,,,,,,,,,,,,,,,,,,
335,PT00M14.90S,2022-10-27T00:10:15.9Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,54,50,2022-10-27T00:10:16Z,3130000,,,0,,J. Allen REBOUND (Off:3 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,334.0,6.0,3.0,3.0,,,,,,,,,,,,,,
336,PT00M02.00S,2022-10-27T00:10:30.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,79.84559789750328,41.66666666666667,1610612739,54,50,2022-10-27T00:37:43Z,3140000,-42.0,137.0,1,right,MISS D. Mitchell 14' turnaround Shot,[1628378],1610612739.0,CLE,turnaround,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,14.32,Missed,,,,,,,,,,,,,,,,,,
337,PT00M01.00S,2022-10-27T00:10:31.9Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,54,50,2022-10-27T00:37:43Z,3150000,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,336.0,4.0,4.0,0.0,,,,,,,,,,,,,,
338,PT00M00.00S,2022-10-27T00:10:35.2Z,2,REGULAR,period,end,[],0,,,1610612753,54,50,2022-10-27T00:10:35Z,3160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-10-27T00:23:45.9Z,3,REGULAR,substitution,out,['startperiod'],201567,,,1610612753,54,50,2022-10-27T00:25:52Z,3170000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-10-27T00:23:45.9Z,3,REGULAR,substitution,out,['startperiod'],1628964,,,1610612753,54,50,2022-10-27T00:25:52Z,3180000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-10-27T00:23:45.9Z,3,REGULAR,substitution,in,['startperiod'],1630596,,,1610612753,54,50,2022-10-27T00:25:52Z,3190000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-10-27T00:23:45.9Z,3,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,54,50,2022-10-27T00:25:52Z,3200000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-10-27T00:25:58.9Z,3,REGULAR,period,start,[],0,,,1610612739,54,50,2022-10-27T00:25:58Z,3210000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT11M45.00S,2022-10-27T00:26:13.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,15.719448094612352,47.05882352941176,1610612739,54,50,2022-10-27T00:26:19Z,3220000,15.0,95.0,1,left,MISS J. Allen 9' Jump Shot,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,9.64,Missed,,,,,,,,,,,,,,,,,,
356,PT11M39.00S,2022-10-27T00:26:19.9Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,54,50,2022-10-27T00:27:03Z,3230000,,,0,,P. Banchero REBOUND (Off:0 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,355.0,5.0,5.0,0.0,,,,,,,,,,,,,,
357,PT11M33.00S,2022-10-27T00:26:35.5Z,3,REGULAR,foul,technical,['1freethrow'],1628386,,,1610612753,54,50,2022-10-27T00:26:47Z,3240000,,,0,,J. Allen defensive-3-second technical FOUL (1 Tech),[1628386],1610612739.0,CLE,defensive-3-second,,,Allen,J. Allen,,,,,,,,,,,,,,,200833.0,1.0,1.0,,,,,,,,,
358,PT11M33.00S,2022-10-27T00:26:48.8Z,3,REGULAR,freethrow,1 of 1,[],1630532,,,1610612753,54,50,2022-10-27T00:26:48Z,3250000,,,0,,MISS F. Wagner technical Free Throw 1 of 1,[1630532],1610612753.0,ORL,technical,,,Wagner,F. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
359,PT11M33.00S,2022-10-27T00:26:48.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,54,50,2022-10-27T00:26:48Z,3260000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,,,,
360,PT11M22.00S,2022-10-27T00:27:14.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,85.10183968462549,42.8921568627451,1610612753,54,50,2022-10-27T00:27:21Z,3270000,-36.0,88.0,1,right,MISS F. Wagner 9' driving Hook,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,9.44,Missed,,,,,,,,,,,,,,,,,,
361,PT11M19.00S,2022-10-27T00:27:17.5Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,54,50,2022-10-27T00:27:21Z,3280000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,360.0,1.0,1.0,0.0,,,,,,,,,,,,,,
362,PT11M05.00S,2022-10-27T00:27:31.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,18.74178712220762,55.88235294117647,1610612739,54,50,2022-10-27T00:39:06Z,3290000,-29.0,124.0,1,left,MISS D. Mitchell 12' Jump Shot,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,12.71,Missed,,,,,,,,,,,,,,,,,,
