actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
261,PT06M41.00S,2022-11-03T00:28:52.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,43,39,2022-11-03T00:28:52Z,2570000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M41.00S,2022-11-03T00:29:28.9Z,2,REGULAR,substitution,out,[],1629731,,,1610612739,43,39,2022-11-03T00:32:05Z,2580000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M41.00S,2022-11-03T00:29:28.9Z,2,REGULAR,substitution,out,[],1627763,,,1610612739,43,39,2022-11-03T00:32:05Z,2590000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M41.00S,2022-11-03T00:29:28.9Z,2,REGULAR,substitution,in,[],201567,,,1610612739,43,39,2022-11-03T00:32:05Z,2600000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M41.00S,2022-11-03T00:29:28.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612739,43,39,2022-11-03T00:32:05Z,2610000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M25.00S,2022-11-03T00:32:20.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201567,71.96123521681997,84.06862745098039,1610612739,43,39,2022-11-03T00:32:24Z,2620000,170.0,211.0,1,right,MISS K. Love 27' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,27.12,Missed,,,,,,,,,,,,,,,,,,
269,PT06M21.00S,2022-11-03T00:32:24.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,43,39,2022-11-03T00:32:24Z,2630000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,268.0,3.0,3.0,0.0,,,,,,,,,,,,,
270,PT06M12.00S,2022-11-03T00:32:32.9Z,2,REGULAR,3pt,Jump Shot,[],201143,7.703679369250986,3.431372549019608,1610612738,43,39,2022-11-03T00:32:38Z,2640000,233.0,20.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.36,Missed,,,,,,,,,,,,,,,,,,
271,PT06M09.00S,2022-11-03T00:32:35.8Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,43,39,2022-11-03T00:32:35Z,2650000,,,0,,J. Tatum REBOUND (Off:3 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,270.0,6.0,3.0,3.0,,,,,,,,,,,,,
272,PT06M08.00S,2022-11-03T00:32:37.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,6.1268068331143235,50.49019607843137,1610612738,43,41,2022-11-03T00:32:43Z,2660000,-2.0,5.0,1,left,A. Horford driving Layup (4 PTS) (J. Tatum 4 AST),"[201143, 1628369]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,0.57,Made,4.0,,,,,J. Tatum,1628369.0,4.0,,,,,,,,,,
274,PT05M45.00S,2022-11-03T00:33:00.2Z,2,REGULAR,3pt,Jump Shot,[],201567,94.30026281208936,94.6078431372549,1610612739,43,41,2022-11-03T00:33:04Z,2680000,223.0,1.0,1,right,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,22.3,Missed,,,,,,,,,,,,,,,,,,
275,PT05M42.00S,2022-11-03T00:33:03.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,43,41,2022-11-03T00:33:04Z,2690000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,,274.0,2.0,2.0,0.0,,,,,,,,,,,,,
276,PT05M36.00S,2022-11-03T00:33:09.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,31.61957950065703,64.95098039215686,1610612738,43,41,2022-11-03T00:33:12Z,2700000,-75.0,245.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
277,PT05M33.00S,2022-11-03T00:33:12.3Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,43,41,2022-11-03T00:33:12Z,2710000,,,0,,C. LeVert REBOUND (Off:1 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,276.0,3.0,2.0,1.0,,,,,,,,,,,,,
278,PT05M30.00S,2022-11-03T00:33:20.3Z,2,REGULAR,foul,personal,[],1627759,,,1610612739,43,41,2022-11-03T00:33:30Z,2720000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1627747]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,2.0,0.0,LeVert,1627747.0,,,,,
280,PT05M30.00S,2022-11-03T00:33:30.1Z,2,REGULAR,substitution,out,[],1628378,,,1610612739,43,41,2022-11-03T00:33:41Z,2740000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M30.00S,2022-11-03T00:33:30.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612739,43,41,2022-11-03T00:33:41Z,2750000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M30.00S,2022-11-03T00:33:30.1Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,43,41,2022-11-03T00:33:41Z,2760000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M30.00S,2022-11-03T00:33:30.1Z,2,REGULAR,substitution,in,[],203935,,,1610612739,43,41,2022-11-03T00:33:41Z,2770000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M22.00S,2022-11-03T00:33:54.7Z,2,REGULAR,3pt,Jump Shot,[],1627747,72.48685939553219,17.15686274509804,1610612739,46,41,2022-11-03T00:34:01Z,2780000,-164.0,206.0,1,right,C. LeVert 26' 3PT step back (3 PTS),[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,26.35,Made,3.0,,,,,,,,,,,,,,,,,
285,PT05M11.00S,2022-11-03T00:34:04.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,30.436925098554536,70.09803921568627,1610612738,46,41,2022-11-03T00:34:08Z,2790000,-100.0,234.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
286,PT05M08.00S,2022-11-03T00:34:07.8Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,46,41,2022-11-03T00:34:08Z,2800000,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,285.0,3.0,2.0,1.0,,,,,,,,,,,,,
287,PT05M01.00S,2022-11-03T00:34:15.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,86.15308804204993,50.73529411764706,1610612739,46,41,2022-11-03T00:34:19Z,2810000,4.0,78.0,1,right,MISS C. LeVert 7' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,7.78,Missed,,,,,,,,,,,,,,,,,,
288,PT04M58.00S,2022-11-03T00:34:18.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,46,41,2022-11-03T00:34:19Z,2820000,,,0,,A. Horford REBOUND (Off:1 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,287.0,8.0,7.0,1.0,,,,,,,,,,,,,
289,PT04M54.00S,2022-11-03T00:34:22.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,12.565703022339028,95.58823529411765,1610612738,46,41,2022-11-03T00:38:42Z,2830000,-228.0,66.0,1,left,MISS J. Brown running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.72,Missed,,,,,,,,,,,,,,,,,,
290,PT04M52.00S,2022-11-03T00:34:24.0Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,46,41,2022-11-03T00:34:25Z,2840000,,,0,,K. Love REBOUND (Off:1 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,,,,289.0,4.0,3.0,1.0,,,,,,,,,,,,,
291,PT04M39.00S,2022-11-03T00:34:41.0Z,2,REGULAR,foul,offensive,[],1630171,,,1610612739,46,41,2022-11-03T00:34:49Z,2850000,,,0,,I. Okoro charge offensive FOUL (2 PF),"[1630171, 1628401]",1610612739.0,CLE,charge,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,2.0,0.0,White,1628401.0,,,,,
293,PT04M39.00S,2022-11-03T00:34:41.0Z,2,REGULAR,turnover,offensive foul,[],1630171,,,1610612739,46,41,2022-11-03T00:34:41Z,2870000,,,0,,I. Okoro offensive foul TURNOVER (1 TO),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,,,,,,,1.0,,
294,PT04M30.00S,2022-11-03T00:35:06.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,32.53942181340342,53.67647058823529,1610612738,46,41,2022-11-03T00:35:12Z,2880000,-18.0,253.0,1,left,MISS M. Smart 25' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
295,PT04M26.00S,2022-11-03T00:35:10.4Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,46,41,2022-11-03T00:35:12Z,2890000,,,0,,K. Love REBOUND (Off:1 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,294.0,5.0,4.0,1.0,,,,,,,,,,,,,
296,PT04M16.00S,2022-11-03T00:35:20.2Z,2,REGULAR,3pt,Jump Shot,[],201567,92.46057818659659,2.450980392156863,1610612739,46,41,2022-11-03T00:35:24Z,2900000,-238.0,18.0,1,right,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,23.84,Missed,,,,,,,,,,,,,,,,,,
297,PT04M14.00S,2022-11-03T00:35:22.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,41,2022-11-03T00:35:24Z,2910000,,,0,,J. Tatum REBOUND (Off:3 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,296.0,7.0,4.0,3.0,,,,,,,,,,,,,
298,PT04M08.00S,2022-11-03T00:35:30.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.178055190538765,51.470588235294116,1610612738,46,43,2022-11-03T00:35:35Z,2920000,-7.0,15.0,1,left,J. Brown driving Layup (13 PTS) (D. White 3 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.67,Made,13.0,,,,,D. White,1628401.0,3.0,,,,,,,,,,
300,PT04M08.00S,2022-11-03T00:35:33.9Z,2,REGULAR,foul,personal,['1freethrow'],201567,,,1610612738,46,43,2022-11-03T00:36:01Z,2940000,,,0,,K. Love shooting personal FOUL (1 PF) (Brown 1 FT),"[201567, 1627759]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,1.0,0.0,Brown,1627759.0,,,,,
302,PT04M08.00S,2022-11-03T00:35:44.1Z,2,REGULAR,substitution,out,[],201567,,,1610612738,46,43,2022-11-03T00:36:00Z,2960000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT04M08.00S,2022-11-03T00:35:44.1Z,2,REGULAR,substitution,out,[],1630171,,,1610612738,46,43,2022-11-03T00:36:00Z,2970000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M08.00S,2022-11-03T00:35:44.1Z,2,REGULAR,substitution,in,[],1629731,,,1610612738,46,43,2022-11-03T00:36:00Z,2980000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M08.00S,2022-11-03T00:35:44.1Z,2,REGULAR,substitution,in,[],1628378,,,1610612738,46,43,2022-11-03T00:36:00Z,2990000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT04M08.00S,2022-11-03T00:36:04.1Z,2,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,46,44,2022-11-03T00:36:04Z,3000000,,,0,,J. Brown Free Throw 1 of 1 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
307,PT03M46.00S,2022-11-03T00:36:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,91.80354796320631,60.78431372549019,1610612739,46,44,2022-11-03T00:36:36Z,3010000,54.0,25.0,1,right,MISS D. Mitchell driving Layup - blocked,"[1628378, 1628401]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,,,,,,,White,1628401.0,,,
308,PT03M46.00S,2022-11-03T00:36:30.0Z,2,REGULAR,block,,[],1628401,,,1610612739,46,44,2022-11-03T00:36:34Z,3020000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
309,PT03M46.00S,2022-11-03T00:36:30.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,46,44,2022-11-03T00:36:36Z,3030000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,307.0,,,,,,,,,,,,,,,,
311,PT03M43.00S,2022-11-03T00:36:48.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629731,91.5407358738502,75.24509803921569,1610612739,46,44,2022-11-03T00:41:25Z,3050000,126.0,27.0,1,right,MISS D. Wade 12' fadeaway Shot,[1629731],1610612739.0,CLE,fadeaway,,,Wade,D. Wade,,,,,Mid-Range,8-16 Right,12.91,Missed,,,,,,,,,,,,,,,,,,
312,PT03M39.00S,2022-11-03T00:36:52.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,44,2022-11-03T00:36:55Z,3060000,,,0,,J. Tatum REBOUND (Off:3 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,311.0,8.0,5.0,3.0,,,,,,,,,,,,,
313,PT03M37.00S,2022-11-03T00:36:58.7Z,2,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612738,46,44,2022-11-03T00:37:06Z,3070000,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Brown 2 FT),"[1628378, 1627759]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1179.0,2.0,0.0,Brown,1627759.0,,,,,
315,PT03M37.00S,2022-11-03T00:37:23.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,46,45,2022-11-03T00:37:23Z,3090000,,,0,,J. Brown Free Throw 1 of 2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
316,PT03M37.00S,2022-11-03T00:37:38.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,46,46,2022-11-03T00:37:38Z,3100000,,,0,,J. Brown Free Throw 2 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
317,PT03M20.00S,2022-11-03T00:37:57.9Z,2,REGULAR,2pt,Jump Shot,[],1629636,77.61169513797634,51.225490196078425,1610612739,46,46,2022-11-03T00:41:58Z,3110000,6.0,158.0,1,right,MISS D. Garland 15' fadeaway Shot,[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,Mid-Range,8-16 Center,15.81,Missed,,,,,,,,,,,,,,,,,,
318,PT03M18.00S,2022-11-03T00:37:59.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,46,46,2022-11-03T00:38:02Z,3120000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,,317.0,3.0,3.0,0.0,,,,,,,,,,,,,
319,PT03M11.00S,2022-11-03T00:38:06.4Z,2,REGULAR,3pt,Jump Shot,[],1628401,8.492115637319317,2.696078431372549,1610612738,46,49,2022-11-03T00:38:10Z,3130000,237.0,27.0,1,left,D. White 3PT  (3 PTS) (J. Brown 2 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.81,Made,3.0,,,,,J. Brown,1627759.0,2.0,,,,,,,,,,
321,PT02M43.00S,2022-11-03T00:38:34.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629731,84.57621550591328,38.48039215686275,1610612739,46,49,2022-11-03T00:38:41Z,3150000,-58.0,92.0,1,right,MISS D. Wade 10' turnaround fadeaway Shot,[1629731],1610612739.0,CLE,turnaround fadeaway,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Left,10.9,Missed,,,,,,,,,,,,,,,,,,
322,PT02M37.00S,2022-11-03T00:38:40.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,46,49,2022-11-03T00:38:41Z,3160000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,,,,321.0,4.0,4.0,0.0,,,,,,,,,,,,,
323,PT02M33.00S,2022-11-03T00:38:44.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,31.488173455978973,25.245098039215684,1610612738,46,52,2022-11-03T00:38:49Z,3170000,124.0,243.0,1,left,J. Tatum 27' 3PT  (9 PTS) (J. Brown 3 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.32,Made,9.0,,,,,J. Brown,1627759.0,3.0,,,,,,,,,,
325,PT02M18.00S,2022-11-03T00:38:59.3Z,2,REGULAR,3pt,Jump Shot,[],1629636,75.64060446780552,9.803921568627452,1610612739,46,52,2022-11-03T00:43:01Z,3190000,-201.0,176.0,1,right,MISS D. Garland 26' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.75,Missed,,,,,,,,,,,,,,,,,,
326,PT02M14.00S,2022-11-03T00:39:03.3Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,46,52,2022-11-03T00:39:05Z,3200000,,,0,,A. Horford REBOUND (Off:1 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,325.0,9.0,8.0,1.0,,,,,,,,,,,,,
327,PT02M05.00S,2022-11-03T00:39:12.3Z,2,REGULAR,3pt,Jump Shot,[],201143,4.5499342969776615,98.2843137254902,1610612738,46,52,2022-11-03T00:39:16Z,3210000,-241.0,-10.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,24.16,Missed,,,,,,,,,,,,,,,,,,
328,PT02M02.00S,2022-11-03T00:39:15.3Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,46,52,2022-11-03T00:39:16Z,3220000,,,0,,C. LeVert REBOUND (Off:1 Def:3),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,,,,327.0,4.0,3.0,1.0,,,,,,,,,,,,,
329,PT01M55.00S,2022-11-03T00:39:22.4Z,2,REGULAR,turnover,bad pass,[],1627747,,,1610612739,46,52,2022-11-03T00:46:52Z,3230000,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1627759]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0
330,PT01M55.00S,2022-11-03T00:39:22.4Z,2,REGULAR,steal,,[],1627759,,,1610612738,46,52,2022-11-03T00:39:24Z,3240000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
331,PT01M50.00S,2022-11-03T00:39:28.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,8.09789750328515,51.470588235294116,1610612738,46,54,2022-11-03T00:45:14Z,3250000,-7.0,24.0,1,left,J. Tatum running DUNK (11 PTS) (D. White 4 AST),"[1628369, 1628401]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.47,Made,11.0,,,,,D. White,1628401.0,4.0,,,,,,,,,,
333,PT01M50.00S,2022-11-03T00:39:38.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,46,54,2022-11-03T00:39:38Z,3270000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M50.00S,2022-11-03T00:41:41.9Z,2,REGULAR,substitution,out,[],1629731,,,1610612739,46,54,2022-11-03T00:42:47Z,3280000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT01M50.00S,2022-11-03T00:41:41.9Z,2,REGULAR,substitution,out,[],1628401,,,1610612739,46,54,2022-11-03T00:42:47Z,3290000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M50.00S,2022-11-03T00:41:41.9Z,2,REGULAR,substitution,in,[],1626224,,,1610612739,46,54,2022-11-03T00:42:47Z,3300000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT01M50.00S,2022-11-03T00:41:41.9Z,2,REGULAR,substitution,in,[],1627763,,,1610612739,46,54,2022-11-03T00:42:47Z,3310000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT01M29.00S,2022-11-03T00:43:21.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,82.60512483574244,45.09803921568628,1610612739,48,54,2022-11-03T00:45:39Z,3320000,-25.0,111.0,1,right,C. LeVert 11' fadeaway Jump Shot (5 PTS),[1627747],1610612739.0,CLE,fadeaway,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,11.37,Made,5.0,,,,,,,,,,,,,,,,,
339,PT01M17.00S,2022-11-03T00:43:33.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,6.652431011826544,51.225490196078425,1610612738,48,56,2022-11-03T00:43:36Z,3330000,-6.0,10.0,1,left,M. Brogdon cutting Layup (11 PTS) (M. Smart 2 AST),"[1627763, 203935]",1610612738.0,BOS,cutting,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.17,Made,11.0,,,,,M. Smart,203935.0,2.0,,,,,,,,,,
341,PT01M00.00S,2022-11-03T00:43:50.3Z,2,REGULAR,3pt,Jump Shot,[],1626224,78.66294349540078,92.40196078431373,1610612739,48,56,2022-11-03T00:43:54Z,3350000,212.0,148.0,1,right,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
342,PT00M58.90S,2022-11-03T00:43:51.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,48,56,2022-11-03T00:43:54Z,3360000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,341.0,4.0,4.0,0.0,,,,,,,,,,,,,
343,PT00M54.20S,2022-11-03T00:43:57.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,19.136005256241788,4.6568627450980395,1610612738,48,56,2022-11-03T00:47:50Z,3370000,227.0,127.0,1,left,MISS J. Tatum 26' running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
344,PT00M51.00S,2022-11-03T00:44:00.5Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,48,56,2022-11-03T00:44:01Z,3380000,,,0,,J. Allen REBOUND (Off:1 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,343.0,5.0,4.0,1.0,,,,,,,,,,,,,
345,PT00M30.00S,2022-11-03T00:44:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,92.59198423127464,50.98039215686274,1610612739,50,56,2022-11-03T00:44:25Z,3390000,5.0,17.0,1,right,J. Allen alley-oop Layup (6 PTS) (D. Garland 4 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.78,Made,6.0,,,,,D. Garland,1629636.0,4.0,,,,,,,,,,
