actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,area,areaDetail,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
345,PT08M44.00S,2023-01-16T21:26:21.5Z,3,REGULAR,2pt,Jump Shot,[],1630596,91.14651773981603,73.0392156862745,1610612739,53,58,2023-01-16T21:29:05Z,3390000,False,115.0,31.0,1,right,MISS E. Mobley 11' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,11.92,Missed,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,
346,PT08M43.00S,2023-01-16T21:26:22.5Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,53,58,2023-01-16T21:26:42Z,3400000,False,,,0,,J. Allen REBOUND (Off:4 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Mid-Range,8-16 Right,345.0,5.0,1.0,4.0,,,,,,,,,,
347,PT08M42.00S,2023-01-16T21:26:26.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,87.46714848883047,38.72549019607843,1610612739,55,58,2023-01-16T21:26:37Z,3410000,False,-56.0,65.0,1,right,J. Allen 8' putback Layup (12 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,8.63,Made,12.0,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,
348,PT08M26.00S,2023-01-16T21:26:39.1Z,3,REGULAR,2pt,Jump Shot,[],203468,9.806176084099869,78.92156862745098,1610612740,55,60,2023-01-16T21:29:46Z,3420000,False,-145.0,40.0,1,left,C. McCollum 15' turnaround fadeaway Jump Shot (11 PTS),[203468],1610612740.0,NOP,turnaround fadeaway,,,McCollum,C. McCollum,,,,,15.0,Made,11.0,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,
349,PT08M14.00S,2023-01-16T21:26:51.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630171,93.38042049934296,52.69607843137255,1610612739,57,60,2023-01-16T21:26:57Z,3430000,False,13.0,10.0,1,right,I. Okoro cutting DUNK (6 PTS) (D. Garland 6 AST),"[1630171, 1629636]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,1.66,Made,6.0,D. Garland,1629636.0,6.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,
351,PT08M04.00S,2023-01-16T21:27:01.9Z,3,REGULAR,3pt,Jump Shot,[],1630530,34.90473061760841,37.745098039215684,1610612740,57,60,2023-01-16T21:27:06Z,3450000,False,61.0,276.0,1,left,MISS T. Murphy III 28' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,28.23,Missed,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,
352,PT08M00.00S,2023-01-16T21:27:05.9Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,57,60,2023-01-16T21:27:06Z,3460000,False,,,0,,J. Allen REBOUND (Off:4 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Above the Break 3,24+ Center,351.0,6.0,2.0,4.0,,,,,,,,,,
353,PT07M46.00S,2023-01-16T21:27:18.7Z,3,REGULAR,3pt,Jump Shot,[],1630171,91.01511169513797,95.83333333333334,1610612739,57,60,2023-01-16T21:27:23Z,3470000,False,229.0,32.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,23.14,Missed,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,
354,PT07M43.00S,2023-01-16T21:27:21.7Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,57,60,2023-01-16T21:27:23Z,3480000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Right Corner 3,24+ Right,353.0,10.0,9.0,1.0,,,,,,,,,,
355,PT07M40.00S,2023-01-16T21:27:25.7Z,3,REGULAR,turnover,lost ball,[],203468,,,1610612740,57,60,2023-01-16T21:30:54Z,3490000,False,,,0,,C. McCollum lost ball TURNOVER (2 TO),"[203468, 1628386]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,Mid-Range,8-16 Right,,,,,2.0,,,Allen,1628386.0,,,,,
356,PT07M40.00S,2023-01-16T21:27:25.7Z,3,REGULAR,steal,,[],1628386,,,1610612739,57,60,2023-01-16T21:27:28Z,3500000,False,,,0,,J. Allen STEAL (2 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,
357,PT07M31.00S,2023-01-16T21:27:34.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,92.59198423127464,50.98039215686274,1610612739,59,60,2023-01-16T21:27:43Z,3510000,False,5.0,17.0,1,right,E. Mobley cutting Layup (14 PTS) (D. Garland 7 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,1.78,Made,14.0,D. Garland,1629636.0,7.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,
359,PT07M09.00S,2023-01-16T21:27:55.8Z,3,REGULAR,2pt,Jump Shot,[],203468,22.946780551905388,34.55882352941176,1610612740,59,60,2023-01-16T21:28:11Z,3530000,False,77.0,163.0,1,left,MISS C. McCollum 18' step back Shot,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,18.05,Missed,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,
360,PT07M08.00S,2023-01-16T21:27:56.8Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,59,60,2023-01-16T21:28:42Z,3540000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Mid-Range,16-24 Right Center,359.0,11.0,9.0,2.0,,,,,,,,,,
361,PT07M07.00S,2023-01-16T21:28:03.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,5.590000152587891,50.0,1610612740,59,62,2023-01-16T21:28:30Z,3550000,False,0.0,0.0,1,left,J. Valanciunas putback Layup (15 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,0.0,Made,15.0,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,
362,PT06M45.00S,2023-01-16T21:28:19.8Z,3,REGULAR,3pt,Jump Shot,[],1629636,65.91655716162943,43.627450980392155,1610612739,59,62,2023-01-16T21:32:03Z,3560000,False,-32.0,268.0,1,right,MISS D. Garland 26' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,26.98,Missed,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,
363,PT06M45.00S,2023-01-16T21:28:19.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,59,62,2023-01-16T21:28:34Z,3570000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,Above the Break 3,24+ Center,362.0,,,,,,,,,,,,,
364,PT06M44.00S,2023-01-16T21:28:30.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,59,62,2023-01-16T21:28:30Z,3580000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT06M44.00S,2023-01-16T21:30:53.0Z,3,REGULAR,substitution,out,[],1630230,,,1610612740,59,62,2023-01-16T21:31:06Z,3590000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT06M44.00S,2023-01-16T21:30:53.0Z,3,REGULAR,substitution,in,[],1630631,,,1610612740,59,62,2023-01-16T21:31:06Z,3600000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT06M24.00S,2023-01-16T21:31:39.9Z,3,REGULAR,2pt,Jump Shot,[],1630700,10.463206307490145,72.54901960784314,1610612740,59,64,2023-01-16T21:31:46Z,3610000,False,-113.0,46.0,1,left,D. Daniels 12' floating Jump Shot (4 PTS) (J. Valanciunas 1 AST),"[1630700, 202685]",1610612740.0,NOP,floating,,,Daniels,D. Daniels,,,,,12.17,Made,4.0,J. Valanciunas,202685.0,1.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,
371,PT06M09.00S,2023-01-16T21:32:04.6Z,3,REGULAR,foul,personal,[],1630631,,,1610612739,59,64,2023-01-16T21:32:16Z,3640000,False,,,0,,J. Alvarado personal FOUL (2 PF),"[1630631, 1630596]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,,1628480.0,2.0,0.0,Mobley,1630596.0
373,PT05M53.00S,2023-01-16T21:32:33.7Z,3,REGULAR,2pt,Jump Shot,[],1629636,88.91261498028909,33.57843137254902,1610612739,61,64,2023-01-16T21:32:38Z,3660000,False,-82.0,52.0,1,right,D. Garland 9' driving floating bank Jump Shot (7 PTS),[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,9.7,Made,7.0,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,
374,PT05M30.00S,2023-01-16T21:33:00.8Z,3,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,61,64,2023-01-16T21:33:09Z,3670000,False,,,0,,T. Murphy III bad pass out-of-bounds TURNOVER (2 TO),[1630530],1610612740.0,NOP,bad pass,,,Murphy III,T. Murphy III,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,2.0,,,,,1628480.0,,,,
376,PT05M09.00S,2023-01-16T21:33:31.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,70.90998685939553,11.27450980392157,1610612739,64,64,2023-01-16T21:33:36Z,3690000,False,-194.0,221.0,1,right,D. Garland 29' 3PT pullup (10 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,29.37,Made,10.0,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,
377,PT04M55.00S,2023-01-16T21:33:50.0Z,3,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612740,64,64,2023-01-16T21:33:58Z,3700000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1630596, 202685]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628480.0,1.0,0.0,Valanciunas,202685.0
379,PT04M55.00S,2023-01-16T21:34:17.3Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,64,64,2023-01-16T21:34:17Z,3720000,False,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,,,
380,PT04M55.00S,2023-01-16T21:34:17.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,64,64,2023-01-16T21:34:17Z,3730000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,379.0,,,,,,,,,,,,,
381,PT04M55.00S,2023-01-16T21:34:18.5Z,3,REGULAR,substitution,out,[],1630171,,,1610612740,64,64,2023-01-16T21:34:26Z,3740000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT04M55.00S,2023-01-16T21:34:18.5Z,3,REGULAR,substitution,in,[],1627747,,,1610612740,64,64,2023-01-16T21:34:26Z,3750000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT04M55.00S,2023-01-16T21:34:38.1Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,64,65,2023-01-16T21:34:38Z,3760000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (16 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,,
385,PT04M55.00S,2023-01-16T21:34:50.5Z,3,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,64,65,2023-01-16T21:34:57Z,3780000,False,,,0,,E. Mobley bad pass out-of-bounds TURNOVER (2 TO),[1630596],1610612739.0,CLE,bad pass,,,Mobley,E. Mobley,,,,,,,,,,,Mid-Range,8-16 Right,,,,,2.0,,,,,1626300.0,,,,
386,PT04M51.00S,2023-01-16T21:34:57.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203468,4.28712220762155,99.75490196078431,1610612740,64,68,2023-01-16T21:35:03Z,3790000,False,-249.0,-12.0,1,left,C. McCollum 24' 3PT  (14 PTS) (D. Daniels 2 AST),"[203468, 1630700]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,24.91,Made,14.0,D. Daniels,1630700.0,2.0,Left Corner 3,24+ Left,,,,,,,,,,,,,,
388,PT04M44.00S,2023-01-16T21:35:10.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,64,68,2023-01-16T21:35:10Z,3810000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT04M44.00S,2023-01-16T21:36:50.1Z,3,REGULAR,substitution,out,[],1630596,,,1610612739,64,68,2023-01-16T21:37:45Z,3820000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT04M44.00S,2023-01-16T21:36:50.1Z,3,REGULAR,substitution,out,[],1628378,,,1610612739,64,68,2023-01-16T21:37:45Z,3830000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT04M44.00S,2023-01-16T21:36:50.1Z,3,REGULAR,substitution,in,[],201937,,,1610612739,64,68,2023-01-16T21:37:45Z,3840000,False,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M44.00S,2023-01-16T21:36:50.1Z,3,REGULAR,substitution,in,[],201567,,,1610612739,64,68,2023-01-16T21:37:45Z,3850000,False,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M24.00S,2023-01-16T21:38:19.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,93.51182654402102,50.0,1610612739,66,68,2023-01-16T21:39:44Z,3860000,False,0.0,8.0,1,right,D. Garland finger roll Layup (12 PTS),[1629636],1610612739.0,CLE,finger roll,,,Garland,D. Garland,,,,,0.85,Made,12.0,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,
394,PT04M10.00S,2023-01-16T21:38:36.1Z,3,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612740,66,68,2023-01-16T21:38:46Z,3870000,False,,,0,,C. LeVert shooting personal FOUL (1 PF) (McCollum 2 FT),"[1627747, 203468]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,1626300.0,1.0,0.0,McCollum,203468.0
396,PT04M10.00S,2023-01-16T21:39:05.0Z,3,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,66,69,2023-01-16T21:39:25Z,3890000,False,,,0,,C. McCollum Free Throw 1 of 2 (15 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,,
397,PT04M10.00S,2023-01-16T21:39:05.0Z,3,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,66,69,2023-01-16T21:39:25Z,3900000,False,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Missed,,,,,,,,,,,,,,,,,,,,
398,PT04M07.00S,2023-01-16T21:39:08.0Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,66,69,2023-01-16T21:39:25Z,3910000,False,,,0,,J. Allen REBOUND (Off:4 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,397.0,7.0,3.0,4.0,,,,,,,,,,
399,PT03M53.00S,2023-01-16T21:39:42.5Z,3,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612739,66,69,2023-01-16T21:39:49Z,3920000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Garland 2 FT),"[1630530, 1629636]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628480.0,1.0,0.0,Garland,1629636.0
401,PT03M53.00S,2023-01-16T21:40:13.4Z,3,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,67,69,2023-01-16T21:40:13Z,3940000,False,,,0,,D. Garland Free Throw 1 of 2 (13 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,,
402,PT03M53.00S,2023-01-16T21:40:14.1Z,3,REGULAR,substitution,out,[],1630700,,,1610612739,67,69,2023-01-16T21:40:26Z,3950000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT03M53.00S,2023-01-16T21:40:14.1Z,3,REGULAR,substitution,out,[],1630530,,,1610612739,67,69,2023-01-16T21:40:26Z,3960000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT03M53.00S,2023-01-16T21:40:14.1Z,3,REGULAR,substitution,in,[],1630230,,,1610612739,67,69,2023-01-16T21:40:26Z,3970000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M53.00S,2023-01-16T21:40:14.1Z,3,REGULAR,substitution,in,[],1629637,,,1610612739,67,69,2023-01-16T21:40:26Z,3980000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M53.00S,2023-01-16T21:40:33.2Z,3,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,68,69,2023-01-16T21:40:33Z,3990000,False,,,0,,D. Garland Free Throw 2 of 2 (14 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,,
407,PT03M41.00S,2023-01-16T21:40:46.9Z,3,REGULAR,3pt,Jump Shot,[],1630631,6.915243101182654,99.50980392156863,1610612740,68,72,2023-01-16T21:41:13Z,4000000,False,-248.0,13.0,1,left,J. Alvarado 24' 3PT pullup (10 PTS) (J. Valanciunas 2 AST),"[1630631, 202685]",1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,24.78,Made,10.0,J. Valanciunas,202685.0,2.0,Left Corner 3,24+ Left,,,,,,,,,,,,,,
409,PT03M22.00S,2023-01-16T21:41:05.6Z,3,REGULAR,2pt,Jump Shot,[],201937,88.91261498028909,66.42156862745098,1610612739,70,72,2023-01-16T21:41:20Z,4020000,False,82.0,52.0,1,right,R. Rubio 9' fadeaway Jump Shot (2 PTS) (D. Garland 8 AST),"[201937, 1629636]",1610612739.0,CLE,fadeaway,,,Rubio,R. Rubio,,,,,9.7,Made,2.0,D. Garland,1629636.0,8.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,
410,PT03M16.00S,2023-01-16T21:41:18.7Z,3,REGULAR,foul,personal,['3freethrow'],1627747,,,1610612740,70,72,2023-01-16T21:43:07Z,4030000,False,,,0,,C. LeVert shooting personal FOUL (2 PF) (McCollum 3 FT),"[1627747, 203468]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,2530.0,2.0,0.0,McCollum,203468.0
412,PT03M16.00S,2023-01-16T21:41:41.4Z,3,REGULAR,freethrow,1 of 3,[],203468,,,1610612740,70,73,2023-01-16T21:47:53Z,4050000,False,,,0,,C. McCollum Free Throw 1 of 3 (16 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,,
413,PT03M16.00S,2023-01-16T21:41:41.4Z,3,REGULAR,freethrow,2 of 3,[],203468,,,1610612740,70,74,2023-01-16T21:47:53Z,4060000,False,,,0,,C. McCollum Free Throw 2 of 3 (17 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,,
453,PT03M16.00S,2023-01-16T21:41:41.4Z,3,REGULAR,freethrow,3 of 3,[],203468,,,1610612740,70,75,2023-01-16T21:47:53Z,4062500,False,,,0,,C. McCollum Free Throw 3 of 3 (18 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,,
414,PT02M58.00S,2023-01-16T21:42:34.7Z,3,REGULAR,2pt,Jump Shot,[],201567,87.07293035479631,17.15686274509804,1610612739,72,75,2023-01-16T21:43:16Z,4070000,False,-164.0,69.0,1,right,K. Love 17' fadeaway Jump Shot (2 PTS) (D. Garland 9 AST),"[201567, 1629636]",1610612739.0,CLE,fadeaway,,,Love,K. Love,,,,,17.81,Made,2.0,D. Garland,1629636.0,9.0,Mid-Range,16-24 Left,,,,,,,,,,,,,,
417,PT02M47.00S,2023-01-16T21:42:49.6Z,3,REGULAR,foul,personal,[],201937,,,1610612740,72,75,2023-01-16T21:43:03Z,4090000,False,,,0,,R. Rubio personal FOUL (2 PF),"[201937, 1630230]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,1628480.0,2.0,0.0,Marshall,1630230.0
419,PT02M47.00S,2023-01-16T21:43:05.8Z,3,REGULAR,substitution,out,[],1628386,,,1610612740,72,75,2023-01-16T21:43:18Z,4110000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M47.00S,2023-01-16T21:43:05.8Z,3,REGULAR,substitution,out,[],203468,,,1610612740,72,75,2023-01-16T21:43:18Z,4120000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M47.00S,2023-01-16T21:43:05.8Z,3,REGULAR,substitution,out,[],202685,,,1610612740,72,75,2023-01-16T21:43:18Z,4130000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M47.00S,2023-01-16T21:43:05.8Z,3,REGULAR,substitution,in,[],1630596,,,1610612740,72,75,2023-01-16T21:43:18Z,4140000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M47.00S,2023-01-16T21:43:05.8Z,3,REGULAR,substitution,in,[],1626204,,,1610612740,72,75,2023-01-16T21:43:18Z,4150000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M47.00S,2023-01-16T21:43:05.8Z,3,REGULAR,substitution,in,[],1628984,,,1610612740,72,75,2023-01-16T21:43:18Z,4160000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M32.00S,2023-01-16T21:43:33.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,9.411957950065702,63.970588235294116,1610612740,72,77,2023-01-16T21:50:24Z,4170000,False,-70.0,36.0,1,left,N. Marshall 7' driving floating Jump Shot (10 PTS),[1630230],1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,7.86,Made,10.0,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,
430,PT02M23.00S,2023-01-16T21:43:55.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,94.40999984741211,50.0,1610612739,74,77,2023-01-16T21:57:04Z,4220000,False,0.0,0.0,1,right,E. Mobley DUNK (16 PTS) (C. LeVert 2 AST),"[1630596, 1627747]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,0.0,Made,16.0,C. LeVert,1627747.0,2.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,
431,PT02M03.00S,2023-01-16T21:44:07.5Z,3,REGULAR,turnover,out-of-bounds,[],1630230,,,1610612740,74,77,2023-01-16T21:52:48Z,4230000,False,,,0,,N. Marshall bad pass out-of-bounds TURNOVER (2 TO),[1630230],1610612740.0,NOP,bad pass,,,Marshall,N. Marshall,,,,,,,,,,,Mid-Range,8-16 Right,,,,,2.0,,,,,2530.0,,,,
433,PT01M56.00S,2023-01-16T21:44:16.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201567,79.31997371879106,4.6568627450980395,1610612739,74,77,2023-01-16T21:44:56Z,4250000,False,-227.0,142.0,1,right,MISS K. Love 26' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,26.74,Missed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,
434,PT01M52.00S,2023-01-16T21:44:19.3Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612740,74,77,2023-01-16T21:44:19Z,4260000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Above the Break 3,24+ Left Center,433.0,3.0,3.0,0.0,,,,,,,,,,
435,PT01M42.00S,2023-01-16T21:44:28.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,17.69053876478318,59.80392156862745,1610612740,74,79,2023-01-16T21:45:01Z,4270000,False,-49.0,114.0,1,left,L. Nance Jr. 12' Jump Shot (4 PTS) (D. Graham 3 AST),"[1626204, 1628984]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,12.39,Made,4.0,D. Graham,1628984.0,3.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,
