actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
249,PT04M54.00S,2023-12-16T00:51:51.9Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,37,37,2023-12-16T00:51:56Z,2480000,False,,,0,,Z. Williamson REBOUND (Off:3 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,247.0,4.0,1.0,3.0,,,,,,,,,,,,,,
250,PT04M47.00S,2023-12-16T00:52:01.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630631,89.70105124835742,64.70588235294117,1610612740,37,37,2023-12-16T00:57:16Z,2490000,False,74.0,44.0,1,right,MISS J. Alvarado 8' driving Layup - blocked,"[1630631, 1630550]",1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Right,8.58,Missed,,,,,,,Thor,1630550.0,,,,,,,,,,
251,PT04M47.00S,2023-12-16T00:52:01.4Z,2,REGULAR,block,,[],1630550,,,1610612740,37,37,2023-12-16T00:52:04Z,2500000,False,,,0,,J. Thor BLOCK (2 BLK),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
252,PT04M47.00S,2023-12-16T00:52:01.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,37,37,2023-12-16T00:52:08Z,2510000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,250.0,,,,,,,,,,,,,,,,,
254,PT04M47.00S,2023-12-16T00:52:14.5Z,2,REGULAR,substitution,out,[],1630550,,,1610612740,37,37,2023-12-16T00:52:18Z,2530000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M47.00S,2023-12-16T00:52:14.5Z,2,REGULAR,substitution,in,[],1628970,,,1610612740,37,37,2023-12-16T00:52:18Z,2540000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M46.00S,2023-12-16T00:52:32.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,37,37,2023-12-16T00:52:41Z,2550000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1628953.0,,,,,,,,,,,,,
257,PT04M46.00S,2023-12-16T00:52:37.7Z,2,REGULAR,substitution,out,[],1641722,,,1610612766,37,37,2023-12-16T00:52:41Z,2560000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M46.00S,2023-12-16T00:52:37.7Z,2,REGULAR,substitution,in,[],1630529,,,1610612766,37,37,2023-12-16T00:52:41Z,2570000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M26.00S,2023-12-16T00:53:00.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202397,7.178055190538765,54.41176470588235,1610612766,37,37,2023-12-16T01:02:03Z,2580000,False,-22.0,15.0,1,left,MISS I. Smith driving Layup - blocked,"[202397, 1630631]",1610612766.0,CHA,driving,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,2.67,Missed,,,,,,,Alvarado,1630631.0,,,,,,,,,,
260,PT04M26.00S,2023-12-16T00:53:00.4Z,2,REGULAR,block,,[],1630631,,,1610612766,37,37,2023-12-16T01:03:38Z,2590000,False,,,0,,J. Alvarado BLOCK (1 BLK),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
261,PT04M25.00S,2023-12-16T00:53:01.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,37,37,2023-12-16T00:53:07Z,2600000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,259.0,,,,,,,,,,,,,,,,,
263,PT04M11.00S,2023-12-16T00:53:19.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,91.80354796320631,53.67647058823529,1610612740,37,39,2023-12-16T00:53:24Z,2620000,False,18.0,25.0,1,right,J. Valanciunas Layup (15 PTS) (Z. Williamson 1 AST),"[202685, 1629627]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,,,,,15.0,,,,,Z. Williamson,1629627.0,1.0,,
265,PT03M58.00S,2023-12-16T00:53:32.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,5.863994743758213,47.794117647058826,1610612766,37,39,2023-12-16T00:53:38Z,2640000,False,11.0,3.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
266,PT03M56.00S,2023-12-16T00:53:34.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,37,39,2023-12-16T00:53:38Z,2650000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,265.0,7.0,6.0,1.0,,,,,,,,,,,,,,
267,PT03M51.00S,2023-12-16T00:53:44.5Z,2,REGULAR,foul,personal,[],1631121,,,1610612740,37,39,2023-12-16T00:54:45Z,2660000,False,,,0,,B. McGowens personal FOUL (2 PF),"[1631121, 1629627]",1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,,1628953.0,,,,,2.0,0.0,Williamson,1629627.0,,,,,
269,PT03M51.00S,2023-12-16T00:53:53.6Z,2,REGULAR,substitution,out,[],202397,,,1610612740,37,39,2023-12-16T00:54:01Z,2680000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M51.00S,2023-12-16T00:53:53.6Z,2,REGULAR,substitution,in,[],1626179,,,1610612740,37,39,2023-12-16T00:54:01Z,2690000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M46.00S,2023-12-16T00:54:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,91.5407358738502,50.73529411764706,1610612740,37,41,2023-12-16T01:03:00Z,2700000,False,4.0,27.0,1,right,Z. Williamson driving Layup (10 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,,,,,10.0,,,,,,,,,
272,PT03M46.00S,2023-12-16T00:54:11.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630208,,,1610612740,37,41,2023-12-16T00:54:22Z,2710000,False,,,0,,N. Richards shooting personal FOUL (3 PF) (Williamson 1 FT),"[1630208, 1629627]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,3.0,0.0,Williamson,1629627.0,,,,,
274,PT03M46.00S,2023-12-16T00:54:23.3Z,2,REGULAR,substitution,out,[],1630208,,,1610612740,37,41,2023-12-16T00:54:45Z,2730000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M46.00S,2023-12-16T00:54:23.3Z,2,REGULAR,substitution,out,[],202685,,,1610612740,37,41,2023-12-16T00:54:45Z,2740000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M46.00S,2023-12-16T00:54:23.3Z,2,REGULAR,substitution,in,[],1641877,,,1610612740,37,41,2023-12-16T00:54:45Z,2750000,False,,,0,,SUB in: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M46.00S,2023-12-16T00:54:23.3Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,37,41,2023-12-16T00:54:45Z,2760000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M46.00S,2023-12-16T00:54:48.4Z,2,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,37,42,2023-12-16T00:54:48Z,2770000,False,,,0,,Z. Williamson Free Throw 1 of 1 (11 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
279,PT03M27.00S,2023-12-16T00:55:09.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,12.959921156373195,53.67647058823529,1610612766,37,42,2023-12-16T01:04:37Z,2780000,False,-18.0,69.0,1,left,MISS M. Bridges 7' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,,,,,,,,,,,,,,,,,
280,PT03M24.00S,2023-12-16T00:55:12.0Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,37,42,2023-12-16T01:04:12Z,2790000,False,,,0,,Z. Williamson REBOUND (Off:3 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,279.0,5.0,2.0,3.0,,,,,,,,,,,,,,
281,PT03M12.00S,2023-12-16T00:55:24.0Z,2,REGULAR,3pt,Jump Shot,[],1630529,68.41327201051249,73.52941176470588,1610612740,37,45,2023-12-16T00:55:29Z,2800000,False,118.0,244.0,1,right,H. Jones 27' 3PT  (5 PTS) (T. Murphy III 2 AST),"[1630529, 1630530]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,27.12,Made,,,,,,,,,5.0,,,,,T. Murphy III,1630530.0,2.0,,
283,PT02M57.00S,2023-12-16T00:55:39.3Z,2,REGULAR,3pt,Jump Shot,[],1628970,17.95335085413929,95.09803921568627,1610612766,37,45,2023-12-16T00:55:46Z,2820000,False,-225.0,116.0,1,left,MISS M. Bridges 25' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
284,PT02M54.00S,2023-12-16T00:55:43.0Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,37,45,2023-12-16T00:55:43Z,2830000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:3),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,283.0,4.0,3.0,1.0,,,,,,,,,,,,,,
285,PT02M48.00S,2023-12-16T00:55:48.4Z,2,REGULAR,3pt,Jump Shot,[],1630530,74.58935611038108,87.00980392156863,1610612740,37,45,2023-12-16T00:55:53Z,2840000,False,185.0,186.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,26.26,Missed,,,,,,,,,,,,,,,,,,
286,PT02M45.00S,2023-12-16T00:55:51.4Z,2,REGULAR,rebound,defensive,[],1641877,,,1610612766,37,45,2023-12-16T00:55:53Z,2850000,False,,,0,,N. Mensah REBOUND (Off:1 Def:3),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,Above the Break 3,24+ Right Center,,,285.0,4.0,3.0,1.0,,,,,,,,,,,,,,
287,PT02M38.00S,2023-12-16T00:55:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,10.200394218134035,48.529411764705884,1610612766,37,45,2023-12-16T01:06:28Z,2860000,False,7.0,43.0,1,left,MISS T. Rozier driving Layup - blocked,"[1626179, 1630529]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,4.4,Missed,,,,,,,Jones,1630529.0,,,,,,,,,,
288,PT02M38.00S,2023-12-16T00:55:59.5Z,2,REGULAR,block,,[],1630529,,,1610612766,37,45,2023-12-16T00:56:01Z,2870000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
289,PT02M35.00S,2023-12-16T00:56:02.5Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,37,45,2023-12-16T00:56:06Z,2880000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:4),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,287.0,5.0,4.0,1.0,,,,,,,,,,,,,,
290,PT02M29.00S,2023-12-16T00:56:06.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,91.80354796320631,98.0392156862745,1610612740,37,45,2023-12-16T01:07:27Z,2890000,False,240.0,25.0,1,right,MISS J. Alvarado 24' running 3PT,[1630631],1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,24.14,Missed,,,,,,,,,,,,,,,,,,
291,PT02M29.00S,2023-12-16T00:56:06.9Z,2,REGULAR,rebound,defensive,[],1641877,,,1610612766,37,45,2023-12-16T00:56:19Z,2900000,False,,,0,,N. Mensah REBOUND (Off:1 Def:4),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,Right Corner 3,24+ Right,,,290.0,5.0,4.0,1.0,,,,,,,,,,,,,,
292,PT02M29.00S,2023-12-16T00:56:18.1Z,2,REGULAR,foul,personal,[],1630530,,,1610612766,37,45,2023-12-16T00:56:26Z,2910000,False,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 1641877]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Center,,,,,,,1204.0,,,,,1.0,0.0,Mensah,1641877.0,,,,,
294,PT02M29.00S,2023-12-16T00:56:27.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,37,45,2023-12-16T00:56:27Z,2930000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M29.00S,2023-12-16T00:56:28.4Z,2,REGULAR,substitution,out,[],1641877,,,1610612766,37,45,2023-12-16T00:59:03Z,2940000,False,,,0,,SUB out: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M29.00S,2023-12-16T00:56:28.4Z,2,REGULAR,substitution,in,[],1630550,,,1610612766,37,45,2023-12-16T00:59:03Z,2950000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M13.00S,2023-12-16T00:59:32.7Z,2,REGULAR,3pt,Jump Shot,[],1630550,16.113666228646515,95.34313725490196,1610612766,37,45,2023-12-16T00:59:37Z,2960000,False,-227.0,99.0,1,left,MISS J. Thor 24' 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,24.74,Missed,,,,,,,,,,,,,,,,,,
298,PT02M10.00S,2023-12-16T00:59:35.7Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,37,45,2023-12-16T00:59:37Z,2970000,False,,,0,,Z. Williamson REBOUND (Off:3 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,297.0,6.0,3.0,3.0,,,,,,,,,,,,,,
299,PT02M04.00S,2023-12-16T00:59:42.3Z,2,REGULAR,3pt,Jump Shot,[],1630530,88.64980289093299,96.56862745098039,1610612740,37,48,2023-12-16T00:59:46Z,2980000,False,233.0,54.0,1,right,T. Murphy III 3PT  (9 PTS) (Z. Williamson 2 AST),"[1630530, 1629627]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,23.9,Made,,,,,,,,,9.0,,,,,Z. Williamson,1629627.0,2.0,,
301,PT01M49.00S,2023-12-16T01:00:01.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612766,37,48,2023-12-16T01:00:09Z,3000000,False,,,0,,J. Alvarado personal FOUL (3 PF) (Rozier 2 FT),"[1630631, 1626179]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2003.0,,,,,3.0,0.0,Rozier,1626179.0,,,,,
303,PT01M49.00S,2023-12-16T01:00:25.0Z,2,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,38,48,2023-12-16T01:00:25Z,3020000,False,,,0,,T. Rozier Free Throw 1 of 2 (5 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
304,PT01M49.00S,2023-12-16T01:00:25.8Z,2,REGULAR,substitution,out,[],1630631,,,1610612766,38,48,2023-12-16T01:00:29Z,3030000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M49.00S,2023-12-16T01:00:25.8Z,2,REGULAR,substitution,in,[],203468,,,1610612766,38,48,2023-12-16T01:00:29Z,3040000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M49.00S,2023-12-16T01:00:42.7Z,2,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,39,48,2023-12-16T01:00:42Z,3050000,False,,,0,,T. Rozier Free Throw 2 of 2 (6 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
307,PT01M34.00S,2023-12-16T01:00:58.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,89.56964520367937,50.245098039215684,1610612740,39,48,2023-12-16T01:08:49Z,3060000,False,1.0,46.0,1,right,MISS Z. Williamson driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,,
308,PT01M31.00S,2023-12-16T01:01:01.4Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,39,48,2023-12-16T01:01:03Z,3070000,False,,,0,,M. Bridges REBOUND (Off:1 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,307.0,7.0,6.0,1.0,,,,,,,,,,,,,,
309,PT01M26.00S,2023-12-16T01:01:06.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,7.835085413929041,47.549019607843135,1610612766,39,48,2023-12-16T01:09:29Z,3080000,False,12.0,21.0,1,left,MISS B. McGowens driving Layup,[1631121],1610612766.0,CHA,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,,
310,PT01M23.00S,2023-12-16T01:01:08.6Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,39,48,2023-12-16T01:01:08Z,3090000,False,,,0,,Z. Williamson REBOUND (Off:3 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,309.0,7.0,4.0,3.0,,,,,,,,,,,,,,
311,PT01M10.00S,2023-12-16T01:01:22.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,88.51839684625493,60.049019607843135,1610612740,39,48,2023-12-16T01:09:58Z,3100000,False,50.0,55.0,1,right,MISS Z. Williamson 7' floating Shot,[1629627],1610612740.0,NOP,floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,7.48,Missed,,,,,,,,,,,,,,,,,,
312,PT01M08.00S,2023-12-16T01:01:24.2Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,39,48,2023-12-16T01:01:24Z,3110000,False,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,311.0,1.0,1.0,0.0,,,,,,,,,,,,,,
313,PT01M01.00S,2023-12-16T01:01:31.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,8.229303547963205,55.14705882352941,1610612766,39,48,2023-12-16T01:10:24Z,3120000,False,-26.0,25.0,1,left,MISS T. Rozier running Layup,[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,,
314,PT00M59.70S,2023-12-16T01:01:32.9Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,39,48,2023-12-16T01:01:40Z,3130000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,313.0,1.0,1.0,0.0,,,,,,,,,,,,,,
315,PT00M57.90S,2023-12-16T01:01:42.2Z,2,REGULAR,foul,offensive,['inpenalty'],1627742,,,1610612740,39,48,2023-12-16T01:02:10Z,3140000,False,,,0,,B. Ingram offensive FOUL (2 PF),"[1627742, 202330]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,2.0,0.0,Hayward,202330.0,,,,,
317,PT00M57.90S,2023-12-16T01:01:42.2Z,2,REGULAR,turnover,offensive foul,[],1627742,,,1610612740,39,48,2023-12-16T01:01:42Z,3160000,False,,,0,,B. Ingram offensive foul TURNOVER (3 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,3.0,,,,,,,,,,,,
318,PT00M42.70S,2023-12-16T01:02:11.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626179,10.726018396846255,20.098039215686274,1610612766,39,48,2023-12-16T01:11:36Z,3170000,False,150.0,48.0,1,left,MISS T. Rozier 15' fadeaway Shot,[1626179],1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,15.71,Missed,,,,,,,,,,,,,,,,,,
319,PT00M40.80S,2023-12-16T01:02:13.5Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,39,48,2023-12-16T01:02:13Z,3180000,False,,,0,,Z. Williamson REBOUND (Off:3 Def:5),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Right,,,318.0,8.0,5.0,3.0,,,,,,,,,,,,,,
320,PT00M26.60S,2023-12-16T01:02:28.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,87.07293035479631,56.372549019607845,1610612740,39,50,2023-12-16T01:12:27Z,3190000,False,32.0,69.0,1,right,T. Murphy III 7' driving floating Jump Shot (11 PTS) (B. Ingram 3 AST),"[1630530, 1627742]",1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,7.6,Made,,,,,,,,,11.0,,,,,B. Ingram,1627742.0,3.0,,
322,PT00M02.90S,2023-12-16T01:02:54.7Z,2,REGULAR,turnover,lost ball,[],1628970,,,1610612766,39,50,2023-12-16T01:19:08Z,3210000,False,,,0,,M. Bridges lost ball TURNOVER (3 TO),"[1628970, 203468]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,,,,,,,,,,,McCollum,203468.0
323,PT00M02.90S,2023-12-16T01:02:54.7Z,2,REGULAR,steal,,[],203468,,,1610612740,39,50,2023-12-16T01:02:56Z,3220000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
324,PT00M00.00S,2023-12-16T01:03:00.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,66.04796320630749,65.68627450980392,1610612740,39,50,2023-12-16T01:14:36Z,3230000,False,78.0,267.0,1,right,MISS C. McCollum 27' running pullup 3PT,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,27.79,Missed,,,,,,,,,,,,,,,,,,
325,PT00M00.00S,2023-12-16T01:03:00.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,39,50,2023-12-16T01:03:05Z,3240000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,324.0,,,,,,,,,,,,,,,,,
326,PT00M00.00S,2023-12-16T01:03:06.0Z,2,REGULAR,period,end,[],0,,,1610612740,39,50,2023-12-16T01:03:06Z,3250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2023-12-16T01:17:38.7Z,3,REGULAR,substitution,out,['startperiod'],1631121,,,1610612740,39,50,2023-12-16T01:18:23Z,3260000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2023-12-16T01:17:38.7Z,3,REGULAR,substitution,out,['startperiod'],1630550,,,1610612740,39,50,2023-12-16T01:18:23Z,3270000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2023-12-16T01:17:38.7Z,3,REGULAR,substitution,out,['startperiod'],1630530,,,1610612740,39,50,2023-12-16T01:18:23Z,3280000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2023-12-16T01:17:38.7Z,3,REGULAR,substitution,in,['startperiod'],1630208,,,1610612740,39,50,2023-12-16T01:18:23Z,3290000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2023-12-16T01:17:38.7Z,3,REGULAR,substitution,in,['startperiod'],1641706,,,1610612740,39,50,2023-12-16T01:18:23Z,3300000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
