actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
256,PT05M54.00S,2023-12-24T00:54:03.9Z,2,REGULAR,substitution,in,[],1629008,,,1610612766,41,40,2023-12-24T00:54:12Z,2530000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M36.00S,2023-12-24T00:54:36.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629023,84.1819973718791,43.38235294117647,1610612766,41,40,2023-12-24T00:54:46Z,2540000,False,-33.0,96.0,1,right,MISS P. Washington 10' pullup Shot,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,10.17,Missed,,,,,,,,,,,,,,,,,,
258,PT05M33.00S,2023-12-24T00:54:39.3Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,41,40,2023-12-24T00:54:46Z,2550000,False,,,0,,N. Richards REBOUND (Off:2 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,257.0,3.0,1.0,2.0,,,,,,,,,,,
259,PT05M32.00S,2023-12-24T00:54:43.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629023,92.46057818659659,52.94117647058824,1610612766,43,40,2023-12-24T00:55:02Z,2560000,False,15.0,18.0,1,right,P. Washington Layup (15 PTS) (N. Richards 2 AST),"[1629023, 1630208]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.36,Made,15.0,,,,,,,,N. Richards,1630208.0,2.0,,,,,,,
261,PT05M32.00S,2023-12-24T00:54:48.2Z,2,REGULAR,foul,personal,['1freethrow'],203999,,,1610612766,43,40,2023-12-24T00:54:58Z,2580000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Washington 1 FT),"[203999, 1629023]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,200834.0,,,,,,,1.0,0.0,Washington,1629023.0
263,PT05M32.00S,2023-12-24T00:55:22.4Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1629023,,,1610612766,44,40,2023-12-24T00:55:22Z,2600000,False,,,0,,P. Washington Free Throw 1 of 1 (16 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
264,PT05M18.00S,2023-12-24T00:55:37.6Z,2,REGULAR,2pt,Jump Shot,[],1627750,20.71287779237845,57.35294117647059,1610612743,44,42,2023-12-24T00:55:42Z,2610000,False,-37.0,142.0,1,left,J. Murray 14' fadeaway Jump Shot (9 PTS),[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,14.69,Made,9.0,,,,,,,,,,,,,,,,,
265,PT05M10.00S,2023-12-24T00:55:45.1Z,2,REGULAR,3pt,Jump Shot,[],1629023,69.85873850197109,23.284313725490197,1610612766,44,42,2023-12-24T00:58:12Z,2620000,False,-134.0,231.0,1,right,MISS P. Washington 26' pullup 3PT,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,26.67,Missed,,,,,,,,,,,,,,,,,,
266,PT05M08.00S,2023-12-24T00:55:47.1Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,44,42,2023-12-24T00:55:49Z,2630000,False,,,0,,J. Murray REBOUND (Off:1 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,265.0,2.0,1.0,1.0,,,,,,,,,,,
267,PT05M01.00S,2023-12-24T00:55:54.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.732588699080158,52.94117647058824,1610612743,44,44,2023-12-24T00:56:00Z,2640000,False,-15.0,1.0,1,left,N. Jokic Layup (6 PTS) (J. Murray 2 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.48,Made,6.0,,,,,,,,J. Murray,1627750.0,2.0,,,,,,,
269,PT04M41.00S,2023-12-24T00:56:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,92.72339027595268,51.470588235294116,1610612766,46,44,2023-12-24T00:56:19Z,2660000,False,7.0,16.0,1,right,C. Martin driving Layup (4 PTS),[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.75,Made,4.0,,,,,,,,,,,,,,,,,
270,PT04M30.00S,2023-12-24T00:56:25.6Z,2,REGULAR,2pt,Jump Shot,[],1629008,23.209592641261498,57.35294117647059,1610612743,46,46,2023-12-24T00:56:33Z,2670000,False,-37.0,166.0,1,left,M. Porter Jr. 16' pullup Jump Shot (10 PTS),[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,16.97,Made,10.0,,,,,,,,,,,,,,,,,
271,PT04M12.00S,2023-12-24T00:56:43.3Z,2,REGULAR,turnover,bad pass,[],1630208,,,1610612766,46,46,2023-12-24T00:56:49Z,2680000,False,,,0,,N. Richards bad pass TURNOVER (1 TO),"[1630208, 1627750]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,Murray,1627750.0,,,,
272,PT04M12.00S,2023-12-24T00:56:43.3Z,2,REGULAR,steal,,[],1627750,,,1610612743,46,46,2023-12-24T00:56:45Z,2690000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
273,PT03M59.00S,2023-12-24T00:57:01.6Z,2,REGULAR,foul,personal,['2freethrow'],202330,,,1610612743,46,46,2023-12-24T00:57:11Z,2700000,False,,,0,,G. Hayward shooting personal FOUL (1 PF) (Gordon 2 FT),"[202330, 203932]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200834.0,,,,,,,1.0,0.0,Gordon,203932.0
275,PT03M59.00S,2023-12-24T00:57:32.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203932,,,1610612743,46,47,2023-12-24T00:58:05Z,2720000,False,,,0,,A. Gordon Free Throw 1 of 2 (6 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
276,PT03M59.00S,2023-12-24T00:57:33.7Z,2,REGULAR,substitution,out,[],1641733,,,1610612743,46,47,2023-12-24T00:57:40Z,2730000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M59.00S,2023-12-24T00:57:33.7Z,2,REGULAR,substitution,out,[],1628998,,,1610612743,46,47,2023-12-24T00:57:40Z,2740000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M59.00S,2023-12-24T00:57:33.7Z,2,REGULAR,substitution,out,[],1629023,,,1610612743,46,47,2023-12-24T00:57:40Z,2750000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M59.00S,2023-12-24T00:57:33.7Z,2,REGULAR,substitution,in,[],202397,,,1610612743,46,47,2023-12-24T00:57:40Z,2760000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M59.00S,2023-12-24T00:57:33.7Z,2,REGULAR,substitution,in,[],1631121,,,1610612743,46,47,2023-12-24T00:57:40Z,2770000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M59.00S,2023-12-24T00:57:33.7Z,2,REGULAR,substitution,in,[],1628970,,,1610612743,46,47,2023-12-24T00:57:40Z,2780000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M59.00S,2023-12-24T00:57:32.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203932,,,1610612743,46,47,2023-12-24T00:58:05Z,2790000,False,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
283,PT03M56.00S,2023-12-24T00:57:35.8Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,46,47,2023-12-24T00:58:05Z,2800000,False,,,0,,G. Hayward REBOUND (Off:0 Def:4),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,282.0,4.0,4.0,0.0,,,,,,,,,,,
284,PT03M36.00S,2023-12-24T00:58:23.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,92.32917214191852,47.30392156862745,1610612766,48,47,2023-12-24T00:58:29Z,2810000,False,-13.0,20.0,1,right,N. Richards Layup (8 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.38,Made,8.0,,,,,,,,,,,,,,,,,
285,PT03M22.00S,2023-12-24T00:58:36.5Z,2,REGULAR,3pt,Jump Shot,[],1629008,34.773324572930356,61.51960784313726,1610612743,48,50,2023-12-24T00:58:43Z,2820000,False,-58.0,274.0,1,left,M. Porter Jr. 28' 3PT  (13 PTS) (J. Murray 3 AST),"[1629008, 1627750]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,28.04,Made,13.0,,,,,,,,J. Murray,1627750.0,3.0,,,,,,,
287,PT03M04.00S,2023-12-24T00:58:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,92.59198423127464,45.588235294117645,1610612766,50,50,2023-12-24T00:58:58Z,2840000,False,-22.0,17.0,1,right,N. Richards Layup (10 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.79,Made,10.0,,,,,,,,,,,,,,,,,
290,PT02M44.00S,2023-12-24T00:59:37.1Z,2,REGULAR,foul,offensive,[],1629008,,,1610612743,50,50,2023-12-24T01:01:27Z,2870000,False,,,0,,M. Porter Jr. charge offensive FOUL (2 PF),"[1629008, 202397]",1610612743.0,DEN,charge,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,,,,,,,2.0,0.0,Smith,202397.0
292,PT02M44.00S,2023-12-24T00:59:37.1Z,2,REGULAR,turnover,offensive foul,[],1629008,,,1610612743,50,50,2023-12-24T00:59:37Z,2890000,False,,,0,,M. Porter Jr. offensive foul TURNOVER (1 TO),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,,,,1.0,,,,,,
293,PT02M30.00S,2023-12-24T01:00:05.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628970,92.19776609724047,48.03921568627451,1610612766,52,50,2023-12-24T01:00:12Z,2900000,False,-10.0,21.0,1,right,M. Bridges DUNK (12 PTS) (I. Smith 6 AST),"[1628970, 202397]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.3,Made,12.0,,,,,,,,I. Smith,202397.0,6.0,,,,,,,
295,PT02M18.00S,2023-12-24T01:00:22.8Z,2,REGULAR,2pt,Jump Shot,[],1627750,22.28975032851511,46.81372549019608,1610612743,52,50,2023-12-24T01:00:28Z,2920000,False,16.0,157.0,1,left,MISS J. Murray 15' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,15.78,Missed,,,,,,,,,,,,,,,,,,
296,PT02M14.00S,2023-12-24T01:00:26.8Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,52,50,2023-12-24T01:00:28Z,2930000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Center,,,,,,295.0,4.0,2.0,2.0,,,,,,,,,,,
297,PT01M59.00S,2023-12-24T01:00:42.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,91.80354796320631,48.77450980392157,1610612766,52,50,2023-12-24T01:00:47Z,2940000,False,-6.0,25.0,1,right,MISS N. Richards alley-oop DUNK,[1630208],1610612766.0,CHA,alley-oop,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
298,PT01M57.00S,2023-12-24T01:00:44.1Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,52,50,2023-12-24T01:00:47Z,2950000,False,,,0,,N. Richards REBOUND (Off:3 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,297.0,5.0,2.0,3.0,,,,,,,,,,,
299,PT01M55.00S,2023-12-24T01:00:46.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628970,93.11760840998686,50.245098039215684,1610612766,54,50,2023-12-24T01:00:50Z,2960000,False,1.0,12.0,1,right,M. Bridges alley-oop DUNK (14 PTS) (N. Richards 3 AST),"[1628970, 1630208]",1610612766.0,CHA,alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.23,Made,14.0,,,,,,,,N. Richards,1630208.0,3.0,,,,,,,
301,PT01M48.00S,2023-12-24T01:00:53.7Z,2,REGULAR,turnover,bad pass,[],203999,,,1610612743,54,50,2023-12-24T01:00:59Z,2980000,False,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1628970]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,Bridges,1628970.0,,,,
302,PT01M48.00S,2023-12-24T01:00:53.7Z,2,REGULAR,steal,,[],1628970,,,1610612766,54,50,2023-12-24T01:00:57Z,2990000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
303,PT01M43.00S,2023-12-24T01:01:04.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202330,92.46057818659659,51.225490196078425,1610612766,56,50,2023-12-24T01:03:33Z,3000000,False,6.0,18.0,1,right,G. Hayward running DUNK (8 PTS) (I. Smith 7 AST),"[202330, 202397]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.94,Made,8.0,,,,,,,,I. Smith,202397.0,7.0,,,,,,,
305,PT01M22.00S,2023-12-24T01:01:18.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.30946123521682,56.61764705882353,1610612743,56,50,2023-12-24T01:01:25Z,3020000,False,-33.0,16.0,1,left,MISS J. Murray driving Layup - blocked,"[1627750, 1628970]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.69,Missed,,Bridges,1628970.0,,,,,,,,,,,,,,,
306,PT01M22.00S,2023-12-24T01:01:18.5Z,2,REGULAR,block,,[],1628970,,,1610612743,56,50,2023-12-24T01:01:21Z,3030000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
307,PT01M20.00S,2023-12-24T01:01:20.5Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,56,50,2023-12-24T01:01:25Z,3040000,False,,,0,,N. Richards REBOUND (Off:3 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,305.0,6.0,3.0,3.0,,,,,,,,,,,
308,PT01M19.00S,2023-12-24T01:01:25.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612766,56,50,2023-12-24T01:01:45Z,3050000,False,,,0,,K. Caldwell-Pope personal FOUL (1 PF) (Smith 2 FT),"[203484, 202397]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,,,,,,,1.0,0.0,Smith,202397.0
310,PT01M19.00S,2023-12-24T01:01:54.0Z,2,REGULAR,freethrow,1 of 2,[],202397,,,1610612766,57,50,2023-12-24T01:01:54Z,3070000,False,,,0,,I. Smith Free Throw 1 of 2 (1 PTS),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
311,PT01M19.00S,2023-12-24T01:02:05.8Z,2,REGULAR,freethrow,2 of 2,[],202397,,,1610612766,58,50,2023-12-24T01:02:05Z,3080000,False,,,0,,I. Smith Free Throw 2 of 2 (2 PTS),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
312,PT01M03.00S,2023-12-24T01:02:22.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,7.30946123521682,48.77450980392157,1610612743,58,52,2023-12-24T01:02:27Z,3090000,False,6.0,16.0,1,left,A. Gordon cutting DUNK (8 PTS) (N. Jokic 6 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.73,Made,8.0,,,,,,,,N. Jokic,203999.0,6.0,,,,,,,
314,PT00M44.10S,2023-12-24T01:02:42.3Z,2,REGULAR,turnover,bad pass,[],202330,,,1610612766,58,52,2023-12-24T01:02:49Z,3110000,False,,,0,,G. Hayward bad pass TURNOVER (1 TO),"[202330, 203484]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,,,,
315,PT00M44.10S,2023-12-24T01:02:42.3Z,2,REGULAR,steal,,[],203484,,,1610612743,58,52,2023-12-24T01:02:44Z,3120000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
316,PT00M37.10S,2023-12-24T01:02:50.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,7.5722733245729295,47.549019607843135,1610612743,58,54,2023-12-24T01:02:56Z,3130000,False,12.0,19.0,1,left,N. Jokic driving Layup (8 PTS) (K. Caldwell-Pope 1 AST),"[203999, 203484]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.24,Made,8.0,,,,,,,,K. Caldwell-Pope,203484.0,1.0,,,,,,,
356,PT00M25.70S,2023-12-24T01:03:34.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.01511169513797,52.94117647058824,1610612766,58,54,2023-12-24T01:23:35Z,3155000,False,15.0,32.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,,,,,
357,PT00M25.70S,2023-12-24T01:03:34.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,58,54,2023-12-24T01:23:35Z,3157500,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,356.0,,,,,,,,,,,,,,
319,PT00M15.40S,2023-12-24T01:03:44.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202397,92.46057818659659,77.94117647058823,1610612766,60,54,2023-12-24T01:23:35Z,3160000,False,140.0,18.0,1,right,I. Smith 14' fadeaway Jump Shot (4 PTS),[202397],1610612766.0,CHA,fadeaway,,,Smith,I. Smith,,,,,Mid-Range,8-16 Right,14.09,Made,4.0,,,,,,,,,,,,,,,,,
321,PT00M00.00S,2023-12-24T01:04:06.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,17.559132720105126,43.13725490196079,1610612743,60,54,2023-12-24T01:04:11Z,3180000,False,34.0,113.0,1,left,MISS J. Murray 11' turnaround Shot,[1627750],1610612743.0,DEN,turnaround,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.77,Missed,,,,,,,,,,,,,,,,,,
322,PT00M00.00S,2023-12-24T01:04:06.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,60,54,2023-12-24T01:04:11Z,3190000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,321.0,,,,,,,,,,,,,,
323,PT00M00.00S,2023-12-24T01:04:11.8Z,2,REGULAR,period,end,[],0,,,1610612743,60,54,2023-12-24T01:04:11Z,3200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2023-12-24T01:19:24.3Z,3,REGULAR,period,start,[],0,,,1610612743,60,54,2023-12-24T01:19:24Z,3210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M51.00S,2023-12-24T01:19:35.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,88.64980289093299,39.46078431372549,1610612743,60,54,2023-12-24T01:20:44Z,3220000,False,-53.0,54.0,1,right,MISS M. Porter Jr. 7' bank Shot,[1629008],1610612743.0,DEN,bank,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,,,,,,,,,,,,,,,,,,
326,PT11M49.00S,2023-12-24T01:19:37.8Z,3,REGULAR,rebound,offensive,[],1627750,,,1610612743,60,54,2023-12-24T01:20:44Z,3230000,False,,,0,,J. Murray REBOUND (Off:2 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,325.0,3.0,1.0,2.0,,,,,,,,,,,
327,PT11M49.00S,2023-12-24T01:19:39.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627750,94.40999984741211,50.0,1610612743,60,54,2023-12-24T01:20:56Z,3240000,False,0.0,0.0,1,right,MISS J. Murray tip Layup,[1627750],1610612743.0,DEN,tip,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
328,PT11M46.00S,2023-12-24T01:19:42.4Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,60,54,2023-12-24T01:20:56Z,3250000,False,,,0,,N. Richards REBOUND (Off:3 Def:4),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,327.0,7.0,4.0,3.0,,,,,,,,,,,
329,PT11M34.00S,2023-12-24T01:19:49.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,7.966491458607096,46.81372549019608,1610612766,60,54,2023-12-24T01:19:53Z,3260000,False,16.0,22.0,1,left,MISS B. McGowens cutting Layup - blocked,"[1631121, 1629008]",1610612766.0,CHA,cutting,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,2.75,Missed,,Porter Jr.,1629008.0,,,,,,,,,,,,,,,
330,PT11M34.00S,2023-12-24T01:19:49.2Z,3,REGULAR,block,,[],1629008,,,1610612766,60,54,2023-12-24T01:19:51Z,3270000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
331,PT11M31.00S,2023-12-24T01:19:52.2Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,60,54,2023-12-24T01:19:53Z,3280000,False,,,0,,J. Murray REBOUND (Off:2 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,329.0,4.0,2.0,2.0,,,,,,,,,,,
332,PT11M25.00S,2023-12-24T01:19:58.0Z,3,REGULAR,2pt,Jump Shot,[],1627750,92.85479632063075,74.75490196078431,1610612743,60,54,2023-12-24T01:20:07Z,3290000,False,124.0,15.0,1,right,MISS J. Murray 12' fadeaway Shot,[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,12.47,Missed,,,,,,,,,,,,,,,,,,
333,PT11M21.00S,2023-12-24T01:20:02.0Z,3,REGULAR,rebound,defensive,[],1631121,,,1610612766,60,54,2023-12-24T01:20:07Z,3300000,False,,,0,,B. McGowens REBOUND (Off:0 Def:1),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Mid-Range,8-16 Right,,,,,,332.0,1.0,1.0,0.0,,,,,,,,,,,
334,PT11M04.00S,2023-12-24T01:20:18.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,14.536793692509855,43.13725490196079,1610612766,60,54,2023-12-24T01:20:26Z,3310000,False,34.0,84.0,1,left,MISS G. Hayward 9' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,9.08,Missed,,,,,,,,,,,,,,,,,,
335,PT11M02.00S,2023-12-24T01:20:20.5Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,60,54,2023-12-24T01:20:20Z,3320000,False,,,0,,N. Jokic REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,334.0,7.0,5.0,2.0,,,,,,,,,,,
336,PT10M48.00S,2023-12-24T01:20:34.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,91.40932982917214,46.568627450980394,1610612743,60,54,2023-12-24T01:20:42Z,3330000,False,-17.0,28.0,1,right,MISS A. Gordon driving Layup - blocked,"[203932, 1628970]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.31,Missed,,Bridges,1628970.0,,,,,,,,,,,,,,,
337,PT10M48.00S,2023-12-24T01:20:34.9Z,3,REGULAR,block,,[],1628970,,,1610612743,60,54,2023-12-24T01:20:37Z,3340000,False,,,0,,M. Bridges BLOCK (2 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
