actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
282,PT02M35.00S,2021-11-30T02:57:31.5Z,2,REGULAR,substitution,out,[],202355,,,1610612757,48,38,2021-11-30T02:57:33Z,2800000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M35.00S,2021-11-30T02:57:31.5Z,2,REGULAR,substitution,in,[],203497,,,1610612757,48,38,2021-11-30T02:57:33Z,2810000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M21.00S,2021-11-30T02:58:00.2Z,2,REGULAR,2pt,Jump Shot,[],1629642,15.719448094612352,76.9607843137255,1610612757,48,38,2021-11-30T02:58:04Z,2820000,-135.0,95.0,1,left,MISS N. Little 16' pullup Shot,[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,,,16.51,Missed,,,,,,,,,,,,,,,,,
285,PT02M20.00S,2021-11-30T02:58:02.6Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,48,38,2021-11-30T02:58:02Z,2830000,,,0,,J. Nurkic REBOUND (Off:2 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,284.0,5.0,3.0,2.0,,,,,,,,,,,,,
286,PT02M20.00S,2021-11-30T02:58:03.1Z,2,REGULAR,foul,personal,['2freethrow'],203497,,,1610612757,48,38,2021-11-30T02:58:30Z,2840000,,,0,,R. Gobert shooting personal FOUL (1 PF) (Nurkic 2 FT),"[203497, 203994]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,201639.0,,,,,,,,,,1.0,0.0,Nurkic,203994.0,,,,,,,
288,PT02M20.00S,2021-11-30T02:58:45.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203994,,,1610612757,48,39,2021-11-30T02:58:45Z,2860000,,,0,,J. Nurkic Free Throw 1 of 2 (5 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,
289,PT02M20.00S,2021-11-30T02:58:48.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203994,,,1610612757,48,40,2021-11-30T02:58:48Z,2870000,,,0,,J. Nurkic Free Throw 2 of 2 (6 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,
290,PT02M00.00S,2021-11-30T02:59:10.0Z,2,REGULAR,3pt,Jump Shot,[],204060,71.96123521681997,79.65686274509804,1610612762,48,40,2021-11-30T02:59:14Z,2880000,148.0,211.0,1,right,MISS J. Ingles 25' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,25.8,Missed,,,,,,,,,,,,,,,,,
291,PT01M58.00S,2021-11-30T02:59:12.0Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,48,40,2021-11-30T02:59:14Z,2890000,,,0,,R. Gobert REBOUND (Off:2 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,290.0,10.0,8.0,2.0,,,,,,,,,,,,,
292,PT01M57.00S,2021-11-30T02:59:12.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,92.72339027595268,48.03921568627451,1610612762,50,40,2021-11-30T02:59:17Z,2900000,-10.0,16.0,1,right,R. Gobert Layup (12 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,1.87,Made,,,,,,,,,,,12.0,,,,,,
293,PT01M41.00S,2021-11-30T02:59:28.4Z,2,REGULAR,3pt,Jump Shot,[],203081,27.414586070959263,80.14705882352942,1610612757,50,40,2021-11-30T02:59:35Z,2910000,-151.0,205.0,1,left,MISS D. Lillard 25' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,25.46,Missed,,,,,,,,,,,,,,,,,
294,PT01M38.00S,2021-11-30T02:59:31.4Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,50,40,2021-11-30T02:59:35Z,2920000,,,0,,J. Nurkic REBOUND (Off:3 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,293.0,6.0,3.0,3.0,,,,,,,,,,,,,
295,PT01M37.00S,2021-11-30T02:59:33.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,6.915243101182654,51.470588235294116,1610612757,50,42,2021-11-30T02:59:41Z,2930000,-7.0,13.0,1,left,J. Nurkic reverse Layup (8 PTS),[203994],1610612757.0,POR,reverse,,,Nurkic,J. Nurkic,,,,,,,1.45,Made,,,,,,,,,,,8.0,,,,,,
296,PT01M25.00S,2021-11-30T02:59:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.32917214191852,43.38235294117647,1610612762,52,42,2021-11-30T02:59:50Z,2940000,-33.0,20.0,1,right,D. Mitchell driving finger roll Layup (9 PTS),[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,,,3.85,Made,,,,,,,,,,,9.0,,,,,,
297,PT01M12.00S,2021-11-30T02:59:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,10.726018396846255,38.72549019607843,1610612757,52,42,2021-11-30T03:00:02Z,2950000,56.0,48.0,1,left,MISS C. McCollum 7' driving Layup,[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,,,7.43,Missed,,,,,,,,,,,,,,,,,
298,PT01M10.00S,2021-11-30T03:00:00.3Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,52,42,2021-11-30T03:00:00Z,2960000,,,0,,N. Little REBOUND (Off:1 Def:4),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,297.0,5.0,4.0,1.0,,,,,,,,,,,,,
316,PT01M10.00S,2021-11-30T03:00:01.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629642,7.227332457293036,49.04258578431372,1610612757,52,42,2021-11-30T03:04:33Z,2965000,5.0,15.0,1,left,MISS N. Little tip Layup,[1629642],1610612757.0,POR,tip,,,Little,N. Little,,,,,,,1.61,Missed,,,,,,,,,,,,,,,,,
317,PT01M10.00S,2021-11-30T03:00:01.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,52,42,2021-11-30T03:04:33Z,2967500,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,
299,PT01M10.00S,2021-11-30T03:00:04.7Z,2,REGULAR,foul,personal,[],203497,,,1610612757,52,42,2021-11-30T03:00:25Z,2970000,,,0,,R. Gobert personal FOUL (2 PF),"[203497, 1629642]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,1628951.0,,,,,,,,,,2.0,0.0,Little,1629642.0,,,,,,,
301,PT00M58.30S,2021-11-30T03:00:42.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203994,6.915243101182654,4.166666666666666,1610612757,52,45,2021-11-30T03:04:12Z,2990000,229.0,13.0,1,left,J. Nurkic 3PT  (11 PTS) (C. McCollum 2 AST),"[203994, 203468]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,22.95,Made,,,,,,,,,,,11.0,C. McCollum,203468.0,2.0,,,
303,PT00M57.10S,2021-11-30T03:00:53.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629642,,,1610612762,52,45,2021-11-30T03:01:12Z,3010000,,,0,,N. Little personal FOUL (1 PF) (Bogdanovic 2 FT),"[1629642, 202711]",1610612757.0,POR,,,,Little,N. Little,,,,,202026.0,,,,,,,,,,1.0,0.0,Bogdanovic,202711.0,,,,,,,
305,PT00M57.10S,2021-11-30T03:01:27.3Z,2,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,52,45,2021-11-30T03:01:27Z,3030000,,,0,,MISS B. Bogdanovic Free Throw 1 of 2,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,
306,PT00M57.10S,2021-11-30T03:01:27.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,52,45,2021-11-30T03:01:27Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,
307,PT00M57.10S,2021-11-30T03:01:42.4Z,2,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,53,45,2021-11-30T03:01:42Z,3050000,,,0,,B. Bogdanovic Free Throw 2 of 2 (8 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,
308,PT00M42.50S,2021-11-30T03:01:59.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,19.267411300919843,60.29411764705882,1610612757,53,47,2021-11-30T03:02:11Z,3060000,-51.0,129.0,1,left,C. McCollum 13' driving floating Jump Shot (11 PTS),[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,,,13.85,Made,,,,,,,,,,,11.0,,,,,,
309,PT00M35.90S,2021-11-30T03:02:10.4Z,2,REGULAR,3pt,Jump Shot,[],202711,69.33311432325887,25.98039215686275,1610612762,53,47,2021-11-30T03:02:15Z,3070000,-120.0,236.0,1,right,MISS B. Bogdanovic 26' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,26.46,Missed,,,,,,,,,,,,,,,,,
310,PT00M32.20S,2021-11-30T03:02:14.1Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,53,47,2021-11-30T03:02:15Z,3080000,,,0,,D. Lillard REBOUND (Off:0 Def:5),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,309.0,5.0,5.0,0.0,,,,,,,,,,,,,
311,PT00M23.10S,2021-11-30T03:02:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,8.09789750328515,43.13725490196079,1610612757,53,49,2021-11-30T03:02:30Z,3090000,34.0,24.0,1,left,J. Nurkic cutting Layup (13 PTS) (D. Lillard 4 AST),"[203994, 203081]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,4.16,Made,,,,,,,,,,,13.0,D. Lillard,203081.0,4.0,,,
315,PT00M00.00S,2021-11-30T03:03:15.8Z,2,REGULAR,period,end,[],0,,,1610612762,53,49,2021-11-30T03:03:15Z,3130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-11-30T03:17:31.4Z,3,REGULAR,substitution,out,['startperiod'],1629014,,,1610612762,53,49,2021-11-30T03:17:49Z,3140000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-11-30T03:17:31.4Z,3,REGULAR,substitution,in,['startperiod'],203496,,,1610612762,53,49,2021-11-30T03:17:49Z,3150000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-11-30T03:17:59.6Z,3,REGULAR,period,start,[],0,,,1610612762,53,49,2021-11-30T03:17:59Z,3160000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M41.00S,2021-11-30T03:18:18.3Z,3,REGULAR,3pt,Jump Shot,[],1628378,16.245072273324574,4.6568627450980395,1610612762,56,49,2021-11-30T03:18:27Z,3170000,227.0,100.0,1,left,D. Mitchell 24' 3PT  (12 PTS) (J. Ingles 3 AST),"[1628378, 204060]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,24.79,Made,,,,,,,,,,,12.0,J. Ingles,204060.0,3.0,,,
323,PT11M23.00S,2021-11-30T03:18:37.1Z,3,REGULAR,foul,personal,[],201144,,,1610612757,56,49,2021-11-30T03:18:46Z,3190000,,,0,,M. Conley personal FOUL (1 PF),"[201144, 203081]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,1628951.0,,,,,,,,,,1.0,0.0,Lillard,203081.0,,,,,,,
325,PT11M16.00S,2021-11-30T03:19:03.5Z,3,REGULAR,3pt,Jump Shot,[],203468,72.48685939553219,80.63725490196079,1610612757,56,49,2021-11-30T03:19:08Z,3210000,153.0,206.0,1,right,MISS C. McCollum 25' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,25.68,Missed,,,,,,,,,,,,,,,,,
326,PT11M12.00S,2021-11-30T03:19:07.5Z,3,REGULAR,rebound,defensive,[],204060,,,1610612762,56,49,2021-11-30T03:19:08Z,3220000,,,0,,J. Ingles REBOUND (Off:0 Def:2),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,325.0,2.0,2.0,0.0,,,,,,,,,,,,,
327,PT10M50.00S,2021-11-30T03:19:29.1Z,3,REGULAR,2pt,Jump Shot,[],1628378,9.149145860709593,33.33333333333333,1610612762,56,49,2021-11-30T03:19:33Z,3230000,83.0,34.0,1,left,MISS D. Mitchell 8' driving floating bank Shot,[1628378],1610612762.0,UTA,driving floating bank,,,Mitchell,D. Mitchell,,,,,,,8.98,Missed,,,,,,,,,,,,,,,,,
328,PT10M48.00S,2021-11-30T03:19:31.1Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,56,49,2021-11-30T03:19:33Z,3240000,,,0,,J. Nurkic REBOUND (Off:3 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,327.0,7.0,4.0,3.0,,,,,,,,,,,,,
329,PT10M42.00S,2021-11-30T03:19:38.3Z,3,REGULAR,foul,personal,[],201144,,,1610612757,56,49,2021-11-30T03:19:43Z,3250000,,,0,,M. Conley personal FOUL (2 PF),"[201144, 203468]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,202026.0,,,,,,,,,,2.0,0.0,McCollum,203468.0,,,,,,,
331,PT10M38.00S,2021-11-30T03:20:08.1Z,3,REGULAR,foul,personal,['2freethrow'],202711,,,1610612757,56,49,2021-11-30T03:20:13Z,3270000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Nurkic 2 FT),"[202711, 203994]",1610612762.0,UTA,shooting,,,Bogdanovic,B. Bogdanovic,,,,,1628951.0,,,,,,,,,,1.0,0.0,Nurkic,203994.0,,,,,,,
333,PT10M38.00S,2021-11-30T03:20:34.0Z,3,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,56,49,2021-11-30T03:20:34Z,3290000,,,0,,MISS J. Nurkic Free Throw 1 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Missed,,,,,,,,,,,,,,,,,
334,PT10M38.00S,2021-11-30T03:20:34.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,56,49,2021-11-30T03:20:34Z,3300000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,
335,PT10M38.00S,2021-11-30T03:20:50.4Z,3,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,56,50,2021-11-30T03:20:50Z,3310000,,,0,,J. Nurkic Free Throw 2 of 2 (14 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,
336,PT10M24.00S,2021-11-30T03:21:10.7Z,3,REGULAR,3pt,Jump Shot,[],1628378,5.469776609724048,4.411764705882353,1610612762,59,50,2021-11-30T03:21:28Z,3320000,228.0,-1.0,1,left,D. Mitchell 3PT fadeaway (15 PTS) (B. Bogdanovic 2 AST),"[1628378, 202711]",1610612762.0,UTA,fadeaway,,,Mitchell,D. Mitchell,,,,,,,22.79,Made,,,,,,,,,,,15.0,B. Bogdanovic,202711.0,2.0,,,
338,PT10M12.00S,2021-11-30T03:21:22.7Z,3,REGULAR,3pt,Jump Shot,[],203496,81.15965834428384,93.13725490196079,1610612757,59,50,2021-11-30T03:21:32Z,3340000,216.0,125.0,1,right,MISS R. Covington 24' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,24.91,Missed,,,,,,,,,,,,,,,,,
339,PT10M12.00S,2021-11-30T03:21:22.7Z,3,REGULAR,rebound,offensive,[],203496,,,1610612757,59,50,2021-11-30T03:21:32Z,3350000,,,0,,R. Covington REBOUND (Off:1 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,338.0,3.0,2.0,1.0,,,,,,,,,,,,,
340,PT10M07.00S,2021-11-30T03:21:26.4Z,3,REGULAR,turnover,bad pass,[],203496,,,1610612757,59,50,2021-11-30T03:21:36Z,3360000,,,0,,R. Covington bad pass TURNOVER (3 TO),"[203496, 203497]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,3.0,,,,,,,Gobert,203497.0,,,,,,,,,,,
341,PT10M07.00S,2021-11-30T03:21:26.4Z,3,REGULAR,steal,,[],203497,,,1610612762,59,50,2021-11-30T03:21:28Z,3370000,,,0,,R. Gobert STEAL (1 STL),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT10M00.00S,2021-11-30T03:21:34.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204060,7.5722733245729295,55.392156862745104,1610612762,61,50,2021-11-30T03:21:44Z,3380000,-27.0,19.0,1,left,J. Ingles driving Layup (5 PTS),[204060],1610612762.0,UTA,driving,,,Ingles,J. Ingles,,,,,,,3.28,Made,,,,,,,,,,,5.0,,,,,,
344,PT09M34.00S,2021-11-30T03:22:06.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612757,61,50,2021-11-30T03:22:13Z,3400000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,1628951.0,,,,,,,,,,,,,,,,,,,,
345,PT09M25.00S,2021-11-30T03:22:32.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201144,9.017739816031538,54.90196078431373,1610612762,63,50,2021-11-30T03:22:40Z,3410000,-25.0,32.0,1,left,M. Conley driving finger roll Layup (2 PTS),[201144],1610612762.0,UTA,driving finger roll,,,Conley,M. Conley,,,,,,,4.05,Made,,,,,,,,,,,2.0,,,,,,
346,PT09M25.00S,2021-11-30T03:22:37.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,63,50,2021-11-30T03:22:37Z,3420000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT09M12.00S,2021-11-30T03:25:40.8Z,3,REGULAR,3pt,Jump Shot,[],1629642,94.03745072273325,3.9215686274509802,1610612757,63,50,2021-11-30T03:25:47Z,3430000,-230.0,4.0,1,right,MISS N. Little 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,23.04,Missed,,,,,,,,,,,,,,,,,
348,PT09M07.00S,2021-11-30T03:25:45.8Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,63,50,2021-11-30T03:25:47Z,3440000,,,0,,R. Gobert REBOUND (Off:2 Def:9),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,347.0,11.0,9.0,2.0,,,,,,,,,,,,,
349,PT08M57.00S,2021-11-30T03:25:55.9Z,3,REGULAR,turnover,backcourt,[],201144,,,1610612762,63,50,2021-11-30T03:26:13Z,3450000,,,0,,M. Conley backcourt TURNOVER (1 TO),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,201639.0,1.0,,,,,,,,,,,,,,,,,,,
350,PT08M44.00S,2021-11-30T03:26:31.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203081,81.8166885676741,63.48039215686274,1610612757,63,52,2021-11-30T03:26:38Z,3460000,67.0,118.0,1,right,D. Lillard 13' step back Jump Shot (11 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,,,13.62,Made,,,,,,,,,,,11.0,,,,,,
353,PT08M44.00S,2021-11-30T03:26:59.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,63,52,2021-11-30T03:26:59Z,3490000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT08M44.00S,2021-11-30T03:27:02.1Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612762,63,52,2021-11-30T03:31:17Z,3500000,,,0,,,[],1610612762.0,UTA,overturned,,,,,,,,,201639.0,,,,,,,,,,,,,,,,,,,,No Foul on M. Conley
355,PT08M26.00S,2021-11-30T03:30:20.8Z,3,REGULAR,3pt,Jump Shot,[],204060,30.56833114323259,71.56862745098039,1610612762,66,52,2021-11-30T03:30:26Z,3510000,-108.0,235.0,1,left,J. Ingles 25' 3PT  (8 PTS) (M. Conley 3 AST),"[204060, 201144]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,25.84,Made,,,,,,,,,,,8.0,M. Conley,201144.0,3.0,,,
357,PT07M56.00S,2021-11-30T03:30:51.2Z,3,REGULAR,3pt,Jump Shot,[],203081,77.21747700394218,89.4607843137255,1610612757,66,52,2021-11-30T03:30:56Z,3530000,197.0,162.0,1,right,MISS D. Lillard 25' turnaround fadeaway 3PT,[203081],1610612757.0,POR,turnaround fadeaway,,,Lillard,D. Lillard,,,,,,,25.51,Missed,,,,,,,,,,,,,,,,,
358,PT07M55.00S,2021-11-30T03:30:52.9Z,3,REGULAR,rebound,defensive,[],202711,,,1610612762,66,52,2021-11-30T03:30:52Z,3540000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,357.0,2.0,2.0,0.0,,,,,,,,,,,,,
359,PT07M49.00S,2021-11-30T03:30:57.7Z,3,REGULAR,3pt,Jump Shot,[],204060,31.750985545335087,64.2156862745098,1610612762,69,52,2021-11-30T03:31:03Z,3550000,-71.0,246.0,1,left,J. Ingles 25' 3PT  (11 PTS) (D. Mitchell 5 AST),"[204060, 1628378]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,25.61,Made,,,,,,,,,,,11.0,D. Mitchell,1628378.0,5.0,,,
361,PT07M32.00S,2021-11-30T03:31:14.2Z,3,REGULAR,2pt,Jump Shot,[],203468,76.95466491458606,51.9607843137255,1610612757,69,54,2021-11-30T03:34:18Z,3570000,10.0,164.0,1,right,C. McCollum 16' Jump Shot (13 PTS) (J. Nurkic 1 AST),"[203468, 203994]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,16.44,Made,,,,,,,,,,,13.0,J. Nurkic,203994.0,1.0,,,
363,PT07M15.00S,2021-11-30T03:31:32.0Z,3,REGULAR,3pt,Jump Shot,[],1628378,30.56833114323259,23.03921568627451,1610612762,69,54,2021-11-30T03:31:36Z,3590000,135.0,235.0,1,left,MISS D. Mitchell 27' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,27.07,Missed,,,,,,,,,,,,,,,,,
364,PT07M13.00S,2021-11-30T03:31:34.0Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,69,54,2021-11-30T03:31:36Z,3600000,,,0,,N. Little REBOUND (Off:1 Def:5),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,363.0,6.0,5.0,1.0,,,,,,,,,,,,,
365,PT06M50.00S,2021-11-30T03:31:57.1Z,3,REGULAR,2pt,Jump Shot,[],1629642,75.3777923784494,44.6078431372549,1610612757,69,56,2021-11-30T03:32:02Z,3610000,-27.0,179.0,1,right,N. Little 18' pullup Jump Shot (4 PTS),[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,,,18.09,Made,,,,,,,,,,,4.0,,,,,,
366,PT06M32.00S,2021-11-30T03:32:15.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.521024967148489,58.82352941176471,1610612762,71,56,2021-11-30T03:32:20Z,3620000,-44.0,9.0,1,left,R. Gobert alley-oop DUNK (14 PTS) (M. Conley 4 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,,,4.5,Made,,,,,,,,,,,14.0,M. Conley,201144.0,4.0,,,
368,PT06M23.00S,2021-11-30T03:32:27.3Z,3,REGULAR,foul,personal,[],204060,,,1610612757,71,56,2021-11-30T03:32:59Z,3640000,,,0,,J. Ingles personal FOUL (2 PF),"[204060, 203468]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,1628951.0,,,,,,,,,,2.0,0.0,McCollum,203468.0,,,,,,,
370,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,out,[],204060,,,1610612757,71,56,2021-11-30T03:32:58Z,3660000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,out,[],201144,,,1610612757,71,56,2021-11-30T03:32:58Z,3670000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,out,[],203497,,,1610612757,71,56,2021-11-30T03:32:58Z,3680000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,out,[],203468,,,1610612757,71,56,2021-11-30T03:32:58Z,3690000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,out,[],203994,,,1610612757,71,56,2021-11-30T03:32:58Z,3700000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,out,[],203496,,,1610612757,71,56,2021-11-30T03:32:58Z,3710000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,in,[],202355,,,1610612757,71,56,2021-11-30T03:32:58Z,3720000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
