actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
275,PT03M24.00S,2021-12-04T02:58:30.4Z,2,REGULAR,2pt,Jump Shot,[],203471,79.188567674113,21.568627450980394,1610612738,50,44,2021-12-04T02:58:37Z,2720000,-142.0,143.0,1,right,MISS D. Schroder 20' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,20.17,Missed,,,,,,,,,,,,,,,,,,,
276,PT03M21.00S,2021-12-04T02:58:33.4Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,50,44,2021-12-04T02:58:37Z,2730000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,275.0,1.0,1.0,0.0,,,,,,,,,,,,,,
277,PT03M15.00S,2021-12-04T02:58:43.3Z,2,REGULAR,foul,offensive,[],1628378,,,1610612762,50,44,2021-12-04T02:58:51Z,2740000,,,0,,D. Mitchell offensive FOUL (1 PF),"[1628378, 203471]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,2004.0,1.0,0.0,Schroder,203471.0,,,,,,
279,PT03M15.00S,2021-12-04T02:58:43.3Z,2,REGULAR,turnover,offensive foul,[],1628378,,,1610612762,50,44,2021-12-04T02:58:43Z,2760000,,,0,,D. Mitchell offensive foul TURNOVER (1 TO),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,2004.0,,,,,1.0,,,,,
280,PT03M06.00S,2021-12-04T02:59:09.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201143,86.15308804204993,2.941176470588235,1610612738,50,47,2021-12-04T02:59:13Z,2770000,-235.0,78.0,1,right,A. Horford 24' 3PT  (14 PTS) (G. Williams 1 AST),"[201143, 1629684]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,24.78,Made,14.0,,,,,G. Williams,1629684.0,1.0,,,,,,,,,,,
282,PT02M47.00S,2021-12-04T02:59:30.6Z,2,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612762,50,47,2021-12-04T02:59:47Z,2790000,,,0,,J. Richardson shooting personal FOUL (1 PF) (O'Neale 2 FT),"[1626196, 1626220]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,,,,,,,,,,,1201.0,1.0,0.0,O'Neale,1626220.0,,,,,,
284,PT02M47.00S,2021-12-04T03:00:01.6Z,2,REGULAR,freethrow,1 of 2,[],1626220,,,1610612762,51,47,2021-12-04T03:00:01Z,2810000,,,0,,R. O'Neale Free Throw 1 of 2 (8 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
285,PT02M47.00S,2021-12-04T03:00:15.9Z,2,REGULAR,freethrow,2 of 2,[],1626220,,,1610612762,52,47,2021-12-04T03:00:15Z,2820000,,,0,,R. O'Neale Free Throw 2 of 2 (9 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
286,PT02M40.00S,2021-12-04T03:00:28.7Z,2,REGULAR,3pt,Jump Shot,[],201143,68.9388961892247,68.87254901960785,1610612738,52,50,2021-12-04T03:01:31Z,2830000,94.0,239.0,1,right,A. Horford 25' 3PT pullup (17 PTS),[201143],1610612738.0,BOS,pullup,,,Horford,A. Horford,,,,,25.74,Made,17.0,,,,,,,,,,,,,,,,,,
287,PT02M14.00S,2021-12-04T03:00:54.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,5.075558475689881,45.09803921568628,1610612762,54,50,2021-12-04T03:01:02Z,2840000,25.0,-5.0,1,left,R. Gobert reverse Layup (7 PTS) (D. Mitchell 3 AST),"[203497, 1628378]",1610612762.0,UTA,reverse,,,Gobert,R. Gobert,,,,,2.5,Made,7.0,,,,,D. Mitchell,1628378.0,3.0,,,,,,,,,,,
289,PT02M03.00S,2021-12-04T03:01:04.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,81.94809461235218,49.26470588235294,1610612738,54,50,2021-12-04T03:01:09Z,2860000,-4.0,117.0,1,right,MISS D. Schroder 11' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,11.73,Missed,,,,,,,,,,,,,,,,,,,
290,PT02M01.00S,2021-12-04T03:01:06.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,54,50,2021-12-04T03:01:09Z,2870000,,,0,,R. Gobert REBOUND (Off:1 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,289.0,7.0,6.0,1.0,,,,,,,,,,,,,,
291,PT01M54.00S,2021-12-04T03:01:15.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,7.5722733245729295,56.127450980392155,1610612762,56,50,2021-12-04T03:01:21Z,2880000,-31.0,19.0,1,left,M. Conley driving Layup (11 PTS),[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,3.59,Made,11.0,,,,,,,,,,,,,,,,,,
292,PT01M35.00S,2021-12-04T03:01:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.19776609724047,54.166666666666664,1610612738,56,50,2021-12-04T03:02:00Z,2890000,21.0,21.0,1,right,MISS D. Schroder driving Layup,[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,2.94,Missed,,,,,,,,,,,,,,,,,,,
293,PT01M31.00S,2021-12-04T03:01:59.0Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,56,50,2021-12-04T03:02:00Z,2900000,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,292.0,1.0,0.0,1.0,,,,,,,,,,,,,,
294,PT01M31.00S,2021-12-04T03:01:59.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203935,94.40999984741211,50.0,1610612738,56,52,2021-12-04T03:01:59Z,2910000,0.0,0.0,1,right,M. Smart tip DUNK (2 PTS),[203935],1610612738.0,BOS,tip,,,Smart,M. Smart,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
295,PT01M27.00S,2021-12-04T03:02:04.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,9.149145860709593,38.970588235294116,1610612762,56,52,2021-12-04T03:02:13Z,2920000,55.0,34.0,1,left,MISS D. Mitchell 6' driving Layup,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,6.45,Missed,,,,,,,,,,,,,,,,,,,
296,PT01M26.00S,2021-12-04T03:02:05.1Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,56,52,2021-12-04T03:02:13Z,2930000,,,0,,R. Gobert REBOUND (Off:2 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,295.0,8.0,6.0,2.0,,,,,,,,,,,,,,
297,PT01M26.00S,2021-12-04T03:02:13.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626196,,,1610612762,56,52,2021-12-04T03:08:08Z,2940000,,,0,,J. Richardson shooting personal FOUL (2 PF) (Gobert 2 FT),"[1626196, 203497]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,,,,,,,,,,,2002.0,2.0,0.0,Gobert,203497.0,,,,,,
299,PT01M26.00S,2021-12-04T03:02:45.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612762,56,52,2021-12-04T03:02:45Z,2960000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,,
300,PT01M26.00S,2021-12-04T03:02:45.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,56,52,2021-12-04T03:02:45Z,2970000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,299.0,,,,,,,,,,,,,,,,,
301,PT01M26.00S,2021-12-04T03:02:46.5Z,2,REGULAR,substitution,out,[],1626196,,,1610612762,56,52,2021-12-04T03:02:51Z,2980000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M26.00S,2021-12-04T03:02:46.5Z,2,REGULAR,substitution,in,[],1628369,,,1610612762,56,52,2021-12-04T03:02:51Z,2990000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M26.00S,2021-12-04T03:03:10.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612762,57,52,2021-12-04T03:03:10Z,3000000,,,0,,R. Gobert Free Throw 2 of 2 (8 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
304,PT01M18.00S,2021-12-04T03:03:28.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,57,52,2021-12-04T03:03:28Z,3010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M14.00S,2021-12-04T03:03:50.9Z,2,REGULAR,foul,personal,[],1626220,,,1610612738,57,52,2021-12-04T03:03:56Z,3020000,,,0,,R. O'Neale personal FOUL (1 PF),"[1626220, 203471]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,2004.0,1.0,0.0,Schroder,203471.0,,,,,,
307,PT01M07.00S,2021-12-04T03:04:18.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.72339027595268,53.92156862745098,1610612738,57,54,2021-12-04T03:04:24Z,3040000,20.0,16.0,1,right,J. Tatum driving Layup (10 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.52,Made,10.0,,,,,,,,,,,,,,,,,,
308,PT00M46.80S,2021-12-04T03:04:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.966491458607096,43.872549019607845,1610612762,57,54,2021-12-04T03:04:44Z,3050000,31.0,22.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,3.79,Missed,,,,,,,,,,,,,,,,,,,
309,PT00M45.20S,2021-12-04T03:04:40.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,57,54,2021-12-04T03:04:44Z,3060000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,308.0,2.0,1.0,1.0,,,,,,,,,,,,,,
310,PT00M35.10S,2021-12-04T03:04:51.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,87.59855453350855,50.73529411764706,1610612738,57,54,2021-12-04T03:05:18Z,3070000,4.0,64.0,1,right,MISS J. Tatum 6' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,6.42,Missed,,,,,,,,,,,,,,,,,,,
311,PT00M30.60S,2021-12-04T03:04:55.5Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,57,54,2021-12-04T03:05:23Z,3080000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,310.0,5.0,4.0,1.0,,,,,,,,,,,,,,
314,PT00M22.40S,2021-12-04T03:05:03.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201143,88.12417871222075,48.03921568627451,1610612738,57,56,2021-12-04T03:05:57Z,3110000,-10.0,59.0,1,right,A. Horford driving Hook (19 PTS),[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,5.99,Made,19.0,,,,,,,,,,,,,,,,,,
315,PT00M00.50S,2021-12-04T03:05:30.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,5.732588699080158,43.38235294117647,1610612762,59,56,2021-12-04T03:05:36Z,3120000,33.0,1.0,1,left,R. Gobert alley-oop DUNK (10 PTS) (M. Conley 2 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,3.31,Made,10.0,,,,,M. Conley,201144.0,2.0,,,,,,,,,,,
317,PT00M00.00S,2021-12-04T03:05:42.4Z,2,REGULAR,3pt,Jump Shot,[],203935,5.732588699080158,37.00980392156863,1610612738,59,56,2021-12-04T03:06:14Z,3140000,-65.0,834.0,1,right,MISS M. Smart 83' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,83.61,Missed,,,,,,,,,,,,,,,,,,,
318,PT00M00.00S,2021-12-04T03:05:42.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,59,56,2021-12-04T03:06:14Z,3150000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,317.0,,,,,,,,,,,,,,,,,
319,PT00M00.00S,2021-12-04T03:05:56.4Z,2,REGULAR,period,end,[],0,,,1610612738,59,56,2021-12-04T03:05:56Z,3160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-12-04T03:20:56.9Z,3,REGULAR,period,start,[],0,,,1610612738,59,56,2021-12-04T03:20:56Z,3170000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M49.00S,2021-12-04T03:21:07.7Z,3,REGULAR,3pt,Jump Shot,[],1629684,31.488173455978973,37.99019607843137,1610612738,59,56,2021-12-04T03:21:13Z,3180000,60.0,243.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
323,PT11M44.00S,2021-12-04T03:21:12.7Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612762,59,56,2021-12-04T03:21:13Z,3190000,,,0,,R. O'Neale REBOUND (Off:3 Def:4),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,322.0,7.0,4.0,3.0,,,,,,,,,,,,,,
324,PT11M32.00S,2021-12-04T03:21:23.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,83.13074901445466,46.32352941176471,1610612762,61,56,2021-12-04T03:21:28Z,3200000,-18.0,106.0,1,right,D. Mitchell 10' turnaround fadeaway Jump Shot (13 PTS),[1628378],1610612762.0,UTA,turnaround fadeaway,,,Mitchell,D. Mitchell,,,,,10.77,Made,13.0,,,,,,,,,,,,,,,,,,
325,PT11M21.00S,2021-12-04T03:21:37.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,61,56,2021-12-04T03:21:37Z,3210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M17.00S,2021-12-04T03:21:57.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,3.3672798948751645,78.18627450980392,1610612738,61,56,2021-12-04T03:22:01Z,3220000,-141.0,-21.0,1,left,MISS J. Tatum 14' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,14.24,Missed,,,,,,,,,,,,,,,,,,,
327,PT11M14.00S,2021-12-04T03:22:00.0Z,3,REGULAR,rebound,defensive,[],202711,,,1610612762,61,56,2021-12-04T03:22:01Z,3230000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,326.0,2.0,2.0,0.0,,,,,,,,,,,,,,
328,PT11M08.00S,2021-12-04T03:22:06.8Z,3,REGULAR,turnover,out-of-bounds,[],201144,,,1610612762,61,56,2021-12-04T03:22:15Z,3240000,,,0,,M. Conley bad pass out-of-bounds TURNOVER (2 TO),[201144],1610612762.0,UTA,bad pass,,,Conley,M. Conley,,,,,,,,,,,,,,,2002.0,,,,,2.0,,,,,
329,PT10M54.00S,2021-12-04T03:22:24.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201143,8.360709592641262,45.588235294117645,1610612738,61,58,2021-12-04T03:22:29Z,3250000,22.0,26.0,1,left,A. Horford DUNK (21 PTS) (M. Smart 2 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,3.42,Made,21.0,,,,,M. Smart,203935.0,2.0,,,,,,,,,,,
331,PT10M39.00S,2021-12-04T03:22:42.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,82.07950065703022,38.970588235294116,1610612762,63,58,2021-12-04T03:22:50Z,3270000,-55.0,116.0,1,right,M. Conley 12' driving floating Jump Shot (13 PTS) (D. Mitchell 4 AST),"[201144, 1628378]",1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,12.84,Made,13.0,,,,,D. Mitchell,1628378.0,4.0,,,,,,,,,,,
333,PT10M39.00S,2021-12-04T03:22:45.1Z,3,REGULAR,foul,personal,['1freethrow'],203935,,,1610612762,63,58,2021-12-04T03:22:49Z,3290000,,,0,,M. Smart shooting personal FOUL (2 PF) (Conley 1 FT),"[203935, 201144]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,2004.0,2.0,0.0,Conley,201144.0,,,,,,
335,PT10M39.00S,2021-12-04T03:23:08.7Z,3,REGULAR,freethrow,1 of 1,[],201144,,,1610612762,63,58,2021-12-04T03:23:11Z,3310000,,,0,,MISS M. Conley Free Throw 1 of 1,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
336,PT10M38.00S,2021-12-04T03:23:09.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,63,58,2021-12-04T03:23:11Z,3320000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,335.0,3.0,2.0,1.0,,,,,,,,,,,,,,
337,PT10M27.00S,2021-12-04T03:23:20.0Z,3,REGULAR,3pt,Jump Shot,[],203935,20.581471747700395,8.088235294117647,1610612738,63,61,2021-12-04T03:23:25Z,3330000,210.0,141.0,1,left,M. Smart 25' 3PT  (5 PTS) (A. Horford 5 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.26,Made,5.0,,,,,A. Horford,201143.0,5.0,,,,,,,,,,,
339,PT10M10.00S,2021-12-04T03:23:36.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201144,89.30683311432325,40.44117647058824,1610612762,63,61,2021-12-04T03:23:41Z,3350000,-48.0,48.0,1,right,MISS M. Conley 6' driving Layup,[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,6.77,Missed,,,,,,,,,,,,,,,,,,,
340,PT10M08.00S,2021-12-04T03:23:38.5Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,63,61,2021-12-04T03:23:41Z,3360000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,339.0,1.0,1.0,0.0,,,,,,,,,,,,,,
341,PT10M00.00S,2021-12-04T03:23:47.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.258212877792378,42.8921568627451,1610612738,63,63,2021-12-04T03:23:52Z,3370000,36.0,6.0,1,left,D. Schroder driving Layup (12 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,3.61,Made,12.0,,,,,,,,,,,,,,,,,,
342,PT09M46.00S,2021-12-04T03:24:00.4Z,3,REGULAR,3pt,Jump Shot,[],202711,90.22667542706965,3.431372549019608,1610612762,66,63,2021-12-04T03:24:05Z,3380000,-233.0,39.0,1,right,B. Bogdanovic 3PT  (10 PTS) (R. O'Neale 2 AST),"[202711, 1626220]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.61,Made,10.0,,,,,R. O'Neale,1626220.0,2.0,,,,,,,,,,,
344,PT09M32.00S,2021-12-04T03:24:14.8Z,3,REGULAR,3pt,Jump Shot,[],203471,24.52365308804205,83.82352941176471,1610612738,66,66,2021-12-04T03:25:51Z,3400000,-169.0,178.0,1,left,D. Schroder 24' 3PT pullup (15 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,24.55,Made,15.0,,,,,,,,,,,,,,,,,,
345,PT09M11.00S,2021-12-04T03:24:38.0Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612762,66,66,2021-12-04T03:24:43Z,3410000,,,0,,G. Williams shooting personal FOUL (2 PF) (Gobert 2 FT),"[1629684, 203497]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,2002.0,2.0,0.0,Gobert,203497.0,,,,,,
347,PT09M11.00S,2021-12-04T03:25:13.3Z,3,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,67,66,2021-12-04T03:25:13Z,3430000,,,0,,R. Gobert Free Throw 1 of 2 (11 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
348,PT09M11.00S,2021-12-04T03:25:31.0Z,3,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,68,66,2021-12-04T03:25:31Z,3440000,,,0,,R. Gobert Free Throw 2 of 2 (12 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
349,PT08M57.00S,2021-12-04T03:25:47.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.30946123521682,50.73529411764706,1610612738,68,66,2021-12-04T03:25:55Z,3450000,-4.0,16.0,1,left,MISS M. Smart driving Layup - blocked,"[203935, 203497]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.66,Missed,,,,,,,,,,,,,,,,,Gobert,203497.0,
350,PT08M57.00S,2021-12-04T03:25:47.4Z,3,REGULAR,block,,[],203497,,,1610612738,68,66,2021-12-04T03:25:49Z,3460000,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT08M56.00S,2021-12-04T03:25:48.4Z,3,REGULAR,rebound,defensive,[],201144,,,1610612762,68,66,2021-12-04T03:25:55Z,3470000,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,349.0,2.0,2.0,0.0,,,,,,,,,,,,,,
352,PT08M56.00S,2021-12-04T03:25:52.4Z,3,REGULAR,foul,personal,[],203471,,,1610612762,68,66,2021-12-04T03:25:57Z,3480000,,,0,,D. Schroder take personal FOUL (2 PF),"[203471, 201144]",1610612738.0,BOS,take,,,Schroder,D. Schroder,,,,,,,,,,,,,,,2002.0,2.0,0.0,Conley,201144.0,,,,,,
354,PT08M40.00S,2021-12-04T03:26:27.8Z,3,REGULAR,3pt,Jump Shot,[],1628378,86.67871222076215,94.6078431372549,1610612762,71,66,2021-12-04T03:26:32Z,3500000,223.0,73.0,1,right,D. Mitchell 3PT  (16 PTS) (R. O'Neale 3 AST),"[1628378, 1626220]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,23.46,Made,16.0,,,,,R. O'Neale,1626220.0,3.0,,,,,,,,,,,
356,PT08M37.00S,2021-12-04T03:26:33.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,71,66,2021-12-04T03:26:33Z,3520000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT08M37.00S,2021-12-04T03:28:23.7Z,3,REGULAR,substitution,out,[],203935,,,1610612738,71,66,2021-12-04T03:29:16Z,3530000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT08M37.00S,2021-12-04T03:28:23.7Z,3,REGULAR,substitution,in,[],1626196,,,1610612738,71,66,2021-12-04T03:29:16Z,3540000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT08M16.00S,2021-12-04T03:29:50.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.732588699080158,45.34313725490196,1610612738,71,68,2021-12-04T03:29:56Z,3550000,23.0,1.0,1,left,D. Schroder driving Layup (17 PTS) (A. Horford 6 AST),"[203471, 201143]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,2.33,Made,17.0,,,,,A. Horford,201143.0,6.0,,,,,,,,,,,
361,PT07M58.00S,2021-12-04T03:30:08.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,88.25558475689881,50.73529411764706,1610612762,71,68,2021-12-04T03:30:12Z,3570000,4.0,58.0,1,right,MISS M. Conley floating Shot,[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,5.8,Missed,,,,,,,,,,,,,,,,,,,
362,PT07M57.00S,2021-12-04T03:30:09.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,71,68,2021-12-04T03:30:12Z,3580000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,361.0,4.0,3.0,1.0,,,,,,,,,,,,,,
363,PT07M53.00S,2021-12-04T03:30:14.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,25.312089356110377,82.1078431372549,1610612738,71,71,2021-12-04T03:30:21Z,3590000,-161.0,185.0,1,left,G. Williams 24' 3PT  (6 PTS) (A. Horford 7 AST),"[1629684, 201143]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.52,Made,6.0,,,,,A. Horford,201143.0,7.0,,,,,,,,,,,
365,PT07M44.00S,2021-12-04T03:30:33.2Z,3,REGULAR,foul,offensive,[],1628378,,,1610612762,71,71,2021-12-04T03:31:00Z,3610000,,,0,,D. Mitchell offensive FOUL (2 PF),"[1628378, 203471]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,2004.0,2.0,0.0,Schroder,203471.0,,,,,,
367,PT07M44.00S,2021-12-04T03:30:33.2Z,3,REGULAR,turnover,offensive foul,[],1628378,,,1610612762,71,71,2021-12-04T03:30:46Z,3630000,,,0,,D. Mitchell offensive foul TURNOVER (2 TO),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,2002.0,,,,,2.0,,,,,
368,PT07M44.00S,2021-12-04T03:30:39.9Z,3,REGULAR,substitution,out,[],1626196,,,1610612738,71,71,2021-12-04T03:30:44Z,3640000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT07M44.00S,2021-12-04T03:30:39.9Z,3,REGULAR,substitution,in,[],203935,,,1610612738,71,71,2021-12-04T03:30:44Z,3650000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
