actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
455,PT02M14.00S,2021-11-17T04:42:17.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612755,88,64,2021-11-17T04:42:24Z,4490000,,,0,,R. Gobert shooting personal FOUL (3 PF) (Curry 2 FT),"[203497, 203552]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,,,,1162.0,3.0,0.0,Curry,203552.0,,,,,,,,,,,,
457,PT02M14.00S,2021-11-17T04:42:46.3Z,3,REGULAR,freethrow,1 of 2,[],203552,,,1610612755,88,65,2021-11-17T04:42:46Z,4510000,,,0,,S. Curry Free Throw 1 of 2 (4 PTS),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
458,PT02M14.00S,2021-11-17T04:42:46.8Z,3,REGULAR,substitution,out,[],1630235,,,1610612755,88,65,2021-11-17T04:42:55Z,4520000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M14.00S,2021-11-17T04:42:46.8Z,3,REGULAR,substitution,out,[],1626220,,,1610612755,88,65,2021-11-17T04:42:55Z,4530000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M14.00S,2021-11-17T04:42:46.8Z,3,REGULAR,substitution,out,[],202699,,,1610612755,88,65,2021-11-17T04:42:55Z,4540000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M14.00S,2021-11-17T04:42:46.8Z,3,REGULAR,substitution,in,[],1629672,,,1610612755,88,65,2021-11-17T04:42:55Z,4550000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M14.00S,2021-11-17T04:42:46.8Z,3,REGULAR,substitution,in,[],201144,,,1610612755,88,65,2021-11-17T04:42:55Z,4560000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M14.00S,2021-11-17T04:42:46.8Z,3,REGULAR,substitution,in,[],1630194,,,1610612755,88,65,2021-11-17T04:42:55Z,4570000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M14.00S,2021-11-17T04:43:08.9Z,3,REGULAR,freethrow,2 of 2,[],203552,,,1610612755,88,66,2021-11-17T04:43:08Z,4580000,,,0,,S. Curry Free Throw 2 of 2 (5 PTS),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
465,PT01M57.00S,2021-11-17T04:43:27.7Z,3,REGULAR,3pt,Jump Shot,[],203903,28.597240473061763,79.16666666666666,1610612762,91,66,2021-11-17T04:43:33Z,4590000,-146.0,216.0,1,left,J. Clarkson 26' 3PT  (14 PTS) (E. Paschall 1 AST),"[203903, 1629672]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,26.09,Made,14.0,,,,,,E. Paschall,1629672.0,1.0,,,,,,,,,
467,PT01M46.00S,2021-11-17T04:43:40.8Z,3,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,91,66,2021-11-17T04:44:05Z,4610000,,,0,,T. Maxey lost ball out-of-bounds TURNOVER (1 TO),[1630178],1610612755.0,PHI,lost ball,,,Maxey,T. Maxey,,,,,,,,1162.0,,,,,,,,,,,,,,1.0,,
468,PT01M46.00S,2021-11-17T04:43:46.2Z,3,REGULAR,substitution,out,[],1630178,,,1610612762,91,66,2021-11-17T04:43:56Z,4620000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M46.00S,2021-11-17T04:43:46.2Z,3,REGULAR,substitution,out,[],203552,,,1610612762,91,66,2021-11-17T04:43:56Z,4630000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M46.00S,2021-11-17T04:43:46.2Z,3,REGULAR,substitution,in,[],1629003,,,1610612762,91,66,2021-11-17T04:43:56Z,4640000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M46.00S,2021-11-17T04:43:46.2Z,3,REGULAR,substitution,in,[],1630198,,,1610612762,91,66,2021-11-17T04:43:56Z,4650000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
472,PT01M23.00S,2021-11-17T04:44:24.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203497,13.222733245729303,58.08823529411765,1610612762,91,66,2021-11-17T04:44:34Z,4660000,-40.0,72.0,1,left,MISS R. Gobert 8' turnaround Shot,[203497],1610612762.0,UTA,turnaround,,,Gobert,R. Gobert,,,,,8.24,Missed,,,,,,,,,,,,,,,,,,
473,PT01M22.00S,2021-11-17T04:44:25.0Z,3,REGULAR,rebound,offensive,[],203903,,,1610612762,91,66,2021-11-17T04:47:18Z,4670000,,,0,,J. Clarkson REBOUND (Off:3 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,472.0,5.0,2.0,3.0,,,
475,PT01M22.00S,2021-11-17T04:44:43.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203903,6.1268068331143235,42.64705882352941,1610612762,91,66,2021-11-17T04:47:01Z,4690000,37.0,5.0,1,left,MISS J. Clarkson Layup - blocked,"[203903, 1627788]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,3.72,Missed,,,,,,,,,,Korkmaz,1627788.0,,,,,,,
484,PT01M22.00S,2021-11-17T04:44:43.1Z,3,REGULAR,block,,[],1627788,,,1610612762,91,66,2021-11-17T04:45:25Z,4695000,,,0,,F. Korkmaz BLOCK (1 BLK),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M21.00S,2021-11-17T04:44:44.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,91,66,2021-11-17T04:47:01Z,4700000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,475.0,,,,,,
477,PT01M19.00S,2021-11-17T04:44:45.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612762,91,66,2021-11-17T04:45:04Z,4710000,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,,,,2005.0,,,,,,,,,,,,,,,,
478,PT01M13.00S,2021-11-17T04:44:52.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627788,80.89684625492772,48.28431372549019,1610612755,91,66,2021-11-17T04:48:46Z,4720000,-9.0,127.0,1,right,MISS F. Korkmaz 12' pullup Shot,[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,12.74,Missed,,,,,,,,,,,,,,,,,,
479,PT01M10.00S,2021-11-17T04:44:54.9Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,91,66,2021-11-17T04:44:54Z,4730000,,,0,,R. Gobert REBOUND (Off:0 Def:16),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,478.0,16.0,16.0,0.0,,,
480,PT01M00.00S,2021-11-17T04:45:04.3Z,3,REGULAR,3pt,Jump Shot,[],204060,26.888961892247043,17.15686274509804,1610612762,94,66,2021-11-17T04:45:12Z,4740000,164.0,200.0,1,left,J. Ingles 25' 3PT  (3 PTS) (E. Paschall 2 AST),"[204060, 1629672]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,25.9,Made,3.0,,,,,,E. Paschall,1629672.0,2.0,,,,,,,,,
482,PT00M48.50S,2021-11-17T04:45:18.7Z,3,REGULAR,3pt,Jump Shot,[],1630198,69.72733245729303,68.62745098039215,1610612755,94,66,2021-11-17T04:45:25Z,4760000,93.0,232.0,1,right,MISS I. Joe 25' pullup 3PT,[1630198],1610612755.0,PHI,pullup,,,Joe,I. Joe,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,
483,PT00M45.50S,2021-11-17T04:45:21.7Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,94,66,2021-11-17T04:45:25Z,4770000,,,0,,R. Gobert REBOUND (Off:0 Def:17),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,482.0,17.0,17.0,0.0,,,
485,PT00M39.80S,2021-11-17T04:45:27.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203903,24.392247043363994,91.17647058823529,1610612762,94,66,2021-11-17T04:51:45Z,4780000,-206.0,177.0,1,left,MISS J. Clarkson 27' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,
486,PT00M36.40S,2021-11-17T04:45:30.9Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612755,94,66,2021-11-17T04:45:36Z,4790000,,,0,,I. Joe REBOUND (Off:0 Def:4),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,485.0,4.0,4.0,0.0,,,
487,PT00M33.90S,2021-11-17T04:45:37.0Z,3,REGULAR,turnover,out-of-bounds,[],1630198,,,1610612755,94,66,2021-11-17T04:45:46Z,4800000,,,0,,I. Joe bad pass out-of-bounds TURNOVER (1 TO),[1630198],1610612755.0,PHI,bad pass,,,Joe,I. Joe,,,,,,,,2005.0,,,,,,,,,,,,,,1.0,,
488,PT00M18.00S,2021-11-17T04:45:59.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629672,25.969119579500656,79.65686274509804,1610612762,94,66,2021-11-17T04:46:06Z,4810000,-148.0,192.0,1,left,MISS E. Paschall 24' 3PT,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,24.23,Missed,,,,,,,,,,,,,,,,,,
489,PT00M14.60S,2021-11-17T04:46:03.3Z,3,REGULAR,rebound,offensive,[],204060,,,1610612762,94,66,2021-11-17T04:46:03Z,4820000,,,0,,J. Ingles REBOUND (Off:1 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,488.0,2.0,1.0,1.0,,,
490,PT00M04.60S,2021-11-17T04:46:13.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203903,6.521024967148489,3.9215686274509802,1610612762,97,66,2021-11-17T04:46:20Z,4830000,230.0,9.0,1,left,J. Clarkson 3PT  (17 PTS) (J. Ingles 7 AST),"[203903, 204060]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,23.06,Made,17.0,,,,,,J. Ingles,204060.0,7.0,,,,,,,,,
492,PT00M03.70S,2021-11-17T04:46:26.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,97,66,2021-11-17T04:46:26Z,4850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M00.00S,2021-11-17T04:46:39.7Z,3,REGULAR,period,end,[],0,,,1610612755,97,66,2021-11-17T04:46:39Z,4860000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2021-11-17T04:50:10.1Z,4,REGULAR,period,start,[],0,,,1610612755,97,66,2021-11-17T04:50:10Z,4870000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT11M50.00S,2021-11-17T04:50:19.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,82.47371879106439,36.27450980392157,1610612755,97,68,2021-11-17T04:50:26Z,4880000,-69.0,112.0,1,right,S. Milton 13' pullup Jump Shot (13 PTS),[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,13.15,Made,13.0,,,,,,,,,,,,,,,,,
496,PT11M28.00S,2021-11-17T04:50:40.4Z,4,REGULAR,3pt,Jump Shot,[],203903,29.122864651773984,73.2843137254902,1610612762,97,68,2021-11-17T04:50:46Z,4890000,-116.0,221.0,1,left,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,
497,PT11M26.00S,2021-11-17T04:50:42.4Z,4,REGULAR,rebound,defensive,[],1630198,,,1610612755,97,68,2021-11-17T04:50:46Z,4900000,,,0,,I. Joe REBOUND (Off:0 Def:5),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,496.0,5.0,5.0,0.0,,,
498,PT11M19.00S,2021-11-17T04:50:50.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,91.5407358738502,39.46078431372549,1610612755,97,70,2021-11-17T04:50:57Z,4910000,-53.0,27.0,1,right,P. Reed cutting Layup (2 PTS) (I. Joe 2 AST),"[1630194, 1630198]",1610612755.0,PHI,cutting,,,Reed,P. Reed,,,,,5.92,Made,2.0,,,,,,I. Joe,1630198.0,2.0,,,,,,,,,
500,PT10M55.00S,2021-11-17T04:51:14.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629672,12.302890932982917,54.65686274509803,1610612762,99,70,2021-11-17T04:51:20Z,4930000,-23.0,63.0,1,left,E. Paschall 6' driving floating Jump Shot (5 PTS) (M. Conley 7 AST),"[1629672, 201144]",1610612762.0,UTA,driving floating,,,Paschall,E. Paschall,,,,,6.73,Made,5.0,,,,,,M. Conley,201144.0,7.0,,,,,,,,,
502,PT10M40.00S,2021-11-17T04:51:32.1Z,4,REGULAR,foul,personal,[],201144,,,1610612755,99,70,2021-11-17T04:51:39Z,4950000,,,0,,M. Conley personal FOUL (1 PF),"[201144, 1630198]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,1162.0,1.0,0.0,Joe,1630198.0,,,,,,,,,,,,
504,PT10M36.00S,2021-11-17T04:51:53.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,82.60512483574244,61.029411764705884,1610612755,99,72,2021-11-17T04:55:18Z,4970000,55.0,111.0,1,right,S. Milton 12' floating Jump Shot (15 PTS) (F. Korkmaz 3 AST),"[1629003, 1627788]",1610612755.0,PHI,floating,,,Milton,S. Milton,,,,,12.39,Made,15.0,,,,,,F. Korkmaz,1627788.0,3.0,,,,,,,,,
505,PT10M20.00S,2021-11-17T04:52:11.3Z,4,REGULAR,foul,personal,[],1630198,,,1610612762,99,72,2021-11-17T04:52:20Z,4980000,,,0,,I. Joe personal FOUL (2 PF),"[1630198, 201144]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,1162.0,2.0,0.0,Conley,201144.0,,,,,,,,,,,,
507,PT10M09.00S,2021-11-17T04:52:44.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,5.601182654402102,54.41176470588235,1610612762,99,72,2021-11-17T04:52:51Z,5000000,-22.0,0.0,1,left,MISS R. Gobert alley-oop DUNK,[203497],1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,
508,PT10M08.00S,2021-11-17T04:52:45.3Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,99,72,2021-11-17T04:52:51Z,5010000,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,507.0,1.0,1.0,0.0,,,
509,PT10M03.00S,2021-11-17T04:52:50.6Z,4,REGULAR,foul,personal,['2freethrow'],203903,,,1610612755,99,72,2021-11-17T04:52:57Z,5020000,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Milton 2 FT),"[203903, 1629003]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,,,,1162.0,1.0,0.0,Milton,1629003.0,,,,,,,,,,,,
511,PT10M03.00S,2021-11-17T04:53:22.9Z,4,REGULAR,freethrow,1 of 2,[],1629003,,,1610612755,99,72,2021-11-17T04:53:22Z,5040000,,,0,,MISS S. Milton Free Throw 1 of 2,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,Missed,,,,,,,,,,,,,,,,,,
512,PT10M03.00S,2021-11-17T04:53:22.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,99,72,2021-11-17T04:53:22Z,5050000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,511.0,,,,,,
513,PT10M03.00S,2021-11-17T04:53:35.8Z,4,REGULAR,freethrow,2 of 2,[],1629003,,,1610612755,99,73,2021-11-17T04:53:35Z,5060000,,,0,,S. Milton Free Throw 2 of 2 (16 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
514,PT09M47.00S,2021-11-17T04:53:57.9Z,4,REGULAR,3pt,Jump Shot,[],204060,23.866622864651774,7.598039215686274,1610612762,99,73,2021-11-17T04:54:03Z,5070000,212.0,172.0,1,left,MISS J. Ingles 27' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,
515,PT09M44.00S,2021-11-17T04:54:00.9Z,4,REGULAR,rebound,defensive,[],1630198,,,1610612755,99,73,2021-11-17T04:54:03Z,5080000,,,0,,I. Joe REBOUND (Off:0 Def:6),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,514.0,6.0,6.0,0.0,,,
516,PT09M30.00S,2021-11-17T04:54:14.7Z,4,REGULAR,3pt,Jump Shot,[],1627788,74.85216819973719,12.254901960784313,1610612755,99,73,2021-11-17T04:54:20Z,5090000,-189.0,184.0,1,right,MISS F. Korkmaz 26' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,
517,PT09M26.00S,2021-11-17T04:54:18.7Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,99,73,2021-11-17T04:54:20Z,5100000,,,0,,J. Clarkson REBOUND (Off:3 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,516.0,6.0,3.0,3.0,,,
518,PT09M17.00S,2021-11-17T04:54:26.9Z,4,REGULAR,3pt,Jump Shot,[],203903,25.04927726675427,13.480392156862745,1610612762,99,73,2021-11-17T04:54:32Z,5110000,183.0,183.0,1,left,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
519,PT09M14.00S,2021-11-17T04:54:29.9Z,4,REGULAR,rebound,defensive,[],1630198,,,1610612755,99,73,2021-11-17T04:54:32Z,5120000,,,0,,I. Joe REBOUND (Off:0 Def:7),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,518.0,7.0,7.0,0.0,,,
520,PT09M05.00S,2021-11-17T04:54:39.1Z,4,REGULAR,3pt,Jump Shot,[],1627788,72.22404730617609,77.69607843137256,1610612755,99,73,2021-11-17T04:54:45Z,5130000,138.0,209.0,1,right,MISS F. Korkmaz 25' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,
521,PT09M02.00S,2021-11-17T04:54:42.1Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,99,73,2021-11-17T04:54:45Z,5140000,,,0,,J. Clarkson REBOUND (Off:3 Def:4),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,520.0,7.0,4.0,3.0,,,
522,PT08M45.00S,2021-11-17T04:54:58.9Z,4,REGULAR,3pt,Jump Shot,[],201144,25.18068331143233,18.627450980392158,1610612762,102,73,2021-11-17T04:58:54Z,5150000,157.0,184.0,1,left,M. Conley 24' 3PT step back (13 PTS),[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,24.2,Made,13.0,,,,,,,,,,,,,,,,,
523,PT08M29.00S,2021-11-17T04:55:17.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630198,91.5407358738502,58.08823529411765,1610612755,102,75,2021-11-17T04:55:45Z,5160000,40.0,27.0,1,right,I. Joe driving floating bank Jump Shot (7 PTS) (S. Milton 3 AST),"[1630198, 1629003]",1610612755.0,PHI,driving floating bank,,,Joe,I. Joe,,,,,4.86,Made,7.0,,,,,,S. Milton,1629003.0,3.0,,,,,,,,,
524,PT08M29.00S,2021-11-17T04:55:20.0Z,4,REGULAR,foul,personal,['1freethrow'],201144,,,1610612755,102,75,2021-11-17T04:55:25Z,5170000,,,0,,M. Conley shooting personal FOUL (2 PF) (Joe 1 FT),"[201144, 1630198]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,,,,2005.0,2.0,0.0,Joe,1630198.0,,,,,,,,,,,,
526,PT08M29.00S,2021-11-17T04:55:26.5Z,4,REGULAR,substitution,out,[],201144,,,1610612755,102,75,2021-11-17T04:56:08Z,5190000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M29.00S,2021-11-17T04:55:26.5Z,4,REGULAR,substitution,out,[],203497,,,1610612755,102,75,2021-11-17T04:56:08Z,5200000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M29.00S,2021-11-17T04:55:26.5Z,4,REGULAR,substitution,in,[],202355,,,1610612755,102,75,2021-11-17T04:56:08Z,5210000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M29.00S,2021-11-17T04:55:26.5Z,4,REGULAR,substitution,in,[],1630235,,,1610612755,102,75,2021-11-17T04:56:08Z,5220000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M29.00S,2021-11-17T04:55:46.7Z,4,REGULAR,freethrow,1 of 1,[],1630198,,,1610612755,102,76,2021-11-17T04:55:46Z,5230000,,,0,,I. Joe Free Throw 1 of 1 (8 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
532,PT08M12.00S,2021-11-17T04:56:05.1Z,4,REGULAR,3pt,Jump Shot,[],1630235,7.440867279894875,95.83333333333334,1610612762,102,76,2021-11-17T04:56:10Z,5240000,-229.0,17.0,1,left,MISS T. Forrest 3PT,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,22.99,Missed,,,,,,,,,,,,,,,,,,
533,PT08M09.00S,2021-11-17T04:56:08.1Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612755,102,76,2021-11-17T04:56:10Z,5250000,,,0,,G. Niang REBOUND (Off:0 Def:3),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,532.0,3.0,3.0,0.0,,,
534,PT08M02.00S,2021-11-17T04:56:15.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,89.30683311432325,50.49019607843137,1610612755,102,78,2021-11-17T04:56:22Z,5260000,2.0,48.0,1,right,G. Niang driving Layup (7 PTS),[1627777],1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,4.81,Made,7.0,,,,,,,,,,,,,,,,,
535,PT08M01.00S,2021-11-17T04:56:19.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,102,78,2021-11-17T04:56:19Z,5270000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M01.00S,2021-11-17T04:59:15.2Z,4,REGULAR,substitution,out,[],1629672,,,1610612762,102,78,2021-11-17T04:59:33Z,5280000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M01.00S,2021-11-17T04:59:15.2Z,4,REGULAR,substitution,in,[],202711,,,1610612762,102,78,2021-11-17T04:59:33Z,5290000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M40.00S,2021-11-17T05:00:04.3Z,4,REGULAR,2pt,Jump Shot,[],202355,12.302890932982917,69.36274509803921,1610612762,102,78,2021-11-17T05:00:12Z,5300000,-97.0,63.0,1,left,MISS H. Whiteside 11' floating Shot,[202355],1610612762.0,UTA,floating,,,Whiteside,H. Whiteside,,,,,11.56,Missed,,,,,,,,,,,,,,,,,,
541,PT07M38.00S,2021-11-17T05:00:06.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,102,78,2021-11-17T05:00:12Z,5310000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,540.0,,,,,,
542,PT07M38.00S,2021-11-17T05:00:08.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,102,78,2021-11-17T05:00:08Z,5320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT07M17.00S,2021-11-17T05:00:37.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,89.83245729303549,42.15686274509804,1610612755,102,78,2021-11-17T05:00:42Z,5330000,-39.0,43.0,1,right,MISS G. Niang Layup,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,5.83,Missed,,,,,,,,,,,,,,,,,,
544,PT07M15.00S,2021-11-17T05:00:39.7Z,4,REGULAR,rebound,defensive,[],202355,,,1610612762,102,78,2021-11-17T05:00:42Z,5340000,,,0,,H. Whiteside REBOUND (Off:1 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,543.0,4.0,3.0,1.0,,,
545,PT07M01.00S,2021-11-17T05:00:52.9Z,4,REGULAR,3pt,Jump Shot,[],203903,29.122864651773984,24.754901960784316,1610612762,105,78,2021-11-17T05:00:58Z,5350000,126.0,221.0,1,left,J. Clarkson 25' 3PT pullup (20 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,25.48,Made,20.0,,,,,,,,,,,,,,,,,
