actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
280,PT04M27.00S,2022-01-01T02:59:46.8Z,2,REGULAR,substitution,out,[],1630162,,,1610612750,46,41,2022-01-01T02:59:55Z,2700000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M27.00S,2022-01-01T02:59:46.8Z,2,REGULAR,substitution,out,[],201976,,,1610612750,46,41,2022-01-01T02:59:55Z,2710000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M27.00S,2022-01-01T02:59:46.8Z,2,REGULAR,substitution,in,[],1629669,,,1610612750,46,41,2022-01-01T02:59:55Z,2720000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M27.00S,2022-01-01T02:59:46.8Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,46,41,2022-01-01T02:59:55Z,2730000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M26.00S,2022-01-01T03:00:10.0Z,2,REGULAR,violation,kicked ball,[],1628378,,,1610612750,46,41,2022-01-01T03:00:24Z,2750000,,,0,,D. Mitchell kicked ball VIOLATION,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,1628484.0,,,,,,,,,,,,,
286,PT04M20.00S,2022-01-01T03:00:42.5Z,2,REGULAR,foul,personal,['2freethrow'],203903,,,1610612750,46,41,2022-01-01T03:00:51Z,2760000,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Nowell 2 FT),"[203903, 1629669]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,,,,,,,204059.0,1.0,0.0,Nowell,1629669.0,,,,,,,,,
288,PT04M20.00S,2022-01-01T03:01:06.5Z,2,REGULAR,freethrow,1 of 2,[],1629669,,,1610612750,46,42,2022-01-01T03:01:28Z,2780000,,,0,,J. Nowell Free Throw 1 of 2 (7 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
289,PT04M20.00S,2022-01-01T03:01:07.3Z,2,REGULAR,substitution,out,[],203903,,,1610612750,46,42,2022-01-01T03:01:11Z,2790000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M20.00S,2022-01-01T03:01:07.3Z,2,REGULAR,substitution,in,[],200752,,,1610612750,46,42,2022-01-01T03:01:11Z,2800000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M20.00S,2022-01-01T03:01:06.5Z,2,REGULAR,freethrow,2 of 2,[],1629669,,,1610612750,46,42,2022-01-01T03:01:28Z,2810000,,,0,,MISS J. Nowell Free Throw 2 of 2,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,Missed,,,,,,,,,,,,,,,
292,PT04M19.00S,2022-01-01T03:01:07.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,46,42,2022-01-01T03:01:28Z,2820000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,291.0,3.0,3.0,0.0,,,,,
293,PT04M06.00S,2022-01-01T03:01:39.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,88.64980289093299,50.0,1610612762,48,42,2022-01-01T03:04:11Z,2830000,0.0,54.0,1,right,B. Bogdanovic driving floating Jump Shot (9 PTS) (D. Mitchell 4 AST),"[202711, 1628378]",1610612762.0,UTA,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,,,,5.42,Made,9.0,,,,,,,,,,,,D. Mitchell,1628378.0,4.0
295,PT03M51.00S,2022-01-01T03:01:54.1Z,2,REGULAR,3pt,Jump Shot,[],1630233,29.6484888304862,26.715686274509803,1610612750,48,42,2022-01-01T03:02:05Z,2850000,116.0,226.0,1,left,MISS N. Knight 25' 3PT,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,25.44,Missed,,,,,,,,,,,,,,,
296,PT03M49.00S,2022-01-01T03:01:56.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,48,42,2022-01-01T03:02:05Z,2860000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,295.0,4.0,4.0,0.0,,,,,
297,PT03M40.00S,2022-01-01T03:02:08.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612762,48,42,2022-01-01T03:02:13Z,2870000,,,0,,J. Nowell shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1629669, 1628378]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,,,,,,,204059.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,
299,PT03M40.00S,2022-01-01T03:02:46.4Z,2,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,49,42,2022-01-01T03:02:46Z,2890000,,,0,,D. Mitchell Free Throw 1 of 2 (14 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
300,PT03M40.00S,2022-01-01T03:02:47.0Z,2,REGULAR,substitution,out,[],1630233,,,1610612762,49,42,2022-01-01T03:02:50Z,2900000,,,0,,SUB out: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M40.00S,2022-01-01T03:02:47.0Z,2,REGULAR,substitution,in,[],202328,,,1610612762,49,42,2022-01-01T03:02:50Z,2910000,,,0,,SUB in: G. Monroe,[202328],1610612750.0,MIN,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M40.00S,2022-01-01T03:03:13.2Z,2,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,50,42,2022-01-01T03:03:13Z,2920000,,,0,,D. Mitchell Free Throw 2 of 2 (15 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
303,PT03M23.00S,2022-01-01T03:03:34.1Z,2,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612750,50,42,2022-01-01T03:03:53Z,2930000,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Vanderbilt 2 FT),"[1628378, 1629020]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,204059.0,2.0,0.0,Vanderbilt,1629020.0,,,,,,,,,
305,PT03M23.00S,2022-01-01T03:04:08.9Z,2,REGULAR,freethrow,1 of 2,[],1629020,,,1610612750,50,43,2022-01-01T03:04:27Z,2950000,,,0,,J. Vanderbilt Free Throw 1 of 2 (1 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
306,PT03M23.00S,2022-01-01T03:04:08.9Z,2,REGULAR,freethrow,2 of 2,[],1629020,,,1610612750,50,43,2022-01-01T03:04:27Z,2960000,,,0,,MISS J. Vanderbilt Free Throw 2 of 2,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,Missed,,,,,,,,,,,,,,,
307,PT03M22.00S,2022-01-01T03:04:09.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,50,43,2022-01-01T03:04:27Z,2970000,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,306.0,5.0,5.0,0.0,,,,,
308,PT03M15.00S,2022-01-01T03:04:31.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202711,90.88370565045992,46.81372549019608,1610612762,50,43,2022-01-01T03:06:19Z,2980000,-16.0,33.0,1,right,MISS B. Bogdanovic driving Layup,[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,,,,3.68,Missed,,,,,,,,,,,,,,,
309,PT03M09.00S,2022-01-01T03:04:37.5Z,2,REGULAR,rebound,offensive,[],200752,,,1610612762,50,43,2022-01-01T03:04:37Z,2990000,,,0,,R. Gay REBOUND (Off:1 Def:0),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,308.0,1.0,0.0,1.0,,,,,
310,PT03M09.00S,2022-01-01T03:04:36.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",200752,94.40999984741211,50.0,1610612762,52,43,2022-01-01T03:04:36Z,3000000,0.0,0.0,1,right,R. Gay tip DUNK (9 PTS),[200752],1610612762.0,UTA,tip,,,Gay,R. Gay,,,,,,,,0.0,Made,9.0,,,,,,,,,,,,,,
311,PT02M54.00S,2022-01-01T03:04:51.8Z,2,REGULAR,3pt,Jump Shot,[],1627736,31.882391590013142,52.450980392156865,1610612750,52,43,2022-01-01T03:04:57Z,3010000,-12.0,247.0,1,left,MISS M. Beasley 24' step back 3PT,[1627736],1610612750.0,MIN,step back,,,Beasley,M. Beasley,,,,,,,,24.75,Missed,,,,,,,,,,,,,,,
312,PT02M52.00S,2022-01-01T03:04:53.8Z,2,REGULAR,rebound,offensive,[],202328,,,1610612750,52,43,2022-01-01T03:04:57Z,3020000,,,0,,G. Monroe REBOUND (Off:1 Def:1),[202328],1610612750.0,MIN,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,311.0,2.0,1.0,1.0,,,,,
313,PT02M46.00S,2022-01-01T03:05:00.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,31.09395532194481,34.80392156862745,1610612750,52,43,2022-01-01T03:05:04Z,3030000,76.0,240.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,25.16,Missed,,,,,,,,,,,,,,,
314,PT02M43.00S,2022-01-01T03:05:03.0Z,2,REGULAR,rebound,offensive,[],202328,,,1610612750,52,43,2022-01-01T03:05:04Z,3040000,,,0,,G. Monroe REBOUND (Off:2 Def:1),[202328],1610612750.0,MIN,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,313.0,3.0,1.0,2.0,,,,,
315,PT02M38.00S,2022-01-01T03:05:07.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629669,25.706307490144546,80.63725490196079,1610612750,52,43,2022-01-01T03:05:12Z,3050000,-153.0,189.0,1,left,MISS J. Nowell 24' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,24.34,Missed,,,,,,,,,,,,,,,
316,PT02M35.00S,2022-01-01T03:05:10.3Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,52,43,2022-01-01T03:05:12Z,3060000,,,0,,R. Gay REBOUND (Off:1 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,315.0,2.0,1.0,1.0,,,,,
317,PT02M27.00S,2022-01-01T03:05:18.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,90.09526938239159,40.68627450980392,1610612762,54,43,2022-01-01T03:05:24Z,3070000,-47.0,41.0,1,right,D. Mitchell 6' driving Layup (17 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,6.18,Made,17.0,,,,,,,,,,,,,,
319,PT02M17.00S,2022-01-01T03:05:28.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,8.886333771353483,42.15686274509804,1610612750,54,43,2022-01-01T03:08:38Z,3090000,39.0,31.0,1,left,MISS J. Nowell driving Layup - blocked,"[1629669, 203497]",1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,,,,5.0,Missed,,,,,,,,,,,Gobert,203497.0,,,
320,PT02M17.00S,2022-01-01T03:05:28.7Z,2,REGULAR,block,,[],203497,,,1610612750,54,43,2022-01-01T03:05:30Z,3100000,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M12.00S,2022-01-01T03:05:33.7Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,54,43,2022-01-01T03:05:34Z,3110000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,319.0,5.0,4.0,1.0,,,,,
322,PT02M12.00S,2022-01-01T03:05:33.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,10.200394218134035,43.872549019607845,1610612750,54,45,2022-01-01T03:09:01Z,3120000,31.0,43.0,1,left,J. Vanderbilt tip Layup (3 PTS),[1629020],1610612750.0,MIN,tip,,,Vanderbilt,J. Vanderbilt,,,,,,,,5.31,Made,3.0,,,,,,,,,,,,,,
323,PT01M57.00S,2022-01-01T03:05:50.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612762,54,45,2022-01-01T03:05:55Z,3130000,,,0,,J. Vanderbilt personal FOUL (3 PF) (Bogdanovic 2 FT),"[1629020, 202711]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,204059.0,3.0,0.0,Bogdanovic,202711.0,,,,,,,,,
325,PT01M57.00S,2022-01-01T03:06:24.4Z,2,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,55,45,2022-01-01T03:06:24Z,3150000,,,0,,B. Bogdanovic Free Throw 1 of 2 (10 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
326,PT01M57.00S,2022-01-01T03:06:25.1Z,2,REGULAR,substitution,out,[],1629020,,,1610612762,55,45,2022-01-01T03:06:36Z,3160000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M57.00S,2022-01-01T03:06:25.1Z,2,REGULAR,substitution,in,[],201976,,,1610612762,55,45,2022-01-01T03:06:36Z,3170000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M57.00S,2022-01-01T03:06:50.0Z,2,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,56,45,2022-01-01T03:06:50Z,3180000,,,0,,B. Bogdanovic Free Throw 2 of 2 (11 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
329,PT01M41.00S,2022-01-01T03:07:08.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,12.171484888304862,49.26470588235294,1610612750,56,45,2022-01-01T03:07:16Z,3190000,4.0,62.0,1,left,MISS J. McDaniels 6' driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,,,,6.2,Missed,,,,,,,,,,,,,,,
330,PT01M38.00S,2022-01-01T03:07:11.8Z,2,REGULAR,rebound,defensive,[],202711,,,1610612762,56,45,2022-01-01T03:07:16Z,3200000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,329.0,4.0,4.0,0.0,,,,,
331,PT01M33.00S,2022-01-01T03:07:18.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201976,,,1610612762,56,45,2022-01-01T03:07:23Z,3210000,,,0,,P. Beverley personal FOUL (2 PF) (Mitchell 2 FT),"[201976, 1628378]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,1627964.0,2.0,0.0,Mitchell,1628378.0,,,,,,,,,
333,PT01M33.00S,2022-01-01T03:07:50.8Z,2,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,57,45,2022-01-01T03:07:50Z,3230000,,,0,,D. Mitchell Free Throw 1 of 2 (18 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
334,PT01M33.00S,2022-01-01T03:08:12.2Z,2,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,58,45,2022-01-01T03:08:12Z,3240000,,,0,,D. Mitchell Free Throw 2 of 2 (19 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,19.0,,,,,,,,,,,,,,
335,PT01M17.00S,2022-01-01T03:08:30.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,13.091327201051248,95.58823529411765,1610612750,58,48,2022-01-01T03:08:37Z,3250000,-228.0,71.0,1,left,M. Beasley 3PT  (14 PTS) (J. Nowell 3 AST),"[1627736, 1629669]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,23.86,Made,14.0,,,,,,,,,,,,J. Nowell,1629669.0,3.0
337,PT00M57.10S,2022-01-01T03:08:51.1Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629669,,,1610612762,58,48,2022-01-01T03:08:59Z,3270000,,,0,,J. Nowell shooting personal FOUL (2 PF) (Gay 3 FT),"[1629669, 200752]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,,,,,,,204059.0,2.0,0.0,Gay,200752.0,,,,,,,,,
339,PT00M57.10S,2022-01-01T03:09:23.8Z,2,REGULAR,freethrow,1 of 3,[],200752,,,1610612762,59,48,2022-01-01T03:09:23Z,3290000,,,0,,R. Gay Free Throw 1 of 3 (10 PTS),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
340,PT00M57.10S,2022-01-01T03:09:38.4Z,2,REGULAR,freethrow,2 of 3,[],200752,,,1610612762,60,48,2022-01-01T03:09:38Z,3300000,,,0,,R. Gay Free Throw 2 of 3 (11 PTS),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
341,PT00M57.10S,2022-01-01T03:09:55.1Z,2,REGULAR,freethrow,3 of 3,[],200752,,,1610612762,61,48,2022-01-01T03:09:55Z,3310000,,,0,,R. Gay Free Throw 3 of 3 (12 PTS),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
342,PT00M34.60S,2022-01-01T03:10:22.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,11.383048620236531,53.67647058823529,1610612750,61,48,2022-01-01T03:10:26Z,3320000,-18.0,55.0,1,left,MISS J. Nowell Layup,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,5.75,Missed,,,,,,,,,,,,,,,
343,PT00M34.20S,2022-01-01T03:10:22.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,61,48,2022-01-01T03:10:26Z,3330000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,342.0,,,,,,,,
344,PT00M34.20S,2022-01-01T03:10:25.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,61,48,2022-01-01T03:10:25Z,3340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M32.20S,2022-01-01T03:10:42.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627736,9.017739816031538,9.803921568627452,1610612750,61,50,2022-01-01T03:12:20Z,3350000,201.0,32.0,1,left,M. Beasley 20' Jump Shot (16 PTS) (G. Monroe 1 AST),"[1627736, 202328]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,20.36,Made,16.0,,,,,,,,,,,,G. Monroe,202328.0,1.0
347,PT00M13.20S,2022-01-01T03:11:05.5Z,2,REGULAR,3pt,Jump Shot,[],200752,83.919185282523,95.58823529411765,1610612762,61,50,2022-01-01T03:11:11Z,3370000,228.0,99.0,1,right,MISS R. Gay 24' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,24.84,Missed,,,,,,,,,,,,,,,
348,PT00M10.20S,2022-01-01T03:11:08.5Z,2,REGULAR,rebound,offensive,[],202711,,,1610612762,61,50,2022-01-01T03:11:08Z,3380000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:4),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,347.0,5.0,4.0,1.0,,,,,
349,PT00M09.90S,2022-01-01T03:11:11.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612762,61,50,2022-01-01T03:11:16Z,3390000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Bogdanovic 2 FT),"[1630183, 202711]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,1628484.0,2.0,0.0,Bogdanovic,202711.0,,,,,,,,,
351,PT00M09.90S,2022-01-01T03:11:39.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202711,,,1610612762,62,50,2022-01-01T03:11:39Z,3410000,,,0,,B. Bogdanovic Free Throw 1 of 2 (12 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
352,PT00M09.90S,2022-01-01T03:11:40.4Z,2,REGULAR,substitution,out,[],1628378,,,1610612762,62,50,2022-01-01T03:11:43Z,3420000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M09.90S,2022-01-01T03:11:40.4Z,2,REGULAR,substitution,in,[],1630235,,,1610612762,62,50,2022-01-01T03:11:43Z,3430000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M09.90S,2022-01-01T03:11:56.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202711,,,1610612762,63,50,2022-01-01T03:11:56Z,3440000,,,0,,B. Bogdanovic Free Throw 2 of 2 (13 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
355,PT00M00.10S,2022-01-01T03:12:10.1Z,2,REGULAR,3pt,Jump Shot,[],1627736,27.677398160315374,79.41176470588235,1610612750,63,50,2022-01-01T03:12:14Z,3450000,-147.0,208.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,25.45,Missed,,,,,,,,,,,,,,,
356,PT00M00.10S,2022-01-01T03:12:10.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,63,50,2022-01-01T03:12:14Z,3460000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,355.0,,,,,,,,
357,PT00M00.00S,2022-01-01T03:12:13.1Z,2,REGULAR,period,end,[],0,,,1610612750,63,50,2022-01-01T03:12:13Z,3470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-01-01T03:27:09.8Z,3,REGULAR,substitution,out,['startperiod'],200752,,,1610612750,63,50,2022-01-01T03:27:33Z,3480000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-01-01T03:27:09.8Z,3,REGULAR,substitution,out,['startperiod'],1630183,,,1610612750,63,50,2022-01-01T03:27:33Z,3490000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-01-01T03:27:09.8Z,3,REGULAR,substitution,out,['startperiod'],1629669,,,1610612750,63,50,2022-01-01T03:27:33Z,3500000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-01-01T03:27:09.8Z,3,REGULAR,substitution,out,['startperiod'],202328,,,1610612750,63,50,2022-01-01T03:27:33Z,3510000,,,0,,SUB out: G. Monroe,[202328],1610612750.0,MIN,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-01-01T03:27:09.8Z,3,REGULAR,substitution,in,['startperiod'],1628378,,,1610612750,63,50,2022-01-01T03:27:33Z,3520000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-01-01T03:27:09.8Z,3,REGULAR,substitution,in,['startperiod'],1629675,,,1610612750,63,50,2022-01-01T03:27:33Z,3530000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-01-01T03:27:09.8Z,3,REGULAR,substitution,in,['startperiod'],1629020,,,1610612750,63,50,2022-01-01T03:27:33Z,3540000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-01-01T03:27:09.8Z,3,REGULAR,substitution,in,['startperiod'],1630162,,,1610612750,63,50,2022-01-01T03:27:33Z,3550000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-01-01T03:27:33.9Z,3,REGULAR,period,start,[],0,,,1610612750,63,50,2022-01-01T03:27:33Z,3560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT11M49.00S,2022-01-01T03:27:44.5Z,3,REGULAR,3pt,Jump Shot,[],1627736,91.27792378449409,96.07843137254902,1610612750,63,53,2022-01-01T03:27:51Z,3570000,230.0,29.0,1,right,M. Beasley 3PT  (19 PTS) (N. Reid 1 AST),"[1627736, 1629675]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,23.23,Made,19.0,,,,,,,,,,,,N. Reid,1629675.0,1.0
370,PT11M32.00S,2022-01-01T03:28:01.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.389618922470433,52.69607843137255,1610612762,65,53,2022-01-01T03:28:06Z,3590000,-13.0,8.0,1,left,R. Gobert alley-oop DUNK (8 PTS) (T. Forrest 1 AST),"[203497, 1630235]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,,,,1.55,Made,8.0,,,,,,,,,,,,T. Forrest,1630235.0,1.0
