actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
275,PT03M49.00S,2021-11-28T02:56:42.9Z,2,REGULAR,turnover,bad pass,[],1628378,,,1610612762,62,39,2021-11-28T02:56:48Z,2740000,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1628378, 1630529]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,2.0,,,,Jones,1630529.0,,
276,PT03M49.00S,2021-11-28T02:56:42.9Z,2,REGULAR,steal,,[],1630529,,,1610612740,62,39,2021-11-28T02:56:45Z,2750000,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M48.00S,2021-11-28T02:56:46.3Z,2,REGULAR,foul,personal,[],201144,,,1610612740,62,39,2021-11-28T02:56:58Z,2760000,,,0,,M. Conley take personal FOUL (1 PF),"[201144, 1630529]",1610612762.0,UTA,take,,,Conley,M. Conley,,,,,,,,,,,,1627964.0,1.0,0.0,Jones,1630529.0,,,,,,,,
279,PT03M28.00S,2021-11-28T02:57:20.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630529,70.77858081471747,69.85294117647058,1610612740,62,39,2021-11-28T02:57:28Z,2780000,99.0,222.0,1,right,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,24.34,Missed,,,,,,,,,,,,,,,,,,
280,PT03M21.00S,2021-11-28T02:57:27.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,62,39,2021-11-28T02:57:28Z,2790000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,279.0,,,,,,,2.0,2.0,0.0,,,,
281,PT03M21.00S,2021-11-28T02:57:27.6Z,2,REGULAR,turnover,bad pass,[],203497,,,1610612762,62,39,2021-11-28T02:57:33Z,2800000,,,0,,R. Gobert bad pass TURNOVER (3 TO),"[203497, 1628984]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,3.0,,,,Graham,1628984.0,,
282,PT03M21.00S,2021-11-28T02:57:27.6Z,2,REGULAR,steal,,[],1628984,,,1610612740,62,39,2021-11-28T02:57:29Z,2810000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M10.00S,2021-11-28T02:57:38.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,71.43561103810775,77.69607843137256,1610612740,62,39,2021-11-28T02:57:42Z,2820000,138.0,216.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,
284,PT03M09.00S,2021-11-28T02:57:39.5Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,62,39,2021-11-28T02:57:42Z,2830000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,283.0,,,,,,,1.0,1.0,0.0,,,,
285,PT03M09.00S,2021-11-28T02:57:42.1Z,2,REGULAR,foul,personal,[],202685,,,1610612762,62,39,2021-11-28T02:57:50Z,2840000,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 203497]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,202049.0,1.0,0.0,Gobert,203497.0,,,,,,,,
287,PT03M09.00S,2021-11-28T02:57:50.5Z,2,REGULAR,substitution,out,[],1629638,,,1610612762,62,39,2021-11-28T02:57:58Z,2860000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M09.00S,2021-11-28T02:57:50.5Z,2,REGULAR,substitution,in,[],1628404,,,1610612762,62,39,2021-11-28T02:57:58Z,2870000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M58.00S,2021-11-28T02:58:15.5Z,2,REGULAR,3pt,Jump Shot,[],1628378,9.674770039421814,96.81372549019608,1610612762,62,39,2021-11-28T02:58:19Z,2880000,-234.0,38.0,1,left,MISS D. Mitchell 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,
290,PT02M56.00S,2021-11-28T02:58:17.5Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,62,39,2021-11-28T02:58:19Z,2890000,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,289.0,,,,,,,3.0,2.0,1.0,,,,
291,PT02M41.00S,2021-11-28T02:58:32.5Z,2,REGULAR,turnover,out-of-bounds,[],1628984,,,1610612740,62,39,2021-11-28T02:58:43Z,2900000,,,0,,D. Graham bad pass out-of-bounds TURNOVER (1 TO),[1628984],1610612740.0,NOP,bad pass,,,Graham,D. Graham,,,,,,,,,,,,202049.0,,,,,1.0,,,,,,,
292,PT02M26.00S,2021-11-28T02:58:55.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202711,6.915243101182654,3.9215686274509802,1610612762,62,39,2021-11-28T02:59:01Z,2910000,230.0,13.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.07,Missed,,,,,,,,,,,,,,,,,,
293,PT02M21.00S,2021-11-28T02:59:00.0Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,62,39,2021-11-28T02:59:01Z,2920000,,,0,,J. Valanciunas REBOUND (Off:1 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,292.0,,,,,,,9.0,8.0,1.0,,,,
294,PT02M06.00S,2021-11-28T02:59:14.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,92.9862023653088,39.950980392156865,1610612740,62,41,2021-11-28T02:59:20Z,2930000,-50.0,13.0,1,right,J. Valanciunas turnaround Hook (10 PTS) (H. Jones 2 AST),"[202685, 1630529]",1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,5.2,Made,10.0,H. Jones,1630529.0,2.0,,,,,,,,,,,,,,
296,PT01M47.00S,2021-11-28T02:59:34.3Z,2,REGULAR,2pt,Jump Shot,[],1628378,9.937582128777924,31.862745098039213,1610612762,64,41,2021-11-28T02:59:41Z,2950000,91.0,41.0,1,left,D. Mitchell 9' driving floating bank Jump Shot (17 PTS) (M. Conley 1 AST),"[1628378, 201144]",1610612762.0,UTA,driving floating bank,,,Mitchell,D. Mitchell,,,,,9.95,Made,17.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,
298,PT01M19.00S,2021-11-28T03:00:02.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.94809461235218,63.23529411764706,1610612740,64,41,2021-11-28T03:00:43Z,2970000,66.0,117.0,1,right,MISS B. Ingram 13' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,13.46,Missed,,,,,,,,,,,,,,,,,,
299,PT01M17.00S,2021-11-28T03:00:03.9Z,2,REGULAR,rebound,defensive,[],204060,,,1610612762,64,41,2021-11-28T03:00:03Z,2980000,,,0,,J. Ingles REBOUND (Off:1 Def:3),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,298.0,,,,,,,4.0,3.0,1.0,,,,
300,PT01M09.00S,2021-11-28T03:00:12.3Z,2,REGULAR,2pt,Jump Shot,[],1628378,20.581471747700395,51.9607843137255,1610612762,64,41,2021-11-28T03:00:17Z,2990000,-10.0,141.0,1,left,MISS D. Mitchell 14' pullup Shot,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,14.13,Missed,,,,,,,,,,,,,,,,,,
301,PT01M08.00S,2021-11-28T03:00:13.3Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,64,41,2021-11-28T03:00:17Z,3000000,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,300.0,,,,,,,3.0,2.0,1.0,,,,
302,PT01M03.00S,2021-11-28T03:00:19.4Z,2,REGULAR,foul,personal,[],201144,,,1610612740,64,41,2021-11-28T03:00:26Z,3010000,,,0,,M. Conley personal FOUL (2 PF),"[201144, 1628404]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,2714.0,2.0,0.0,Hart,1628404.0,,,,,,,,
304,PT00M49.90S,2021-11-28T03:00:54.6Z,2,REGULAR,3pt,Jump Shot,[],1628984,68.54467805519053,59.31372549019608,1610612740,64,41,2021-11-28T03:01:29Z,3030000,47.0,243.0,1,right,MISS D. Graham 24' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,24.76,Missed,,,,,,,,,,,,,,,,,,
305,PT00M47.90S,2021-11-28T03:00:56.5Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,64,41,2021-11-28T03:00:56Z,3040000,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,304.0,,,,,,,3.0,2.0,1.0,,,,
306,PT00M44.80S,2021-11-28T03:01:01.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202685,92.59198423127464,54.90196078431373,1610612740,64,43,2021-11-28T03:01:05Z,3050000,25.0,17.0,1,right,J. Valanciunas DUNK (12 PTS) (D. Graham 2 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,2.99,Made,12.0,D. Graham,1628984.0,2.0,,,,,,,,,,,,,,
308,PT00M30.90S,2021-11-28T03:01:18.2Z,2,REGULAR,3pt,Jump Shot,[],202711,8.360709592641262,3.6764705882352944,1610612762,64,43,2021-11-28T03:01:24Z,3070000,232.0,26.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,
309,PT00M27.30S,2021-11-28T03:01:21.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,64,43,2021-11-28T03:01:24Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,
310,PT00M27.30S,2021-11-28T03:01:24.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,64,43,2021-11-28T03:01:24Z,3090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M21.80S,2021-11-28T03:01:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628378,10.200394218134035,42.40196078431372,1610612762,64,43,2021-11-28T03:01:51Z,3100000,38.0,43.0,1,left,MISS D. Mitchell driving Layup - blocked,"[1628378, 202685]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,5.77,Missed,,,,,,,,,,,,,,,,,Valanciunas,202685.0
312,PT00M21.80S,2021-11-28T03:01:46.2Z,2,REGULAR,block,,[],202685,,,1610612762,64,43,2021-11-28T03:01:48Z,3110000,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M19.20S,2021-11-28T03:01:48.8Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,64,43,2021-11-28T03:01:48Z,3120000,,,0,,J. Valanciunas REBOUND (Off:1 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,311.0,,,,,,,10.0,9.0,1.0,,,,
314,PT00M05.60S,2021-11-28T03:02:06.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204060,,,1610612740,64,43,2021-11-28T03:03:02Z,3130000,,,0,,J. Ingles personal FOUL (2 PF) (Ingram 2 FT),"[204060, 1627742]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,1627964.0,2.0,0.0,Ingram,1627742.0,,,,,,,,
316,PT00M05.60S,2021-11-28T03:02:28.1Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,64,44,2021-11-28T03:02:28Z,3150000,,,0,,B. Ingram Free Throw 1 of 2 (7 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
317,PT00M05.60S,2021-11-28T03:02:31.3Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,64,44,2021-11-28T03:02:44Z,3160000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M05.60S,2021-11-28T03:02:31.3Z,2,REGULAR,substitution,out,[],202685,,,1610612740,64,44,2021-11-28T03:02:44Z,3170000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M05.60S,2021-11-28T03:02:31.3Z,2,REGULAR,substitution,in,[],202066,,,1610612740,64,44,2021-11-28T03:02:44Z,3180000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M05.60S,2021-11-28T03:02:31.3Z,2,REGULAR,substitution,in,[],203107,,,1610612740,64,44,2021-11-28T03:02:44Z,3190000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M05.60S,2021-11-28T03:02:59.8Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,64,45,2021-11-28T03:02:59Z,3200000,,,0,,B. Ingram Free Throw 2 of 2 (8 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
322,PT00M00.00S,2021-11-28T03:03:10.1Z,2,REGULAR,turnover,bad pass,[],1628378,,,1610612762,64,45,2021-11-28T03:03:15Z,3210000,,,0,,D. Mitchell bad pass TURNOVER (3 TO),"[1628378, 1630529]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,3.0,,,,Jones,1630529.0,,
323,PT00M00.00S,2021-11-28T03:03:10.1Z,2,REGULAR,steal,,[],1630529,,,1610612740,64,45,2021-11-28T03:03:11Z,3220000,,,0,,H. Jones STEAL (3 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M00.00S,2021-11-28T03:03:19.4Z,2,REGULAR,period,end,[],0,,,1610612740,64,45,2021-11-28T03:03:19Z,3230000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-11-28T03:03:24.9Z,3,REGULAR,substitution,out,['startperiod'],202066,,,1610612740,64,45,2021-11-28T03:18:17Z,3240000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-11-28T03:03:24.9Z,3,REGULAR,substitution,out,['startperiod'],203107,,,1610612740,64,45,2021-11-28T03:18:17Z,3250000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-11-28T03:03:24.9Z,3,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,64,45,2021-11-28T03:18:17Z,3260000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-11-28T03:03:24.9Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,64,45,2021-11-28T03:18:17Z,3270000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-11-28T03:18:28.3Z,3,REGULAR,period,start,[],0,,,1610612762,64,45,2021-11-28T03:18:28Z,3280000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M42.00S,2021-11-28T03:18:45.0Z,3,REGULAR,3pt,Jump Shot,[],201144,68.28186596583443,71.56862745098039,1610612762,64,45,2021-11-28T03:20:59Z,3290000,108.0,246.0,1,right,MISS M. Conley 26' pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,26.83,Missed,,,,,,,,,,,,,,,,,,
331,PT11M40.00S,2021-11-28T03:18:47.0Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612740,64,45,2021-11-28T03:18:49Z,3300000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,330.0,,,,,,,1.0,1.0,0.0,,,,
332,PT11M20.00S,2021-11-28T03:19:07.3Z,3,REGULAR,3pt,Jump Shot,[],1628984,27.414586070959263,20.833333333333336,1610612740,64,45,2021-11-28T03:19:16Z,3310000,146.0,205.0,1,left,MISS D. Graham 25' step back 3PT,[1628984],1610612740.0,NOP,step back,,,Graham,D. Graham,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,
333,PT11M17.00S,2021-11-28T03:19:10.3Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,64,45,2021-11-28T03:19:16Z,3320000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,332.0,,,,,,,3.0,3.0,0.0,,,,
334,PT11M11.00S,2021-11-28T03:19:16.9Z,3,REGULAR,2pt,Jump Shot,[],202711,94.56307490144546,28.676470588235293,1610612762,64,45,2021-11-28T03:19:22Z,3330000,-107.0,-1.0,1,right,MISS B. Bogdanovic 10' driving floating Shot,[202711],1610612762.0,UTA,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,10.66,Missed,,,,,,,,,,,,,,,,,,
335,PT11M09.00S,2021-11-28T03:19:18.9Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,64,45,2021-11-28T03:19:22Z,3340000,,,0,,J. Valanciunas REBOUND (Off:1 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,334.0,,,,,,,11.0,10.0,1.0,,,,
336,PT11M04.00S,2021-11-28T03:19:24.0Z,3,REGULAR,3pt,Jump Shot,[],202685,31.882391590013142,31.61764705882353,1610612740,64,45,2021-11-28T03:19:33Z,3350000,92.0,247.0,1,left,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
337,PT11M00.00S,2021-11-28T03:19:28.0Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,64,45,2021-11-28T03:19:33Z,3360000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,336.0,,,,,,,4.0,4.0,0.0,,,,
338,PT10M49.00S,2021-11-28T03:19:39.0Z,3,REGULAR,3pt,Jump Shot,[],204060,71.69842312746385,22.30392156862745,1610612762,67,45,2021-11-28T03:21:08Z,3370000,-138.0,214.0,1,right,J. Ingles 25' 3PT pullup (9 PTS),[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,25.45,Made,9.0,,,,,,,,,,,,,,,,,
339,PT10M32.00S,2021-11-28T03:19:55.9Z,3,REGULAR,2pt,Jump Shot,[],1627742,21.369908015768726,68.62745098039215,1610612740,67,45,2021-11-28T03:21:14Z,3380000,-93.0,148.0,1,left,MISS B. Ingram 17' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,17.52,Missed,,,,,,,,,,,,,,,,,,
340,PT10M29.00S,2021-11-28T03:19:58.9Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612762,67,45,2021-11-28T03:19:59Z,3390000,,,0,,D. Mitchell REBOUND (Off:1 Def:5),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,339.0,,,,,,,6.0,5.0,1.0,,,,
341,PT10M22.00S,2021-11-28T03:20:06.6Z,3,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612762,67,45,2021-11-28T03:20:12Z,3400000,,,0,,J. Hart shooting personal FOUL (3 PF) (Bogdanovic 2 FT),"[1628404, 202711]",1610612740.0,NOP,shooting,,,Hart,J. Hart,,,,,,,,,,,,202049.0,3.0,0.0,Bogdanovic,202711.0,,,,,,,,
343,PT10M22.00S,2021-11-28T03:20:33.9Z,3,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,68,45,2021-11-28T03:20:33Z,3420000,,,0,,B. Bogdanovic Free Throw 1 of 2 (8 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
344,PT10M22.00S,2021-11-28T03:20:50.8Z,3,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,69,45,2021-11-28T03:20:50Z,3430000,,,0,,B. Bogdanovic Free Throw 2 of 2 (9 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
345,PT10M11.00S,2021-11-28T03:21:06.7Z,3,REGULAR,foul,offensive,[],202685,,,1610612740,69,45,2021-11-28T03:21:15Z,3440000,,,0,,J. Valanciunas offensive FOUL (2 PF),"[202685, 1628378]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,2714.0,2.0,0.0,Mitchell,1628378.0,,,,,,,,
347,PT10M11.00S,2021-11-28T03:21:06.7Z,3,REGULAR,turnover,offensive foul,[],202685,,,1610612740,69,45,2021-11-28T03:21:06Z,3460000,,,0,,J. Valanciunas offensive foul TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,2714.0,,,,,2.0,,,,,,,
348,PT10M00.00S,2021-11-28T03:21:26.8Z,3,REGULAR,turnover,traveling,[],202711,,,1610612762,69,45,2021-11-28T03:21:35Z,3470000,,,0,,B. Bogdanovic traveling TURNOVER (1 TO),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,202049.0,,,,,1.0,,,,,,,
350,PT09M50.00S,2021-11-28T03:21:50.7Z,3,REGULAR,foul,personal,[],201144,,,1610612740,69,45,2021-11-28T03:22:00Z,3490000,,,0,,M. Conley personal FOUL (3 PF),"[201144, 1627742]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,2714.0,3.0,0.0,Ingram,1627742.0,,,,,,,,
352,PT09M43.00S,2021-11-28T03:22:11.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628404,17.0335085413929,33.088235294117645,1610612740,69,47,2021-11-28T03:22:17Z,3510000,85.0,108.0,1,left,J. Hart 13' floating Jump Shot (6 PTS) (J. Valanciunas 2 AST),"[1628404, 202685]",1610612740.0,NOP,floating,,,Hart,J. Hart,,,,,13.69,Made,6.0,J. Valanciunas,202685.0,2.0,,,,,,,,,,,,,,
353,PT09M17.00S,2021-11-28T03:22:37.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,92.85479632063075,38.970588235294116,1610612762,69,47,2021-11-28T03:23:36Z,3520000,-55.0,15.0,1,right,MISS B. Bogdanovic driving floating bank Shot,[202711],1610612762.0,UTA,driving floating bank,,,Bogdanovic,B. Bogdanovic,,,,,5.7,Missed,,,,,,,,,,,,,,,,,,
354,PT09M15.00S,2021-11-28T03:22:39.3Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,69,47,2021-11-28T03:22:46Z,3530000,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,353.0,,,,,,,4.0,3.0,1.0,,,,
355,PT09M12.00S,2021-11-28T03:22:42.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,8.492115637319317,51.470588235294116,1610612740,69,47,2021-11-28T03:23:57Z,3540000,-7.0,27.0,1,left,MISS J. Hart running Layup - blocked,"[1628404, 203497]",1610612740.0,NOP,running,,,Hart,J. Hart,,,,,2.83,Missed,,,,,,,,,,,,,,,,,Gobert,203497.0
356,PT09M12.00S,2021-11-28T03:22:42.8Z,3,REGULAR,block,,[],203497,,,1610612740,69,47,2021-11-28T03:22:44Z,3550000,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
357,PT09M12.00S,2021-11-28T03:22:42.8Z,3,REGULAR,rebound,defensive,[],204060,,,1610612762,69,47,2021-11-28T03:22:52Z,3560000,,,0,,J. Ingles REBOUND (Off:1 Def:4),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,355.0,,,,,,,5.0,4.0,1.0,,,,
358,PT09M11.00S,2021-11-28T03:22:49.5Z,3,REGULAR,foul,technical,['1freethrow'],202711,,,1610612762,69,47,2021-11-28T03:22:59Z,3570000,,,0,,B. Bogdanovic technical FOUL (1 Tech),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,2714.0,1.0,1.0,,,,,,,,,,
359,PT09M11.00S,2021-11-28T03:23:12.1Z,3,REGULAR,freethrow,1 of 1,[],1627742,,,1610612762,69,48,2021-11-28T03:23:12Z,3580000,,,0,,B. Ingram technical Free Throw 1 of 1 (9 PTS),[1627742],1610612740.0,NOP,technical,,,Ingram,B. Ingram,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
360,PT08M59.00S,2021-11-28T03:23:31.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201144,90.09526938239159,35.78431372549019,1610612762,71,48,2021-11-28T03:23:36Z,3590000,-71.0,41.0,1,right,M. Conley 8' driving Layup (9 PTS),[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,8.19,Made,9.0,,,,,,,,,,,,,,,,,
361,PT08M42.00S,2021-11-28T03:23:49.1Z,3,REGULAR,3pt,Jump Shot,[],1627742,31.09395532194481,72.05882352941177,1610612740,71,48,2021-11-28T03:23:56Z,3600000,-110.0,240.0,1,left,MISS B. Ingram 26' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,
