actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
260,PT04M18.00S,2025-12-28T21:28:00.6Z,2,REGULAR,rebound,defensive,[],1642348,,,1610612755,53,51,2025-12-28T21:41:58Z,2570000,False,,,0,,J. Edwards REBOUND (Off:0 Def:2),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,259.0,2.0,2.0,0.0,,,,,,,,,,
263,PT04M18.00S,2025-12-28T21:28:32.6Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612755,53,51,2025-12-28T21:32:32Z,2600000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M06.00S,2025-12-28T21:32:48.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,92.19776609724047,50.98039215686274,1610612755,53,53,2025-12-28T21:32:52Z,2620000,False,5.0,21.0,1,right,A. Drummond DUNK (4 PTS) (D. Barlow 1 AST),"[203083, 1631230]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,2.14,Made,4.0,,,,,,D. Barlow,1631230.0,1.0,,,,,,
267,PT03M54.00S,2025-12-28T21:33:00.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,5.338370565045992,51.71568627450981,1610612760,55,53,2025-12-28T21:33:03Z,2640000,False,-9.0,-2.0,1,left,C. Holmgren alley-oop DUNK (14 PTS) (S. Gilgeous-Alexander 2 AST),"[1631096, 1628983]",1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,0.89,Made,14.0,,,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,
269,PT03M41.00S,2025-12-28T21:33:14.0Z,2,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612755,55,53,2025-12-28T21:33:25Z,2660000,False,,,0,,C. Holmgren shooting personal FOUL (2 PF) (Maxey 2 FT),"[1631096, 1630178]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,2.0,0.0,Maxey,1630178.0,,
271,PT03M41.00S,2025-12-28T21:33:48.9Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,55,54,2025-12-28T21:33:48Z,2680000,False,,,0,,T. Maxey Free Throw 1 of 2 (18 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
272,PT03M41.00S,2025-12-28T21:33:49.7Z,2,REGULAR,substitution,out,[],1630598,,,1610612755,55,54,2025-12-28T21:33:54Z,2690000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M41.00S,2025-12-28T21:33:49.7Z,2,REGULAR,substitution,in,[],1631114,,,1610612755,55,54,2025-12-28T21:33:54Z,2700000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M41.00S,2025-12-28T21:34:14.6Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,55,55,2025-12-28T21:34:14Z,2710000,False,,,0,,T. Maxey Free Throw 2 of 2 (19 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,
278,PT03M19.00S,2025-12-28T21:34:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,4.812746386333772,51.470588235294116,1610612760,57,55,2025-12-28T21:41:27Z,2750000,False,-7.0,-7.0,1,left,S. Gilgeous-Alexander driving Layup (10 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,1.04,Made,10.0,,,,,,,,,,,,,,
279,PT02M58.00S,2025-12-28T21:34:58.6Z,2,REGULAR,3pt,Jump Shot,[],1642348,66.3107752956636,47.05882352941176,1610612755,57,58,2025-12-28T21:35:02Z,2760000,False,-15.0,264.0,1,right,J. Edwards 26' 3PT pullup (9 PTS),[1642348],1610612755.0,PHI,pullup,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,,,,26.46,Made,9.0,,,,,,,,,,,,,,
280,PT02M40.00S,2025-12-28T21:35:17.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.995400788436268,43.872549019607845,1610612760,59,58,2025-12-28T21:35:20Z,2770000,False,31.0,4.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (12 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,3.08,Made,12.0,,,,,,,,,,,,,,
281,PT02M22.00S,2025-12-28T21:35:34.7Z,2,REGULAR,3pt,Jump Shot,[],1631230,96.7969776609724,2.450980392156863,1610612755,59,58,2025-12-28T21:35:38Z,2780000,False,-238.0,-22.0,1,right,MISS D. Barlow 3PT,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,,,,23.88,Missed,,,,,,,,,,,,,,,
282,PT02M18.00S,2025-12-28T21:35:38.7Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,59,58,2025-12-28T21:35:38Z,2790000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,,,,,,,281.0,1.0,1.0,0.0,,,,,,,,,,
283,PT02M14.00S,2025-12-28T21:35:42.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631114,29.25427069645204,23.03921568627451,1610612760,59,58,2025-12-28T21:40:17Z,2800000,False,135.0,222.0,1,left,MISS J. Williams 26' running 3PT,[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,26.01,Missed,,,,,,,,,,,,,,,
284,PT02M10.00S,2025-12-28T21:35:46.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,59,58,2025-12-28T21:35:47Z,2810000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,283.0,1.0,1.0,0.0,,,,,,,,,,
285,PT02M05.00S,2025-12-28T21:35:54.9Z,2,REGULAR,foul,offensive,['inpenalty'],203083,,,1610612755,59,58,2025-12-28T21:36:01Z,2820000,False,,,0,,A. Drummond offensive FOUL (2 PF),"[203083, 1629652]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,203591.0,,,,2.0,0.0,Dort,1629652.0,,
287,PT02M05.00S,2025-12-28T21:35:54.9Z,2,REGULAR,turnover,offensive foul,[],203083,,,1610612755,59,58,2025-12-28T21:35:54Z,2840000,False,,,0,,A. Drummond offensive foul TURNOVER (2 TO),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,,,,,203591.0,,,,,,,,,
288,PT02M05.00S,2025-12-28T21:36:00.0Z,2,REGULAR,substitution,out,[],1631096,,,1610612760,59,58,2025-12-28T21:36:19Z,2850000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M05.00S,2025-12-28T21:36:00.0Z,2,REGULAR,substitution,out,[],1627936,,,1610612760,59,58,2025-12-28T21:36:19Z,2860000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M05.00S,2025-12-28T21:36:00.0Z,2,REGULAR,substitution,out,[],203083,,,1610612760,59,58,2025-12-28T21:36:19Z,2870000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M05.00S,2025-12-28T21:36:00.0Z,2,REGULAR,substitution,in,[],1642349,,,1610612760,59,58,2025-12-28T21:36:19Z,2880000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M05.00S,2025-12-28T21:36:00.0Z,2,REGULAR,substitution,in,[],1628392,,,1610612760,59,58,2025-12-28T21:36:19Z,2890000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M05.00S,2025-12-28T21:36:00.0Z,2,REGULAR,substitution,in,[],202331,,,1610612760,59,58,2025-12-28T21:36:19Z,2900000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M53.00S,2025-12-28T21:36:34.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,29.25427069645204,27.941176470588236,1610612760,59,58,2025-12-28T21:42:27Z,2910000,False,110.0,222.0,1,left,MISS S. Gilgeous-Alexander 24' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,24.83,Missed,,,,,,,,,,,,,,,
295,PT01M53.00S,2025-12-28T21:36:34.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,59,58,2025-12-28T21:36:40Z,2920000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,294.0,,,,,,,,,,,,,
297,PT01M42.00S,2025-12-28T21:36:51.6Z,2,REGULAR,3pt,Jump Shot,[],1630178,78.26872536136662,8.823529411764707,1610612755,59,61,2025-12-28T21:36:55Z,2940000,False,-206.0,152.0,1,right,T. Maxey 25' 3PT step back (22 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,25.58,Made,22.0,,,,,,,,,,,,,,
298,PT01M28.00S,2025-12-28T21:37:06.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202331,,,1610612760,59,61,2025-12-28T21:37:20Z,2950000,False,,,0,,P. George shooting personal FOUL (1 PF) (Williams 2 FT),"[202331, 1631114]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627964.0,,,,1.0,0.0,Williams,1631114.0,,
300,PT01M28.00S,2025-12-28T21:37:30.3Z,2,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,60,61,2025-12-28T21:37:50Z,2970000,False,,,0,,J. Williams Free Throw 1 of 2 (9 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
301,PT01M28.00S,2025-12-28T21:37:30.3Z,2,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,60,61,2025-12-28T21:37:50Z,2980000,False,,,0,,MISS J. Williams Free Throw 2 of 2,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
302,PT01M25.00S,2025-12-28T21:37:33.3Z,2,REGULAR,rebound,defensive,[],1642348,,,1610612755,60,61,2025-12-28T21:37:50Z,2990000,False,,,0,,J. Edwards REBOUND (Off:0 Def:3),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,301.0,3.0,3.0,0.0,,,,,,,,,,
303,PT01M09.00S,2025-12-28T21:38:04.7Z,2,REGULAR,turnover,lost ball,[],202331,,,1610612755,60,61,2025-12-28T21:38:08Z,3000000,False,,,0,,P. George lost ball TURNOVER (2 TO),"[202331, 1631114]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,2.0,Williams,1631114.0,,,,,,,,,,,,,,,,,
304,PT01M09.00S,2025-12-28T21:38:04.7Z,2,REGULAR,steal,,[],1631114,,,1610612760,60,61,2025-12-28T21:38:06Z,3010000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
305,PT01M03.00S,2025-12-28T21:38:10.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,5.995400788436268,49.50980392156863,1610612760,62,61,2025-12-28T21:38:23Z,3020000,False,2.0,4.0,1,left,S. Gilgeous-Alexander running Layup (14 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,0.46,Made,14.0,,,,,,,,,,,,,,
306,PT00M56.90S,2025-12-28T21:38:18.9Z,2,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612755,62,61,2025-12-28T21:38:26Z,3030000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Maxey 2 FT),"[1631114, 1630178]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627964.0,,,,1.0,0.0,Maxey,1630178.0,,
308,PT00M56.90S,2025-12-28T21:38:49.9Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,62,62,2025-12-28T21:39:11Z,3050000,False,,,0,,T. Maxey Free Throw 1 of 2 (23 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,
309,PT00M56.90S,2025-12-28T21:38:49.9Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,62,62,2025-12-28T21:39:11Z,3060000,False,,,0,,MISS T. Maxey Free Throw 2 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
310,PT00M55.70S,2025-12-28T21:38:51.1Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,62,62,2025-12-28T21:39:11Z,3070000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,309.0,2.0,2.0,0.0,,,,,,,,,,
311,PT00M36.20S,2025-12-28T21:39:29.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,19.267411300919843,57.59803921568627,1610612760,64,62,2025-12-28T21:39:35Z,3080000,False,-38.0,129.0,1,left,S. Gilgeous-Alexander 13' fadeaway Jump Shot (16 PTS),[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,13.41,Made,16.0,,,,,,,,,,,,,,
312,PT00M12.80S,2025-12-28T21:39:55.3Z,2,REGULAR,2pt,Jump Shot,[],1642845,79.71419185282524,67.15686274509804,1610612755,64,62,2025-12-28T21:47:35Z,3090000,False,86.0,138.0,1,right,MISS V. Edgecombe 16' fadeaway Shot,[1642845],1610612755.0,PHI,fadeaway,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Right Center,,,,16.27,Missed,,,,,,,,,,,,,,,
313,PT00M09.90S,2025-12-28T21:39:58.2Z,2,REGULAR,rebound,offensive,[],1631230,,,1610612755,64,62,2025-12-28T21:40:01Z,3100000,False,,,0,,D. Barlow REBOUND (Off:1 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,16-24 Right Center,,,,,,,312.0,2.0,1.0,1.0,,,,,,,,,,
314,PT00M02.50S,2025-12-28T21:40:05.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630178,92.9862023653088,59.55882352941176,1610612755,64,62,2025-12-28T21:40:12Z,3110000,False,48.0,13.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,4.96,Missed,,,,,,,,,,,,,,,
315,PT00M02.50S,2025-12-28T21:40:05.6Z,2,REGULAR,rebound,defensive,[],1642349,,,1610612760,64,62,2025-12-28T21:40:12Z,3120000,False,,,0,,A. Mitchell REBOUND (Off:0 Def:1),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,314.0,1.0,1.0,0.0,,,,,,,,,,
316,PT00M00.20S,2025-12-28T21:40:08.6Z,2,REGULAR,heave,,[],0,,,1610612760,64,62,2025-12-28T21:46:47Z,3130000,False,,,0,,OKC Heave,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,59.4,,,,,,,,,,,,,,,,
317,PT00M00.10S,2025-12-28T21:40:08.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,64,62,2025-12-28T21:40:28Z,3140000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,316.0,,,,,,,,,,,,,
318,PT00M00.00S,2025-12-28T21:41:57.9Z,2,REGULAR,period,end,[],0,,,1610612760,64,62,2025-12-28T21:41:57Z,3150000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2025-12-28T21:53:26.8Z,3,REGULAR,substitution,out,['startperiod'],1642349,,,1610612760,64,62,2025-12-28T21:55:23Z,3160000,False,,,0,,SUB out: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2025-12-28T21:53:26.8Z,3,REGULAR,substitution,out,['startperiod'],1642348,,,1610612760,64,62,2025-12-28T21:55:23Z,3170000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2025-12-28T21:53:26.8Z,3,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,64,62,2025-12-28T21:55:23Z,3180000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2025-12-28T21:53:26.8Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612760,64,62,2025-12-28T21:55:23Z,3190000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2025-12-28T21:55:26.8Z,3,REGULAR,period,start,[],0,,,1610612760,64,62,2025-12-28T21:55:26Z,3200000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M46.00S,2025-12-28T21:55:39.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,94.1688567674113,51.225490196078425,1610612760,66,62,2025-12-28T21:55:42Z,3210000,False,6.0,2.0,1,right,C. Holmgren alley-oop DUNK (16 PTS) (I. Hartenstein 2 AST),"[1631096, 1628392]",1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,0.65,Made,16.0,,,,,,I. Hartenstein,1628392.0,2.0,,,,,,
326,PT11M29.00S,2025-12-28T21:55:57.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,5.863994743758213,52.94117647058824,1610612755,66,64,2025-12-28T21:56:02Z,3230000,False,-15.0,3.0,1,left,D. Barlow reverse Layup (2 PTS) (T. Maxey 3 AST),"[1631230, 1630178]",1610612755.0,PHI,reverse,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,1.49,Made,2.0,,,,,,T. Maxey,1630178.0,3.0,,,,,,
328,PT11M11.00S,2025-12-28T21:56:17.1Z,3,REGULAR,turnover,traveling,[],1631096,,,1610612760,66,64,2025-12-28T21:56:21Z,3250000,False,,,0,,C. Holmgren traveling TURNOVER (3 TO),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,3.0,,,,,,,,,,203591.0,,,,,,,,,
329,PT10M58.00S,2025-12-28T21:56:40.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642845,17.0335085413929,40.931372549019606,1610612755,66,64,2025-12-28T21:57:11Z,3260000,False,45.0,108.0,1,left,MISS V. Edgecombe 11' driving floating Shot,[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,11.67,Missed,,,,,,,,,,,,,,,
330,PT10M56.00S,2025-12-28T21:56:42.0Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,66,64,2025-12-28T21:56:45Z,3270000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,329.0,3.0,3.0,0.0,,,,,,,,,,
331,PT10M51.00S,2025-12-28T21:56:52.6Z,3,REGULAR,foul,personal,[],1631230,,,1610612760,66,64,2025-12-28T21:56:58Z,3280000,False,,,0,,D. Barlow personal FOUL (1 PF),"[1631230, 1631096]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627964.0,,,,1.0,0.0,Holmgren,1631096.0,,
333,PT10M45.00S,2025-12-28T21:57:13.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,93.11760840998686,51.9607843137255,1610612760,66,64,2025-12-28T21:57:59Z,3300000,False,10.0,12.0,1,right,MISS J. Williams driving finger roll Layup,[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,1.56,Missed,,,,,,,,,,,,,,,
334,PT10M43.00S,2025-12-28T21:57:15.3Z,3,REGULAR,rebound,offensive,[],1631096,,,1610612760,66,64,2025-12-28T21:57:17Z,3310000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,333.0,4.0,2.0,2.0,,,,,,,,,,
335,PT10M43.00S,2025-12-28T21:57:15.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631096,91.14651773981603,47.549019607843135,1610612760,68,64,2025-12-28T21:57:21Z,3320000,False,-12.0,31.0,1,right,C. Holmgren putback DUNK (18 PTS),[1631096],1610612760.0,OKC,putback,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,3.31,Made,18.0,,,,,,,,,,,,,,
336,PT10M28.00S,2025-12-28T21:57:28.8Z,3,REGULAR,turnover,lost ball,[],1631230,,,1610612755,68,64,2025-12-28T21:57:33Z,3330000,False,,,0,,D. Barlow lost ball TURNOVER (2 TO),"[1631230, 1628392]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,2.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,
337,PT10M28.00S,2025-12-28T21:57:28.8Z,3,REGULAR,steal,,[],1628392,,,1610612760,68,64,2025-12-28T21:58:47Z,3340000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
378,PT10M24.00S,2025-12-28T21:57:35.8Z,3,REGULAR,turnover,out-of-bounds,[],1631096,,,1610612760,68,64,2025-12-28T22:04:30Z,3375000,False,,,0,,C. Holmgren lost ball out-of-bounds TURNOVER (4 TO),[1631096],1610612760.0,OKC,lost ball,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,4.0,,,,,,,,,,203591.0,,,,,,,,,
342,PT10M06.00S,2025-12-28T21:57:57.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642845,2.1846254927726676,94.85294117647058,1610612755,68,64,2025-12-28T22:04:11Z,3390000,False,-224.0,-32.0,1,left,MISS V. Edgecombe 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Left Corner 3,24+ Left,,,,22.66,Missed,,,,,,,,,,,,,,,
343,PT10M03.00S,2025-12-28T21:58:00.8Z,3,REGULAR,rebound,offensive,[],1631230,,,1610612755,68,64,2025-12-28T21:58:03Z,3400000,False,,,0,,D. Barlow REBOUND (Off:2 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,,,,,,,342.0,3.0,1.0,2.0,,,,,,,,,,
344,PT10M01.00S,2025-12-28T21:58:02.0Z,3,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",202331,29.122864651773984,25.735294117647058,1610612755,68,67,2025-12-28T22:04:11Z,3410000,False,121.0,221.0,1,left,P. George 25' 3PT  (9 PTS) (D. Barlow 2 AST),"[202331, 1631230]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,25.24,Made,9.0,,,,,,D. Barlow,1631230.0,2.0,,,,,,
346,PT09M50.00S,2025-12-28T21:58:13.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,93.24901445466492,49.754901960784316,1610612760,70,67,2025-12-28T21:58:16Z,3430000,False,-1.0,11.0,1,right,I. Hartenstein alley-oop DUNK (5 PTS) (J. Williams 3 AST),"[1628392, 1631114]",1610612760.0,OKC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,1.11,Made,5.0,,,,,,J. Williams,1631114.0,3.0,,,,,,
348,PT09M30.00S,2025-12-28T21:58:32.7Z,3,REGULAR,3pt,Jump Shot,[],1630178,31.750985545335087,50.49019607843137,1610612755,70,67,2025-12-28T21:58:38Z,3450000,False,-2.0,246.0,1,left,MISS T. Maxey 24' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,24.6,Missed,,,,,,,,,,,,,,,
349,PT09M29.00S,2025-12-28T21:58:33.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,70,67,2025-12-28T21:58:38Z,3460000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,348.0,,,,,,,,,,,,,
