actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
435,PT05M15.00S,2026-04-03T03:43:14.6Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612757,74,76,2026-04-03T03:43:14Z,4250000,False,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Center,,,,,,,,434.0,,,,,7.0,5.0,2.0,,,,,
437,PT05M06.00S,2026-04-03T03:43:23.7Z,3,REGULAR,3pt,Jump Shot,[],201950,25.04927726675427,81.12745098039215,1610612757,74,76,2026-04-03T03:51:34Z,4260000,False,-156.0,183.0,1,left,MISS J. Holiday 24' step back 3PT,[201950],1610612757.0,POR,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.02,,,,,,,,,,,
438,PT05M03.00S,2026-04-03T03:43:26.7Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612757,74,76,2026-04-03T03:43:28Z,4270000,False,,,0,,R. Williams III REBOUND (Off:3 Def:5),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,,437.0,,,,,8.0,5.0,3.0,,,,,
439,PT05M02.00S,2026-04-03T03:43:27.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629057,8.492115637319317,47.794117647058826,1610612757,74,76,2026-04-03T03:52:11Z,4280000,False,11.0,27.0,1,left,MISS R. Williams III floating Shot,[1629057],1610612757.0,POR,floating,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.94,,,,,,,,,,,
440,PT05M00.00S,2026-04-03T03:43:29.7Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612740,74,76,2026-04-03T03:52:11Z,4290000,False,,,0,,D. Murray REBOUND (Off:0 Def:6),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,439.0,,,,,6.0,6.0,0.0,,,,,
441,PT04M50.00S,2026-04-03T03:43:39.8Z,3,REGULAR,turnover,lost ball,[],1630529,,,1610612740,74,76,2026-04-03T03:43:43Z,4300000,False,,,0,,H. Jones lost ball TURNOVER (3 TO),"[1630529, 1641739]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,3.0,Camara,1641739.0,,
442,PT04M50.00S,2026-04-03T03:43:39.8Z,3,REGULAR,steal,,[],1641739,,,1610612757,74,76,2026-04-03T03:43:41Z,4310000,False,,,0,,T. Camara STEAL (2 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
443,PT04M43.00S,2026-04-03T03:43:47.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629680,9.937582128777924,5.147058823529411,1610612757,77,76,2026-04-03T03:43:52Z,4320000,False,224.0,41.0,1,left,M. Thybulle 3PT  (8 PTS) (J. Holiday 5 AST),"[1629680, 201950]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,,,,,,Made,8.0,,22.8,J. Holiday,201950.0,5.0,,,,,,,,
445,PT04M42.00S,2026-04-03T03:43:54.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,77,76,2026-04-03T03:43:54Z,4340000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M42.00S,2026-04-03T03:45:47.3Z,3,REGULAR,substitution,in,[],1631200,,,1610612740,77,76,2026-04-03T03:46:48Z,4360000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M42.00S,2026-04-03T03:45:47.3Z,3,REGULAR,substitution,out,[],1630166,,,1610612740,77,76,2026-04-03T03:47:01Z,4370000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M21.00S,2026-04-03T03:47:08.5Z,3,REGULAR,3pt,Jump Shot,[],1630530,73.27529566360053,6.127450980392156,1610612740,77,76,2026-04-03T03:47:44Z,4380000,False,-219.0,199.0,1,right,MISS T. Murphy III 29' turnaround 3PT,[1630530],1610612740.0,NOP,turnaround,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,29.6,,,,,,,,,,,
450,PT04M21.00S,2026-04-03T03:47:08.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,77,76,2026-04-03T03:47:22Z,4390000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,449.0,,,,,,,,,,,,
452,PT04M06.00S,2026-04-03T03:47:48.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,7.835085413929041,49.01960784313725,1610612757,79,76,2026-04-03T03:47:54Z,4410000,False,5.0,21.0,1,left,R. Williams III alley-oop DUNK (4 PTS) (J. Holiday 6 AST),"[1629057, 201950]",1610612757.0,POR,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,2.17,J. Holiday,201950.0,6.0,,,,,,,,
454,PT03M53.00S,2026-04-03T03:48:02.1Z,3,REGULAR,3pt,Jump Shot,[],1630180,74.98357424441524,15.196078431372548,1610612740,79,76,2026-04-03T03:48:07Z,4430000,False,-174.0,183.0,1,right,MISS S. Bey 25' pullup 3PT,[1630180],1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.23,,,,,,,,,,,
455,PT03M49.00S,2026-04-03T03:48:06.0Z,3,REGULAR,rebound,offensive,[],1630529,,,1610612740,79,76,2026-04-03T03:48:06Z,4440000,False,,,0,,H. Jones REBOUND (Off:1 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,454.0,,,,,4.0,3.0,1.0,,,,,
456,PT03M48.00S,2026-04-03T03:48:07.6Z,3,REGULAR,turnover,bad pass,[],1630529,,,1610612740,79,76,2026-04-03T03:48:10Z,4450000,False,,,0,,H. Jones bad pass TURNOVER (4 TO),"[1630529, 1631200]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,4.0,Murray,1631200.0,,
457,PT03M48.00S,2026-04-03T03:48:07.6Z,3,REGULAR,steal,,[],1631200,,,1610612757,79,76,2026-04-03T03:56:58Z,4460000,False,,,0,,K. Murray STEAL (1 STL),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
458,PT03M33.00S,2026-04-03T03:48:23.8Z,3,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612757,79,76,2026-04-03T03:48:44Z,4470000,False,,,0,,T. Murphy III shooting personal FOUL (2 PF) (Murray 2 FT),"[1630530, 1631200]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1179.0,2.0,0.0,Murray,1631200.0,,,,,,,,,,,,,,,
460,PT03M33.00S,2026-04-03T03:48:52.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1631200,,,1610612757,79,76,2026-04-03T03:48:52Z,4490000,False,,,0,,MISS K. Murray Free Throw 1 of 2,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
461,PT03M33.00S,2026-04-03T03:48:52.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,79,76,2026-04-03T03:48:52Z,4500000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,460.0,,,,,,,,,,,,
462,PT03M33.00S,2026-04-03T03:48:53.2Z,3,REGULAR,substitution,out,[],1630529,,,1610612757,79,76,2026-04-03T03:48:58Z,4510000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M33.00S,2026-04-03T03:48:53.2Z,3,REGULAR,substitution,in,[],1642852,,,1610612757,79,76,2026-04-03T03:48:58Z,4520000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M33.00S,2026-04-03T03:49:11.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1631200,,,1610612757,80,76,2026-04-03T03:49:11Z,4530000,False,,,0,,K. Murray Free Throw 2 of 2 (1 PTS),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
465,PT03M14.00S,2026-04-03T03:49:37.5Z,3,REGULAR,foul,offensive,[],1642852,,,1610612740,80,76,2026-04-03T03:49:43Z,4540000,False,,,0,,D. Queen charge offensive FOUL (1 PF),"[1642852, 1641739]",1610612740.0,NOP,charge,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,1179.0,1.0,0.0,Camara,1641739.0,,,,,,,,,,,,,,,
467,PT03M14.00S,2026-04-03T03:49:37.5Z,3,REGULAR,turnover,offensive foul,[],1642852,,,1610612740,80,76,2026-04-03T03:49:37Z,4560000,False,,,0,,D. Queen offensive foul TURNOVER (1 TO),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,1179.0,,,,,,,,,,,,,,,1.0,,,,
468,PT02M59.00S,2026-04-03T03:50:05.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,7.178055190538765,96.81372549019608,1610612757,83,76,2026-04-03T03:50:09Z,4570000,False,-234.0,15.0,1,left,T. Camara 3PT  (17 PTS) (J. Holiday 7 AST),"[1641739, 201950]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,Made,17.0,,23.46,J. Holiday,201950.0,7.0,,,,,,,,
470,PT02M45.00S,2026-04-03T03:50:21.0Z,3,REGULAR,foul,personal,['2freethrow'],1631200,,,1610612740,83,76,2026-04-03T03:50:28Z,4590000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Bey 2 FT),"[1631200, 1630180]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,1155.0,1.0,0.0,Bey,1630180.0,,,,,,,,,,,,,,,
472,PT02M45.00S,2026-04-03T03:50:45.5Z,3,REGULAR,freethrow,1 of 2,[],1630180,,,1610612740,83,76,2026-04-03T03:51:10Z,4610000,False,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
473,PT02M45.00S,2026-04-03T03:50:45.5Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,83,76,2026-04-03T03:51:10Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,472.0,,,,,,,,,,,,
474,PT02M45.00S,2026-04-03T03:50:46.3Z,3,REGULAR,substitution,out,[],1629057,,,1610612740,83,76,2026-04-03T03:50:54Z,4630000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M45.00S,2026-04-03T03:50:46.3Z,3,REGULAR,substitution,out,[],1627749,,,1610612740,83,76,2026-04-03T03:50:54Z,4640000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M45.00S,2026-04-03T03:50:46.3Z,3,REGULAR,substitution,in,[],1631321,,,1610612740,83,76,2026-04-03T03:50:54Z,4650000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M45.00S,2026-04-03T03:50:46.3Z,3,REGULAR,substitution,in,[],1642847,,,1610612740,83,76,2026-04-03T03:50:54Z,4660000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M45.00S,2026-04-03T03:50:45.5Z,3,REGULAR,freethrow,2 of 2,[],1630180,,,1610612740,83,76,2026-04-03T03:51:10Z,4670000,False,,,0,,MISS S. Bey Free Throw 2 of 2,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
479,PT02M43.00S,2026-04-03T03:50:47.5Z,3,REGULAR,rebound,defensive,[],1629680,,,1610612757,83,76,2026-04-03T03:59:06Z,4680000,False,,,0,,M. Thybulle REBOUND (Off:2 Def:3),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,478.0,,,,,5.0,3.0,2.0,,,,,
480,PT02M32.00S,2026-04-03T03:51:22.6Z,3,REGULAR,foul,personal,[],1642847,,,1610612757,83,76,2026-04-03T03:51:28Z,4690000,False,,,0,,J. Fears personal FOUL (2 PF),"[1642847, 1631321]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,1627526.0,2.0,0.0,Cissoko,1631321.0,,,,,,,,,,,,,,,
482,PT02M32.00S,2026-04-03T03:51:27.7Z,3,REGULAR,substitution,out,[],1630530,,,1610612757,83,76,2026-04-03T03:51:38Z,4710000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M32.00S,2026-04-03T03:51:27.7Z,3,REGULAR,substitution,in,[],1642877,,,1610612757,83,76,2026-04-03T03:51:38Z,4720000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M27.00S,2026-04-03T03:51:50.9Z,3,REGULAR,3pt,Jump Shot,[],201950,28.86005256241787,76.47058823529412,1610612757,83,76,2026-04-03T03:59:34Z,4730000,False,-132.0,219.0,1,left,MISS J. Holiday 25' step back 3PT,[201950],1610612757.0,POR,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.57,,,,,,,,,,,
485,PT02M23.00S,2026-04-03T03:51:54.9Z,3,REGULAR,rebound,offensive,[],1631200,,,1610612757,83,76,2026-04-03T03:51:56Z,4740000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,484.0,,,,,2.0,1.0,1.0,,,,,
486,PT02M21.00S,2026-04-03T03:51:55.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631200,8.09789750328515,48.529411764705884,1610612757,85,76,2026-04-03T03:51:59Z,4750000,False,7.0,24.0,1,left,K. Murray putback Layup (3 PTS),[1631200],1610612757.0,POR,putback,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,2.47,,,,,,,,,,,
487,PT01M57.00S,2026-04-03T03:52:19.7Z,3,REGULAR,3pt,Jump Shot,[],1642852,89.17542706964521,4.166666666666666,1610612740,85,76,2026-04-03T03:52:24Z,4760000,False,-229.0,49.0,1,right,MISS D. Queen 3PT,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.44,,,,,,,,,,,
488,PT01M55.00S,2026-04-03T03:52:21.7Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612740,85,76,2026-04-03T03:52:24Z,4770000,False,,,0,,S. Bey REBOUND (Off:2 Def:2),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,,,,,,487.0,,,,,4.0,2.0,2.0,,,,,
489,PT01M46.00S,2026-04-03T03:52:30.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,91.93495400788436,47.549019607843135,1610612740,85,78,2026-04-03T03:52:36Z,4780000,False,-12.0,23.0,1,right,Y. Missi cutting Layup (6 PTS) (S. Bey 1 AST),"[1642274, 1630180]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,2.63,S. Bey,1630180.0,1.0,,,,,,,,
491,PT01M36.00S,2026-04-03T03:52:40.9Z,3,REGULAR,3pt,Jump Shot,[],1641739,34.37910643889619,51.9607843137255,1610612757,88,78,2026-04-03T03:52:45Z,4800000,False,-10.0,271.0,1,left,T. Camara 27' 3PT  (20 PTS) (J. Holiday 8 AST),"[1641739, 201950]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,Made,20.0,,27.09,J. Holiday,201950.0,8.0,,,,,,,,
493,PT01M09.00S,2026-04-03T03:53:08.3Z,3,REGULAR,3pt,Jump Shot,[],1630180,68.9388961892247,7.598039215686274,1610612740,88,81,2026-04-03T03:56:39Z,4820000,False,-212.0,239.0,1,right,S. Bey 31' 3PT pullup bank (13 PTS) (M. Peavy 2 AST),"[1630180, 1642877]",1610612740.0,NOP,pullup bank,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,Made,13.0,,31.99,M. Peavy,1642877.0,2.0,,,,,,,,
495,PT00M57.00S,2026-04-03T03:53:20.4Z,3,REGULAR,3pt,Jump Shot,[],1641739,30.831143232588698,25.98039215686275,1610612757,88,81,2026-04-03T03:53:24Z,4840000,False,120.0,237.0,1,left,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.6,,,,,,,,,,,
496,PT00M54.70S,2026-04-03T03:53:22.7Z,3,REGULAR,rebound,defensive,[],1642852,,,1610612740,88,81,2026-04-03T03:53:24Z,4850000,False,,,0,,D. Queen REBOUND (Off:0 Def:4),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Right Center,,,,,,,,495.0,,,,,4.0,4.0,0.0,,,,,
497,PT00M48.90S,2026-04-03T03:53:29.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630180,90.62089356110381,58.57843137254902,1610612740,88,81,2026-04-03T04:02:54Z,4860000,False,43.0,36.0,1,right,MISS S. Bey running Layup - blocked,"[1630180, 1631200]",1610612740.0,NOP,running,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.58,,,,,,,,,,Murray,1631200.0
498,PT00M48.90S,2026-04-03T03:53:29.4Z,3,REGULAR,block,,[],1631200,,,1610612740,88,81,2026-04-03T03:53:31Z,4870000,False,,,0,,K. Murray BLOCK (2 BLK),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
499,PT00M46.10S,2026-04-03T03:53:32.2Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612740,88,81,2026-04-03T03:53:35Z,4880000,False,,,0,,S. Bey REBOUND (Off:3 Def:2),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,497.0,,,,,5.0,2.0,3.0,,,,,
500,PT00M45.60S,2026-04-03T03:53:32.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,93.64323258869908,51.225490196078425,1610612740,88,81,2026-04-03T03:53:42Z,4890000,False,6.0,7.0,1,right,MISS S. Bey putback Layup,[1630180],1610612740.0,NOP,putback,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.95,,,,,,,,,,,
501,PT00M45.60S,2026-04-03T03:53:32.7Z,3,REGULAR,rebound,offensive,[],1642274,,,1610612740,88,81,2026-04-03T04:06:08Z,4900000,False,,,0,,Y. Missi REBOUND (Off:5 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,500.0,,,,,7.0,2.0,5.0,,,,,
504,PT00M42.00S,2026-04-03T03:53:42.3Z,3,REGULAR,turnover,bad pass,[],1642274,,,1610612740,88,81,2026-04-03T03:56:03Z,4930000,False,,,0,,Y. Missi bad pass TURNOVER (1 TO),"[1642274, 1641739]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Camara,1641739.0,,
505,PT00M42.00S,2026-04-03T03:53:42.3Z,3,REGULAR,steal,,[],1641739,,,1610612757,88,81,2026-04-03T03:56:03Z,4940000,False,,,0,,T. Camara STEAL (3 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
506,PT00M28.50S,2026-04-03T03:53:52.5Z,3,REGULAR,turnover,out-of-bounds,[],201950,,,1610612757,88,81,2026-04-03T03:53:58Z,4950000,False,,,0,,J. Holiday lost ball out-of-bounds TURNOVER (3 TO),[201950],1610612757.0,POR,lost ball,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,1179.0,,,,,,,,,,,,,,,3.0,,,,
507,PT00M28.50S,2026-04-03T03:53:54.8Z,3,REGULAR,substitution,out,[],201950,,,1610612740,88,81,2026-04-03T03:54:05Z,4960000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M28.50S,2026-04-03T03:53:54.8Z,3,REGULAR,substitution,out,[],1642877,,,1610612740,88,81,2026-04-03T03:54:05Z,4970000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT00M28.50S,2026-04-03T03:53:54.8Z,3,REGULAR,substitution,in,[],1630166,,,1610612740,88,81,2026-04-03T03:54:05Z,4980000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M28.50S,2026-04-03T03:53:54.8Z,3,REGULAR,substitution,in,[],1630530,,,1610612740,88,81,2026-04-03T03:54:05Z,4990000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT00M04.80S,2026-04-03T03:54:39.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642852,90.88370565045992,46.81372549019608,1610612740,88,81,2026-04-03T03:54:43Z,5000000,False,-16.0,33.0,1,right,MISS D. Queen Layup - blocked,"[1642852, 1631200]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.68,,,,,,,,,,Murray,1631200.0
512,PT00M04.80S,2026-04-03T03:54:39.2Z,3,REGULAR,block,,[],1631200,,,1610612740,88,81,2026-04-03T03:54:41Z,5010000,False,,,0,,K. Murray BLOCK (3 BLK),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
513,PT00M02.50S,2026-04-03T03:54:41.5Z,3,REGULAR,rebound,defensive,[],1631200,,,1610612757,88,81,2026-04-03T03:54:43Z,5020000,False,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,511.0,,,,,3.0,2.0,1.0,,,,,
514,PT00M00.00S,2026-04-03T03:54:45.8Z,3,REGULAR,heave,,[],0,,,1610612757,88,81,2026-04-03T04:00:30Z,5030000,False,,,0,,POR Heave,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,46.73,,,,,,,,,,,
515,PT00M00.00S,2026-04-03T03:54:45.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,88,81,2026-04-03T04:00:30Z,5040000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,514.0,,,,,,,,,,,,
516,PT00M00.00S,2026-04-03T03:55:01.6Z,3,REGULAR,period,end,[],0,,,1610612757,88,81,2026-04-03T03:55:01Z,5050000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2026-04-03T03:56:08.7Z,4,REGULAR,substitution,out,['startperiod'],1629680,,,1610612757,88,81,2026-04-03T03:57:18Z,5060000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2026-04-03T03:56:08.7Z,4,REGULAR,substitution,out,['startperiod'],1641739,,,1610612757,88,81,2026-04-03T03:57:18Z,5070000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2026-04-03T03:56:08.7Z,4,REGULAR,substitution,out,['startperiod'],1642274,,,1610612757,88,81,2026-04-03T03:57:18Z,5080000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2026-04-03T03:56:08.7Z,4,REGULAR,substitution,out,['startperiod'],1630180,,,1610612757,88,81,2026-04-03T03:57:18Z,5090000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2026-04-03T03:56:08.7Z,4,REGULAR,substitution,in,['startperiod'],1642270,,,1610612757,88,81,2026-04-03T03:57:18Z,5100000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2026-04-03T03:56:08.7Z,4,REGULAR,substitution,in,['startperiod'],1630703,,,1610612757,88,81,2026-04-03T03:57:18Z,5110000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2026-04-03T03:56:08.7Z,4,REGULAR,substitution,in,['startperiod'],1642877,,,1610612757,88,81,2026-04-03T03:57:18Z,5120000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
