actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
350,PT01M25.00S,2024-11-28T01:03:43.0Z,2,REGULAR,steal,,[],1629636,,,1610612739,58,59,2024-11-28T01:03:45Z,3470000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
351,PT01M20.00S,2024-11-28T01:03:47.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629660,92.9862023653088,49.50980392156863,1610612739,60,59,2024-11-28T01:03:52Z,3480000,False,-2.0,13.0,1,right,T. Jerome running Layup (5 PTS) (D. Garland 4 AST),"[1629660, 1629636]",1610612739.0,CLE,running,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,1.36,Made,,,,,,,,,,5.0,,,D. Garland,1629636.0,4.0
353,PT01M13.00S,2024-11-28T01:03:53.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,5.863994743758213,47.794117647058826,1610612737,60,61,2024-11-28T01:13:22Z,3500000,False,11.0,3.0,1,left,J. Johnson cutting DUNK (13 PTS) (T. Young 8 AST),"[1630552, 1629027]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,1.13,Made,,,,,,,,,,13.0,,,T. Young,1629027.0,8.0
355,PT00M57.40S,2024-11-28T01:04:13.8Z,2,REGULAR,foul,personal,[],1630700,,,1610612739,60,61,2024-11-28T01:04:19Z,3520000,False,,,0,,D. Daniels personal FOUL (2 PF),"[1630700, 1629660]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,202041.0,2.0,0.0,Jerome,1629660.0,,,,,,
357,PT00M57.40S,2024-11-28T01:04:26.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,60,61,2024-11-28T01:04:26Z,3540000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M50.60S,2024-11-28T01:07:25.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.9060446780552,48.28431372549019,1610612739,62,61,2024-11-28T01:07:35Z,3550000,False,-9.0,5.0,1,right,E. Mobley cutting DUNK (13 PTS) (T. Jerome 5 AST),"[1630596, 1629660]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,0.98,Made,,,,,,,,,,13.0,,,T. Jerome,1629660.0,5.0
360,PT00M31.10S,2024-11-28T01:07:48.4Z,2,REGULAR,3pt,Jump Shot,[],1629631,8.754927726675426,4.166666666666666,1610612737,62,61,2024-11-28T01:07:51Z,3570000,False,229.0,30.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,,23.11,Missed,,,,,,,,,,,,,,,
361,PT00M28.30S,2024-11-28T01:07:51.2Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,62,61,2024-11-28T01:07:51Z,3580000,False,,,0,,E. Mobley REBOUND (Off:1 Def:7),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,,,,360.0,8.0,7.0,1.0,,,,,,,,,,,
362,PT00M06.40S,2024-11-28T01:08:14.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,94.95729303547962,50.245098039215684,1610612739,64,61,2024-11-28T01:08:18Z,3590000,False,1.0,-5.0,1,right,D. Mitchell driving floating Jump Shot (10 PTS) (D. Garland 5 AST),"[1628378, 1629636]",1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,0.52,Made,,,,,,,,,,10.0,,,D. Garland,1629636.0,5.0
364,PT00M02.00S,2024-11-28T01:08:21.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,6.258212877792378,50.73529411764706,1610612737,64,61,2024-11-28T01:14:52Z,3610000,False,-4.0,6.0,1,left,MISS D. Hunter driving floating Shot - blocked,"[1629631, 1630596]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,0.73,Missed,,,,,,,,,,,Mobley,1630596.0,,,
365,PT00M02.00S,2024-11-28T01:08:21.5Z,2,REGULAR,block,,[],1630596,,,1610612737,64,61,2024-11-28T01:08:25Z,3620000,False,,,0,,E. Mobley BLOCK (2 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
366,PT00M01.00S,2024-11-28T01:08:22.5Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,64,61,2024-11-28T01:09:04Z,3630000,False,,,0,,D. Daniels REBOUND (Off:3 Def:4),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,364.0,7.0,4.0,3.0,,,,,,,,,,,
368,PT00M01.00S,2024-11-28T01:08:26.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,5.732588699080158,47.549019607843135,1610612737,64,61,2024-11-28T01:10:37Z,3635000,False,12.0,1.0,1,left,MISS D. Daniels tip Layup,[1630700],1610612737.0,ATL,tip,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,1.24,Missed,,,,,,,,,,,,,,,
369,PT00M01.00S,2024-11-28T01:08:26.3Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,64,61,2024-11-28T01:10:37Z,3637500,False,,,0,,J. Allen REBOUND (Off:1 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,368.0,7.0,6.0,1.0,,,,,,,,,,,
367,PT00M00.00S,2024-11-28T01:08:31.2Z,2,REGULAR,period,end,[],0,,,1610612739,64,61,2024-11-28T01:10:06Z,3640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2024-11-28T01:23:21.8Z,3,REGULAR,substitution,out,['startperiod'],1629660,,,1610612739,64,61,2024-11-28T01:23:49Z,3650000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2024-11-28T01:23:21.8Z,3,REGULAR,substitution,out,['startperiod'],1629631,,,1610612739,64,61,2024-11-28T01:23:49Z,3660000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2024-11-28T01:23:21.8Z,3,REGULAR,substitution,out,['startperiod'],1630168,,,1610612739,64,61,2024-11-28T01:23:49Z,3670000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2024-11-28T01:23:21.8Z,3,REGULAR,substitution,in,['startperiod'],1630171,,,1610612739,64,61,2024-11-28T01:23:49Z,3680000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2024-11-28T01:23:21.8Z,3,REGULAR,substitution,in,['startperiod'],203991,,,1610612739,64,61,2024-11-28T01:23:49Z,3690000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2024-11-28T01:23:21.8Z,3,REGULAR,substitution,in,['startperiod'],1642258,,,1610612739,64,61,2024-11-28T01:23:49Z,3700000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2024-11-28T01:23:51.0Z,3,REGULAR,period,start,[],0,,,1610612737,64,61,2024-11-28T01:23:51Z,3710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT11M41.00S,2024-11-28T01:24:09.5Z,3,REGULAR,3pt,Jump Shot,[],1642258,87.33574244415243,97.05882352941177,1610612737,64,64,2024-11-28T01:24:14Z,3720000,False,235.0,67.0,1,right,Z. Risacher 24' 3PT  (5 PTS) (D. Daniels 1 AST),"[1642258, 1630700]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,,,,24.45,Made,,,,,,,,,,5.0,,,D. Daniels,1630700.0,1.0
381,PT11M21.00S,2024-11-28T01:24:31.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,9.017739816031538,48.529411764705884,1610612739,66,64,2024-11-28T01:25:29Z,3740000,False,7.0,32.0,1,left,E. Mobley driving floating Jump Shot (15 PTS) (D. Mitchell 3 AST),"[1630596, 1628378]",1610612739.0,CLE,driving floating,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,3.31,Made,,,,,,,,,,15.0,,,D. Mitchell,1628378.0,3.0
383,PT11M21.00S,2024-11-28T01:24:34.2Z,3,REGULAR,foul,personal,['1freethrow'],203991,,,1610612739,66,64,2024-11-28T01:24:47Z,3760000,False,,,0,,C. Capela shooting personal FOUL (2 PF) (Mobley 1 FT),"[203991, 1630596]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,202041.0,2.0,0.0,Mobley,1630596.0,,,,,,
385,PT11M21.00S,2024-11-28T01:24:57.6Z,3,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,67,64,2024-11-28T01:24:57Z,3780000,False,,,0,,E. Mobley Free Throw 1 of 1 (16 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Made,,,,,,,,,,16.0,,,,,
386,PT11M07.00S,2024-11-28T01:25:12.4Z,3,REGULAR,3pt,Jump Shot,[],1642258,68.54467805519053,64.4607843137255,1610612737,67,67,2024-11-28T01:25:17Z,3790000,False,72.0,243.0,1,right,Z. Risacher 25' 3PT  (8 PTS) (T. Young 9 AST),"[1642258, 1629027]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,25.37,Made,,,,,,,,,,8.0,,,T. Young,1629027.0,9.0
388,PT10M46.00S,2024-11-28T01:25:34.8Z,3,REGULAR,3pt,Jump Shot,[],1628378,29.25427069645204,15.196078431372548,1610612739,70,67,2024-11-28T01:26:21Z,3810000,False,174.0,222.0,1,left,D. Mitchell 28' 3PT pullup (13 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,28.25,Made,,,,,,,,,,13.0,,,,,
389,PT10M30.00S,2024-11-28T01:25:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,92.59198423127464,49.50980392156863,1610612737,70,69,2024-11-28T01:25:54Z,3820000,False,-2.0,17.0,1,right,Z. Risacher driving Layup (10 PTS) (J. Johnson 5 AST),"[1642258, 1630552]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,1.73,Made,,,,,,,,,,10.0,,,J. Johnson,1630552.0,5.0
391,PT10M30.00S,2024-11-28T01:26:01.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,70,69,2024-11-28T01:26:01Z,3840000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT10M14.00S,2024-11-28T01:29:00.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,8.492115637319317,40.19607843137255,1610612739,70,69,2024-11-28T01:29:34Z,3850000,False,49.0,27.0,1,left,MISS E. Mobley driving Layup,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,5.61,Missed,,,,,,,,,,,,,,,
393,PT10M11.00S,2024-11-28T01:29:03.2Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,70,69,2024-11-28T01:29:05Z,3860000,False,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,392.0,5.0,2.0,3.0,,,,,,,,,,,
394,PT10M04.00S,2024-11-28T01:29:08.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,92.59198423127464,49.754901960784316,1610612737,70,69,2024-11-28T01:29:12Z,3870000,False,-1.0,17.0,1,right,MISS J. Johnson alley-oop DUNK,[1630552],1610612737.0,ATL,alley-oop,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,1.71,Missed,,,,,,,,,,,,,,,
395,PT10M02.00S,2024-11-28T01:29:10.4Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,70,69,2024-11-28T01:29:10Z,3880000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,394.0,2.0,2.0,0.0,,,,,,,,,,,
396,PT10M02.00S,2024-11-28T01:29:18.0Z,3,REGULAR,foul,personal,[],1629027,,,1610612739,70,69,2024-11-28T01:29:24Z,3890000,False,,,0,,T. Young personal FOUL (2 PF),"[1629027, 1630596]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,202041.0,2.0,0.0,Mobley,1630596.0,,,,,,
398,PT09M55.00S,2024-11-28T01:29:47.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,5.732588699080158,48.28431372549019,1610612739,72,69,2024-11-28T01:30:20Z,3910000,False,9.0,1.0,1,left,D. Mitchell driving Layup (15 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,0.87,Made,,,,,,,,,,15.0,,,,,
399,PT09M40.00S,2024-11-28T01:30:01.1Z,3,REGULAR,3pt,Jump Shot,[],1642258,94.82588699080158,3.6764705882352944,1610612737,72,72,2024-11-28T01:30:04Z,3920000,False,-232.0,-4.0,1,right,Z. Risacher 3PT  (13 PTS) (T. Young 10 AST),"[1642258, 1629027]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,,,,23.16,Made,,,,,,,,,,13.0,,,T. Young,1629027.0,10.0
401,PT09M26.00S,2024-11-28T01:30:16.8Z,3,REGULAR,3pt,Jump Shot,[],1630596,5.206964520367937,95.34313725490196,1610612739,72,72,2024-11-28T01:30:22Z,3940000,False,-227.0,-4.0,1,left,MISS E. Mobley 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,,,,22.67,Missed,,,,,,,,,,,,,,,
402,PT09M26.00S,2024-11-28T01:30:16.8Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,72,72,2024-11-28T01:30:22Z,3950000,False,,,0,,J. Allen REBOUND (Off:2 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,,,,401.0,8.0,6.0,2.0,,,,,,,,,,,
403,PT09M20.00S,2024-11-28T01:30:21.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,6.389618922470433,52.20588235294118,1610612739,72,72,2024-11-28T01:30:26Z,3960000,False,-11.0,8.0,1,left,MISS J. Allen putback Layup - blocked,"[1628386, 1630700]",1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,1.34,Missed,,,,,,,,,,,Daniels,1630700.0,,,
404,PT09M20.00S,2024-11-28T01:30:21.4Z,3,REGULAR,block,,[],1630700,,,1610612739,72,72,2024-11-28T01:34:09Z,3970000,False,,,0,,D. Daniels BLOCK (1 BLK),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
405,PT09M17.00S,2024-11-28T01:30:24.4Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,72,72,2024-11-28T01:30:26Z,3980000,False,,,0,,D. Daniels REBOUND (Off:3 Def:5),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,403.0,8.0,5.0,3.0,,,,,,,,,,,
406,PT09M14.00S,2024-11-28T01:30:27.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203991,94.56307490144546,51.470588235294116,1610612737,72,72,2024-11-28T01:30:33Z,3990000,False,7.0,-1.0,1,right,MISS C. Capela running Layup - blocked,"[203991, 1630596]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,0.75,Missed,,,,,,,,,,,Mobley,1630596.0,,,
407,PT09M14.00S,2024-11-28T01:30:27.8Z,3,REGULAR,block,,[],1630596,,,1610612737,72,72,2024-11-28T01:34:29Z,4000000,False,,,0,,E. Mobley BLOCK (3 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
408,PT09M09.00S,2024-11-28T01:30:32.8Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,72,72,2024-11-28T01:30:33Z,4010000,False,,,0,,C. Capela REBOUND (Off:4 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,406.0,6.0,2.0,4.0,,,,,,,,,,,
409,PT09M03.00S,2024-11-28T01:30:39.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642258,94.1688567674113,51.225490196078425,1610612737,72,74,2024-11-28T01:30:44Z,4020000,False,6.0,2.0,1,right,Z. Risacher driving floating bank Jump Shot (15 PTS),[1642258],1610612737.0,ATL,driving floating bank,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,0.65,Made,,,,,,,,,,15.0,,,,,
410,PT08M52.00S,2024-11-28T01:30:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.046649145860711,46.81372549019608,1610612739,72,74,2024-11-28T01:30:54Z,4030000,False,16.0,14.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,2.1,Missed,,,,,,,,,,,,,,,
411,PT08M49.00S,2024-11-28T01:30:53.5Z,3,REGULAR,rebound,defensive,[],1642258,,,1610612737,72,74,2024-11-28T01:30:54Z,4040000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,410.0,2.0,2.0,0.0,,,,,,,,,,,
412,PT08M43.00S,2024-11-28T01:30:58.5Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1629027,92.72339027595268,23.284313725490197,1610612737,72,76,2024-11-28T01:33:57Z,4050000,False,-134.0,16.0,1,right,T. Young 13' running pullup Jump Shot (10 PTS),[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,13.45,Made,,,,,,,,,,10.0,,,,,
413,PT08M31.00S,2024-11-28T01:31:14.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,12.040078843626807,48.529411764705884,1610612739,74,76,2024-11-28T01:31:18Z,4060000,False,7.0,61.0,1,left,D. Garland 6' driving floating Jump Shot (9 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,6.11,Made,,,,,,,,,,9.0,,,,,
414,PT08M31.00S,2024-11-28T01:31:17.3Z,3,REGULAR,foul,personal,['1freethrow'],1629027,,,1610612739,74,76,2024-11-28T01:31:24Z,4070000,False,,,0,,T. Young shooting personal FOUL (3 PF) (Garland 1 FT),"[1629027, 1629636]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628951.0,3.0,0.0,Garland,1629636.0,,,,,,
416,PT08M31.00S,2024-11-28T01:31:43.4Z,3,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,75,76,2024-11-28T01:31:43Z,4090000,False,,,0,,D. Garland Free Throw 1 of 1 (10 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,Made,,,,,,,,,,10.0,,,,,
417,PT08M18.00S,2024-11-28T01:31:57.4Z,3,REGULAR,3pt,Jump Shot,[],1629027,59.8718791064389,37.99019607843137,1610612737,75,76,2024-11-28T01:36:20Z,4100000,False,-60.0,325.0,1,right,MISS T. Young 33' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,33.02,Missed,,,,,,,,,,,,,,,
418,PT08M15.00S,2024-11-28T01:32:00.4Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,75,76,2024-11-28T01:32:01Z,4110000,False,,,0,,C. Capela REBOUND (Off:5 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,417.0,7.0,2.0,5.0,,,,,,,,,,,
419,PT08M13.00S,2024-11-28T01:32:02.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,88.51839684625493,52.450980392156865,1610612737,75,78,2024-11-28T01:32:08Z,4120000,False,12.0,55.0,1,right,T. Young floating Jump Shot (12 PTS) (C. Capela 3 AST),"[1629027, 203991]",1610612737.0,ATL,floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,5.67,Made,,,,,,,,,,12.0,,,C. Capela,203991.0,3.0
421,PT07M52.00S,2024-11-28T01:32:23.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.783837056504599,50.98039215686274,1610612739,77,78,2024-11-28T01:32:27Z,4140000,False,-5.0,11.0,1,left,D. Mitchell driving Layup (17 PTS) (D. Garland 6 AST),"[1628378, 1629636]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,1.23,Made,,,,,,,,,,17.0,,,D. Garland,1629636.0,6.0
423,PT07M34.00S,2024-11-28T01:32:41.0Z,3,REGULAR,3pt,Jump Shot,[],1630700,80.3712220762155,4.6568627450980395,1610612737,77,81,2024-11-28T01:32:45Z,4160000,False,-227.0,132.0,1,right,D. Daniels 26' 3PT  (6 PTS) (J. Johnson 6 AST),"[1630700, 1630552]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,26.23,Made,,,,,,,,,,6.0,,,J. Johnson,1630552.0,6.0
425,PT07M17.00S,2024-11-28T01:32:58.2Z,3,REGULAR,3pt,Jump Shot,[],1628378,29.122864651773984,22.54901960784314,1610612739,77,81,2024-11-28T01:33:01Z,4180000,False,137.0,221.0,1,left,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,26.04,Missed,,,,,,,,,,,,,,,
426,PT07M14.00S,2024-11-28T01:33:01.2Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,77,81,2024-11-28T01:33:01Z,4190000,False,,,0,,C. Capela REBOUND (Off:5 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,425.0,8.0,3.0,5.0,,,,,,,,,,,
427,PT07M04.00S,2024-11-28T01:33:10.9Z,3,REGULAR,3pt,Jump Shot,[],1629027,64.20827858081472,19.11764705882353,1610612737,77,81,2024-11-28T01:39:01Z,4200000,False,-154.0,284.0,1,right,MISS T. Young 32' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,32.32,Missed,,,,,,,,,,,,,,,
428,PT07M03.00S,2024-11-28T01:33:12.8Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,77,81,2024-11-28T01:33:12Z,4210000,False,,,0,,C. Capela REBOUND (Off:6 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,427.0,9.0,3.0,6.0,,,,,,,,,,,
491,PT07M02.00S,2024-11-28T01:33:17.5Z,3,REGULAR,turnover,lost ball,[],203991,,,1610612737,77,81,2024-11-28T01:44:08Z,4225000,False,,,0,,C. Capela lost ball TURNOVER (1 TO),"[203991, 1630596]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,
492,PT07M02.00S,2024-11-28T01:33:17.5Z,3,REGULAR,steal,,[],1630596,,,1610612739,77,81,2024-11-28T01:44:00Z,4232500,False,,,0,,E. Mobley STEAL (2 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
431,PT06M52.00S,2024-11-28T01:33:24.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,21.50131406044678,90.93137254901961,1610612739,80,81,2024-11-28T01:44:00Z,4240000,False,-205.0,150.0,1,left,D. Garland 25' 3PT  (13 PTS) (I. Okoro 3 AST),"[1629636, 1630171]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,25.35,Made,,,,,,,,,,13.0,,,I. Okoro,1630171.0,3.0
433,PT06M51.00S,2024-11-28T01:33:28.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,80,81,2024-11-28T01:33:29Z,4260000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT06M51.00S,2024-11-28T01:33:39.8Z,3,REGULAR,substitution,out,[],1630596,,,1610612737,80,81,2024-11-28T01:36:23Z,4270000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT06M51.00S,2024-11-28T01:33:39.8Z,3,REGULAR,substitution,out,[],1628378,,,1610612737,80,81,2024-11-28T01:36:23Z,4280000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT06M51.00S,2024-11-28T01:33:39.8Z,3,REGULAR,substitution,out,[],1630552,,,1610612737,80,81,2024-11-28T01:36:23Z,4290000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
