actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
256,PT03M56.00S,2026-03-26T00:30:41.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,9.149145860709593,50.49019607843137,1610612748,31,49,2026-03-26T00:30:47Z,2500000,False,-2.0,34.0,1,left,MISS B. Adebayo driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,,,,Restricted Area,0-8 Center,3.36,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
257,PT03M52.00S,2026-03-26T00:30:45.3Z,2,REGULAR,rebound,defensive,[],201935,,,1610612739,31,49,2026-03-26T00:45:51Z,2510000,False,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Harden,J. Harden,256.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
260,PT03M48.00S,2026-03-26T00:30:48.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,95.0886990801577,52.20588235294118,1610612739,33,49,2026-03-26T00:30:56Z,2540000,False,11.0,-6.0,1,right,D. Mitchell running Layup (10 PTS) (J. Harden 3 AST),"[1628378, 201935]",1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,1.27,Made,Mitchell,D. Mitchell,,,,,,,,10.0,,,,,,J. Harden,201935.0,3.0,,,
262,PT03M34.00S,2026-03-26T00:31:02.8Z,2,REGULAR,3pt,Jump Shot,[],1626181,9.411957950065702,98.52941176470588,1610612748,33,52,2026-03-26T00:31:07Z,2560000,False,-243.0,36.0,1,left,N. Powell 24' 3PT  (9 PTS) (B. Adebayo 3 AST),"[1626181, 1628389]",1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,24.53,Made,Powell,N. Powell,,,,,,,,9.0,,,,,,B. Adebayo,1628389.0,3.0,,,
264,PT03M17.00S,2026-03-26T00:31:22.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,94.30026281208936,50.245098039215684,1610612739,35,52,2026-03-26T00:33:57Z,2580000,False,1.0,1.0,1,right,E. Mobley Layup (4 PTS) (K. Ellis 1 AST),"[1630596, 1631165]",1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,0.16,Made,Mobley,E. Mobley,,,,,,,,4.0,,,,,,K. Ellis,1631165.0,1.0,,,
266,PT03M17.00S,2026-03-26T00:31:27.1Z,2,REGULAR,foul,personal,['1freethrow'],1628389,,,1610612739,35,52,2026-03-26T00:31:37Z,2600000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Mobley 1 FT),"[1628389, 1630596]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,Adebayo,B. Adebayo,,,,,,,,,1627526.0,1.0,0.0,Mobley,1630596.0,,,,,,
268,PT03M17.00S,2026-03-26T00:32:01.2Z,2,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,36,52,2026-03-26T00:32:01Z,2620000,False,,,0,,E. Mobley Free Throw 1 of 1 (5 PTS),[1630596],1610612739.0,CLE,,,,,,,,,,Made,Mobley,E. Mobley,,,,,,,,5.0,,,,,,,,,,,
269,PT03M03.00S,2026-03-26T00:32:16.8Z,2,REGULAR,3pt,Jump Shot,[],1630558,24.392247043363994,15.686274509803921,1610612748,36,55,2026-03-26T00:32:21Z,2630000,False,172.0,177.0,1,left,D. Mitchell 24' 3PT  (5 PTS) (B. Adebayo 4 AST),"[1630558, 1628389]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,24.64,Made,Mitchell,D. Mitchell,,,,,,,,5.0,,,,,,B. Adebayo,1628389.0,4.0,,,
271,PT02M53.00S,2026-03-26T00:32:30.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,88.38699080157687,64.4607843137255,1610612739,36,55,2026-03-26T00:34:42Z,2650000,False,72.0,57.0,1,right,MISS D. Mitchell 9' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,9.19,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
272,PT02M49.00S,2026-03-26T00:32:34.4Z,2,REGULAR,rebound,offensive,[],1642878,,,1610612739,36,55,2026-03-26T00:34:42Z,2660000,False,,,0,,T. Proctor REBOUND (Off:1 Def:0),[1642878],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Right,,,Proctor,T. Proctor,271.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
273,PT02M35.00S,2026-03-26T00:32:44.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630596,89.04402102496715,13.23529411764706,1610612739,36,55,2026-03-26T00:32:52Z,2670000,False,-184.0,50.0,1,right,MISS E. Mobley 19' step back Shot,[1630596],1610612739.0,CLE,step back,,,,,,Mid-Range,16-24 Left,19.06,Missed,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
274,PT02M32.00S,2026-03-26T00:32:47.9Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612748,36,55,2026-03-26T00:32:52Z,2680000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Left,,,Powell,N. Powell,273.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
275,PT02M27.00S,2026-03-26T00:32:52.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,35.43035479632063,18.627450980392158,1610612748,36,55,2026-03-26T00:33:06Z,2690000,False,157.0,281.0,1,left,MISS N. Powell 32' running 3PT,[1626181],1610612748.0,MIA,running,,,,,,Above the Break 3,24+ Right Center,32.14,Missed,Powell,N. Powell,,,,,,,,,,,,,,,,,,,
276,PT02M26.00S,2026-03-26T00:33:04.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,36,55,2026-03-26T00:33:04Z,2700000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,,275.0,,,,,,,,,,,,,,,,,,
277,PT02M26.00S,2026-03-26T00:33:06.7Z,2,REGULAR,foul,personal,[],1642878,,,1610612748,36,55,2026-03-26T00:33:15Z,2710000,False,,,0,,T. Proctor loose ball personal FOUL (1 PF),"[1642878, 203952]",1610612739.0,CLE,loose ball,,,,,,In The Paint (Non-RA),8-16 Right,,,Proctor,T. Proctor,,,,,,,,,1627526.0,1.0,0.0,Wiggins,203952.0,,,,,,
279,PT02M16.00S,2026-03-26T00:33:25.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626181,8.492115637319317,33.82352941176471,1610612748,36,57,2026-03-26T00:33:33Z,2730000,False,81.0,27.0,1,left,N. Powell 8' driving floating bank Jump Shot (11 PTS) (A. Wiggins 1 AST),"[1626181, 203952]",1610612748.0,MIA,driving floating bank,,,,,,Mid-Range,8-16 Right,8.54,Made,Powell,N. Powell,,,,,,,,11.0,,,,,,A. Wiggins,203952.0,1.0,,,
281,PT02M02.00S,2026-03-26T00:33:39.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631165,93.64323258869908,50.0,1610612739,38,57,2026-03-26T00:33:44Z,2750000,False,0.0,7.0,1,right,K. Ellis cutting Layup (5 PTS) (E. Mobley 2 AST),"[1631165, 1630596]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,0.73,Made,Ellis,K. Ellis,,,,,,,,5.0,,,,,,E. Mobley,1630596.0,2.0,,,
283,PT01M43.00S,2026-03-26T00:34:00.9Z,2,REGULAR,3pt,Jump Shot,[],203952,10.200394218134035,95.58823529411765,1610612748,38,57,2026-03-26T00:34:04Z,2770000,False,-228.0,43.0,1,left,MISS A. Wiggins 3PT,[203952],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,23.2,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
284,PT01M40.00S,2026-03-26T00:34:03.9Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,38,57,2026-03-26T00:34:04Z,2780000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:4),[1628378],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,,,Mitchell,D. Mitchell,283.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
285,PT01M34.00S,2026-03-26T00:34:12.7Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203952,,,1610612739,38,57,2026-03-26T00:34:22Z,2790000,False,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Ellis 3 FT),"[203952, 1631165]",1610612748.0,MIA,shooting,,,,,,Above the Break 3,24+ Right Center,,,Wiggins,A. Wiggins,,,,,,,,,2004.0,2.0,0.0,Ellis,1631165.0,,,,,,
288,PT01M34.00S,2026-03-26T00:34:45.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612739,38,57,2026-03-26T00:34:45Z,2820000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M34.00S,2026-03-26T00:35:00.3Z,2,REGULAR,substitution,out,[],1642878,,,1610612739,38,57,2026-03-26T00:37:39Z,2830000,False,,,0,,SUB out: T. Proctor,[1642878],1610612739.0,CLE,,,,,,,,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,
290,PT01M34.00S,2026-03-26T00:35:00.3Z,2,REGULAR,substitution,in,[],203471,,,1610612739,38,57,2026-03-26T00:37:39Z,2840000,False,,,0,,SUB in: D. Schröder,[203471],1610612739.0,CLE,,,,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,
291,PT01M34.00S,2026-03-26T00:37:46.9Z,2,REGULAR,substitution,out,[],1641796,,,1610612739,38,57,2026-03-26T00:37:54Z,2850000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
292,PT01M34.00S,2026-03-26T00:37:46.9Z,2,REGULAR,substitution,in,[],1629639,,,1610612739,38,57,2026-03-26T00:37:54Z,2860000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
293,PT01M34.00S,2026-03-26T00:38:14.5Z,2,REGULAR,freethrow,1 of 3,[],1631165,,,1610612739,39,57,2026-03-26T00:38:14Z,2870000,False,,,0,,K. Ellis Free Throw 1 of 3 (6 PTS),[1631165],1610612739.0,CLE,,,,,,,,,,Made,Ellis,K. Ellis,,,,,,,,6.0,,,,,,,,,,,
294,PT01M34.00S,2026-03-26T00:38:32.7Z,2,REGULAR,freethrow,2 of 3,[],1631165,,,1610612739,40,57,2026-03-26T00:38:32Z,2880000,False,,,0,,K. Ellis Free Throw 2 of 3 (7 PTS),[1631165],1610612739.0,CLE,,,,,,,,,,Made,Ellis,K. Ellis,,,,,,,,7.0,,,,,,,,,,,
295,PT01M34.00S,2026-03-26T00:38:53.6Z,2,REGULAR,freethrow,3 of 3,[],1631165,,,1610612739,41,57,2026-03-26T00:38:53Z,2890000,False,,,0,,K. Ellis Free Throw 3 of 3 (8 PTS),[1631165],1610612739.0,CLE,,,,,,,,,,Made,Ellis,K. Ellis,,,,,,,,8.0,,,,,,,,,,,
296,PT01M24.00S,2026-03-26T00:39:08.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628378,,,1610612748,41,57,2026-03-26T00:39:25Z,2900000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1628378, 1630558]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Mitchell,D. Mitchell,,,,,,,,,2004.0,1.0,0.0,Mitchell,1630558.0,,,,,,
298,PT01M24.00S,2026-03-26T00:39:37.2Z,2,REGULAR,freethrow,1 of 2,[],1630558,,,1610612748,41,58,2026-03-26T00:39:54Z,2920000,False,,,0,,D. Mitchell Free Throw 1 of 2 (6 PTS),[1630558],1610612748.0,MIA,,,,,,,,,,Made,Mitchell,D. Mitchell,,,,,,,,6.0,,,,,,,,,,,
299,PT01M24.00S,2026-03-26T00:39:37.2Z,2,REGULAR,freethrow,2 of 2,[],1630558,,,1610612748,41,58,2026-03-26T00:39:54Z,2930000,False,,,0,,MISS D. Mitchell Free Throw 2 of 2,[1630558],1610612748.0,MIA,,,,,,,,,,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
300,PT01M22.00S,2026-03-26T00:39:39.2Z,2,REGULAR,rebound,defensive,[],201935,,,1610612739,41,58,2026-03-26T00:39:54Z,2940000,False,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612739.0,CLE,,,,,,,,,,,Harden,J. Harden,299.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
301,PT01M11.00S,2026-03-26T00:40:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.64323258869908,47.05882352941176,1610612739,41,58,2026-03-26T00:43:01Z,2950000,False,-15.0,7.0,1,right,MISS D. Mitchell cutting Layup,[1628378],1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,1.64,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
302,PT01M10.00S,2026-03-26T00:40:07.3Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,41,58,2026-03-26T00:43:01Z,2960000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Adebayo,B. Adebayo,301.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
303,PT01M00.00S,2026-03-26T00:40:15.2Z,2,REGULAR,3pt,Jump Shot,[],1630558,29.517082785808146,72.79411764705883,1610612748,41,61,2026-03-26T00:40:19Z,2970000,False,-114.0,225.0,1,left,D. Mitchell 25' 3PT  (9 PTS) (N. Powell 1 AST),"[1630558, 1626181]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,25.22,Made,Mitchell,D. Mitchell,,,,,,,,9.0,,,,,,N. Powell,1626181.0,1.0,,,
306,PT00M48.30S,2026-03-26T00:40:38.0Z,2,REGULAR,substitution,out,[],203952,,,1610612739,41,61,2026-03-26T00:40:48Z,3000000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
307,PT00M48.30S,2026-03-26T00:40:38.0Z,2,REGULAR,substitution,in,[],1641796,,,1610612739,41,61,2026-03-26T00:40:48Z,3010000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
308,PT00M35.70S,2026-03-26T00:41:06.7Z,2,REGULAR,3pt,Jump Shot,[],1628378,72.48685939553219,15.196078431372548,1610612739,44,61,2026-03-26T00:41:12Z,3020000,False,-174.0,206.0,1,right,D. Mitchell 26' 3PT  (13 PTS),[1628378],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,26.97,Made,Mitchell,D. Mitchell,,,,,,,,13.0,,,,,,,,,,,
309,PT00M21.70S,2026-03-26T00:41:29.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631165,,,1610612748,44,61,2026-03-26T00:41:39Z,3030000,False,,,0,,K. Ellis personal FOUL (1 PF) (Powell 2 FT),"[1631165, 1626181]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Left,,,Ellis,K. Ellis,,,,,,,,,2004.0,1.0,0.0,Powell,1626181.0,,,,,,
311,PT00M21.70S,2026-03-26T00:42:02.5Z,2,REGULAR,freethrow,1 of 2,[],1626181,,,1610612748,44,62,2026-03-26T00:42:02Z,3050000,False,,,0,,N. Powell Free Throw 1 of 2 (12 PTS),[1626181],1610612748.0,MIA,,,,,,,,,,Made,Powell,N. Powell,,,,,,,,12.0,,,,,,,,,,,
312,PT00M21.70S,2026-03-26T00:42:03.9Z,2,REGULAR,substitution,out,[],203471,,,1610612748,44,62,2026-03-26T00:42:09Z,3060000,False,,,0,,SUB out: D. Schröder,[203471],1610612739.0,CLE,,,,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,
313,PT00M21.70S,2026-03-26T00:42:03.9Z,2,REGULAR,substitution,in,[],1630241,,,1610612748,44,62,2026-03-26T00:42:09Z,3070000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
314,PT00M21.70S,2026-03-26T00:42:25.9Z,2,REGULAR,freethrow,2 of 2,[],1626181,,,1610612748,44,63,2026-03-26T00:42:25Z,3080000,False,,,0,,N. Powell Free Throw 2 of 2 (13 PTS),[1626181],1610612748.0,MIA,,,,,,,,,,Made,Powell,N. Powell,,,,,,,,13.0,,,,,,,,,,,
315,PT00M04.30S,2026-03-26T00:42:47.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631165,92.85479632063075,50.73529411764706,1610612739,46,63,2026-03-26T00:42:54Z,3090000,False,4.0,15.0,1,right,K. Ellis cutting DUNK (10 PTS) (E. Mobley 3 AST),"[1631165, 1630596]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,1.52,Made,Ellis,K. Ellis,,,,,,,,10.0,,,,,,E. Mobley,1630596.0,3.0,,,
317,PT00M00.00S,2026-03-26T00:42:57.2Z,2,REGULAR,3pt,Jump Shot,[],1628389,23.73521681997372,85.29411764705883,1610612748,46,63,2026-03-26T00:43:05Z,3110000,False,-176.0,171.0,1,left,MISS B. Adebayo 24' pullup bank 3PT,[1628389],1610612748.0,MIA,pullup bank,,,,,,Above the Break 3,24+ Left Center,24.55,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
318,PT00M00.00S,2026-03-26T00:42:59.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,46,63,2026-03-26T00:42:59Z,3120000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,,317.0,,,,,,,,,,,,,,,,,,
319,PT00M00.00S,2026-03-26T00:43:00.2Z,2,REGULAR,period,end,[],0,,,1610612748,46,63,2026-03-26T00:43:00Z,3130000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2026-03-26T00:43:26.1Z,3,REGULAR,substitution,out,['startperiod'],1641796,,,1610612748,46,63,2026-03-26T00:58:31Z,3140000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2026-03-26T00:43:26.1Z,3,REGULAR,substitution,in,['startperiod'],203952,,,1610612748,46,63,2026-03-26T00:58:31Z,3150000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2026-03-26T00:58:28.7Z,3,REGULAR,period,start,[],0,,,1610612739,46,63,2026-03-26T00:58:32Z,3160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M46.00S,2026-03-26T00:58:41.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.652431011826544,48.529411764705884,1610612739,48,63,2026-03-26T00:58:48Z,3170000,False,7.0,10.0,1,left,J. Harden driving finger roll Layup (9 PTS),[201935],1610612739.0,CLE,driving finger roll,,,,,,Restricted Area,0-8 Center,1.24,Made,Harden,J. Harden,,,,,,,,9.0,,,,,,,,,,,
326,PT11M29.00S,2026-03-26T00:59:00.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,85.62746386333771,41.66666666666667,1610612748,48,63,2026-03-26T01:33:58Z,3180000,False,-42.0,83.0,1,right,MISS B. Adebayo 9' turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,9.25,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
327,PT11M28.00S,2026-03-26T00:59:01.6Z,3,REGULAR,rebound,defensive,[],201935,,,1610612739,48,63,2026-03-26T01:00:43Z,3190000,False,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,Harden,J. Harden,326.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
329,PT11M15.00S,2026-03-26T00:59:55.7Z,3,REGULAR,jumpball,recovered,[],0,,,1610612739,48,63,2026-03-26T01:02:03Z,3200000,False,,,0,,Jump Ball E. Mobley vs. A. Wiggins: Tip to Team (CLE),"[1630596, 203952]",1610612739.0,CLE,heldball,Team (CLE),Mobley,1630596.0,Wiggins,203952.0,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M04.00S,2026-03-26T01:00:15.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,13.485545335085414,38.23529411764706,1610612739,48,63,2026-03-26T01:00:19Z,3240000,False,59.0,74.0,1,left,MISS E. Mobley 9' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,,,,In The Paint (Non-RA),8-16 Right,9.48,Missed,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
334,PT11M02.00S,2026-03-26T01:00:17.6Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612748,48,63,2026-03-26T01:00:19Z,3250000,False,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Right,,,Powell,N. Powell,333.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
335,PT10M51.00S,2026-03-26T01:00:29.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,86.41590013140605,38.23529411764706,1610612748,48,65,2026-03-26T01:00:33Z,3260000,False,-59.0,75.0,1,right,N. Powell 9' driving floating Jump Shot (15 PTS) (T. Herro 3 AST),"[1626181, 1629639]",1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,9.55,Made,Powell,N. Powell,,,,,,,,15.0,,,,,,T. Herro,1629639.0,3.0,,,
337,PT10M40.00S,2026-03-26T01:00:42.6Z,3,REGULAR,foul,personal,[],203952,,,1610612739,48,65,2026-03-26T01:00:50Z,3280000,False,,,0,,A. Wiggins personal FOUL (3 PF),"[203952, 1628378]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Right,,,Wiggins,A. Wiggins,,,,,,,,,201246.0,3.0,0.0,Mitchell,1628378.0,,,,,,
339,PT10M31.00S,2026-03-26T01:01:07.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.783837056504599,51.225490196078425,1610612739,50,65,2026-03-26T01:01:13Z,3300000,False,-6.0,11.0,1,left,E. Mobley driving Layup (7 PTS) (S. Merrill 2 AST),"[1630596, 1630241]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,1.28,Made,Mobley,E. Mobley,,,,,,,,7.0,,,,,,S. Merrill,1630241.0,2.0,,,
341,PT10M13.00S,2026-03-26T01:01:26.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,86.02168199737189,41.17647058823529,1610612748,50,67,2026-03-26T01:03:44Z,3320000,False,-44.0,79.0,1,right,B. Adebayo 9' driving Hook (4 PTS) (D. Mitchell 2 AST),"[1628389, 1630558]",1610612748.0,MIA,driving,,,,,,In The Paint (Non-RA),8-16 Center,9.04,Made,Adebayo,B. Adebayo,,,,,,,,4.0,,,,,,D. Mitchell,1630558.0,2.0,,,
342,PT10M01.00S,2026-03-26T01:01:40.5Z,3,REGULAR,3pt,Jump Shot,[],1631165,12.171484888304862,96.07843137254902,1610612739,50,67,2026-03-26T01:04:20Z,3330000,False,-230.0,62.0,1,left,MISS K. Ellis 3PT,[1631165],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,23.86,Missed,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
343,PT10M00.00S,2026-03-26T01:01:41.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,50,67,2026-03-26T01:04:20Z,3340000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:7),[1628389],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,,,Adebayo,B. Adebayo,342.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
344,PT09M50.00S,2026-03-26T01:01:50.1Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628389,80.23981603153744,50.245098039215684,1610612748,50,67,2026-03-26T01:04:50Z,3350000,False,1.0,133.0,1,right,MISS B. Adebayo 13' running pullup Shot,[1628389],1610612748.0,MIA,running pullup,,,,,,In The Paint (Non-RA),8-16 Center,13.32,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
345,PT09M47.00S,2026-03-26T01:01:53.1Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,50,67,2026-03-26T01:01:57Z,3360000,False,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,Mobley,E. Mobley,344.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
346,PT09M45.00S,2026-03-26T01:01:57.6Z,3,REGULAR,3pt,Jump Shot,[],1630241,9.280551905387648,3.6764705882352944,1610612739,53,67,2026-03-26T01:05:39Z,3370000,False,232.0,35.0,1,left,S. Merrill 3PT  (10 PTS) (J. Harden 4 AST),"[1630241, 201935]",1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,23.42,Made,Merrill,S. Merrill,,,,,,,,10.0,,,,,,J. Harden,201935.0,4.0,,,
348,PT09M26.00S,2026-03-26T01:02:13.8Z,3,REGULAR,turnover,bad pass,[],1630558,,,1610612748,53,67,2026-03-26T01:02:19Z,3390000,False,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1630558, 1631165]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Left,,,Mitchell,D. Mitchell,,,,,2.0,Ellis,1631165.0,,,,,,,,,,,,
349,PT09M26.00S,2026-03-26T01:02:13.8Z,3,REGULAR,steal,,[],1631165,,,1610612739,53,67,2026-03-26T01:02:16Z,3400000,False,,,0,,K. Ellis STEAL (2 STL),[1631165],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
350,PT09M09.00S,2026-03-26T01:02:31.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628378,19.66162943495401,37.254901960784316,1610612739,53,67,2026-03-26T01:02:34Z,3410000,False,64.0,132.0,1,left,MISS D. Mitchell 14' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,14.68,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
