actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
355,PT05M16.00S,2022-01-04T04:57:24.4Z,3,REGULAR,substitution,out,[],1629020,,,1610612750,54,75,2022-01-04T04:57:36Z,3520000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT05M16.00S,2022-01-04T04:57:24.4Z,3,REGULAR,substitution,in,[],1629599,,,1610612750,54,75,2022-01-04T04:57:36Z,3530000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT05M16.00S,2022-01-04T04:57:24.4Z,3,REGULAR,substitution,in,[],1630183,,,1610612750,54,75,2022-01-04T04:57:36Z,3540000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT05M06.00S,2022-01-04T04:57:54.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,71.53416557161628,18.382352941176478,1610612750,54,78,2022-01-04T04:58:01Z,3550000,-158.0,215.0,1,right,A. Edwards 26' 3PT  (18 PTS) (N. Reid 1 AST),"[1630162, 1629675]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,26.7,Made,,,,18.0,N. Reid,1629675.0,1.0,,,,,,,,,,
360,PT04M58.00S,2022-01-04T04:58:07.3Z,3,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612746,54,78,2022-01-04T04:58:23Z,3570000,,,0,,M. Beasley shooting personal FOUL (1 PF) (Bledsoe 2 FT),"[1627736, 202339]",1610612750.0,MIN,shooting,,,Beasley,M. Beasley,,,,,2002.0,,,,,,,,,,,,,,,,1.0,0.0,Bledsoe,202339.0,
362,PT04M58.00S,2022-01-04T04:58:32.3Z,3,REGULAR,freethrow,1 of 2,[],202339,,,1610612746,54,78,2022-01-04T04:58:32Z,3590000,,,0,,MISS E. Bledsoe Free Throw 1 of 2,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,Missed,,,,,,,,,,,,,,,,,
363,PT04M58.00S,2022-01-04T04:58:32.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,54,78,2022-01-04T04:58:32Z,3600000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,362.0,,,,,,,,,,,,,,,,
364,PT04M58.00S,2022-01-04T04:58:44.3Z,3,REGULAR,substitution,out,[],1629611,,,1610612746,54,78,2022-01-04T04:58:47Z,3610000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT04M58.00S,2022-01-04T04:58:44.3Z,3,REGULAR,substitution,in,[],1630553,,,1610612746,54,78,2022-01-04T04:58:47Z,3620000,,,0,,SUB in: K. Johnson,[1630553],1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT04M58.00S,2022-01-04T04:59:04.9Z,3,REGULAR,freethrow,2 of 2,[],202339,,,1610612746,55,78,2022-01-04T04:59:05Z,3630000,,,0,,E. Bledsoe Free Throw 2 of 2 (1 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,
367,PT04M34.00S,2022-01-04T04:59:29.0Z,3,REGULAR,3pt,Jump Shot,[],1630162,62.86136662286465,42.15686274509803,1610612750,55,78,2022-01-04T05:00:34Z,3640000,-39.0,297.0,1,right,MISS A. Edwards 29' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,29.92,Missed,,,,,,,,,,,,,,,,,
368,PT04M30.00S,2022-01-04T04:59:33.0Z,3,REGULAR,rebound,defensive,[],202339,,,1610612746,55,78,2022-01-04T04:59:34Z,3650000,,,0,,E. Bledsoe REBOUND (Off:0 Def:3),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,367.0,,,,,,,3.0,3.0,0.0,,,,,,,
369,PT04M20.00S,2022-01-04T04:59:42.7Z,3,REGULAR,3pt,Jump Shot,[],1630553,8.984888304862025,96.07843137254902,1610612746,55,78,2022-01-04T05:01:09Z,3660000,-230.0,32.0,1,left,MISS K. Johnson step back 3PT,[1630553],1610612746.0,LAC,step back,,,Johnson,K. Johnson,,,,,,,23.26,Missed,,,,,,,,,,,,,,,,,
370,PT04M18.00S,2022-01-04T04:59:44.7Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,55,78,2022-01-04T04:59:47Z,3670000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,369.0,,,,,,,1.0,1.0,0.0,,,,,,,
371,PT04M17.00S,2022-01-04T04:59:50.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,55,78,2022-01-04T04:59:50Z,3680000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT04M17.00S,2022-01-04T05:02:21.6Z,3,REGULAR,substitution,out,[],202339,,,1610612750,55,78,2022-01-04T05:02:37Z,3690000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT04M17.00S,2022-01-04T05:02:21.6Z,3,REGULAR,substitution,out,[],1630162,,,1610612750,55,78,2022-01-04T05:02:37Z,3700000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT04M17.00S,2022-01-04T05:02:21.6Z,3,REGULAR,substitution,in,[],1629117,,,1610612750,55,78,2022-01-04T05:02:37Z,3710000,,,0,,SUB in: W. Gabriel,[1629117],1610612746.0,LAC,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT04M17.00S,2022-01-04T05:02:21.6Z,3,REGULAR,substitution,in,[],1627752,,,1610612750,55,78,2022-01-04T05:02:37Z,3720000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT04M03.00S,2022-01-04T05:02:53.0Z,3,REGULAR,3pt,Jump Shot,[],1627736,93.2161629434954,3.67647058823529,1610612750,55,78,2022-01-04T05:02:58Z,3730000,-232.0,11.0,1,right,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,23.19,Missed,,,,,,,,,,,,,,,,,
377,PT04M00.00S,2022-01-04T05:02:56.0Z,3,REGULAR,rebound,defensive,[],1629875,,,1610612746,55,78,2022-01-04T05:02:58Z,3740000,,,0,,X. Moon REBOUND (Off:0 Def:1),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,376.0,,,,,,,1.0,1.0,0.0,,,,,,,
378,PT03M55.00S,2022-01-04T05:03:01.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,10.693166885676746,52.450980392156865,1610612746,57,78,2022-01-04T05:03:11Z,3750000,-12.0,48.0,1,left,J. Winslow Layup (11 PTS) (W. Gabriel 1 AST),"[1626159, 1629117]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,4.96,Made,,,,11.0,W. Gabriel,1629117.0,1.0,,,,,,,,,,
380,PT03M29.00S,2022-01-04T05:03:27.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,89.53679369250986,55.88235294117647,1610612750,57,78,2022-01-04T05:03:32Z,3770000,29.0,46.0,1,right,MISS N. Reid turnaround Hook,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,,,5.45,Missed,,,,,,,,,,,,,,,,,
381,PT03M27.00S,2022-01-04T05:03:29.2Z,3,REGULAR,rebound,defensive,[],1629875,,,1610612746,57,78,2022-01-04T05:03:32Z,3780000,,,0,,X. Moon REBOUND (Off:0 Def:2),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,380.0,,,,,,,2.0,2.0,0.0,,,,,,,
382,PT03M23.00S,2022-01-04T05:03:33.0Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1629875,22.2568988173456,51.96078431372549,1610612746,57,78,2022-01-04T05:03:46Z,3790000,-10.0,157.0,1,left,MISS X. Moon 15' running pullup Shot,[1629875],1610612746.0,LAC,running pullup,,,Moon,X. Moon,,,,,,,15.7,Missed,,,,,,,,,,,,,,,,,
383,PT03M18.00S,2022-01-04T05:03:38.0Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,57,78,2022-01-04T05:03:46Z,3800000,,,0,,N. Reid REBOUND (Off:3 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,382.0,,,,,,,6.0,3.0,3.0,,,,,,,
384,PT03M10.00S,2022-01-04T05:03:46.0Z,3,REGULAR,2pt,Jump Shot,[],1627736,91.90210249671485,73.2843137254902,1610612750,57,78,2022-01-04T05:03:50Z,3810000,116.0,24.0,1,right,MISS M. Beasley 11' pullup Shot,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,,,11.88,Missed,,,,,,,,,,,,,,,,,
385,PT03M09.00S,2022-01-04T05:03:47.0Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,57,78,2022-01-04T05:03:50Z,3820000,,,0,,A. Coffey REBOUND (Off:0 Def:4),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,384.0,,,,,,,4.0,4.0,0.0,,,,,,,
386,PT03M03.00S,2022-01-04T05:03:53.0Z,3,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1629599,9.641918528252305,55.88235294117647,1610612746,57,78,2022-01-04T05:04:12Z,3830000,-29.0,38.0,1,left,MISS A. Coffey driving bank Hook,[1629599],1610612746.0,LAC,driving bank,,,Coffey,A. Coffey,,,,,,,4.81,Missed,,,,,,,,,,,,,,,,,
387,PT03M02.00S,2022-01-04T05:03:54.0Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,57,78,2022-01-04T05:04:02Z,3840000,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,386.0,,,,,,,2.0,2.0,0.0,,,,,,,
388,PT03M01.00S,2022-01-04T05:03:59.1Z,3,REGULAR,foul,personal,[],1626159,,,1610612750,57,78,2022-01-04T05:04:08Z,3850000,,,0,,J. Winslow take personal FOUL (1 PF),"[1626159, 1627752]",1610612746.0,LAC,take,,,Winslow,J. Winslow,,,,,1627962.0,,,,,,,,,,,,,,,,1.0,0.0,Prince,1627752.0,
390,PT02M47.00S,2022-01-04T05:04:31.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,91.63929040735874,40.44117647058824,1610612750,57,80,2022-01-04T05:04:36Z,3870000,-48.0,26.0,1,right,J. Nowell driving Layup (8 PTS),[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,,,5.45,Made,,,,8.0,,,,,,,,,,,,,
391,PT02M42.00S,2022-01-04T05:04:39.0Z,3,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612746,57,80,2022-01-04T05:05:02Z,3880000,,,0,,N. Reid shooting personal FOUL (1 PF) (Coffey 2 FT),"[1629675, 1629599]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,1627962.0,,,,,,,,,,,,,,,,1.0,0.0,Coffey,1629599.0,
393,PT02M42.00S,2022-01-04T05:05:15.3Z,3,REGULAR,freethrow,1 of 2,[],1629599,,,1610612746,58,80,2022-01-04T05:05:15Z,3900000,,,0,,A. Coffey Free Throw 1 of 2 (3 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,,,,3.0,,,,,,,,,,,,,
394,PT02M42.00S,2022-01-04T05:05:25.7Z,3,REGULAR,freethrow,2 of 2,[],1629599,,,1610612746,59,80,2022-01-04T05:05:25Z,3910000,,,0,,A. Coffey Free Throw 2 of 2 (4 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,
395,PT02M22.00S,2022-01-04T05:05:47.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,84.54336399474376,47.05882352941176,1610612750,59,80,2022-01-04T05:05:53Z,3920000,-15.0,93.0,1,right,MISS J. Nowell 9' driving floating Shot,[1629669],1610612750.0,MIN,driving floating,,,Nowell,J. Nowell,,,,,,,9.4,Missed,,,,,,,,,,,,,,,,,
396,PT02M18.00S,2022-01-04T05:05:51.4Z,3,REGULAR,rebound,defensive,[],1630553,,,1610612746,59,80,2022-01-04T05:05:53Z,3930000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1630553],1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,,,,395.0,,,,,,,2.0,2.0,0.0,,,,,,,
397,PT02M11.00S,2022-01-04T05:05:57.5Z,3,REGULAR,3pt,Jump Shot,[],1629875,8.196452036793687,96.81372549019608,1610612746,59,80,2022-01-04T05:06:03Z,3940000,-234.0,25.0,1,left,MISS X. Moon 3PT,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,23.54,Missed,,,,,,,,,,,,,,,,,
398,PT02M06.00S,2022-01-04T05:06:02.0Z,3,REGULAR,rebound,offensive,[],1629875,,,1610612746,59,80,2022-01-04T05:06:02Z,3950000,,,0,,X. Moon REBOUND (Off:1 Def:2),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,397.0,,,,,,,3.0,2.0,1.0,,,,,,,
399,PT02M05.00S,2022-01-04T05:06:03.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629875,8.984888304862025,52.94117647058824,1610612746,61,80,2022-01-04T05:06:08Z,3960000,-15.0,32.0,1,left,X. Moon driving Layup (2 PTS),[1629875],1610612746.0,LAC,driving,,,Moon,X. Moon,,,,,,,3.52,Made,,,,2.0,,,,,,,,,,,,,
400,PT01M49.00S,2022-01-04T05:06:19.0Z,3,REGULAR,3pt,Jump Shot,[],1630183,73.89947437582128,13.970588235294116,1610612750,61,80,2022-01-04T05:06:23Z,3970000,-180.0,193.0,1,right,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,26.38,Missed,,,,,,,,,,,,,,,,,
401,PT01M47.00S,2022-01-04T05:06:21.0Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,61,80,2022-01-04T05:06:23Z,3980000,,,0,,A. Coffey REBOUND (Off:0 Def:5),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,400.0,,,,,,,5.0,5.0,0.0,,,,,,,
402,PT01M36.00S,2022-01-04T05:06:32.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630553,6.619579500657039,49.754901960784316,1610612746,63,80,2022-01-04T05:06:37Z,3990000,1.0,10.0,1,left,K. Johnson cutting DUNK (4 PTS) (J. Winslow 1 AST),"[1630553, 1626159]",1610612746.0,LAC,cutting,,,Johnson,K. Johnson,,,,,,,0.98,Made,,,,4.0,J. Winslow,1626159.0,1.0,,,,,,,,,,
404,PT01M24.00S,2022-01-04T05:06:44.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.2161629434954,46.568627450980394,1610612750,63,82,2022-01-04T05:06:55Z,4010000,-17.0,11.0,1,right,N. Reid driving Layup (13 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,,,2.06,Made,,,,13.0,,,,,,,,,,,,,
406,PT01M13.00S,2022-01-04T05:06:55.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629117,7.7529566360052655,50.4672181372549,1610612746,63,82,2022-01-04T05:07:03Z,4030000,-2.0,20.0,1,left,MISS W. Gabriel cutting Layup - blocked,"[1629117, 1627752]",1610612746.0,LAC,cutting,,,Gabriel,W. Gabriel,,,,,,,2.05,Missed,,,,,,,,,,,Prince,1627752.0,,,,,
407,PT01M13.00S,2022-01-04T05:06:55.6Z,3,REGULAR,block,,[],1627752,,,1610612746,63,82,2022-01-04T05:06:58Z,4040000,,,0,,T. Prince BLOCK (1 BLK),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT01M10.00S,2022-01-04T05:06:58.6Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,63,82,2022-01-04T05:07:03Z,4050000,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,406.0,,,,,,,3.0,3.0,0.0,,,,,,,
409,PT01M07.00S,2022-01-04T05:07:02.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629669,71.92838370565046,18.627450980392155,1610612750,63,82,2022-01-04T05:07:21Z,4060000,-157.0,211.0,1,right,MISS J. Nowell 26' running 3PT,[1629669],1610612750.0,MIN,running,,,Nowell,J. Nowell,,,,,,,26.33,Missed,,,,,,,,,,,,,,,,,
410,PT01M07.00S,2022-01-04T05:07:02.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,63,82,2022-01-04T05:07:21Z,4070000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,409.0,,,,,,,,,,,,,,,,
411,PT01M06.00S,2022-01-04T05:07:07.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,63,82,2022-01-04T05:07:07Z,4080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT01M06.00S,2022-01-04T05:07:08.5Z,3,REGULAR,substitution,out,[],1627736,,,1610612750,63,82,2022-01-04T05:07:22Z,4090000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT01M06.00S,2022-01-04T05:07:08.5Z,3,REGULAR,substitution,out,[],1629675,,,1610612750,63,82,2022-01-04T05:07:22Z,4100000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT01M06.00S,2022-01-04T05:07:08.5Z,3,REGULAR,substitution,in,[],1630233,,,1610612750,63,82,2022-01-04T05:07:22Z,4110000,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT01M06.00S,2022-01-04T05:07:08.5Z,3,REGULAR,substitution,in,[],1630162,,,1610612750,63,82,2022-01-04T05:07:22Z,4120000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT00M59.70S,2022-01-04T05:07:30.2Z,3,REGULAR,turnover,lost ball,[],1629669,,,1610612750,63,82,2022-01-04T05:07:36Z,4130000,,,0,,J. Nowell lost ball TURNOVER (1 TO),"[1629669, 1629875]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,1.0,,,,Moon,1629875.0,,,,,,,,,,,,,,
417,PT00M59.70S,2022-01-04T05:07:30.2Z,3,REGULAR,steal,,[],1629875,,,1610612746,63,82,2022-01-04T05:07:32Z,4140000,,,0,,X. Moon STEAL (1 STL),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT00M42.90S,2022-01-04T05:07:47.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629599,33.03219448094612,40.68627450980392,1610612746,63,82,2022-01-04T05:48:25Z,4150000,47.0,258.0,1,left,MISS A. Coffey 26' pullup 3PT,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,,,26.22,Missed,,,,,,,,,,,,,,,,,
419,PT00M40.00S,2022-01-04T05:07:50.0Z,3,REGULAR,rebound,defensive,[],1630233,,,1610612750,63,82,2022-01-04T05:07:52Z,4160000,,,0,,N. Knight REBOUND (Off:1 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,418.0,,,,,,,2.0,1.0,1.0,,,,,,,
420,PT00M29.00S,2022-01-04T05:08:01.3Z,3,REGULAR,3pt,Jump Shot,[],1627752,74.55650459921156,14.460784313725497,1610612750,63,85,2022-01-04T05:08:12Z,4170000,-178.0,187.0,1,right,T. Prince 25' 3PT  (10 PTS) (J. Nowell 3 AST),"[1627752, 1629669]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,25.77,Made,,,,10.0,J. Nowell,1629669.0,3.0,,,,,,,,,,
422,PT00M05.90S,2022-01-04T05:08:33.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629875,11.744415243101187,50.245098039215684,1610612746,63,85,2022-01-04T05:18:12Z,4190000,-1.0,58.0,1,left,MISS X. Moon driving Layup,[1629875],1610612746.0,LAC,driving,,,Moon,X. Moon,,,,,,,5.79,Missed,,,,,,,,,,,,,,,,,
424,PT00M04.90S,2022-01-04T05:08:34.7Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,63,85,2022-01-04T05:14:07Z,4210000,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,422.0,,,,,,,3.0,2.0,1.0,,,,,,,
427,PT00M03.90S,2022-01-04T05:08:38.1Z,3,REGULAR,turnover,bad pass,[],1630183,,,1610612750,63,85,2022-01-04T05:49:47Z,4211250,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1626159]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,1.0,,,,Winslow,1626159.0,,,,,,,,,,,,,,
428,PT00M03.90S,2022-01-04T05:08:38.1Z,3,REGULAR,steal,,[],1626159,,,1610612746,63,85,2022-01-04T05:09:52Z,4211875,,,0,,J. Winslow STEAL (3 STL),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT00M02.40S,2022-01-04T05:08:42.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626159,6.356767411300922,50.49019607843137,1610612746,65,85,2022-01-04T05:50:09Z,4212500,-2.0,7.0,1,left,J. Winslow Layup (13 PTS),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,0.77,Made,,,,13.0,,,,,,,,,,,,,
440,PT00M01.00S,2022-01-04T05:08:47.0Z,3,REGULAR,3pt,Jump Shot,[],1629669,45.38436268068331,49.754901960784316,1610612750,65,85,2022-01-04T05:50:43Z,4223750,-1.0,461.0,1,right,MISS J. Nowell 46' running pullup 3PT,[1629669],1610612750.0,MIN,running pullup,,,Nowell,J. Nowell,,,,,,,46.09,Missed,,,,,,,,,,,,,,,,,
441,PT00M01.00S,2022-01-04T05:08:47.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,65,85,2022-01-04T05:14:50Z,4226875,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,,
426,PT00M00.00S,2022-01-04T05:08:56.0Z,3,REGULAR,period,end,[],0,,,1610612750,65,85,2022-01-04T05:12:00Z,4230000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT12M00.00S,2022-01-04T05:11:24.9Z,4,REGULAR,substitution,out,['startperiod'],1629117,,,1610612750,65,85,2022-01-04T05:12:00Z,4240000,,,0,,SUB out: W. Gabriel,[1629117],1610612746.0,LAC,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT12M00.00S,2022-01-04T05:11:24.9Z,4,REGULAR,substitution,in,['startperiod'],203516,,,1610612750,65,85,2022-01-04T05:12:00Z,4250000,,,0,,SUB in: J. Ennis III,[203516],1610612746.0,LAC,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT12M00.00S,2022-01-04T05:11:27.5Z,4,REGULAR,period,start,[],0,,,1610612746,65,85,2022-01-04T05:11:36Z,4260000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT11M42.00S,2022-01-04T05:11:44.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,12.532851511169525,50.49019607843137,1610612746,65,85,2022-01-04T05:19:04Z,4270000,-2.0,65.0,1,left,MISS K. Johnson 6' cutting Layup - blocked,"[1630553, 1630162]",1610612746.0,LAC,cutting,,,Johnson,K. Johnson,,,,,,,6.53,Missed,,,,,,,,,,,Edwards,1630162.0,,,,,
435,PT11M42.00S,2022-01-04T05:11:44.7Z,4,REGULAR,block,,[],1630162,,,1610612746,65,85,2022-01-04T05:11:47Z,4280000,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT11M38.00S,2022-01-04T05:11:48.7Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,65,85,2022-01-04T05:12:28Z,4290000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,434.0,,,,,,,2.0,2.0,0.0,,,,,,,
437,PT11M34.00S,2022-01-04T05:11:52.0Z,4,REGULAR,turnover,lost ball,[],1627752,,,1610612750,65,85,2022-01-04T05:12:35Z,4300000,,,0,,T. Prince lost ball TURNOVER (2 TO),"[1627752, 1629875]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,2.0,,,,Moon,1629875.0,,,,,,,,,,,,,,
438,PT11M34.00S,2022-01-04T05:11:52.0Z,4,REGULAR,steal,,[],1629875,,,1610612746,65,85,2022-01-04T05:13:57Z,4310000,,,0,,X. Moon STEAL (2 STL),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT11M30.00S,2022-01-04T05:11:59.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,65,85,2022-01-04T05:11:59Z,4320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT11M22.00S,2022-01-04T05:12:24.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203516,35.528909329829176,50.49019607843137,1610612746,68,85,2022-01-04T05:12:38Z,4330000,-2.0,281.0,1,left,J. Ennis III 28' 3PT  (3 PTS) (X. Moon 1 AST),"[203516, 1629875]",1610612746.0,LAC,,,,Ennis III,J. Ennis III,,,,,,,28.15,Made,,,,3.0,X. Moon,1629875.0,1.0,,,,,,,,,,
