actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
264,PT03M23.00S,2021-12-14T04:28:42.2Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,48,37,2021-12-14T04:28:44Z,2630000,,,0,,I. Zubac REBOUND (Off:3 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,263.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
265,PT03M23.00S,2021-12-14T04:28:42.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627826,7.802233902759525,46.07843137254902,1610612746,48,37,2021-12-14T04:32:10Z,2640000,20.0,21.0,1,left,MISS I. Zubac putback Layup - blocked,"[1627826, 203109]",1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,2.86,Missed,,,,,,,,Crowder,203109.0,,,,,,,,,,
266,PT03M23.00S,2021-12-14T04:28:42.3Z,2,REGULAR,block,,[],203109,,,1610612746,48,37,2021-12-14T04:28:44Z,2650000,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M23.00S,2021-12-14T04:28:42.3Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,48,37,2021-12-14T04:28:47Z,2660000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,265.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
268,PT03M16.00S,2021-12-14T04:28:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628969,92.95335085413929,54.65686274509804,1610612756,48,39,2021-12-14T04:28:53Z,2670000,23.0,14.0,1,right,M. Bridges cutting Layup (6 PTS) (C. Paul 5 AST),"[1628969, 101108]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,2.7,Made,,,,,,,,,,,6.0,C. Paul,101108.0,5.0,,,,,
270,PT02M58.00S,2021-12-14T04:29:06.3Z,2,REGULAR,3pt,Jump Shot,[],202704,6.619579500657039,4.411764705882348,1610612746,51,39,2021-12-14T04:29:10Z,2690000,228.0,10.0,1,left,R. Jackson 3PT  (11 PTS) (I. Zubac 1 AST),"[202704, 1627826]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,22.81,Made,,,,,,,,,,,11.0,I. Zubac,1627826.0,1.0,,,,,
272,PT02M38.00S,2021-12-14T04:29:26.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,85.20039421813404,35.5392156862745,1610612756,51,39,2021-12-14T04:29:31Z,2710000,-72.0,87.0,1,right,MISS M. Bridges 11' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,11.28,Missed,,,,,,,,,,,,,,,,,,,
273,PT02M36.00S,2021-12-14T04:29:28.6Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,51,39,2021-12-14T04:29:31Z,2720000,,,0,,T. Mann REBOUND (Off:0 Def:5),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,272.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
274,PT02M34.00S,2021-12-14T04:29:33.3Z,2,REGULAR,foul,personal,['2freethrow'],203109,,,1610612746,51,39,2021-12-14T04:29:59Z,2730000,,,0,,J. Crowder shooting personal FOUL (3 PF) (Mann 2 FT),"[203109, 1629611]",1610612756.0,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,201638.0,,,,,3.0,0.0,Mann,1629611.0,
276,PT02M34.00S,2021-12-14T04:29:59.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629611,,,1610612746,52,39,2021-12-14T04:29:59Z,2750000,,,0,,T. Mann Free Throw 1 of 2 (6 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
277,PT02M34.00S,2021-12-14T04:30:00.3Z,2,REGULAR,substitution,out,[],203109,,,1610612746,52,39,2021-12-14T04:30:02Z,2760000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M34.00S,2021-12-14T04:30:00.3Z,2,REGULAR,substitution,in,[],1629661,,,1610612746,52,39,2021-12-14T04:30:02Z,2770000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M34.00S,2021-12-14T04:30:23.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629611,,,1610612746,53,39,2021-12-14T04:30:23Z,2780000,,,0,,T. Mann Free Throw 2 of 2 (7 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
280,PT02M28.00S,2021-12-14T04:30:33.5Z,2,REGULAR,foul,personal,[],1629611,,,1610612756,53,39,2021-12-14T04:30:39Z,2790000,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 101108]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,1363.0,,,,,1.0,0.0,Paul,101108.0,
282,PT02M17.00S,2021-12-14T04:30:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,93.2161629434954,46.81372549019608,1610612756,53,39,2021-12-14T04:30:59Z,2810000,-16.0,11.0,1,right,MISS C. Johnson driving Layup,[1629661],1610612756.0,PHX,driving,,,Johnson,C. Johnson,,,,,1.95,Missed,,,,,,,,,,,,,,,,,,,
283,PT02M17.00S,2021-12-14T04:30:57.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,53,39,2021-12-14T04:30:57Z,2820000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,
284,PT02M17.00S,2021-12-14T04:30:58.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201580,,,1610612746,53,39,2021-12-14T04:31:03Z,2830000,,,0,,J. McGee loose ball personal FOUL (3 PF) (Bledsoe 2 FT),"[201580, 202339]",1610612756.0,PHX,loose ball,,,McGee,J. McGee,,,,,,,,,,,,,,,,201638.0,,,,,3.0,0.0,Bledsoe,202339.0,
286,PT02M17.00S,2021-12-14T04:31:35.0Z,2,REGULAR,freethrow,1 of 2,[],202339,,,1610612746,54,39,2021-12-14T04:31:35Z,2850000,,,0,,E. Bledsoe Free Throw 1 of 2 (3 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
287,PT02M17.00S,2021-12-14T04:31:39.5Z,2,REGULAR,substitution,out,[],201580,,,1610612746,54,39,2021-12-14T04:31:44Z,2860000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M17.00S,2021-12-14T04:31:39.5Z,2,REGULAR,substitution,in,[],1630688,,,1610612746,54,39,2021-12-14T04:31:44Z,2870000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M17.00S,2021-12-14T04:31:35.0Z,2,REGULAR,freethrow,2 of 2,[],202339,,,1610612746,54,39,2021-12-14T04:32:01Z,2880000,,,0,,MISS E. Bledsoe Free Throw 2 of 2,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,Missed,,,,,,,,,,,,,,,,,,,
290,PT02M14.00S,2021-12-14T04:31:38.0Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,54,39,2021-12-14T04:32:01Z,2890000,,,0,,C. Johnson REBOUND (Off:0 Def:5),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,289.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
291,PT02M03.00S,2021-12-14T04:32:10.2Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612756,54,39,2021-12-14T04:38:29Z,2900000,,,0,,C. Payne bad pass TURNOVER (2 TO),"[1626166, 1627826]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,2.0,Zubac,1627826.0,,,,,,,,,,,,
292,PT02M03.00S,2021-12-14T04:32:10.2Z,2,REGULAR,steal,,[],1627826,,,1610612746,54,39,2021-12-14T04:32:14Z,2910000,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M59.00S,2021-12-14T04:32:15.3Z,2,REGULAR,turnover,lost ball,[],202339,,,1610612746,54,39,2021-12-14T04:32:24Z,2920000,,,0,,E. Bledsoe lost ball TURNOVER (1 TO),"[202339, 1629661]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,1.0,Johnson,1629661.0,,,,,,,,,,,,
294,PT01M59.00S,2021-12-14T04:32:15.3Z,2,REGULAR,steal,,[],1629661,,,1610612756,54,39,2021-12-14T04:32:17Z,2930000,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M51.00S,2021-12-14T04:32:24.4Z,2,REGULAR,foul,personal,[],202704,,,1610612756,54,39,2021-12-14T04:32:40Z,2940000,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 1628969]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,201640.0,,,,,1.0,0.0,Bridges,1628969.0,
299,PT01M39.00S,2021-12-14T04:32:53.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626166,92.16491458607096,63.970588235294116,1610612756,54,41,2021-12-14T04:38:09Z,2960000,70.0,21.0,1,right,C. Payne 7' driving floating Jump Shot (4 PTS),[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,7.3,Made,,,,,,,,,,,4.0,,,,,,,,
303,PT01M22.00S,2021-12-14T04:33:38.6Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612746,54,41,2021-12-14T04:35:37Z,3000000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M22.00S,2021-12-14T04:33:41.5Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612746,54,41,2021-12-14T04:35:37Z,3010000,,,0,,,[],1610612746.0,LAC,overturned,,,,,,,,,,,,,,,,,,,,201640.0,,,,,,,,,Corrected to Shooting Foul on I. Wainright
305,PT01M22.00S,2021-12-14T04:35:14.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630688,,,1610612746,54,41,2021-12-14T04:35:35Z,3020000,,,0,,I. Wainright shooting personal FOUL (2 PF) (Jackson 2 FT),"[1630688, 202704]",1610612756.0,PHX,shooting,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,201640.0,,,,,2.0,0.0,Jackson,202704.0,
307,PT01M22.00S,2021-12-14T04:35:36.1Z,2,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,55,41,2021-12-14T04:35:36Z,3040000,,,0,,R. Jackson Free Throw 1 of 2 (12 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,,,,,,,,,,,12.0,,,,,,,,
308,PT01M22.00S,2021-12-14T04:35:59.9Z,2,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,56,41,2021-12-14T04:35:59Z,3050000,,,0,,R. Jackson Free Throw 2 of 2 (13 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,,,,,,,,,,,13.0,,,,,,,,
309,PT01M13.00S,2021-12-14T04:36:16.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612756,56,41,2021-12-14T04:36:47Z,3060000,,,0,,T. Mann personal FOUL (2 PF) (Paul 2 FT),"[1629611, 101108]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,201638.0,,,,,2.0,0.0,Paul,101108.0,
311,PT01M13.00S,2021-12-14T04:36:48.0Z,2,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,56,41,2021-12-14T04:36:48Z,3080000,,,0,,MISS C. Paul Free Throw 1 of 2,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Missed,,,,,,,,,,,,,,,,,,,
312,PT01M13.00S,2021-12-14T04:36:48.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,56,41,2021-12-14T04:36:48Z,3090000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,
313,PT01M13.00S,2021-12-14T04:36:48.8Z,2,REGULAR,substitution,out,[],202704,,,1610612756,56,41,2021-12-14T04:36:55Z,3100000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M13.00S,2021-12-14T04:36:48.8Z,2,REGULAR,substitution,in,[],1628379,,,1610612756,56,41,2021-12-14T04:36:55Z,3110000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M13.00S,2021-12-14T04:37:07.1Z,2,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,56,42,2021-12-14T04:37:07Z,3120000,,,0,,C. Paul Free Throw 2 of 2 (9 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,,,,,,,,,,,9.0,,,,,,,,
318,PT01M00.00S,2021-12-14T04:37:22.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,15.029566360052556,46.568627450980394,1610612746,56,42,2021-12-14T04:37:35Z,3130000,17.0,89.0,1,left,MISS E. Bledsoe 9' fadeaway Shot,[202339],1610612746.0,LAC,fadeaway,,,Bledsoe,E. Bledsoe,,,,,9.05,Missed,,,,,,,,,,,,,,,,,,,
319,PT00M56.60S,2021-12-14T04:37:26.0Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,56,42,2021-12-14T04:37:26Z,3140000,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,318.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
320,PT00M46.70S,2021-12-14T04:37:36.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,82.9664914586071,44.607843137254896,1610612756,56,44,2021-12-14T04:40:43Z,3150000,-27.0,108.0,1,right,C. Payne 11' driving floating Jump Shot (6 PTS) (I. Wainright 1 AST),"[1626166, 1630688]",1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,11.09,Made,,,,,,,,,,,6.0,I. Wainright,1630688.0,1.0,,,,,
321,PT00M30.20S,2021-12-14T04:37:56.3Z,2,REGULAR,turnover,out-of-bounds,[],1627826,,,1610612746,56,44,2021-12-14T04:37:59Z,3160000,,,0,,I. Zubac bad pass out-of-bounds TURNOVER (2 TO),[1627826],1610612746.0,LAC,bad pass,,,Zubac,I. Zubac,,,,,,,,,,,2.0,,,,,201638.0,,,,,,,,,
322,PT00M30.20S,2021-12-14T04:38:06.4Z,2,REGULAR,substitution,out,[],1629611,,,1610612756,56,44,2021-12-14T04:38:13Z,3170000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M30.20S,2021-12-14T04:38:06.4Z,2,REGULAR,substitution,in,[],1626159,,,1610612756,56,44,2021-12-14T04:38:13Z,3180000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M30.20S,2021-12-14T04:38:16.5Z,2,REGULAR,substitution,out,[],1628379,,,1610612756,56,44,2021-12-14T04:38:20Z,3190000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M30.20S,2021-12-14T04:38:16.5Z,2,REGULAR,substitution,in,[],1630527,,,1610612756,56,44,2021-12-14T04:38:20Z,3200000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M09.70S,2021-12-14T04:38:47.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630688,70.74572930354796,28.92156862745098,1610612756,56,44,2021-12-14T04:38:51Z,3210000,-105.0,222.0,1,right,MISS I. Wainright 24' 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,,
327,PT00M06.80S,2021-12-14T04:38:50.1Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612746,56,44,2021-12-14T04:38:50Z,3220000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,326.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
328,PT00M00.40S,2021-12-14T04:38:59.8Z,2,REGULAR,3pt,Jump Shot,[],1630527,30.535479632063073,29.166666666666657,1610612746,56,44,2021-12-14T04:39:07Z,3230000,104.0,235.0,1,left,MISS B. Boston Jr. 25' 3PT,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
329,PT00M00.10S,2021-12-14T04:39:00.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,56,44,2021-12-14T04:39:07Z,3240000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,,,,
330,PT00M00.00S,2021-12-14T04:39:07.4Z,2,REGULAR,period,end,[],0,,,1610612746,56,44,2021-12-14T04:39:07Z,3250000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,out,['startperiod'],202339,,,1610612746,56,44,2021-12-14T04:54:18Z,3260000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,out,['startperiod'],1626159,,,1610612746,56,44,2021-12-14T04:54:18Z,3270000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,out,['startperiod'],1630527,,,1610612746,56,44,2021-12-14T04:54:18Z,3280000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,out,['startperiod'],1630688,,,1610612746,56,44,2021-12-14T04:54:18Z,3290000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,out,['startperiod'],1626166,,,1610612746,56,44,2021-12-14T04:54:18Z,3300000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,out,['startperiod'],1629661,,,1610612746,56,44,2021-12-14T04:54:18Z,3310000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,in,['startperiod'],202704,,,1610612746,56,44,2021-12-14T04:54:18Z,3320000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,in,['startperiod'],1628379,,,1610612746,56,44,2021-12-14T04:54:18Z,3330000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,in,['startperiod'],1629611,,,1610612746,56,44,2021-12-14T04:54:18Z,3340000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,in,['startperiod'],201580,,,1610612746,56,44,2021-12-14T04:54:18Z,3350000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,in,['startperiod'],203109,,,1610612746,56,44,2021-12-14T04:54:18Z,3360000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-12-14T04:53:18.3Z,3,REGULAR,substitution,in,['startperiod'],1629013,,,1610612746,56,44,2021-12-14T04:54:18Z,3370000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-12-14T04:54:20.2Z,3,REGULAR,period,start,[],0,,,1610612746,56,44,2021-12-14T04:54:20Z,3380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M42.00S,2021-12-14T04:54:38.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,93.08475689881735,47.549019607843135,1610612746,58,44,2021-12-14T04:54:42Z,3390000,-12.0,13.0,1,right,I. Zubac DUNK (6 PTS) (T. Mann 2 AST),"[1627826, 1629611]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,1.75,Made,,,,,,,,,,,6.0,T. Mann,1629611.0,2.0,,,,,
347,PT11M24.00S,2021-12-14T04:54:57.4Z,3,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612756,58,44,2021-12-14T04:55:05Z,3410000,,,0,,I. Zubac shooting personal FOUL (1 PF) (McGee 2 FT),"[1627826, 201580]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,201638.0,,,,,1.0,0.0,McGee,201580.0,
349,PT11M24.00S,2021-12-14T04:55:25.0Z,3,REGULAR,freethrow,1 of 2,[],201580,,,1610612756,58,45,2021-12-14T04:55:25Z,3430000,,,0,,J. McGee Free Throw 1 of 2 (5 PTS),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
350,PT11M24.00S,2021-12-14T04:55:25.0Z,3,REGULAR,freethrow,2 of 2,[],201580,,,1610612756,58,45,2021-12-14T04:55:46Z,3440000,,,0,,MISS J. McGee Free Throw 2 of 2,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
351,PT11M19.00S,2021-12-14T04:55:30.0Z,3,REGULAR,rebound,offensive,[],1628969,,,1610612756,58,45,2021-12-14T04:55:46Z,3450000,,,0,,M. Bridges REBOUND (Off:2 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,350.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
352,PT11M14.00S,2021-12-14T04:55:48.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629013,6.4881734559789805,46.568627450980394,1610612756,58,45,2021-12-14T04:56:21Z,3460000,17.0,8.0,1,left,MISS L. Shamet driving finger roll Layup - blocked,"[1629013, 1627826]",1610612756.0,PHX,driving finger roll,,,Shamet,L. Shamet,,,,,1.92,Missed,,,,,,,,Zubac,1627826.0,,,,,,,,,,
353,PT11M14.00S,2021-12-14T04:55:48.6Z,3,REGULAR,block,,[],1627826,,,1610612756,58,45,2021-12-14T04:55:51Z,3470000,,,0,,I. Zubac BLOCK (2 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT11M11.00S,2021-12-14T04:55:51.6Z,3,REGULAR,rebound,defensive,[],202704,,,1610612746,58,45,2021-12-14T04:55:52Z,3480000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,352.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
355,PT10M58.00S,2021-12-14T04:56:04.8Z,3,REGULAR,3pt,Jump Shot,[],1628379,73.63666228646518,18.382352941176478,1610612746,58,45,2021-12-14T04:56:08Z,3490000,-158.0,195.0,1,right,MISS L. Kennard 25' pullup 3PT,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
356,PT10M55.00S,2021-12-14T04:56:07.8Z,3,REGULAR,rebound,defensive,[],201580,,,1610612756,58,45,2021-12-14T04:56:08Z,3500000,,,0,,J. McGee REBOUND (Off:1 Def:6),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,355.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
357,PT10M46.00S,2021-12-14T04:56:16.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,13.18988173455979,49.754901960784316,1610612756,58,45,2021-12-14T04:56:21Z,3510000,1.0,71.0,1,left,MISS C. Paul 7' floating Shot - blocked,"[101108, 1627826]",1610612756.0,PHX,floating,,,Paul,C. Paul,,,,,7.15,Missed,,,,,,,,Zubac,1627826.0,,,,,,,,,,
358,PT10M46.00S,2021-12-14T04:56:16.5Z,3,REGULAR,block,,[],1627826,,,1610612756,58,45,2021-12-14T04:56:18Z,3520000,,,0,,I. Zubac BLOCK (3 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT10M44.00S,2021-12-14T04:56:18.5Z,3,REGULAR,rebound,defensive,[],202704,,,1610612746,58,45,2021-12-14T04:56:21Z,3530000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,357.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
