actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
347,PT07M08.00S,2022-04-11T02:51:53.9Z,3,REGULAR,2pt,Jump Shot,[],1630527,14.191852825229958,15.173100490196077,1610612746,84,55,2022-04-11T02:57:32Z,3440000,174.0,81.0,1,left,B. Boston Jr. 19' pullup Jump Shot (14 PTS),[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,19.2,Made,14.0,,,,,,,,,,,,,,,,,
348,PT06M58.00S,2022-04-11T02:52:03.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629658,89.53679369250986,55.3921568627451,1610612760,84,57,2022-04-11T02:52:07Z,3450000,27.0,46.0,1,right,J. Hoard cutting finger roll Layup (8 PTS) (V. Krejci 1 AST),"[1629658, 1630249]",1610612760.0,OKC,cutting finger roll,,,Hoard,J. Hoard,,,,,5.33,Made,8.0,,,,,,,V. Krejci,1630249.0,1.0,,,,,,,,
350,PT06M42.00S,2022-04-11T02:52:19.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,8.722076215505908,57.59803921568628,1610612746,84,57,2022-04-11T02:53:38Z,3470000,-38.0,29.0,1,left,MISS A. Coffey driving Layup - blocked,"[1629599, 1629658]",1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,4.81,Missed,,,,,,,,,,,,,,,,,Hoard,1629658.0
351,PT06M42.00S,2022-04-11T02:52:19.4Z,3,REGULAR,block,,[],1629658,,,1610612746,84,57,2022-04-11T02:52:21Z,3480000,,,0,,J. Hoard BLOCK (1 BLK),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,,,,,,,,,,,,,
352,PT06M40.00S,2022-04-11T02:52:21.4Z,3,REGULAR,rebound,offensive,[],1629599,,,1610612746,84,57,2022-04-11T02:52:27Z,3490000,,,0,,A. Coffey REBOUND (Off:1 Def:6),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,350.0,7.0,6.0,1.0,,,,,,,,,,,,,
353,PT06M38.00S,2022-04-11T02:52:23.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629599,6.619579500657039,53.431372549019606,1610612746,84,57,2022-04-11T02:52:34Z,3500000,-17.0,10.0,1,left,MISS A. Coffey Layup,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,1.97,Missed,,,,,,,,,,,,,,,,,,
354,PT06M38.00S,2022-04-11T02:52:23.5Z,3,REGULAR,rebound,offensive,[],1629599,,,1610612746,84,57,2022-04-11T02:52:34Z,3510000,,,0,,A. Coffey REBOUND (Off:2 Def:6),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,353.0,8.0,6.0,2.0,,,,,,,,,,,,,
355,PT06M37.00S,2022-04-11T02:52:32.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629599,5.590000152587891,50.0,1610612746,84,57,2022-04-11T02:53:42Z,3520000,0.0,0.0,1,left,MISS A. Coffey tip Layup,[1629599],1610612746.0,LAC,tip,,,Coffey,A. Coffey,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
356,PT06M37.00S,2022-04-11T02:52:32.7Z,3,REGULAR,rebound,defensive,[],1630285,,,1610612760,84,57,2022-04-11T02:53:42Z,3530000,,,0,,Z. Simpson REBOUND (Off:0 Def:4),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,355.0,4.0,4.0,0.0,,,,,,,,,,,,,
357,PT06M37.00S,2022-04-11T02:52:34.7Z,3,REGULAR,foul,personal,[],1628379,,,1610612760,84,57,2022-04-11T02:52:40Z,3540000,,,0,,L. Kennard take personal FOUL (1 PF),"[1628379, 1630285]",1610612746.0,LAC,take,,,Kennard,L. Kennard,,,,,,,,,,,,2534.0,,,,,1.0,0.0,Simpson,1630285.0,,,,
359,PT06M37.00S,2022-04-11T02:52:46.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,84,57,2022-04-11T02:52:46Z,3560000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT06M37.00S,2022-04-11T02:55:18.9Z,3,REGULAR,substitution,out,[],1629611,,,1610612760,84,57,2022-04-11T02:55:46Z,3570000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
361,PT06M37.00S,2022-04-11T02:55:18.9Z,3,REGULAR,substitution,in,[],1629875,,,1610612760,84,57,2022-04-11T02:55:46Z,3580000,,,0,,SUB in: X. Moon,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,
362,PT06M17.00S,2022-04-11T02:55:47.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630285,92.16491458607096,54.411764705882355,1610612760,84,59,2022-04-11T02:59:13Z,3590000,22.0,21.0,1,right,Z. Simpson driving finger roll Layup (15 PTS),[1630285],1610612760.0,OKC,driving finger roll,,,Simpson,Z. Simpson,,,,,3.06,Made,15.0,,,,,,,,,,,,,,,,,
363,PT06M02.00S,2022-04-11T02:56:02.0Z,3,REGULAR,3pt,Jump Shot,[],1628379,32.37516425755584,43.872549019607845,1610612746,84,59,2022-04-11T02:56:08Z,3600000,31.0,252.0,1,left,MISS L. Kennard 25' pullup 3PT,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,
364,PT05M59.00S,2022-04-11T02:56:05.0Z,3,REGULAR,rebound,defensive,[],1629658,,,1610612760,84,59,2022-04-11T02:56:08Z,3610000,,,0,,J. Hoard REBOUND (Off:2 Def:8),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,363.0,10.0,8.0,2.0,,,,,,,,,,,,,
365,PT05M48.00S,2022-04-11T02:56:16.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628982,90.19382391590013,43.872549019607845,1610612760,84,61,2022-04-11T02:56:23Z,3620000,-31.0,40.0,1,right,M. Frazier Jr. turnaround Hook (4 PTS) (G. Kalaitzakis 3 AST),"[1628982, 1630686]",1610612760.0,OKC,turnaround,,,Frazier Jr.,M. Frazier Jr.,,,,,5.01,Made,4.0,,,,,,,G. Kalaitzakis,1630686.0,3.0,,,,,,,,
367,PT05M32.00S,2022-04-11T02:56:31.9Z,3,REGULAR,3pt,Jump Shot,[],1629875,31.32391590013141,34.803921568627445,1610612746,84,61,2022-04-11T02:56:36Z,3640000,76.0,242.0,1,left,MISS X. Moon 25' 3PT,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,
368,PT05M28.00S,2022-04-11T02:56:35.9Z,3,REGULAR,rebound,defensive,[],1630285,,,1610612760,84,61,2022-04-11T02:56:36Z,3650000,,,0,,Z. Simpson REBOUND (Off:0 Def:5),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,367.0,5.0,5.0,0.0,,,,,,,,,,,,,
369,PT05M13.00S,2022-04-11T02:56:51.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630285,88.2227332457293,56.372549019607845,1610612760,84,61,2022-04-11T02:57:02Z,3660000,32.0,58.0,1,right,MISS Z. Simpson 6' driving Hook,[1630285],1610612760.0,OKC,driving,,,Simpson,Z. Simpson,,,,,6.64,Missed,,,,,,,,,,,,,,,,,,
370,PT05M11.00S,2022-04-11T02:56:53.0Z,3,REGULAR,rebound,offensive,[],1629658,,,1610612760,84,61,2022-04-11T02:57:07Z,3670000,,,0,,J. Hoard REBOUND (Off:3 Def:8),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,369.0,11.0,8.0,3.0,,,,,,,,,,,,,
371,PT05M09.00S,2022-04-11T02:57:00.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629658,94.40999984741211,50.0,1610612760,84,61,2022-04-11T02:57:15Z,3680000,0.0,0.0,1,right,MISS J. Hoard tip Layup,[1629658],1610612760.0,OKC,tip,,,Hoard,J. Hoard,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
372,PT05M08.00S,2022-04-11T02:57:01.6Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,84,61,2022-04-11T02:57:15Z,3690000,,,0,,I. Zubac REBOUND (Off:4 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,371.0,11.0,7.0,4.0,,,,,,,,,,,,,
373,PT04M58.00S,2022-04-11T02:57:05.5Z,3,REGULAR,3pt,Jump Shot,[],1629599,21.20565045992116,8.82352941176471,1610612746,84,61,2022-04-11T02:57:45Z,3700000,206.0,147.0,1,left,MISS A. Coffey 25' step back 3PT,[1629599],1610612746.0,LAC,step back,,,Coffey,A. Coffey,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,
374,PT04M53.00S,2022-04-11T02:57:10.5Z,3,REGULAR,rebound,defensive,[],1628982,,,1610612760,84,61,2022-04-11T02:57:18Z,3710000,,,0,,M. Frazier Jr. REBOUND (Off:1 Def:2),[1628982],1610612760.0,OKC,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,373.0,3.0,2.0,1.0,,,,,,,,,,,,,
375,PT04M47.00S,2022-04-11T02:57:17.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628982,92.95335085413929,45.58823529411765,1610612760,84,61,2022-04-11T02:57:24Z,3720000,-22.0,14.0,1,right,MISS M. Frazier Jr. driving Layup,[1628982],1610612760.0,OKC,driving,,,Frazier Jr.,M. Frazier Jr.,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,
376,PT04M40.00S,2022-04-11T02:57:23.4Z,3,REGULAR,rebound,offensive,[],1629658,,,1610612760,84,61,2022-04-11T02:57:23Z,3730000,,,0,,J. Hoard REBOUND (Off:4 Def:8),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,375.0,12.0,8.0,4.0,,,,,,,,,,,,,
377,PT04M40.00S,2022-04-11T02:57:23.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629658,94.40999984741211,50.0,1610612760,84,63,2022-04-11T02:57:23Z,3740000,0.0,0.0,1,right,J. Hoard tip Layup (10 PTS),[1629658],1610612760.0,OKC,tip,,,Hoard,J. Hoard,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,
378,PT04M29.00S,2022-04-11T02:57:35.2Z,3,REGULAR,3pt,Jump Shot,[],1629875,29.878449408672807,26.715686274509807,1610612746,84,63,2022-04-11T02:57:42Z,3750000,116.0,228.0,1,left,MISS X. Moon 25' 3PT,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
379,PT04M24.00S,2022-04-11T02:57:40.2Z,3,REGULAR,rebound,defensive,[],1629658,,,1610612760,84,63,2022-04-11T02:57:42Z,3760000,,,0,,J. Hoard REBOUND (Off:4 Def:9),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,378.0,13.0,9.0,4.0,,,,,,,,,,,,,
380,PT04M15.00S,2022-04-11T02:57:48.9Z,3,REGULAR,3pt,Jump Shot,[],1629658,72.58541392904074,19.362745098039213,1610612760,84,63,2022-04-11T02:57:54Z,3770000,-153.0,205.0,1,right,MISS J. Hoard 25' 3PT,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,
381,PT04M13.00S,2022-04-11T02:57:54.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,84,63,2022-04-11T02:57:54Z,3780000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,,
382,PT04M13.00S,2022-04-11T02:57:55.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,84,63,2022-04-11T02:57:55Z,3790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT04M13.00S,2022-04-11T02:57:55.6Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,84,63,2022-04-11T02:58:04Z,3800000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
384,PT04M13.00S,2022-04-11T02:57:55.6Z,3,REGULAR,substitution,in,[],1628392,,,1610612746,84,63,2022-04-11T02:58:04Z,3810000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
385,PT04M02.00S,2022-04-11T02:58:18.2Z,3,REGULAR,3pt,Jump Shot,[],1628379,30.66688567674113,29.90196078431373,1610612746,87,63,2022-04-11T02:58:31Z,3820000,100.0,236.0,1,left,L. Kennard 25' 3PT  (20 PTS) (I. Hartenstein 3 AST),"[1628379, 1628392]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,25.63,Made,20.0,,,,,,,I. Hartenstein,1628392.0,3.0,,,,,,,,
387,PT03M48.00S,2022-04-11T02:58:31.3Z,3,REGULAR,3pt,Jump Shot,[],1629658,68.77463863337714,49.50980392156863,1610612760,87,63,2022-04-11T02:58:36Z,3840000,-2.0,241.0,1,right,MISS J. Hoard 24' 3PT,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,24.1,Missed,,,,,,,,,,,,,,,,,,
388,PT03M45.00S,2022-04-11T02:58:34.3Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,87,63,2022-04-11T02:58:36Z,3850000,,,0,,A. Coffey REBOUND (Off:2 Def:7),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,387.0,9.0,7.0,2.0,,,,,,,,,,,,,
389,PT03M43.00S,2022-04-11T02:58:37.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629599,7.013797634691201,56.372549019607845,1610612746,87,63,2022-04-11T02:58:45Z,3860000,-32.0,13.0,1,left,MISS A. Coffey running Layup - blocked,"[1629599, 1630285]",1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,3.46,Missed,,,,,,,,,,,,,,,,,Simpson,1630285.0
390,PT03M43.00S,2022-04-11T02:58:37.6Z,3,REGULAR,block,,[],1630285,,,1610612746,87,63,2022-04-11T02:58:39Z,3870000,,,0,,Z. Simpson BLOCK (1 BLK),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,,,,,,,,,,,,,,,,,
391,PT03M43.00S,2022-04-11T02:58:37.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,87,63,2022-04-11T02:58:45Z,3880000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,
392,PT03M43.00S,2022-04-11T02:58:41.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,87,63,2022-04-11T02:58:41Z,3890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT03M35.00S,2022-04-11T02:59:02.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628379,28.038764783180028,18.627450980392155,1610612746,87,63,2022-04-11T02:59:06Z,3900000,157.0,211.0,1,left,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,
394,PT03M32.00S,2022-04-11T02:59:05.5Z,3,REGULAR,rebound,defensive,[],1630285,,,1610612760,87,63,2022-04-11T02:59:06Z,3910000,,,0,,Z. Simpson REBOUND (Off:0 Def:6),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,393.0,6.0,6.0,0.0,,,,,,,,,,,,,
395,PT03M24.00S,2022-04-11T02:59:13.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630686,93.87319316688567,46.81372549019608,1610612760,87,65,2022-04-11T02:59:17Z,3920000,-16.0,5.0,1,right,G. Kalaitzakis cutting Layup (6 PTS) (J. Hoard 3 AST),"[1630686, 1629658]",1610612760.0,OKC,cutting,,,Kalaitzakis,G. Kalaitzakis,,,,,1.67,Made,6.0,,,,,,,J. Hoard,1629658.0,3.0,,,,,,,,
397,PT03M22.00S,2022-04-11T02:59:23.6Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,87,65,2022-04-11T02:59:27Z,3940000,,,0,,TEAM delay-of-game VIOLATION,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,,,
398,PT03M02.00S,2022-04-11T02:59:48.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,87,65,2022-04-11T02:59:48Z,3950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT02M57.00S,2022-04-11T03:00:06.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,7.539421813403408,53.18627450980392,1610612746,89,65,2022-04-11T03:00:09Z,3960000,-16.0,18.0,1,left,A. Coffey driving Layup (17 PTS) (X. Moon 3 AST),"[1629599, 1629875]",1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,2.43,Made,17.0,,,,,,,X. Moon,1629875.0,3.0,,,,,,,,
401,PT02M33.00S,2022-04-11T03:00:30.8Z,3,REGULAR,3pt,Jump Shot,[],1629658,70.74572930354796,27.450980392156865,1610612760,89,65,2022-04-11T03:00:36Z,3980000,-113.0,222.0,1,right,MISS J. Hoard 24' 3PT,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,
402,PT02M28.00S,2022-04-11T03:00:35.8Z,3,REGULAR,rebound,offensive,[],1630285,,,1610612760,89,65,2022-04-11T03:00:36Z,3990000,,,0,,Z. Simpson REBOUND (Off:1 Def:6),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,401.0,7.0,6.0,1.0,,,,,,,,,,,,,
403,PT02M26.00S,2022-04-11T03:00:37.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628982,89.79960578186596,97.05882352941177,1610612760,89,65,2022-04-11T03:00:46Z,4000000,235.0,43.0,1,right,MISS M. Frazier Jr. 3PT,[1628982],1610612760.0,OKC,,,,Frazier Jr.,M. Frazier Jr.,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,
404,PT02M22.00S,2022-04-11T03:00:41.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,89,65,2022-04-11T03:00:46Z,4010000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,403.0,,,,,,,,,,,,,,,,
405,PT02M22.00S,2022-04-11T03:00:44.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,89,65,2022-04-11T03:00:44Z,4020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT02M22.00S,2022-04-11T03:00:48.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,89,65,2022-04-11T03:00:48Z,4030000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT02M22.00S,2022-04-11T03:03:23.1Z,3,REGULAR,substitution,out,[],1628379,,,1610612760,89,65,2022-04-11T03:03:40Z,4040000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
408,PT02M22.00S,2022-04-11T03:03:23.1Z,3,REGULAR,substitution,in,[],1629611,,,1610612760,89,65,2022-04-11T03:03:40Z,4050000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
409,PT02M15.00S,2022-04-11T03:03:55.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628982,92.42772667542707,56.61764705882353,1610612760,89,65,2022-04-11T03:04:11Z,4060000,33.0,19.0,1,right,MISS M. Frazier Jr. turnaround bank Hook,[1628982],1610612760.0,OKC,turnaround bank,,,Frazier Jr.,M. Frazier Jr.,,,,,3.8,Missed,,,,,,,,,,,,,,,,,,
410,PT02M15.00S,2022-04-11T03:03:55.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,89,65,2022-04-11T03:04:00Z,4070000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,409.0,,,,,,,,,,,,,,,,
411,PT02M15.00S,2022-04-11T03:04:00.8Z,3,REGULAR,foul,personal,[],1628982,,,1610612746,89,65,2022-04-11T03:04:07Z,4080000,,,0,,M. Frazier Jr. loose ball personal FOUL (3 PF),"[1628982, 1629611]",1610612760.0,OKC,loose ball,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,,,,,2534.0,,,,,3.0,0.0,Mann,1629611.0,,,,
413,PT02M03.00S,2022-04-11T03:04:21.2Z,3,REGULAR,2pt,Jump Shot,[],1629611,25.410643889618925,41.17647058823529,1610612746,89,65,2022-04-11T03:04:26Z,4100000,44.0,186.0,1,left,MISS T. Mann 19' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,19.15,Missed,,,,,,,,,,,,,,,,,,
414,PT02M00.00S,2022-04-11T03:04:24.2Z,3,REGULAR,rebound,defensive,[],1630249,,,1610612760,89,65,2022-04-11T03:04:26Z,4110000,,,0,,V. Krejci REBOUND (Off:2 Def:1),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,413.0,3.0,1.0,2.0,,,,,,,,,,,,,
415,PT01M57.00S,2022-04-11T03:04:28.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630686,93.61038107752957,46.568627450980394,1610612760,89,67,2022-04-11T03:04:38Z,4120000,-17.0,8.0,1,right,G. Kalaitzakis cutting Layup (8 PTS) (Z. Simpson 5 AST),"[1630686, 1630285]",1610612760.0,OKC,cutting,,,Kalaitzakis,G. Kalaitzakis,,,,,1.88,Made,8.0,,,,,,,Z. Simpson,1630285.0,5.0,,,,,,,,
417,PT01M31.00S,2022-04-11T03:04:52.9Z,3,REGULAR,2pt,Jump Shot,[],1630527,25.936268068331145,75.0,1610612746,91,67,2022-04-11T03:04:59Z,4140000,-125.0,191.0,1,left,B. Boston Jr. 22' pullup Jump Shot (16 PTS) (X. Moon 4 AST),"[1630527, 1629875]",1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,22.85,Made,16.0,,,,,,,X. Moon,1629875.0,4.0,,,,,,,,
419,PT01M12.00S,2022-04-11T03:05:12.4Z,3,REGULAR,3pt,Jump Shot,[],1630249,68.554944152431,69.58486519607843,1610612760,91,67,2022-04-11T03:05:19Z,4160000,98.0,243.0,1,right,MISS V. Krejci 26' step back 3PT,[1630249],1610612760.0,OKC,step back,,,Krejci,V. Krejci,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,
420,PT01M10.00S,2022-04-11T03:05:14.4Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,91,67,2022-04-11T03:05:19Z,4170000,,,0,,T. Mann REBOUND (Off:0 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,419.0,4.0,4.0,0.0,,,,,,,,,,,,,
421,PT01M02.00S,2022-04-11T03:05:22.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,18.577529566360056,51.470588235294116,1610612746,93,67,2022-04-11T03:05:26Z,4180000,-7.0,122.0,1,left,T. Mann 12' pullup Jump Shot (10 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,12.23,Made,10.0,,,,,,,,,,,,,,,,,
422,PT00M51.40S,2022-04-11T03:05:34.4Z,3,REGULAR,2pt,Jump Shot,[],1630686,75.21353482260184,44.607843137254896,1610612760,93,67,2022-04-11T03:05:38Z,4190000,-27.0,180.0,1,right,MISS G. Kalaitzakis 18' pullup Shot,[1630686],1610612760.0,OKC,pullup,,,Kalaitzakis,G. Kalaitzakis,,,,,18.25,Missed,,,,,,,,,,,,,,,,,,
423,PT00M48.30S,2022-04-11T03:05:37.5Z,3,REGULAR,rebound,defensive,[],1629875,,,1610612746,93,67,2022-04-11T03:06:10Z,4200000,,,0,,X. Moon REBOUND (Off:0 Def:2),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,422.0,2.0,2.0,0.0,,,,,,,,,,,,,
424,PT00M48.30S,2022-04-11T03:05:40.2Z,3,REGULAR,foul,personal,[],1630686,,,1610612746,93,67,2022-04-11T03:05:53Z,4210000,,,0,,G. Kalaitzakis take personal FOUL (4 PF),"[1630686, 1629875]",1610612760.0,OKC,take,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,1363.0,,,,,4.0,0.0,Moon,1629875.0,,,,
426,PT00M48.30S,2022-04-11T03:05:50.2Z,3,REGULAR,substitution,out,[],1629599,,,1610612746,93,67,2022-04-11T03:05:53Z,4230000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
427,PT00M48.30S,2022-04-11T03:05:50.2Z,3,REGULAR,substitution,in,[],203918,,,1610612746,93,67,2022-04-11T03:05:53Z,4240000,,,0,,SUB in: R. Hood,[203918],1610612746.0,LAC,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
428,PT00M38.50S,2022-04-11T03:06:05.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,17.789093298291732,46.07843137254902,1610612746,93,67,2022-04-11T03:06:11Z,4250000,20.0,115.0,1,left,MISS B. Boston Jr. 11' pullup Shot,[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,11.64,Missed,,,,,,,,,,,,,,,,,,
429,PT00M34.60S,2022-04-11T03:06:08.9Z,3,REGULAR,rebound,defensive,[],1628982,,,1610612760,93,67,2022-04-11T03:06:11Z,4260000,,,0,,M. Frazier Jr. REBOUND (Off:1 Def:3),[1628982],1610612760.0,OKC,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,428.0,4.0,3.0,1.0,,,,,,,,,,,,,
430,PT00M30.50S,2022-04-11T03:06:13.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628982,93.34756898817345,46.07843137254902,1610612760,93,67,2022-04-11T03:06:20Z,4270000,-20.0,10.0,1,right,MISS M. Frazier Jr. running Layup - blocked,"[1628982, 1629611]",1610612760.0,OKC,running,,,Frazier Jr.,M. Frazier Jr.,,,,,2.2,Missed,,,,,,,,,,,,,,,,,Mann,1629611.0
431,PT00M30.50S,2022-04-11T03:06:13.0Z,3,REGULAR,block,,[],1629611,,,1610612760,93,67,2022-04-11T03:06:15Z,4280000,,,0,,T. Mann BLOCK (2 BLK),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
