actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
352,PT05M16.00S,2021-12-11T21:58:52.0Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612753,60,63,2021-12-11T21:58:52Z,3480000,,,0,,M. Wagner REBOUND (Off:2 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,351.0,3.0,1.0,2.0,,,,,,,,,,,,,,
353,PT05M11.00S,2021-12-11T21:59:01.5Z,3,REGULAR,foul,personal,[],1627826,,,1610612753,60,63,2021-12-11T21:59:08Z,3490000,,,0,,I. Zubac personal FOUL (1 PF),"[1627826, 1628976]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Carter Jr.,1628976.0,,,,
355,PT05M11.00S,2021-12-11T21:59:08.5Z,3,REGULAR,substitution,out,[],1627826,,,1610612753,60,63,2021-12-11T21:59:12Z,3510000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
356,PT05M11.00S,2021-12-11T21:59:08.5Z,3,REGULAR,substitution,in,[],1628392,,,1610612753,60,63,2021-12-11T21:59:12Z,3520000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
357,PT05M01.00S,2021-12-11T21:59:31.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,15.029566360052556,55.88235294117647,1610612753,60,65,2021-12-11T21:59:36Z,3530000,-29.0,89.0,1,left,W. Carter Jr. 9' driving floating Jump Shot (2 PTS),[1628976],1610612753.0,ORL,driving floating,,,Carter Jr.,W. Carter Jr.,,,,,9.35,Made,,,,,2.0,,,,,,,,,,,,,
358,PT04M42.00S,2021-12-11T21:59:49.6Z,3,REGULAR,3pt,Jump Shot,[],1629611,93.74178712220763,3.67647058823529,1610612746,63,65,2021-12-11T21:59:55Z,3540000,-232.0,6.0,1,right,T. Mann 3PT  (8 PTS) (I. Hartenstein 2 AST),"[1629611, 1628392]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,23.17,Made,,,,,8.0,I. Hartenstein,1628392.0,2.0,,,,,,,,,,
360,PT04M27.00S,2021-12-11T22:00:04.7Z,3,REGULAR,3pt,Jump Shot,[],1630532,27.38173455978975,78.43137254901961,1610612753,63,68,2021-12-11T22:01:35Z,3560000,-142.0,205.0,1,left,F. Wagner 24' 3PT step back (18 PTS),[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,24.94,Made,,,,,18.0,,,,,,,,,,,,,
361,PT03M58.00S,2021-12-11T22:00:33.6Z,3,REGULAR,2pt,Jump Shot,[],1628392,79.15571616294349,50.0,1610612746,63,68,2021-12-11T22:00:40Z,3570000,0.0,143.0,1,right,MISS I. Hartenstein 14' floating Shot,[1628392],1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,14.34,Missed,,,,,,,,,,,,,,,,,,
362,PT03M57.00S,2021-12-11T22:00:36.0Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612746,63,68,2021-12-11T22:00:36Z,3580000,,,0,,I. Hartenstein REBOUND (Off:3 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,361.0,5.0,2.0,3.0,,,,,,,,,,,,,,
363,PT03M50.00S,2021-12-11T22:00:42.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629611,86.38304862023654,95.58823529411765,1610612746,66,68,2021-12-11T22:00:50Z,3590000,228.0,75.0,1,right,T. Mann 24' 3PT  (11 PTS) (L. Kennard 3 AST),"[1629611, 1628379]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,24.01,Made,,,,,11.0,L. Kennard,1628379.0,3.0,,,,,,,,,,
365,PT03M34.00S,2021-12-11T22:01:02.4Z,3,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,66,68,2021-12-11T22:01:11Z,3610000,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (3 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,3.0,,,,,,,,,
366,PT03M13.00S,2021-12-11T22:01:26.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202339,75.607752956636,88.23529411764706,1610612746,69,68,2021-12-11T22:01:51Z,3620000,191.0,177.0,1,right,E. Bledsoe 26' 3PT  (6 PTS) (B. Boston Jr. 2 AST),"[202339, 1630527]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,26.04,Made,,,,,6.0,B. Boston Jr.,1630527.0,2.0,,,,,,,,,,
368,PT02M55.00S,2021-12-11T22:01:44.1Z,3,REGULAR,turnover,lost ball,[],1630532,,,1610612753,69,68,2021-12-11T22:01:54Z,3640000,,,0,,F. Wagner lost ball TURNOVER (2 TO),"[1630532, 1629611]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,2.0,,,,,,,,Mann,1629611.0
369,PT02M55.00S,2021-12-11T22:01:44.1Z,3,REGULAR,steal,,[],1629611,,,1610612746,69,68,2021-12-11T22:01:46Z,3650000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
370,PT02M43.00S,2021-12-11T22:01:55.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202339,88.48554533508542,59.31372549019608,1610612746,69,68,2021-12-11T22:02:00Z,3660000,47.0,56.0,1,right,MISS E. Bledsoe 7' driving floating Shot,[202339],1610612746.0,LAC,driving floating,,,Bledsoe,E. Bledsoe,,,,,7.26,Missed,,,,,,,,,,,,,,,,,,
371,PT02M41.00S,2021-12-11T22:01:57.6Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,69,68,2021-12-11T22:02:00Z,3670000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:11),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,370.0,13.0,11.0,2.0,,,,,,,,,,,,,,
372,PT02M28.00S,2021-12-11T22:02:10.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,18.971747700394218,61.51960784313725,1610612753,69,68,2021-12-11T22:02:14Z,3680000,-58.0,126.0,1,left,MISS C. Anthony 13' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,13.84,Missed,,,,,,,,,,,,,,,,,,
373,PT02M25.00S,2021-12-11T22:02:14.0Z,3,REGULAR,rebound,defensive,[],202339,,,1610612746,69,68,2021-12-11T22:02:14Z,3690000,,,0,,E. Bledsoe REBOUND (Off:0 Def:3),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,372.0,3.0,3.0,0.0,,,,,,,,,,,,,,
374,PT02M21.00S,2021-12-11T22:02:19.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,81.25821287779237,51.470588235294116,1610612746,71,68,2021-12-11T22:02:24Z,3700000,7.0,124.0,1,right,B. Boston Jr. 12' fadeaway Jump Shot (5 PTS) (E. Bledsoe 3 AST),"[1630527, 202339]",1610612746.0,LAC,fadeaway,,,Boston Jr.,B. Boston Jr.,,,,,12.39,Made,,,,,5.0,E. Bledsoe,202339.0,3.0,,,,,,,,,,
375,PT02M21.00S,2021-12-11T22:02:28.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,71,68,2021-12-11T22:02:28Z,3710000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT02M21.00S,2021-12-11T22:03:51.0Z,3,REGULAR,substitution,out,[],203914,,,1610612753,71,68,2021-12-11T22:04:02Z,3720000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
378,PT02M21.00S,2021-12-11T22:03:51.0Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,71,68,2021-12-11T22:04:02Z,3730000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
379,PT02M21.00S,2021-12-11T22:03:51.0Z,3,REGULAR,substitution,out,[],1628976,,,1610612753,71,68,2021-12-11T22:04:02Z,3740000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
380,PT02M21.00S,2021-12-11T22:03:51.0Z,3,REGULAR,substitution,out,[],1630175,,,1610612753,71,68,2021-12-11T22:04:02Z,3750000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
381,PT02M21.00S,2021-12-11T22:03:51.0Z,3,REGULAR,substitution,in,[],1629643,,,1610612753,71,68,2021-12-11T22:04:02Z,3760000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
382,PT02M21.00S,2021-12-11T22:03:51.0Z,3,REGULAR,substitution,in,[],203082,,,1610612753,71,68,2021-12-11T22:04:02Z,3770000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
383,PT02M21.00S,2021-12-11T22:03:51.0Z,3,REGULAR,substitution,in,[],1628964,,,1610612753,71,68,2021-12-11T22:04:02Z,3780000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
384,PT02M21.00S,2021-12-11T22:03:51.0Z,3,REGULAR,substitution,in,[],1630181,,,1610612753,71,68,2021-12-11T22:04:02Z,3790000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
385,PT02M10.00S,2021-12-11T22:04:12.2Z,3,REGULAR,foul,personal,[],1629611,,,1610612753,71,68,2021-12-11T22:04:24Z,3800000,,,0,,T. Mann personal FOUL (2 PF),"[1629611, 1630181]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,1628487.0,2.0,0.0,Hampton,1630181.0,,,,
387,PT02M07.00S,2021-12-11T22:04:31.0Z,3,REGULAR,3pt,Jump Shot,[],203082,32.24375821287779,40.19607843137255,1610612753,71,68,2021-12-11T22:04:37Z,3820000,49.0,251.0,1,left,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,
388,PT02M04.00S,2021-12-11T22:04:34.0Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,71,68,2021-12-11T22:04:37Z,3830000,,,0,,T. Mann REBOUND (Off:1 Def:5),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,387.0,6.0,5.0,1.0,,,,,,,,,,,,,,
413,PT02M04.00S,2021-12-11T22:04:42.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,84.23127463863338,59.072457107843135,1610612746,71,68,2021-12-11T22:09:35Z,3855000,45.0,96.0,1,right,MISS T. Mann 10' running Layup - blocked,"[1629611, 1629643]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,10.59,Missed,,,,,,,,,,,,,,,Okeke,1629643.0,,
414,PT02M04.00S,2021-12-11T22:04:42.3Z,3,REGULAR,block,,[],1629643,,,1610612746,71,68,2021-12-11T22:08:30Z,3857500,,,0,,C. Okeke BLOCK (1 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
415,PT02M03.00S,2021-12-11T22:04:43.3Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,71,68,2021-12-11T22:09:35Z,3858750,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,413.0,2.0,2.0,0.0,,,,,,,,,,,,,,
391,PT01M53.00S,2021-12-11T22:04:45.1Z,3,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1628964,12.220762155059134,48.99662990196079,1610612753,71,70,2021-12-11T22:08:30Z,3860000,5.0,62.0,1,left,M. Bamba 6' turnaround Hook (7 PTS) (R. Hampton 2 AST),"[1628964, 1630181]",1610612753.0,ORL,turnaround,,,Bamba,M. Bamba,,,,,6.26,Made,,,,,7.0,R. Hampton,1630181.0,2.0,,,,,,,,,,
393,PT01M40.00S,2021-12-11T22:04:58.1Z,3,REGULAR,turnover,bad pass,[],1628392,,,1610612746,71,70,2021-12-11T22:05:04Z,3880000,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 1629021]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,1.0,,,,,,,,Wagner,1629021.0
394,PT01M40.00S,2021-12-11T22:04:58.1Z,3,REGULAR,steal,,[],1629021,,,1610612753,71,70,2021-12-11T22:05:01Z,3890000,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
395,PT01M33.00S,2021-12-11T22:05:05.7Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630181,14.50394218134035,58.088235294117645,1610612753,71,70,2021-12-11T22:05:14Z,3900000,-40.0,84.0,1,left,MISS R. Hampton 9' running pullup Shot,[1630181],1610612753.0,ORL,running pullup,,,Hampton,R. Hampton,,,,,9.3,Missed,,,,,,,,,,,,,,,,,,
396,PT01M30.00S,2021-12-11T22:05:08.7Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,71,70,2021-12-11T22:05:14Z,3910000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,395.0,2.0,2.0,0.0,,,,,,,,,,,,,,
397,PT01M25.00S,2021-12-11T22:05:12.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630527,92.42772667542707,48.0392156862745,1610612746,73,70,2021-12-11T22:05:24Z,3920000,-10.0,19.0,1,right,B. Boston Jr. running Layup (7 PTS) (L. Kennard 4 AST),"[1630527, 1628379]",1610612746.0,LAC,running,,,Boston Jr.,B. Boston Jr.,,,,,2.11,Made,,,,,7.0,L. Kennard,1628379.0,4.0,,,,,,,,,,
398,PT01M03.00S,2021-12-11T22:05:34.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,12.401445466491452,49.754901960784316,1610612753,73,72,2021-12-11T22:05:38Z,3930000,1.0,64.0,1,left,M. Wagner 6' Layup (7 PTS) (C. Okeke 2 AST),"[1629021, 1629643]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,6.41,Made,,,,,7.0,C. Okeke,1629643.0,2.0,,,,,,,,,,
400,PT00M49.90S,2021-12-11T22:05:49.8Z,3,REGULAR,3pt,Jump Shot,[],1629611,86.38304862023654,94.11764705882354,1610612746,76,72,2021-12-11T22:05:54Z,3950000,221.0,75.0,1,right,T. Mann 3PT  (14 PTS) (E. Bledsoe 4 AST),"[1629611, 202339]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,23.32,Made,,,,,14.0,E. Bledsoe,202339.0,4.0,,,,,,,,,,
402,PT00M35.20S,2021-12-11T22:06:07.4Z,3,REGULAR,turnover,bad pass,[],1629021,,,1610612753,76,72,2021-12-11T22:06:12Z,3970000,,,0,,M. Wagner bad pass TURNOVER (1 TO),"[1629021, 1630527]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,1.0,,,,,,,,Boston Jr.,1630527.0
403,PT00M35.20S,2021-12-11T22:06:07.4Z,3,REGULAR,steal,,[],1630527,,,1610612746,76,72,2021-12-11T22:06:09Z,3980000,,,0,,B. Boston Jr. STEAL (1 STL),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
404,PT00M35.20S,2021-12-11T22:06:11.1Z,3,REGULAR,foul,personal,[],1629021,,,1610612746,76,72,2021-12-11T22:06:24Z,3990000,,,0,,M. Wagner take personal FOUL (1 PF),"[1629021, 1630527]",1610612753.0,ORL,take,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Boston Jr.,1630527.0,,,,
406,PT00M35.20S,2021-12-11T22:06:21.3Z,3,REGULAR,substitution,out,[],1629611,,,1610612746,76,72,2021-12-11T22:06:26Z,4010000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
407,PT00M35.20S,2021-12-11T22:06:21.3Z,3,REGULAR,substitution,in,[],1626159,,,1610612746,76,72,2021-12-11T22:06:26Z,4020000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
408,PT00M31.90S,2021-12-11T22:06:33.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628392,86.85939553219448,51.122089460784316,1610612746,78,72,2021-12-11T22:06:41Z,4030000,6.0,71.0,1,right,I. Hartenstein 7' floating Jump Shot (6 PTS) (J. Winslow 2 AST),"[1628392, 1626159]",1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,7.12,Made,,,,,6.0,J. Winslow,1626159.0,2.0,,,,,,,,,,
410,PT00M15.00S,2021-12-11T22:06:52.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,10.036136662286467,50.49019607843137,1610612753,78,74,2021-12-11T22:07:01Z,4050000,-2.0,42.0,1,left,C. Okeke driving Layup (2 PTS) (M. Wagner 2 AST),"[1629643, 1629021]",1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,4.19,Made,,,,,2.0,M. Wagner,1629021.0,2.0,,,,,,,,,,
412,PT00M15.00S,2021-12-11T22:07:29.8Z,3,REGULAR,instantreplay,altercationrequest,[],0,,,1610612746,78,74,2021-12-11T22:07:31Z,4070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT00M15.00S,2021-12-11T22:09:30.4Z,3,REGULAR,foul,technical,['1freethrow'],1628392,,,1610612746,78,74,2021-12-11T22:09:39Z,4090000,,,0,,I. Hartenstein technical FOUL (1 Tech),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,204059.0,3.0,1.0,,,,,,
418,PT00M15.00S,2021-12-11T22:10:03.5Z,3,REGULAR,freethrow,1 of 1,[],203082,,,1610612746,78,75,2021-12-11T22:10:03Z,4100000,,,0,,T. Ross technical Free Throw 1 of 1 (10 PTS),[203082],1610612753.0,ORL,technical,,,Ross,T. Ross,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
419,PT00M01.00S,2021-12-11T22:10:32.2Z,3,REGULAR,turnover,bad pass,[],1628392,,,1610612746,78,75,2021-12-11T22:12:05Z,4110000,,,0,,I. Hartenstein bad pass TURNOVER (2 TO),"[1628392, 203082]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,2.0,,,,,,,,Ross,203082.0
420,PT00M01.00S,2021-12-11T22:10:32.2Z,3,REGULAR,steal,,[],203082,,,1610612753,78,75,2021-12-11T22:10:43Z,4120000,,,0,,T. Ross STEAL (1 STL),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
421,PT00M00.00S,2021-12-11T22:10:39.3Z,3,REGULAR,period,end,[],0,,,1610612753,78,75,2021-12-11T22:10:39Z,4130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT12M00.00S,2021-12-11T22:14:00.6Z,4,REGULAR,period,start,[],0,,,1610612746,78,75,2021-12-11T22:14:00Z,4140000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT11M46.00S,2021-12-11T22:14:04.9Z,4,REGULAR,foul,personal,[],1630181,,,1610612746,78,75,2021-12-11T22:14:58Z,4150000,,,0,,R. Hampton personal FOUL (1 PF),"[1630181, 1628379]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Kennard,1628379.0,,,,
426,PT11M32.00S,2021-12-11T22:14:13.4Z,4,REGULAR,3pt,Jump Shot,[],1628379,75.607752956636,9.313725490196077,1610612746,81,75,2021-12-11T22:14:21Z,4170000,-203.0,177.0,1,right,L. Kennard 26' 3PT  (17 PTS) (E. Bledsoe 5 AST),"[1628379, 202339]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.95,Made,,,,,17.0,E. Bledsoe,202339.0,5.0,,,,,,,,,,
428,PT11M22.00S,2021-12-11T22:14:24.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203082,8.590670170827863,51.470588235294116,1610612753,81,75,2021-12-11T22:14:30Z,4190000,-7.0,28.0,1,left,MISS T. Ross driving Layup,[203082],1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,2.93,Missed,,,,,,,,,,,,,,,,,,
429,PT11M17.00S,2021-12-11T22:14:29.0Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,81,75,2021-12-11T22:14:29Z,4200000,,,0,,M. Bamba REBOUND (Off:2 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,428.0,4.0,2.0,2.0,,,,,,,,,,,,,,
430,PT11M17.00S,2021-12-11T22:14:29.0Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628964,5.590000152587891,50.0,1610612753,81,77,2021-12-11T22:14:32Z,4210000,0.0,0.0,1,left,M. Bamba tip DUNK (9 PTS),[1628964],1610612753.0,ORL,tip,,,Bamba,M. Bamba,,,,,0.0,Made,,,,,9.0,,,,,,,,,,,,,
431,PT11M07.00S,2021-12-11T22:14:39.6Z,4,REGULAR,3pt,Jump Shot,[],1628379,76.26478318002628,13.970588235294116,1610612746,84,77,2021-12-11T22:14:50Z,4220000,-180.0,171.0,1,right,L. Kennard 24' 3PT  (20 PTS) (I. Hartenstein 3 AST),"[1628379, 1628392]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,24.81,Made,,,,,20.0,I. Hartenstein,1628392.0,3.0,,,,,,,,,,
433,PT10M39.00S,2021-12-11T22:15:07.1Z,4,REGULAR,2pt,Jump Shot,[],1629643,20.811432325886997,81.12745098039215,1610612753,84,77,2021-12-11T22:16:02Z,4240000,-156.0,143.0,1,left,MISS C. Okeke 21' pullup Shot,[1629643],1610612753.0,ORL,pullup,,,Okeke,C. Okeke,,,,,21.14,Missed,,,,,,,,,,,,,,,,,,
434,PT10M33.00S,2021-12-11T22:15:13.1Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,84,77,2021-12-11T22:15:15Z,4250000,,,0,,M. Bamba REBOUND (Off:3 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,433.0,5.0,2.0,3.0,,,,,,,,,,,,,,
435,PT10M33.00S,2021-12-11T22:15:12.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628964,5.590000152587891,50.0,1610612753,84,77,2021-12-11T22:15:16Z,4260000,0.0,0.0,1,left,MISS M. Bamba tip Layup,[1628964],1610612753.0,ORL,tip,,,Bamba,M. Bamba,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
436,PT10M31.00S,2021-12-11T22:15:14.7Z,4,REGULAR,rebound,defensive,[],202339,,,1610612746,84,77,2021-12-11T22:15:16Z,4270000,,,0,,E. Bledsoe REBOUND (Off:0 Def:4),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,435.0,4.0,4.0,0.0,,,,,,,,,,,,,,
437,PT10M25.00S,2021-12-11T22:15:20.5Z,4,REGULAR,3pt,Jump Shot,[],1630527,76.00197109067017,8.333333333333343,1610612746,84,77,2021-12-11T22:15:24Z,4280000,-208.0,173.0,1,right,MISS B. Boston Jr. 27' 3PT,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,
438,PT10M23.00S,2021-12-11T22:15:22.5Z,4,REGULAR,rebound,defensive,[],1628964,,,1610612753,84,77,2021-12-11T22:15:24Z,4290000,,,0,,M. Bamba REBOUND (Off:3 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,437.0,6.0,3.0,3.0,,,,,,,,,,,,,,
439,PT10M16.00S,2021-12-11T22:15:31.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,20.285808147174762,47.30392156862745,1610612753,84,79,2021-12-11T22:16:54Z,4300000,13.0,138.0,1,left,T. Ross 13' driving floating Jump Shot (12 PTS),[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,13.89,Made,,,,,12.0,,,,,,,,,,,,,
440,PT10M16.00S,2021-12-11T22:15:37.5Z,4,REGULAR,foul,personal,['1freethrow'],202339,,,1610612753,84,79,2021-12-11T22:15:46Z,4310000,,,0,,E. Bledsoe shooting personal FOUL (1 PF) (Ross 1 FT),"[202339, 203082]",1610612746.0,LAC,shooting,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Ross,203082.0,,,,
442,PT10M16.00S,2021-12-11T22:15:47.2Z,4,REGULAR,substitution,out,[],1628379,,,1610612753,84,79,2021-12-11T22:16:28Z,4330000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
443,PT10M16.00S,2021-12-11T22:15:47.2Z,4,REGULAR,substitution,in,[],202704,,,1610612753,84,79,2021-12-11T22:16:28Z,4340000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
444,PT10M16.00S,2021-12-11T22:16:07.2Z,4,REGULAR,freethrow,1 of 1,[],203082,,,1610612753,84,80,2021-12-11T22:16:07Z,4350000,,,0,,T. Ross Free Throw 1 of 1 (13 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
445,PT09M59.00S,2021-12-11T22:16:25.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,86.12023653088042,50.49019607843137,1610612746,84,80,2021-12-11T22:16:32Z,4360000,2.0,78.0,1,right,MISS E. Bledsoe 7' floating Shot,[202339],1610612746.0,LAC,floating,,,Bledsoe,E. Bledsoe,,,,,7.8,Missed,,,,,,,,,,,,,,,,,,
