actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
250,PT05M00.00S,2025-03-01T01:28:32.0Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612739,55,49,2025-03-01T01:28:36Z,2410000,False,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,249.0,3.0,3.0,0.0,,,,,,,,,,,,,
251,PT04M54.00S,2025-03-01T01:28:39.5Z,2,REGULAR,3pt,Jump Shot,[],1630171,86.72798948751642,3.699448529411765,1610612739,55,52,2025-03-01T01:28:49Z,2420000,False,-232.0,72.0,1,right,I. Okoro 24' 3PT  (5 PTS) (D. Garland 5 AST),"[1630171, 1629636]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,24.25,Made,5.0,,,,,,D. Garland,1629636.0,5.0,,,,,,,,,
253,PT04M52.00S,2025-03-01T01:28:46.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,55,52,2025-03-01T01:28:46Z,2440000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M52.00S,2025-03-01T01:31:34.4Z,2,REGULAR,substitution,out,[],201143,,,1610612738,55,52,2025-03-01T01:32:09Z,2450000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M52.00S,2025-03-01T01:31:34.4Z,2,REGULAR,substitution,in,[],1628436,,,1610612738,55,52,2025-03-01T01:32:09Z,2460000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M52.00S,2025-03-01T01:31:34.4Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,55,52,2025-03-01T01:32:48Z,2465000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M52.00S,2025-03-01T01:31:34.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,55,52,2025-03-01T01:32:48Z,2467500,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M34.00S,2025-03-01T01:32:34.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,20.318659658344284,42.64705882352941,1610612738,57,52,2025-03-01T01:32:43Z,2470000,False,37.0,138.0,1,left,J. Brown 14' pullup Jump Shot (19 PTS) (J. Tatum 6 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,14.33,Made,19.0,,,,,,J. Tatum,1628369.0,6.0,,,,,,,,,
260,PT04M20.00S,2025-03-01T01:32:48.0Z,2,REGULAR,3pt,Jump Shot,[],1629636,66.3107752956636,38.23529411764706,1610612739,57,52,2025-03-01T01:32:53Z,2490000,False,-59.0,264.0,1,right,MISS D. Garland 27' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,27.07,Missed,,,,,,,,,,,,,,,,,,
261,PT04M18.00S,2025-03-01T01:32:50.0Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,57,52,2025-03-01T01:32:53Z,2500000,False,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,,260.0,3.0,2.0,1.0,,,,,,,,,,,,,
262,PT03M59.00S,2025-03-01T01:33:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,11.514454664914586,41.17647058823529,1610612738,59,52,2025-03-01T01:33:53Z,2510000,False,44.0,56.0,1,left,J. Tatum 7' driving Layup (22 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.1,Made,22.0,,,,,,,,,,,,,,,,,
263,PT03M50.00S,2025-03-01T01:33:16.9Z,2,REGULAR,2pt,Jump Shot,[],1629731,76.08409986859395,23.307291666666664,1610612739,59,52,2025-03-01T01:35:11Z,2520000,False,-133.0,172.0,1,right,MISS D. Wade 21' pullup Shot,[1629731],1610612739.0,CLE,pullup,,,Wade,D. Wade,,,,,Mid-Range,16-24 Left Center,21.8,Missed,,,,,,,,,,,,,,,,,,
264,PT03M49.00S,2025-03-01T01:33:17.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,59,52,2025-03-01T01:33:22Z,2530000,False,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,263.0,9.0,8.0,1.0,,,,,,,,,,,,,
265,PT03M44.00S,2025-03-01T01:33:24.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,32.40801576872536,42.8921568627451,1610612738,62,52,2025-03-01T01:33:30Z,2540000,False,36.0,252.0,1,left,J. Tatum 25' 3PT running pullup (25 PTS),[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.46,Made,25.0,,,,,,,,,,,,,,,,,
266,PT03M27.00S,2025-03-01T01:33:41.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.77463863337714,54.166666666666664,1610612739,62,54,2025-03-01T01:33:46Z,2550000,False,21.0,6.0,1,right,J. Allen alley-oop DUNK (2 PTS) (D. Garland 6 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.16,Made,2.0,,,,,,D. Garland,1629636.0,6.0,,,,,,,,,
269,PT03M15.00S,2025-03-01T01:34:10.1Z,2,REGULAR,foul,personal,[],1630171,,,1610612738,62,54,2025-03-01T01:34:16Z,2580000,False,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1627759]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1628487.0,1.0,0.0,Brown,1627759.0,,
271,PT03M15.00S,2025-03-01T01:34:15.5Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,62,54,2025-03-01T01:34:37Z,2600000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M15.00S,2025-03-01T01:34:15.5Z,2,REGULAR,substitution,out,[],1629731,,,1610612738,62,54,2025-03-01T01:34:37Z,2610000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M15.00S,2025-03-01T01:34:15.5Z,2,REGULAR,substitution,out,[],1630171,,,1610612738,62,54,2025-03-01T01:34:37Z,2620000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M15.00S,2025-03-01T01:34:15.5Z,2,REGULAR,substitution,out,[],1629631,,,1610612738,62,54,2025-03-01T01:34:37Z,2630000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M15.00S,2025-03-01T01:34:15.5Z,2,REGULAR,substitution,in,[],201143,,,1610612738,62,54,2025-03-01T01:34:37Z,2640000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M15.00S,2025-03-01T01:34:15.5Z,2,REGULAR,substitution,in,[],1629622,,,1610612738,62,54,2025-03-01T01:34:37Z,2650000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M15.00S,2025-03-01T01:34:15.5Z,2,REGULAR,substitution,in,[],1630596,,,1610612738,62,54,2025-03-01T01:34:37Z,2660000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M15.00S,2025-03-01T01:34:15.5Z,2,REGULAR,substitution,in,[],1628378,,,1610612738,62,54,2025-03-01T01:34:37Z,2670000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M03.00S,2025-03-01T01:34:49.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,30.699737187910642,33.33333333333333,1610612738,65,54,2025-03-01T01:35:49Z,2680000,False,83.0,236.0,1,left,J. Tatum 25' 3PT bank (28 PTS),[1628369],1610612738.0,BOS,bank,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.04,Made,28.0,,,,,,,,,,,,,,,,,
280,PT02M43.00S,2025-03-01T01:35:09.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,87.20433639947439,44.36274509803921,1610612739,65,54,2025-03-01T01:35:15Z,2690000,False,-28.0,68.0,1,right,MISS E. Mobley 7' driving Hook,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.34,Missed,,,,,,,,,,,,,,,,,,
281,PT02M43.00S,2025-03-01T01:35:09.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,65,54,2025-03-01T01:35:15Z,2700000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,280.0,3.0,3.0,0.0,,,,,,,,,,,,,
282,PT02M36.00S,2025-03-01T01:35:16.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,33.85348226018397,62.745098039215684,1610612738,65,54,2025-03-01T01:36:26Z,2710000,False,-64.0,266.0,1,left,MISS J. Tatum 27' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.32,Missed,,,,,,,,,,,,,,,,,,
283,PT02M32.00S,2025-03-01T01:35:20.7Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612739,65,54,2025-03-01T01:35:23Z,2720000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,282.0,1.0,1.0,0.0,,,,,,,,,,,,,
284,PT02M27.00S,2025-03-01T01:35:24.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629636,93.38042049934296,55.392156862745104,1610612739,65,56,2025-03-01T01:36:51Z,2730000,False,27.0,10.0,1,right,D. Garland running finger roll Layup (8 PTS),[1629636],1610612739.0,CLE,running finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,2.87,Made,8.0,,,,,,,,,,,,,,,,,
285,PT02M11.00S,2025-03-01T01:35:42.2Z,2,REGULAR,3pt,Jump Shot,[],201143,26.49474375821288,17.892156862745097,1610612738,68,56,2025-03-01T01:35:46Z,2740000,False,161.0,197.0,1,left,A. Horford 25' 3PT  (3 PTS) (J. Tatum 7 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.38,Made,3.0,,,,,,J. Tatum,1628369.0,7.0,,,,,,,,,
287,PT02M02.00S,2025-03-01T01:35:50.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,92.72339027595268,64.95098039215686,1610612739,68,56,2025-03-01T01:35:56Z,2760000,False,75.0,16.0,1,right,MISS D. Garland 7' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
288,PT02M00.00S,2025-03-01T01:35:52.7Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,68,56,2025-03-01T01:35:56Z,2770000,False,,,0,,S. Hauser REBOUND (Off:2 Def:4),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,287.0,6.0,4.0,2.0,,,,,,,,,,,,,
289,PT01M51.00S,2025-03-01T01:36:04.5Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,68,56,2025-03-01T01:36:17Z,2780000,False,,,0,,J. Brown offensive FOUL (3 PF),"[1627759, 1629622]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202027.0,3.0,0.0,Strus,1629622.0,,
291,PT01M51.00S,2025-03-01T01:36:04.5Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,68,56,2025-03-01T01:36:04Z,2800000,False,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,,202027.0,,,,,,
292,PT01M51.00S,2025-03-01T01:36:17.1Z,2,REGULAR,substitution,out,[],1627759,,,1610612739,68,56,2025-03-01T01:36:34Z,2810000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M51.00S,2025-03-01T01:36:17.1Z,2,REGULAR,substitution,out,[],1628386,,,1610612739,68,56,2025-03-01T01:36:34Z,2820000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M51.00S,2025-03-01T01:36:17.1Z,2,REGULAR,substitution,in,[],1630202,,,1610612739,68,56,2025-03-01T01:36:34Z,2830000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M51.00S,2025-03-01T01:36:17.1Z,2,REGULAR,substitution,in,[],1629631,,,1610612739,68,56,2025-03-01T01:36:34Z,2840000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M42.00S,2025-03-01T01:36:54.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,68.9388961892247,70.34313725490196,1610612739,68,59,2025-03-01T01:37:45Z,2850000,False,102.0,239.0,1,right,D. Mitchell 26' 3PT pullup (13 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,26.02,Made,13.0,,,,,,,,,,,,,,,,,
297,PT01M23.00S,2025-03-01T01:37:13.0Z,2,REGULAR,2pt,Jump Shot,[],1628369,21.107095926412615,52.20588235294118,1610612738,68,59,2025-03-01T01:37:19Z,2860000,False,-11.0,146.0,1,left,MISS J. Tatum 14' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,14.63,Missed,,,,,,,,,,,,,,,,,,
298,PT01M20.00S,2025-03-01T01:37:16.0Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,68,59,2025-03-01T01:37:19Z,2870000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Center,,,,297.0,1.0,1.0,0.0,,,,,,,,,,,,,
299,PT01M12.00S,2025-03-01T01:37:24.1Z,2,REGULAR,3pt,Jump Shot,[],1629636,67.36202365308804,59.31372549019608,1610612739,68,62,2025-03-01T01:37:28Z,2880000,False,47.0,254.0,1,right,D. Garland 25' 3PT  (11 PTS) (D. Mitchell 2 AST),"[1629636, 1628378]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,25.85,Made,11.0,,,,,,D. Mitchell,1628378.0,2.0,,,,,,,,,
301,PT00M54.00S,2025-03-01T01:37:42.9Z,2,REGULAR,2pt,Jump Shot,[],1628401,20.581471747700395,34.31372549019608,1610612738,70,62,2025-03-01T01:37:47Z,2900000,False,78.0,141.0,1,left,D. White 16' pullup Jump Shot (11 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Right Center,16.13,Made,11.0,,,,,,,,,,,,,,,,,
302,PT00M45.90S,2025-03-01T01:38:06.9Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612739,70,62,2025-03-01T01:38:20Z,2910000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1628369, 1628378]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202049.0,1.0,0.0,Mitchell,1628378.0,,
304,PT00M45.90S,2025-03-01T01:38:27.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612739,70,62,2025-03-01T01:38:27Z,2930000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M45.90S,2025-03-01T01:40:24.6Z,2,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,70,63,2025-03-01T01:40:24Z,2950000,False,,,0,,D. Mitchell Free Throw 1 of 2 (14 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
307,PT00M45.90S,2025-03-01T01:40:47.5Z,2,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,70,64,2025-03-01T01:40:47Z,2960000,False,,,0,,D. Mitchell Free Throw 2 of 2 (15 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
308,PT00M34.70S,2025-03-01T01:41:01.3Z,2,REGULAR,2pt,Jump Shot,[],1628369,19.89774967148489,66.15349264705883,1610612738,72,64,2025-03-01T01:41:22Z,2970000,False,-81.0,135.0,1,left,J. Tatum 15' pullup Jump Shot (30 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,15.69,Made,30.0,,,,,,,,,,,,,,,,,
309,PT00M22.50S,2025-03-01T01:41:25.4Z,2,REGULAR,turnover,lost ball,[],1630596,,,1610612739,72,64,2025-03-01T01:56:18Z,2980000,False,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 1630202]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,2.0,,,,Pritchard,1630202.0,,,,,,,
310,PT00M22.50S,2025-03-01T01:41:25.4Z,2,REGULAR,steal,,[],1630202,,,1610612738,72,64,2025-03-01T01:41:26Z,2990000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
311,PT00M02.90S,2025-03-01T01:41:45.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201143,17.296320630749015,41.911764705882355,1610612738,74,64,2025-03-01T01:41:49Z,3000000,False,40.0,110.0,1,left,A. Horford 11' turnaround Hook (5 PTS) (P. Pritchard 1 AST),"[201143, 1630202]",1610612738.0,BOS,turnaround,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,11.73,Made,5.0,,,,,,P. Pritchard,1630202.0,1.0,,,,,,,,,
313,PT00M00.00S,2025-03-01T01:41:51.2Z,2,REGULAR,3pt,Jump Shot,[],1628378,51.46189224704336,51.71568627450981,1610612739,74,64,2025-03-01T01:43:04Z,3020000,False,9.0,404.0,1,right,MISS D. Mitchell 40' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,40.39,Missed,,,,,,,,,,,,,,,,,,
314,PT00M00.00S,2025-03-01T01:41:53.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,74,64,2025-03-01T01:41:53Z,3030000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Center,,,,313.0,,,,,,,,,,,,,,,,
315,PT00M00.00S,2025-03-01T01:41:54.5Z,2,REGULAR,period,end,[],0,,,1610612739,74,64,2025-03-01T01:41:54Z,3040000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2025-03-01T01:56:40.0Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612739,74,64,2025-03-01T01:57:15Z,3050000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2025-03-01T01:56:40.0Z,3,REGULAR,substitution,out,['startperiod'],1629631,,,1610612739,74,64,2025-03-01T01:57:15Z,3060000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2025-03-01T01:56:40.0Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612739,74,64,2025-03-01T01:57:15Z,3070000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2025-03-01T01:56:40.0Z,3,REGULAR,substitution,in,['startperiod'],1628386,,,1610612739,74,64,2025-03-01T01:57:15Z,3080000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2025-03-01T01:57:28.5Z,3,REGULAR,period,start,[],0,,,1610612739,74,64,2025-03-01T01:57:28Z,3090000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M48.00S,2025-03-01T01:57:39.9Z,3,REGULAR,3pt,Jump Shot,[],1629622,19.92444152431012,94.36274509803921,1610612739,74,64,2025-03-01T01:57:47Z,3100000,False,-222.0,135.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
322,PT11M42.00S,2025-03-01T01:57:45.9Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,74,64,2025-03-01T01:57:47Z,3110000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,321.0,1.0,0.0,1.0,,,,,,,,,,,,,
323,PT11M35.00S,2025-03-01T01:57:52.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,32.40801576872536,47.794117647058826,1610612739,74,64,2025-03-01T01:57:59Z,3120000,False,11.0,252.0,1,left,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.23,Missed,,,,,,,,,,,,,,,,,,
324,PT11M32.00S,2025-03-01T01:57:55.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,74,64,2025-03-01T01:58:43Z,3130000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,323.0,4.0,4.0,0.0,,,,,,,,,,,,,
325,PT11M25.00S,2025-03-01T01:58:03.9Z,3,REGULAR,foul,personal,['3freethrow'],1630596,,,1610612738,74,64,2025-03-01T01:58:19Z,3140000,False,,,0,,E. Mobley shooting personal FOUL (2 PF) (Brown 3 FT),"[1630596, 1627759]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,202027.0,2.0,0.0,Brown,1627759.0,,
327,PT11M25.00S,2025-03-01T01:58:36.5Z,3,REGULAR,freethrow,1 of 3,[],1627759,,,1610612738,75,64,2025-03-01T01:58:36Z,3160000,False,,,0,,J. Brown Free Throw 1 of 3 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
328,PT11M25.00S,2025-03-01T01:58:52.5Z,3,REGULAR,freethrow,2 of 3,[],1627759,,,1610612738,76,64,2025-03-01T01:58:52Z,3170000,False,,,0,,J. Brown Free Throw 2 of 3 (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
329,PT11M25.00S,2025-03-01T01:59:10.3Z,3,REGULAR,freethrow,3 of 3,[],1627759,,,1610612738,77,64,2025-03-01T01:59:10Z,3180000,False,,,0,,J. Brown Free Throw 3 of 3 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
330,PT11M18.00S,2025-03-01T01:59:22.1Z,3,REGULAR,2pt,Jump Shot,[],1629636,22.421156373193167,59.31372549019608,1610612739,77,64,2025-03-01T01:59:30Z,3190000,False,-47.0,158.0,1,left,MISS D. Garland 16' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,Mid-Range,16-24 Center,16.5,Missed,,,,,,,,,,,,,,,,,,
331,PT11M15.00S,2025-03-01T01:59:25.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,77,64,2025-03-01T01:59:30Z,3200000,False,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,330.0,10.0,9.0,1.0,,,,,,,,,,,,,
332,PT11M06.00S,2025-03-01T01:59:33.6Z,3,REGULAR,3pt,Jump Shot,[],1630573,85.10183968462549,96.32352941176471,1610612738,77,64,2025-03-01T01:59:37Z,3210000,False,232.0,88.0,1,right,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,24.76,Missed,,,,,,,,,,,,,,,,,,
333,PT11M04.00S,2025-03-01T01:59:35.6Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,77,64,2025-03-01T01:59:37Z,3220000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,332.0,2.0,1.0,1.0,,,,,,,,,,,,,
