actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
261,PT03M27.00S,2024-11-17T02:00:23.7Z,2,REGULAR,3pt,Jump Shot,[],1630534,86.28449408672799,3.9215686274509802,1610612761,52,48,2024-11-17T02:00:51Z,2560000,False,-230.0,76.0,1,right,MISS O. Agbaji 24' step back 3PT,[1630534],1610612761.0,TOR,step back,,,,,,,Agbaji,O. Agbaji,Left Corner 3,24+ Left,24.27,Missed,,,,,,,,,,,,,,,,,,
262,PT03M24.00S,2024-11-17T02:00:26.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,52,48,2024-11-17T02:00:43Z,2570000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,Left Corner 3,24+ Left,,,,,,,261.0,4.0,3.0,1.0,,,,,,,,,,
263,PT03M11.00S,2024-11-17T02:00:38.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.886333771353483,57.35294117647059,1610612738,52,48,2024-11-17T02:00:47Z,2580000,False,-37.0,31.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,,,,,Tatum,J. Tatum,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
264,PT03M08.00S,2024-11-17T02:00:41.2Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,52,48,2024-11-17T02:00:47Z,2590000,False,,,0,,J. Pöltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),0-8 Center,,,,,,,263.0,3.0,2.0,1.0,,,,,,,,,,
265,PT03M06.00S,2024-11-17T02:00:44.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,93.51182654402102,59.80392156862745,1610612761,52,48,2024-11-17T02:01:04Z,2600000,False,49.0,8.0,1,right,MISS R. Barrett running Layup,[1629628],1610612761.0,TOR,running,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
266,PT03M05.00S,2024-11-17T02:00:45.4Z,2,REGULAR,rebound,offensive,[],1641711,,,1610612761,52,48,2024-11-17T02:13:24Z,2610000,False,,,0,,G. Dick REBOUND (Off:1 Def:1),[1641711],1610612761.0,TOR,,,,,,,,Dick,G. Dick,In The Paint (Non-RA),0-8 Center,,,,,,,265.0,2.0,1.0,1.0,,,,,,,,,,
267,PT02M59.00S,2024-11-17T02:00:49.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,91.93495400788436,95.83333333333334,1610612761,52,48,2024-11-17T02:00:55Z,2620000,False,229.0,23.0,1,right,MISS R. Barrett 3PT,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
268,PT02M59.00S,2024-11-17T02:00:49.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,52,48,2024-11-17T02:00:55Z,2630000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,267.0,,,,,,,,,,,,,
270,PT02M44.00S,2024-11-17T02:01:11.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,15.456636005256241,41.42156862745098,1610612738,52,48,2024-11-17T02:01:34Z,2650000,False,43.0,93.0,1,left,MISS J. Tatum 10' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,,,,,Tatum,J. Tatum,In The Paint (Non-RA),8-16 Center,10.22,Missed,,,,,,,,,,,,,,,,,,
271,PT02M42.00S,2024-11-17T02:01:13.2Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612738,52,48,2024-11-17T02:01:34Z,2660000,False,,,0,,N. Queta REBOUND (Off:1 Def:3),[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,In The Paint (Non-RA),8-16 Center,,,,,,,270.0,4.0,3.0,1.0,,,,,,,,,,
272,PT02M42.00S,2024-11-17T02:01:17.2Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629674,5.590000152587891,50.0,1610612738,54,48,2024-11-17T02:01:40Z,2670000,False,0.0,0.0,1,left,N. Queta tip DUNK (8 PTS),[1629674],1610612738.0,BOS,tip,,,,,,,Queta,N. Queta,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,,
273,PT02M28.00S,2024-11-17T02:01:30.8Z,2,REGULAR,foul,personal,[],1628369,,,1610612761,54,48,2024-11-17T02:01:41Z,2680000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1627751]",1610612738.0,BOS,,,,,,,203593.0,Tatum,J. Tatum,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,0.0,Pöltl,1627751.0,,,,,,
275,PT02M20.00S,2024-11-17T02:02:03.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612761,54,48,2024-11-17T02:02:14Z,2700000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Pöltl 2 FT),"[1628369, 1627751]",1610612738.0,BOS,shooting,,,,,,202041.0,Tatum,J. Tatum,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Pöltl,1627751.0,,,,,,
280,PT02M20.00S,2024-11-17T02:03:32.0Z,2,REGULAR,substitution,out,[],1629674,,,1610612761,54,48,2024-11-17T02:05:07Z,2725000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,
281,PT02M20.00S,2024-11-17T02:03:32.0Z,2,REGULAR,substitution,in,[],1630202,,,1610612761,54,48,2024-11-17T02:05:07Z,2727500,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,
278,PT02M20.00S,2024-11-17T02:04:31.7Z,2,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,54,49,2024-11-17T02:04:31Z,2730000,False,,,0,,J. Pöltl Free Throw 1 of 2 (11 PTS),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,,,,Made,11.0,,,,,,,,,,,,,,,,,
279,PT02M20.00S,2024-11-17T02:04:45.8Z,2,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,54,50,2024-11-17T02:04:45Z,2740000,False,,,0,,J. Pöltl Free Throw 2 of 2 (12 PTS),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,,,,Made,12.0,,,,,,,,,,,,,,,,,
282,PT01M59.00S,2024-11-17T02:05:07.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,29.6484888304862,75.98039215686273,1610612738,54,50,2024-11-17T02:05:13Z,2750000,False,-130.0,226.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
283,PT01M57.00S,2024-11-17T02:05:10.0Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,54,50,2024-11-17T02:05:10Z,2760000,False,,,0,,J. Pöltl REBOUND (Off:1 Def:3),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,Above the Break 3,24+ Left Center,,,,,,,282.0,4.0,3.0,1.0,,,,,,,,,,
284,PT01M52.00S,2024-11-17T02:05:16.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending', 'fastbreak']",1627751,91.93495400788436,46.32352941176471,1610612761,54,52,2024-11-17T02:05:52Z,2770000,False,-18.0,23.0,1,right,J. Pöltl running Layup (14 PTS) (R. Barrett 5 AST),"[1627751, 1629628]",1610612761.0,TOR,running,,,,,,,Pöltl,J. Pöltl,Restricted Area,0-8 Center,2.97,Made,14.0,,,,,,,,,,,,R. Barrett,1629628.0,5.0,,,
285,PT01M52.00S,2024-11-17T02:05:27.4Z,2,REGULAR,violation,defensive goaltending,[],1627759,,,1610612761,54,52,2024-11-17T02:05:46Z,2780000,False,,,0,,J. Brown defensive goaltending VIOLATION,[1627759],1610612738.0,BOS,,,,,,,202041.0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,
286,PT01M36.00S,2024-11-17T02:05:45.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,34.510512483574246,26.96078431372549,1610612738,54,52,2024-11-17T02:06:34Z,2790000,False,115.0,272.0,1,left,MISS J. Tatum 29' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,,,,,Tatum,J. Tatum,Above the Break 3,24+ Right Center,29.53,Missed,,,,,,,,,,,,,,,,,,
287,PT01M31.00S,2024-11-17T02:05:50.2Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,54,52,2024-11-17T02:05:52Z,2800000,False,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Above the Break 3,24+ Right Center,,,,,,,286.0,4.0,4.0,0.0,,,,,,,,,,
288,PT01M29.00S,2024-11-17T02:05:53.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630534,91.80354796320631,52.94117647058824,1610612761,54,52,2024-11-17T02:08:50Z,2810000,False,15.0,25.0,1,right,MISS O. Agbaji running Layup,[1630534],1610612761.0,TOR,running,,,,,,,Agbaji,O. Agbaji,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
289,PT01M28.00S,2024-11-17T02:05:54.5Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,54,52,2024-11-17T02:08:50Z,2820000,False,,,0,,J. Pöltl REBOUND (Off:2 Def:3),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,Restricted Area,0-8 Center,,,,,,,288.0,5.0,3.0,2.0,,,,,,,,,,
290,PT01M28.00S,2024-11-17T02:05:58.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,94.40999984741211,50.0,1610612761,54,52,2024-11-17T02:09:07Z,2830000,False,0.0,0.0,1,right,MISS J. Pöltl tip Layup,[1627751],1610612761.0,TOR,tip,,,,,,,Pöltl,J. Pöltl,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
291,PT01M25.00S,2024-11-17T02:06:01.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,54,52,2024-11-17T02:09:07Z,2840000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,Restricted Area,0-8 Center,,,,,,,290.0,5.0,5.0,0.0,,,,,,,,,,
292,PT01M18.00S,2024-11-17T02:06:02.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,11.300919842312746,3.699448529411765,1610612738,54,52,2024-11-17T02:07:47Z,2850000,False,232.0,54.0,1,left,MISS P. Pritchard running 3PT - blocked,"[1630202, 1629628]",1610612738.0,BOS,running,,,,,,,Pritchard,P. Pritchard,Right Corner 3,24+ Right,23.76,Missed,,,,,,,,,,,,,,,,Barrett,1629628.0,
313,PT01M18.00S,2024-11-17T02:06:02.5Z,2,REGULAR,block,,[],1629628,,,1610612738,54,52,2024-11-17T02:12:41Z,2855000,False,,,0,,R. Barrett BLOCK (1 BLK),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
293,PT01M16.00S,2024-11-17T02:06:04.5Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,54,52,2024-11-17T02:06:10Z,2860000,False,,,0,,J. Pöltl REBOUND (Off:2 Def:4),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,Right Corner 3,24+ Right,,,,,,,292.0,6.0,4.0,2.0,,,,,,,,,,
294,PT01M08.00S,2024-11-17T02:06:13.2Z,2,REGULAR,2pt,Jump Shot,[],1641711,77.7431011826544,44.36274509803921,1610612761,54,52,2024-11-17T02:06:20Z,2870000,False,-28.0,157.0,1,right,MISS G. Dick 15' pullup Shot,[1641711],1610612761.0,TOR,pullup,,,,,,,Dick,G. Dick,Mid-Range,8-16 Center,15.92,Missed,,,,,,,,,,,,,,,,,,
295,PT01M05.00S,2024-11-17T02:06:16.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,54,52,2024-11-17T02:09:57Z,2880000,False,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,Mid-Range,8-16 Center,,,,,,,294.0,3.0,2.0,1.0,,,,,,,,,,
296,PT00M59.10S,2024-11-17T02:06:22.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,30.56833114323259,75.0,1610612738,54,52,2024-11-17T02:09:24Z,2890000,False,-125.0,235.0,1,left,MISS D. White 26' running 3PT,[1628401],1610612738.0,BOS,running,,,,,,,White,D. White,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
297,PT00M59.10S,2024-11-17T02:06:22.5Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,54,52,2024-11-17T02:06:33Z,2900000,False,,,0,,R. Barrett REBOUND (Off:0 Def:5),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Above the Break 3,24+ Left Center,,,,,,,296.0,5.0,5.0,0.0,,,,,,,,,,
299,PT00M39.30S,2024-11-17T02:06:42.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,89.70105124835742,40.44117647058824,1610612761,54,52,2024-11-17T02:06:49Z,2910000,False,-48.0,44.0,1,right,MISS R. Barrett 6' turnaround fadeaway Shot,[1629628],1610612761.0,TOR,turnaround fadeaway,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),0-8 Center,6.52,Missed,,,,,,,,,,,,,,,,,,
300,PT00M36.20S,2024-11-17T02:06:45.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,54,52,2024-11-17T02:06:49Z,2920000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,In The Paint (Non-RA),0-8 Center,,,,,,,299.0,6.0,6.0,0.0,,,,,,,,,,
301,PT00M30.70S,2024-11-17T02:06:51.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,9.543363994743759,38.48039215686275,1610612738,56,52,2024-11-17T02:06:59Z,2930000,False,58.0,37.0,1,left,D. White 6' running Layup (10 PTS),[1628401],1610612738.0,BOS,running,,,,,,,White,D. White,In The Paint (Non-RA),0-8 Center,6.86,Made,10.0,,,,,,,,,,,,,,,,,
302,PT00M08.70S,2024-11-17T02:07:16.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,91.80354796320631,65.44117647058823,1610612761,56,54,2024-11-17T02:10:00Z,2940000,False,77.0,25.0,1,right,J. Pöltl 8' floating Jump Shot (16 PTS) (D. Mitchell 3 AST),"[1627751, 1630558]",1610612761.0,TOR,floating,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),8-16 Right,8.1,Made,16.0,,,,,,,,,,,,D. Mitchell,1630558.0,3.0,,,
304,PT00M04.20S,2024-11-17T02:07:28.5Z,2,REGULAR,foul,personal,[],1629628,,,1610612738,56,54,2024-11-17T02:07:38Z,2960000,False,,,0,,R. Barrett personal FOUL (2 PF),"[1629628, 1627759]",1610612761.0,TOR,,,,,,,202041.0,Barrett,R. Barrett,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,0.0,Brown,1627759.0,,,,,,
306,PT00M04.20S,2024-11-17T02:07:39.4Z,2,REGULAR,substitution,out,[],1630558,,,1610612738,56,54,2024-11-17T02:07:46Z,2980000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,
307,PT00M04.20S,2024-11-17T02:07:39.4Z,2,REGULAR,substitution,in,[],1642347,,,1610612738,56,54,2024-11-17T02:07:46Z,2990000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,
308,PT00M04.20S,2024-11-17T02:07:53.4Z,2,REGULAR,substitution,out,[],1641711,,,1610612738,56,54,2024-11-17T02:07:56Z,3000000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,
309,PT00M04.20S,2024-11-17T02:07:53.4Z,2,REGULAR,substitution,in,[],1642367,,,1610612738,56,54,2024-11-17T02:07:56Z,3010000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,
310,PT00M00.30S,2024-11-17T02:08:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,11.957950065703022,56.59466911764706,1610612738,56,54,2024-11-17T02:09:25Z,3020000,False,-33.0,60.0,1,left,MISS D. White 6' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,,,,,White,D. White,In The Paint (Non-RA),0-8 Center,6.84,Missed,,,,,,,,,,,,,,,,,,
311,PT00M00.10S,2024-11-17T02:08:12.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,56,54,2024-11-17T02:09:25Z,3030000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,310.0,,,,,,,,,,,,,
312,PT00M00.00S,2024-11-17T02:08:16.4Z,2,REGULAR,period,end,[],0,,,1610612738,56,54,2024-11-17T02:08:16Z,3040000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2024-11-17T02:22:57.6Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612738,56,54,2024-11-17T02:23:19Z,3050000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2024-11-17T02:22:57.6Z,3,REGULAR,substitution,out,['startperiod'],1642347,,,1610612738,56,54,2024-11-17T02:23:19Z,3060000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2024-11-17T02:22:57.6Z,3,REGULAR,substitution,out,['startperiod'],1642367,,,1610612738,56,54,2024-11-17T02:23:19Z,3070000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2024-11-17T02:22:57.6Z,3,REGULAR,substitution,in,['startperiod'],1629674,,,1610612738,56,54,2024-11-17T02:23:19Z,3080000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2024-11-17T02:22:57.6Z,3,REGULAR,substitution,in,['startperiod'],1641711,,,1610612738,56,54,2024-11-17T02:23:19Z,3090000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2024-11-17T02:22:57.6Z,3,REGULAR,substitution,in,['startperiod'],1630558,,,1610612738,56,54,2024-11-17T02:23:19Z,3100000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2024-11-17T02:23:30.9Z,3,REGULAR,period,start,[],0,,,1610612738,56,54,2024-11-17T02:23:30Z,3110000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M46.00S,2024-11-17T02:23:44.9Z,3,REGULAR,3pt,Jump Shot,[],201143,67.7562417871222,29.166666666666668,1610612738,56,54,2024-11-17T02:23:50Z,3120000,False,-104.0,251.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,Above the Break 3,24+ Left Center,27.14,Missed,,,,,,,,,,,,,,,,,,
323,PT11M42.00S,2024-11-17T02:23:48.9Z,3,REGULAR,rebound,defensive,[],1630558,,,1610612761,56,54,2024-11-17T02:23:50Z,3130000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612761.0,TOR,,,,,,,,Mitchell,D. Mitchell,Above the Break 3,24+ Left Center,,,,,,,322.0,1.0,1.0,0.0,,,,,,,,,,
324,PT11M36.00S,2024-11-17T02:23:54.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,6.389618922470433,58.57843137254902,1610612761,56,54,2024-11-17T02:24:05Z,3140000,False,-43.0,8.0,1,left,MISS R. Barrett running Layup,[1629628],1610612761.0,TOR,running,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
325,PT11M35.00S,2024-11-17T02:23:55.0Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,56,54,2024-11-17T02:24:27Z,3150000,False,,,0,,J. Pöltl REBOUND (Off:3 Def:4),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),0-8 Center,,,,,,,324.0,7.0,4.0,3.0,,,,,,,,,,
326,PT11M34.00S,2024-11-17T02:23:59.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612761,56,56,2024-11-17T02:24:34Z,3160000,False,0.0,0.0,1,left,J. Pöltl tip Layup (18 PTS),[1627751],1610612761.0,TOR,tip,,,,,,,Pöltl,J. Pöltl,Restricted Area,0-8 Center,0.0,Made,18.0,,,,,,,,,,,,,,,,,
327,PT11M25.00S,2024-11-17T02:24:04.7Z,3,REGULAR,3pt,Jump Shot,[],1628401,68.41327201051249,20.34313725490196,1610612738,56,56,2024-11-17T02:24:10Z,3170000,False,-148.0,244.0,1,right,MISS D. White 28' 3PT,[1628401],1610612738.0,BOS,,,,,,,,White,D. White,Above the Break 3,24+ Left Center,28.59,Missed,,,,,,,,,,,,,,,,,,
328,PT11M23.00S,2024-11-17T02:24:06.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,56,56,2024-11-17T02:24:10Z,3180000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,327.0,,,,,,,,,,,,,
330,PT11M01.00S,2024-11-17T02:24:34.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,7.440867279894875,55.63725490196079,1610612761,56,58,2024-11-17T02:24:40Z,3200000,False,-28.0,17.0,1,left,O. Agbaji driving reverse Layup (10 PTS) (D. Mitchell 4 AST),"[1630534, 1630558]",1610612761.0,TOR,driving reverse,,,,,,,Agbaji,O. Agbaji,Restricted Area,0-8 Center,3.31,Made,10.0,,,,,,,,,,,,D. Mitchell,1630558.0,4.0,,,
332,PT10M51.00S,2024-11-17T02:24:44.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.11760840998686,52.450980392156865,1610612738,58,58,2024-11-17T02:24:48Z,3220000,False,12.0,12.0,1,right,J. Brown driving Layup (13 PTS),[1627759],1610612738.0,BOS,driving,,,,,,,Brown,J. Brown,Restricted Area,0-8 Center,1.73,Made,13.0,,,,,,,,,,,,,,,,,
333,PT10M25.00S,2024-11-17T02:25:10.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,17.821944809461236,37.254901960784316,1610612761,58,60,2024-11-17T02:25:17Z,3230000,False,64.0,115.0,1,left,J. Pöltl 13' floating Jump Shot (20 PTS) (O. Agbaji 3 AST),"[1627751, 1630534]",1610612761.0,TOR,floating,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),8-16 Center,13.15,Made,20.0,,,,,,,,,,,,O. Agbaji,1630534.0,3.0,,,
335,PT10M01.00S,2024-11-17T02:25:35.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,89.04402102496715,57.107843137254896,1610612738,58,60,2024-11-17T02:25:41Z,3250000,False,36.0,50.0,1,right,MISS J. Tatum 6' driving Layup - blocked,"[1628369, 1630534]",1610612738.0,BOS,driving,,,,,,,Tatum,J. Tatum,In The Paint (Non-RA),0-8 Center,6.17,Missed,,,,,,,,,,,,,,,,Agbaji,1630534.0,
336,PT10M01.00S,2024-11-17T02:25:35.6Z,3,REGULAR,block,,[],1630534,,,1610612738,58,60,2024-11-17T02:25:38Z,3260000,False,,,0,,O. Agbaji BLOCK (1 BLK),[1630534],1610612761.0,TOR,,,,,,,,Agbaji,O. Agbaji,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
337,PT10M01.00S,2024-11-17T02:25:35.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,58,60,2024-11-17T02:25:41Z,3270000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,335.0,,,,,,,,,,,,,
339,PT09M59.00S,2024-11-17T02:25:51.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,90.88370565045992,96.56862745098039,1610612738,58,60,2024-11-17T02:27:10Z,3290000,False,233.0,33.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,,,,,White,D. White,Right Corner 3,24+ Right,23.52,Missed,,,,,,,,,,,,,,,,,,
340,PT09M57.00S,2024-11-17T02:25:53.2Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,58,60,2024-11-17T02:27:10Z,3300000,False,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,Right Corner 3,24+ Right,,,,,,,339.0,5.0,3.0,2.0,,,,,,,,,,
341,PT09M50.00S,2024-11-17T02:26:00.8Z,3,REGULAR,turnover,bad pass,[],201143,,,1610612738,58,60,2024-11-17T02:26:06Z,3310000,False,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 1627751]",1610612738.0,BOS,,,,,,,,Horford,A. Horford,Mid-Range,16-24 Left,,,,1.0,Pöltl,1627751.0,,,,,,,,,,,,,,
342,PT09M50.00S,2024-11-17T02:26:00.8Z,3,REGULAR,steal,,[],1627751,,,1610612761,58,60,2024-11-17T02:26:03Z,3320000,False,,,0,,J. Pöltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
