actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
596,PT01M35.00S,2026-03-03T04:22:50.8Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,122,122,2026-03-03T04:22:50Z,5890000,False,,,0,,N. Jokić Free Throw 2 of 2 (20 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
597,PT01M28.00S,2026-03-03T04:23:01.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,91.93495400788436,41.66666666666667,1610612762,124,122,2026-03-03T04:23:04Z,5900000,False,-42.0,23.0,1,right,K. George driving Layup (35 PTS),[1641718],1610612762.0,UTA,driving,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,,,,,,,35.0,,,,,,,,,,,
598,PT01M28.00S,2026-03-03T04:23:03.5Z,4,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612762,124,122,2026-03-03T04:23:10Z,5910000,False,,,0,,B. Brown shooting personal FOUL (5 PF) (George 1 FT),"[1628971, 1641718]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,5.0,0.0,George,1641718.0,,,,,,,,,,,,
600,PT01M28.00S,2026-03-03T04:23:33.3Z,4,REGULAR,freethrow,1 of 1,[],1641718,,,1610612762,125,122,2026-03-03T04:23:33Z,5930000,False,,,0,,K. George Free Throw 1 of 1 (36 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,36.0,,,,,,,,,,,
601,PT01M16.00S,2026-03-03T04:23:50.8Z,4,REGULAR,2pt,Jump Shot,[],1627750,16.63929040735874,31.372549019607842,1610612743,125,124,2026-03-03T04:24:06Z,5940000,False,93.0,104.0,1,left,J. Murray 13' fadeaway Jump Shot (43 PTS),[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,13.95,Made,,,,,,,43.0,,,,,,,,,,,
602,PT01M02.00S,2026-03-03T04:24:05.7Z,4,REGULAR,3pt,Jump Shot,[],1641718,65.39093298291722,66.17647058823529,1610612762,125,124,2026-03-03T04:24:10Z,5950000,False,81.0,273.0,1,right,MISS K. George 28' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,28.45,Missed,,,,,,,,,,,,,,,,,,
603,PT00M59.40S,2026-03-03T04:24:08.3Z,4,REGULAR,rebound,offensive,[],1629004,,,1610612762,125,124,2026-03-03T04:24:10Z,5960000,False,,,0,,S. Mykhailiuk REBOUND (Off:2 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,602.0,,,,,,,,,,,,,3.0,1.0,2.0,,
604,PT00M49.10S,2026-03-03T04:24:21.6Z,4,REGULAR,turnover,out-of-bounds,[],1641718,,,1610612762,125,124,2026-03-03T04:24:26Z,5970000,False,,,0,,K. George lost ball out-of-bounds TURNOVER (4 TO),[1641718],1610612762.0,UTA,lost ball,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,1627534.0,,,,,,4.0,,,,,,,,,,
605,PT00M31.80S,2026-03-03T04:24:46.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641989,,,1610612743,125,124,2026-03-03T04:35:23Z,5980000,False,,,0,,E. Harkless shooting personal FOUL (5 PF) (Murray 2 FT),"[1641989, 1627750]",1610612762.0,UTA,shooting,,,Harkless,E. Harkless,,,,,Mid-Range,8-16 Center,,,,1627534.0,5.0,0.0,Murray,1627750.0,,,,,,,,,,,,
607,PT00M31.80S,2026-03-03T04:25:21.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627750,,,1610612743,125,125,2026-03-03T04:35:09Z,6000000,False,,,0,,J. Murray Free Throw 1 of 2 (44 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,44.0,,,,,,,,,,,
608,PT00M31.80S,2026-03-03T04:25:21.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627750,,,1610612743,125,126,2026-03-03T04:35:09Z,6010000,False,,,0,,J. Murray Free Throw 2 of 2 (45 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,45.0,,,,,,,,,,,
609,PT00M31.80S,2026-03-03T04:25:50.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642271,,,1610612762,125,126,2026-03-03T04:41:15Z,6020000,False,,,0,,K. Filipowski loose ball personal FOUL (5 PF) (Jokić 1 FT),"[1642271, 203999]",1610612762.0,UTA,loose ball,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,203591.0,5.0,0.0,Jokić,203999.0,,,,,,,,,,,,
655,PT00M31.80S,2026-03-03T04:26:23.7Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612762,125,126,2026-03-03T04:42:24Z,6040000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M31.80S,2026-03-03T04:26:56.7Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],203999,,,1610612743,125,126,2026-03-03T04:41:26Z,6050000,False,,,0,,MISS N. Jokić Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
613,PT00M30.30S,2026-03-03T04:26:58.2Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,125,126,2026-03-03T04:26:59Z,6060000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:6),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,612.0,,,,,,,,,,,,,8.0,6.0,2.0,,
614,PT00M30.30S,2026-03-03T04:27:01.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,125,126,2026-03-03T04:27:01Z,6070000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT00M16.30S,2026-03-03T04:28:10.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,92.06636005256242,42.8921568627451,1610612762,125,126,2026-03-03T04:37:07Z,6075000,False,-36.0,22.0,1,right,MISS K. George driving Layup - blocked,"[1641718, 203999]",1610612762.0,UTA,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,Jokić,203999.0
621,PT00M16.30S,2026-03-03T04:28:10.2Z,4,REGULAR,block,,[],203999,,,1610612762,125,126,2026-03-03T04:34:19Z,6077500,False,,,0,,N. Jokić BLOCK (2 BLK),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
622,PT00M16.30S,2026-03-03T04:28:10.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,125,126,2026-03-03T04:34:19Z,6078750,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,620.0,,,,,,,,,,,,,,,,,
617,PT00M16.30S,2026-03-03T04:29:54.3Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612743,125,126,2026-03-03T04:34:32Z,6100000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M16.30S,2026-03-03T04:34:35.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,125,126,2026-03-03T04:34:35Z,6120000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M16.30S,2026-03-03T04:35:11.3Z,4,REGULAR,substitution,out,[],1642271,,,1610612743,125,126,2026-03-03T04:35:34Z,6140000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M16.30S,2026-03-03T04:35:11.3Z,4,REGULAR,substitution,in,[],1642262,,,1610612743,125,126,2026-03-03T04:35:34Z,6150000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M16.30S,2026-03-03T04:35:11.3Z,4,REGULAR,substitution,in,[],1629723,,,1610612743,125,126,2026-03-03T04:35:34Z,6160000,False,,,0,,SUB in: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M16.30S,2026-03-03T04:35:11.3Z,4,REGULAR,substitution,out,[],1629004,,,1610612743,125,126,2026-03-03T04:35:38Z,6170000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M06.10S,2026-03-03T04:36:27.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641989,,,1610612743,125,126,2026-03-03T04:36:49Z,6180000,False,,,0,,E. Harkless take personal FOUL (6 PF) (Jokić 2 FT),"[1641989, 203999]",1610612762.0,UTA,take,,,Harkless,E. Harkless,,,,,Left Corner 3,24+ Left,,,,203591.0,6.0,0.0,Jokić,203999.0,,,,,,,,,,,,
632,PT00M06.10S,2026-03-03T04:36:51.7Z,4,REGULAR,substitution,out,[],1641989,,,1610612743,125,126,2026-03-03T04:36:53Z,6200000,False,,,0,,SUB out: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M06.10S,2026-03-03T04:36:51.7Z,4,REGULAR,substitution,in,[],1642271,,,1610612743,125,126,2026-03-03T04:36:53Z,6210000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M06.10S,2026-03-03T04:37:11.5Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,125,127,2026-03-03T04:37:11Z,6220000,False,,,0,,N. Jokić Free Throw 1 of 2 (21 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
635,PT00M06.10S,2026-03-03T04:37:29.2Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,125,128,2026-03-03T04:37:29Z,6230000,False,,,0,,N. Jokić Free Throw 2 of 2 (22 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
636,PT00M06.10S,2026-03-03T04:37:31.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,125,128,2026-03-03T04:37:31Z,6240000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M06.10S,2026-03-03T04:38:49.4Z,4,REGULAR,substitution,out,[],203999,,,1610612762,125,128,2026-03-03T04:38:55Z,6250000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M06.10S,2026-03-03T04:38:49.4Z,4,REGULAR,substitution,in,[],1630192,,,1610612762,125,128,2026-03-03T04:38:55Z,6260000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M06.10S,2026-03-03T04:38:49.4Z,4,REGULAR,substitution,out,[],1642262,,,1610612762,125,128,2026-03-03T04:39:03Z,6270000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M06.10S,2026-03-03T04:38:49.4Z,4,REGULAR,substitution,out,[],1629723,,,1610612762,125,128,2026-03-03T04:39:03Z,6280000,False,,,0,,SUB out: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M06.10S,2026-03-03T04:38:49.4Z,4,REGULAR,substitution,in,[],1629004,,,1610612762,125,128,2026-03-03T04:39:03Z,6290000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M06.10S,2026-03-03T04:38:49.4Z,4,REGULAR,substitution,in,[],1641729,,,1610612762,125,128,2026-03-03T04:39:03Z,6300000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M04.70S,2026-03-03T04:39:34.9Z,4,REGULAR,3pt,Jump Shot,[],1641718,72.22404730617609,21.323529411764707,1610612762,125,128,2026-03-03T04:39:42Z,6310000,False,-143.0,209.0,1,right,MISS K. George 25' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
645,PT00M01.60S,2026-03-03T04:39:41.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,125,128,2026-03-03T04:39:41Z,6320000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,644.0,,,,,,,,,,,,,,,,,
647,PT00M01.60S,2026-03-03T04:39:46.3Z,4,REGULAR,substitution,out,[],1630192,,,1610612743,125,128,2026-03-03T04:39:52Z,6340000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M01.60S,2026-03-03T04:39:46.3Z,4,REGULAR,substitution,in,[],203999,,,1610612743,125,128,2026-03-03T04:39:52Z,6350000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M01.60S,2026-03-03T04:39:58.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,125,128,2026-03-03T04:39:58Z,6360000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M01.60S,2026-03-03T04:40:56.0Z,4,REGULAR,substitution,out,[],1642271,,,1610612743,125,128,2026-03-03T04:41:18Z,6370000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M01.60S,2026-03-03T04:40:56.0Z,4,REGULAR,substitution,in,[],1629723,,,1610612743,125,128,2026-03-03T04:41:18Z,6380000,False,,,0,,SUB in: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M00.00S,2026-03-03T04:41:30.2Z,4,REGULAR,period,end,[],0,,,1610612743,125,128,2026-03-03T04:41:30Z,6390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M00.00S,2026-03-03T04:41:34.6Z,4,REGULAR,game,end,[],0,,,0,125,128,2026-03-03T04:41:34Z,6400000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
