actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
245,PT05M58.00S,2026-01-11T03:18:48.4Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,26,63,2026-01-11T03:19:00Z,2420000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M58.00S,2026-01-11T03:18:48.4Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,26,63,2026-01-11T03:19:00Z,2430000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M41.00S,2026-01-11T03:19:27.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1641706,85.49605781865965,42.40196078431372,1610612766,26,63,2026-01-11T03:19:32Z,2440000,False,-38.0,84.0,1,right,MISS B. Miller 9' driving Hook,[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,,In The Paint (Non-RA),8-16 Center,9.2,Missed,,,,,,,,,,,,,,,,,
248,PT05M39.00S,2026-01-11T03:19:29.3Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612766,26,63,2026-01-11T03:19:32Z,2450000,False,,,0,,G. Williams REBOUND (Off:3 Def:0),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,247.0,3.0,0.0,3.0,,,,,,,,,
249,PT05M33.00S,2026-01-11T03:19:34.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629684,67.09921156373193,37.745098039215684,1610612766,26,63,2026-01-11T03:19:38Z,2460000,False,-61.0,257.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,Above the Break 3,24+ Center,26.4,Missed,,,,,,,,,,,,,,,,,
250,PT05M30.00S,2026-01-11T03:19:37.5Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,26,63,2026-01-11T03:19:38Z,2470000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,Above the Break 3,24+ Center,,,,,,,249.0,2.0,1.0,1.0,,,,,,,,,
251,PT05M24.00S,2026-01-11T03:19:44.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,8.360709592641262,40.68627450980392,1610612762,28,63,2026-01-11T03:19:47Z,2480000,False,47.0,26.0,1,left,C. Williams driving Layup (6 PTS),[1642262],1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,,In The Paint (Non-RA),0-8 Center,5.34,Made,6.0,,,,,,,,,,,,,,,,
252,PT05M08.00S,2026-01-11T03:19:59.0Z,2,REGULAR,3pt,Jump Shot,[],1641706,70.12155059132719,75.73529411764706,1610612766,28,66,2026-01-11T03:20:02Z,2490000,False,129.0,228.0,1,right,B. Miller 26' 3PT  (12 PTS) (L. Ball 3 AST),"[1641706, 1630163]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,,Above the Break 3,24+ Right Center,26.22,Made,12.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,
254,PT04M53.00S,2026-01-11T03:20:15.3Z,2,REGULAR,turnover,bad pass,[],1642383,,,1610612762,28,66,2026-01-11T03:41:26Z,2510000,False,,,0,,W. Clayton Jr. bad pass TURNOVER (1 TO),"[1642383, 1630182]",1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,,,Green,1630182.0
255,PT04M53.00S,2026-01-11T03:20:15.3Z,2,REGULAR,steal,,[],1630182,,,1610612766,28,66,2026-01-11T03:20:16Z,2520000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
256,PT04M50.00S,2026-01-11T03:20:17.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630182,88.91261498028909,50.0,1610612766,28,68,2026-01-11T03:20:22Z,2530000,False,0.0,52.0,1,right,J. Green running Layup (8 PTS),[1630182],1610612766.0,CHA,running,,,Green,J. Green,,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,8.0,,,,,,,,,,,,,,,,
257,PT04M38.00S,2026-01-11T03:20:29.1Z,2,REGULAR,3pt,Jump Shot,[],1641707,24.26084099868594,85.5392156862745,1610612762,28,68,2026-01-11T03:20:38Z,2540000,False,-178.0,176.0,1,left,MISS T. Hendricks 24' 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,Above the Break 3,24+ Left Center,24.98,Missed,,,,,,,,,,,,,,,,,
258,PT04M31.00S,2026-01-11T03:20:36.1Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,28,68,2026-01-11T03:20:38Z,2550000,False,,,0,,B. Miller REBOUND (Off:1 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,Above the Break 3,24+ Left Center,,,,,,,257.0,2.0,1.0,1.0,,,,,,,,,
259,PT04M29.00S,2026-01-11T03:20:39.4Z,2,REGULAR,3pt,Jump Shot,[],1630163,74.85216819973719,12.745098039215685,1610612766,28,68,2026-01-11T03:20:43Z,2560000,False,-186.0,184.0,1,right,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,
260,PT04M28.00S,2026-01-11T03:20:40.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,28,68,2026-01-11T03:20:43Z,2570000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,259.0,,,,,,,,,,,,
261,PT04M28.00S,2026-01-11T03:20:43.0Z,2,REGULAR,foul,personal,[],1642271,,,1610612766,28,68,2026-01-11T03:20:57Z,2580000,False,,,0,,K. Filipowski loose ball personal FOUL (1 PF),"[1642271, 1631217]",1610612762.0,UTA,loose ball,,,Filipowski,K. Filipowski,,,,,1627526.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Diabaté,1631217.0,,
263,PT04M22.00S,2026-01-11T03:21:12.0Z,2,REGULAR,foul,personal,[],1642383,,,1610612766,28,68,2026-01-11T03:21:16Z,2600000,False,,,0,,W. Clayton Jr. personal FOUL (2 PF),"[1642383, 1630163]",1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,1627526.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,0.0,Ball,1630163.0,,
265,PT04M11.00S,2026-01-11T03:21:41.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,77.61169513797634,93.38235294117648,1610612766,28,68,2026-01-11T03:21:45Z,2620000,False,217.0,158.0,1,right,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,Above the Break 3,24+ Right Center,26.83,Missed,,,,,,,,,,,,,,,,,
266,PT04M11.00S,2026-01-11T03:21:41.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,28,68,2026-01-11T03:21:45Z,2630000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,265.0,,,,,,,,,,,,
267,PT04M11.00S,2026-01-11T03:21:44.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642271,,,1610612766,28,68,2026-01-11T03:21:53Z,2640000,False,,,0,,K. Filipowski loose ball personal FOUL (2 PF) (Diabaté 2 FT),"[1642271, 1631217]",1610612762.0,UTA,loose ball,,,Filipowski,K. Filipowski,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,0.0,Diabaté,1631217.0,,
269,PT04M11.00S,2026-01-11T03:22:11.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631217,,,1610612766,28,69,2026-01-11T03:22:11Z,2660000,False,,,0,,M. Diabaté Free Throw 1 of 2 (1 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
270,PT04M11.00S,2026-01-11T03:22:11.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631217,,,1610612766,28,69,2026-01-11T03:22:30Z,2670000,False,,,0,,MISS M. Diabaté Free Throw 2 of 2,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
271,PT04M07.00S,2026-01-11T03:22:15.4Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612766,28,69,2026-01-11T03:22:30Z,2680000,False,,,0,,G. Williams REBOUND (Off:4 Def:0),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,270.0,4.0,0.0,4.0,,,,,,,,,
272,PT04M06.00S,2026-01-11T03:22:30.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,71.30420499342969,21.323529411764707,1610612766,28,69,2026-01-11T03:22:38Z,2690000,False,-143.0,217.0,1,right,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,
273,PT04M05.00S,2026-01-11T03:22:31.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,28,69,2026-01-11T03:22:38Z,2700000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,272.0,,,,,,,,,,,,
274,PT04M05.00S,2026-01-11T03:22:37.9Z,2,REGULAR,foul,personal,[],1631217,,,1610612762,28,69,2026-01-11T03:22:43Z,2710000,False,,,0,,M. Diabaté loose ball personal FOUL (1 PF),"[1631217, 1642271]",1610612766.0,CHA,loose ball,,,Diabaté,M. Diabaté,,,,,1627534.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Filipowski,1642271.0,,
276,PT03M54.00S,2026-01-11T03:23:03.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642383,13.354139290407357,42.8921568627451,1610612762,28,69,2026-01-11T03:24:12Z,2730000,False,36.0,73.0,1,left,MISS W. Clayton Jr. 8' driving floating Shot,[1642383],1610612762.0,UTA,driving floating,,,Clayton Jr.,W. Clayton Jr.,,,,,,In The Paint (Non-RA),8-16 Center,8.12,Missed,,,,,,,,,,,,,,,,,
277,PT03M50.00S,2026-01-11T03:23:07.9Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,28,69,2026-01-11T03:23:08Z,2740000,False,,,0,,B. Miller REBOUND (Off:1 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,276.0,3.0,2.0,1.0,,,,,,,,,
278,PT03M44.00S,2026-01-11T03:23:13.2Z,2,REGULAR,3pt,Jump Shot,[],1629684,69.59592641261499,70.83333333333334,1610612766,28,69,2026-01-11T03:27:26Z,2750000,False,104.0,233.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,
279,PT03M41.00S,2026-01-11T03:23:16.2Z,2,REGULAR,rebound,offensive,[],1631217,,,1610612766,28,69,2026-01-11T03:27:26Z,2760000,False,,,0,,M. Diabaté REBOUND (Off:3 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,Above the Break 3,24+ Right Center,,,,,,,278.0,5.0,2.0,3.0,,,,,,,,,
280,PT03M41.00S,2026-01-11T03:23:17.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631217,94.40999984741211,50.0,1610612766,28,71,2026-01-11T03:23:17Z,2770000,False,0.0,0.0,1,right,M. Diabaté putback Layup (3 PTS),[1631217],1610612766.0,CHA,putback,,,Diabaté,M. Diabaté,,,,,,Mid-Range,8-16 Left,0.0,Made,3.0,,,,,,,,,,,,,,,,
281,PT03M23.00S,2026-01-11T03:23:44.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642262,7.440867279894875,61.76470588235294,1610612762,28,71,2026-01-11T03:28:17Z,2780000,False,-59.0,17.0,1,left,MISS C. Williams 6' driving floating Shot,[1642262],1610612762.0,UTA,driving floating,,,Williams,C. Williams,,,,,,In The Paint (Non-RA),0-8 Center,6.13,Missed,,,,,,,,,,,,,,,,,
282,PT03M21.00S,2026-01-11T03:23:46.4Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612766,28,71,2026-01-11T03:33:25Z,2790000,False,,,0,,G. Williams REBOUND (Off:4 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,281.0,5.0,1.0,4.0,,,,,,,,,
283,PT03M17.00S,2026-01-11T03:23:50.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630182,70.38436268068331,71.81372549019608,1610612766,28,71,2026-01-11T03:29:03Z,2800000,False,109.0,226.0,1,right,MISS J. Green 25' running 3PT,[1630182],1610612766.0,CHA,running,,,Green,J. Green,,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,
284,PT03M13.00S,2026-01-11T03:23:54.5Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,28,71,2026-01-11T03:23:54Z,2810000,False,,,0,,K. George REBOUND (Off:1 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,Above the Break 3,24+ Right Center,,,,,,,283.0,2.0,1.0,1.0,,,,,,,,,
285,PT03M07.00S,2026-01-11T03:24:00.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642271,10.200394218134035,47.05882352941176,1610612762,28,71,2026-01-11T03:29:43Z,2820000,False,15.0,43.0,1,left,MISS K. Filipowski running Layup,[1642271],1610612762.0,UTA,running,,,Filipowski,K. Filipowski,,,,,,In The Paint (Non-RA),0-8 Center,4.58,Missed,,,,,,,,,,,,,,,,,
286,PT03M05.00S,2026-01-11T03:24:02.3Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612766,28,71,2026-01-11T03:24:03Z,2830000,False,,,0,,G. Williams REBOUND (Off:4 Def:2),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,285.0,6.0,2.0,4.0,,,,,,,,,
287,PT02M56.00S,2026-01-11T03:24:11.4Z,2,REGULAR,3pt,Jump Shot,[],1641706,75.64060446780552,13.725490196078432,1610612766,28,71,2026-01-11T03:24:14Z,2840000,False,-181.0,176.0,1,right,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,
288,PT02M55.00S,2026-01-11T03:24:12.9Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612766,28,71,2026-01-11T03:24:12Z,2850000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,Above the Break 3,24+ Left Center,,,,,,,287.0,1.0,0.0,1.0,,,,,,,,,
289,PT02M53.00S,2026-01-11T03:24:14.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,67.49342969776609,46.07843137254902,1610612766,28,74,2026-01-11T03:24:18Z,2860000,False,-20.0,253.0,1,right,L. Ball 25' 3PT  (14 PTS) (J. Green 1 AST),"[1630163, 1630182]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Above the Break 3,24+ Center,25.39,Made,14.0,J. Green,1630182.0,1.0,,,,,,,,,,,,,
291,PT02M51.00S,2026-01-11T03:24:19.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,28,74,2026-01-11T03:24:19Z,2880000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M51.00S,2026-01-11T03:26:58.5Z,2,REGULAR,substitution,out,[],1630182,,,1610612762,28,74,2026-01-11T03:27:13Z,2890000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M51.00S,2026-01-11T03:26:58.5Z,2,REGULAR,substitution,out,[],1631217,,,1610612762,28,74,2026-01-11T03:27:13Z,2900000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M51.00S,2026-01-11T03:26:58.5Z,2,REGULAR,substitution,out,[],1629684,,,1610612762,28,74,2026-01-11T03:27:13Z,2910000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M51.00S,2026-01-11T03:26:58.5Z,2,REGULAR,substitution,in,[],1628970,,,1610612762,28,74,2026-01-11T03:27:13Z,2920000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M51.00S,2026-01-11T03:26:58.5Z,2,REGULAR,substitution,in,[],1642883,,,1610612762,28,74,2026-01-11T03:27:13Z,2930000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M51.00S,2026-01-11T03:26:58.5Z,2,REGULAR,substitution,in,[],1641750,,,1610612762,28,74,2026-01-11T03:27:13Z,2940000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M51.00S,2026-01-11T03:26:58.5Z,2,REGULAR,substitution,out,[],1642262,,,1610612762,28,74,2026-01-11T03:27:26Z,2950000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M51.00S,2026-01-11T03:26:58.5Z,2,REGULAR,substitution,out,[],1642383,,,1610612762,28,74,2026-01-11T03:27:26Z,2960000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M51.00S,2026-01-11T03:26:58.5Z,2,REGULAR,substitution,in,[],1641729,,,1610612762,28,74,2026-01-11T03:27:26Z,2970000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M51.00S,2026-01-11T03:26:58.5Z,2,REGULAR,substitution,in,[],1642268,,,1610612762,28,74,2026-01-11T03:27:26Z,2980000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M35.00S,2026-01-11T03:27:31.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,12.302890932982917,52.20588235294118,1610612762,28,74,2026-01-11T03:30:39Z,2990000,False,-11.0,63.0,1,left,MISS I. Collier 6' driving floating Shot,[1642268],1610612762.0,UTA,driving floating,,,Collier,I. Collier,,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,,,,,,,
306,PT02M31.00S,2026-01-11T03:27:35.3Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,28,74,2026-01-11T03:41:59Z,3000000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,305.0,4.0,4.0,0.0,,,,,,,,,
307,PT02M15.00S,2026-01-11T03:27:53.6Z,2,REGULAR,foul,offensive,[],1641706,,,1610612766,28,74,2026-01-11T03:27:59Z,3010000,False,,,0,,B. Miller offensive FOUL (1 PF),"[1641706, 1641718]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,202026.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,0.0,George,1641718.0,,
309,PT02M15.00S,2026-01-11T03:27:53.6Z,2,REGULAR,turnover,offensive foul,[],1641706,,,1610612766,28,74,2026-01-11T03:27:53Z,3030000,False,,,0,,B. Miller offensive foul TURNOVER (1 TO),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,202026.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,,,,
310,PT02M15.00S,2026-01-11T03:27:58.4Z,2,REGULAR,substitution,out,[],1641707,,,1610612762,28,74,2026-01-11T03:28:03Z,3040000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M15.00S,2026-01-11T03:27:58.4Z,2,REGULAR,substitution,in,[],203937,,,1610612762,28,74,2026-01-11T03:28:03Z,3050000,False,,,0,,SUB in: K. Anderson,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M57.00S,2026-01-11T03:28:39.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642271,13.091327201051248,45.09803921568628,1610612762,28,74,2026-01-11T03:31:40Z,3060000,False,25.0,71.0,1,left,MISS K. Filipowski 7' driving floating Shot,[1642271],1610612762.0,UTA,driving floating,,,Filipowski,K. Filipowski,,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,
313,PT01M53.00S,2026-01-11T03:28:43.8Z,2,REGULAR,rebound,offensive,[],1642271,,,1610612762,28,74,2026-01-11T03:28:43Z,3070000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,312.0,3.0,1.0,2.0,,,,,,,,,
314,PT01M53.00S,2026-01-11T03:28:42.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642271,5.590000152587891,50.0,1610612762,30,74,2026-01-11T03:28:42Z,3080000,False,0.0,0.0,1,left,K. Filipowski tip Layup (2 PTS),[1642271],1610612762.0,UTA,tip,,,Filipowski,K. Filipowski,,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,
315,PT01M41.00S,2026-01-11T03:28:54.7Z,2,REGULAR,3pt,Jump Shot,[],1628970,94.1688567674113,96.07843137254902,1610612766,30,77,2026-01-11T03:28:58Z,3090000,False,230.0,2.0,1,right,M. Bridges 3PT  (11 PTS) (S. James 2 AST),"[1628970, 1642883]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Right Corner 3,24+ Right,23.04,Made,11.0,S. James,1642883.0,2.0,,,,,,,,,,,,,
317,PT01M32.00S,2026-01-11T03:29:06.3Z,2,REGULAR,foul,personal,[],1642883,,,1610612762,30,77,2026-01-11T03:29:12Z,3110000,False,,,0,,S. James personal FOUL (1 PF),"[1642883, 1641718]",1610612766.0,CHA,,,,James,S. James,,,,,1627534.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,0.0,George,1641718.0,,
319,PT01M30.00S,2026-01-11T03:29:31.5Z,2,REGULAR,turnover,bad pass,[],1642268,,,1610612762,30,77,2026-01-11T03:32:44Z,3130000,False,,,0,,I. Collier bad pass TURNOVER (1 TO),"[1642268, 1641706]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,,Miller,1641706.0
320,PT01M30.00S,2026-01-11T03:29:31.5Z,2,REGULAR,steal,,[],1641706,,,1610612766,30,77,2026-01-11T03:29:33Z,3140000,False,,,0,,B. Miller STEAL (2 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
321,PT01M08.00S,2026-01-11T03:29:52.9Z,2,REGULAR,turnover,lost ball,[],1641706,,,1610612766,30,77,2026-01-11T03:29:56Z,3150000,False,,,0,,B. Miller lost ball TURNOVER (2 TO),"[1641706, 1642268]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,2.0,,,,,Collier,1642268.0
322,PT01M08.00S,2026-01-11T03:29:52.9Z,2,REGULAR,steal,,[],1642268,,,1610612762,30,77,2026-01-11T03:29:54Z,3160000,False,,,0,,I. Collier STEAL (1 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,
323,PT01M02.00S,2026-01-11T03:29:59.4Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641729,9.411957950065702,3.431372549019608,1610612762,33,77,2026-01-11T03:33:54Z,3170000,False,233.0,36.0,1,left,B. Sensabaugh 3PT running (8 PTS) (K. Anderson 2 AST),"[1641729, 203937]",1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,,Right Corner 3,24+ Right,23.56,Made,8.0,K. Anderson,203937.0,2.0,,,,,,,,,,,,,
325,PT00M46.00S,2026-01-11T03:30:16.4Z,2,REGULAR,2pt,Jump Shot,[],1641706,85.10183968462549,69.6078431372549,1610612766,33,77,2026-01-11T03:30:20Z,3190000,False,98.0,88.0,1,right,MISS B. Miller 13' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,,Mid-Range,8-16 Right,13.14,Missed,,,,,,,,,,,,,,,,,
326,PT00M44.40S,2026-01-11T03:30:18.0Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,33,77,2026-01-11T03:30:20Z,3200000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,Mid-Range,8-16 Right,,,,,,,325.0,4.0,2.0,2.0,,,,,,,,,
327,PT00M40.50S,2026-01-11T03:30:23.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641729,9.280551905387648,39.705882352941174,1610612762,35,77,2026-01-11T03:30:28Z,3210000,False,51.0,35.0,1,left,B. Sensabaugh 6' running Layup (10 PTS) (I. Collier 1 AST),"[1641729, 1642268]",1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,,In The Paint (Non-RA),0-8 Center,6.21,Made,10.0,I. Collier,1642268.0,1.0,,,,,,,,,,,,,
