actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
592,PT01M40.00S,2023-01-11T05:49:36.9Z,4,REGULAR,freethrow,2 of 3,[],202695,,,1610612746,109,99,2023-01-11T05:49:36Z,5870000,False,,,0,,K. Leonard Free Throw 2 of 3 (32 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
593,PT01M40.00S,2023-01-11T05:49:53.9Z,4,REGULAR,freethrow,3 of 3,[],202695,,,1610612746,110,99,2023-01-11T05:49:53Z,5880000,False,,,0,,K. Leonard Free Throw 3 of 3 (33 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,33.0,,,,,,,,,,,,,,,,,
594,PT01M28.00S,2023-01-11T05:50:09.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.95335085413929,53.67647058823529,1610612742,110,99,2023-01-11T05:50:13Z,5890000,False,18.0,14.0,1,right,MISS L. Doncic driving Layup,[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,,
595,PT01M26.00S,2023-01-11T05:50:11.3Z,4,REGULAR,rebound,defensive,[],202695,,,1610612746,110,99,2023-01-11T05:50:13Z,5900000,False,,,0,,K. Leonard REBOUND (Off:1 Def:8),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,594.0,,,,,9.0,8.0,1.0,,,,,,,,,
596,PT01M25.00S,2023-01-11T05:50:14.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612746,110,99,2023-01-11T05:50:22Z,5910000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (3 PF) (Powell 2 FT),"[203501, 1626181]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,1627962.0,,,,,,,,,,3.0,0.0,Powell,1626181.0,,
598,PT01M25.00S,2023-01-11T05:50:50.9Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1626181,,,1610612746,111,99,2023-01-11T05:51:15Z,5930000,False,,,0,,N. Powell Free Throw 1 of 2 (25 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
599,PT01M25.00S,2023-01-11T05:50:50.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1626181,,,1610612746,112,99,2023-01-11T05:51:15Z,5940000,False,,,0,,N. Powell Free Throw 2 of 2 (26 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
600,PT01M14.00S,2023-01-11T05:51:23.8Z,4,REGULAR,foul,personal,['2freethrow'],202694,,,1610612742,112,99,2023-01-11T05:51:28Z,5950000,False,,,0,,M. Morris Sr. shooting personal FOUL (4 PF) (Doncic 2 FT),"[202694, 1629029]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,1627962.0,,,,,,,,,,4.0,0.0,Doncic,1629029.0,,
602,PT01M14.00S,2023-01-11T05:51:51.3Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,112,100,2023-01-11T05:51:51Z,5970000,False,,,0,,L. Doncic Free Throw 1 of 2 (42 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,42.0,,,,,,,,,,,,,,,,,
603,PT01M14.00S,2023-01-11T05:52:12.2Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,112,101,2023-01-11T05:52:12Z,5980000,False,,,0,,L. Doncic Free Throw 2 of 2 (43 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,43.0,,,,,,,,,,,,,,,,,
604,PT00M56.30S,2023-01-11T05:52:34.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612746,112,101,2023-01-11T05:52:50Z,5990000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (4 PF) (Powell 2 FT),"[203501, 1626181]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,1627962.0,,,,,,,,,,4.0,0.0,Powell,1626181.0,,
606,PT00M56.30S,2023-01-11T05:53:00.7Z,4,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,113,101,2023-01-11T05:53:00Z,6010000,False,,,0,,N. Powell Free Throw 1 of 2 (27 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
607,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,out,[],202695,,,1610612746,113,101,2023-01-11T05:53:28Z,6020000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,out,[],201587,,,1610612746,113,101,2023-01-11T05:53:28Z,6030000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,out,[],203915,,,1610612746,113,101,2023-01-11T05:53:28Z,6040000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,out,[],1626174,,,1610612746,113,101,2023-01-11T05:53:28Z,6050000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,out,[],1629029,,,1610612746,113,101,2023-01-11T05:53:28Z,6060000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,out,[],203501,,,1610612746,113,101,2023-01-11T05:53:28Z,6070000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,in,[],203496,,,1610612746,113,101,2023-01-11T05:53:28Z,6080000,False,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,in,[],1629599,,,1610612746,113,101,2023-01-11T05:53:28Z,6090000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,in,[],1630702,,,1610612746,113,101,2023-01-11T05:53:28Z,6100000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,in,[],1630593,,,1610612746,113,101,2023-01-11T05:53:28Z,6110000,False,,,0,,SUB in: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,in,[],1630639,,,1610612746,113,101,2023-01-11T05:53:28Z,6120000,False,,,0,,SUB in: A. Lawson,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M56.30S,2023-01-11T05:53:02.1Z,4,REGULAR,substitution,in,[],1629033,,,1610612746,113,101,2023-01-11T05:53:28Z,6130000,False,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT00M56.30S,2023-01-11T05:53:00.7Z,4,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,113,101,2023-01-11T05:53:45Z,6140000,False,,,0,,MISS N. Powell Free Throw 2 of 2,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
620,PT00M54.70S,2023-01-11T05:53:02.3Z,4,REGULAR,rebound,defensive,[],1630639,,,1610612742,113,101,2023-01-11T05:53:45Z,6150000,False,,,0,,A. Lawson REBOUND (Off:0 Def:1),[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,619.0,,,,,1.0,1.0,0.0,,,,,,,,,
621,PT00M41.00S,2023-01-11T05:53:57.0Z,4,REGULAR,3pt,Jump Shot,[],1630702,75.73915900131406,16.17647058823529,1610612742,113,101,2023-01-11T05:54:01Z,6160000,False,-169.0,176.0,1,right,MISS J. Hardy 24' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,24.38,Missed,,,,,,,,,,,,,,,,,,
622,PT00M37.90S,2023-01-11T05:54:00.1Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,113,101,2023-01-11T05:54:01Z,6170000,False,,,0,,T. Mann REBOUND (Off:0 Def:5),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,621.0,,,,,5.0,5.0,0.0,,,,,,,,,
623,PT00M16.90S,2023-01-11T05:54:24.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612746,113,101,2023-01-11T05:54:31Z,6180000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,1627962.0,,,,,,,,,,,,,,,
624,PT00M00.00S,2023-01-11T05:54:47.4Z,4,REGULAR,period,end,[],0,,,1610612742,113,101,2023-01-11T05:54:47Z,6190000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M00.00S,2023-01-11T05:56:50.9Z,4,REGULAR,game,end,[],0,,,0,113,101,2023-01-11T05:56:50Z,6200000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
