actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
617,PT02M06.00S,2022-10-24T04:16:47.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,13.584099868593952,35.5392156862745,1610612756,90,105,2022-10-24T04:21:25Z,6010000,72.0,75.0,1,left,D. Booker 10' pullup Jump Shot (32 PTS) (M. Bridges 4 AST),"[1626164, 1628969]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,10.43,Made,,,,,,,,,,,32.0,M. Bridges,1628969.0,4.0,,,,
619,PT01M52.00S,2022-10-24T04:17:02.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629599,87.0400788436268,46.07843137254902,1610612746,90,105,2022-10-24T04:17:05Z,6030000,-20.0,69.0,1,right,MISS A. Coffey 7' driving Hook,[1629599],1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,7.2,Missed,,,,,,,,,,,,,,,,,,
620,PT01M49.00S,2022-10-24T04:17:05.1Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612756,90,105,2022-10-24T04:17:05Z,6040000,,,0,,D. Ayton REBOUND (Off:2 Def:6),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,619.0,8.0,6.0,2.0,,,,,,,,,,,,,,
621,PT01M48.00S,2022-10-24T04:17:05.5Z,4,REGULAR,turnover,lost ball,[],1629028,,,1610612756,90,105,2022-10-24T04:17:09Z,6050000,,,0,,D. Ayton lost ball TURNOVER (4 TO),"[1629028, 1629599]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,4.0,,,,,Coffey,1629599.0,,
622,PT01M48.00S,2022-10-24T04:17:05.5Z,4,REGULAR,steal,,[],1629599,,,1610612746,90,105,2022-10-24T04:17:07Z,6060000,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
623,PT01M40.00S,2022-10-24T04:17:13.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629611,67.9862023653088,47.549019607843135,1610612746,93,105,2022-10-24T04:17:18Z,6070000,-12.0,248.0,1,right,T. Mann 24' 3PT step back (9 PTS),[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,24.87,Made,,,,,,,,,,,9.0,,,,,,,
624,PT01M16.00S,2022-10-24T04:17:40.9Z,4,REGULAR,3pt,Jump Shot,[],1626164,21.0742444152431,92.15686274509804,1610612756,93,108,2022-10-24T04:22:51Z,6080000,-211.0,146.0,1,left,D. Booker 25' 3PT pullup (35 PTS) (C. Johnson 2 AST),"[1626164, 1629661]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,25.62,Made,,,,,,,,,,,35.0,C. Johnson,1629661.0,2.0,,,,
626,PT01M14.00S,2022-10-24T04:17:48.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",101108,,,1610612746,93,108,2022-10-24T04:18:20Z,6100000,,,0,,C. Paul personal FOUL (2 PF) (Preston 2 FT),"[101108, 1630554]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,,,1627524.0,2.0,0.0,Preston,1630554.0,,,,,,,,,
628,PT01M14.00S,2022-10-24T04:18:28.1Z,4,REGULAR,freethrow,1 of 2,[],1630554,,,1610612746,93,108,2022-10-24T04:18:57Z,6120000,,,0,,MISS J. Preston Free Throw 1 of 2,[1630554],1610612746.0,LAC,,,,Preston,J. Preston,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
629,PT01M14.00S,2022-10-24T04:18:28.1Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,93,108,2022-10-24T04:18:57Z,6130000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,628.0,,,,,,,,,,,,,,,,,
630,PT01M14.00S,2022-10-24T04:18:29.2Z,4,REGULAR,substitution,out,[],1626164,,,1610612746,93,108,2022-10-24T04:18:38Z,6140000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M14.00S,2022-10-24T04:18:29.2Z,4,REGULAR,substitution,out,[],101108,,,1610612746,93,108,2022-10-24T04:18:38Z,6150000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M14.00S,2022-10-24T04:18:29.2Z,4,REGULAR,substitution,out,[],1629028,,,1610612746,93,108,2022-10-24T04:18:38Z,6160000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT01M14.00S,2022-10-24T04:18:29.2Z,4,REGULAR,substitution,out,[],1629661,,,1610612746,93,108,2022-10-24T04:18:38Z,6170000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M14.00S,2022-10-24T04:18:29.2Z,4,REGULAR,substitution,out,[],1628969,,,1610612746,93,108,2022-10-24T04:18:38Z,6180000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT01M14.00S,2022-10-24T04:18:29.2Z,4,REGULAR,substitution,in,[],1629013,,,1610612746,93,108,2022-10-24T04:18:38Z,6190000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT01M14.00S,2022-10-24T04:18:29.2Z,4,REGULAR,substitution,in,[],1629111,,,1610612746,93,108,2022-10-24T04:18:38Z,6200000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT01M14.00S,2022-10-24T04:18:29.2Z,4,REGULAR,substitution,in,[],1630613,,,1610612746,93,108,2022-10-24T04:18:38Z,6210000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612756.0,PHX,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M14.00S,2022-10-24T04:18:29.2Z,4,REGULAR,substitution,in,[],1628470,,,1610612746,93,108,2022-10-24T04:18:38Z,6220000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M14.00S,2022-10-24T04:18:29.2Z,4,REGULAR,substitution,in,[],1629006,,,1610612746,93,108,2022-10-24T04:18:38Z,6230000,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT01M14.00S,2022-10-24T04:18:28.1Z,4,REGULAR,freethrow,2 of 2,[],1630554,,,1610612746,93,108,2022-10-24T04:18:57Z,6240000,,,0,,MISS J. Preston Free Throw 2 of 2,[1630554],1610612746.0,LAC,,,,Preston,J. Preston,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
641,PT01M11.00S,2022-10-24T04:18:31.1Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612756,93,108,2022-10-24T04:18:57Z,6250000,,,0,,J. Landale REBOUND (Off:2 Def:7),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,640.0,9.0,7.0,2.0,,,,,,,,,,,,,,
642,PT00M56.90S,2022-10-24T04:19:09.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,7.408015768725363,57.35294117647059,1610612756,93,108,2022-10-24T04:19:13Z,6260000,-37.0,17.0,1,left,MISS D. Washington Jr. driving finger roll Layup,[1630613],1610612756.0,PHX,driving finger roll,,,Washington Jr.,D. Washington Jr.,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,,
643,PT00M54.80S,2022-10-24T04:19:11.4Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,93,108,2022-10-24T04:19:13Z,6270000,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,642.0,2.0,1.0,1.0,,,,,,,,,,,,,,
644,PT00M49.10S,2022-10-24T04:19:17.1Z,4,REGULAR,3pt,Jump Shot,[],1630554,86.25164257555848,96.81372549019608,1610612746,93,108,2022-10-24T04:19:22Z,6280000,234.0,77.0,1,right,MISS J. Preston 24' 3PT,[1630554],1610612746.0,LAC,,,,Preston,J. Preston,,,,,Right Corner 3,24+ Right,24.63,Missed,,,,,,,,,,,,,,,,,,
645,PT00M46.10S,2022-10-24T04:19:20.1Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612756,93,108,2022-10-24T04:19:22Z,6290000,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,644.0,1.0,1.0,0.0,,,,,,,,,,,,,,
646,PT00M41.80S,2022-10-24T04:19:26.3Z,4,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612756,93,108,2022-10-24T04:19:33Z,6300000,,,0,,M. Brown shooting personal FOUL (1 PF) (Okogie 2 FT),"[1629650, 1629006]",1610612746.0,LAC,shooting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,1.0,0.0,Okogie,1629006.0,,,,,,,,,
648,PT00M41.80S,2022-10-24T04:19:54.0Z,4,REGULAR,freethrow,1 of 2,[],1629006,,,1610612756,93,109,2022-10-24T04:19:54Z,6320000,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
649,PT00M41.80S,2022-10-24T04:20:04.2Z,4,REGULAR,freethrow,2 of 2,[],1629006,,,1610612756,93,110,2022-10-24T04:20:04Z,6330000,,,0,,J. Okogie Free Throw 2 of 2 (2 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
650,PT00M28.70S,2022-10-24T04:20:19.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,93.47897503285151,47.549019607843135,1610612746,95,110,2022-10-24T04:20:23Z,6340000,-12.0,9.0,1,right,M. Brown DUNK (2 PTS),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,1.51,Made,,,,,,,,,,,2.0,,,,,,,
651,PT00M25.20S,2022-10-24T04:20:28.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612756,95,110,2022-10-24T04:25:24Z,6350000,,,0,,T. Mann take personal FOUL (2 PF) (Shamet 2 FT),"[1629611, 1629013]",1610612746.0,LAC,take,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,2004.0,2.0,0.0,Shamet,1629013.0,,,,,,,,,
653,PT00M25.20S,2022-10-24T04:21:00.3Z,4,REGULAR,freethrow,1 of 2,[],1629013,,,1610612756,95,111,2022-10-24T04:21:00Z,6370000,,,0,,L. Shamet Free Throw 1 of 2 (7 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
654,PT00M25.20S,2022-10-24T04:21:01.8Z,4,REGULAR,substitution,out,[],1628470,,,1610612756,95,111,2022-10-24T04:21:07Z,6380000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M25.20S,2022-10-24T04:21:01.8Z,4,REGULAR,substitution,in,[],1626166,,,1610612756,95,111,2022-10-24T04:21:07Z,6390000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M25.20S,2022-10-24T04:21:14.9Z,4,REGULAR,freethrow,2 of 2,[],1629013,,,1610612756,95,112,2022-10-24T04:21:14Z,6400000,,,0,,L. Shamet Free Throw 2 of 2 (8 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
657,PT00M12.60S,2022-10-24T04:21:28.7Z,4,REGULAR,3pt,Jump Shot,[],1630527,67.59198423127464,39.70588235294118,1610612746,95,112,2022-10-24T04:25:45Z,6410000,-51.0,252.0,1,right,MISS B. Boston 25' step back 3PT,[1630527],1610612746.0,LAC,step back,,,Boston Jr.,B. Boston,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
658,PT00M08.80S,2022-10-24T04:21:32.6Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612756,95,112,2022-10-24T04:21:32Z,6420000,,,0,,J. Landale REBOUND (Off:2 Def:8),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,657.0,10.0,8.0,2.0,,,,,,,,,,,,,,
659,PT00M00.00S,2022-10-24T04:21:48.2Z,4,REGULAR,period,end,[],0,,,1610612756,95,112,2022-10-24T04:21:48Z,6430000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M00.00S,2022-10-24T04:21:53.7Z,4,REGULAR,game,end,[],0,,,0,95,112,2022-10-24T04:21:53Z,6440000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
