actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
337,PT11M41.00S,2022-11-01T03:51:45.3Z,3,REGULAR,3pt,Jump Shot,[],202331,22.125492772667542,89.70588235294117,1610612746,51,52,2022-11-01T03:51:51Z,3320000,-199.0,155.0,1,left,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
338,PT11M37.00S,2022-11-01T03:51:49.3Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,51,52,2022-11-01T03:51:51Z,3330000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,337.0,3.0,3.0,0.0,,,,,,,,,,,
339,PT11M25.00S,2022-11-01T03:52:04.1Z,3,REGULAR,turnover,traveling,[],1630578,,,1610612745,51,52,2022-11-01T03:52:13Z,3340000,,,0,,A. Sengun traveling TURNOVER (2 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,,,,,,,2.0,,,202007.0,,,,,,,
340,PT11M14.00S,2022-11-01T03:52:27.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202331,6.4881734559789805,50.0,1610612746,53,52,2022-11-01T03:52:33Z,3350000,0.0,8.0,1,left,P. George driving DUNK (16 PTS) (R. Jackson 5 AST),"[202331, 202704]",1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,0.85,Made,16.0,,,,,,,,,,,,,,,R. Jackson,202704.0,5.0
342,PT10M52.00S,2022-11-01T03:52:48.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.47897503285151,45.34313725490197,1610612745,53,54,2022-11-01T03:52:51Z,3370000,-23.0,9.0,1,right,A. Sengun Layup (10 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.49,Made,10.0,,,,,,,,,,,,,,,,,
343,PT10M35.00S,2022-11-01T03:53:05.3Z,3,REGULAR,3pt,Jump Shot,[],1628379,26.067674113009204,14.950980392156865,1610612746,53,54,2022-11-01T03:53:10Z,3380000,175.0,193.0,1,left,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
344,PT10M31.00S,2022-11-01T03:53:09.3Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,53,54,2022-11-01T03:53:10Z,3390000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:4),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,343.0,4.0,4.0,0.0,,,,,,,,,,,
345,PT10M18.00S,2022-11-01T03:53:23.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.34756898817345,45.58823529411765,1610612745,53,54,2022-11-01T03:53:52Z,3400000,-22.0,10.0,1,right,MISS A. Sengun driving reverse Layup,[1630578],1610612745.0,HOU,driving reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
346,PT10M16.00S,2022-11-01T03:53:25.3Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,53,54,2022-11-01T03:53:29Z,3410000,,,0,,L. Kennard REBOUND (Off:0 Def:5),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,345.0,5.0,5.0,0.0,,,,,,,,,,,
347,PT10M11.00S,2022-11-01T03:53:30.2Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",202694,5.831143232588701,50.49019607843137,1610612746,55,54,2022-11-01T03:53:42Z,3420000,-2.0,2.0,1,left,M. Morris Sr. cutting DUNK (8 PTS) (P. George 4 AST),"[202694, 202331]",1610612746.0,LAC,cutting,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,0.34,Made,8.0,,,,,,,,,,,,,,,P. George,202331.0,4.0
349,PT09M57.00S,2022-11-01T03:53:45.7Z,3,REGULAR,foul,personal,[],1627826,,,1610612745,55,54,2022-11-01T03:53:53Z,3440000,,,0,,I. Zubac personal FOUL (3 PF),"[1627826, 1630578]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2534.0,3.0,0.0,Sengun,1630578.0,,,
351,PT09M46.00S,2022-11-01T03:54:23.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,90.32522996057818,50.73529411764706,1610612745,55,54,2022-11-01T03:54:28Z,3460000,4.0,38.0,1,right,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,,
352,PT09M45.00S,2022-11-01T03:54:25.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,55,54,2022-11-01T03:54:25Z,3470000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,351.0,,,,,,,,,,,,,,
354,PT09M42.00S,2022-11-01T03:54:45.4Z,3,REGULAR,turnover,bad pass,[],1629645,,,1610612745,55,54,2022-11-01T03:54:58Z,3490000,,,0,,K. Porter Jr. bad pass TURNOVER (2 TO),"[1629645, 202331]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,George,202331.0,,,,,,,,
355,PT09M42.00S,2022-11-01T03:54:45.4Z,3,REGULAR,steal,,[],202331,,,1610612746,55,54,2022-11-01T03:54:47Z,3500000,,,0,,P. George STEAL (4 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
356,PT09M38.00S,2022-11-01T03:54:54.9Z,3,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612746,55,54,2022-11-01T03:55:35Z,3510000,,,0,,A. Sengun transition take personal FOUL (2 PF) (George 1 FT),"[1630578, 202331]",1610612745.0,HOU,transition take,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202007.0,2.0,0.0,George,202331.0,,,
358,PT09M38.00S,2022-11-01T03:55:43.7Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],202331,,,1610612746,55,54,2022-11-01T03:55:43Z,3530000,,,0,,MISS P. George transition take Free Throw 1 of 1,[202331],1610612746.0,LAC,transition take,,,George,P. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
359,PT09M38.00S,2022-11-01T03:55:43.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,55,54,2022-11-01T03:55:53Z,3540000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,
360,PT09M26.00S,2022-11-01T03:56:11.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202704,33.6892247043364,70.34313725490196,1610612746,55,54,2022-11-01T03:56:15Z,3550000,-102.0,264.0,1,left,MISS R. Jackson 28' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,28.31,Missed,,,,,,,,,,,,,,,,,,
361,PT09M22.00S,2022-11-01T03:56:15.3Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,55,54,2022-11-01T03:56:15Z,3560000,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,360.0,5.0,4.0,1.0,,,,,,,,,,,
362,PT09M14.00S,2022-11-01T03:56:23.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,91.37647831800263,53.18627450980392,1610612745,55,56,2022-11-01T03:56:26Z,3570000,16.0,29.0,1,right,J. Smith Jr. Layup (4 PTS) (K. Porter Jr. 4 AST),"[1631095, 1629645]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,3.27,Made,4.0,,,,,,,,,,,,,,,K. Porter Jr.,1629645.0,4.0
364,PT08M48.00S,2022-11-01T03:56:49.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,7.802233902759525,56.61764705882353,1610612746,55,56,2022-11-01T03:58:11Z,3590000,-33.0,21.0,1,left,MISS R. Jackson driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,,,,,,
365,PT08M46.00S,2022-11-01T03:56:51.6Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,55,56,2022-11-01T03:58:11Z,3600000,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,364.0,3.0,3.0,0.0,,,,,,,,,,,
366,PT08M23.00S,2022-11-01T03:57:15.0Z,3,REGULAR,3pt,Jump Shot,[],1629645,68.9060446780552,71.32352941176471,1610612745,55,56,2022-11-01T03:57:25Z,3610000,107.0,240.0,1,right,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
367,PT08M21.00S,2022-11-01T03:57:16.7Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,55,56,2022-11-01T03:57:16Z,3620000,,,0,,A. Sengun REBOUND (Off:2 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,366.0,6.0,4.0,2.0,,,,,,,,,,,
368,PT08M16.00S,2022-11-01T03:57:21.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,88.09132720105124,95.34313725490196,1610612745,55,59,2022-11-01T03:57:28Z,3630000,227.0,59.0,1,right,K. Porter Jr. 3PT step back (7 PTS) (A. Sengun 2 AST),"[1629645, 1630578]",1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,23.44,Made,7.0,,,,,,,,,,,,,,,A. Sengun,1630578.0,2.0
370,PT07M48.00S,2022-11-01T03:57:49.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,7.539421813403408,46.568627450980394,1610612746,57,59,2022-11-01T03:57:56Z,3650000,17.0,18.0,1,left,P. George cutting Layup (18 PTS) (M. Morris Sr. 1 AST),"[202331, 202694]",1610612746.0,LAC,cutting,,,George,P. George,,,,,Restricted Area,0-8 Center,2.52,Made,18.0,,,,,,,,,,,,,,,M. Morris Sr.,202694.0,1.0
372,PT07M30.00S,2022-11-01T03:58:06.9Z,3,REGULAR,2pt,Jump Shot,[],1630578,76.00197109067017,48.774509803921575,1610612745,57,59,2022-11-01T03:58:12Z,3670000,-6.0,173.0,1,right,MISS A. Sengun 17' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,17.32,Missed,,,,,,,,,,,,,,,,,,
373,PT07M27.00S,2022-11-01T03:58:09.9Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,57,59,2022-11-01T03:58:12Z,3680000,,,0,,I. Zubac REBOUND (Off:1 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Center,,,,,,372.0,8.0,7.0,1.0,,,,,,,,,,,
374,PT07M23.00S,2022-11-01T03:58:14.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202704,24.096583442838366,90.44117647058823,1610612746,57,59,2022-11-01T03:58:22Z,3690000,-202.0,174.0,1,left,MISS R. Jackson 26' step back 3PT,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
375,PT07M18.00S,2022-11-01T03:58:19.7Z,3,REGULAR,rebound,offensive,[],1628379,,,1610612746,57,59,2022-11-01T03:58:22Z,3700000,,,0,,L. Kennard REBOUND (Off:1 Def:5),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,374.0,6.0,5.0,1.0,,,,,,,,,,,
376,PT07M17.00S,2022-11-01T03:58:20.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202694,29.878449408672807,21.568627450980387,1610612746,57,59,2022-11-01T03:58:25Z,3710000,142.0,228.0,1,left,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,26.9,Missed,,,,,,,,,,,,,,,,,,
377,PT07M13.00S,2022-11-01T03:58:24.6Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,57,59,2022-11-01T03:58:25Z,3720000,,,0,,A. Sengun REBOUND (Off:2 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,376.0,7.0,5.0,2.0,,,,,,,,,,,
378,PT07M00.00S,2022-11-01T03:58:37.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,93.2161629434954,49.50980392156863,1610612745,57,61,2022-11-01T03:58:41Z,3730000,-2.0,11.0,1,right,J. Green cutting DUNK (7 PTS) (A. Sengun 3 AST),"[1630224, 1630578]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.16,Made,7.0,,,,,,,,,,,,,,,A. Sengun,1630578.0,3.0
380,PT07M00.00S,2022-11-01T03:58:42.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,57,61,2022-11-01T03:58:42Z,3750000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M00.00S,2022-11-01T04:01:05.8Z,3,REGULAR,substitution,out,[],202704,,,1610612746,57,61,2022-11-01T04:01:22Z,3760000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT07M00.00S,2022-11-01T04:01:05.8Z,3,REGULAR,substitution,in,[],1626181,,,1610612746,57,61,2022-11-01T04:01:22Z,3770000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M48.00S,2022-11-01T04:01:45.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,6.619579500657039,50.245098039215684,1610612746,59,61,2022-11-01T04:01:50Z,3780000,-1.0,10.0,1,left,I. Zubac alley-oop DUNK (12 PTS) (P. George 5 AST),"[1627826, 202331]",1610612746.0,LAC,alley-oop,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.98,Made,12.0,,,,,,,,,,,,,,,P. George,202331.0,5.0
385,PT06M28.00S,2022-11-01T04:02:05.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201569,92.0335085413929,46.32352941176471,1610612745,59,61,2022-11-01T04:02:11Z,3800000,-18.0,22.0,1,right,MISS E. Gordon driving Layup,[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
386,PT06M26.00S,2022-11-01T04:02:07.5Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,59,61,2022-11-01T04:02:11Z,3810000,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,385.0,4.0,4.0,0.0,,,,,,,,,,,
387,PT06M21.00S,2022-11-01T04:02:12.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,6.4881734559789805,96.81372549019608,1610612746,62,61,2022-11-01T04:02:22Z,3820000,-234.0,8.0,1,left,N. Powell 3PT running (5 PTS) (M. Morris Sr. 2 AST),"[1626181, 202694]",1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.43,Made,5.0,,,,,,,,,,,,,,,M. Morris Sr.,202694.0,2.0
389,PT05M57.00S,2022-11-01T04:02:35.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,85.5946123521682,58.57843137254902,1610612745,62,61,2022-11-01T04:02:39Z,3840000,43.0,83.0,1,right,MISS J. Green 9' driving floating Shot,[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,9.33,Missed,,,,,,,,,,,,,,,,,,
390,PT05M55.00S,2022-11-01T04:02:37.5Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,62,61,2022-11-01T04:02:39Z,3850000,,,0,,I. Zubac REBOUND (Off:1 Def:8),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,389.0,9.0,8.0,1.0,,,,,,,,,,,
391,PT05M47.00S,2022-11-01T04:02:45.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,12.13863337713535,53.92156862745098,1610612746,62,61,2022-11-01T04:02:53Z,3860000,-20.0,62.0,1,left,MISS I. Zubac 6' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.46,Missed,,,,,,,,,,,,,,,,,,
392,PT05M45.00S,2022-11-01T04:02:47.7Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,62,61,2022-11-01T04:02:53Z,3870000,,,0,,A. Sengun REBOUND (Off:2 Def:6),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,391.0,8.0,6.0,2.0,,,,,,,,,,,
393,PT05M35.00S,2022-11-01T04:02:57.7Z,3,REGULAR,3pt,Jump Shot,[],1631095,74.55650459921156,86.51960784313725,1610612745,62,61,2022-11-01T04:03:04Z,3880000,183.0,187.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
394,PT05M34.00S,2022-11-01T04:02:58.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,62,61,2022-11-01T04:03:04Z,3890000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,393.0,,,,,,,,,,,,,,
395,PT05M34.00S,2022-11-01T04:03:03.8Z,3,REGULAR,foul,personal,[],1630578,,,1610612746,62,61,2022-11-01T04:03:16Z,3900000,,,0,,A. Sengun loose ball personal FOUL (3 PF),"[1630578, 202331]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1201.0,3.0,0.0,George,202331.0,,,
397,PT05M34.00S,2022-11-01T04:03:12.0Z,3,REGULAR,substitution,out,[],1631095,,,1610612746,62,61,2022-11-01T04:03:26Z,3920000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M34.00S,2022-11-01T04:03:12.0Z,3,REGULAR,substitution,out,[],1630224,,,1610612746,62,61,2022-11-01T04:03:26Z,3930000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M34.00S,2022-11-01T04:03:12.0Z,3,REGULAR,substitution,out,[],201569,,,1610612746,62,61,2022-11-01T04:03:26Z,3940000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M34.00S,2022-11-01T04:03:12.0Z,3,REGULAR,substitution,in,[],1630231,,,1610612746,62,61,2022-11-01T04:03:26Z,3950000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M34.00S,2022-11-01T04:03:12.0Z,3,REGULAR,substitution,in,[],1631106,,,1610612746,62,61,2022-11-01T04:03:26Z,3960000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M34.00S,2022-11-01T04:03:12.0Z,3,REGULAR,substitution,in,[],1629726,,,1610612746,62,61,2022-11-01T04:03:26Z,3970000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M28.00S,2022-11-01T04:03:35.3Z,3,REGULAR,foul,personal,[],1629645,,,1610612746,62,61,2022-11-01T04:03:41Z,3980000,,,0,,K. Porter Jr. personal FOUL (3 PF),"[1629645, 202331]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1201.0,3.0,0.0,George,202331.0,,,
405,PT05M19.00S,2022-11-01T04:04:01.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,7.539421813403408,41.42156862745098,1610612746,62,61,2022-11-01T04:04:16Z,4000000,43.0,18.0,1,left,MISS L. Kennard driving floating Shot - blocked,"[1628379, 1630578]",1610612746.0,LAC,driving floating,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,Sengun,1630578.0,,,,,,,,,,,,,,,
406,PT05M19.00S,2022-11-01T04:04:01.3Z,3,REGULAR,block,,[],1630578,,,1610612746,62,61,2022-11-01T04:04:06Z,4010000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
407,PT05M19.00S,2022-11-01T04:04:01.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,62,61,2022-11-01T04:04:11Z,4020000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,405.0,,,,,,,,,,,,,,
409,PT05M15.00S,2022-11-01T04:04:20.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202331,14.109724047306173,22.303921568627445,1610612746,64,61,2022-11-01T04:04:26Z,4040000,138.0,80.0,1,left,P. George 16' Jump Shot (20 PTS) (L. Kennard 2 AST),"[202331, 1628379]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Right,16.0,Made,20.0,,,,,,,,,,,,,,,L. Kennard,1628379.0,2.0
411,PT05M01.00S,2022-11-01T04:04:36.5Z,3,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612745,64,61,2022-11-01T04:04:41Z,4060000,,,0,,I. Zubac shooting personal FOUL (4 PF) (Porter Jr. 2 FT),"[1627826, 1629645]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1201.0,4.0,0.0,Porter Jr.,1629645.0,,,
413,PT05M01.00S,2022-11-01T04:05:09.2Z,3,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,64,62,2022-11-01T04:05:09Z,4080000,,,0,,K. Porter Jr. Free Throw 1 of 2 (8 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
414,PT05M01.00S,2022-11-01T04:05:09.8Z,3,REGULAR,substitution,out,[],1627826,,,1610612745,64,62,2022-11-01T04:05:15Z,4090000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M01.00S,2022-11-01T04:05:09.8Z,3,REGULAR,substitution,in,[],201587,,,1610612745,64,62,2022-11-01T04:05:15Z,4100000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M01.00S,2022-11-01T04:05:31.5Z,3,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,64,63,2022-11-01T04:05:31Z,4110000,,,0,,K. Porter Jr. Free Throw 2 of 2 (9 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
417,PT04M47.00S,2022-11-01T04:05:49.5Z,3,REGULAR,foul,personal,[],1629726,,,1610612746,64,63,2022-11-01T04:06:01Z,4120000,,,0,,G. Mathews personal FOUL (1 PF),"[1629726, 202331]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2534.0,1.0,0.0,George,202331.0,,,
419,PT04M35.00S,2022-11-01T04:06:18.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,12.532851511169525,43.38235294117647,1610612746,66,63,2022-11-01T04:06:22Z,4140000,33.0,65.0,1,left,P. George 7' driving floating Jump Shot (22 PTS),[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,7.32,Made,22.0,,,,,,,,,,,,,,,,,
420,PT04M12.00S,2022-11-01T04:06:41.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,91.24507227332458,56.127450980392155,1610612745,66,65,2022-11-01T04:06:46Z,4150000,31.0,30.0,1,right,K. Porter Jr. driving bank Jump Shot (11 PTS),[1629645],1610612745.0,HOU,driving bank,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,4.27,Made,11.0,,,,,,,,,,,,,,,,,
421,PT03M55.00S,2022-11-01T04:06:56.9Z,3,REGULAR,2pt,Jump Shot,[],202331,21.994086727989497,44.36274509803921,1610612746,66,65,2022-11-01T04:07:01Z,4160000,28.0,154.0,1,left,MISS P. George 15' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,8-16 Center,15.68,Missed,,,,,,,,,,,,,,,,,,
422,PT03M53.00S,2022-11-01T04:06:58.9Z,3,REGULAR,rebound,defensive,[],1629726,,,1610612745,66,65,2022-11-01T04:07:01Z,4170000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Mid-Range,8-16 Center,,,,,,421.0,1.0,1.0,0.0,,,,,,,,,,,
