actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
615,PT02M22.00S,2023-12-02T05:28:22.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631212,,,1610612756,108,114,2023-12-02T05:28:46Z,6080000,False,,,0,,P. Watson shooting personal FOUL (5 PF) (Durant 2 FT),"[1631212, 201142]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Mid-Range,16-24 Center,,,,,,,,1830.0,5.0,0.0,Durant,201142.0,,,,,,,,
617,PT02M22.00S,2023-12-02T05:28:51.5Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,109,114,2023-12-02T05:28:51Z,6100000,False,,,0,,K. Durant Free Throw 1 of 2 (29 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
618,PT02M22.00S,2023-12-02T05:29:09.9Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,110,114,2023-12-02T05:29:09Z,6110000,False,,,0,,K. Durant Free Throw 2 of 2 (30 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
619,PT02M09.00S,2023-12-02T05:29:29.4Z,4,REGULAR,3pt,Jump Shot,[],1629008,94.30026281208936,3.9215686274509802,1610612743,110,114,2023-12-02T05:29:34Z,6120000,False,-230.0,1.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
620,PT02M06.00S,2023-12-02T05:29:32.4Z,4,REGULAR,rebound,defensive,[],201142,,,1610612756,110,114,2023-12-02T05:29:34Z,6130000,False,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,,,,,619.0,,,,,,,,4.0,4.0,0.0,,,
621,PT01M55.00S,2023-12-02T05:29:46.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612756,110,114,2023-12-02T05:29:51Z,6140000,False,,,0,,N. Jokic shooting personal FOUL (4 PF) (Nurkic 2 FT),"[203999, 203994]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1830.0,4.0,0.0,Nurkic,203994.0,,,,,,,,
623,PT01M55.00S,2023-12-02T05:30:10.1Z,4,REGULAR,freethrow,1 of 2,[],203994,,,1610612756,110,114,2023-12-02T05:30:10Z,6160000,False,,,0,,MISS J. Nurkic Free Throw 1 of 2,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
624,PT01M55.00S,2023-12-02T05:30:10.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,110,114,2023-12-02T05:30:10Z,6170000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,623.0,,,,,,,,,,,,,
625,PT01M55.00S,2023-12-02T05:30:25.6Z,4,REGULAR,freethrow,2 of 2,[],203994,,,1610612756,111,114,2023-12-02T05:30:25Z,6180000,False,,,0,,J. Nurkic Free Throw 2 of 2 (31 PTS),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
626,PT01M38.00S,2023-12-02T05:30:49.0Z,4,REGULAR,foul,personal,[],201142,,,1610612743,111,114,2023-12-02T05:30:53Z,6190000,False,,,0,,K. Durant personal FOUL (2 PF),"[201142, 203999]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202026.0,2.0,0.0,Jokic,203999.0,,,,,,,,
628,PT01M24.00S,2023-12-02T05:31:25.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,82.21090670170827,52.20588235294118,1610612743,111,114,2023-12-02T05:31:31Z,6210000,False,11.0,115.0,1,right,MISS N. Jokic 11' Jump Shot - blocked,"[203999, 201142]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,11.52,Missed,,,,,,,,,,,Durant,201142.0,,,,,,
629,PT01M24.00S,2023-12-02T05:31:25.7Z,4,REGULAR,block,,[],201142,,,1610612743,111,114,2023-12-02T05:31:28Z,6220000,False,,,0,,K. Durant BLOCK (3 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
630,PT01M21.00S,2023-12-02T05:31:28.7Z,4,REGULAR,rebound,offensive,[],203999,,,1610612743,111,114,2023-12-02T05:31:31Z,6230000,False,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,628.0,,,,,,,,5.0,4.0,1.0,,,
631,PT01M20.00S,2023-12-02T05:31:29.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631212,87.99277266754271,95.83333333333334,1610612743,111,114,2023-12-02T05:31:34Z,6240000,False,229.0,60.0,1,right,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Right Corner 3,24+ Right,23.7,Missed,,,,,,,,,,,,,,,,,,
632,PT01M19.00S,2023-12-02T05:31:31.3Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612756,111,114,2023-12-02T05:31:31Z,6250000,False,,,0,,G. Allen REBOUND (Off:0 Def:9),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,,,,,,,631.0,,,,,,,,9.0,9.0,0.0,,,
633,PT01M11.00S,2023-12-02T05:31:39.3Z,4,REGULAR,2pt,Jump Shot,[],201142,8.886333771353483,23.284313725490197,1610612756,111,114,2023-12-02T05:31:43Z,6260000,False,134.0,31.0,1,left,MISS K. Durant 13' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,13.71,Missed,,,,,,,,,,,,,,,,,,
634,PT01M10.00S,2023-12-02T05:31:40.3Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,111,114,2023-12-02T05:31:43Z,6270000,False,,,0,,P. Watson REBOUND (Off:0 Def:3),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,8-16 Right,,,,,,,633.0,,,,,,,,3.0,3.0,0.0,,,
635,PT00M55.10S,2023-12-02T05:31:56.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,89.96386333771353,50.73529411764706,1610612743,111,114,2023-12-02T05:32:01Z,6280000,False,4.0,42.0,1,right,MISS N. Jokic driving finger roll Layup,[203999],1610612743.0,DEN,driving finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,,
636,PT00M53.00S,2023-12-02T05:31:58.4Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612756,111,114,2023-12-02T05:31:58Z,6290000,False,,,0,,J. Okogie REBOUND (Off:2 Def:2),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,,,635.0,,,,,,,,4.0,2.0,2.0,,,
637,PT00M45.00S,2023-12-02T05:32:09.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612756,111,114,2023-12-02T05:35:29Z,6300000,False,,,0,,J. Nurkic flagrant-type-1 personal FOUL (6 PF) (Jokic 2 FT),"[203994, 203999]",1610612756.0,PHX,flagrant-type-1,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,6.0,0.0,Jokic,203999.0,,,,,,,,
639,PT00M45.00S,2023-12-02T05:32:09.6Z,4,REGULAR,turnover,offensive foul,[],203994,,,1610612756,111,114,2023-12-02T05:32:09Z,6320000,False,,,0,,J. Nurkic offensive foul TURNOVER (6 TO),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,,,,,,,,,,6.0,,
641,PT00M45.00S,2023-12-02T05:34:58.9Z,4,REGULAR,substitution,out,[],203994,,,1610612743,111,114,2023-12-02T05:35:12Z,6340000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M45.00S,2023-12-02T05:34:58.9Z,4,REGULAR,substitution,in,[],1628966,,,1610612743,111,114,2023-12-02T05:35:12Z,6350000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M45.00S,2023-12-02T05:35:30.5Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,111,115,2023-12-02T05:35:39Z,6360000,False,,,0,,N. Jokic flagrant Free Throw 1 of 2 (19 PTS),[203999],1610612743.0,DEN,flagrant,,,Jokic,N. Jokic,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
644,PT00M45.00S,2023-12-02T05:35:30.5Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,111,115,2023-12-02T05:35:39Z,6370000,False,,,0,,MISS N. Jokic flagrant Free Throw 2 of 2,[203999],1610612743.0,DEN,flagrant,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
645,PT00M45.00S,2023-12-02T05:35:30.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,111,115,2023-12-02T05:35:39Z,6380000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,644.0,,,,,,,,,,,,,
646,PT00M24.10S,2023-12-02T05:36:18.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,92.46057818659659,48.77450980392157,1610612743,111,117,2023-12-02T05:36:28Z,6390000,False,-6.0,18.0,1,right,N. Jokic driving reverse Layup (21 PTS) (K. Caldwell-Pope 5 AST),"[203999, 203484]",1610612743.0,DEN,driving reverse,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.94,Made,21.0,K. Caldwell-Pope,203484.0,5.0,,,,,,,,,,,,,,
648,PT00M24.10S,2023-12-02T05:36:22.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,111,117,2023-12-02T05:36:22Z,6410000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M24.10S,2023-12-02T05:37:41.5Z,4,REGULAR,substitution,out,[],1628966,,,1610612756,111,117,2023-12-02T05:37:58Z,6420000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M24.10S,2023-12-02T05:37:41.5Z,4,REGULAR,substitution,out,[],202704,,,1610612756,111,117,2023-12-02T05:37:58Z,6430000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M24.10S,2023-12-02T05:37:41.5Z,4,REGULAR,substitution,in,[],1629234,,,1610612756,111,117,2023-12-02T05:37:58Z,6440000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M24.10S,2023-12-02T05:37:41.5Z,4,REGULAR,substitution,in,[],203200,,,1610612756,111,117,2023-12-02T05:37:58Z,6450000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M20.70S,2023-12-02T05:38:10.5Z,4,REGULAR,3pt,Jump Shot,[],1629006,8.09789750328515,3.1862745098039214,1610612756,111,117,2023-12-02T05:38:17Z,6460000,False,234.0,24.0,1,left,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
654,PT00M16.50S,2023-12-02T05:38:14.8Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,111,117,2023-12-02T05:38:14Z,6470000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:9),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,,,,653.0,,,,,,,,10.0,9.0,1.0,,,
655,PT00M05.20S,2023-12-02T05:38:28.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628960,,,1610612743,111,117,2023-12-02T05:38:37Z,6480000,False,,,0,,G. Allen personal FOUL (2 PF) (Porter Jr. 2 FT),"[1628960, 1629008]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,203592.0,2.0,0.0,Porter Jr.,1629008.0,,,,,,,,
657,PT00M05.20S,2023-12-02T05:38:56.4Z,4,REGULAR,freethrow,1 of 2,[],1629008,,,1610612743,111,118,2023-12-02T05:38:56Z,6500000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (18 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
658,PT00M05.20S,2023-12-02T05:39:04.4Z,4,REGULAR,substitution,out,[],201142,,,1610612743,111,118,2023-12-02T05:39:06Z,6510000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M05.20S,2023-12-02T05:39:04.4Z,4,REGULAR,substitution,in,[],1630692,,,1610612743,111,118,2023-12-02T05:39:06Z,6520000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M05.20S,2023-12-02T05:39:16.0Z,4,REGULAR,freethrow,2 of 2,[],1629008,,,1610612743,111,119,2023-12-02T05:39:16Z,6530000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (19 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
661,PT00M00.00S,2023-12-02T05:39:25.3Z,4,REGULAR,3pt,Jump Shot,[],1629006,35.167542706964525,46.32352941176471,1610612756,111,119,2023-12-02T05:39:28Z,6540000,False,18.0,278.0,1,left,MISS J. Okogie 27' 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Center,27.87,Missed,,,,,,,,,,,,,,,,,,
662,PT00M00.00S,2023-12-02T05:39:26.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,111,119,2023-12-02T05:39:26Z,6550000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,661.0,,,,,,,,,,,,,
663,PT00M00.00S,2023-12-02T05:39:27.6Z,4,REGULAR,period,end,[],0,,,1610612756,111,119,2023-12-02T05:39:27Z,6560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2023-12-02T05:39:34.3Z,4,REGULAR,game,end,[],0,,,0,111,119,2023-12-02T05:39:34Z,6570000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
