actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,jumpBallRecoverdPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
335,PT00M17.00S,2026-02-26T02:08:37.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201142,75.24638633377135,50.98039215686274,1610612745,77,47,2026-02-26T02:08:42Z,3310000,False,5.0,180.0,1,right,K. Durant 18' step back Jump Shot (16 PTS),[201142],1610612745.0,HOU,step back,,,,,,Mid-Range,16-24 Center,18.03,Made,Durant,K. Durant,,,,,,,16.0,,,,,,,,,,,,
336,PT00M00.70S,2026-02-26T02:08:57.4Z,2,REGULAR,3pt,Jump Shot,[],1642363,33.722076215505915,54.166666666666664,1610612758,77,50,2026-02-26T02:09:06Z,3320000,False,-21.0,264.0,1,left,N. Clifford 26' 3PT step back (3 PTS) (D. DeRozan 5 AST),"[1642363, 201942]",1610612758.0,SAC,step back,,,,,,Above the Break 3,24+ Center,26.53,Made,Clifford,N. Clifford,,,,,,,3.0,,,D. DeRozan,201942.0,5.0,,,,,,,
338,PT00M00.00S,2026-02-26T02:09:03.3Z,2,REGULAR,heave,,[],0,,,1610612745,77,50,2026-02-26T02:16:29Z,3340000,False,,,0,,HOU Heave,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,50.76,,,,,,,,,,,,,,,,,,,,,,
339,PT00M00.00S,2026-02-26T02:09:03.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,77,50,2026-02-26T02:16:29Z,3350000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,,,,338.0,,,,,,,,,,,,,,,,
340,PT00M00.00S,2026-02-26T02:09:31.0Z,2,REGULAR,period,end,[],0,,,1610612745,77,50,2026-02-26T02:09:31Z,3360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2026-02-26T02:23:57.1Z,3,REGULAR,substitution,out,['startperiod'],201145,,,1610612745,77,50,2026-02-26T02:24:16Z,3370000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2026-02-26T02:23:57.1Z,3,REGULAR,substitution,out,['startperiod'],1631342,,,1610612745,77,50,2026-02-26T02:24:16Z,3380000,False,,,0,,SUB out: D. Plowden,[1631342],1610612758.0,SAC,,,,,,,,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2026-02-26T02:23:57.1Z,3,REGULAR,substitution,in,['startperiod'],1631095,,,1610612745,77,50,2026-02-26T02:24:16Z,3390000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2026-02-26T02:23:57.1Z,3,REGULAR,substitution,in,['startperiod'],1630173,,,1610612745,77,50,2026-02-26T02:24:16Z,3400000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2026-02-26T02:24:25.3Z,3,REGULAR,period,start,[],0,,,1610612745,77,50,2026-02-26T02:24:25Z,3410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M43.00S,2026-02-26T02:24:42.0Z,3,REGULAR,3pt,Jump Shot,[],1631095,6.521024967148489,97.54901960784314,1610612745,77,50,2026-02-26T02:24:47Z,3420000,False,-238.0,9.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,23.79,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
349,PT11M40.00S,2026-02-26T02:24:45.0Z,3,REGULAR,rebound,defensive,[],201566,,,1610612758,77,50,2026-02-26T02:24:47Z,3430000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612758.0,SAC,,,,,,,Left Corner 3,24+ Left,,,Westbrook,R. Westbrook,,,348.0,4.0,3.0,1.0,,,,,,,,,,,,,
350,PT11M29.00S,2026-02-26T02:24:55.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,92.46057818659659,46.07843137254902,1610612758,77,50,2026-02-26T02:26:34Z,3440000,False,-20.0,18.0,1,right,MISS D. DeRozan cutting Layup,[201942],1610612758.0,SAC,cutting,,,,,,Restricted Area,0-8 Center,2.69,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
351,PT11M27.00S,2026-02-26T02:24:57.5Z,3,REGULAR,rebound,offensive,[],1630173,,,1610612758,77,50,2026-02-26T02:25:12Z,3450000,False,,,0,,P. Achiuwa REBOUND (Off:4 Def:2),[1630173],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,Achiuwa,P. Achiuwa,,,350.0,6.0,2.0,4.0,,,,,,,,,,,,,
352,PT11M26.00S,2026-02-26T02:24:57.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,92.85479632063075,50.49019607843137,1610612758,77,52,2026-02-26T02:25:20Z,3460000,False,2.0,15.0,1,right,P. Achiuwa Layup (2 PTS),[1630173],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,1.49,Made,Achiuwa,P. Achiuwa,,,,,,,2.0,,,,,,,,,,,,
353,PT11M14.00S,2026-02-26T02:25:09.7Z,3,REGULAR,3pt,Jump Shot,[],1631095,5.732588699080158,94.11764705882352,1610612745,77,52,2026-02-26T02:25:16Z,3470000,False,-221.0,1.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,22.06,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
354,PT11M13.00S,2026-02-26T02:25:10.7Z,3,REGULAR,rebound,defensive,[],201942,,,1610612758,77,52,2026-02-26T02:25:16Z,3480000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,,,,Left Corner 3,24+ Left,,,DeRozan,D. DeRozan,,,353.0,1.0,1.0,0.0,,,,,,,,,,,,,
355,PT11M05.00S,2026-02-26T02:25:19.8Z,3,REGULAR,2pt,Jump Shot,[],201942,76.42904073587385,56.372549019607845,1610612758,77,52,2026-02-26T02:25:24Z,3490000,False,32.0,169.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Center,17.21,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
356,PT11M02.00S,2026-02-26T02:25:22.8Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,77,52,2026-02-26T02:25:24Z,3500000,False,,,0,,A. Sengun REBOUND (Off:4 Def:6),[1630578],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Center,,,Sengun,A. Sengun,,,355.0,10.0,6.0,4.0,,,,,,,,,,,,,
357,PT11M00.00S,2026-02-26T02:25:24.5Z,3,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,77,52,2026-02-26T02:25:33Z,3510000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (2 TO),[1630578],1610612745.0,HOU,bad pass,,,,,,Mid-Range,8-16 Right,,,Sengun,A. Sengun,,,,,,,,203593.0,2.0,,,,,,,,,,
358,PT10M45.00S,2026-02-26T02:25:56.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201566,92.32917214191852,97.79411764705883,1610612758,77,55,2026-02-26T02:26:16Z,3520000,False,239.0,20.0,1,right,R. Westbrook 3PT  (22 PTS) (D. DeRozan 6 AST),"[201566, 201942]",1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,23.98,Made,Westbrook,R. Westbrook,,,,,,,22.0,,,D. DeRozan,201942.0,6.0,,,,,,,
360,PT10M24.00S,2026-02-26T02:26:18.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,6.258212877792378,47.549019607843135,1610612745,79,55,2026-02-26T02:26:24Z,3540000,False,12.0,6.0,1,left,T. Eason reverse Layup (8 PTS) (A. Sengun 8 AST),"[1631106, 1630578]",1610612745.0,HOU,reverse,,,,,,Restricted Area,0-8 Center,1.38,Made,Eason,T. Eason,,,,,,,8.0,,,A. Sengun,1630578.0,8.0,,,,,,,
363,PT10M01.00S,2026-02-26T02:26:40.9Z,3,REGULAR,2pt,Jump Shot,[],201942,72.88107752956637,55.14705882352941,1610612758,79,57,2026-02-26T02:26:45Z,3560000,False,26.0,202.0,1,right,D. DeRozan 20' pullup Jump Shot (9 PTS),[201942],1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Center,20.4,Made,DeRozan,D. DeRozan,,,,,,,9.0,,,,,,,,,,,,
364,PT09M49.00S,2026-02-26T02:26:55.0Z,3,REGULAR,foul,personal,[],201942,,,1610612745,79,57,2026-02-26T02:27:02Z,3570000,False,,,0,,D. DeRozan personal FOUL (2 PF),"[201942, 1631106]",1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right,,,DeRozan,D. DeRozan,,,,,,,,202058.0,,,,,,,,2.0,0.0,Eason,1631106.0
366,PT09M38.00S,2026-02-26T02:27:26.8Z,3,REGULAR,3pt,Jump Shot,[],1630578,29.25427069645204,79.16666666666666,1610612745,79,57,2026-02-26T02:27:35Z,3590000,False,-146.0,222.0,1,left,MISS A. Sengun 26' bank 3PT,[1630578],1610612745.0,HOU,bank,,,,,,Above the Break 3,24+ Left Center,26.6,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
367,PT09M37.00S,2026-02-26T02:27:27.8Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612758,79,57,2026-02-26T02:27:35Z,3600000,False,,,0,,P. Achiuwa REBOUND (Off:4 Def:3),[1630173],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Achiuwa,P. Achiuwa,,,366.0,7.0,3.0,4.0,,,,,,,,,,,,,
368,PT09M26.00S,2026-02-26T02:27:43.1Z,3,REGULAR,foul,personal,[],201142,,,1610612758,79,57,2026-02-26T02:27:55Z,3610000,False,,,0,,K. Durant personal FOUL (3 PF),"[201142, 201942]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,Durant,K. Durant,,,,,,,,1627964.0,,,,,,,,3.0,0.0,DeRozan,201942.0
370,PT09M17.00S,2026-02-26T02:28:06.7Z,3,REGULAR,3pt,Jump Shot,[],1630173,70.12155059132719,80.88235294117648,1610612758,79,57,2026-02-26T02:28:11Z,3630000,False,154.0,228.0,1,right,MISS P. Achiuwa 27' 3PT,[1630173],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,27.57,Missed,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
371,PT09M16.00S,2026-02-26T02:28:07.7Z,3,REGULAR,rebound,offensive,[],201566,,,1610612758,79,57,2026-02-26T02:28:11Z,3640000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:3),[201566],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,Westbrook,R. Westbrook,,,370.0,5.0,3.0,2.0,,,,,,,,,,,,,
372,PT09M12.00S,2026-02-26T02:28:14.7Z,3,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612758,79,57,2026-02-26T02:28:28Z,3650000,False,,,0,,T. Eason shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1631106, 201942]",1610612745.0,HOU,shooting,,,,,,Mid-Range,16-24 Left Center,,,Eason,T. Eason,,,,,,,,203593.0,,,,,,,,3.0,0.0,DeRozan,201942.0
374,PT09M12.00S,2026-02-26T02:28:38.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612758,79,58,2026-02-26T02:28:38Z,3670000,False,,,0,,D. DeRozan Free Throw 1 of 2 (10 PTS),[201942],1610612758.0,SAC,,,,,,,,,,Made,DeRozan,D. DeRozan,,,,,,,10.0,,,,,,,,,,,,
375,PT09M12.00S,2026-02-26T02:28:53.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612758,79,59,2026-02-26T02:28:53Z,3680000,False,,,0,,D. DeRozan Free Throw 2 of 2 (11 PTS),[201942],1610612758.0,SAC,,,,,,,,,,Made,DeRozan,D. DeRozan,,,,,,,11.0,,,,,,,,,,,,
376,PT08M51.00S,2026-02-26T02:29:16.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.258212877792378,53.92156862745098,1610612745,81,59,2026-02-26T02:31:30Z,3690000,False,-20.0,6.0,1,left,A. Sengun driving Layup (20 PTS),[1630578],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.06,Made,Sengun,A. Sengun,,,,,,,20.0,,,,,,,,,,,,
377,PT08M43.00S,2026-02-26T02:29:24.7Z,3,REGULAR,turnover,lost ball,[],201566,,,1610612758,81,59,2026-02-26T02:29:31Z,3700000,False,,,0,,R. Westbrook lost ball TURNOVER (2 TO),"[201566, 1630578]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Westbrook,R. Westbrook,,,,,,,,,2.0,,,,,Sengun,1630578.0,,,,
378,PT08M43.00S,2026-02-26T02:29:24.7Z,3,REGULAR,steal,,[],1630578,,,1610612745,81,59,2026-02-26T02:29:31Z,3710000,False,,,0,,A. Sengun STEAL (2 STL),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
379,PT08M35.00S,2026-02-26T02:29:32.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201142,26.62614980289093,84.80392156862744,1610612745,81,59,2026-02-26T02:29:38Z,3720000,False,-174.0,198.0,1,left,MISS K. Durant 26' 3PT,[201142],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,26.34,Missed,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
380,PT08M35.00S,2026-02-26T02:29:32.8Z,3,REGULAR,rebound,defensive,[],1642875,,,1610612758,81,59,2026-02-26T02:29:38Z,3730000,False,,,0,,M. Raynaud REBOUND (Off:3 Def:4),[1642875],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Raynaud,M. Raynaud,,,379.0,7.0,4.0,3.0,,,,,,,,,,,,,
381,PT08M26.00S,2026-02-26T02:29:42.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,92.46057818659659,57.35294117647059,1610612758,81,61,2026-02-26T02:29:46Z,3740000,False,37.0,18.0,1,right,M. Raynaud alley-oop Layup (7 PTS) (R. Westbrook 1 AST),"[1642875, 201566]",1610612758.0,SAC,alley-oop,,,,,,Restricted Area,0-8 Center,4.11,Made,Raynaud,M. Raynaud,,,,,,,7.0,,,R. Westbrook,201566.0,1.0,,,,,,,
383,PT08M07.00S,2026-02-26T02:30:02.1Z,3,REGULAR,3pt,Jump Shot,[],1631095,5.075558475689881,2.941176470588235,1610612745,81,61,2026-02-26T02:30:08Z,3760000,False,235.0,-5.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,23.53,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
384,PT08M05.00S,2026-02-26T02:30:04.1Z,3,REGULAR,rebound,defensive,[],1642875,,,1610612758,81,61,2026-02-26T02:30:08Z,3770000,False,,,0,,M. Raynaud REBOUND (Off:3 Def:5),[1642875],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,,,Raynaud,M. Raynaud,,,383.0,8.0,5.0,3.0,,,,,,,,,,,,,
385,PT07M53.00S,2026-02-26T02:30:15.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,93.38042049934296,45.588235294117645,1610612758,81,63,2026-02-26T02:30:19Z,3780000,False,-22.0,10.0,1,right,D. DeRozan driving Layup (13 PTS),[201942],1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,2.41,Made,DeRozan,D. DeRozan,,,,,,,13.0,,,,,,,,,,,,
386,PT07M53.00S,2026-02-26T02:30:18.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,81,63,2026-02-26T02:30:18Z,3790000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M35.00S,2026-02-26T02:33:33.4Z,3,REGULAR,2pt,Jump Shot,[],201142,16.113666228646515,25.0,1610612745,83,63,2026-02-26T02:33:36Z,3800000,False,125.0,99.0,1,left,K. Durant 15' pullup Jump Shot (18 PTS),[201142],1610612745.0,HOU,pullup,,,,,,Mid-Range,8-16 Right,15.95,Made,Durant,K. Durant,,,,,,,18.0,,,,,,,,,,,,
388,PT07M15.00S,2026-02-26T02:33:55.5Z,3,REGULAR,foul,personal,[],1642263,,,1610612758,83,63,2026-02-26T02:34:07Z,3810000,False,,,0,,R. Sheppard personal FOUL (1 PF),"[1642263, 201942]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,Sheppard,R. Sheppard,,,,,,,,203593.0,,,,,,,,1.0,0.0,DeRozan,201942.0
390,PT07M07.00S,2026-02-26T02:34:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,90.3580814717477,46.07843137254902,1610612758,83,65,2026-02-26T02:34:20Z,3830000,False,-20.0,38.0,1,right,M. Raynaud reverse Layup (9 PTS) (D. DeRozan 7 AST),"[1642875, 201942]",1610612758.0,SAC,reverse,,,,,,Restricted Area,0-8 Center,4.28,Made,Raynaud,M. Raynaud,,,,,,,9.0,,,D. DeRozan,201942.0,7.0,,,,,,,
392,PT06M53.00S,2026-02-26T02:34:31.2Z,3,REGULAR,foul,personal,['3freethrow'],1630173,,,1610612745,83,65,2026-02-26T02:34:47Z,3850000,False,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Durant 3 FT),"[1630173, 201142]",1610612758.0,SAC,shooting,,,,,,Above the Break 3,24+ Center,,,Achiuwa,P. Achiuwa,,,,,,,,1627964.0,,,,,,,,2.0,0.0,Durant,201142.0
394,PT06M53.00S,2026-02-26T02:34:58.1Z,3,REGULAR,freethrow,1 of 3,[],201142,,,1610612745,84,65,2026-02-26T02:34:58Z,3870000,False,,,0,,K. Durant Free Throw 1 of 3 (19 PTS),[201142],1610612745.0,HOU,,,,,,,,,,Made,Durant,K. Durant,,,,,,,19.0,,,,,,,,,,,,
395,PT06M53.00S,2026-02-26T02:35:16.0Z,3,REGULAR,freethrow,2 of 3,[],201142,,,1610612745,85,65,2026-02-26T02:35:16Z,3880000,False,,,0,,K. Durant Free Throw 2 of 3 (20 PTS),[201142],1610612745.0,HOU,,,,,,,,,,Made,Durant,K. Durant,,,,,,,20.0,,,,,,,,,,,,
396,PT06M53.00S,2026-02-26T02:35:32.5Z,3,REGULAR,freethrow,3 of 3,[],201142,,,1610612745,86,65,2026-02-26T02:35:32Z,3890000,False,,,0,,K. Durant Free Throw 3 of 3 (21 PTS),[201142],1610612745.0,HOU,,,,,,,,,,Made,Durant,K. Durant,,,,,,,21.0,,,,,,,,,,,,
397,PT06M38.00S,2026-02-26T02:35:49.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,91.14651773981603,58.82352941176471,1610612758,86,65,2026-02-26T02:35:54Z,3900000,False,44.0,31.0,1,right,MISS P. Achiuwa reverse Layup - blocked,"[1630173, 1630578]",1610612758.0,SAC,reverse,,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,Achiuwa,P. Achiuwa,Sengun,1630578.0,,,,,,,,,,,,,,,,,
398,PT06M38.00S,2026-02-26T02:35:49.1Z,3,REGULAR,block,,[],1630578,,,1610612758,86,65,2026-02-26T02:35:51Z,3910000,False,,,0,,A. Sengun BLOCK (2 BLK),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
399,PT06M36.00S,2026-02-26T02:35:51.1Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,86,65,2026-02-26T02:35:54Z,3920000,False,,,0,,A. Sengun REBOUND (Off:4 Def:7),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,397.0,11.0,7.0,4.0,,,,,,,,,,,,,
400,PT06M28.00S,2026-02-26T02:36:00.2Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612745,86,65,2026-02-26T02:36:06Z,3930000,False,,,0,,K. Durant bad pass out-of-bounds TURNOVER (1 TO),[201142],1610612745.0,HOU,bad pass,,,,,,Mid-Range,8-16 Left,,,Durant,K. Durant,,,,,,,,202058.0,1.0,,,,,,,,,,
401,PT06M18.00S,2026-02-26T02:36:14.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642363,66.3107752956636,73.52941176470588,1610612758,86,68,2026-02-26T02:36:18Z,3940000,False,118.0,264.0,1,right,N. Clifford 28' 3PT  (6 PTS) (R. Westbrook 2 AST),"[1642363, 201566]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,28.92,Made,Clifford,N. Clifford,,,,,,,6.0,,,R. Westbrook,201566.0,2.0,,,,,,,
403,PT05M59.00S,2026-02-26T02:36:33.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642263,6.389618922470433,50.245098039215684,1610612745,88,68,2026-02-26T02:36:39Z,3960000,False,-1.0,8.0,1,left,R. Sheppard cutting Layup (22 PTS) (A. Sengun 9 AST),"[1642263, 1630578]",1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,0.77,Made,Sheppard,R. Sheppard,,,,,,,22.0,,,A. Sengun,1630578.0,9.0,,,,,,,
405,PT05M47.00S,2026-02-26T02:36:47.3Z,3,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612758,88,68,2026-02-26T02:37:06Z,3980000,False,,,0,,T. Eason shooting personal FOUL (4 PF) (DeRozan 2 FT),"[1631106, 201942]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,Eason,T. Eason,,,,,,,,203593.0,,,,,,,,4.0,0.0,DeRozan,201942.0
407,PT05M47.00S,2026-02-26T02:37:13.3Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,88,69,2026-02-26T02:37:13Z,4000000,False,,,0,,D. DeRozan Free Throw 1 of 2 (14 PTS),[201942],1610612758.0,SAC,,,,,,,,,,Made,DeRozan,D. DeRozan,,,,,,,14.0,,,,,,,,,,,,
408,PT05M47.00S,2026-02-26T02:37:14.0Z,3,REGULAR,substitution,out,[],1642263,,,1610612758,88,69,2026-02-26T02:37:29Z,4010000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,,,,,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,
409,PT05M47.00S,2026-02-26T02:37:14.0Z,3,REGULAR,substitution,out,[],1631106,,,1610612758,88,69,2026-02-26T02:37:29Z,4020000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,
410,PT05M47.00S,2026-02-26T02:37:14.0Z,3,REGULAR,substitution,out,[],1630578,,,1610612758,88,69,2026-02-26T02:37:29Z,4030000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
411,PT05M47.00S,2026-02-26T02:37:14.0Z,3,REGULAR,substitution,in,[],1628988,,,1610612758,88,69,2026-02-26T02:37:29Z,4040000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,,,,,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,
412,PT05M47.00S,2026-02-26T02:37:14.0Z,3,REGULAR,substitution,in,[],203991,,,1610612758,88,69,2026-02-26T02:37:29Z,4050000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,,,,,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,
413,PT05M47.00S,2026-02-26T02:37:14.0Z,3,REGULAR,substitution,in,[],1629006,,,1610612758,88,69,2026-02-26T02:37:29Z,4060000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,,,,,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,
414,PT05M47.00S,2026-02-26T02:37:33.6Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,88,70,2026-02-26T02:37:33Z,4070000,False,,,0,,D. DeRozan Free Throw 2 of 2 (15 PTS),[201942],1610612758.0,SAC,,,,,,,,,,Made,DeRozan,D. DeRozan,,,,,,,15.0,,,,,,,,,,,,
415,PT05M31.00S,2026-02-26T02:37:55.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,12.171484888304862,40.19607843137255,1610612745,90,70,2026-02-26T02:38:00Z,4080000,False,49.0,62.0,1,left,J. Smith Jr. 7' pullup Jump Shot (8 PTS) (K. Durant 3 AST),"[1631095, 201142]",1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.89,Made,Smith Jr.,J. Smith Jr.,,,,,,,8.0,,,K. Durant,201142.0,3.0,,,,,,,
417,PT05M17.00S,2026-02-26T02:38:08.4Z,3,REGULAR,2pt,Jump Shot,[],1642875,90.3580814717477,70.34313725490196,1610612758,90,72,2026-02-26T02:38:12Z,4100000,False,102.0,38.0,1,right,M. Raynaud 10' floating Jump Shot (11 PTS) (R. Westbrook 3 AST),"[1642875, 201566]",1610612758.0,SAC,floating,,,,,,Mid-Range,8-16 Right,10.86,Made,Raynaud,M. Raynaud,,,,,,,11.0,,,R. Westbrook,201566.0,3.0,,,,,,,
419,PT04M57.00S,2026-02-26T02:38:28.5Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612745,90,72,2026-02-26T02:38:32Z,4120000,False,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 201942]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Durant,K. Durant,,,,,,,,,2.0,,,,,DeRozan,201942.0,,,,
420,PT04M57.00S,2026-02-26T02:38:28.5Z,3,REGULAR,steal,,[],201942,,,1610612758,90,72,2026-02-26T02:38:30Z,4130000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
421,PT04M52.00S,2026-02-26T02:38:36.2Z,3,REGULAR,turnover,out-of-bounds,[],1642363,,,1610612758,90,72,2026-02-26T02:38:42Z,4140000,False,,,0,,N. Clifford bad pass out-of-bounds TURNOVER (2 TO),[1642363],1610612758.0,SAC,bad pass,,,,,,Above the Break 3,24+ Left Center,,,Clifford,N. Clifford,,,,,,,,1627964.0,2.0,,,,,,,,,,
