actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
259,PT06M00.00S,2022-10-19T23:58:42.5Z,2,REGULAR,2pt,Jump Shot,[],204001,21.107095926412615,31.127450980392158,1610612764,38,44,2022-10-19T23:58:50Z,2540000,94.0,146.0,1,left,MISS K. Porzingis 17' step back Shot,[204001],1610612764.0,WAS,step back,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,17.38,,,,,,,,,,,
260,PT05M56.00S,2022-10-19T23:58:46.5Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612754,38,44,2022-10-19T23:58:50Z,2550000,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Right Center,,,,,,,259.0,,,1.0,1.0,0.0,,,,,,,,
261,PT05M48.00S,2022-10-19T23:58:54.2Z,2,REGULAR,3pt,Jump Shot,[],1627741,78.26872536136662,8.088235294117647,1610612754,41,44,2022-10-19T23:58:59Z,2560000,-210.0,152.0,1,right,B. Hield 25' 3PT  (11 PTS) (G. Bitadze 1 AST),"[1627741, 1629048]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,11.0,25.88,,,,G. Bitadze,1629048.0,1.0,,,,,
263,PT05M46.00S,2022-10-19T23:59:02.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612764,41,44,2022-10-19T23:59:02Z,2580000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M46.00S,2022-10-20T00:00:08.1Z,2,REGULAR,substitution,out,[],1629060,,,1610612764,41,44,2022-10-20T00:00:32Z,2590000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M46.00S,2022-10-20T00:00:08.1Z,2,REGULAR,substitution,out,[],1626153,,,1610612764,41,44,2022-10-20T00:00:32Z,2600000,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M46.00S,2022-10-20T00:00:08.1Z,2,REGULAR,substitution,in,[],1628420,,,1610612764,41,44,2022-10-20T00:00:32Z,2610000,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M46.00S,2022-10-20T00:00:08.1Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,41,44,2022-10-20T00:00:32Z,2620000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M30.00S,2022-10-20T00:00:50.4Z,2,REGULAR,3pt,Jump Shot,[],1628398,12.828515111695138,4.411764705882353,1610612764,41,44,2022-10-20T00:00:54Z,2630000,228.0,68.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.79,,,,,,,,,,,
270,PT05M26.00S,2022-10-20T00:00:54.4Z,2,REGULAR,rebound,defensive,[],1630678,,,1610612754,41,44,2022-10-20T00:00:54Z,2640000,,,0,,T. Taylor REBOUND (Off:1 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Right Corner 3,24+ Right,,,,,,,269.0,,,2.0,1.0,1.0,,,,,,,,
271,PT05M17.00S,2022-10-20T00:01:05.2Z,2,REGULAR,foul,personal,['2freethrow'],1628420,,,1610612754,41,44,2022-10-20T00:01:11Z,2650000,,,0,,M. Morris shooting personal FOUL (1 PF) (Taylor 2 FT),"[1628420, 1630678]",1610612764.0,WAS,shooting,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,201638.0,1.0,0.0,Taylor,1630678.0,,,,,,,,,,,,,,,
273,PT05M17.00S,2022-10-20T00:01:28.6Z,2,REGULAR,freethrow,1 of 2,[],1630678,,,1610612754,42,44,2022-10-20T00:01:28Z,2670000,,,0,,T. Taylor Free Throw 1 of 2 (1 PTS),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
274,PT05M17.00S,2022-10-20T00:01:49.7Z,2,REGULAR,freethrow,2 of 2,[],1630678,,,1610612754,43,44,2022-10-20T00:01:49Z,2680000,,,0,,T. Taylor Free Throw 2 of 2 (2 PTS),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
275,PT05M06.00S,2022-10-20T00:02:06.8Z,2,REGULAR,foul,personal,['2freethrow'],1629048,,,1610612764,43,44,2022-10-20T00:02:12Z,2690000,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Avdija 2 FT),"[1629048, 1630166]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,201638.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
277,PT05M06.00S,2022-10-20T00:02:30.6Z,2,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,43,45,2022-10-20T00:02:30Z,2710000,,,0,,D. Avdija Free Throw 1 of 2 (3 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
278,PT05M06.00S,2022-10-20T00:02:44.8Z,2,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,43,46,2022-10-20T00:02:44Z,2720000,,,0,,D. Avdija Free Throw 2 of 2 (4 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
279,PT04M51.00S,2022-10-20T00:03:01.4Z,2,REGULAR,3pt,Jump Shot,[],1627741,94.82588699080158,2.941176470588235,1610612754,43,46,2022-10-20T00:03:06Z,2730000,-235.0,-4.0,1,right,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.53,,,,,,,,,,,
280,PT04M46.00S,2022-10-20T00:03:06.4Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,43,46,2022-10-20T00:03:06Z,2740000,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,279.0,,,5.0,5.0,0.0,,,,,,,,
281,PT04M31.00S,2022-10-20T00:03:20.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,20.318659658344284,48.77450980392157,1610612764,43,48,2022-10-20T00:03:25Z,2750000,6.0,138.0,1,left,B. Beal 13' step back Jump Shot (9 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,9.0,13.86,,,,,,,,,,,
283,PT04M15.00S,2022-10-20T00:03:47.4Z,2,REGULAR,foul,offensive,[],1629048,,,1610612754,43,48,2022-10-20T00:03:54Z,2770000,,,0,,G. Bitadze offensive FOUL (2 PF),"[1629048, 204001]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,201638.0,2.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,,,
285,PT04M15.00S,2022-10-20T00:03:47.4Z,2,REGULAR,turnover,offensive foul,[],1629048,,,1610612754,43,48,2022-10-20T00:03:47Z,2790000,,,0,,G. Bitadze offensive foul TURNOVER (1 TO),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,201638.0,,,,,,,,,,,,,,,1.0,,,,
286,PT04M15.00S,2022-10-20T00:03:53.4Z,2,REGULAR,substitution,out,[],1630174,,,1610612764,43,48,2022-10-20T00:03:55Z,2800000,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M15.00S,2022-10-20T00:03:53.4Z,2,REGULAR,substitution,in,[],1630537,,,1610612764,43,48,2022-10-20T00:03:55Z,2810000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M07.00S,2022-10-20T00:04:20.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628398,7.5722733245729295,45.09803921568628,1610612764,43,48,2022-10-20T00:04:24Z,2820000,25.0,19.0,1,left,MISS K. Kuzma driving Layup - blocked,"[1628398, 1629048]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.08,,,,,,,,,,Bitadze,1629048.0
289,PT04M07.00S,2022-10-20T00:04:20.2Z,2,REGULAR,block,,[],1629048,,,1610612764,43,48,2022-10-20T00:04:22Z,2830000,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
290,PT04M04.00S,2022-10-20T00:04:23.2Z,2,REGULAR,rebound,offensive,[],1628420,,,1610612764,43,48,2022-10-20T00:04:24Z,2840000,,,0,,M. Morris REBOUND (Off:1 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,288.0,,,2.0,1.0,1.0,,,,,,,,
291,PT04M03.00S,2022-10-20T00:04:24.2Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628420,7.440867279894875,14.215686274509803,1610612764,43,48,2022-10-20T00:04:30Z,2850000,179.0,17.0,1,left,MISS M. Morris 17' Jump Shot,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,17.97,,,,,,,,,,,
292,PT04M01.00S,2022-10-20T00:04:26.2Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,43,48,2022-10-20T00:04:30Z,2860000,,,0,,B. Hield REBOUND (Off:1 Def:4),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right,,,,,,,291.0,,,5.0,4.0,1.0,,,,,,,,
293,PT03M58.00S,2022-10-20T00:04:30.8Z,2,REGULAR,foul,offensive,[],1629048,,,1610612754,43,48,2022-10-20T00:04:59Z,2870000,,,0,,G. Bitadze offensive FOUL (3 PF),"[1629048, 203078]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,201638.0,3.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
295,PT03M58.00S,2022-10-20T00:04:30.8Z,2,REGULAR,turnover,offensive foul,[],1629048,,,1610612754,43,48,2022-10-20T00:04:30Z,2890000,,,0,,G. Bitadze offensive foul TURNOVER (2 TO),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,201638.0,,,,,,,,,,,,,,,2.0,,,,
296,PT03M58.00S,2022-10-20T00:04:43.5Z,2,REGULAR,substitution,out,[],1629048,,,1610612764,43,48,2022-10-20T00:04:55Z,2900000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M58.00S,2022-10-20T00:04:43.5Z,2,REGULAR,substitution,in,[],1630543,,,1610612764,43,48,2022-10-20T00:04:55Z,2910000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M47.00S,2022-10-20T00:05:14.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,6.521024967148489,47.05882352941176,1610612764,43,48,2022-10-20T00:05:19Z,2920000,15.0,9.0,1,left,MISS B. Beal driving reverse Layup,[203078],1610612764.0,WAS,driving reverse,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.71,,,,,,,,,,,
299,PT03M44.00S,2022-10-20T00:05:17.0Z,2,REGULAR,rebound,offensive,[],204001,,,1610612764,43,48,2022-10-20T00:05:19Z,2930000,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,298.0,,,3.0,2.0,1.0,,,,,,,,
300,PT03M44.00S,2022-10-20T00:05:16.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",204001,5.590000152587891,50.0,1610612764,43,48,2022-10-20T00:05:48Z,2940000,0.0,0.0,1,left,MISS K. Porzingis tip Layup,[204001],1610612764.0,WAS,tip,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.0,,,,,,,,,,,
301,PT03M43.00S,2022-10-20T00:05:17.9Z,2,REGULAR,rebound,offensive,[],203078,,,1610612764,43,48,2022-10-20T00:05:48Z,2950000,,,0,,B. Beal REBOUND (Off:2 Def:0),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,300.0,,,2.0,0.0,2.0,,,,,,,,
302,PT03M40.00S,2022-10-20T00:05:20.9Z,2,REGULAR,turnover,bad pass,[],203078,,,1610612764,43,48,2022-10-20T00:05:24Z,2960000,,,0,,B. Beal bad pass TURNOVER (1 TO),"[203078, 1630678]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Taylor,1630678.0,,
303,PT03M40.00S,2022-10-20T00:05:20.9Z,2,REGULAR,steal,,[],1630678,,,1610612754,43,48,2022-10-20T00:05:22Z,2970000,,,0,,T. Taylor STEAL (1 STL),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
304,PT03M37.00S,2022-10-20T00:05:24.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630678,90.62089356110381,49.50980392156863,1610612754,43,48,2022-10-20T00:05:31Z,2980000,-2.0,36.0,1,right,MISS T. Taylor running Shot,[1630678],1610612754.0,IND,running,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.58,,,,,,,,,,,
305,PT03M33.00S,2022-10-20T00:05:28.6Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,43,48,2022-10-20T00:05:35Z,2990000,,,0,,B. Beal REBOUND (Off:2 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,304.0,,,3.0,1.0,2.0,,,,,,,,
306,PT03M29.00S,2022-10-20T00:05:31.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",204001,6.783837056504599,50.49019607843137,1610612764,43,50,2022-10-20T00:05:41Z,3000000,-2.0,11.0,1,left,K. Porzingis running DUNK (8 PTS) (K. Kuzma 2 AST),"[204001, 1628398]",1610612764.0,WAS,running,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,1.16,,,,K. Kuzma,1628398.0,2.0,,,,,
308,PT03M20.00S,2022-10-20T00:05:43.5Z,2,REGULAR,turnover,out-of-bounds,[],1630537,,,1610612754,43,50,2022-10-20T00:05:49Z,3020000,,,0,,C. Duarte lost ball out-of-bounds TURNOVER (1 TO),[1630537],1610612754.0,IND,lost ball,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,201638.0,,,,,,,,,,,,,,,1.0,,,,
309,PT03M20.00S,2022-10-20T00:06:11.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612764,43,50,2022-10-20T00:06:11Z,3030000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M20.00S,2022-10-20T00:07:21.2Z,2,REGULAR,substitution,out,[],1630166,,,1610612764,43,50,2022-10-20T00:07:58Z,3040000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M20.00S,2022-10-20T00:07:21.2Z,2,REGULAR,substitution,in,[],203115,,,1610612764,43,50,2022-10-20T00:07:58Z,3050000,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M07.00S,2022-10-20T00:08:48.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,8.229303547963205,50.98039215686274,1610612764,43,52,2022-10-20T00:08:53Z,3070000,-5.0,25.0,1,left,B. Beal Layup (11 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Made,,11.0,2.54,,,,,,,,,,,
314,PT02M52.00S,2022-10-20T00:09:03.0Z,2,REGULAR,3pt,Jump Shot,[],1627741,66.04796320630749,38.23529411764706,1610612754,43,52,2022-10-20T00:09:07Z,3080000,-59.0,267.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,27.3,,,,,,,,,,,
315,PT02M49.00S,2022-10-20T00:09:06.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,43,52,2022-10-20T00:09:07Z,3090000,,,0,,K. Kuzma REBOUND (Off:0 Def:6),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,314.0,,,6.0,6.0,0.0,,,,,,,,
316,PT02M39.00S,2022-10-20T00:09:16.6Z,2,REGULAR,3pt,Jump Shot,[],203115,16.507884362680684,4.6568627450980395,1610612764,43,55,2022-10-20T00:09:23Z,3100000,227.0,103.0,1,left,W. Barton 24' 3PT  (8 PTS) (M. Morris 2 AST),"[203115, 1628420]",1610612764.0,WAS,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,8.0,24.89,,,,M. Morris,1628420.0,2.0,,,,,
318,PT02M28.00S,2022-10-20T00:09:28.6Z,2,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,43,55,2022-10-20T00:09:33Z,3120000,,,0,,T. Haliburton bad pass out-of-bounds TURNOVER (3 TO),[1630169],1610612754.0,IND,bad pass,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Center,201638.0,,,,,,,,,,,,,,,3.0,,,,
319,PT02M04.00S,2022-10-20T00:10:00.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203078,11.12023653088042,3.431372549019608,1610612764,43,55,2022-10-20T00:15:47Z,3130000,233.0,52.0,1,left,MISS B. Beal step back 3PT,[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.85,,,,,,,,,,,
320,PT02M04.00S,2022-10-20T00:10:00.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,43,55,2022-10-20T00:10:14Z,3140000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,319.0,,,,,,,,,,,,,
321,PT02M04.00S,2022-10-20T00:10:04.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612764,43,55,2022-10-20T00:10:18Z,3150000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,1162.0,,,,,,,,,,,,,,,,,,,
322,PT01M59.00S,2022-10-20T00:10:19.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627741,85.62746386333771,50.73529411764706,1610612754,45,55,2022-10-20T00:10:27Z,3160000,4.0,83.0,1,right,B. Hield 8' pullup Jump Shot (13 PTS),[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,13.0,8.27,,,,,,,,,,,
323,PT01M47.00S,2022-10-20T00:10:31.5Z,2,REGULAR,3pt,Jump Shot,[],204001,27.808804204993432,80.14705882352942,1610612764,45,58,2022-10-20T00:10:36Z,3170000,-151.0,209.0,1,left,K. Porzingis 25' 3PT  (11 PTS) (M. Morris 3 AST),"[204001, 1628420]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,11.0,25.76,,,,M. Morris,1628420.0,3.0,,,,,
326,PT01M29.00S,2022-10-20T00:11:02.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,89.70105124835742,46.81372549019608,1610612754,45,58,2022-10-20T00:11:06Z,3200000,-16.0,44.0,1,right,MISS I. Jackson driving Layup,[1630543],1610612754.0,IND,driving,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.71,,,,,,,,,,,
327,PT01M26.00S,2022-10-20T00:11:05.3Z,2,REGULAR,rebound,offensive,[],1630169,,,1610612754,45,58,2022-10-20T00:11:06Z,3210000,,,0,,T. Haliburton REBOUND (Off:1 Def:0),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,326.0,,,1.0,0.0,1.0,,,,,,,,
328,PT01M23.00S,2022-10-20T00:11:07.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630169,90.75229960578186,25.245098039215684,1610612754,47,58,2022-10-20T00:11:13Z,3220000,-124.0,34.0,1,right,T. Haliburton 12' floating Jump Shot (14 PTS),[1630169],1610612754.0,IND,floating,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,,,,,,Made,,14.0,12.85,,,,,,,,,,,
329,PT01M13.00S,2022-10-20T00:11:16.9Z,2,REGULAR,3pt,Jump Shot,[],204001,28.728646517739815,80.3921568627451,1610612764,47,58,2022-10-20T00:11:22Z,3230000,-152.0,218.0,1,left,MISS K. Porzingis 26' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.53,,,,,,,,,,,
330,PT01M11.00S,2022-10-20T00:11:20.2Z,2,REGULAR,rebound,offensive,[],1628420,,,1610612764,47,58,2022-10-20T00:11:20Z,3240000,,,0,,M. Morris REBOUND (Off:2 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,,,,,329.0,,,3.0,1.0,2.0,,,,,,,,
331,PT01M10.00S,2022-10-20T00:11:21.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628420,13.354139290407357,44.36274509803921,1610612764,47,58,2022-10-20T00:11:25Z,3250000,28.0,73.0,1,left,MISS M. Morris 7' floating Shot,[1628420],1610612764.0,WAS,floating,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.83,,,,,,,,,,,
332,PT01M08.00S,2022-10-20T00:11:23.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,47,58,2022-10-20T00:11:25Z,3260000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,331.0,,,,,,,,,,,,,
334,PT01M02.00S,2022-10-20T00:11:38.6Z,2,REGULAR,3pt,Jump Shot,[],1630169,77.61169513797634,88.23529411764706,1610612754,50,58,2022-10-20T00:11:45Z,3280000,191.0,158.0,1,right,T. Haliburton 24' 3PT pullup (17 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,17.0,24.8,,,,,,,,,,,
335,PT00M45.90S,2022-10-20T00:11:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,5.075558475689881,55.392156862745104,1610612764,50,60,2022-10-20T00:12:01Z,3290000,-27.0,-5.0,1,left,B. Beal driving reverse Layup (13 PTS),[203078],1610612764.0,WAS,driving reverse,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Made,,13.0,2.74,,,,,,,,,,,
336,PT00M38.40S,2022-10-20T00:12:08.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,91.93495400788436,44.36274509803921,1610612754,50,60,2022-10-20T00:12:12Z,3300000,-28.0,23.0,1,right,MISS B. Hield Layup,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.66,,,,,,,,,,,
337,PT00M35.90S,2022-10-20T00:12:10.7Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612764,50,60,2022-10-20T00:12:12Z,3310000,,,0,,M. Morris REBOUND (Off:2 Def:2),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,336.0,,,4.0,2.0,2.0,,,,,,,,
338,PT00M15.60S,2022-10-20T00:12:31.0Z,2,REGULAR,turnover,bad pass,[],1628420,,,1610612764,50,60,2022-10-20T00:12:36Z,3320000,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 1630537]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Duarte,1630537.0,,
339,PT00M15.60S,2022-10-20T00:12:31.0Z,2,REGULAR,steal,,[],1630537,,,1610612754,50,60,2022-10-20T00:12:32Z,3330000,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
341,PT00M12.10S,2022-10-20T00:12:46.9Z,2,REGULAR,substitution,out,[],204001,,,1610612754,50,60,2022-10-20T00:12:55Z,3350000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M12.10S,2022-10-20T00:12:46.9Z,2,REGULAR,substitution,out,[],1628420,,,1610612754,50,60,2022-10-20T00:12:55Z,3360000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M12.10S,2022-10-20T00:12:46.9Z,2,REGULAR,substitution,in,[],1626153,,,1610612754,50,60,2022-10-20T00:12:55Z,3370000,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M12.10S,2022-10-20T00:12:46.9Z,2,REGULAR,substitution,in,[],1629655,,,1610612754,50,60,2022-10-20T00:12:55Z,3380000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
