actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
388,PT10M14.00S,2023-04-01T00:30:47.0Z,3,REGULAR,substitution,in,[],1627741,,,1610612754,67,67,2023-04-01T00:31:04Z,3840000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT10M02.00S,2023-04-01T00:31:29.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,7.966491458607096,46.81372549019608,1610612754,69,67,2023-04-01T00:31:33Z,3850000,False,16.0,22.0,1,left,J. Smith Layup (9 PTS) (J. Nwora 5 AST),"[1630188, 1629670]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,,,9.0,J. Nwora,1629670.0,5.0,,,,,,
391,PT10M02.00S,2023-04-01T00:31:31.6Z,3,REGULAR,foul,personal,['1freethrow'],1629652,,,1610612754,69,67,2023-04-01T00:31:37Z,3870000,False,,,0,,L. Dort shooting personal FOUL (2 PF) (Smith 1 FT),"[1629652, 1630188]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,,,,2.0,0.0,Smith,1630188.0,,
393,PT10M02.00S,2023-04-01T00:31:49.5Z,3,REGULAR,freethrow,1 of 1,[],1630188,,,1610612754,69,67,2023-04-01T00:31:49Z,3890000,False,,,0,,MISS J. Smith Free Throw 1 of 1,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
394,PT10M01.00S,2023-04-01T00:31:50.5Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,69,67,2023-04-01T00:31:53Z,3900000,False,,,0,,J. Giddey REBOUND (Off:2 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,393.0,5.0,3.0,2.0,,,,,,,,,,,,,,
395,PT09M50.00S,2023-04-01T00:32:01.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,84.97043363994744,54.41176470588235,1610612760,69,67,2023-04-01T00:32:07Z,3910000,False,22.0,89.0,1,right,MISS S. Gilgeous-Alexander 9' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,9.15,Missed,,,,,,,,,,,,,,,,,,
396,PT09M47.00S,2023-04-01T00:32:04.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,69,67,2023-04-01T00:32:07Z,3920000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,395.0,,,,,,,,,,,,,,,,,
398,PT09M38.00S,2023-04-01T00:32:30.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,89.70105124835742,95.58823529411765,1610612760,69,70,2023-04-01T00:32:35Z,3940000,False,228.0,44.0,1,right,J. Giddey 3PT  (18 PTS) (S. Gilgeous-Alexander 2 AST),"[1630581, 1628983]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,23.22,Made,,,,,,,,,18.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,
400,PT09M26.00S,2023-04-01T00:32:42.6Z,3,REGULAR,3pt,Jump Shot,[],1627741,29.25427069645204,25.0,1610612754,69,70,2023-04-01T00:32:49Z,3960000,False,125.0,222.0,1,left,MISS B. Hield 25' 3PT - blocked,"[1627741, 1630322]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,Waters III,1630322.0
401,PT09M26.00S,2023-04-01T00:32:42.6Z,3,REGULAR,block,,[],1630322,,,1610612754,69,70,2023-04-01T00:32:45Z,3970000,False,,,0,,L. Waters III BLOCK (1 BLK),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
402,PT09M23.00S,2023-04-01T00:32:45.6Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,69,70,2023-04-01T00:32:49Z,3980000,False,,,0,,J. Williams REBOUND (Off:0 Def:4),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,400.0,4.0,4.0,0.0,,,,,,,,,,,,,,
403,PT09M10.00S,2023-04-01T00:32:58.7Z,3,REGULAR,2pt,Jump Shot,[],1628983,94.69448094612353,72.30392156862744,1610612760,69,70,2023-04-01T00:33:05Z,3990000,False,112.0,-3.0,1,right,MISS S. Gilgeous-Alexander 11' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,11.15,Missed,,,,,,,,,,,,,,,,,,
404,PT09M07.00S,2023-04-01T00:33:01.7Z,3,REGULAR,rebound,defensive,[],1629670,,,1610612754,69,70,2023-04-01T00:33:05Z,4000000,False,,,0,,J. Nwora REBOUND (Off:1 Def:2),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Right,,,403.0,3.0,2.0,1.0,,,,,,,,,,,,,,
405,PT08M57.00S,2023-04-01T00:33:12.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,8.09789750328515,45.588235294117645,1610612754,71,70,2023-04-01T00:33:16Z,4010000,False,22.0,24.0,1,left,J. Smith Layup (11 PTS) (A. Nesmith 1 AST),"[1630188, 1630174]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,,,11.0,A. Nesmith,1630174.0,1.0,,,,,,
407,PT08M45.00S,2023-04-01T00:33:23.7Z,3,REGULAR,3pt,Jump Shot,[],1629652,69.85873850197109,72.30392156862744,1610612760,71,70,2023-04-01T00:33:28Z,4030000,False,112.0,231.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
408,PT08M42.00S,2023-04-01T00:33:26.7Z,3,REGULAR,rebound,defensive,[],1629670,,,1610612754,71,70,2023-04-01T00:33:28Z,4040000,False,,,0,,J. Nwora REBOUND (Off:1 Def:3),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,,,407.0,4.0,3.0,1.0,,,,,,,,,,,,,,
409,PT08M35.00S,2023-04-01T00:33:36.8Z,3,REGULAR,foul,personal,[],1628983,,,1610612754,71,70,2023-04-01T00:33:47Z,4050000,False,,,0,,S. Gilgeous-Alexander personal FOUL (3 PF),"[1628983, 1629670]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628484.0,,,,,,,,3.0,0.0,Nwora,1629670.0,,
411,PT08M26.00S,2023-04-01T00:34:08.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,9.149145860709593,44.36274509803921,1610612754,73,70,2023-04-01T00:34:15Z,4070000,False,28.0,34.0,1,left,A. Nesmith driving floating bank Jump Shot (8 PTS) (A. Nembhard 5 AST),"[1630174, 1629614]",1610612754.0,IND,driving floating bank,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,4.38,Made,,,,,,,,,8.0,A. Nembhard,1629614.0,5.0,,,,,,
412,PT08M26.00S,2023-04-01T00:34:13.0Z,3,REGULAR,foul,personal,['1freethrow'],1630322,,,1610612754,73,70,2023-04-01T00:34:19Z,4080000,False,,,0,,L. Waters III shooting personal FOUL (1 PF) (Nesmith 1 FT),"[1630322, 1630174]",1610612760.0,OKC,shooting,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Nesmith,1630174.0,,
414,PT08M26.00S,2023-04-01T00:34:35.9Z,3,REGULAR,freethrow,1 of 1,[],1630174,,,1610612754,74,70,2023-04-01T00:34:35Z,4100000,False,,,0,,A. Nesmith Free Throw 1 of 1 (9 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
416,PT08M19.00S,2023-04-01T00:34:44.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.59198423127464,46.81372549019608,1610612760,74,70,2023-04-01T00:34:49Z,4110000,False,-16.0,17.0,1,right,MISS S. Gilgeous-Alexander driving finger roll Layup,[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
417,PT08M15.00S,2023-04-01T00:34:48.8Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,74,70,2023-04-01T00:34:57Z,4120000,False,,,0,,J. Smith REBOUND (Off:4 Def:7),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,416.0,11.0,7.0,4.0,,,,,,,,,,,,,,
418,PT08M13.00S,2023-04-01T00:34:51.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,7.178055190538765,4.6568627450980395,1610612754,74,70,2023-04-01T00:34:56Z,4130000,False,227.0,15.0,1,left,MISS B. Hield running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,22.72,Missed,,,,,,,,,,,,,,,,,,
419,PT08M07.00S,2023-04-01T00:34:57.2Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,74,70,2023-04-01T00:34:56Z,4140000,False,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,,,418.0,3.0,3.0,0.0,,,,,,,,,,,,,,
420,PT08M04.00S,2023-04-01T00:34:59.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630581,92.46057818659659,52.69607843137255,1610612760,74,72,2023-04-01T00:35:05Z,4150000,False,13.0,18.0,1,right,J. Giddey running DUNK (20 PTS) (S. Gilgeous-Alexander 3 AST),"[1630581, 1628983]",1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,,,,20.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,
422,PT07M53.00S,2023-04-01T00:35:11.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630188,8.229303547963205,52.450980392156865,1610612754,74,72,2023-04-01T00:37:03Z,4170000,False,-12.0,25.0,1,left,MISS J. Smith bank Shot,[1630188],1610612754.0,IND,bank,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,
423,PT07M50.00S,2023-04-01T00:35:14.0Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,74,72,2023-04-01T00:35:17Z,4180000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:5),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,422.0,5.0,5.0,0.0,,,,,,,,,,,,,,
424,PT07M46.00S,2023-04-01T00:35:18.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,94.30026281208936,96.81372549019608,1610612760,74,72,2023-04-01T00:35:30Z,4190000,False,234.0,1.0,1,right,MISS L. Dort running 3PT,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
425,PT07M41.00S,2023-04-01T00:35:23.0Z,3,REGULAR,rebound,defensive,[],1629670,,,1610612754,74,72,2023-04-01T00:35:34Z,4200000,False,,,0,,J. Nwora REBOUND (Off:1 Def:4),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Right Corner 3,24+ Right,,,424.0,5.0,4.0,1.0,,,,,,,,,,,,,,
426,PT07M28.00S,2023-04-01T00:35:35.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630174,7.966491458607096,52.69607843137255,1610612754,74,72,2023-04-01T00:35:41Z,4210000,False,-13.0,22.0,1,left,MISS A. Nesmith driving DUNK,[1630174],1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
427,PT07M26.00S,2023-04-01T00:35:37.4Z,3,REGULAR,rebound,defensive,[],1630322,,,1610612760,74,72,2023-04-01T00:35:37Z,4220000,False,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,,,426.0,1.0,1.0,0.0,,,,,,,,,,,,,,
428,PT07M24.00S,2023-04-01T00:35:39.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630322,67.7562417871222,37.00980392156863,1610612760,74,75,2023-04-01T00:35:45Z,4230000,False,-65.0,251.0,1,right,L. Waters III 25' 3PT running pullup (5 PTS),[1630322],1610612760.0,OKC,running pullup,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Center,25.89,Made,,,,,,,,,5.0,,,,,,,,,
429,PT07M04.00S,2023-04-01T00:35:59.3Z,3,REGULAR,3pt,Jump Shot,[],1629670,24.52365308804205,87.99019607843137,1610612754,77,75,2023-04-01T00:36:06Z,4240000,False,-190.0,178.0,1,left,J. Nwora 26' 3PT  (11 PTS) (B. Hield 3 AST),"[1629670, 1627741]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,26.04,Made,,,,,,,,,11.0,B. Hield,1627741.0,3.0,,,,,,
431,PT06M48.00S,2023-04-01T00:36:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,92.46057818659659,53.67647058823529,1610612760,77,75,2023-04-01T00:36:20Z,4260000,False,18.0,18.0,1,right,MISS J. Williams driving Layup,[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
432,PT06M45.00S,2023-04-01T00:36:18.7Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,77,75,2023-04-01T00:36:20Z,4270000,False,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,431.0,3.0,3.0,0.0,,,,,,,,,,,,,,
433,PT06M37.00S,2023-04-01T00:36:26.6Z,3,REGULAR,3pt,Jump Shot,[],1630174,30.56833114323259,72.05882352941177,1610612754,77,75,2023-04-01T00:36:44Z,4280000,False,-110.0,235.0,1,left,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
434,PT06M34.00S,2023-04-01T00:36:29.6Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612754,77,75,2023-04-01T00:37:00Z,4290000,False,,,0,,J. Smith REBOUND (Off:5 Def:7),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,433.0,12.0,7.0,5.0,,,,,,,,,,,,,,
436,PT06M34.00S,2023-04-01T00:36:45.9Z,3,REGULAR,substitution,out,[],1630188,,,1610612754,77,75,2023-04-01T00:36:58Z,4310000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M34.00S,2023-04-01T00:36:45.9Z,3,REGULAR,substitution,out,[],1627741,,,1610612754,77,75,2023-04-01T00:36:58Z,4320000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M34.00S,2023-04-01T00:36:45.9Z,3,REGULAR,substitution,in,[],1631097,,,1610612754,77,75,2023-04-01T00:36:58Z,4330000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M34.00S,2023-04-01T00:36:45.9Z,3,REGULAR,substitution,in,[],1630543,,,1610612754,77,75,2023-04-01T00:36:58Z,4340000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M24.00S,2023-04-01T00:37:20.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629614,7.966491458607096,53.431372549019606,1610612754,77,75,2023-04-01T00:37:26Z,4350000,False,-17.0,22.0,1,left,MISS A. Nembhard Layup,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,,,,,,,
441,PT06M21.00S,2023-04-01T00:37:23.9Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,77,75,2023-04-01T00:37:26Z,4360000,False,,,0,,J. Williams REBOUND (Off:0 Def:5),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,440.0,5.0,5.0,0.0,,,,,,,,,,,,,,
442,PT06M07.00S,2023-04-01T00:37:36.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,82.7365308804205,59.31372549019608,1610612760,77,77,2023-04-01T00:37:41Z,4370000,False,47.0,110.0,1,right,J. Williams 11' pullup Jump Shot (10 PTS) (J. Giddey 3 AST),"[1631114, 1630581]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,,,,,,,,,10.0,J. Giddey,1630581.0,3.0,,,,,,
444,PT06M00.00S,2023-04-01T00:37:46.7Z,3,REGULAR,foul,personal,[],1631114,,,1610612754,77,77,2023-04-01T00:38:01Z,4390000,False,,,0,,J. Williams personal FOUL (4 PF),"[1631114, 1629614]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,,,,,,1830.0,,,,,,,,4.0,0.0,Nembhard,1629614.0,,
446,PT06M00.00S,2023-04-01T00:38:08.2Z,3,REGULAR,substitution,out,[],1631114,,,1610612754,77,77,2023-04-01T00:38:13Z,4410000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT06M00.00S,2023-04-01T00:38:08.2Z,3,REGULAR,substitution,in,[],1630598,,,1610612754,77,77,2023-04-01T00:38:13Z,4420000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M50.00S,2023-04-01T00:38:28.8Z,3,REGULAR,turnover,bad pass,[],1629614,,,1610612754,77,77,2023-04-01T00:38:34Z,4430000,False,,,0,,A. Nembhard bad pass TURNOVER (3 TO),"[1629614, 1630598]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,,,,,,,,3.0,Wiggins,1630598.0,,,,,,,,,,
449,PT05M50.00S,2023-04-01T00:38:28.8Z,3,REGULAR,steal,,[],1630598,,,1610612760,77,77,2023-04-01T00:38:30Z,4440000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
450,PT05M42.00S,2023-04-01T00:38:37.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630598,89.43823915900131,43.627450980392155,1610612760,77,79,2023-04-01T00:38:41Z,4450000,False,-32.0,47.0,1,right,A. Wiggins driving finger roll Layup (9 PTS) (L. Waters III 1 AST),"[1630598, 1630322]",1610612760.0,OKC,driving finger roll,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.66,Made,,,,,,,,,9.0,L. Waters III,1630322.0,1.0,,,,,,
452,PT05M29.00S,2023-04-01T00:38:49.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,8.623521681997373,56.61764705882353,1610612754,77,79,2023-04-01T00:38:53Z,4470000,False,-33.0,29.0,1,left,MISS A. Nembhard driving finger roll Layup,[1629614],1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,4.37,Missed,,,,,,,,,,,,,,,,,,
453,PT05M26.00S,2023-04-01T00:38:52.2Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,77,79,2023-04-01T00:38:53Z,4480000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:6),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,452.0,6.0,6.0,0.0,,,,,,,,,,,,,,
454,PT05M22.00S,2023-04-01T00:38:56.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628983,91.5407358738502,44.85294117647059,1610612760,77,79,2023-04-01T00:39:08Z,4490000,False,-26.0,27.0,1,right,MISS S. Gilgeous-Alexander running Shot - blocked,"[1628983, 1629670]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,Nwora,1629670.0
455,PT05M22.00S,2023-04-01T00:38:56.3Z,3,REGULAR,block,,[],1629670,,,1610612760,77,79,2023-04-01T00:38:58Z,4500000,False,,,0,,J. Nwora BLOCK (1 BLK),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
456,PT05M22.00S,2023-04-01T00:38:56.3Z,3,REGULAR,rebound,offensive,[],1629652,,,1610612760,77,79,2023-04-01T00:39:20Z,4510000,False,,,0,,L. Dort REBOUND (Off:1 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,454.0,4.0,3.0,1.0,,,,,,,,,,,,,,
458,PT05M22.00S,2023-04-01T00:39:05.9Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612760,77,79,2023-04-01T00:39:17Z,4530000,False,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Dort 2 FT),"[1630174, 1629652]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,1628484.0,,,,,,,,2.0,0.0,Dort,1629652.0,,
460,PT05M22.00S,2023-04-01T00:39:29.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629652,,,1610612760,77,79,2023-04-01T00:39:29Z,4550000,False,,,0,,MISS L. Dort Free Throw 1 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
461,PT05M22.00S,2023-04-01T00:39:29.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,77,79,2023-04-01T00:39:29Z,4560000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,,,
462,PT05M22.00S,2023-04-01T00:39:29.9Z,3,REGULAR,substitution,out,[],1630174,,,1610612760,77,79,2023-04-01T00:39:36Z,4570000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT05M22.00S,2023-04-01T00:39:29.9Z,3,REGULAR,substitution,in,[],204456,,,1610612760,77,79,2023-04-01T00:39:36Z,4580000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT05M22.00S,2023-04-01T00:39:29.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629652,,,1610612760,77,80,2023-04-01T00:42:27Z,4590000,False,,,0,,L. Dort Free Throw 2 of 2 (5 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
465,PT05M01.00S,2023-04-01T00:40:13.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,8.360709592641262,49.01960784313725,1610612754,79,80,2023-04-01T00:40:17Z,4600000,False,5.0,26.0,1,left,I. Jackson Layup (13 PTS) (J. Nwora 6 AST),"[1630543, 1629670]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.66,Made,,,,,,,,,13.0,J. Nwora,1629670.0,6.0,,,,,,
467,PT04M51.00S,2023-04-01T00:40:25.2Z,3,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612760,79,80,2023-04-01T00:40:32Z,4620000,False,,,0,,A. Nembhard shooting personal FOUL (3 PF) (Gilgeous-Alexander 2 FT),"[1629614, 1628983]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,,,,3.0,0.0,Gilgeous-Alexander,1628983.0,,
469,PT04M51.00S,2023-04-01T00:40:56.6Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,79,81,2023-04-01T00:40:56Z,4640000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (23 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,23.0,,,,,,,,,
470,PT04M51.00S,2023-04-01T00:40:57.1Z,3,REGULAR,substitution,out,[],1629614,,,1610612760,79,81,2023-04-01T00:41:01Z,4650000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT04M51.00S,2023-04-01T00:40:57.1Z,3,REGULAR,substitution,in,[],1627741,,,1610612760,79,81,2023-04-01T00:41:01Z,4660000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT04M51.00S,2023-04-01T00:41:07.6Z,3,REGULAR,substitution,out,[],1630322,,,1610612760,79,81,2023-04-01T00:41:11Z,4670000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT04M51.00S,2023-04-01T00:41:07.6Z,3,REGULAR,substitution,in,[],1631119,,,1610612760,79,81,2023-04-01T00:41:11Z,4680000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
