actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
262,PT05M39.00S,2023-02-16T01:01:58.4Z,2,REGULAR,substitution,in,[],1627936,,,1610612754,29,45,2023-02-16T01:02:01Z,2610000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,
263,PT05M39.00S,2023-02-16T01:02:14.1Z,2,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,30,45,2023-02-16T01:02:14Z,2620000,False,,,0,,T. Haliburton Free Throw 2 of 2 (5 PTS),[1630169],1610612754.0,IND,,,,,,,,,,Made,5.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
268,PT05M20.00S,2023-02-16T01:03:26.0Z,2,REGULAR,2pt,Jump Shot,[],202696,78.0059132720105,49.26470588235294,1610612741,30,45,2023-02-16T01:03:30Z,2670000,False,-4.0,154.0,1,right,MISS N. Vucevic 15' turnaround Shot,[202696],1610612741.0,CHI,turnaround,,,,,,Mid-Range,8-16 Center,15.42,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
269,PT05M17.00S,2023-02-16T01:03:29.0Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,30,45,2023-02-16T01:03:30Z,2680000,False,,,0,,M. Turner REBOUND (Off:0 Def:4),[1626167],1610612754.0,IND,,,,,,,Mid-Range,8-16 Center,,,,Turner,M. Turner,268.0,4.0,4.0,0.0,,,,,,,,,,,,,
270,PT05M05.00S,2023-02-16T01:03:40.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,7.966491458607096,50.0,1610612754,32,45,2023-02-16T01:03:44Z,2690000,False,0.0,22.0,1,left,M. Turner DUNK (5 PTS) (T. Haliburton 3 AST),"[1626167, 1630169]",1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,2.24,Made,5.0,Turner,M. Turner,,,,,,,,T. Haliburton,1630169.0,3.0,,,,,,,
272,PT04M54.00S,2023-02-16T01:03:51.5Z,2,REGULAR,3pt,Jump Shot,[],202696,71.04139290407359,18.38235294117647,1610612741,32,48,2023-02-16T01:03:56Z,2710000,False,-158.0,220.0,1,right,N. Vucevic 27' 3PT  (8 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,27.07,Made,8.0,Vucevic,N. Vucevic,,,,,,,,A. Dosunmu,1630245.0,1.0,,,,,,,
335,PT04M46.00S,2023-02-16T01:03:57.0Z,2,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,32,48,2023-02-16T01:15:27Z,2725000,False,,,0,,B. Mathurin lost ball out-of-bounds TURNOVER (2 TO),[1631097],1610612754.0,IND,lost ball,,,,,,Restricted Area,0-8 Center,,,,Mathurin,B. Mathurin,,,,,2.0,,,,,,2882.0,,,,,,
278,PT04M30.00S,2023-02-16T01:04:24.6Z,2,REGULAR,turnover,traveling,[],202696,,,1610612741,32,48,2023-02-16T01:04:28Z,2770000,False,,,0,,N. Vucevic traveling TURNOVER (3 TO),[202696],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,,Vucevic,N. Vucevic,,,,,3.0,,,,,,2882.0,,,,,,
279,PT04M12.00S,2023-02-16T01:04:56.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,26.10052562417871,14.950980392156863,1610612754,32,48,2023-02-16T01:05:00Z,2780000,False,175.0,193.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,,
280,PT04M08.00S,2023-02-16T01:05:00.4Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,32,48,2023-02-16T01:05:00Z,2790000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Williams,P. Williams,279.0,1.0,1.0,0.0,,,,,,,,,,,,,
281,PT03M56.00S,2023-02-16T01:05:11.9Z,2,REGULAR,2pt,Jump Shot,[],202696,88.38699080157687,29.411764705882355,1610612741,32,48,2023-02-16T01:05:18Z,2800000,False,-103.0,57.0,1,right,MISS N. Vucevic 11' turnaround Shot,[202696],1610612741.0,CHI,turnaround,,,,,,Mid-Range,8-16 Left,11.75,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
282,PT03M51.00S,2023-02-16T01:05:16.9Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,32,48,2023-02-16T01:05:18Z,2810000,False,,,0,,M. Turner REBOUND (Off:0 Def:5),[1626167],1610612754.0,IND,,,,,,,Mid-Range,8-16 Left,,,,Turner,M. Turner,281.0,5.0,5.0,0.0,,,,,,,,,,,,,
283,PT03M50.00S,2023-02-16T01:05:19.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,6.521024967148489,56.372549019607845,1610612754,34,48,2023-02-16T01:05:29Z,2820000,False,-32.0,9.0,1,left,B. Mathurin running finger roll Layup (6 PTS) (T. Haliburton 4 AST),"[1631097, 1630169]",1610612754.0,IND,running finger roll,,,,,,Restricted Area,0-8 Center,3.31,Made,6.0,Mathurin,B. Mathurin,,,,,,,,T. Haliburton,1630169.0,4.0,,,,,,,
285,PT03M50.00S,2023-02-16T01:05:24.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203897,,,1610612754,34,48,2023-02-16T01:06:12Z,2840000,False,,,0,,Z. LaVine shooting personal FOUL (3 PF) (Mathurin 1 FT),"[203897, 1631097]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,LaVine,Z. LaVine,,,,,,,,,,,1628954.0,3.0,0.0,Mathurin,1631097.0,,
287,PT03M50.00S,2023-02-16T01:06:13.5Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202696,,,1610612754,34,48,2023-02-16T01:06:20Z,2860000,False,,,0,,N. Vucevic technical FOUL (1 Tech),[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,2882.0,2.0,1.0,,,,
288,PT03M50.00S,2023-02-16T01:06:21.2Z,2,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,35,48,2023-02-16T01:06:21Z,2870000,False,,,0,,T. Haliburton technical Free Throw 1 of 1 (6 PTS),[1630169],1610612754.0,IND,technical,,,,,,,,,Made,6.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
289,PT03M50.00S,2023-02-16T01:06:32.7Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1631097,,,1610612754,36,48,2023-02-16T01:06:32Z,2880000,False,,,0,,B. Mathurin Free Throw 1 of 1 (7 PTS),[1631097],1610612754.0,IND,,,,,,,,,,Made,7.0,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
290,PT03M39.00S,2023-02-16T01:06:48.7Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612741,36,48,2023-02-16T01:06:54Z,2890000,False,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Vucevic 2 FT),"[1630174, 202696]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Nesmith,A. Nesmith,,,,,,,,,,,1199.0,3.0,0.0,Vucevic,202696.0,,
292,PT03M39.00S,2023-02-16T01:07:30.1Z,2,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,36,48,2023-02-16T01:07:30Z,2910000,False,,,0,,MISS N. Vucevic Free Throw 1 of 2,[202696],1610612741.0,CHI,,,,,,,,,,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
293,PT03M39.00S,2023-02-16T01:07:30.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,36,48,2023-02-16T01:07:30Z,2920000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,292.0,,,,,,,,,,,,,,,,
294,PT03M39.00S,2023-02-16T01:07:30.8Z,2,REGULAR,substitution,out,[],1630174,,,1610612741,36,48,2023-02-16T01:07:33Z,2930000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,,,,,,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
295,PT03M39.00S,2023-02-16T01:07:30.8Z,2,REGULAR,substitution,in,[],1629614,,,1610612741,36,48,2023-02-16T01:07:33Z,2940000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
296,PT03M39.00S,2023-02-16T01:07:30.1Z,2,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,36,48,2023-02-16T01:07:56Z,2950000,False,,,0,,MISS N. Vucevic Free Throw 2 of 2,[202696],1610612741.0,CHI,,,,,,,,,,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
297,PT03M37.00S,2023-02-16T01:07:32.1Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,36,48,2023-02-16T01:07:56Z,2960000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,,,,,,,,,Haliburton,T. Haliburton,296.0,2.0,2.0,0.0,,,,,,,,,,,,,
298,PT03M34.00S,2023-02-16T01:07:58.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,29.911300919842315,29.901960784313726,1610612754,39,48,2023-02-16T01:08:12Z,2970000,False,100.0,229.0,1,left,T. Haliburton 24' 3PT running pullup (9 PTS),[1630169],1610612754.0,IND,running pullup,,,,,,Above the Break 3,24+ Right Center,24.98,Made,9.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
299,PT03M31.00S,2023-02-16T01:08:06.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612741,39,48,2023-02-16T01:08:06Z,2980000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M31.00S,2023-02-16T01:09:11.7Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,39,48,2023-02-16T01:09:38Z,2990000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
301,PT03M31.00S,2023-02-16T01:09:11.7Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,39,48,2023-02-16T01:09:38Z,3000000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
302,PT03M16.00S,2023-02-16T01:10:00.6Z,2,REGULAR,2pt,Jump Shot,[],1629632,90.09526938239159,25.245098039215684,1610612741,39,50,2023-02-16T01:13:28Z,3010000,False,-124.0,41.0,1,right,C. White 13' fadeaway Jump Shot (9 PTS),[1629632],1610612741.0,CHI,fadeaway,,,,,,Mid-Range,8-16 Left,13.03,Made,9.0,White,C. White,,,,,,,,,,,,,,,,,
303,PT02M49.00S,2023-02-16T01:10:31.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612754,39,50,2023-02-16T01:10:40Z,3020000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1628954.0,,,,,,
304,PT02M37.00S,2023-02-16T01:10:54.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202696,91.5407358738502,47.549019607843135,1610612741,39,52,2023-02-16T01:17:56Z,3030000,False,-12.0,27.0,1,right,N. Vucevic driving DUNK (10 PTS) (A. Dosunmu 2 AST),"[202696, 1630245]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,2.97,Made,10.0,Vucevic,N. Vucevic,,,,,,,,A. Dosunmu,1630245.0,2.0,,,,,,,
306,PT02M20.00S,2023-02-16T01:11:11.5Z,2,REGULAR,2pt,Jump Shot,[],1630169,24.392247043363994,45.588235294117645,1610612754,39,52,2023-02-16T01:11:15Z,3050000,False,22.0,177.0,1,left,MISS T. Haliburton 17' pullup Shot,[1630169],1610612754.0,IND,pullup,,,,,,Mid-Range,16-24 Center,17.82,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
307,PT02M18.00S,2023-02-16T01:11:13.5Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,39,52,2023-02-16T01:11:15Z,3060000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:6),[203897],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,,LaVine,Z. LaVine,306.0,6.0,6.0,0.0,,,,,,,,,,,,,
308,PT02M06.00S,2023-02-16T01:11:25.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,88.64980289093299,48.77450980392157,1610612741,39,52,2023-02-16T01:11:31Z,3070000,False,-6.0,54.0,1,right,MISS N. Vucevic DUNK - blocked,"[202696, 1626167]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,5.45,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,Turner,1626167.0
309,PT02M06.00S,2023-02-16T01:11:25.9Z,2,REGULAR,block,,[],1626167,,,1610612741,39,52,2023-02-16T01:11:27Z,3080000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,
310,PT02M03.00S,2023-02-16T01:11:28.9Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,39,52,2023-02-16T01:11:31Z,3090000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Vucevic,N. Vucevic,308.0,4.0,3.0,1.0,,,,,,,,,,,,,
311,PT02M02.00S,2023-02-16T01:11:30.4Z,2,REGULAR,turnover,lost ball,[],202696,,,1610612741,39,52,2023-02-16T01:11:37Z,3100000,False,,,0,,N. Vucevic lost ball TURNOVER (4 TO),"[202696, 1629614]",1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,,,,,4.0,Nembhard,1629614.0,,,,,,,,,,
312,PT02M02.00S,2023-02-16T01:11:30.4Z,2,REGULAR,steal,,[],1629614,,,1610612754,39,52,2023-02-16T01:11:31Z,3110000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
313,PT01M57.00S,2023-02-16T01:11:35.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631097,12.697109067017081,3.9215686274509802,1610612754,39,52,2023-02-16T01:12:00Z,3120000,False,230.0,67.0,1,left,MISS B. Mathurin running 3PT,[1631097],1610612754.0,IND,running,,,,,,Right Corner 3,24+ Right,23.99,Missed,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
314,PT01M53.00S,2023-02-16T01:11:39.4Z,2,REGULAR,rebound,offensive,[],1626167,,,1610612754,39,52,2023-02-16T01:12:01Z,3130000,False,,,0,,M. Turner REBOUND (Off:1 Def:5),[1626167],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,,,,Turner,M. Turner,313.0,6.0,5.0,1.0,,,,,,,,,,,,,
315,PT01M51.00S,2023-02-16T01:11:42.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626167,7.178055190538765,56.127450980392155,1610612754,39,52,2023-02-16T01:12:23Z,3140000,False,-31.0,15.0,1,left,MISS M. Turner turnaround Shot - blocked,"[1626167, 1627936]",1610612754.0,IND,turnaround,,,,,,Restricted Area,0-8 Center,3.41,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,Caruso,1627936.0
316,PT01M51.00S,2023-02-16T01:11:42.5Z,2,REGULAR,block,,[],1627936,,,1610612754,39,52,2023-02-16T01:28:15Z,3150000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,
317,PT01M51.00S,2023-02-16T01:11:42.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,39,52,2023-02-16T01:12:16Z,3160000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,,315.0,,,,,,,,,,,,,,,,
319,PT01M45.00S,2023-02-16T01:12:07.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630537,31.35676741130092,73.2843137254902,1610612754,42,52,2023-02-16T01:22:34Z,3180000,False,-116.0,242.0,1,left,C. Duarte 26' 3PT pullup (11 PTS) (B. Mathurin 1 AST),"[1630537, 1631097]",1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Left Center,26.88,Made,11.0,Duarte,C. Duarte,,,,,,,,B. Mathurin,1631097.0,1.0,,,,,,,
320,PT01M28.00S,2023-02-16T01:12:26.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,91.27792378449409,45.588235294117645,1610612741,42,54,2023-02-16T01:12:32Z,3190000,False,-22.0,29.0,1,right,Z. LaVine driving finger roll Layup (16 PTS),[203897],1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,3.69,Made,16.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
321,PT01M28.00S,2023-02-16T01:12:29.6Z,2,REGULAR,foul,personal,['1freethrow'],1630169,,,1610612741,42,54,2023-02-16T01:12:35Z,3200000,False,,,0,,T. Haliburton shooting personal FOUL (1 PF) (LaVine 1 FT),"[1630169, 203897]",1610612754.0,IND,shooting,,,,,,Restricted Area,0-8 Center,,,,Haliburton,T. Haliburton,,,,,,,,,,,1628954.0,1.0,0.0,LaVine,203897.0,,
323,PT01M28.00S,2023-02-16T01:12:52.5Z,2,REGULAR,freethrow,1 of 1,[],203897,,,1610612741,42,55,2023-02-16T01:12:52Z,3220000,False,,,0,,Z. LaVine Free Throw 1 of 1 (17 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,17.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
324,PT01M04.00S,2023-02-16T01:13:20.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,11.12023653088042,54.90196078431373,1610612754,42,55,2023-02-16T01:13:25Z,3230000,False,-25.0,52.0,1,left,MISS T. Haliburton driving floating bank Shot,[1630169],1610612754.0,IND,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
325,PT01M01.00S,2023-02-16T01:13:23.9Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,42,55,2023-02-16T01:13:25Z,3240000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Vucevic,N. Vucevic,324.0,5.0,4.0,1.0,,,,,,,,,,,,,
326,PT00M42.60S,2023-02-16T01:13:42.6Z,2,REGULAR,3pt,Jump Shot,[],1629632,64.99671484888306,26.715686274509803,1610612741,42,58,2023-02-16T01:13:46Z,3250000,False,-116.0,277.0,1,right,C. White 30' 3PT  (12 PTS) (Z. LaVine 4 AST),"[1629632, 203897]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,30.0,Made,12.0,White,C. White,,,,,,,,Z. LaVine,203897.0,4.0,,,,,,,
328,PT00M24.20S,2023-02-16T01:14:03.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,8.754927726675426,53.67647058823529,1610612754,42,58,2023-02-16T01:14:12Z,3270000,False,-18.0,30.0,1,left,MISS B. Mathurin reverse Layup,[1631097],1610612754.0,IND,reverse,,,,,,Restricted Area,0-8 Center,3.5,Missed,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
329,PT00M21.50S,2023-02-16T01:14:06.5Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,42,58,2023-02-16T01:14:06Z,3280000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,328.0,6.0,5.0,1.0,,,,,,,,,,,,,
330,PT00M05.00S,2023-02-16T01:14:22.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,90.3580814717477,43.38235294117647,1610612741,42,58,2023-02-16T01:14:27Z,3290000,False,-33.0,38.0,1,right,MISS Z. LaVine driving floating bank Shot,[203897],1610612741.0,CHI,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
331,PT00M02.20S,2023-02-16T01:14:25.8Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,42,58,2023-02-16T01:14:25Z,3300000,False,,,0,,C. Duarte REBOUND (Off:1 Def:1),[1630537],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Duarte,C. Duarte,330.0,2.0,1.0,1.0,,,,,,,,,,,,,
332,PT00M01.00S,2023-02-16T01:14:27.0Z,2,REGULAR,3pt,Jump Shot,[],1630537,50.14783180026281,71.56862745098039,1610612754,42,58,2023-02-16T01:14:31Z,3310000,False,-108.0,419.0,1,left,MISS C. Duarte 43' pullup 3PT,[1630537],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Center,43.25,Missed,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,
333,PT00M01.00S,2023-02-16T01:14:27.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,42,58,2023-02-16T01:14:31Z,3320000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,,,332.0,,,,,,,,,,,,,,,,
334,PT00M00.00S,2023-02-16T01:14:30.6Z,2,REGULAR,period,end,[],0,,,1610612754,42,58,2023-02-16T01:14:30Z,3330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2023-02-16T01:29:01.5Z,3,REGULAR,substitution,out,['startperiod'],1631097,,,1610612754,42,58,2023-02-16T01:29:36Z,3340000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,,,,,,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2023-02-16T01:29:01.5Z,3,REGULAR,substitution,out,['startperiod'],1630537,,,1610612754,42,58,2023-02-16T01:29:36Z,3350000,False,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,,,,,,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2023-02-16T01:29:01.5Z,3,REGULAR,substitution,out,['startperiod'],1629632,,,1610612754,42,58,2023-02-16T01:29:36Z,3360000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2023-02-16T01:29:01.5Z,3,REGULAR,substitution,in,['startperiod'],1627741,,,1610612754,42,58,2023-02-16T01:29:36Z,3370000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2023-02-16T01:29:01.5Z,3,REGULAR,substitution,in,['startperiod'],1630174,,,1610612754,42,58,2023-02-16T01:29:36Z,3380000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,,,,,,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2023-02-16T01:29:01.5Z,3,REGULAR,substitution,in,['startperiod'],1630172,,,1610612754,42,58,2023-02-16T01:29:36Z,3390000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2023-02-16T01:29:58.3Z,3,REGULAR,period,start,[],0,,,1610612754,42,58,2023-02-16T01:29:58Z,3400000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT11M40.00S,2023-02-16T01:30:17.5Z,3,REGULAR,3pt,Jump Shot,[],1630174,93.77463863337714,94.11764705882352,1610612754,42,58,2023-02-16T01:30:22Z,3410000,False,221.0,6.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,22.07,Missed,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,
345,PT11M36.00S,2023-02-16T01:30:21.5Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,42,58,2023-02-16T01:30:22Z,3420000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:7),[203897],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,,LaVine,Z. LaVine,344.0,7.0,7.0,0.0,,,,,,,,,,,,,
346,PT11M19.00S,2023-02-16T01:30:38.0Z,3,REGULAR,3pt,Jump Shot,[],203897,32.013797634691194,44.11764705882353,1610612741,42,61,2023-02-16T01:30:42Z,3430000,False,29.0,248.0,1,left,Z. LaVine 25' 3PT step back (20 PTS),[203897],1610612741.0,CHI,step back,,,,,,Above the Break 3,24+ Center,25.01,Made,20.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
347,PT11M06.00S,2023-02-16T01:30:52.0Z,3,REGULAR,turnover,bad pass,[],1630169,,,1610612754,42,61,2023-02-16T01:31:00Z,3440000,False,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1627936]",1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Haliburton,T. Haliburton,,,,,2.0,Caruso,1627936.0,,,,,,,,,,
348,PT11M06.00S,2023-02-16T01:30:52.0Z,3,REGULAR,steal,,[],1627936,,,1610612741,42,61,2023-02-16T01:30:53Z,3450000,False,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,
349,PT11M02.00S,2023-02-16T01:30:58.9Z,3,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612741,42,61,2023-02-16T01:31:12Z,3460000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[1627741, 1630245]",1610612754.0,IND,shooting,,,,,,Restricted Area,0-8 Center,,,,Hield,B. Hield,,,,,,,,,,,1628954.0,1.0,0.0,Dosunmu,1630245.0,,
351,PT11M02.00S,2023-02-16T01:31:20.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630245,,,1610612741,42,62,2023-02-16T01:31:20Z,3480000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (12 PTS),[1630245],1610612741.0,CHI,,,,,,,,,,Made,12.0,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
