actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
607,PT00M59.60S,2026-03-04T02:50:20.2Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,95,109,2026-03-04T02:50:25Z,5940000,False,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,606.0,7.0,6.0,1.0,,,
608,PT00M59.60S,2026-03-04T02:50:26.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612752,95,109,2026-03-04T02:50:41Z,5950000,False,,,0,,R. Barrett personal FOUL (2 PF) (Hart 2 FT),"[1629628, 1628404]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,1628951.0,2.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,
610,PT00M59.60S,2026-03-04T02:51:13.0Z,4,REGULAR,freethrow,1 of 2,[],1628404,,,1610612752,95,109,2026-03-04T02:51:13Z,5970000,False,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
611,PT00M59.60S,2026-03-04T02:51:13.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,95,109,2026-03-04T02:51:13Z,5980000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,610.0,,,,,,
612,PT00M59.60S,2026-03-04T02:51:14.0Z,4,REGULAR,substitution,out,[],1628384,,,1610612752,95,109,2026-03-04T02:51:39Z,5990000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT00M59.60S,2026-03-04T02:51:14.0Z,4,REGULAR,substitution,out,[],1628973,,,1610612752,95,109,2026-03-04T02:51:39Z,6000000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT00M59.60S,2026-03-04T02:51:14.0Z,4,REGULAR,substitution,out,[],1626157,,,1610612752,95,109,2026-03-04T02:51:39Z,6010000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT00M59.60S,2026-03-04T02:51:14.0Z,4,REGULAR,substitution,in,[],1630631,,,1610612752,95,109,2026-03-04T02:51:39Z,6020000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT00M59.60S,2026-03-04T02:51:14.0Z,4,REGULAR,substitution,in,[],1630574,,,1610612752,95,109,2026-03-04T02:51:39Z,6030000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M59.60S,2026-03-04T02:51:14.0Z,4,REGULAR,substitution,in,[],1631110,,,1610612752,95,109,2026-03-04T02:51:39Z,6040000,False,,,0,,SUB in: J. Sochan,[1631110],1610612752.0,NYK,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M59.60S,2026-03-04T02:51:13.0Z,4,REGULAR,freethrow,2 of 2,[],1628404,,,1610612752,95,109,2026-03-04T02:51:59Z,6050000,False,,,0,,MISS J. Hart Free Throw 2 of 2,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
619,PT00M57.70S,2026-03-04T02:51:14.9Z,4,REGULAR,rebound,offensive,[],1630574,,,1610612752,95,109,2026-03-04T02:51:59Z,6060000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:0),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,618.0,1.0,0.0,1.0,,,
620,PT00M50.10S,2026-03-04T02:52:05.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628404,78.26872536136662,15.441176470588236,1610612752,95,111,2026-03-04T02:52:11Z,6070000,False,-173.0,152.0,1,right,J. Hart 23' step back Jump Shot (12 PTS) (M. Bridges 4 AST),"[1628404, 1628969]",1610612752.0,NYK,step back,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,,,,,,23.0,Made,12.0,M. Bridges,1628969.0,4.0,,,,,,,,,
622,PT00M50.10S,2026-03-04T02:52:12.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,95,111,2026-03-04T02:52:12Z,6090000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,out,[],1627742,,,1610612761,95,111,2026-03-04T02:53:33Z,6100000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,out,[],1630567,,,1610612761,95,111,2026-03-04T02:53:33Z,6110000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,out,[],1630193,,,1610612761,95,111,2026-03-04T02:53:33Z,6120000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,out,[],1629628,,,1610612761,95,111,2026-03-04T02:53:33Z,6130000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,out,[],1642347,,,1610612761,95,111,2026-03-04T02:53:33Z,6140000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,out,[],1628404,,,1610612761,95,111,2026-03-04T02:53:33Z,6150000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,out,[],1628969,,,1610612761,95,111,2026-03-04T02:53:33Z,6160000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,in,[],1631218,,,1610612761,95,111,2026-03-04T02:53:33Z,6170000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612761.0,TOR,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,in,[],1642918,,,1610612761,95,111,2026-03-04T02:53:33Z,6180000,False,,,0,,SUB in: A. Martin,[1642918],1610612761.0,TOR,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,in,[],1641711,,,1610612761,95,111,2026-03-04T02:53:33Z,6190000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,in,[],1630639,,,1610612761,95,111,2026-03-04T02:53:33Z,6200000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,in,[],1642367,,,1610612761,95,111,2026-03-04T02:53:33Z,6210000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,in,[],1642278,,,1610612761,95,111,2026-03-04T02:53:33Z,6220000,False,,,0,,SUB in: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M50.10S,2026-03-04T02:53:01.5Z,4,REGULAR,substitution,in,[],1641755,,,1610612761,95,111,2026-03-04T02:53:33Z,6230000,False,,,0,,SUB in: K. McCullar Jr.,[1641755],1610612752.0,NYK,,,,McCullar Jr.,K. McCullar Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M42.40S,2026-03-04T02:53:59.8Z,4,REGULAR,2pt,Jump Shot,[],1641711,22.683968462549277,47.30392156862745,1610612761,95,111,2026-03-04T02:54:04Z,6240000,False,13.0,161.0,1,left,MISS G. Dick 16' pullup Shot,[1641711],1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,Mid-Range,16-24 Center,,,,,,16.13,Missed,,,,,,,,,,,,,
638,PT00M39.20S,2026-03-04T02:54:03.0Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612752,95,111,2026-03-04T02:54:04Z,6250000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,637.0,1.0,1.0,0.0,,,
645,PT00M29.50S,2026-03-04T02:54:06.9Z,4,REGULAR,turnover,out-of-bounds,[],1630574,,,1610612752,95,111,2026-03-04T02:55:57Z,6255000,False,,,0,,A. Hukporti lost ball out-of-bounds TURNOVER (1 TO),[1630574],1610612752.0,NYK,lost ball,,,Hukporti,A. Hukporti,,,,,Mid-Range,16-24 Left,2004.0,,,,,,,,,,,,,,,,,1.0,,
642,PT00M19.00S,2026-03-04T02:54:28.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642918,30.436925098554536,71.81372549019608,1610612761,95,111,2026-03-04T02:56:02Z,6290000,False,-109.0,234.0,1,left,MISS A. Martin 25' step back 3PT,[1642918],1610612761.0,TOR,step back,,,Martin,A. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,25.78,Missed,,,,,,,,,,,,,
643,PT00M16.20S,2026-03-04T02:54:31.4Z,4,REGULAR,rebound,defensive,[],1630574,,,1610612752,95,111,2026-03-04T02:54:31Z,6300000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:1),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,642.0,2.0,1.0,1.0,,,
644,PT00M00.00S,2026-03-04T02:54:52.4Z,4,REGULAR,period,end,[],0,,,1610612752,95,111,2026-03-04T02:54:52Z,6310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M00.00S,2026-03-04T02:57:23.6Z,4,REGULAR,game,end,[],0,,,0,95,111,2026-03-04T02:57:23Z,6320000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
