actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
250,PT05M20.00S,2025-12-07T21:24:13.1Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,45,58,2025-12-07T21:24:15Z,2480000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,249.0,2.0,1.0,1.0,,,,,,,,,,,,
251,PT05M16.00S,2025-12-07T21:24:19.4Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630639,87.07293035479631,49.50980392156863,1610612761,45,58,2025-12-07T21:24:41Z,2490000,False,-2.0,69.0,1,right,MISS A. Lawson 6' running Shot,[1630639],1610612761.0,TOR,running,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),0-8 Center,,,6.9,Missed,,,,,,,,,,,,,,,,
253,PT05M15.00S,2025-12-07T21:24:20.4Z,2,REGULAR,rebound,offensive,[],1630639,,,1610612761,45,58,2025-12-07T21:24:41Z,2510000,False,,,0,,A. Lawson REBOUND (Off:1 Def:1),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),0-8 Center,,,,,251.0,2.0,1.0,1.0,,,,,,,,,,,,
254,PT05M14.00S,2025-12-07T21:24:24.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630639,94.40999984741211,50.0,1610612761,47,58,2025-12-07T21:24:56Z,2520000,False,0.0,0.0,1,right,A. Lawson tip Layup (7 PTS),[1630639],1610612761.0,TOR,tip,,,Lawson,A. Lawson,,,,,Restricted Area,0-8 Center,,,0.0,Made,,,,,,,,,,,,,7.0,,,
255,PT04M54.00S,2025-12-07T21:24:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,17.0335085413929,41.66666666666667,1610612738,47,60,2025-12-07T21:25:09Z,2530000,False,42.0,108.0,1,left,J. Brown 11' driving floating Jump Shot (9 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,11.54,Made,,,,,,,,,,,,,9.0,,,
256,PT04M54.00S,2025-12-07T21:24:49.0Z,2,REGULAR,foul,personal,['1freethrow'],1630639,,,1610612738,47,60,2025-12-07T21:25:02Z,2540000,False,,,0,,A. Lawson shooting personal FOUL (1 PF) (Brown 1 FT),"[1630639, 1627759]",1610612761.0,TOR,shooting,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),8-16 Center,202053.0,,,,,,,,,,1.0,0.0,Brown,1627759.0,,,,,,
258,PT04M54.00S,2025-12-07T21:24:55.2Z,2,REGULAR,substitution,out,[],1629014,,,1610612738,47,60,2025-12-07T21:24:58Z,2560000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M54.00S,2025-12-07T21:24:55.2Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,47,60,2025-12-07T21:24:58Z,2570000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M54.00S,2025-12-07T21:25:19.7Z,2,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,47,61,2025-12-07T21:25:19Z,2580000,False,,,0,,J. Brown Free Throw 1 of 1 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,,,10.0,,,
261,PT04M37.00S,2025-12-07T21:25:37.2Z,2,REGULAR,3pt,Jump Shot,[],1642347,68.80749014454665,75.0,1610612761,47,61,2025-12-07T21:25:41Z,2590000,False,125.0,241.0,1,right,MISS J. Shead 27' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,,,27.12,Missed,,,,,,,,,,,,,,,,
262,PT04M33.00S,2025-12-07T21:25:41.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,47,61,2025-12-07T21:25:41Z,2600000,False,,,0,,J. Brown REBOUND (Off:3 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,261.0,5.0,2.0,3.0,,,,,,,,,,,,
263,PT04M29.00S,2025-12-07T21:25:44.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629674,5.863994743758213,51.9607843137255,1610612738,47,63,2025-12-07T22:57:03Z,2610000,False,-10.0,3.0,1,left,N. Queta running DUNK (3 PTS) (D. White 3 AST),"[1629674, 1628401]",1610612738.0,BOS,running,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,1.01,Made,,,,,,,,,,,,,3.0,D. White,1628401.0,3.0
265,PT04M18.00S,2025-12-07T21:25:57.4Z,2,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612761,47,63,2025-12-07T21:26:07Z,2630000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Poeltl 2 FT),"[1630573, 1627751]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,202053.0,,,,,,,,,,1.0,0.0,Poeltl,1627751.0,,,,,,
267,PT04M18.00S,2025-12-07T21:26:19.6Z,2,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,48,63,2025-12-07T21:26:19Z,2650000,False,,,0,,J. Poeltl Free Throw 1 of 2 (7 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,Made,,,,,,,,,,,,,7.0,,,
268,PT04M18.00S,2025-12-07T21:26:37.0Z,2,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,49,63,2025-12-07T21:26:37Z,2660000,False,,,0,,J. Poeltl Free Throw 2 of 2 (8 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,Made,,,,,,,,,,,,,8.0,,,
269,PT04M08.00S,2025-12-07T21:26:56.9Z,2,REGULAR,foul,personal,[],1630639,,,1610612738,49,63,2025-12-07T21:29:06Z,2670000,False,,,0,,A. Lawson personal FOUL (2 PF),"[1630639, 1628401]",1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Mid-Range,16-24 Center,1629177.0,,,,,,,,,,2.0,0.0,White,1628401.0,,,,,,
271,PT04M04.00S,2025-12-07T21:27:23.4Z,2,REGULAR,foul,personal,[],1630639,,,1610612738,49,63,2025-12-07T21:28:45Z,2690000,False,,,0,,A. Lawson personal FOUL (3 PF),"[1630639, 1628401]",1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Mid-Range,16-24 Left Center,101284.0,,,,,,,,,,3.0,0.0,White,1628401.0,,,,,,
273,PT03M56.00S,2025-12-07T21:27:46.2Z,2,REGULAR,2pt,Jump Shot,[],1627759,23.866622864651774,54.90196078431373,1610612738,49,63,2025-12-07T21:33:36Z,2710000,False,-25.0,172.0,1,left,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,17.35,Missed,,,,,,,,,,,,,,,,
274,PT03M53.00S,2025-12-07T21:27:49.2Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,49,63,2025-12-07T21:27:53Z,2720000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Center,,,,,273.0,3.0,2.0,1.0,,,,,,,,,,,,
275,PT03M47.00S,2025-12-07T21:27:55.3Z,2,REGULAR,turnover,lost ball,[],1627742,,,1610612761,49,63,2025-12-07T21:27:59Z,2730000,False,,,0,,B. Ingram lost ball TURNOVER (4 TO),"[1627742, 1630202]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,4.0,,,,,,,,,,,,,Pritchard,1630202.0,,,,
276,PT03M47.00S,2025-12-07T21:27:55.3Z,2,REGULAR,steal,,[],1630202,,,1610612738,49,63,2025-12-07T21:27:57Z,2740000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
277,PT03M44.00S,2025-12-07T21:27:59.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,5.601182654402102,51.470588235294116,1610612738,49,65,2025-12-07T21:28:03Z,2750000,False,-7.0,0.0,1,left,J. Brown running Layup (12 PTS) (P. Pritchard 4 AST),"[1627759, 1630202]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,0.74,Made,,,,,,,,,,,,,12.0,P. Pritchard,1630202.0,4.0
279,PT03M44.00S,2025-12-07T21:28:03.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612761,49,65,2025-12-07T21:28:03Z,2770000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M44.00S,2025-12-07T21:28:05.4Z,2,REGULAR,substitution,out,[],1630639,,,1610612761,49,65,2025-12-07T21:29:32Z,2780000,False,,,0,,SUB out: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M44.00S,2025-12-07T21:28:05.4Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,49,65,2025-12-07T21:29:32Z,2790000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M20.00S,2025-12-07T21:30:01.0Z,2,REGULAR,2pt,Jump Shot,[],1627742,92.46057818659659,77.20588235294117,1610612761,51,65,2025-12-07T21:35:24Z,2800000,False,136.0,18.0,1,right,B. Ingram 13' pullup Jump Shot (12 PTS),[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,13.72,Made,,,,,,,,,,,,,12.0,,,
285,PT03M03.00S,2025-12-07T21:30:36.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,33.327858081471746,55.88235294117647,1610612738,51,68,2025-12-07T21:30:40Z,2820000,False,-29.0,261.0,1,left,J. Brown 26' 3PT pullup (15 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,26.25,Made,,,,,,,,,,,,,15.0,,,
286,PT02M56.00S,2025-12-07T21:30:45.4Z,2,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612761,51,68,2025-12-07T21:30:52Z,2830000,False,,,0,,N. Queta shooting personal FOUL (1 PF) (Ingram 2 FT),"[1629674, 1627742]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,202053.0,,,,,,,,,,1.0,0.0,Ingram,1627742.0,,,,,,
288,PT02M56.00S,2025-12-07T21:31:14.3Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,52,68,2025-12-07T21:31:14Z,2850000,False,,,0,,B. Ingram Free Throw 1 of 2 (13 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,,,,,,,,,,,,,13.0,,,
289,PT02M56.00S,2025-12-07T21:31:33.1Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,53,68,2025-12-07T21:31:33Z,2860000,False,,,0,,B. Ingram Free Throw 2 of 2 (14 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,,,,,,,,,,,,,14.0,,,
290,PT02M43.00S,2025-12-07T21:31:47.9Z,2,REGULAR,3pt,Jump Shot,[],1628401,34.37910643889619,17.401960784313726,1610612738,53,68,2025-12-07T21:31:52Z,2870000,False,163.0,271.0,1,left,MISS D. White 31' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,31.6,Missed,,,,,,,,,,,,,,,,
291,PT02M40.00S,2025-12-07T21:31:50.9Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612738,53,68,2025-12-07T21:31:52Z,2880000,False,,,0,,N. Queta REBOUND (Off:2 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,290.0,3.0,1.0,2.0,,,,,,,,,,,,
292,PT02M38.00S,2025-12-07T21:31:53.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629674,5.075558475689881,51.225490196078425,1610612738,53,70,2025-12-07T21:37:12Z,2890000,False,-6.0,-5.0,1,left,N. Queta driving Layup (5 PTS),[1629674],1610612738.0,BOS,driving,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,0.78,Made,,,,,,,,,,,,,5.0,,,
293,PT02M23.00S,2025-12-07T21:32:12.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612761,53,70,2025-12-07T21:32:27Z,2900000,False,,,0,,D. White personal FOUL (2 PF) (Ingram 2 FT),"[1628401, 1627742]",1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,101284.0,,,,,,,,,,2.0,0.0,Ingram,1627742.0,,,,,,
295,PT02M23.00S,2025-12-07T21:32:38.0Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,53,70,2025-12-07T21:32:58Z,2920000,False,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
296,PT02M23.00S,2025-12-07T21:32:38.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,53,70,2025-12-07T21:32:58Z,2930000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,,,,
297,PT02M23.00S,2025-12-07T21:32:38.0Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,53,70,2025-12-07T21:32:58Z,2940000,False,,,0,,MISS B. Ingram Free Throw 2 of 2,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
298,PT02M21.00S,2025-12-07T21:32:40.0Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,53,70,2025-12-07T21:32:58Z,2950000,False,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,297.0,3.0,3.0,0.0,,,,,,,,,,,,
299,PT02M12.00S,2025-12-07T21:33:07.6Z,2,REGULAR,foul,personal,[],1630534,,,1610612738,53,70,2025-12-07T21:33:21Z,2960000,False,,,0,,O. Agbaji personal FOUL (1 PF),"[1630534, 1627759]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,202053.0,,,,,,,,,,1.0,0.0,Brown,1627759.0,,,,,,
301,PT02M12.00S,2025-12-07T21:33:22.5Z,2,REGULAR,substitution,out,[],1630534,,,1610612738,53,70,2025-12-07T21:33:33Z,2980000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M12.00S,2025-12-07T21:33:22.5Z,2,REGULAR,substitution,in,[],1642867,,,1610612738,53,70,2025-12-07T21:33:33Z,2990000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M12.00S,2025-12-07T21:33:22.5Z,2,REGULAR,substitution,out,[],1642347,,,1610612738,53,70,2025-12-07T21:33:42Z,3000000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M12.00S,2025-12-07T21:33:22.5Z,2,REGULAR,substitution,in,[],1630193,,,1610612738,53,70,2025-12-07T21:33:42Z,3010000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M58.00S,2025-12-07T21:34:05.8Z,2,REGULAR,3pt,Jump Shot,[],1630573,32.670827858081466,50.49019607843137,1610612738,53,73,2025-12-07T21:34:10Z,3020000,False,-2.0,255.0,1,left,S. Hauser 25' 3PT  (9 PTS) (N. Queta 3 AST),"[1630573, 1629674]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,25.46,Made,,,,,,,,,,,,,9.0,N. Queta,1629674.0,3.0
307,PT01M46.00S,2025-12-07T21:34:18.0Z,2,REGULAR,3pt,Jump Shot,[],1630193,70.90998685939553,77.45098039215686,1610612761,53,73,2025-12-07T21:34:23Z,3040000,False,137.0,221.0,1,right,MISS I. Quickley 26' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,26.01,Missed,,,,,,,,,,,,,,,,
308,PT01M44.00S,2025-12-07T21:34:20.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,53,73,2025-12-07T21:34:23Z,3050000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,307.0,,,,,,,,,,,,,,,
310,PT01M22.00S,2025-12-07T21:34:47.6Z,2,REGULAR,2pt,Jump Shot,[],1627759,22.946780551905388,76.9607843137255,1610612738,53,73,2025-12-07T21:34:57Z,3070000,False,-135.0,163.0,1,left,MISS J. Brown 21' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,21.17,Missed,,,,,,,,,,,,,,,,
311,PT01M20.00S,2025-12-07T21:34:49.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,53,73,2025-12-07T21:35:07Z,3080000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,310.0,,,,,,,,,,,,,,,
313,PT01M08.00S,2025-12-07T21:35:13.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,90.75229960578186,42.64705882352941,1610612761,53,73,2025-12-07T21:39:12Z,3100000,False,-37.0,34.0,1,right,MISS S. Barnes driving floating Shot - blocked,"[1630567, 1629674]",1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,5.04,Missed,,,,,Queta,1629674.0,,,,,,,,,,
314,PT01M08.00S,2025-12-07T21:35:13.4Z,2,REGULAR,block,,[],1629674,,,1610612761,53,73,2025-12-07T21:35:16Z,3110000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
315,PT01M04.00S,2025-12-07T21:35:17.4Z,2,REGULAR,rebound,offensive,[],1642867,,,1610612761,53,73,2025-12-07T21:35:22Z,3120000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:0),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,313.0,1.0,0.0,1.0,,,,,,,,,,,,
316,PT01M03.00S,2025-12-07T21:35:19.2Z,2,REGULAR,turnover,bad pass,[],1642867,,,1610612761,53,73,2025-12-07T21:35:25Z,3130000,False,,,0,,C. Murray-Boyles bad pass TURNOVER (1 TO),"[1642867, 1630573]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,,,Hauser,1630573.0,,,,
317,PT01M03.00S,2025-12-07T21:35:19.2Z,2,REGULAR,steal,,[],1630573,,,1610612738,53,73,2025-12-07T21:35:20Z,3140000,False,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
318,PT00M59.90S,2025-12-07T21:35:22.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630573,26.10052562417871,11.519607843137255,1610612738,53,73,2025-12-07T21:40:15Z,3150000,False,192.0,193.0,1,left,MISS S. Hauser 27' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,27.24,Missed,,,,,,,,,,,,,,,,
319,PT00M57.70S,2025-12-07T21:35:24.9Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,53,73,2025-12-07T21:35:24Z,3160000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,318.0,2.0,1.0,1.0,,,,,,,,,,,,
320,PT00M55.30S,2025-12-07T21:35:28.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628401,6.389618922470433,50.73529411764706,1610612738,53,75,2025-12-07T21:35:50Z,3170000,False,-4.0,8.0,1,left,D. White driving Layup (16 PTS) (P. Pritchard 5 AST),"[1628401, 1630202]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,,,0.85,Made,,,,,,,,,,,,,16.0,P. Pritchard,1630202.0,5.0
322,PT00M37.00S,2025-12-07T21:35:50.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629674,,,1610612761,53,75,2025-12-07T21:36:07Z,3190000,False,,,0,,N. Queta shooting personal FOUL (2 PF) (Barnes 2 FT),"[1629674, 1630567]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,202053.0,,,,,,,,,,2.0,0.0,Barnes,1630567.0,,,,,,
324,PT00M37.00S,2025-12-07T21:36:16.0Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,54,75,2025-12-07T21:36:16Z,3210000,False,,,0,,S. Barnes Free Throw 1 of 2 (10 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,,,,,,,,,,,,,10.0,,,
325,PT00M37.00S,2025-12-07T21:36:22.8Z,2,REGULAR,substitution,out,[],1627751,,,1610612761,54,75,2025-12-07T21:36:31Z,3220000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M37.00S,2025-12-07T21:36:22.8Z,2,REGULAR,substitution,out,[],1629674,,,1610612761,54,75,2025-12-07T21:36:31Z,3230000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M37.00S,2025-12-07T21:36:22.8Z,2,REGULAR,substitution,in,[],1630572,,,1610612761,54,75,2025-12-07T21:36:31Z,3240000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M37.00S,2025-12-07T21:36:22.8Z,2,REGULAR,substitution,in,[],1631169,,,1610612761,54,75,2025-12-07T21:36:31Z,3250000,False,,,0,,SUB in: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M37.00S,2025-12-07T21:36:44.3Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,55,75,2025-12-07T21:36:44Z,3260000,False,,,0,,S. Barnes Free Throw 2 of 2 (11 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,,,,,,,,,,,,,11.0,,,
331,PT00M30.90S,2025-12-07T21:36:52.4Z,2,REGULAR,3pt,Jump Shot,[],1630202,30.042706964520367,13.480392156862745,1610612738,55,75,2025-12-07T21:37:00Z,3270000,False,183.0,230.0,1,left,MISS P. Pritchard 29' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,29.36,Missed,,,,,,,,,,,,,,,,
332,PT00M27.80S,2025-12-07T21:36:55.5Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,55,75,2025-12-07T21:37:00Z,3280000,False,,,0,,S. Barnes REBOUND (Off:1 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,331.0,5.0,4.0,1.0,,,,,,,,,,,,
333,PT00M10.50S,2025-12-07T21:37:16.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612761,55,75,2025-12-07T21:38:02Z,3290000,False,,,0,,S. Hauser personal FOUL (2 PF) (Ingram 2 FT),"[1630573, 1627742]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Right Center,202053.0,,,,,,,,,,2.0,0.0,Ingram,1627742.0,,,,,,
335,PT00M10.50S,2025-12-07T21:37:40.5Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,56,75,2025-12-07T21:37:40Z,3310000,False,,,0,,B. Ingram Free Throw 1 of 2 (15 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,,,,,,,,,,,,,15.0,,,
336,PT00M10.50S,2025-12-07T21:37:56.4Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,57,75,2025-12-07T21:37:56Z,3320000,False,,,0,,B. Ingram Free Throw 2 of 2 (16 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,,,,,,,,,,,,,16.0,,,
337,PT00M05.40S,2025-12-07T21:38:07.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642867,,,1610612738,57,75,2025-12-07T21:38:16Z,3330000,False,,,0,,C. Murray-Boyles personal FOUL (1 PF) (Brown 2 FT),"[1642867, 1627759]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,16-24 Right Center,101284.0,,,,,,,,,,1.0,0.0,Brown,1627759.0,,,,,,
339,PT00M05.40S,2025-12-07T21:38:50.7Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,57,76,2025-12-07T21:38:50Z,3350000,False,,,0,,J. Brown Free Throw 1 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,,,16.0,,,
340,PT00M05.40S,2025-12-07T21:38:51.6Z,2,REGULAR,substitution,out,[],1642867,,,1610612738,57,76,2025-12-07T21:39:00Z,3360000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
