actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
609,PT01M02.00S,2026-01-17T02:54:30.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,109,109,2026-01-17T02:54:30Z,6010000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M40.40S,2026-01-17T02:56:56.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630534,91.40932982917214,98.2843137254902,1610612761,109,109,2026-01-17T02:57:00Z,6030000,False,241.0,28.0,1,right,MISS O. Agbaji 24' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,24.31,Missed,,,,,,,,,,,,,,,,,,
612,PT00M37.90S,2026-01-17T02:56:59.1Z,4,REGULAR,rebound,defensive,[],1627739,,,1610612746,109,109,2026-01-17T02:56:59Z,6040000,False,,,0,,K. Dunn REBOUND (Off:1 Def:2),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Right Corner 3,24+ Right,,,611.0,3.0,2.0,1.0,,,,,,,,,,,,,,
613,PT00M24.30S,2026-01-17T02:57:12.7Z,4,REGULAR,3pt,Jump Shot,[],201935,4.5499342969776615,96.32352941176471,1610612746,109,109,2026-01-17T02:58:07Z,6050000,False,-232.0,-10.0,1,left,MISS J. Harden 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
619,PT00M21.00S,2026-01-17T02:57:16.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612746,109,109,2026-01-17T03:02:14Z,6060000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Left Corner 3,24+ Left,,,613.0,,,,,,,,,,,,,,,,,
616,PT00M21.00S,2026-01-17T02:58:06.2Z,4,REGULAR,jumpball,recovered,[],201935,,,1610612746,109,109,2026-01-17T03:02:01Z,6070000,False,,,0,,Jump Ball I. Zubac vs. S. Barnes: Tip to J. Harden,"[201935, 1627826, 1630567]",1610612746.0,LAC,outofbounds,J. Harden,201935.0,Harden,J. Harden,Zubac,1627826.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
620,PT00M00.20S,2026-01-17T02:58:25.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,18.74178712220762,47.549019607843135,1610612746,109,109,2026-01-17T02:58:48Z,6100000,False,12.0,124.0,1,left,MISS J. Harden 12' turnaround fadeaway Shot,[201935],1610612746.0,LAC,turnaround fadeaway,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,12.43,Missed,,,,,,,,,,,,,,,,,,
621,PT00M00.10S,2026-01-17T02:58:26.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612746,109,109,2026-01-17T02:58:48Z,6110000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,620.0,,,,,,,,,,,,,,,,,
622,PT00M00.00S,2026-01-17T02:58:31.4Z,4,REGULAR,period,end,[],0,,,1610612746,109,109,2026-01-17T02:58:31Z,6120000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT05M00.00S,2026-01-17T03:01:18.2Z,5,OVERTIME,period,start,[],0,,,0,109,109,2026-01-17T03:01:18Z,6130000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT04M57.00S,2026-01-17T03:01:21.1Z,5,OVERTIME,jumpball,recovered,[],201935,,,1610612746,109,109,2026-01-17T03:01:21Z,6150000,False,,,0,,Jump Ball I. Zubac vs. S. Barnes: Tip to J. Harden,"[201935, 1627826, 1630567]",1610612746.0,LAC,startperiod,J. Harden,201935.0,Harden,J. Harden,Zubac,1627826.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
628,PT04M36.00S,2026-01-17T03:01:42.9Z,5,OVERTIME,foul,personal,['2freethrow'],1627742,,,1610612746,109,109,2026-01-17T03:01:50Z,6180000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Harden 2 FT),"[1627742, 201935]",1610612761.0,TOR,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1626301.0,,,,,1.0,0.0,Harden,201935.0
630,PT04M36.00S,2026-01-17T03:02:17.1Z,5,OVERTIME,freethrow,1 of 2,[],201935,,,1610612746,109,110,2026-01-17T03:02:17Z,6200000,False,,,0,,J. Harden Free Throw 1 of 2 (24 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,24.0,,,,,,,
631,PT04M36.00S,2026-01-17T03:02:34.4Z,5,OVERTIME,freethrow,2 of 2,[],201935,,,1610612746,109,111,2026-01-17T03:02:34Z,6210000,False,,,0,,J. Harden Free Throw 2 of 2 (25 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,25.0,,,,,,,
632,PT04M24.00S,2026-01-17T03:02:47.3Z,5,OVERTIME,3pt,Jump Shot,[],1630534,71.30420499342969,22.058823529411764,1610612761,109,111,2026-01-17T03:02:52Z,6220000,False,-140.0,217.0,1,right,MISS O. Agbaji 25' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
633,PT04M21.00S,2026-01-17T03:02:50.3Z,5,OVERTIME,rebound,defensive,[],1627826,,,1610612746,109,111,2026-01-17T03:02:52Z,6230000,False,,,0,,I. Zubac REBOUND (Off:3 Def:9),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,632.0,12.0,9.0,3.0,,,,,,,,,,,,,,
634,PT04M08.00S,2026-01-17T03:03:04.5Z,5,OVERTIME,foul,personal,['2freethrow'],1627742,,,1610612746,109,111,2026-01-17T03:03:14Z,6240000,False,,,0,,B. Ingram shooting personal FOUL (2 PF) (Harden 2 FT),"[1627742, 201935]",1610612761.0,TOR,shooting,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1146.0,,,,,2.0,0.0,Harden,201935.0
636,PT04M08.00S,2026-01-17T03:03:35.2Z,5,OVERTIME,freethrow,1 of 2,[],201935,,,1610612746,109,112,2026-01-17T03:03:35Z,6260000,False,,,0,,J. Harden Free Throw 1 of 2 (26 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,26.0,,,,,,,
637,PT04M08.00S,2026-01-17T03:03:36.9Z,5,OVERTIME,substitution,out,[],1630534,,,1610612746,109,112,2026-01-17T03:03:43Z,6270000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT04M08.00S,2026-01-17T03:03:36.9Z,5,OVERTIME,substitution,out,[],1642867,,,1610612746,109,112,2026-01-17T03:03:43Z,6280000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT04M08.00S,2026-01-17T03:03:36.9Z,5,OVERTIME,substitution,in,[],1641711,,,1610612746,109,112,2026-01-17T03:03:43Z,6290000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT04M08.00S,2026-01-17T03:03:36.9Z,5,OVERTIME,substitution,in,[],1630572,,,1610612746,109,112,2026-01-17T03:03:43Z,6300000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT04M08.00S,2026-01-17T03:04:04.7Z,5,OVERTIME,freethrow,2 of 2,[],201935,,,1610612746,109,113,2026-01-17T03:04:04Z,6310000,False,,,0,,J. Harden Free Throw 2 of 2 (27 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,27.0,,,,,,,
642,PT03M48.00S,2026-01-17T03:04:31.9Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1642347,84.97043363994744,48.529411764705884,1610612761,109,113,2026-01-17T03:04:36Z,6320000,False,-7.0,89.0,1,right,MISS J. Shead 8' driving floating Shot,[1642347],1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
643,PT03M46.00S,2026-01-17T03:04:33.9Z,5,OVERTIME,rebound,offensive,[],1630567,,,1610612761,109,113,2026-01-17T03:04:36Z,6330000,False,,,0,,S. Barnes REBOUND (Off:1 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,642.0,7.0,6.0,1.0,,,,,,,,,,,,,,
644,PT03M44.00S,2026-01-17T03:04:36.1Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],1627742,70.90998685939553,76.22549019607843,1610612761,109,113,2026-01-17T03:04:41Z,6340000,False,131.0,221.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
645,PT03M43.00S,2026-01-17T03:04:37.1Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612746,109,113,2026-01-17T03:04:41Z,6350000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,644.0,,,,,,,,,,,,,,,,,
647,PT03M30.00S,2026-01-17T03:04:56.0Z,5,OVERTIME,3pt,Jump Shot,[],201935,34.37910643889619,30.637254901960787,1610612746,109,113,2026-01-17T03:04:59Z,6370000,False,97.0,271.0,1,left,MISS J. Harden 28' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,28.75,Missed,,,,,,,,,,,,,,,,,,
648,PT03M28.00S,2026-01-17T03:04:58.0Z,5,OVERTIME,rebound,defensive,[],1641711,,,1610612761,109,113,2026-01-17T03:04:59Z,6380000,False,,,0,,G. Dick REBOUND (Off:3 Def:4),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,647.0,7.0,4.0,3.0,,,,,,,,,,,,,,
649,PT03M21.00S,2026-01-17T03:05:07.5Z,5,OVERTIME,2pt,Hook,['pointsinthepaint'],1630567,88.43626806833115,51.060814950980394,1610612761,111,113,2026-01-17T03:07:16Z,6390000,False,5.0,56.0,1,right,S. Barnes turnaround Hook (18 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,,,,,,,,,,,18.0,,,,,,,
650,PT03M21.00S,2026-01-17T03:05:11.3Z,5,OVERTIME,foul,personal,['1freethrow'],1642920,,,1610612761,111,113,2026-01-17T03:05:18Z,6400000,False,,,0,,K. Sanders shooting personal FOUL (3 PF) (Barnes 1 FT),"[1642920, 1630567]",1610612746.0,LAC,shooting,,,Sanders,K. Sanders,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1626301.0,,,,,3.0,0.0,Barnes,1630567.0
652,PT03M21.00S,2026-01-17T03:05:35.8Z,5,OVERTIME,freethrow,1 of 1,[],1630567,,,1610612761,111,113,2026-01-17T03:05:35Z,6420000,False,,,0,,MISS S. Barnes Free Throw 1 of 1,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
653,PT03M19.00S,2026-01-17T03:05:37.8Z,5,OVERTIME,rebound,defensive,[],1627826,,,1610612746,111,113,2026-01-17T03:05:38Z,6430000,False,,,0,,I. Zubac REBOUND (Off:3 Def:10),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,652.0,13.0,10.0,3.0,,,,,,,,,,,,,,
654,PT03M06.00S,2026-01-17T03:05:49.9Z,5,OVERTIME,3pt,Jump Shot,[],1641757,18.74178712220762,95.83333333333334,1610612746,111,116,2026-01-17T03:05:54Z,6440000,False,-229.0,124.0,1,left,J. Miller 26' 3PT  (19 PTS) (I. Zubac 2 AST),"[1641757, 1627826]",1610612746.0,LAC,,,,Miller,J. Miller,,,,,Above the Break 3,24+ Left Center,26.05,Made,,,,,,,,,,,19.0,I. Zubac,1627826.0,2.0,,,,
656,PT02M52.00S,2026-01-17T03:06:05.3Z,5,OVERTIME,2pt,Jump Shot,[],1630567,91.14651773981603,20.098039215686274,1610612761,113,116,2026-01-17T03:15:03Z,6460000,False,-150.0,31.0,1,right,S. Barnes 15' turnaround fadeaway Jump Shot (20 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,15.26,Made,,,,,,,,,,,20.0,,,,,,,
657,PT02M19.00S,2026-01-17T03:06:39.3Z,5,OVERTIME,2pt,Jump Shot,[],201935,24.129434954007884,62.99019607843137,1610612746,113,118,2026-01-17T03:07:05Z,6470000,False,-65.0,174.0,1,left,J. Harden 18' step back Jump Shot (29 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,18.6,Made,,,,,,,,,,,29.0,,,,,,,
658,PT01M59.00S,2026-01-17T03:06:59.5Z,5,OVERTIME,foul,personal,['2freethrow'],201935,,,1610612761,113,118,2026-01-17T03:07:07Z,6480000,False,,,0,,J. Harden shooting personal FOUL (4 PF) (Barnes 2 FT),"[201935, 1630567]",1610612746.0,LAC,shooting,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2002.0,,,,,4.0,0.0,Barnes,1630567.0
660,PT01M59.00S,2026-01-17T03:07:25.0Z,5,OVERTIME,freethrow,1 of 2,[],1630567,,,1610612761,114,118,2026-01-17T03:07:25Z,6500000,False,,,0,,S. Barnes Free Throw 1 of 2 (21 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,,,,,21.0,,,,,,,
661,PT01M59.00S,2026-01-17T03:07:28.0Z,5,OVERTIME,substitution,out,[],1630572,,,1610612761,114,118,2026-01-17T03:07:31Z,6510000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M59.00S,2026-01-17T03:07:28.0Z,5,OVERTIME,substitution,in,[],1642867,,,1610612761,114,118,2026-01-17T03:07:31Z,6520000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M59.00S,2026-01-17T03:07:42.4Z,5,OVERTIME,freethrow,2 of 2,[],1630567,,,1610612761,115,118,2026-01-17T03:07:42Z,6530000,False,,,0,,S. Barnes Free Throw 2 of 2 (22 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,,,,,22.0,,,,,,,
664,PT01M50.00S,2026-01-17T03:07:58.4Z,5,OVERTIME,timeout,full,['team'],0,,,1610612746,115,118,2026-01-17T03:07:58Z,6540000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M37.00S,2026-01-17T03:09:51.8Z,5,OVERTIME,3pt,Jump Shot,[],201935,33.722076215505915,32.1078431372549,1610612746,115,118,2026-01-17T03:10:00Z,6550000,False,89.0,264.0,1,left,MISS J. Harden 27' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.92,Missed,,,,,,,,,,,,,,,,,,
666,PT01M35.00S,2026-01-17T03:09:53.8Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612761,115,118,2026-01-17T03:10:00Z,6560000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,665.0,,,,,,,,,,,,,,,,,
668,PT01M27.00S,2026-01-17T03:10:10.5Z,5,OVERTIME,3pt,Jump Shot,[],1630567,66.44218134034165,49.754901960784316,1610612761,115,118,2026-01-17T03:10:14Z,6580000,False,-1.0,263.0,1,right,MISS S. Barnes 26' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
669,PT01M24.00S,2026-01-17T03:10:13.5Z,5,OVERTIME,rebound,defensive,[],1627826,,,1610612746,115,118,2026-01-17T03:10:14Z,6590000,False,,,0,,I. Zubac REBOUND (Off:3 Def:11),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,668.0,14.0,11.0,3.0,,,,,,,,,,,,,,
670,PT01M03.00S,2026-01-17T03:10:34.0Z,5,OVERTIME,3pt,Jump Shot,[],201935,31.750985545335087,29.411764705882355,1610612746,115,118,2026-01-17T03:10:38Z,6600000,False,103.0,246.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.67,Missed,,,,,,,,,,,,,,,,,,
671,PT01M01.00S,2026-01-17T03:10:36.0Z,5,OVERTIME,rebound,defensive,[],1627742,,,1610612761,115,118,2026-01-17T03:10:38Z,6610000,False,,,0,,B. Ingram REBOUND (Off:0 Def:6),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,670.0,6.0,6.0,0.0,,,,,,,,,,,,,,
672,PT00M54.90S,2026-01-17T03:10:44.6Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,94.03745072273325,49.50980392156863,1610612761,117,118,2026-01-17T03:10:50Z,6620000,False,-2.0,4.0,1,right,S. Barnes running finger roll Layup (24 PTS) (B. Ingram 2 AST),"[1630567, 1627742]",1610612761.0,TOR,running finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,,,,,,,24.0,B. Ingram,1627742.0,2.0,,,,
674,PT00M38.00S,2026-01-17T03:11:04.6Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],201935,17.559132720105126,43.872549019607845,1610612746,117,120,2026-01-17T03:11:08Z,6640000,False,31.0,113.0,1,left,J. Harden 11' pullup Jump Shot (31 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,11.67,Made,,,,,,,,,,,31.0,,,,,,,
675,PT00M25.50S,2026-01-17T03:11:20.0Z,5,OVERTIME,3pt,Jump Shot,[],1627742,85.89027595269383,1.715686274509804,1610612761,117,120,2026-01-17T03:11:24Z,6650000,False,-241.0,80.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,25.43,Missed,,,,,,,,,,,,,,,,,,
676,PT00M23.00S,2026-01-17T03:11:22.5Z,5,OVERTIME,rebound,defensive,[],1627739,,,1610612746,117,120,2026-01-17T03:11:24Z,6660000,False,,,0,,K. Dunn REBOUND (Off:1 Def:3),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,,,675.0,4.0,3.0,1.0,,,,,,,,,,,,,,
677,PT00M22.20S,2026-01-17T03:11:26.5Z,5,OVERTIME,foul,personal,[],1630567,,,1610612746,117,120,2026-01-17T03:11:39Z,6670000,False,,,0,,S. Barnes take personal FOUL (5 PF),"[1630567, 1627739]",1610612761.0,TOR,take,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1626301.0,,,,,5.0,0.0,Dunn,1627739.0
679,PT00M22.20S,2026-01-17T03:11:44.5Z,5,OVERTIME,substitution,out,[],1641711,,,1610612746,117,120,2026-01-17T03:11:47Z,6690000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M22.20S,2026-01-17T03:11:44.5Z,5,OVERTIME,substitution,in,[],1630534,,,1610612746,117,120,2026-01-17T03:11:47Z,6700000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M07.00S,2026-01-17T03:12:29.9Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1627742,,,1610612746,117,120,2026-01-17T03:12:38Z,6720000,False,,,0,,B. Ingram personal FOUL (3 PF) (Sanders 2 FT),"[1627742, 1642920]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,1626301.0,,,,,3.0,0.0,Sanders,1642920.0
684,PT00M07.00S,2026-01-17T03:13:09.2Z,5,OVERTIME,freethrow,1 of 2,[],1642920,,,1610612746,117,120,2026-01-17T03:13:09Z,6740000,False,,,0,,MISS K. Sanders Free Throw 1 of 2,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
685,PT00M07.00S,2026-01-17T03:13:09.2Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612746,117,120,2026-01-17T03:13:09Z,6750000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,684.0,,,,,,,,,,,,,,,,,
686,PT00M07.00S,2026-01-17T03:13:38.7Z,5,OVERTIME,freethrow,2 of 2,[],1642920,,,1610612746,117,121,2026-01-17T03:13:38Z,6760000,False,,,0,,K. Sanders Free Throw 2 of 2 (13 PTS),[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,Made,,,,,,,,,,,13.0,,,,,,,
687,PT00M07.00S,2026-01-17T03:13:41.2Z,5,OVERTIME,timeout,full,['team'],0,,,1610612761,117,121,2026-01-17T03:13:41Z,6770000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M07.00S,2026-01-17T03:13:58.9Z,5,OVERTIME,substitution,out,[],1630534,,,1610612761,117,121,2026-01-17T03:15:04Z,6780000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT00M07.00S,2026-01-17T03:13:58.9Z,5,OVERTIME,substitution,in,[],1641711,,,1610612761,117,121,2026-01-17T03:15:04Z,6790000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M03.50S,2026-01-17T03:15:23.2Z,5,OVERTIME,3pt,Jump Shot,[],1642347,68.80749014454665,68.62745098039215,1610612761,117,121,2026-01-17T03:15:30Z,6800000,False,93.0,241.0,1,right,MISS J. Shead 25' pullup 3PT,[1642347],1610612761.0,TOR,pullup,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
691,PT00M02.40S,2026-01-17T03:15:26.0Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612746,117,121,2026-01-17T03:15:26Z,6810000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,690.0,,,,,,,,,,,,,,,,,
693,PT00M00.00S,2026-01-17T03:15:35.0Z,5,OVERTIME,period,end,[],0,,,1610612746,117,121,2026-01-17T03:15:35Z,6830000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M00.00S,2026-01-17T03:15:55.5Z,5,OVERTIME,game,end,[],0,,,0,117,121,2026-01-17T03:15:55Z,6840000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
