actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
276,PT04M08.00S,2023-12-24T02:28:07.0Z,2,REGULAR,3pt,Jump Shot,[],1627763,30.56833114323259,20.34313725490196,1610612757,42,39,2023-12-24T02:28:14Z,2560000,False,148.0,235.0,1,left,MISS M. Brogdon 27' 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,27.77,Missed,,,,,,,,,,,,,,,,,,
277,PT04M05.00S,2023-12-24T02:28:11.0Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,42,39,2023-12-24T02:28:11Z,2570000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,276.0,2.0,1.0,1.0,,,,,,,,,,
278,PT04M00.00S,2023-12-24T02:28:14.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,17.69053876478318,92.15686274509804,1610612757,42,39,2023-12-24T02:28:19Z,2580000,False,-211.0,114.0,1,left,MISS A. Simons 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,23.96,Missed,,,,,,,,,,,,,,,,,,
279,PT03M58.00S,2023-12-24T02:28:17.3Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,42,39,2023-12-24T02:28:17Z,2590000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,,,
280,PT03M45.00S,2023-12-24T02:28:33.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,90.3580814717477,37.99019607843137,1610612744,44,39,2023-12-24T02:52:12Z,2600000,False,-60.0,38.0,1,right,S. Curry 7' cutting Layup (10 PTS) (J. Kuminga 3 AST),"[201939, 1630228]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,7.11,Made,10.0,J. Kuminga,1630228.0,3.0,,,,,,,,,,,,,,
282,PT03M45.00S,2023-12-24T02:28:41.7Z,2,REGULAR,foul,personal,['1freethrow'],1627763,,,1610612744,44,39,2023-12-24T02:29:03Z,2620000,False,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Curry 1 FT),"[1627763, 201939]",1610612757.0,POR,shooting,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1629178.0,1.0,0.0,,,,Curry,201939.0,,
284,PT03M45.00S,2023-12-24T02:28:54.6Z,2,REGULAR,substitution,out,[],1641764,,,1610612744,44,39,2023-12-24T02:29:10Z,2640000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M45.00S,2023-12-24T02:28:54.6Z,2,REGULAR,substitution,in,[],101108,,,1610612744,44,39,2023-12-24T02:29:10Z,2650000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M45.00S,2023-12-24T02:29:04.6Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,45,39,2023-12-24T02:29:04Z,2660000,False,,,0,,S. Curry Free Throw 1 of 1 (11 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
287,PT03M27.00S,2023-12-24T02:29:24.0Z,2,REGULAR,2pt,Jump Shot,[],1629028,22.158344283837057,47.794117647058826,1610612757,45,39,2023-12-24T02:52:53Z,2670000,False,11.0,156.0,1,left,MISS D. Ayton 15' turnaround Shot,[1629028],1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Center,15.62,Missed,,,,,,,,,,,,,,,,,,
288,PT03M24.00S,2023-12-24T02:29:27.0Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,45,39,2023-12-24T02:29:29Z,2680000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:4),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,8-16 Center,,,,,,,287.0,5.0,4.0,1.0,,,,,,,,,,
289,PT03M17.00S,2023-12-24T02:29:33.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,92.19776609724047,55.63725490196079,1610612744,47,39,2023-12-24T02:29:40Z,2690000,False,28.0,21.0,1,right,K. Looney cutting Layup (4 PTS) (J. Kuminga 4 AST),"[1626172, 1630228]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.5,Made,4.0,J. Kuminga,1630228.0,4.0,,,,,,,,,,,,,,
291,PT03M03.00S,2023-12-24T02:29:47.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,18.873193166885677,65.44117647058823,1610612757,47,41,2023-12-24T02:54:06Z,2710000,False,-77.0,125.0,1,left,M. Brogdon 14' pullup Jump Shot (11 PTS) (D. Ayton 2 AST),"[1627763, 1629028]",1610612757.0,POR,pullup,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,14.68,Made,11.0,D. Ayton,1629028.0,2.0,,,,,,,,,,,,,,
293,PT02M51.00S,2023-12-24T02:29:59.6Z,2,REGULAR,3pt,Jump Shot,[],201939,62.23718791064389,75.73529411764706,1610612744,50,41,2023-12-24T02:30:04Z,2730000,False,129.0,302.0,1,right,S. Curry 32' 3PT  (14 PTS) (C. Paul 3 AST),"[201939, 101108]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,32.87,Made,14.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,
295,PT02M40.00S,2023-12-24T02:30:12.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,8.492115637319317,48.529411764705884,1610612757,50,43,2023-12-24T02:30:26Z,2750000,False,7.0,27.0,1,left,D. Ayton cutting Layup (6 PTS) (M. Brogdon 6 AST),"[1629028, 1627763]",1610612757.0,POR,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.83,Made,6.0,M. Brogdon,1627763.0,6.0,,,,,,,,,,,,,,
297,PT02M40.00S,2023-12-24T02:30:17.5Z,2,REGULAR,foul,personal,['1freethrow'],1630541,,,1610612757,50,43,2023-12-24T02:30:42Z,2770000,False,,,0,,M. Moody shooting personal FOUL (1 PF) (Ayton 1 FT),"[1630541, 1629028]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,1.0,0.0,,,,Ayton,1629028.0,,
299,PT02M40.00S,2023-12-24T02:30:35.5Z,2,REGULAR,substitution,out,[],1630541,,,1610612757,50,43,2023-12-24T02:31:08Z,2790000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M40.00S,2023-12-24T02:30:35.5Z,2,REGULAR,substitution,in,[],202691,,,1610612757,50,43,2023-12-24T02:31:08Z,2800000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M40.00S,2023-12-24T02:30:43.8Z,2,REGULAR,freethrow,1 of 1,[],1629028,,,1610612757,50,44,2023-12-24T02:30:43Z,2810000,False,,,0,,D. Ayton Free Throw 1 of 1 (7 PTS),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
302,PT02M21.00S,2023-12-24T02:31:05.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,92.46057818659659,45.83333333333333,1610612744,50,44,2023-12-24T02:31:10Z,2820000,False,-21.0,18.0,1,right,MISS K. Looney Layup - blocked,"[1626172, 1641739]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,Camara,1641739.0
303,PT02M21.00S,2023-12-24T02:31:05.3Z,2,REGULAR,block,,[],1641739,,,1610612744,50,44,2023-12-24T02:31:08Z,2830000,False,,,0,,T. Camara BLOCK (1 BLK),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
304,PT02M19.00S,2023-12-24T02:31:07.3Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,50,44,2023-12-24T02:31:10Z,2840000,False,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,302.0,4.0,2.0,2.0,,,,,,,,,,
305,PT02M14.00S,2023-12-24T02:31:58.8Z,2,REGULAR,jumpball,recovered,[],1631133,,,1610612744,50,44,2023-12-24T02:31:58Z,2850000,False,,,0,,Jump Ball A. Simons vs. S. Curry: Tip to J. Walker,"[1631133, 1629014, 201939]",1610612757.0,POR,heldball,J. Walker,1631133.0,Walker,J. Walker,Simons,1629014.0,Curry,201939.0,,,,,,,,,,,,,,,,,,,,,,
308,PT02M14.00S,2023-12-24T02:31:58.8Z,2,REGULAR,turnover,lost ball,[],1626172,,,1610612744,50,44,2023-12-24T02:31:58Z,2880000,False,,,0,,K. Looney lost ball TURNOVER (1 TO),"[1626172, 1629014]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,1.0,Simons,1629014.0,,,,
309,PT02M14.00S,2023-12-24T02:31:58.8Z,2,REGULAR,steal,,[],1629014,,,1610612757,50,44,2023-12-24T02:31:58Z,2890000,False,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M03.00S,2023-12-24T02:32:15.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,29.38567674113009,71.32352941176471,1610612757,50,44,2023-12-24T02:57:09Z,2900000,False,-107.0,224.0,1,left,MISS M. Brogdon 24' 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,24.78,Missed,,,,,,,,,,,,,,,,,,
311,PT02M01.00S,2023-12-24T02:32:17.1Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,50,44,2023-12-24T02:57:09Z,2910000,False,,,0,,K. Looney REBOUND (Off:2 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,310.0,5.0,3.0,2.0,,,,,,,,,,
312,PT01M46.00S,2023-12-24T02:32:27.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,94.30026281208936,54.90196078431373,1610612744,52,44,2023-12-24T02:32:35Z,2920000,False,25.0,1.0,1,right,S. Curry driving reverse Layup (16 PTS) (C. Paul 4 AST),"[201939, 101108]",1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.45,Made,16.0,C. Paul,101108.0,4.0,,,,,,,,,,,,,,
314,PT01M32.00S,2023-12-24T02:32:40.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,11.12023653088042,47.794117647058826,1610612757,52,46,2023-12-24T02:57:32Z,2940000,False,11.0,52.0,1,left,D. Ayton driving floating Jump Shot (9 PTS) (A. Simons 2 AST),"[1629028, 1629014]",1610612757.0,POR,driving floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,9.0,A. Simons,1629014.0,2.0,,,,,,,,,,,,,,
316,PT01M20.00S,2023-12-24T02:32:53.7Z,2,REGULAR,3pt,Jump Shot,[],201939,69.07030223390277,22.794117647058822,1610612744,52,46,2023-12-24T02:57:52Z,2960000,False,-136.0,238.0,1,right,MISS S. Curry 27' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,27.43,Missed,,,,,,,,,,,,,,,,,,
317,PT01M18.00S,2023-12-24T02:32:56.1Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,52,46,2023-12-24T02:32:56Z,2970000,False,,,0,,K. Looney REBOUND (Off:3 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,316.0,6.0,3.0,3.0,,,,,,,,,,
318,PT01M18.00S,2023-12-24T02:32:57.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631133,,,1610612744,52,46,2023-12-24T02:34:19Z,2980000,False,,,0,,J. Walker personal FOUL (1 PF) (Looney 2 FT),"[1631133, 1626172]",1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,1.0,0.0,,,,Looney,1626172.0,,
320,PT01M18.00S,2023-12-24T02:33:26.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,53,46,2023-12-24T02:33:26Z,3000000,False,,,0,,K. Looney Free Throw 1 of 2 (5 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
321,PT01M18.00S,2023-12-24T02:33:46.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626172,,,1610612744,54,46,2023-12-24T02:33:46Z,3010000,False,,,0,,K. Looney Free Throw 2 of 2 (6 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
322,PT00M59.90S,2023-12-24T02:34:08.5Z,2,REGULAR,3pt,Jump Shot,[],1629014,27.414586070959263,77.94117647058823,1610612757,54,46,2023-12-24T02:58:40Z,3020000,False,-140.0,205.0,1,left,MISS A. Simons 24' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
323,PT00M56.10S,2023-12-24T02:34:12.2Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,54,46,2023-12-24T02:34:12Z,3030000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:5),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,,,322.0,6.0,5.0,1.0,,,,,,,,,,
324,PT00M45.40S,2023-12-24T02:34:23.6Z,2,REGULAR,turnover,bad pass,[],1626172,,,1610612744,54,46,2023-12-24T02:34:34Z,3040000,False,,,0,,K. Looney bad pass TURNOVER (2 TO),"[1626172, 1629028]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2.0,Ayton,1629028.0,,,,
325,PT00M45.40S,2023-12-24T02:34:23.6Z,2,REGULAR,steal,,[],1629028,,,1610612757,54,46,2023-12-24T02:34:26Z,3050000,False,,,0,,D. Ayton STEAL (2 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
326,PT00M32.40S,2023-12-24T02:34:36.5Z,2,REGULAR,turnover,lost ball,[],1631133,,,1610612757,54,46,2023-12-24T02:34:43Z,3060000,False,,,0,,J. Walker lost ball TURNOVER (1 TO),"[1631133, 101108]",1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Paul,101108.0,,,,
327,PT00M32.40S,2023-12-24T02:34:36.5Z,2,REGULAR,steal,,[],101108,,,1610612744,54,46,2023-12-24T02:34:39Z,3070000,False,,,0,,C. Paul STEAL (2 STL),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
328,PT00M27.20S,2023-12-24T02:34:41.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,69.99014454664915,18.38235294117647,1610612744,57,46,2023-12-24T02:59:35Z,3080000,False,-158.0,230.0,1,right,K. Thompson 27' 3PT running pullup (10 PTS) (C. Paul 5 AST),"[202691, 101108]",1610612744.0,GSW,running pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,27.88,Made,10.0,C. Paul,101108.0,5.0,,,,,,,,,,,,,,
329,PT00M02.80S,2023-12-24T02:35:10.0Z,2,REGULAR,3pt,Jump Shot,[],1631133,3.235873850197109,3.1862745098039214,1610612757,57,46,2023-12-24T02:35:18Z,3090000,False,234.0,-22.0,1,left,MISS J. Walker 3PT,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,23.51,Missed,,,,,,,,,,,,,,,,,,
330,PT00M02.80S,2023-12-24T02:35:10.0Z,2,REGULAR,rebound,defensive,[],101108,,,1610612744,57,46,2023-12-24T02:35:18Z,3100000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Right Corner 3,24+ Right,,,,,,,329.0,2.0,2.0,0.0,,,,,,,,,,
332,PT00M00.00S,2023-12-24T02:36:02.1Z,2,REGULAR,period,end,[],0,,,1610612744,57,46,2023-12-24T02:36:02Z,3110000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2023-12-24T02:49:29.7Z,3,REGULAR,substitution,out,['startperiod'],101108,,,1610612744,57,46,2023-12-24T02:50:42Z,3120000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-12-24T02:49:29.7Z,3,REGULAR,substitution,out,['startperiod'],1631133,,,1610612744,57,46,2023-12-24T02:50:42Z,3130000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2023-12-24T02:49:29.7Z,3,REGULAR,substitution,in,['startperiod'],1641764,,,1610612744,57,46,2023-12-24T02:50:42Z,3140000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2023-12-24T02:49:29.7Z,3,REGULAR,substitution,in,['startperiod'],203924,,,1610612744,57,46,2023-12-24T02:50:42Z,3150000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2023-12-24T02:50:46.1Z,3,REGULAR,period,start,[],0,,,1610612744,57,46,2023-12-24T02:50:46Z,3160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT11M50.00S,2023-12-24T02:50:56.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,4.418528252299605,53.18627450980392,1610612744,59,46,2023-12-24T03:00:47Z,3170000,False,-16.0,-11.0,1,left,S. Curry cutting Layup (18 PTS) (B. Podziemski 5 AST),"[201939, 1641764]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.93,Made,18.0,B. Podziemski,1641764.0,5.0,,,,,,,,,,,,,,
341,PT11M50.00S,2023-12-24T02:51:00.8Z,3,REGULAR,foul,personal,['1freethrow'],1641739,,,1610612744,59,46,2023-12-24T02:51:14Z,3190000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Curry 1 FT),"[1641739, 201939]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,1.0,0.0,,,,Curry,201939.0,,
343,PT11M50.00S,2023-12-24T02:51:20.1Z,3,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,60,46,2023-12-24T02:51:20Z,3210000,False,,,0,,S. Curry Free Throw 1 of 1 (19 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
344,PT11M32.00S,2023-12-24T02:51:43.1Z,3,REGULAR,2pt,Jump Shot,[],203924,91.14651773981603,32.59803921568628,1610612757,60,48,2023-12-24T03:01:08Z,3220000,False,-87.0,31.0,1,right,J. Grant 9' driving floating Jump Shot (8 PTS) (M. Brogdon 7 AST),"[203924, 1627763]",1610612757.0,POR,driving floating,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,9.23,Made,8.0,M. Brogdon,1627763.0,7.0,,,,,,,,,,,,,,
346,PT11M14.00S,2023-12-24T02:52:01.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641764,13.091327201051248,44.85294117647059,1610612744,60,48,2023-12-24T03:01:28Z,3240000,False,26.0,71.0,1,left,MISS B. Podziemski 7' driving Hook,[1641764],1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,7.51,Missed,,,,,,,,,,,,,,,,,,
347,PT11M11.00S,2023-12-24T02:52:04.7Z,3,REGULAR,rebound,defensive,[],1629014,,,1610612757,60,48,2023-12-24T02:52:06Z,3250000,False,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,346.0,2.0,2.0,0.0,,,,,,,,,,
348,PT11M01.00S,2023-12-24T02:52:14.9Z,3,REGULAR,2pt,Jump Shot,[],1629028,88.12417871222075,29.901960784313726,1610612757,60,48,2023-12-24T02:52:22Z,3260000,False,-100.0,59.0,1,right,MISS D. Ayton 11' turnaround fadeaway Shot,[1629028],1610612757.0,POR,turnaround fadeaway,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,11.66,Missed,,,,,,,,,,,,,,,,,,
349,PT10M57.00S,2023-12-24T02:52:18.9Z,3,REGULAR,rebound,defensive,[],1641764,,,1610612744,60,48,2023-12-24T02:52:22Z,3270000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:5),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,,,,348.0,6.0,5.0,1.0,,,,,,,,,,
350,PT10M42.00S,2023-12-24T02:52:34.3Z,3,REGULAR,2pt,Jump Shot,[],202691,16.376478318002626,28.186274509803923,1610612744,62,48,2023-12-24T02:52:40Z,3280000,False,109.0,101.0,1,left,K. Thompson 14' pullup Jump Shot (12 PTS),[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,14.89,Made,12.0,,,,,,,,,,,,,,,,,
351,PT10M26.00S,2023-12-24T02:52:49.0Z,3,REGULAR,3pt,Jump Shot,[],1627763,66.5735873850197,64.2156862745098,1610612757,62,48,2023-12-24T02:52:58Z,3290000,False,71.0,262.0,1,right,MISS M. Brogdon 27' 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,27.12,Missed,,,,,,,,,,,,,,,,,,
352,PT10M22.00S,2023-12-24T02:52:53.4Z,3,REGULAR,rebound,offensive,[],203924,,,1610612757,62,48,2023-12-24T02:52:53Z,3300000,False,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,,,,,,,351.0,2.0,1.0,1.0,,,,,,,,,,
353,PT10M20.00S,2023-12-24T02:52:54.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203924,87.72996057818659,81.61764705882352,1610612757,62,50,2023-12-24T02:53:01Z,3310000,False,158.0,63.0,1,right,J. Grant 17' Jump Shot (10 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right,17.01,Made,10.0,,,,,,,,,,,,,,,,,
354,PT10M09.00S,2023-12-24T02:53:07.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,9.59264126149803,42.44408700980392,1610612744,64,50,2023-12-24T03:02:19Z,3320000,False,38.0,38.0,1,left,S. Curry driving finger roll Layup (21 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,5.34,Made,21.0,,,,,,,,,,,,,,,,,
355,PT09M56.00S,2023-12-24T02:53:23.1Z,3,REGULAR,turnover,out-of-bounds,[],1641739,,,1610612757,64,50,2023-12-24T02:53:45Z,3330000,False,,,0,,T. Camara step out-of-bounds TURNOVER (1 TO),[1641739],1610612757.0,POR,step,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1629178.0,,,1.0,,,,,,
356,PT09M39.00S,2023-12-24T02:53:45.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,11.383048620236531,4.411764705882353,1610612744,64,50,2023-12-24T02:53:50Z,3340000,False,228.0,55.0,1,left,MISS J. Kuminga 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
357,PT09M36.00S,2023-12-24T02:53:48.2Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,64,50,2023-12-24T02:53:50Z,3350000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Right Corner 3,24+ Right,,,,,,,356.0,3.0,3.0,0.0,,,,,,,,,,
358,PT09M26.00S,2023-12-24T02:53:58.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,84.05059132720105,54.41176470588235,1610612757,64,52,2023-12-24T02:54:11Z,3360000,False,22.0,97.0,1,right,D. Ayton 9' turnaround fadeaway Jump Shot (11 PTS),[1629028],1610612757.0,POR,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,9.99,Made,11.0,,,,,,,,,,,,,,,,,
359,PT09M15.00S,2023-12-24T02:54:08.4Z,3,REGULAR,3pt,Jump Shot,[],202691,19.793035479632064,91.17647058823529,1610612744,64,52,2023-12-24T02:54:17Z,3370000,False,-206.0,134.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,24.54,Missed,,,,,,,,,,,,,,,,,,
360,PT09M15.00S,2023-12-24T02:54:08.4Z,3,REGULAR,rebound,defensive,[],1641739,,,1610612757,64,52,2023-12-24T02:54:17Z,3380000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,359.0,2.0,2.0,0.0,,,,,,,,,,
