actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
615,PT03M07.00S,2022-11-18T05:10:10.0Z,4,REGULAR,substitution,in,[],1628966,,,1610612758,123,108,2022-11-18T05:10:35Z,6030000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M07.00S,2022-11-18T05:10:10.0Z,4,REGULAR,substitution,in,[],1631160,,,1610612758,123,108,2022-11-18T05:10:35Z,6040000,False,,,0,,SUB in: J. Hall,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT03M07.00S,2022-11-18T05:10:38.6Z,4,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,124,108,2022-11-18T05:10:38Z,6050000,False,,,0,,D. Sabonis Free Throw 1 of 1 (16 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
618,PT02M51.00S,2022-11-18T05:10:44.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203476,6.783837056504599,44.85294117647059,1610612759,124,110,2022-11-18T05:10:49Z,6060000,False,26.0,11.0,1,left,G. Dieng Layup (2 PTS) (J. Hall 2 AST),"[203476, 1631160]",1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Restricted Area,0-8 Center,2.81,Made,,,,,2.0,,,,J. Hall,1631160.0,2.0,,,,,,,
620,PT02M27.00S,2022-11-18T05:11:08.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,86.67871222076215,45.09803921568628,1610612758,126,110,2022-11-18T05:16:04Z,6080000,False,-25.0,73.0,1,right,D. Fox 7' driving floating Jump Shot (28 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.67,Made,,,,,28.0,,,,,,,,,,,,,
621,PT02M22.00S,2022-11-18T05:11:22.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,126,110,2022-11-18T05:11:22Z,6090000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT02M22.00S,2022-11-18T05:13:02.9Z,4,REGULAR,substitution,out,[],1626196,,,1610612759,126,110,2022-11-18T05:13:44Z,6100000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M22.00S,2022-11-18T05:13:02.9Z,4,REGULAR,substitution,in,[],1629646,,,1610612759,126,110,2022-11-18T05:13:44Z,6110000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M06.00S,2022-11-18T05:14:28.3Z,4,REGULAR,turnover,bad pass,[],1629646,,,1610612759,126,110,2022-11-18T05:14:33Z,6120000,False,,,0,,C. Bassey bad pass TURNOVER (4 TO),"[1629646, 203084]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,4.0,Barnes,203084.0,,,,
625,PT02M06.00S,2022-11-18T05:14:28.3Z,4,REGULAR,steal,,[],203084,,,1610612758,126,110,2022-11-18T05:20:09Z,6130000,False,,,0,,H. Barnes STEAL (2 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
626,PT02M01.00S,2022-11-18T05:14:32.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628989,94.30026281208936,52.450980392156865,1610612758,128,110,2022-11-18T05:18:16Z,6140000,False,12.0,1.0,1,right,K. Huerter running reverse Layup (7 PTS) (H. Barnes 2 AST),"[1628989, 203084]",1610612758.0,SAC,running reverse,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,7.0,,,,H. Barnes,203084.0,2.0,,,,,,,
628,PT01M38.00S,2022-11-18T05:14:55.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,9.543363994743759,49.50980392156863,1610612759,128,110,2022-11-18T05:19:23Z,6160000,False,2.0,37.0,1,left,MISS K. Bates-Diop driving floating Shot,[1628966],1610612759.0,SAS,driving floating,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,,
629,PT01M37.00S,2022-11-18T05:14:56.9Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,128,110,2022-11-18T05:15:18Z,6170000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,628.0,8.0,8.0,0.0,,,,,,,,,,,,,,
630,PT01M37.00S,2022-11-18T05:15:05.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,128,110,2022-11-18T05:15:05Z,6180000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M37.00S,2022-11-18T05:15:30.0Z,4,REGULAR,substitution,out,[],1628368,,,1610612758,128,110,2022-11-18T05:16:24Z,6190000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M37.00S,2022-11-18T05:15:30.0Z,4,REGULAR,substitution,out,[],1628989,,,1610612758,128,110,2022-11-18T05:16:24Z,6200000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT01M37.00S,2022-11-18T05:15:30.0Z,4,REGULAR,substitution,out,[],1627734,,,1610612758,128,110,2022-11-18T05:16:24Z,6210000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M37.00S,2022-11-18T05:15:30.0Z,4,REGULAR,substitution,out,[],1630558,,,1610612758,128,110,2022-11-18T05:16:24Z,6220000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT01M37.00S,2022-11-18T05:15:30.0Z,4,REGULAR,substitution,out,[],203084,,,1610612758,128,110,2022-11-18T05:16:24Z,6230000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT01M37.00S,2022-11-18T05:15:30.0Z,4,REGULAR,substitution,in,[],203458,,,1610612758,128,110,2022-11-18T05:16:24Z,6240000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT01M37.00S,2022-11-18T05:15:30.0Z,4,REGULAR,substitution,in,[],203521,,,1610612758,128,110,2022-11-18T05:16:24Z,6250000,False,,,0,,SUB in: M. Dellavedova,[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M37.00S,2022-11-18T05:15:30.0Z,4,REGULAR,substitution,in,[],1631165,,,1610612758,128,110,2022-11-18T05:16:24Z,6260000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M37.00S,2022-11-18T05:15:30.0Z,4,REGULAR,substitution,in,[],1629644,,,1610612758,128,110,2022-11-18T05:16:24Z,6270000,False,,,0,,SUB in: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT01M37.00S,2022-11-18T05:15:30.0Z,4,REGULAR,substitution,in,[],1631320,,,1610612758,128,110,2022-11-18T05:16:24Z,6280000,False,,,0,,SUB in: C. Moneke,[1631320],1610612758.0,SAC,,,,Moneke,C. Moneke,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT01M30.00S,2022-11-18T05:16:30.5Z,4,REGULAR,turnover,out-of-bounds,[],1631320,,,1610612758,128,110,2022-11-18T05:17:30Z,6290000,False,,,0,,C. Moneke lost ball out-of-bounds TURNOVER (1 TO),[1631320],1610612758.0,SAC,lost ball,,,Moneke,C. Moneke,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,,,,,,
642,PT01M22.00S,2022-11-18T05:16:46.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631165,,,1610612759,128,110,2022-11-18T05:17:04Z,6300000,False,,,0,,K. Ellis shooting personal FOUL (1 PF) (Hall 2 FT),"[1631165, 1631160]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Hall,1631160.0
644,PT01M22.00S,2022-11-18T05:17:12.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1631160,,,1610612759,128,111,2022-11-18T05:17:12Z,6320000,False,,,0,,J. Hall Free Throw 1 of 2 (4 PTS),[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
645,PT01M22.00S,2022-11-18T05:17:23.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1631160,,,1610612759,128,112,2022-11-18T05:17:23Z,6330000,False,,,0,,J. Hall Free Throw 2 of 2 (5 PTS),[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
646,PT01M04.00S,2022-11-18T05:17:43.0Z,4,REGULAR,turnover,bad pass,[],1631320,,,1610612758,128,112,2022-11-18T05:17:52Z,6340000,False,,,0,,C. Moneke bad pass TURNOVER (2 TO),"[1631320, 1629646]",1610612758.0,SAC,,,,Moneke,C. Moneke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,Bassey,1629646.0,,,,
647,PT01M04.00S,2022-11-18T05:17:43.0Z,4,REGULAR,steal,,[],1629646,,,1610612759,128,112,2022-11-18T05:17:49Z,6350000,False,,,0,,C. Bassey STEAL (1 STL),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
648,PT00M52.30S,2022-11-18T05:17:55.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203476,14.931011826544022,96.07843137254902,1610612759,128,112,2022-11-18T05:18:02Z,6360000,False,-230.0,88.0,1,left,MISS G. Dieng 24' step back 3PT,[203476],1610612759.0,SAS,step back,,,Dieng,G. Dieng,,,,,Left Corner 3,24+ Left,24.66,Missed,,,,,,,,,,,,,,,,,,
649,PT00M49.00S,2022-11-18T05:17:59.2Z,4,REGULAR,rebound,defensive,[],203521,,,1610612758,128,112,2022-11-18T05:18:02Z,6370000,False,,,0,,M. Dellavedova REBOUND (Off:0 Def:1),[203521],1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,Left Corner 3,24+ Left,,,648.0,1.0,1.0,0.0,,,,,,,,,,,,,,
650,PT00M45.90S,2022-11-18T05:18:03.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631320,92.85479632063075,54.166666666666664,1610612758,130,112,2022-11-18T05:18:10Z,6380000,False,21.0,15.0,1,right,C. Moneke running Layup (2 PTS) (K. Okpala 1 AST),"[1631320, 1629644]",1610612758.0,SAC,running,,,Moneke,C. Moneke,,,,,Restricted Area,0-8 Center,2.55,Made,,,,,2.0,,,,K. Okpala,1629644.0,1.0,,,,,,,
652,PT00M20.90S,2022-11-18T05:18:34.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612759,130,112,2022-11-18T05:18:41Z,6400000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200832.0,,,,,,,,,,,,
653,PT00M00.00S,2022-11-18T05:19:12.7Z,4,REGULAR,period,end,[],0,,,1610612758,130,112,2022-11-18T05:19:12Z,6410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M00.00S,2022-11-18T05:19:39.0Z,4,REGULAR,game,end,[],0,,,0,130,112,2022-11-18T05:19:39Z,6420000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
