actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
362,PT12M00.00S,2022-10-29T23:24:54.4Z,3,REGULAR,substitution,in,['startperiod'],1631099,,,1610612748,71,49,2022-10-29T23:25:21Z,3540000,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-10-29T23:24:54.4Z,3,REGULAR,substitution,in,['startperiod'],1628368,,,1610612748,71,49,2022-10-29T23:25:21Z,3550000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-10-29T23:24:54.4Z,3,REGULAR,substitution,in,['startperiod'],1629639,,,1610612748,71,49,2022-10-29T23:25:21Z,3560000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-10-29T23:24:54.4Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,71,49,2022-10-29T23:25:21Z,3570000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-10-29T23:25:40.1Z,3,REGULAR,period,start,[],0,,,1610612758,71,49,2022-10-29T23:25:40Z,3580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M43.00S,2022-10-29T23:25:58.1Z,3,REGULAR,turnover,out-of-bounds,[],1631099,,,1610612758,71,49,2022-10-29T23:26:12Z,3590000,,,0,,K. Murray lost ball out-of-bounds TURNOVER (3 TO),[1631099],1610612758.0,SAC,lost ball,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,1628482.0,,,,,,,,,,,,,,3.0,,
369,PT11M27.00S,2022-10-29T23:26:36.1Z,3,REGULAR,foul,personal,[],1631099,,,1610612748,71,49,2022-10-29T23:32:08Z,3610000,,,0,,K. Murray personal FOUL (3 PF),"[1631099, 1628997]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,202007.0,,,,,,,,,,3.0,0.0,Martin,1628997.0,,,
371,PT11M12.00S,2022-10-29T23:27:18.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202710,5.732588699080158,96.32352941176471,1610612748,71,49,2022-10-29T23:27:30Z,3630000,-232.0,1.0,1,left,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
372,PT11M08.00S,2022-10-29T23:27:21.5Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,71,49,2022-10-29T23:27:21Z,3640000,,,0,,D. Fox REBOUND (Off:0 Def:6),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,371.0,,,,,,6.0,6.0,0.0,,,,,,,,,
373,PT11M03.00S,2022-10-29T23:27:26.7Z,3,REGULAR,3pt,Jump Shot,[],1631099,76.03482260183968,12.254901960784313,1610612758,71,49,2022-10-29T23:27:32Z,3650000,-189.0,173.0,1,right,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
374,PT11M03.00S,2022-10-29T23:27:26.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,71,49,2022-10-29T23:27:32Z,3660000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,373.0,,,,,,,,,,,,,,,,,
376,PT10M52.00S,2022-10-29T23:27:40.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.835085413929041,46.32352941176471,1610612748,71,49,2022-10-29T23:29:42Z,3680000,18.0,21.0,1,left,MISS J. Butler cutting Layup,[202710],1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
377,PT10M50.00S,2022-10-29T23:27:42.8Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,71,49,2022-10-29T23:27:47Z,3690000,,,0,,D. Sabonis REBOUND (Off:2 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,376.0,,,,,,6.0,4.0,2.0,,,,,,,,,
378,PT10M43.00S,2022-10-29T23:27:50.2Z,3,REGULAR,turnover,bad pass,[],1631099,,,1610612758,71,49,2022-10-29T23:27:54Z,3700000,,,0,,K. Murray bad pass TURNOVER (4 TO),"[1631099, 202710]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,4.0,Butler,202710.0
379,PT10M43.00S,2022-10-29T23:27:50.2Z,3,REGULAR,steal,,[],202710,,,1610612748,71,49,2022-10-29T23:27:52Z,3710000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
380,PT10M34.00S,2022-10-29T23:27:58.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,25.443495400788436,83.08823529411765,1610612748,71,52,2022-10-29T23:28:04Z,3720000,-165.0,187.0,1,left,C. Martin 24' 3PT  (5 PTS) (J. Butler 4 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,24.94,Made,,,5.0,J. Butler,202710.0,4.0,,,,,,,,,,,,
382,PT10M18.00S,2022-10-29T23:28:18.5Z,3,REGULAR,foul,offensive,[],1627734,,,1610612758,71,52,2022-10-29T23:28:30Z,3740000,,,0,,D. Sabonis offensive FOUL (4 PF),"[1627734, 202710]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,202007.0,,,,,,,,,,4.0,0.0,Butler,202710.0,,,
384,PT10M18.00S,2022-10-29T23:28:18.5Z,3,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,71,52,2022-10-29T23:28:18Z,3760000,,,0,,D. Sabonis offensive foul TURNOVER (2 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,202007.0,,,,,,,,,,,,,,2.0,,
385,PT09M59.00S,2022-10-29T23:28:54.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,6.389618922470433,45.588235294117645,1610612748,71,54,2022-10-29T23:29:08Z,3770000,22.0,8.0,1,left,T. Herro driving Layup (14 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2.34,Made,,,14.0,,,,,,,,,,,,,,,
386,PT09M59.00S,2022-10-29T23:29:04.6Z,3,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612748,71,54,2022-10-29T23:29:20Z,3780000,,,0,,D. Sabonis shooting personal FOUL (5 PF) (Herro 1 FT),"[1627734, 1629639]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,2882.0,,,,,,,,,,5.0,0.0,Herro,1629639.0,,,
388,PT09M59.00S,2022-10-29T23:29:12.5Z,3,REGULAR,substitution,out,[],1627734,,,1610612748,71,54,2022-10-29T23:29:42Z,3800000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT09M59.00S,2022-10-29T23:29:12.5Z,3,REGULAR,substitution,in,[],1626158,,,1610612748,71,54,2022-10-29T23:29:42Z,3810000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT09M59.00S,2022-10-29T23:29:27.9Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629639,,,1610612748,71,55,2022-10-29T23:29:27Z,3820000,,,0,,T. Herro Free Throw 1 of 1 (15 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,15.0,,,,,,,,,,,,,,,
391,PT09M46.00S,2022-10-29T23:29:42.5Z,3,REGULAR,3pt,Jump Shot,[],203084,89.43823915900131,3.6764705882352944,1610612758,71,55,2022-10-29T23:29:47Z,3830000,-232.0,47.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.63,Missed,,,,,,,,,,,,,,,,,,
392,PT09M43.00S,2022-10-29T23:29:45.5Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,71,55,2022-10-29T23:29:47Z,3840000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,,,391.0,,,,,,1.0,1.0,0.0,,,,,,,,,
393,PT09M38.00S,2022-10-29T23:29:52.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",200768,7.703679369250986,50.0,1610612748,71,55,2022-10-29T23:30:00Z,3850000,0.0,20.0,1,left,MISS K. Lowry running Layup - blocked,"[200768, 1631099]",1610612748.0,MIA,running,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,Murray,1631099.0,,,,,,,
394,PT09M38.00S,2022-10-29T23:29:52.6Z,3,REGULAR,block,,[],1631099,,,1610612748,71,55,2022-10-29T23:29:56Z,3860000,,,0,,K. Murray BLOCK (2 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
395,PT09M38.00S,2022-10-29T23:29:52.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,71,55,2022-10-29T23:30:00Z,3870000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,393.0,,,,,,,,,,,,,,,,,
397,PT09M26.00S,2022-10-29T23:30:20.0Z,3,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612748,71,55,2022-10-29T23:30:33Z,3890000,,,0,,R. Holmes shooting personal FOUL (1 PF) (Martin 2 FT),"[1626158, 1628997]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,,,,1628482.0,,,,,,,,,,1.0,0.0,Martin,1628997.0,,,
399,PT09M26.00S,2022-10-29T23:30:46.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628997,,,1610612748,71,56,2022-10-29T23:30:46Z,3910000,,,0,,C. Martin Free Throw 1 of 2 (6 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Made,,,6.0,,,,,,,,,,,,,,,
400,PT09M26.00S,2022-10-29T23:30:53.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,71,56,2022-10-29T23:30:53Z,3920000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT09M26.00S,2022-10-29T23:34:07.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628997,,,1610612748,71,57,2022-10-29T23:34:07Z,3930000,,,0,,C. Martin Free Throw 2 of 2 (7 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Made,,,7.0,,,,,,,,,,,,,,,
402,PT09M07.00S,2022-10-29T23:34:28.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,83.78777923784494,35.78431372549019,1610612758,73,57,2022-10-29T23:34:34Z,3940000,-71.0,100.0,1,right,K. Murray 12' floating Jump Shot (14 PTS) (K. Huerter 5 AST),"[1631099, 1628989]",1610612758.0,SAC,floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Left,12.26,Made,,,14.0,K. Huerter,1628989.0,5.0,,,,,,,,,,,,
403,PT08M40.00S,2022-10-29T23:34:54.4Z,3,REGULAR,2pt,Jump Shot,[],1628389,15.062417871222076,30.637254901960787,1610612748,73,57,2022-10-29T23:37:02Z,3950000,97.0,89.0,1,left,MISS B. Adebayo 13' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,13.16,Missed,,,,,,,,,,,,,,,,,,
404,PT08M35.00S,2022-10-29T23:34:59.4Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,73,57,2022-10-29T23:37:02Z,3960000,,,0,,D. Fox REBOUND (Off:0 Def:7),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,403.0,,,,,,7.0,7.0,0.0,,,,,,,,,
405,PT08M33.00S,2022-10-29T23:35:01.8Z,3,REGULAR,turnover,lost ball,[],1628368,,,1610612758,73,57,2022-10-29T23:35:08Z,3970000,,,0,,D. Fox lost ball TURNOVER (2 TO),"[1628368, 200768]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Lowry,200768.0
406,PT08M33.00S,2022-10-29T23:35:01.8Z,3,REGULAR,steal,,[],200768,,,1610612748,73,57,2022-10-29T23:35:03Z,3980000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
407,PT08M31.00S,2022-10-29T23:35:03.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200768,7.30946123521682,50.245098039215684,1610612748,73,59,2022-10-29T23:35:11Z,3990000,-1.0,16.0,1,left,K. Lowry Layup (4 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,1.62,Made,,,4.0,,,,,,,,,,,,,,,
408,PT08M23.00S,2022-10-29T23:35:11.9Z,3,REGULAR,3pt,Jump Shot,[],1628989,73.80091984231275,15.686274509803921,1610612758,76,59,2022-10-29T23:35:20Z,4000000,-172.0,194.0,1,right,K. Huerter 25' 3PT step back (18 PTS),[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,25.89,Made,,,18.0,,,,,,,,,,,,,,,
409,PT08M09.00S,2022-10-29T23:35:28.9Z,3,REGULAR,foul,personal,['2freethrow'],203084,,,1610612748,76,59,2022-10-29T23:35:42Z,4010000,,,0,,H. Barnes shooting personal FOUL (3 PF) (Butler 2 FT),"[203084, 202710]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,202007.0,,,,,,,,,,3.0,0.0,Butler,202710.0,,,
411,PT08M09.00S,2022-10-29T23:35:53.7Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,76,59,2022-10-29T23:35:53Z,4030000,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
412,PT08M09.00S,2022-10-29T23:35:53.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,76,59,2022-10-29T23:35:53Z,4040000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,411.0,,,,,,,,,,,,,,,,,
413,PT08M09.00S,2022-10-29T23:36:09.7Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,76,60,2022-10-29T23:36:09Z,4050000,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,8.0,,,,,,,,,,,,,,,
414,PT07M59.00S,2022-10-29T23:36:24.0Z,3,REGULAR,foul,offensive,[],1626158,,,1610612758,76,60,2022-10-29T23:36:34Z,4060000,,,0,,R. Holmes offensive FOUL (2 PF),"[1626158, 200768]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Center,,,,202007.0,,,,,,,,,,2.0,0.0,Lowry,200768.0,,,
416,PT07M59.00S,2022-10-29T23:36:24.0Z,3,REGULAR,turnover,offensive foul,[],1626158,,,1610612758,76,60,2022-10-29T23:36:24Z,4080000,,,0,,R. Holmes offensive foul TURNOVER (1 TO),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Center,,,,202007.0,,,,,,,,,,,,,,1.0,,
417,PT07M43.00S,2022-10-29T23:36:56.4Z,3,REGULAR,violation,kicked ball,[],203084,,,1610612748,76,60,2022-10-29T23:37:08Z,4090000,,,0,,H. Barnes kicked ball VIOLATION,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,1628482.0,,,,,,,,,,,,,,,,
418,PT07M39.00S,2022-10-29T23:37:14.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,32.933639947437584,38.970588235294116,1610612748,76,60,2022-10-29T23:37:22Z,4100000,55.0,257.0,1,left,MISS T. Herro 26' fadeaway 3PT,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
419,PT07M35.00S,2022-10-29T23:37:18.2Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,76,60,2022-10-29T23:37:22Z,4110000,,,0,,R. Holmes REBOUND (Off:0 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Center,,,418.0,,,,,,3.0,3.0,0.0,,,,,,,,,
420,PT07M20.00S,2022-10-29T23:37:35.8Z,3,REGULAR,turnover,bad pass,[],1631099,,,1610612758,76,60,2022-10-29T23:39:24Z,4120000,,,0,,K. Murray bad pass TURNOVER (5 TO),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,5.0,,
421,PT07M11.00S,2022-10-29T23:37:48.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,8.623521681997373,51.470588235294116,1610612748,76,62,2022-10-29T23:39:39Z,4130000,-7.0,29.0,1,left,T. Herro driving Layup (17 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2.95,Made,,,17.0,,,,,,,,,,,,,,,
422,PT06M56.00S,2022-10-29T23:38:02.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,84.05059132720105,56.61764705882353,1610612758,76,62,2022-10-29T23:38:09Z,4140000,33.0,97.0,1,right,MISS D. Fox 10' floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,10.29,Missed,,,,,,,,,,,,,,,,,,
423,PT06M52.00S,2022-10-29T23:38:06.4Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,76,62,2022-10-29T23:38:06Z,4150000,,,0,,C. Martin REBOUND (Off:1 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,422.0,,,,,,4.0,3.0,1.0,,,,,,,,,
424,PT06M48.00S,2022-10-29T23:38:11.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.915243101182654,48.28431372549019,1610612748,76,64,2022-10-29T23:41:50Z,4160000,9.0,13.0,1,left,J. Butler Layup (10 PTS) (C. Martin 1 AST),"[202710, 1628997]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.52,Made,,,10.0,C. Martin,1628997.0,1.0,,,,,,,,,,,,
426,PT06M48.00S,2022-10-29T23:38:17.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,76,64,2022-10-29T23:38:17Z,4180000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M32.00S,2022-10-29T23:41:28.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,90.48948751642575,61.274509803921575,1610612758,78,64,2022-10-29T23:43:23Z,4190000,56.0,37.0,1,right,R. Holmes 6' cutting Layup (2 PTS) (H. Barnes 4 AST),"[1626158, 203084]",1610612758.0,SAC,cutting,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,6.74,Made,,,2.0,H. Barnes,203084.0,4.0,,,,,,,,,,,,
430,PT06M12.00S,2022-10-29T23:41:48.5Z,3,REGULAR,2pt,Jump Shot,[],1628997,23.340998685939553,49.50980392156863,1610612748,78,64,2022-10-29T23:41:59Z,4210000,2.0,167.0,1,left,MISS C. Martin 16' pullup Shot,[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,16.69,Missed,,,,,,,,,,,,,,,,,,
431,PT06M04.00S,2022-10-29T23:41:56.5Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,78,64,2022-10-29T23:41:59Z,4220000,,,0,,B. Adebayo REBOUND (Off:2 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,430.0,,,,,,5.0,3.0,2.0,,,,,,,,,
432,PT06M04.00S,2022-10-29T23:41:56.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628389,5.590000152587891,50.0,1610612748,78,66,2022-10-29T23:41:56Z,4230000,0.0,0.0,1,left,B. Adebayo tip DUNK (14 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,0.0,Made,,,14.0,,,,,,,,,,,,,,,
433,PT05M56.00S,2022-10-29T23:42:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,87.07293035479631,40.68627450980392,1610612758,78,66,2022-10-29T23:42:13Z,4240000,-47.0,69.0,1,right,MISS D. Fox 8' floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Left,8.33,Missed,,,,,,,,,,,,,,,,,,
434,PT05M51.00S,2022-10-29T23:42:10.3Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,78,66,2022-10-29T23:42:13Z,4250000,,,0,,J. Butler REBOUND (Off:1 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Left,,,433.0,,,,,,5.0,4.0,1.0,,,,,,,,,
435,PT05M50.00S,2022-10-29T23:42:16.5Z,3,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,78,66,2022-10-29T23:42:23Z,4260000,,,0,,J. Butler lost ball out-of-bounds TURNOVER (2 TO),[202710],1610612748.0,MIA,lost ball,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,202007.0,,,,,,,,,,,,,,2.0,,
436,PT05M50.00S,2022-10-29T23:42:25.8Z,3,REGULAR,substitution,out,[],1628368,,,1610612758,78,66,2022-10-29T23:42:38Z,4270000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M50.00S,2022-10-29T23:42:25.8Z,3,REGULAR,substitution,out,[],203084,,,1610612758,78,66,2022-10-29T23:42:38Z,4280000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M50.00S,2022-10-29T23:42:25.8Z,3,REGULAR,substitution,out,[],1626158,,,1610612758,78,66,2022-10-29T23:42:38Z,4290000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M50.00S,2022-10-29T23:42:25.8Z,3,REGULAR,substitution,in,[],1630558,,,1610612758,78,66,2022-10-29T23:42:38Z,4300000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M50.00S,2022-10-29T23:42:25.8Z,3,REGULAR,substitution,in,[],203458,,,1610612758,78,66,2022-10-29T23:42:38Z,4310000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M50.00S,2022-10-29T23:42:25.8Z,3,REGULAR,substitution,in,[],1626168,,,1610612758,78,66,2022-10-29T23:42:38Z,4320000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M32.00S,2022-10-29T23:42:46.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628989,92.59198423127464,60.5392156862745,1610612758,78,66,2022-10-29T23:42:52Z,4330000,53.0,17.0,1,right,MISS K. Huerter driving Layup - blocked,"[1628989, 1628389]",1610612758.0,SAC,driving,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,,,,,,,,,Adebayo,1628389.0,,,,,,,
503,PT05M32.00S,2022-10-29T23:42:46.6Z,3,REGULAR,block,,[],1628389,,,1610612758,78,66,2022-10-29T23:52:09Z,4335000,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
443,PT05M30.00S,2022-10-29T23:42:48.6Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,78,66,2022-10-29T23:42:52Z,4340000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,442.0,,,,,,1.0,1.0,0.0,,,,,,,,,
444,PT05M09.00S,2022-10-29T23:43:09.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,15.588042049934298,56.127450980392155,1610612748,78,68,2022-10-29T23:49:11Z,4350000,-31.0,94.0,1,left,T. Herro 9' fadeaway Jump Shot (19 PTS),[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,9.89,Made,,,19.0,,,,,,,,,,,,,,,
445,PT04M48.00S,2022-10-29T23:43:34.7Z,3,REGULAR,foul,offensive,[],1630558,,,1610612758,78,68,2022-10-29T23:43:46Z,4360000,,,0,,D. Mitchell offensive FOUL (1 PF),"[1630558, 200768]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,,,1.0,0.0,Lowry,200768.0,,,
