actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
623,PT02M29.00S,2022-03-24T02:42:37.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630589,6.783837056504599,51.9607843137255,1610612742,107,82,2022-03-24T02:42:44Z,6150000,-10.0,11.0,1,left,M. Wright running finger roll Layup (2 PTS) (S. Brown 2 AST),"[1630589, 1628425]",1610612742.0,DAL,running finger roll,,,Wright,M. Wright,,,,,1.5,Made,2.0,S. Brown,1628425.0,2.0,,,,,,,,,,,,,,,
625,PT02M29.00S,2022-03-24T02:42:42.0Z,4,REGULAR,foul,personal,['1freethrow'],1628981,,,1610612742,107,82,2022-03-24T02:42:49Z,6170000,,,0,,B. Fernando shooting personal FOUL (1 PF) (Wright 1 FT),"[1628981, 1630589]",1610612745.0,HOU,shooting,,,Fernando,B. Fernando,,,,,,,,,,,202007.0,,,,,,,,1.0,0.0,Wright,1630589.0,,,
627,PT02M29.00S,2022-03-24T02:43:01.9Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630589,,,1610612742,108,82,2022-03-24T02:43:01Z,6190000,,,0,,M. Wright Free Throw 1 of 1 (3 PTS),[1630589],1610612742.0,DAL,,,,Wright,M. Wright,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
628,PT02M15.00S,2022-03-24T02:43:20.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627737,,,1610612745,108,82,2022-03-24T02:43:49Z,6200000,,,0,,M. Chriss shooting personal FOUL (1 PF) (Fernando 2 FT),"[1627737, 1628981]",1610612742.0,DAL,shooting,,,Chriss,M. Chriss,,,,,,,,,,,1627524.0,,,,,,,,1.0,0.0,Fernando,1628981.0,,,
630,PT02M15.00S,2022-03-24T02:43:53.7Z,4,REGULAR,freethrow,1 of 2,[],1628981,,,1610612745,108,83,2022-03-24T02:43:53Z,6220000,,,0,,B. Fernando Free Throw 1 of 2 (1 PTS),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
631,PT02M15.00S,2022-03-24T02:44:11.6Z,4,REGULAR,freethrow,2 of 2,[],1628981,,,1610612745,108,84,2022-03-24T02:44:11Z,6230000,,,0,,B. Fernando Free Throw 2 of 2 (2 PTS),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
632,PT01M59.00S,2022-03-24T02:44:28.5Z,4,REGULAR,2pt,Jump Shot,[],1628373,26.123111038107755,70.36611519607843,1610612742,110,84,2022-03-24T02:49:36Z,6240000,-102.0,193.0,1,left,F. Ntilikina 21' pullup Jump Shot (13 PTS) (S. Brown 3 AST),"[1628373, 1628425]",1610612742.0,DAL,pullup,,,Ntilikina,F. Ntilikina,,,,,21.83,Made,13.0,S. Brown,1628425.0,3.0,,,,,,,,,,,,,,,
633,PT01M52.00S,2022-03-24T02:44:41.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628373,,,1610612745,110,84,2022-03-24T02:44:47Z,6250000,,,0,,F. Ntilikina personal FOUL (5 PF) (Christopher 2 FT),"[1628373, 1630528]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,1627524.0,,,,,,,,5.0,0.0,Christopher,1630528.0,,,
635,PT01M52.00S,2022-03-24T02:45:06.0Z,4,REGULAR,freethrow,1 of 2,[],1630528,,,1610612745,110,85,2022-03-24T02:45:06Z,6270000,,,0,,J. Christopher Free Throw 1 of 2 (7 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
636,PT01M52.00S,2022-03-24T02:45:21.3Z,4,REGULAR,freethrow,2 of 2,[],1630528,,,1610612745,110,86,2022-03-24T02:45:21Z,6280000,,,0,,J. Christopher Free Throw 2 of 2 (8 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
637,PT01M43.00S,2022-03-24T02:45:34.1Z,4,REGULAR,turnover,out-of-bounds,[],1628373,,,1610612742,110,86,2022-03-24T02:45:45Z,6290000,,,0,,F. Ntilikina bad pass out-of-bounds TURNOVER (3 TO),[1628373],1610612742.0,DAL,bad pass,,,Ntilikina,F. Ntilikina,,,,,,,,,,,1627524.0,3.0,,,,,,,,,,,,,
638,PT01M28.00S,2022-03-24T02:45:52.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630528,86.67871222076215,50.73529411764706,1610612745,110,86,2022-03-24T02:45:56Z,6300000,4.0,73.0,1,right,MISS J. Christopher 7' pullup Shot,[1630528],1610612745.0,HOU,pullup,,,Christopher,J. Christopher,,,,,7.28,Missed,,,,,,,,,,,,,,,,,,,
639,PT01M25.00S,2022-03-24T02:45:55.3Z,4,REGULAR,rebound,defensive,[],1628425,,,1610612742,110,86,2022-03-24T02:45:56Z,6310000,,,0,,S. Brown REBOUND (Off:0 Def:2),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,638.0,2.0,2.0,0.0,,,,,,,
640,PT01M23.00S,2022-03-24T02:46:00.3Z,4,REGULAR,foul,offensive,['inpenalty'],1630182,,,1610612742,110,86,2022-03-24T02:46:06Z,6320000,,,0,,J. Green charge offensive FOUL (2 PF),"[1630182, 1629726]",1610612742.0,DAL,charge,,,Green,J. Green,,,,,,,,,,,1627524.0,,,,,,,,2.0,0.0,Mathews,1629726.0,,,
642,PT01M23.00S,2022-03-24T02:46:00.3Z,4,REGULAR,turnover,offensive foul,[],1630182,,,1610612742,110,86,2022-03-24T02:46:00Z,6340000,,,0,,J. Green offensive foul TURNOVER (1 TO),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,1627524.0,1.0,,,,,,,,,,,,,
643,PT01M10.00S,2022-03-24T02:46:31.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630227,90.88370565045992,36.27450980392157,1610612745,110,86,2022-03-24T02:46:34Z,6350000,-69.0,33.0,1,right,MISS D. Nix 7' driving floating bank Shot,[1630227],1610612745.0,HOU,driving floating bank,,,Nix,D. Nix,,,,,7.62,Missed,,,,,,,,,,,,,,,,,,,
644,PT01M07.00S,2022-03-24T02:46:34.3Z,4,REGULAR,rebound,offensive,[],1628981,,,1610612745,110,86,2022-03-24T02:46:34Z,6360000,,,0,,B. Fernando REBOUND (Off:1 Def:0),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,643.0,1.0,0.0,1.0,,,,,,,
645,PT01M05.00S,2022-03-24T02:46:37.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628981,92.85479632063075,47.05882352941176,1610612745,110,88,2022-03-24T02:46:40Z,6370000,-15.0,15.0,1,right,B. Fernando driving Layup (4 PTS),[1628981],1610612745.0,HOU,driving,,,Fernando,B. Fernando,,,,,2.08,Made,4.0,,,,,,,,,,,,,,,,,,
646,PT00M55.30S,2022-03-24T02:46:49.4Z,4,REGULAR,2pt,Jump Shot,[],1630589,21.895532194480946,53.18627450980392,1610612742,110,88,2022-03-24T02:46:52Z,6380000,-16.0,153.0,1,left,MISS M. Wright 15' pullup Shot,[1630589],1610612742.0,DAL,pullup,,,Wright,M. Wright,,,,,15.41,Missed,,,,,,,,,,,,,,,,,,,
647,PT00M52.40S,2022-03-24T02:46:52.3Z,4,REGULAR,rebound,defensive,[],1630227,,,1610612745,110,88,2022-03-24T02:46:52Z,6390000,,,0,,D. Nix REBOUND (Off:0 Def:1),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,646.0,1.0,1.0,0.0,,,,,,,
648,PT00M49.80S,2022-03-24T02:46:56.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630528,94.03745072273325,50.0,1610612745,110,90,2022-03-24T02:47:02Z,6400000,0.0,4.0,1,right,J. Christopher running finger roll Layup (10 PTS) (D. Nix 1 AST),"[1630528, 1630227]",1610612745.0,HOU,running finger roll,,,Christopher,J. Christopher,,,,,0.35,Made,10.0,D. Nix,1630227.0,1.0,,,,,,,,,,,,,,,
650,PT00M30.50S,2022-03-24T02:47:17.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628373,9.280551905387648,43.627450980392155,1610612742,110,90,2022-03-24T02:47:21Z,6420000,32.0,35.0,1,left,MISS F. Ntilikina driving Layup - blocked,"[1628373, 1629726]",1610612742.0,DAL,driving,,,Ntilikina,F. Ntilikina,,,,,4.71,Missed,,,,,,,,,,,,,,,,,,Mathews,1629726.0
651,PT00M30.50S,2022-03-24T02:47:17.6Z,4,REGULAR,block,,[],1629726,,,1610612742,110,90,2022-03-24T02:47:20Z,6430000,,,0,,G. Mathews BLOCK (3 BLK),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M27.40S,2022-03-24T02:47:20.7Z,4,REGULAR,rebound,offensive,[],1630589,,,1610612742,110,90,2022-03-24T02:47:21Z,6440000,,,0,,M. Wright REBOUND (Off:1 Def:0),[1630589],1610612742.0,DAL,,,,Wright,M. Wright,,,,,,,,,,,,,,,650.0,1.0,0.0,1.0,,,,,,,
653,PT00M26.80S,2022-03-24T02:47:21.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630589,18.791064388961892,53.47732843137255,1610612742,110,90,2022-03-24T02:52:34Z,6450000,-17.0,124.0,1,left,MISS M. Wright 12' driving floating Shot,[1630589],1610612742.0,DAL,driving floating,,,Wright,M. Wright,,,,,12.53,Missed,,,,,,,,,,,,,,,,,,,
654,PT00M25.10S,2022-03-24T02:47:23.1Z,4,REGULAR,rebound,defensive,[],1630227,,,1610612745,110,90,2022-03-24T02:47:41Z,6460000,,,0,,D. Nix REBOUND (Off:0 Def:2),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,653.0,2.0,2.0,0.0,,,,,,,
655,PT00M21.90S,2022-03-24T02:47:30.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628425,,,1610612745,110,90,2022-03-24T02:47:48Z,6470000,,,0,,S. Brown shooting personal FOUL (2 PF) (Christopher 2 FT),"[1628425, 1630528]",1610612742.0,DAL,shooting,,,Brown,S. Brown,,,,,,,,,,,202007.0,,,,,,,,2.0,0.0,Christopher,1630528.0,,,
657,PT00M21.90S,2022-03-24T02:48:06.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630528,,,1610612745,110,90,2022-03-24T02:48:06Z,6490000,,,0,,MISS J. Christopher Free Throw 1 of 2,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Missed,,,,,,,,,,,,,,,,,,,
658,PT00M21.90S,2022-03-24T02:48:06.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,110,90,2022-03-24T02:48:06Z,6500000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,657.0,,,,,,,,,,
659,PT00M21.90S,2022-03-24T02:48:23.3Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630528,,,1610612745,110,91,2022-03-24T02:48:23Z,6510000,,,0,,J. Christopher Free Throw 2 of 2 (11 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
660,PT00M00.00S,2022-03-24T02:48:49.5Z,4,REGULAR,period,end,[],0,,,1610612742,110,91,2022-03-24T02:48:49Z,6520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M00.00S,2022-03-24T02:48:51.5Z,4,REGULAR,game,end,[],0,,,0,110,91,2022-03-24T02:48:51Z,6530000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
