actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
618,PT02M30.00S,2021-10-31T21:40:56.7Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,98,91,2021-10-31T21:41:01Z,6120000,,,0,,L. Doncic REBOUND (Off:0 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,617.0,8.0,8.0,0.0,,,,,,,,,,,,,
619,PT02M27.00S,2021-10-31T21:40:59.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203501,4.418528252299605,50.49019607843137,1610612742,100,91,2021-10-31T21:41:05Z,6130000,-2.0,-11.0,1,left,T. Hardaway Jr. running DUNK (14 PTS) (L. Doncic 10 AST),"[203501, 1629029]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,1.13,Made,14.0,,,,,L. Doncic,1629029.0,10.0,,,,,,,,,,
621,PT02M09.00S,2021-10-31T21:41:16.3Z,4,REGULAR,3pt,Jump Shot,[],1630169,65.65374507227332,47.549019607843135,1610612758,100,91,2021-10-31T21:41:22Z,6150000,-12.0,270.0,1,right,MISS T. Haliburton 27' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,
622,PT02M06.00S,2021-10-31T21:41:19.3Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612742,100,91,2021-10-31T21:41:22Z,6160000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,621.0,2.0,2.0,0.0,,,,,,,,,,,,,
623,PT01M52.00S,2021-10-31T21:41:33.3Z,4,REGULAR,3pt,Jump Shot,[],203501,31.488173455978973,30.637254901960787,1610612742,100,91,2021-10-31T21:41:37Z,6170000,97.0,243.0,1,left,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,
624,PT01M51.00S,2021-10-31T21:41:34.3Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612758,100,91,2021-10-31T21:41:37Z,6180000,,,0,,T. Haliburton REBOUND (Off:3 Def:3),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,623.0,6.0,3.0,3.0,,,,,,,,,,,,,
625,PT01M39.00S,2021-10-31T21:41:47.2Z,4,REGULAR,3pt,Jump Shot,[],203084,66.96780551905388,61.51960784313726,1610612758,100,91,2021-10-31T21:41:56Z,6190000,58.0,258.0,1,right,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,
626,PT01M37.00S,2021-10-31T21:41:49.2Z,4,REGULAR,rebound,offensive,[],1627741,,,1610612758,100,91,2021-10-31T21:41:56Z,6200000,,,0,,B. Hield REBOUND (Off:1 Def:7),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,625.0,8.0,7.0,1.0,,,,,,,,,,,,,
627,PT01M37.00S,2021-10-31T21:41:51.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627741,94.40999984741211,50.0,1610612758,100,93,2021-10-31T21:41:51Z,6210000,0.0,0.0,1,right,B. Hield tip Layup (11 PTS),[1627741],1610612758.0,SAC,tip,,,Hield,B. Hield,,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,,,
628,PT01M19.00S,2021-10-31T21:42:10.8Z,4,REGULAR,2pt,Jump Shot,[],1628973,24.655059132720105,36.27450980392157,1610612742,100,93,2021-10-31T21:42:16Z,6220000,69.0,179.0,1,left,MISS J. Brunson 19' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,19.2,Missed,,,,,,,,,,,,,,,,,,
629,PT01M15.00S,2021-10-31T21:42:14.8Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,100,93,2021-10-31T21:42:16Z,6230000,,,0,,H. Barnes REBOUND (Off:2 Def:7),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,628.0,9.0,7.0,2.0,,,,,,,,,,,,,
630,PT01M12.00S,2021-10-31T21:42:16.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,77.21747700394218,10.294117647058822,1610612758,100,93,2021-10-31T21:42:23Z,6240000,-199.0,162.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,
631,PT01M10.00S,2021-10-31T21:42:19.8Z,4,REGULAR,rebound,offensive,[],1628368,,,1610612758,100,93,2021-10-31T21:42:19Z,6250000,,,0,,D. Fox REBOUND (Off:2 Def:6),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,630.0,8.0,6.0,2.0,,,,,,,,,,,,,
632,PT01M07.00S,2021-10-31T21:42:23.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,73.53810775295663,16.666666666666664,1610612758,100,93,2021-10-31T21:42:30Z,6260000,-167.0,196.0,1,right,MISS T. Haliburton 25' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,
633,PT01M02.00S,2021-10-31T21:42:28.0Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612742,100,93,2021-10-31T21:42:30Z,6270000,,,0,,D. Finney-Smith REBOUND (Off:3 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,632.0,6.0,3.0,3.0,,,,,,,,,,,,,
634,PT00M56.10S,2021-10-31T21:42:36.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203084,,,1610612742,100,93,2021-10-31T21:42:53Z,6280000,,,0,,H. Barnes take personal FOUL (1 PF) (Brunson 2 FT),"[203084, 1628973]",1610612758.0,SAC,take,,,Barnes,H. Barnes,,,,,2002.0,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,,,,,
636,PT00M56.10S,2021-10-31T21:43:07.2Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,101,93,2021-10-31T21:43:07Z,6300000,,,0,,J. Brunson Free Throw 1 of 2 (7 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
637,PT00M56.10S,2021-10-31T21:43:27.8Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,102,93,2021-10-31T21:43:27Z,6310000,,,0,,J. Brunson Free Throw 2 of 2 (8 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
638,PT00M56.10S,2021-10-31T21:43:31.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,102,93,2021-10-31T21:43:31Z,6320000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M49.70S,2021-10-31T21:45:16.6Z,4,REGULAR,turnover,bad pass,[],1627741,,,1610612758,102,93,2021-10-31T21:45:24Z,6330000,,,0,,B. Hield bad pass TURNOVER (3 TO),"[1627741, 1627827]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,3.0,Finney-Smith,1627827.0,,,
640,PT00M49.70S,2021-10-31T21:45:16.6Z,4,REGULAR,steal,,[],1627827,,,1610612742,102,93,2021-10-31T21:45:19Z,6340000,,,0,,D. Finney-Smith STEAL (2 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M40.10S,2021-10-31T21:45:26.2Z,4,REGULAR,turnover,bad pass,[],203501,,,1610612742,102,93,2021-10-31T21:45:29Z,6350000,,,0,,T. Hardaway Jr. bad pass TURNOVER (2 TO),"[203501, 1626158]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,2.0,Holmes,1626158.0,,,
642,PT00M40.10S,2021-10-31T21:45:26.2Z,4,REGULAR,steal,,[],1626158,,,1610612758,102,93,2021-10-31T21:45:28Z,6360000,,,0,,R. Holmes STEAL (2 STL),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M33.50S,2021-10-31T21:45:32.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,68.01905387647832,48.77450980392157,1610612758,102,93,2021-10-31T21:45:41Z,6370000,-6.0,248.0,1,right,MISS D. Fox 24' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,
644,PT00M31.00S,2021-10-31T21:45:35.3Z,4,REGULAR,rebound,offensive,[],1626158,,,1610612758,102,93,2021-10-31T21:45:35Z,6380000,,,0,,R. Holmes REBOUND (Off:5 Def:8),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,643.0,13.0,8.0,5.0,,,,,,,,,,,,,
645,PT00M31.00S,2021-10-31T21:45:37.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626158,93.11760840998686,54.166666666666664,1610612758,102,95,2021-10-31T21:46:47Z,6390000,21.0,12.0,1,right,R. Holmes putback Layup (18 PTS),[1626158],1610612758.0,SAC,putback,,,Holmes,R. Holmes,,,,,,2.41,Made,18.0,,,,,,,,,,,,,,,,,
646,PT00M31.00S,2021-10-31T21:45:39.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629029,,,1610612758,102,95,2021-10-31T21:45:50Z,6400000,,,0,,L. Doncic shooting personal FOUL (3 PF) (Holmes 1 FT),"[1629029, 1626158]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,2002.0,,,,,,,,,,,3.0,1.0,Holmes,1626158.0,,,,,,
648,PT00M31.00S,2021-10-31T21:46:04.7Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1626158,,,1610612758,102,96,2021-10-31T21:46:04Z,6420000,,,0,,R. Holmes Free Throw 1 of 1 (19 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
649,PT00M26.80S,2021-10-31T21:46:20.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627741,,,1610612742,102,96,2021-10-31T21:46:45Z,6430000,,,0,,B. Hield take personal FOUL (1 PF) (Finney-Smith 2 FT),"[1627741, 1627827]",1610612758.0,SAC,take,,,Hield,B. Hield,,,,,2003.0,,,,,,,,,,,1.0,0.0,Finney-Smith,1627827.0,,,,,,
651,PT00M26.80S,2021-10-31T21:46:46.2Z,4,REGULAR,freethrow,1 of 2,[],1627827,,,1610612742,102,96,2021-10-31T21:46:48Z,6450000,,,0,,MISS D. Finney-Smith Free Throw 1 of 2,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,Missed,,,,,,,,,,,,,,,,,,
652,PT00M26.80S,2021-10-31T21:46:46.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,102,96,2021-10-31T21:46:48Z,6460000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,651.0,,,,,,,,,,,,,,,,
653,PT00M26.80S,2021-10-31T21:47:03.5Z,4,REGULAR,freethrow,2 of 2,[],1627827,,,1610612742,103,96,2021-10-31T21:47:03Z,6470000,,,0,,D. Finney-Smith Free Throw 2 of 2 (13 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
654,PT00M21.00S,2021-10-31T21:47:15.2Z,4,REGULAR,3pt,Jump Shot,[],203084,64.99671484888306,34.068627450980394,1610612758,103,96,2021-10-31T21:48:02Z,6480000,-80.0,277.0,1,right,MISS H. Barnes 28' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,28.78,Missed,,,,,,,,,,,,,,,,,,
655,PT00M18.10S,2021-10-31T21:47:18.1Z,4,REGULAR,rebound,defensive,[],203501,,,1610612742,103,96,2021-10-31T21:47:18Z,6490000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,654.0,3.0,3.0,0.0,,,,,,,,,,,,,
656,PT00M14.00S,2021-10-31T21:47:24.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627741,,,1610612742,103,96,2021-10-31T21:49:14Z,6500000,,,0,,B. Hield take personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1627741, 203501]",1610612758.0,SAC,take,,,Hield,B. Hield,,,,,2003.0,,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,,,
658,PT00M14.00S,2021-10-31T21:47:45.8Z,4,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,104,96,2021-10-31T21:50:04Z,6520000,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (15 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
659,PT00M14.00S,2021-10-31T21:47:45.8Z,4,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,105,96,2021-10-31T21:50:04Z,6530000,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (16 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
660,PT00M06.20S,2021-10-31T21:48:08.3Z,4,REGULAR,3pt,Jump Shot,[],1627741,68.15045992115637,35.294117647058826,1610612758,105,96,2021-10-31T21:48:13Z,6540000,-74.0,247.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,
661,PT00M02.30S,2021-10-31T21:48:12.2Z,4,REGULAR,rebound,offensive,[],203084,,,1610612758,105,96,2021-10-31T21:48:12Z,6550000,,,0,,H. Barnes REBOUND (Off:3 Def:7),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,660.0,10.0,7.0,3.0,,,,,,,,,,,,,
662,PT00M00.20S,2021-10-31T21:48:14.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626158,85.75886990801577,95.83333333333334,1610612758,105,99,2021-10-31T21:48:20Z,6560000,229.0,81.0,1,right,R. Holmes 24' 3PT  (22 PTS) (H. Barnes 5 AST),"[1626158, 203084]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,24.32,Made,22.0,,,,,H. Barnes,203084.0,5.0,,,,,,,,,,
664,PT00M00.00S,2021-10-31T21:48:27.6Z,4,REGULAR,instantreplay,request,[],0,,,1610612742,105,99,2021-10-31T21:49:23Z,6580000,,,0,,,[],,,support,,,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
665,PT00M00.00S,2021-10-31T21:49:25.1Z,4,REGULAR,period,end,[],0,,,1610612742,105,99,2021-10-31T21:49:25Z,6590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M00.00S,2021-10-31T21:49:37.9Z,4,REGULAR,game,end,[],0,,,0,105,99,2021-10-31T21:49:37Z,6600000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
