actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
615,PT01M12.00S,2021-10-29T02:41:18.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629029,,,1610612742,102,96,2021-10-29T02:41:48Z,6100000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
616,PT01M12.00S,2021-10-29T02:41:18.2Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,102,96,2021-10-29T02:41:48Z,6110000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,615.0,,,,,,,,,,,,,,,,,,
617,PT01M12.00S,2021-10-29T02:41:18.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629029,,,1610612742,102,96,2021-10-29T02:41:48Z,6120000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
618,PT01M10.00S,2021-10-29T02:41:20.2Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612759,102,96,2021-10-29T02:41:48Z,6130000,,,0,,D. Murray REBOUND (Off:1 Def:8),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,617.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
619,PT01M01.00S,2021-10-29T02:41:46.4Z,4,REGULAR,3pt,Jump Shot,[],1627749,86.15308804204993,3.1862745098039214,1610612759,102,99,2021-10-29T02:41:50Z,6140000,-234.0,78.0,1,right,D. Murray 24' 3PT  (23 PTS) (D. White 7 AST),"[1627749, 1628401]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,24.67,Made,,,,,,,,,,,23.0,D. White,1628401.0,7.0,,,,,
621,PT00M39.70S,2021-10-29T02:42:11.2Z,4,REGULAR,turnover,lost ball,[],1629029,,,1610612742,102,99,2021-10-29T02:42:16Z,6160000,,,0,,L. Doncic lost ball TURNOVER (7 TO),"[1629029, 1629640]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,7.0,,,,,Johnson,1629640.0,,,
622,PT00M39.70S,2021-10-29T02:42:11.2Z,4,REGULAR,steal,,[],1629640,,,1610612759,102,99,2021-10-29T02:42:13Z,6170000,,,0,,K. Johnson STEAL (2 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M31.60S,2021-10-29T02:42:24.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,102,99,2021-10-29T02:42:24Z,6180000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M31.60S,2021-10-29T02:43:28.4Z,4,REGULAR,substitution,out,[],1628973,,,1610612759,102,99,2021-10-29T02:43:57Z,6190000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M31.60S,2021-10-29T02:43:28.4Z,4,REGULAR,substitution,in,[],203493,,,1610612759,102,99,2021-10-29T02:43:57Z,6200000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M25.20S,2021-10-29T02:44:10.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627751,92.59198423127464,72.05882352941177,1610612759,102,99,2021-10-29T02:44:16Z,6210000,110.0,17.0,1,right,MISS J. Poeltl 11' Jump Shot,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,11.16,Missed,,,,,,,,,,,,,,,,,,,
627,PT00M23.10S,2021-10-29T02:44:12.5Z,4,REGULAR,rebound,offensive,[],1627749,,,1610612759,102,99,2021-10-29T02:44:16Z,6220000,,,0,,D. Murray REBOUND (Off:2 Def:8),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,626.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
628,PT00M21.60S,2021-10-29T02:44:14.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627749,91.27792378449409,48.28431372549019,1610612759,102,99,2021-10-29T02:44:22Z,6230000,-9.0,29.0,1,right,MISS D. Murray putback Layup,[1627749],1610612759.0,SAS,putback,,,Murray,D. Murray,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,,
629,PT00M21.60S,2021-10-29T02:44:14.0Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612742,102,99,2021-10-29T02:44:22Z,6240000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:5),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,628.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
630,PT00M20.60S,2021-10-29T02:44:19.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612742,102,99,2021-10-29T02:44:26Z,6250000,,,0,,J. Poeltl take personal FOUL (2 PF) (Bullock 2 FT),"[1627751, 203493]",1610612759.0,SAS,take,,,Poeltl,J. Poeltl,,,,,,,,,,,1151.0,2.0,0.0,Bullock,203493.0,,,,,,,,,,
632,PT00M20.60S,2021-10-29T02:44:43.2Z,4,REGULAR,freethrow,1 of 2,[],203493,,,1610612742,102,99,2021-10-29T02:44:43Z,6270000,,,0,,MISS R. Bullock Free Throw 1 of 2,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,Missed,,,,,,,,,,,,,,,,,,,
633,PT00M20.60S,2021-10-29T02:44:43.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,102,99,2021-10-29T02:44:43Z,6280000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,632.0,,,,,,,,,,,,,,,,,,
634,PT00M20.60S,2021-10-29T02:44:59.1Z,4,REGULAR,freethrow,2 of 2,[],203493,,,1610612742,103,99,2021-10-29T02:44:59Z,6290000,,,0,,R. Bullock Free Throw 2 of 2 (7 PTS),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
635,PT00M11.90S,2021-10-29T02:45:15.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612759,103,99,2021-10-29T02:45:23Z,6300000,,,0,,M. Kleber shooting personal FOUL (5 PF) (Johnson 2 FT),"[1628467, 1629640]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,1151.0,5.0,0.0,Johnson,1629640.0,,,,,,,,,,
637,PT00M11.90S,2021-10-29T02:45:45.6Z,4,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,103,99,2021-10-29T02:45:45Z,6320000,,,0,,MISS K. Johnson Free Throw 1 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
638,PT00M11.90S,2021-10-29T02:45:45.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,103,99,2021-10-29T02:45:45Z,6330000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,637.0,,,,,,,,,,,,,,,,,,
639,PT00M11.90S,2021-10-29T02:45:48.9Z,4,REGULAR,substitution,out,[],203501,,,1610612759,103,99,2021-10-29T02:46:01Z,6340000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M11.90S,2021-10-29T02:45:48.9Z,4,REGULAR,substitution,in,[],203939,,,1610612759,103,99,2021-10-29T02:46:01Z,6350000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M11.90S,2021-10-29T02:45:45.6Z,4,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,103,99,2021-10-29T02:51:58Z,6360000,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
656,PT00M11.90S,2021-10-29T02:45:45.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,103,99,2021-10-29T02:51:58Z,6365000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,655.0,,,,,,,,,,,,,,,,,,
657,PT00M11.90S,2021-10-29T02:45:47.2Z,4,REGULAR,violation,lane,[],1629640,,,1610612742,103,99,2021-10-29T02:52:42Z,6367500,,,0,,K. Johnson lane VIOLATION,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M11.90S,2021-10-29T02:46:33.9Z,4,REGULAR,substitution,out,[],203493,,,1610612742,103,99,2021-10-29T02:51:58Z,6370000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M11.90S,2021-10-29T02:46:33.9Z,4,REGULAR,substitution,out,[],203939,,,1610612742,103,99,2021-10-29T02:51:58Z,6380000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M11.90S,2021-10-29T02:46:33.9Z,4,REGULAR,substitution,in,[],203501,,,1610612742,103,99,2021-10-29T02:51:58Z,6390000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M11.90S,2021-10-29T02:46:33.9Z,4,REGULAR,substitution,in,[],1628973,,,1610612742,103,99,2021-10-29T02:51:58Z,6400000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M10.00S,2021-10-29T02:46:59.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612742,103,99,2021-10-29T02:51:58Z,6410000,,,0,,J. Poeltl take personal FOUL (3 PF) (Finney-Smith 2 FT),"[1627751, 1627827]",1610612759.0,SAS,take,,,Poeltl,J. Poeltl,,,,,,,,,,,1627961.0,3.0,0.0,Finney-Smith,1627827.0,,,,,,,,,,
648,PT00M10.00S,2021-10-29T02:47:25.1Z,4,REGULAR,freethrow,1 of 2,[],1627827,,,1610612742,104,99,2021-10-29T02:51:58Z,6430000,,,0,,D. Finney-Smith Free Throw 1 of 2 (14 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Made,,,,,,,,,,,14.0,,,,,,,,
649,PT00M10.00S,2021-10-29T02:47:25.1Z,4,REGULAR,freethrow,2 of 2,[],1627827,,,1610612742,104,99,2021-10-29T02:51:58Z,6440000,,,0,,MISS D. Finney-Smith Free Throw 2 of 2,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Missed,,,,,,,,,,,,,,,,,,,
650,PT00M08.30S,2021-10-29T02:47:26.8Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,104,99,2021-10-29T02:47:42Z,6450000,,,0,,K. Johnson REBOUND (Off:1 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,649.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
651,PT00M04.30S,2021-10-29T02:47:45.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,71.04139290407359,78.67647058823529,1610612759,104,99,2021-10-29T02:50:23Z,6460000,143.0,220.0,1,right,MISS K. Johnson 26' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
652,PT00M01.10S,2021-10-29T02:47:48.3Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612742,104,99,2021-10-29T02:47:48Z,6470000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:6),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,651.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
653,PT00M00.00S,2021-10-29T02:47:55.8Z,4,REGULAR,period,end,[],0,,,1610612742,104,99,2021-10-29T02:47:55Z,6480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M00.00S,2021-10-29T02:47:58.9Z,4,REGULAR,game,end,[],0,,,0,104,99,2021-10-29T02:47:58Z,6490000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
