actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
268,PT05M19.00S,2022-03-27T00:55:13.7Z,2,REGULAR,substitution,in,[],1628971,,,1610612748,39,47,2022-03-27T00:55:26Z,2680000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M19.00S,2022-03-27T00:55:36.5Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,40,47,2022-03-27T00:55:36Z,2690000,,,0,,B. Adebayo Free Throw 2 of 2 (6 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
270,PT05M04.00S,2022-03-27T00:55:53.1Z,2,REGULAR,2pt,Jump Shot,[],202681,76.16622864651774,36.76470588235294,1610612751,40,49,2022-03-27T00:55:58Z,2700000,-66.0,172.0,1,right,K. Irving 18' pullup Jump Shot (10 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,18.38,Made,10.0,,,,,,,,,,,,,,,
271,PT04M39.00S,2022-03-27T00:56:18.6Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,40,49,2022-03-27T00:56:23Z,2710000,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 1628971]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,2.0,Brown,1628971.0,,,,,,,,,,,,,,,,,,
272,PT04M39.00S,2022-03-27T00:56:18.6Z,2,REGULAR,steal,,[],1628971,,,1610612751,40,49,2022-03-27T00:56:20Z,2720000,,,0,,B. Brown STEAL (2 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M35.00S,2022-03-27T00:56:23.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,92.85479632063075,45.83333333333333,1610612751,40,51,2022-03-27T00:56:30Z,2730000,-21.0,15.0,1,right,N. Claxton alley-oop Layup (6 PTS) (B. Brown 2 AST),"[1629651, 1628971]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,,,,2.55,Made,6.0,B. Brown,1628971.0,2.0,,,,,,,,,,,,
275,PT04M19.00S,2022-03-27T00:56:38.5Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,40,51,2022-03-27T00:56:42Z,2750000,,,0,,T. Herro bad pass TURNOVER (2 TO),"[1629639, 201142]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,2.0,Durant,201142.0,,,,,,,,,,,,,,,,,,
276,PT04M19.00S,2022-03-27T00:56:38.5Z,2,REGULAR,steal,,[],201142,,,1610612751,40,51,2022-03-27T00:56:40Z,2760000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M15.00S,2022-03-27T00:56:42.6Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612751,40,51,2022-03-27T00:56:46Z,2770000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1629639]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,2.0,Herro,1629639.0,,,,,,,,,,,,,,,,,,
278,PT04M15.00S,2022-03-27T00:56:42.6Z,2,REGULAR,steal,,[],1629639,,,1610612748,40,51,2022-03-27T00:56:44Z,2780000,,,0,,T. Herro STEAL (2 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M06.00S,2022-03-27T00:56:51.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,12.565703022339028,39.950980392156865,1610612748,40,51,2022-03-27T00:56:56Z,2790000,50.0,66.0,1,left,MISS J. Butler 8' Jump Shot - blocked,"[202710, 201142]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,8.26,Missed,,,,,,,,,,,,,,Durant,201142.0,
280,PT04M06.00S,2022-03-27T00:56:51.5Z,2,REGULAR,block,,[],201142,,,1610612748,40,51,2022-03-27T00:56:53Z,2800000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M04.00S,2022-03-27T00:56:53.5Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,40,51,2022-03-27T00:56:56Z,2810000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,279.0,3.0,3.0,0.0,,,,,
282,PT04M01.00S,2022-03-27T00:56:56.9Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],201142,77.34888304862024,41.911764705882355,1610612751,40,53,2022-03-27T00:57:04Z,2820000,-40.0,160.0,1,right,K. Durant 16' Jump Shot (13 PTS) (K. Irving 4 AST),"[201142, 202681]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,16.54,Made,13.0,K. Irving,202681.0,4.0,,,,,,,,,,,,
284,PT03M59.00S,2022-03-27T00:57:04.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,40,53,2022-03-27T00:57:04Z,2840000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M40.00S,2022-03-27T01:00:10.2Z,2,REGULAR,3pt,Jump Shot,[],200768,7.30946123521682,97.30392156862744,1610612748,40,53,2022-03-27T01:00:19Z,2850000,-237.0,16.0,1,left,MISS K. Lowry 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,23.71,Missed,,,,,,,,,,,,,,,,
286,PT03M35.00S,2022-03-27T01:00:15.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,40,53,2022-03-27T01:00:19Z,2860000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,285.0,,,,,,,,
287,PT03M35.00S,2022-03-27T01:00:19.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612751,40,53,2022-03-27T01:00:34Z,2870000,,,0,,P. Tucker loose ball personal FOUL (1 PF) (Durant 2 FT),"[200782, 201142]",1610612748.0,MIA,loose ball,,,Tucker,P. Tucker,,,,,,,,,,,,,,1193.0,1.0,0.0,,,,,Durant,201142.0,,,
289,PT03M35.00S,2022-03-27T01:00:52.5Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,40,54,2022-03-27T01:00:52Z,2890000,,,0,,K. Durant Free Throw 1 of 2 (14 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
290,PT03M35.00S,2022-03-27T01:01:11.1Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,40,55,2022-03-27T01:01:11Z,2900000,,,0,,K. Durant Free Throw 2 of 2 (15 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
341,PT03M12.00S,2022-03-27T01:01:38.9Z,2,REGULAR,turnover,lost ball,[],1629639,,,1610612748,40,55,2022-03-27T01:10:13Z,2935000,,,0,,T. Herro lost ball TURNOVER (3 TO),"[1629639, 201142]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,3.0,Durant,201142.0,,,,,,,,,,,,,,,,,,
342,PT03M12.00S,2022-03-27T01:01:38.9Z,2,REGULAR,steal,,[],201142,,,1610612751,40,55,2022-03-27T01:10:13Z,2937500,,,0,,K. Durant STEAL (2 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M06.00S,2022-03-27T01:01:41.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1628971,93.51182654402102,53.18627450980392,1610612751,40,57,2022-03-27T01:10:13Z,2940000,16.0,8.0,1,right,B. Brown running finger roll Layup (4 PTS) (K. Durant 3 AST),"[1628971, 201142]",1610612751.0,BKN,running finger roll,,,Brown,B. Brown,,,,,,,,1.8,Made,4.0,K. Durant,201142.0,3.0,,,,,,,,,,,,
297,PT02M50.00S,2022-03-27T01:02:19.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203552,,,1610612748,40,57,2022-03-27T01:02:27Z,2970000,,,0,,S. Curry personal FOUL (1 PF) (Tucker 2 FT),"[203552, 200782]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,1193.0,1.0,0.0,,,,,Tucker,200782.0,,,
299,PT02M50.00S,2022-03-27T01:02:28.5Z,2,REGULAR,freethrow,1 of 2,[],200782,,,1610612748,41,57,2022-03-27T01:02:28Z,2990000,,,0,,P. Tucker Free Throw 1 of 2 (8 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
300,PT02M50.00S,2022-03-27T01:02:29.2Z,2,REGULAR,substitution,out,[],202681,,,1610612748,41,57,2022-03-27T01:02:44Z,3000000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M50.00S,2022-03-27T01:02:29.2Z,2,REGULAR,substitution,in,[],201609,,,1610612748,41,57,2022-03-27T01:02:44Z,3010000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M50.00S,2022-03-27T01:02:54.6Z,2,REGULAR,freethrow,2 of 2,[],200782,,,1610612748,42,57,2022-03-27T01:02:54Z,3020000,,,0,,P. Tucker Free Throw 2 of 2 (9 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
303,PT02M34.00S,2022-03-27T01:03:11.8Z,2,REGULAR,2pt,Jump Shot,[],201142,83.65637319316689,73.77450980392157,1610612751,42,59,2022-03-27T01:03:18Z,3030000,119.0,101.0,1,right,K. Durant 15' pullup Jump Shot (17 PTS) (B. Brown 3 AST),"[201142, 1628971]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,15.61,Made,17.0,B. Brown,1628971.0,3.0,,,,,,,,,,,,
305,PT02M17.00S,2022-03-27T01:03:28.8Z,2,REGULAR,3pt,Jump Shot,[],202710,6.258212877792378,3.6764705882352944,1610612748,42,59,2022-03-27T01:03:39Z,3050000,232.0,6.0,1,left,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,23.17,Missed,,,,,,,,,,,,,,,,
306,PT02M15.00S,2022-03-27T01:03:30.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,42,59,2022-03-27T01:06:12Z,3060000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,305.0,,,,,,,,
307,PT02M15.00S,2022-03-27T01:03:35.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,42,59,2022-03-27T01:03:35Z,3070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M01.00S,2022-03-27T01:03:52.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612751,42,59,2022-03-27T01:04:12Z,3080000,,,0,,P. Tucker personal FOUL (2 PF) (Durant 2 FT),"[200782, 201142]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,1193.0,2.0,0.0,,,,,Durant,201142.0,,,
310,PT02M01.00S,2022-03-27T01:04:14.0Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,42,60,2022-03-27T01:04:14Z,3100000,,,0,,K. Durant Free Throw 1 of 2 (18 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
311,PT02M01.00S,2022-03-27T01:04:34.5Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,42,61,2022-03-27T01:04:34Z,3110000,,,0,,K. Durant Free Throw 2 of 2 (19 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
312,PT01M47.00S,2022-03-27T01:04:52.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,11.645860709592641,53.18627450980392,1610612748,44,61,2022-03-27T01:04:57Z,3120000,-16.0,57.0,1,left,B. Adebayo turnaround fadeaway Jump Shot (8 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,,,,5.92,Made,8.0,,,,,,,,,,,,,,,
313,PT01M22.00S,2022-03-27T01:05:17.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.85479632063075,44.85294117647059,1610612751,44,63,2022-03-27T01:05:23Z,3130000,-26.0,15.0,1,right,B. Brown Layup (6 PTS) (G. Dragic 3 AST),"[1628971, 201609]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,2.96,Made,6.0,G. Dragic,201609.0,3.0,,,,,,,,,,,,
315,PT00M56.00S,2022-03-27T01:05:44.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612748,44,63,2022-03-27T01:05:57Z,3150000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,2005.0,,,,,,,,,,,
316,PT00M37.30S,2022-03-27T01:06:25.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,90.09526938239159,45.09803921568628,1610612751,44,65,2022-03-27T01:06:32Z,3160000,-25.0,41.0,1,right,N. Claxton turnaround bank Hook (8 PTS) (K. Durant 4 AST),"[1629651, 201142]",1610612751.0,BKN,turnaround bank,,,Claxton,N. Claxton,,,,,,,,4.74,Made,8.0,K. Durant,201142.0,4.0,,,,,,,,,,,,
318,PT00M30.00S,2022-03-27T01:06:39.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200768,8.754927726675426,51.470588235294116,1610612748,46,65,2022-03-27T01:06:47Z,3180000,-7.0,30.0,1,left,K. Lowry driving finger roll Layup (9 PTS),[200768],1610612748.0,MIA,driving finger roll,,,Lowry,K. Lowry,,,,,,,,3.07,Made,9.0,,,,,,,,,,,,,,,
319,PT00M09.30S,2022-03-27T01:07:03.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,46,65,2022-03-27T01:07:03Z,3190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M09.30S,2022-03-27T01:07:08.7Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,46,65,2022-03-27T01:07:15Z,3200000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M09.30S,2022-03-27T01:07:08.7Z,2,REGULAR,substitution,in,[],202681,,,1610612751,46,65,2022-03-27T01:07:15Z,3210000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M08.60S,2022-03-27T01:07:40.1Z,2,REGULAR,turnover,out-of-bounds,[],201609,,,1610612751,46,65,2022-03-27T01:07:48Z,3220000,,,0,,G. Dragic bad pass out-of-bounds TURNOVER (2 TO),[201609],1610612751.0,BKN,bad pass,,,Dragic,G. Dragic,,,,,2.0,,,,,,,,,2005.0,,,,,,,,,,,
323,PT00M08.60S,2022-03-27T01:07:48.4Z,2,REGULAR,substitution,out,[],202681,,,1610612748,46,65,2022-03-27T01:07:55Z,3230000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M08.60S,2022-03-27T01:07:48.4Z,2,REGULAR,substitution,in,[],1629651,,,1610612748,46,65,2022-03-27T01:07:55Z,3240000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M02.80S,2022-03-27T01:08:10.9Z,2,REGULAR,foul,offensive,['inpenalty'],1628389,,,1610612748,46,65,2022-03-27T01:08:22Z,3250000,,,0,,B. Adebayo offensive FOUL (1 PF),"[1628389, 201609]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,2005.0,1.0,0.0,,,,,Dragic,201609.0,,,
327,PT00M02.80S,2022-03-27T01:08:10.9Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,46,65,2022-03-27T01:08:10Z,3270000,,,0,,B. Adebayo offensive foul TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,1.0,,,,,,,,,2005.0,,,,,,,,,,,
328,PT00M02.80S,2022-03-27T01:08:17.5Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,46,65,2022-03-27T01:08:23Z,3280000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M02.80S,2022-03-27T01:08:17.5Z,2,REGULAR,substitution,in,[],202681,,,1610612751,46,65,2022-03-27T01:08:23Z,3290000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M01.50S,2022-03-27T01:08:41.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612751,46,65,2022-03-27T01:08:56Z,3300000,,,0,,K. Lowry personal FOUL (3 PF) (Dragic 2 FT),"[200768, 201609]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,1662.0,3.0,0.0,,,,,Dragic,201609.0,,,
332,PT00M01.50S,2022-03-27T01:09:09.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201609,,,1610612751,46,66,2022-03-27T01:09:09Z,3320000,,,0,,G. Dragic Free Throw 1 of 2 (3 PTS),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
335,PT00M01.50S,2022-03-27T01:09:24.5Z,2,REGULAR,substitution,out,[],203552,,,1610612751,46,66,2022-03-27T01:09:27Z,3350000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M01.50S,2022-03-27T01:09:24.5Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,46,66,2022-03-27T01:09:27Z,3360000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M01.50S,2022-03-27T01:09:31.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201609,,,1610612751,46,67,2022-03-27T01:09:31Z,3370000,,,0,,G. Dragic Free Throw 2 of 2 (4 PTS),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
338,PT00M00.00S,2022-03-27T01:09:37.9Z,2,REGULAR,3pt,Jump Shot,[],1629639,69.33311432325887,89.2156862745098,1610612748,46,67,2022-03-27T01:09:42Z,3380000,-196.0,599.0,1,left,MISS T. Herro 63' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,63.05,Missed,,,,,,,,,,,,,,,,
339,PT00M00.00S,2022-03-27T01:09:37.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,46,67,2022-03-27T01:09:42Z,3390000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,338.0,,,,,,,,
340,PT00M00.00S,2022-03-27T01:09:45.8Z,2,REGULAR,period,end,[],0,,,1610612748,46,67,2022-03-27T01:09:45Z,3400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-03-27T01:24:25.5Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612748,46,67,2022-03-27T01:25:23Z,3410000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-03-27T01:24:25.5Z,3,REGULAR,substitution,out,['startperiod'],201609,,,1610612748,46,67,2022-03-27T01:25:23Z,3420000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-03-27T01:24:25.5Z,3,REGULAR,substitution,out,['startperiod'],1629651,,,1610612748,46,67,2022-03-27T01:25:23Z,3430000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-03-27T01:24:25.5Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612748,46,67,2022-03-27T01:25:23Z,3440000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-03-27T01:24:25.5Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612748,46,67,2022-03-27T01:25:23Z,3450000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-03-27T01:24:25.5Z,3,REGULAR,substitution,in,['startperiod'],203552,,,1610612748,46,67,2022-03-27T01:25:23Z,3460000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-03-27T01:25:02.7Z,3,REGULAR,period,start,[],0,,,1610612751,46,67,2022-03-27T01:25:23Z,3470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M35.00S,2022-03-27T01:25:27.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,15.719448094612352,36.029411764705884,1610612751,46,67,2022-03-27T01:25:33Z,3480000,70.0,95.0,1,left,MISS S. Curry 11' floating Shot,[203552],1610612751.0,BKN,floating,,,Curry,S. Curry,,,,,,,,11.82,Missed,,,,,,,,,,,,,,,,
351,PT11M30.00S,2022-03-27T01:25:32.0Z,3,REGULAR,rebound,offensive,[],203083,,,1610612751,46,67,2022-03-27T01:25:33Z,3490000,,,0,,A. Drummond REBOUND (Off:6 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,350.0,9.0,3.0,6.0,,,,,
352,PT11M30.00S,2022-03-27T01:25:31.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612751,46,67,2022-03-27T01:25:31Z,3500000,0.0,0.0,1,left,MISS A. Drummond tip Layup,[203083],1610612751.0,BKN,tip,,,Drummond,A. Drummond,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
353,PT11M30.00S,2022-03-27T01:25:32.4Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,46,67,2022-03-27T01:25:32Z,3510000,,,0,,B. Adebayo REBOUND (Off:2 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,352.0,4.0,2.0,2.0,,,,,
354,PT11M27.00S,2022-03-27T01:25:34.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],200782,95.87713534822602,95.83333333333334,1610612748,46,67,2022-03-27T01:25:39Z,3520000,229.0,-14.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,22.96,Missed,,,,,,,,,,,,,,,,
355,PT11M25.00S,2022-03-27T01:25:36.8Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,46,67,2022-03-27T01:25:39Z,3530000,,,0,,K. Irving REBOUND (Off:0 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,354.0,3.0,3.0,0.0,,,,,
356,PT11M22.00S,2022-03-27T01:25:39.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203552,5.863994743758213,96.56862745098039,1610612751,46,67,2022-03-27T01:28:37Z,3540000,-233.0,3.0,1,left,MISS S. Curry 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,23.28,Missed,,,,,,,,,,,,,,,,
357,PT11M20.00S,2022-03-27T01:25:41.2Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,46,67,2022-03-27T01:25:49Z,3550000,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,356.0,2.0,1.0,1.0,,,,,
358,PT11M13.00S,2022-03-27T01:25:48.9Z,3,REGULAR,3pt,Jump Shot,[],1629130,84.83902759526939,3.1862745098039214,1610612748,46,67,2022-03-27T01:25:56Z,3560000,-234.0,90.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,25.08,Missed,,,,,,,,,,,,,,,,
359,PT11M12.00S,2022-03-27T01:25:53.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,46,67,2022-03-27T01:25:53Z,3570000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,358.0,,,,,,,,
360,PT11M12.00S,2022-03-27T01:25:55.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,46,67,2022-03-27T01:25:55Z,3580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT11M06.00S,2022-03-27T01:26:15.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,68.01905387647832,43.872549019607845,1610612748,46,67,2022-03-27T01:26:22Z,3590000,-31.0,248.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,25.0,Missed,,,,,,,,,,,,,,,,
362,PT11M04.00S,2022-03-27T01:26:17.3Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,46,67,2022-03-27T01:26:22Z,3600000,,,0,,K. Irving REBOUND (Off:0 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,361.0,4.0,4.0,0.0,,,,,
363,PT11M00.00S,2022-03-27T01:26:22.0Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612751,46,67,2022-03-27T01:26:26Z,3610000,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1628389]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,3.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,
