actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
647,PT01M48.00S,2022-01-15T03:28:46.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.51182654402102,47.05882352941176,1610612748,116,118,2022-01-15T03:28:52Z,6390000,-15.0,8.0,1,right,MISS T. Herro driving finger roll Layup,[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,,,,,,1.7,Missed,,,,,,,,,,,,,,
648,PT01M44.00S,2022-01-15T03:28:50.9Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,116,118,2022-01-15T03:28:52Z,6400000,,,0,,J. Collins REBOUND (Off:2 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,647.0,5.0,3.0,2.0,,,,,,,,,,
649,PT01M36.00S,2022-01-15T03:28:59.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,9.017739816031538,48.529411764705884,1610612737,116,118,2022-01-15T03:29:19Z,6410000,7.0,32.0,1,left,MISS J. Collins Layup - blocked,"[1628381, 1628997]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,3.31,Missed,,,,,,,,,,,,Martin,1628997.0,
650,PT01M36.00S,2022-01-15T03:28:59.0Z,4,REGULAR,block,,[],1628997,,,1610612737,116,118,2022-01-15T03:29:04Z,6420000,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M34.00S,2022-01-15T03:29:01.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,116,118,2022-01-15T03:29:19Z,6430000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,649.0,,,,,,,,,,,,,
652,PT01M34.00S,2022-01-15T03:29:09.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,116,118,2022-01-15T03:29:09Z,6440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M34.00S,2022-01-15T03:29:34.0Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612737,116,118,2022-01-15T03:29:34Z,6450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M24.00S,2022-01-15T03:29:50.4Z,4,REGULAR,turnover,lost ball,[],1629027,,,1610612737,116,118,2022-01-15T03:30:17Z,6460000,,,0,,T. Young lost ball TURNOVER (3 TO),"[1629027, 200782]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,3.0,Tucker,200782.0,,,
655,PT01M24.00S,2022-01-15T03:29:50.4Z,4,REGULAR,steal,,[],200782,,,1610612748,116,118,2022-01-15T03:29:52Z,6470000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT01M23.00S,2022-01-15T03:29:54.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612748,116,118,2022-01-15T03:30:06Z,6480000,,,0,,K. Huerter personal FOUL (2 PF) (Tucker 2 FT),"[1628989, 200782]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,1198.0,2.0,0.0,Tucker,200782.0,,,,,,,,,,,,,,,,
658,PT01M23.00S,2022-01-15T03:30:41.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],200782,,,1610612748,117,118,2022-01-15T03:30:41Z,6500000,,,0,,P. Tucker Free Throw 1 of 2 (14 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,Made,,,,,14.0,,,,,,,,,
659,PT01M23.00S,2022-01-15T03:31:06.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],200782,,,1610612748,118,118,2022-01-15T03:31:06Z,6510000,,,0,,P. Tucker Free Throw 2 of 2 (15 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,Made,,,,,15.0,,,,,,,,,
660,PT01M01.00S,2022-01-15T03:31:34.3Z,4,REGULAR,foul,offensive,['inpenalty'],1629027,,,1610612737,118,118,2022-01-15T03:31:53Z,6520000,,,0,,T. Young charge offensive FOUL (4 PF),"[1629027, 1628997]",1610612737.0,ATL,charge,,,Young,T. Young,,,,,1198.0,4.0,1.0,Martin,1628997.0,,,,,,,,,,,,,,,,
662,PT01M01.00S,2022-01-15T03:31:34.3Z,4,REGULAR,turnover,offensive foul,[],1629027,,,1610612737,118,118,2022-01-15T03:31:53Z,6540000,,,0,,T. Young offensive foul TURNOVER (4 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,1198.0,,,,,,,,,,,,,,,4.0,,,,,
663,PT00M46.00S,2022-01-15T03:32:12.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612748,118,118,2022-01-15T03:33:08Z,6550000,,,0,,K. Huerter personal FOUL (3 PF) (Herro 2 FT),"[1628989, 1629639]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,202049.0,3.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,,
665,PT00M46.00S,2022-01-15T03:32:42.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629639,,,1610612748,119,118,2022-01-15T03:32:42Z,6570000,,,0,,T. Herro Free Throw 1 of 2 (23 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,23.0,,,,,,,,,
666,PT00M46.00S,2022-01-15T03:33:01.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629639,,,1610612748,120,118,2022-01-15T03:33:01Z,6580000,,,0,,T. Herro Free Throw 2 of 2 (24 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,24.0,,,,,,,,,
667,PT00M46.00S,2022-01-15T03:33:05.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,120,118,2022-01-15T03:33:05Z,6590000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M44.30S,2022-01-15T03:34:56.4Z,4,REGULAR,turnover,bad pass,[],1628989,,,1610612737,120,118,2022-01-15T03:35:00Z,6600000,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1628997]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,1.0,Martin,1628997.0,,,
669,PT00M44.30S,2022-01-15T03:34:56.4Z,4,REGULAR,steal,,[],1628997,,,1610612748,120,118,2022-01-15T03:34:59Z,6610000,,,0,,C. Martin STEAL (2 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M22.30S,2022-01-15T03:35:18.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,92.19776609724047,45.588235294117645,1610612748,122,118,2022-01-15T03:35:41Z,6620000,-22.0,21.0,1,right,J. Butler driving Layup (23 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,,,3.03,Made,,,,,23.0,,,,,,,,,
671,PT00M22.30S,2022-01-15T03:35:24.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,122,118,2022-01-15T03:35:24Z,6630000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M22.30S,2022-01-15T03:36:27.9Z,4,REGULAR,substitution,out,[],1629631,,,1610612737,122,118,2022-01-15T03:36:44Z,6640000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M22.30S,2022-01-15T03:36:27.9Z,4,REGULAR,substitution,in,[],203992,,,1610612737,122,118,2022-01-15T03:36:44Z,6650000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M13.70S,2022-01-15T03:37:12.4Z,4,REGULAR,3pt,Jump Shot,[],201568,28.86005256241787,76.2484681372549,1610612737,122,118,2022-01-15T03:37:21Z,6660000,-131.0,219.0,1,left,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,25.51,Missed,,,,,,,,,,,,,,
675,PT00M10.10S,2022-01-15T03:37:16.0Z,4,REGULAR,rebound,defensive,[],200782,,,1610612748,122,118,2022-01-15T03:37:21Z,6670000,,,0,,P. Tucker REBOUND (Off:0 Def:4),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,674.0,4.0,4.0,0.0,,,,,,,,,,
676,PT00M05.70S,2022-01-15T03:37:22.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612748,122,118,2022-01-15T03:37:30Z,6680000,,,0,,J. Collins take personal FOUL (6 PF) (Tucker 2 FT),"[1628381, 200782]",1610612737.0,ATL,take,,,Collins,J. Collins,,,,,1628172.0,6.0,0.0,Tucker,200782.0,,,,,,,,,,,,,,,,
678,PT00M05.70S,2022-01-15T03:37:35.9Z,4,REGULAR,substitution,out,[],1628381,,,1610612748,122,118,2022-01-15T03:37:41Z,6700000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M05.70S,2022-01-15T03:37:35.9Z,4,REGULAR,substitution,in,[],1630168,,,1610612748,122,118,2022-01-15T03:37:41Z,6710000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M05.70S,2022-01-15T03:38:13.5Z,4,REGULAR,freethrow,1 of 2,[],200782,,,1610612748,123,118,2022-01-15T03:38:13Z,6720000,,,0,,P. Tucker Free Throw 1 of 2 (16 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,Made,,,,,16.0,,,,,,,,,
681,PT00M05.70S,2022-01-15T03:38:36.2Z,4,REGULAR,freethrow,2 of 2,[],200782,,,1610612748,124,118,2022-01-15T03:38:36Z,6730000,,,0,,P. Tucker Free Throw 2 of 2 (17 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,Made,,,,,17.0,,,,,,,,,
682,PT00M01.50S,2022-01-15T03:38:47.1Z,4,REGULAR,3pt,Jump Shot,[],203992,24.917871222076215,93.38235294117648,1610612737,124,118,2022-01-15T03:39:07Z,6740000,-217.0,182.0,1,left,MISS B. Bogdanovic 28' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,28.29,Missed,,,,,,,,,,,,,,
683,PT00M00.10S,2022-01-15T03:38:48.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,124,118,2022-01-15T03:39:15Z,6750000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,682.0,,,,,,,,,,,,,
684,PT00M00.00S,2022-01-15T03:38:55.4Z,4,REGULAR,period,end,[],0,,,1610612737,124,118,2022-01-15T03:38:55Z,6760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M00.00S,2022-01-15T03:39:16.4Z,4,REGULAR,game,end,[],0,,,0,124,118,2022-01-15T03:39:16Z,6770000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
