actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
266,PT04M25.00S,2022-01-29T01:57:18.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612746,41,33,2022-01-29T01:57:28Z,2660000,,,0,,D. Robinson personal FOUL (2 PF) (Jackson 2 FT),"[1629130, 202704]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,202901.0,2.0,0.0,Jackson,202704.0,,,,,,,,,,,,,,,
268,PT04M25.00S,2022-01-29T01:57:48.8Z,2,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,41,34,2022-01-29T01:57:48Z,2680000,,,0,,R. Jackson Free Throw 1 of 2 (8 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,Made,,,,,8.0,,,,,,,
269,PT04M25.00S,2022-01-29T01:58:12.0Z,2,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,41,35,2022-01-29T01:58:12Z,2690000,,,0,,R. Jackson Free Throw 2 of 2 (9 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,Made,,,,,9.0,,,,,,,
270,PT04M11.00S,2022-01-29T01:58:32.8Z,2,REGULAR,foul,personal,[],202704,,,1610612748,41,35,2022-01-29T01:58:41Z,2700000,,,0,,R. Jackson personal FOUL (2 PF),"[202704, 202710]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,2714.0,2.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
272,PT04M03.00S,2022-01-29T01:58:56.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200782,93.77463863337714,53.18627450980392,1610612748,43,35,2022-01-29T01:59:07Z,2720000,16.0,6.0,1,right,P. Tucker reverse Layup (10 PTS) (J. Butler 4 AST),"[200782, 202710]",1610612748.0,MIA,reverse,,,Tucker,P. Tucker,,,,,,,,,,,1.7,Made,,,,,10.0,J. Butler,202710.0,4.0,,,,
274,PT03M46.00S,2022-01-29T01:59:13.6Z,2,REGULAR,3pt,Jump Shot,[],1629611,24.52365308804205,14.215686274509803,1610612746,43,35,2022-01-29T01:59:18Z,2740000,179.0,178.0,1,left,MISS T. Mann 25' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,25.24,Missed,,,,,,,,,,,,
275,PT03M43.00S,2022-01-29T01:59:16.6Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,43,35,2022-01-29T01:59:18Z,2750000,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,274.0,6.0,6.0,0.0,,,,,,,,
276,PT03M39.00S,2022-01-29T01:59:20.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,65.52233902759527,43.38235294117647,1610612748,46,35,2022-01-29T01:59:39Z,2760000,-33.0,272.0,1,right,D. Robinson 27' 3PT  (8 PTS) (B. Adebayo 2 AST),"[1629130, 1628389]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,27.36,Made,,,,,8.0,B. Adebayo,1628389.0,2.0,,,,
278,PT03M22.00S,2022-01-29T01:59:37.0Z,2,REGULAR,3pt,Jump Shot,[],202704,5.469776609724048,97.05882352941177,1610612746,46,35,2022-01-29T01:59:42Z,2780000,-235.0,-1.0,1,left,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,23.53,Missed,,,,,,,,,,,,
279,PT03M22.00S,2022-01-29T01:59:37.0Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,46,35,2022-01-29T01:59:42Z,2790000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,
280,PT03M12.00S,2022-01-29T01:59:47.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,93.9060446780552,53.431372549019606,1610612748,48,35,2022-01-29T01:59:53Z,2800000,17.0,5.0,1,right,D. Robinson cutting Layup (10 PTS) (T. Herro 2 AST),"[1629130, 1629639]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,,,,,,,1.79,Made,,,,,10.0,T. Herro,1629639.0,2.0,,,,
282,PT03M11.00S,2022-01-29T01:59:57.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,48,35,2022-01-29T01:59:57Z,2820000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M11.00S,2022-01-29T02:01:25.8Z,2,REGULAR,substitution,out,[],202704,,,1610612746,48,35,2022-01-29T02:02:42Z,2830000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M11.00S,2022-01-29T02:01:25.8Z,2,REGULAR,substitution,in,[],202339,,,1610612746,48,35,2022-01-29T02:02:42Z,2840000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M55.00S,2022-01-29T02:03:00.1Z,2,REGULAR,3pt,Jump Shot,[],201587,24.655059132720105,15.686274509803921,1610612746,48,35,2022-01-29T02:03:11Z,2850000,172.0,179.0,1,left,MISS N. Batum 24' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,24.82,Missed,,,,,,,,,,,,
286,PT02M54.00S,2022-01-29T02:03:01.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,48,35,2022-01-29T02:03:11Z,2860000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,285.0,,,,,,,,,,,
287,PT02M54.00S,2022-01-29T02:03:11.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612746,48,35,2022-01-29T02:03:20Z,2870000,,,0,,J. Butler loose ball personal FOUL (2 PF) (Zubac 2 FT),"[202710, 1627826]",1610612748.0,MIA,loose ball,,,Butler,J. Butler,,,,,2714.0,2.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,
289,PT02M54.00S,2022-01-29T02:03:30.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,48,36,2022-01-29T02:03:30Z,2890000,,,0,,I. Zubac Free Throw 1 of 2 (4 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
290,PT02M54.00S,2022-01-29T02:03:30.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,48,36,2022-01-29T02:03:59Z,2900000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,Missed,,,,,,,,,,,,
291,PT02M51.00S,2022-01-29T02:03:33.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,48,36,2022-01-29T02:04:29Z,2910000,,,0,,B. Adebayo REBOUND (Off:0 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,290.0,7.0,7.0,0.0,,,,,,,,
292,PT02M42.00S,2022-01-29T02:04:06.8Z,2,REGULAR,foul,offensive,['inpenalty'],200782,,,1610612748,48,36,2022-01-29T02:04:17Z,2920000,,,0,,P. Tucker off-the-ball offensive FOUL (2 PF),"[200782, 202339]",1610612748.0,MIA,off-the-ball,,,Tucker,P. Tucker,,,,,202026.0,2.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,
294,PT02M42.00S,2022-01-29T02:04:06.8Z,2,REGULAR,turnover,offensive foul,[],200782,,,1610612748,48,36,2022-01-29T02:04:06Z,2940000,,,0,,P. Tucker offensive foul TURNOVER (2 TO),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,202026.0,,,,,2.0,,,,,,,,,,,,,,
295,PT02M42.00S,2022-01-29T02:04:19.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,48,36,2022-01-29T02:04:25Z,2950000,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,2714.0,,,,,,,,,,,,,,,,,,,
296,PT02M31.00S,2022-01-29T02:04:38.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202339,14.011169513797633,49.01960784313725,1610612746,48,38,2022-01-29T02:04:44Z,2960000,5.0,79.0,1,left,E. Bledsoe 7' driving floating Jump Shot (4 PTS),[202339],1610612746.0,LAC,driving floating,,,Bledsoe,E. Bledsoe,,,,,,,,,,,7.94,Made,,,,,4.0,,,,,,,
297,PT02M31.00S,2022-01-29T02:04:43.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629639,,,1610612746,48,38,2022-01-29T02:04:49Z,2970000,,,0,,T. Herro shooting personal FOUL (1 PF) (Bledsoe 1 FT),"[1629639, 202339]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,202901.0,1.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,
299,PT02M31.00S,2022-01-29T02:05:15.4Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],202339,,,1610612746,48,39,2022-01-29T02:05:15Z,2990000,,,0,,E. Bledsoe Free Throw 1 of 1 (5 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
300,PT02M13.00S,2022-01-29T02:05:37.9Z,2,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612748,48,39,2022-01-29T02:05:48Z,3000000,,,0,,T. Mann shooting personal FOUL (2 PF) (Butler 2 FT),"[1629611, 202710]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,202901.0,2.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
302,PT02M13.00S,2022-01-29T02:06:09.0Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,49,39,2022-01-29T02:06:09Z,3020000,,,0,,J. Butler Free Throw 1 of 2 (11 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,11.0,,,,,,,
303,PT02M13.00S,2022-01-29T02:06:10.0Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,49,39,2022-01-29T02:06:19Z,3030000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M13.00S,2022-01-29T02:06:10.0Z,2,REGULAR,substitution,out,[],1629611,,,1610612748,49,39,2022-01-29T02:06:19Z,3040000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M13.00S,2022-01-29T02:06:10.0Z,2,REGULAR,substitution,in,[],1629216,,,1610612748,49,39,2022-01-29T02:06:19Z,3050000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M13.00S,2022-01-29T02:06:10.0Z,2,REGULAR,substitution,in,[],1628379,,,1610612748,49,39,2022-01-29T02:06:19Z,3060000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M13.00S,2022-01-29T02:06:40.1Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,50,39,2022-01-29T02:06:40Z,3070000,,,0,,J. Butler Free Throw 2 of 2 (12 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,12.0,,,,,,,
308,PT02M00.00S,2022-01-29T02:06:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202339,6.1268068331143235,46.568627450980394,1610612746,50,41,2022-01-29T02:06:59Z,3080000,17.0,5.0,1,left,E. Bledsoe driving Layup (7 PTS),[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,,,1.79,Made,,,,,7.0,,,,,,,
309,PT01M53.00S,2022-01-29T02:07:07.9Z,2,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612748,50,41,2022-01-29T02:07:38Z,3090000,,,0,,A. Coffey shooting personal FOUL (2 PF) (Butler 2 FT),"[1629599, 202710]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,202026.0,2.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
311,PT01M53.00S,2022-01-29T02:07:38.2Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,51,41,2022-01-29T02:07:38Z,3110000,,,0,,J. Butler Free Throw 1 of 2 (13 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,13.0,,,,,,,
312,PT01M53.00S,2022-01-29T02:07:58.5Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,52,41,2022-01-29T02:07:58Z,3120000,,,0,,J. Butler Free Throw 2 of 2 (14 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,14.0,,,,,,,
313,PT01M36.00S,2022-01-29T02:08:18.3Z,2,REGULAR,3pt,Jump Shot,[],202339,31.882391590013142,31.61764705882353,1610612746,52,41,2022-01-29T02:08:24Z,3130000,92.0,247.0,1,left,MISS E. Bledsoe 26' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,26.37,Missed,,,,,,,,,,,,
314,PT01M33.00S,2022-01-29T02:08:21.3Z,2,REGULAR,rebound,defensive,[],200782,,,1610612748,52,41,2022-01-29T02:08:24Z,3140000,,,0,,P. Tucker REBOUND (Off:0 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,313.0,3.0,3.0,0.0,,,,,,,,
315,PT01M27.00S,2022-01-29T02:08:27.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,88.12417871222075,49.50980392156863,1610612748,52,41,2022-01-29T02:08:32Z,3150000,-2.0,59.0,1,right,MISS B. Adebayo pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,,,,,,,5.92,Missed,,,,,,,,,,,,
316,PT01M25.00S,2022-01-29T02:08:29.8Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,52,41,2022-01-29T02:08:49Z,3160000,,,0,,B. Adebayo REBOUND (Off:1 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,315.0,8.0,7.0,1.0,,,,,,,,
317,PT01M20.00S,2022-01-29T02:08:33.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],200782,92.72339027595268,3.9215686274509802,1610612748,55,41,2022-01-29T02:08:38Z,3170000,-230.0,16.0,1,right,P. Tucker 3PT  (13 PTS) (B. Adebayo 3 AST),"[200782, 1628389]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,23.09,Made,,,,,13.0,B. Adebayo,1628389.0,3.0,,,,
319,PT01M04.00S,2022-01-29T02:08:50.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201587,16.90210249671485,46.07843137254902,1610612746,55,43,2022-01-29T02:08:55Z,3190000,20.0,106.0,1,left,N. Batum 10' Jump Shot (10 PTS),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,10.82,Made,,,,,10.0,,,,,,,
320,PT00M41.80S,2022-01-29T02:09:20.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629599,,,1610612748,55,43,2022-01-29T02:09:31Z,3200000,,,0,,A. Coffey personal FOUL (3 PF) (Butler 2 FT),"[1629599, 202710]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,2714.0,3.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
322,PT00M41.80S,2022-01-29T02:09:46.1Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,56,43,2022-01-29T02:09:46Z,3220000,,,0,,J. Butler Free Throw 1 of 2 (15 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,15.0,,,,,,,
323,PT00M41.80S,2022-01-29T02:09:47.7Z,2,REGULAR,substitution,out,[],200782,,,1610612748,56,43,2022-01-29T02:10:00Z,3230000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M41.80S,2022-01-29T02:09:47.7Z,2,REGULAR,substitution,out,[],1629599,,,1610612748,56,43,2022-01-29T02:10:00Z,3240000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M41.80S,2022-01-29T02:09:47.7Z,2,REGULAR,substitution,in,[],1628997,,,1610612748,56,43,2022-01-29T02:10:00Z,3250000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M41.80S,2022-01-29T02:09:47.7Z,2,REGULAR,substitution,in,[],1626159,,,1610612748,56,43,2022-01-29T02:10:00Z,3260000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M41.80S,2022-01-29T02:10:18.3Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,57,43,2022-01-29T02:10:18Z,3270000,,,0,,J. Butler Free Throw 2 of 2 (16 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,16.0,,,,,,,
328,PT00M31.90S,2022-01-29T02:10:29.7Z,2,REGULAR,3pt,Jump Shot,[],201587,30.962549277266753,29.411764705882355,1610612746,57,43,2022-01-29T02:10:35Z,3280000,103.0,239.0,1,left,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,25.98,Missed,,,,,,,,,,,,
329,PT00M28.40S,2022-01-29T02:10:33.2Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,57,43,2022-01-29T02:10:35Z,3290000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,328.0,3.0,2.0,1.0,,,,,,,,
330,PT00M06.80S,2022-01-29T02:10:54.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,85.89027595269383,48.77450980392157,1610612748,57,43,2022-01-29T02:10:58Z,3300000,-6.0,80.0,1,right,MISS B. Adebayo 8' Hook,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,8.03,Missed,,,,,,,,,,,,
331,PT00M04.70S,2022-01-29T02:10:56.9Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612746,57,43,2022-01-29T02:10:58Z,3310000,,,0,,J. Winslow REBOUND (Off:1 Def:3),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,330.0,4.0,3.0,1.0,,,,,,,,
332,PT00M01.30S,2022-01-29T02:11:01.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202339,5.732588699080158,54.41176470588235,1610612746,57,45,2022-01-29T02:11:11Z,3320000,-22.0,1.0,1,left,E. Bledsoe driving Layup (9 PTS),[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,,,2.21,Made,,,,,9.0,,,,,,,
334,PT00M00.60S,2022-01-29T02:11:05.6Z,2,REGULAR,3pt,Jump Shot,[],1628997,68.54467805519053,76.7156862745098,1610612748,57,45,2022-01-29T02:11:58Z,3340000,134.0,243.0,1,right,MISS C. Martin 27' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,27.75,Missed,,,,,,,,,,,,
335,PT00M00.10S,2022-01-29T02:11:06.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,57,45,2022-01-29T02:11:41Z,3350000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,334.0,,,,,,,,,,,
336,PT00M00.00S,2022-01-29T02:11:22.1Z,2,REGULAR,period,end,[],0,,,1610612748,57,45,2022-01-29T02:11:22Z,3360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-01-29T02:25:47.3Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612748,57,45,2022-01-29T02:26:19Z,3370000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-01-29T02:25:47.3Z,3,REGULAR,substitution,out,['startperiod'],1628997,,,1610612748,57,45,2022-01-29T02:26:19Z,3380000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-01-29T02:25:47.3Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612748,57,45,2022-01-29T02:26:19Z,3390000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-01-29T02:25:47.3Z,3,REGULAR,substitution,out,['startperiod'],202339,,,1610612748,57,45,2022-01-29T02:26:19Z,3400000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-01-29T02:25:47.3Z,3,REGULAR,substitution,out,['startperiod'],1626159,,,1610612748,57,45,2022-01-29T02:26:19Z,3410000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-01-29T02:25:47.3Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612748,57,45,2022-01-29T02:26:19Z,3420000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-01-29T02:25:47.3Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612748,57,45,2022-01-29T02:26:19Z,3430000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-01-29T02:25:47.3Z,3,REGULAR,substitution,in,['startperiod'],1629611,,,1610612748,57,45,2022-01-29T02:26:19Z,3440000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-01-29T02:25:47.3Z,3,REGULAR,substitution,in,['startperiod'],1629599,,,1610612748,57,45,2022-01-29T02:26:19Z,3450000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-01-29T02:25:47.3Z,3,REGULAR,substitution,in,['startperiod'],202704,,,1610612748,57,45,2022-01-29T02:26:19Z,3460000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-01-29T02:26:29.7Z,3,REGULAR,period,start,[],0,,,1610612746,57,45,2022-01-29T02:26:29Z,3470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M44.00S,2022-01-29T02:26:44.6Z,3,REGULAR,3pt,Jump Shot,[],1629599,73.53810775295663,81.86274509803921,1610612746,57,48,2022-01-29T02:26:49Z,3480000,159.0,196.0,1,right,A. Coffey 25' 3PT  (3 PTS) (N. Batum 1 AST),"[1629599, 201587]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,25.27,Made,,,,,3.0,N. Batum,201587.0,1.0,,,,
350,PT11M24.00S,2022-01-29T02:27:04.8Z,3,REGULAR,3pt,Jump Shot,[],1629216,23.078186596583443,10.53921568627451,1610612748,60,48,2022-01-29T02:27:10Z,3500000,197.0,164.0,1,left,G. Vincent 25' 3PT  (6 PTS) (J. Butler 5 AST),"[1629216, 202710]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,25.68,Made,,,,,6.0,J. Butler,202710.0,5.0,,,,
352,PT11M11.00S,2022-01-29T02:27:17.4Z,3,REGULAR,2pt,Jump Shot,[],1629599,78.0059132720105,47.794117647058826,1610612746,60,48,2022-01-29T02:27:23Z,3520000,-11.0,154.0,1,right,MISS A. Coffey 15' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,,,,,,,15.46,Missed,,,,,,,,,,,,
353,PT11M08.00S,2022-01-29T02:27:20.4Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,60,48,2022-01-29T02:27:23Z,3530000,,,0,,B. Adebayo REBOUND (Off:1 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,352.0,9.0,8.0,1.0,,,,,,,,
354,PT10M59.00S,2022-01-29T02:27:29.4Z,3,REGULAR,3pt,Jump Shot,[],1629216,29.38567674113009,12.990196078431374,1610612748,63,48,2022-01-29T02:27:38Z,3540000,185.0,224.0,1,left,G. Vincent 29' 3PT  (9 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,29.03,Made,,,,,9.0,,,,,,,
355,PT10M33.00S,2022-01-29T02:27:55.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,93.51182654402102,63.970588235294116,1610612746,63,48,2022-01-29T02:29:00Z,3550000,70.0,8.0,1,right,MISS T. Mann 7' driving floating Shot,[1629611],1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,,,,,,,7.04,Missed,,,,,,,,,,,,
356,PT10M31.00S,2022-01-29T02:27:57.6Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,63,48,2022-01-29T02:28:01Z,3560000,,,0,,B. Adebayo REBOUND (Off:1 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,355.0,10.0,9.0,1.0,,,,,,,,
357,PT10M21.00S,2022-01-29T02:28:10.9Z,3,REGULAR,foul,personal,[],1629611,,,1610612748,63,48,2022-01-29T02:28:20Z,3570000,,,0,,T. Mann personal FOUL (3 PF),"[1629611, 1629216]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,202026.0,3.0,0.0,Vincent,1629216.0,,,,,,,,,,,,,,,
