actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
640,PT00M57.00S,2021-12-09T03:01:52.5Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,107,101,2021-12-09T03:01:54Z,6260000,,,0,,K. Lowry REBOUND (Off:1 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,639.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
641,PT00M47.90S,2021-12-09T03:02:03.0Z,4,REGULAR,turnover,lost ball,[],200768,,,1610612748,107,101,2021-12-09T03:13:42Z,6270000,,,0,,K. Lowry lost ball TURNOVER (6 TO),"[200768, 203114]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,6.0,,,,,,,,,,,Middleton,203114.0,
642,PT00M47.90S,2021-12-09T03:02:03.0Z,4,REGULAR,steal,,[],203114,,,1610612749,107,101,2021-12-09T03:02:05Z,6280000,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M45.60S,2021-12-09T03:02:06.2Z,4,REGULAR,turnover,bad pass,[],203114,,,1610612749,107,101,2021-12-09T03:14:12Z,6290000,,,0,,K. Middleton bad pass TURNOVER (6 TO),"[203114, 200768]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,6.0,,,,,,,,,,,Lowry,200768.0,
644,PT00M45.60S,2021-12-09T03:02:06.2Z,4,REGULAR,steal,,[],200768,,,1610612748,107,101,2021-12-09T03:02:29Z,6300000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M44.20S,2021-12-09T03:02:12.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628997,7.178055190538765,50.49019607843137,1610612748,109,101,2021-12-09T03:02:22Z,6310000,-2.0,15.0,1,left,C. Martin running DUNK (28 PTS),[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,1.52,Made,,,,,,,28.0,,,,,,,,,,,,
646,PT00M44.20S,2021-12-09T03:02:40.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,109,101,2021-12-09T03:02:40Z,6320000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M40.90S,2021-12-09T03:04:08.4Z,4,REGULAR,3pt,Jump Shot,[],203114,75.24638633377135,7.8431372549019605,1610612749,109,104,2021-12-09T03:04:21Z,6330000,-211.0,180.0,1,right,K. Middleton 27' 3PT  (20 PTS) (G. Antetokounmpo 4 AST),"[203114, 203507]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,27.73,Made,,,,,,,20.0,,,G. Antetokounmpo,203507.0,4.0,,,,,,,
649,PT00M37.90S,2021-12-09T03:04:23.5Z,4,REGULAR,foul,personal,[],201950,,,1610612748,109,104,2021-12-09T03:04:41Z,6350000,,,0,,J. Holiday take personal FOUL (3 PF),"[201950, 200782]",1610612749.0,MIL,take,,,Holiday,J. Holiday,,,,,,,,,,,203591.0,,,,,,,,3.0,0.0,Tucker,200782.0,,,
651,PT00M36.90S,2021-12-09T03:04:49.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201950,,,1610612748,109,104,2021-12-09T03:16:25Z,6370000,,,0,,J. Holiday take personal FOUL (4 PF) (Strus 2 FT),"[201950, 1629622]",1610612749.0,MIL,take,,,Holiday,J. Holiday,,,,,,,,,,,203591.0,,,,,,,,4.0,0.0,Strus,1629622.0,,,
653,PT00M36.90S,2021-12-09T03:05:09.2Z,4,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,110,104,2021-12-09T03:05:09Z,6390000,,,0,,M. Strus Free Throw 1 of 2 (15 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,Made,,,,,,,15.0,,,,,,,,,,,,
654,PT00M36.90S,2021-12-09T03:05:24.9Z,4,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,111,104,2021-12-09T03:05:24Z,6400000,,,0,,M. Strus Free Throw 2 of 2 (16 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,Made,,,,,,,16.0,,,,,,,,,,,,
655,PT00M30.00S,2021-12-09T03:05:34.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.38042049934296,52.69607843137255,1610612749,111,104,2021-12-09T03:17:05Z,6410000,13.0,10.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,,
656,PT00M27.50S,2021-12-09T03:05:36.7Z,4,REGULAR,rebound,defensive,[],1629644,,,1610612748,111,104,2021-12-09T03:17:05Z,6420000,,,0,,K. Okpala REBOUND (Off:0 Def:9),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,655.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
657,PT00M17.80S,2021-12-09T03:05:52.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626192,,,1610612748,111,104,2021-12-09T03:18:52Z,6430000,,,0,,P. Connaughton take personal FOUL (2 PF) (Tucker 2 FT),"[1626192, 200782]",1610612749.0,MIL,take,,,Connaughton,P. Connaughton,,,,,,,,,,,203591.0,,,,,,,,2.0,0.0,Tucker,200782.0,,,
659,PT00M17.80S,2021-12-09T03:06:16.0Z,4,REGULAR,freethrow,1 of 2,[],200782,,,1610612748,112,104,2021-12-09T03:06:16Z,6450000,,,0,,P. Tucker Free Throw 1 of 2 (14 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,Made,,,,,,,14.0,,,,,,,,,,,,
660,PT00M17.80S,2021-12-09T03:06:36.9Z,4,REGULAR,freethrow,2 of 2,[],200782,,,1610612748,113,104,2021-12-09T03:06:36Z,6460000,,,0,,P. Tucker Free Throw 2 of 2 (15 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,Made,,,,,,,15.0,,,,,,,,,,,,
661,PT00M11.70S,2021-12-09T03:06:46.3Z,4,REGULAR,3pt,Jump Shot,[],201950,67.7562417871222,65.19607843137256,1610612749,113,104,2021-12-09T03:17:57Z,6470000,76.0,251.0,1,right,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
662,PT00M08.80S,2021-12-09T03:06:49.2Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,113,104,2021-12-09T03:06:49Z,6480000,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,661.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
663,PT00M00.00S,2021-12-09T03:07:01.5Z,4,REGULAR,period,end,[],0,,,1610612748,113,104,2021-12-09T03:07:01Z,6490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2021-12-09T03:07:08.4Z,4,REGULAR,game,end,[],0,,,0,113,104,2021-12-09T03:07:08Z,6500000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
