actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
359,PT09M15.00S,2021-12-22T01:50:20.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,74,51,2021-12-22T01:50:20Z,3550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT09M05.00S,2021-12-22T01:50:44.2Z,3,REGULAR,3pt,Jump Shot,[],203200,14.931011826544022,97.05882352941177,1610612754,74,51,2021-12-22T01:50:48Z,3560000,-235.0,88.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.12,Missed,,,,,,,,,,,,,,,,,,
361,PT09M04.00S,2021-12-22T01:50:45.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,74,51,2021-12-22T01:50:48Z,3570000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,
362,PT09M04.00S,2021-12-22T01:50:49.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,74,51,2021-12-22T01:50:49Z,3580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT09M00.00S,2021-12-22T01:50:58.4Z,3,REGULAR,turnover,out-of-bounds,[],1629130,,,1610612748,74,51,2021-12-22T01:51:05Z,3590000,,,0,,D. Robinson lost ball out-of-bounds TURNOVER (1 TO),[1629130],1610612748.0,MIA,lost ball,,,Robinson,D. Robinson,,,,,,,,,,,,,,,1.0,201640.0,,,,,,,,
364,PT08M46.00S,2021-12-22T01:51:17.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626167,17.0335085413929,42.40196078431372,1610612754,74,53,2021-12-22T01:51:22Z,3600000,38.0,108.0,1,left,M. Turner 11' turnaround Hook (9 PTS) (C. LeVert 2 AST),"[1626167, 1627747]",1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,11.41,Made,9.0,,,,,C. LeVert,1627747.0,2.0,,,,,,,,,,
366,PT08M21.00S,2021-12-22T01:51:42.4Z,3,REGULAR,turnover,lost ball,[],203473,,,1610612748,74,53,2021-12-22T01:51:51Z,3620000,,,0,,D. Dedmon lost ball TURNOVER (2 TO),"[203473, 1626167]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,2.0,,,,,,,,Turner,1626167.0
367,PT08M21.00S,2021-12-22T01:51:42.4Z,3,REGULAR,steal,,[],1626167,,,1610612754,74,53,2021-12-22T01:52:05Z,3630000,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,
368,PT08M16.00S,2021-12-22T01:51:51.2Z,3,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612754,74,53,2021-12-22T01:52:03Z,3640000,,,0,,D. Sabonis lost ball out-of-bounds TURNOVER (2 TO),[1627734],1610612754.0,IND,lost ball,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,2.0,201640.0,,,,,,,,
369,PT07M55.00S,2021-12-22T01:52:15.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200768,91.80354796320631,97.79411764705883,1610612748,74,53,2021-12-22T01:52:19Z,3650000,239.0,25.0,1,right,MISS K. Lowry 24' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,
370,PT07M53.00S,2021-12-22T01:52:17.9Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,74,53,2021-12-22T01:52:19Z,3660000,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,369.0,4.0,4.0,0.0,,,,,,,,,,,,,
371,PT07M51.00S,2021-12-22T01:52:25.6Z,3,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612754,74,53,2021-12-22T01:52:42Z,3670000,,,0,,D. Robinson shooting personal FOUL (3 PF) (Holiday 2 FT),"[1629130, 203200]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,202007.0,3.0,0.0,Holiday,203200.0,,,,
373,PT07M51.00S,2021-12-22T01:52:53.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203200,,,1610612754,74,54,2021-12-22T01:52:54Z,3690000,,,0,,J. Holiday Free Throw 1 of 2 (6 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
374,PT07M51.00S,2021-12-22T01:53:04.6Z,3,REGULAR,substitution,out,[],1627747,,,1610612754,74,54,2021-12-22T01:53:10Z,3700000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M51.00S,2021-12-22T01:53:04.6Z,3,REGULAR,substitution,in,[],1630537,,,1610612754,74,54,2021-12-22T01:53:10Z,3710000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
376,PT07M51.00S,2021-12-22T01:53:20.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203200,,,1610612754,74,55,2021-12-22T01:53:20Z,3720000,,,0,,J. Holiday Free Throw 2 of 2 (7 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
377,PT07M36.00S,2021-12-22T01:53:38.7Z,3,REGULAR,turnover,lost ball,[],1629216,,,1610612748,74,55,2021-12-22T01:53:43Z,3730000,,,0,,G. Vincent lost ball TURNOVER (1 TO),"[1629216, 202954]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,1.0,,,,,,,,Wanamaker,202954.0
378,PT07M36.00S,2021-12-22T01:53:38.7Z,3,REGULAR,steal,,[],202954,,,1610612754,74,55,2021-12-22T01:53:41Z,3740000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M34.00S,2021-12-22T01:53:46.4Z,3,REGULAR,foul,personal,[],200768,,,1610612754,74,55,2021-12-22T01:53:52Z,3750000,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 202954]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Wanamaker,202954.0,,,,
381,PT07M20.00S,2021-12-22T01:54:17.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,7.046649145860711,52.69607843137255,1610612754,74,55,2021-12-22T01:54:33Z,3770000,-13.0,14.0,1,left,MISS D. Sabonis driving Layup,[1627734],1610612754.0,IND,driving,,,Sabonis,D. Sabonis,,,,,1.92,Missed,,,,,,,,,,,,,,,,,,
382,PT07M19.00S,2021-12-22T01:54:19.1Z,3,REGULAR,rebound,defensive,[],1629216,,,1610612748,74,55,2021-12-22T01:54:19Z,3780000,,,0,,G. Vincent REBOUND (Off:1 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,381.0,2.0,1.0,1.0,,,,,,,,,,,,,
383,PT07M17.00S,2021-12-22T01:54:25.2Z,3,REGULAR,foul,personal,[],1626167,,,1610612748,74,55,2021-12-22T01:55:03Z,3790000,,,0,,M. Turner personal FOUL (2 PF),"[1626167, 203473]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Dedmon,203473.0,,,,
385,PT07M05.00S,2021-12-22T01:55:22.0Z,3,REGULAR,2pt,Jump Shot,[],1629130,95.22010512483574,78.67647058823529,1610612748,74,55,2021-12-22T01:55:26Z,3810000,143.0,-8.0,1,right,MISS D. Robinson 14' pullup Shot,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,14.36,Missed,,,,,,,,,,,,,,,,,,
386,PT07M02.00S,2021-12-22T01:55:25.0Z,3,REGULAR,rebound,offensive,[],1629622,,,1610612748,74,55,2021-12-22T01:55:26Z,3820000,,,0,,M. Strus REBOUND (Off:2 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,385.0,5.0,3.0,2.0,,,,,,,,,,,,,
387,PT06M59.00S,2021-12-22T01:55:32.5Z,3,REGULAR,foul,personal,[],1626167,,,1610612748,74,55,2021-12-22T01:55:41Z,3830000,,,0,,M. Turner personal FOUL (3 PF),"[1626167, 200768]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,200832.0,3.0,0.0,Lowry,200768.0,,,,
389,PT06M59.00S,2021-12-22T01:55:46.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,74,55,2021-12-22T01:55:46Z,3850000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M59.00S,2021-12-22T01:55:47.3Z,3,REGULAR,substitution,out,[],203200,,,1610612748,74,55,2021-12-22T01:58:40Z,3860000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M59.00S,2021-12-22T01:55:47.3Z,3,REGULAR,substitution,in,[],1627747,,,1610612748,74,55,2021-12-22T01:58:40Z,3870000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M57.00S,2021-12-22T01:59:07.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,74,55,2021-12-22T01:59:07Z,3880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M48.00S,2021-12-22T01:59:29.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,92.06636005256242,4.166666666666666,1610612748,77,55,2021-12-22T01:59:34Z,3890000,-229.0,22.0,1,right,M. Strus 3PT  (11 PTS) (D. Dedmon 2 AST),"[1629622, 203473]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,23.03,Made,11.0,,,,,D. Dedmon,203473.0,2.0,,,,,,,,,,
395,PT06M37.00S,2021-12-22T01:59:39.7Z,3,REGULAR,3pt,Jump Shot,[],1630537,23.47240473061761,6.372549019607843,1610612754,77,58,2021-12-22T01:59:46Z,3910000,218.0,168.0,1,left,C. Duarte 27' 3PT  (14 PTS) (C. LeVert 3 AST),"[1630537, 1627747]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,27.54,Made,14.0,,,,,C. LeVert,1627747.0,3.0,,,,,,,,,,
397,PT06M26.00S,2021-12-22T01:59:52.0Z,3,REGULAR,turnover,bad pass,[],1629216,,,1610612748,77,58,2021-12-22T01:59:56Z,3930000,,,0,,G. Vincent bad pass TURNOVER (2 TO),"[1629216, 1630537]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,2.0,,,,,,,,Duarte,1630537.0
398,PT06M26.00S,2021-12-22T01:59:52.0Z,3,REGULAR,steal,,[],1630537,,,1610612754,77,58,2021-12-22T01:59:53Z,3940000,,,0,,C. Duarte STEAL (2 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M22.00S,2021-12-22T01:59:57.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627747,5.995400788436268,51.470588235294116,1610612754,77,58,2021-12-22T02:00:04Z,3950000,-7.0,4.0,1,left,MISS C. LeVert running Layup - blocked,"[1627747, 1629216]",1610612754.0,IND,running,,,LeVert,C. LeVert,,,,,0.84,Missed,,,,,,,,,,,,,,,Vincent,1629216.0,,
400,PT06M22.00S,2021-12-22T01:59:57.0Z,3,REGULAR,block,,[],1629216,,,1610612754,77,58,2021-12-22T01:59:59Z,3960000,,,0,,G. Vincent BLOCK (1 BLK),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M22.00S,2021-12-22T01:59:57.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,77,58,2021-12-22T02:00:04Z,3970000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,399.0,,,,,,,,,,,,,,,,
402,PT06M22.00S,2021-12-22T02:00:06.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,77,58,2021-12-22T02:00:06Z,3980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M18.00S,2021-12-22T02:00:15.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627747,5.601182654402102,64.70588235294117,1610612754,77,58,2021-12-22T02:00:25Z,3990000,-74.0,0.0,1,left,MISS C. LeVert 7' fadeaway Shot,[1627747],1610612754.0,IND,fadeaway,,,LeVert,C. LeVert,,,,,7.35,Missed,,,,,,,,,,,,,,,,,,
404,PT06M16.00S,2021-12-22T02:00:17.2Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,77,58,2021-12-22T02:00:25Z,4000000,,,0,,K. Lowry REBOUND (Off:0 Def:6),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,403.0,6.0,6.0,0.0,,,,,,,,,,,,,
405,PT06M13.00S,2021-12-22T02:00:20.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629622,92.9862023653088,53.18627450980392,1610612748,79,58,2021-12-22T02:00:29Z,4010000,16.0,13.0,1,right,M. Strus running Layup (13 PTS) (K. Lowry 10 AST),"[1629622, 200768]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,2.08,Made,13.0,,,,,K. Lowry,200768.0,10.0,,,,,,,,,,
407,PT05M58.00S,2021-12-22T02:00:34.9Z,3,REGULAR,3pt,Jump Shot,[],1627747,28.465834428383708,78.92156862745098,1610612754,79,61,2021-12-22T02:00:40Z,4030000,-145.0,215.0,1,left,C. LeVert 25' 3PT  (15 PTS) (D. Sabonis 3 AST),"[1627747, 1627734]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,25.92,Made,15.0,,,,,D. Sabonis,1627734.0,3.0,,,,,,,,,,
409,PT05M57.00S,2021-12-22T02:00:43.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,79,61,2021-12-22T02:00:43Z,4050000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M49.00S,2021-12-22T02:04:11.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,79,61,2021-12-22T02:04:11Z,4060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M40.00S,2021-12-22T02:04:30.5Z,3,REGULAR,3pt,Jump Shot,[],1629622,65.1281208935611,50.73529411764706,1610612748,82,61,2021-12-22T02:04:39Z,4070000,4.0,275.0,1,right,M. Strus 27' 3PT pullup (16 PTS),[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,27.53,Made,16.0,,,,,,,,,,,,,,,,,
412,PT05M25.00S,2021-12-22T02:04:45.4Z,3,REGULAR,3pt,Jump Shot,[],1630537,8.229303547963205,97.05882352941177,1610612754,82,64,2021-12-22T02:04:51Z,4080000,-235.0,25.0,1,left,C. Duarte 3PT  (17 PTS) (D. Sabonis 4 AST),"[1630537, 1627734]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,23.66,Made,17.0,,,,,D. Sabonis,1627734.0,4.0,,,,,,,,,,
414,PT05M01.00S,2021-12-22T02:05:09.6Z,3,REGULAR,3pt,Jump Shot,[],1629130,76.03482260183968,86.51960784313727,1610612748,85,64,2021-12-22T02:05:14Z,4100000,183.0,173.0,1,right,D. Robinson 25' 3PT  (24 PTS) (K. Lowry 11 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.14,Made,24.0,,,,,K. Lowry,200768.0,11.0,,,,,,,,,,
416,PT04M39.00S,2021-12-22T02:05:32.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.178055190538765,56.372549019607845,1610612754,85,64,2021-12-22T02:05:39Z,4120000,-32.0,15.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,3.53,Missed,,,,,,,,,,,,,,,,,,
417,PT04M38.00S,2021-12-22T02:05:33.5Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,85,64,2021-12-22T02:06:20Z,4130000,,,0,,K. Lowry REBOUND (Off:0 Def:7),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,416.0,7.0,7.0,0.0,,,,,,,,,,,,,
418,PT04M37.00S,2021-12-22T02:05:39.1Z,3,REGULAR,3pt,Jump Shot,[],1629216,95.3515111695138,98.77450980392157,1610612748,85,64,2021-12-22T02:06:09Z,4140000,244.0,-9.0,1,right,MISS G. Vincent 24' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,
419,PT04M30.00S,2021-12-22T02:05:46.1Z,3,REGULAR,rebound,defensive,[],202954,,,1610612754,85,64,2021-12-22T02:05:54Z,4150000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,418.0,1.0,1.0,0.0,,,,,,,,,,,,,
420,PT04M23.00S,2021-12-22T02:05:47.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202954,32.013797634691194,45.83333333333333,1610612754,85,64,2021-12-22T02:07:41Z,4160000,21.0,248.0,1,left,MISS B. Wanamaker 24' pullup 3PT,[202954],1610612754.0,IND,pullup,,,Wanamaker,B. Wanamaker,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,
421,PT04M20.00S,2021-12-22T02:05:50.1Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,85,64,2021-12-22T02:05:58Z,4170000,,,0,,D. Dedmon REBOUND (Off:3 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,420.0,8.0,5.0,3.0,,,,,,,,,,,,,
422,PT04M08.00S,2021-12-22T02:06:02.5Z,3,REGULAR,3pt,Jump Shot,[],1629622,89.70105124835742,96.32352941176471,1610612748,85,64,2021-12-22T02:06:12Z,4180000,232.0,44.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,
423,PT04M06.00S,2021-12-22T02:06:04.5Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,85,64,2021-12-22T02:06:12Z,4190000,,,0,,C. Duarte REBOUND (Off:0 Def:3),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,422.0,3.0,3.0,0.0,,,,,,,,,,,,,
424,PT03M58.00S,2021-12-22T02:06:18.5Z,3,REGULAR,foul,personal,[],200768,,,1610612754,85,64,2021-12-22T02:06:24Z,4200000,,,0,,K. Lowry personal FOUL (2 PF),"[200768, 1630537]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Duarte,1630537.0,,,,
426,PT03M58.00S,2021-12-22T02:06:25.7Z,3,REGULAR,substitution,out,[],1629216,,,1610612754,85,64,2021-12-22T02:06:42Z,4220000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M58.00S,2021-12-22T02:06:25.7Z,3,REGULAR,substitution,out,[],203473,,,1610612754,85,64,2021-12-22T02:06:42Z,4230000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M58.00S,2021-12-22T02:06:25.7Z,3,REGULAR,substitution,out,[],1629622,,,1610612754,85,64,2021-12-22T02:06:42Z,4240000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M58.00S,2021-12-22T02:06:25.7Z,3,REGULAR,substitution,out,[],202954,,,1610612754,85,64,2021-12-22T02:06:42Z,4250000,,,0,,SUB out: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M58.00S,2021-12-22T02:06:25.7Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,85,64,2021-12-22T02:06:42Z,4260000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M58.00S,2021-12-22T02:06:25.7Z,3,REGULAR,substitution,in,[],1629639,,,1610612754,85,64,2021-12-22T02:06:42Z,4270000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M58.00S,2021-12-22T02:06:25.7Z,3,REGULAR,substitution,in,[],1629644,,,1610612754,85,64,2021-12-22T02:06:42Z,4280000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M58.00S,2021-12-22T02:06:25.7Z,3,REGULAR,substitution,in,[],1630209,,,1610612754,85,64,2021-12-22T02:06:42Z,4290000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M58.00S,2021-12-22T02:06:25.7Z,3,REGULAR,substitution,in,[],203087,,,1610612754,85,64,2021-12-22T02:06:42Z,4300000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M58.00S,2021-12-22T02:06:25.7Z,3,REGULAR,substitution,in,[],1629052,,,1610612754,85,64,2021-12-22T02:06:42Z,4310000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M58.00S,2021-12-22T02:06:55.5Z,3,REGULAR,stoppage,court clean up,[],0,,,1610612754,85,64,2021-12-22T02:07:00Z,4320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M45.00S,2021-12-22T02:07:08.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,7.046649145860711,53.431372549019606,1610612754,85,66,2021-12-22T02:07:30Z,4330000,-17.0,14.0,1,left,D. Sabonis bank Jump Shot (11 PTS) (C. Duarte 2 AST),"[1627734, 1630537]",1610612754.0,IND,bank,,,Sabonis,D. Sabonis,,,,,2.2,Made,11.0,,,,,C. Duarte,1630537.0,2.0,,,,,,,,,,
438,PT03M45.00S,2021-12-22T02:07:13.6Z,3,REGULAR,foul,personal,['1freethrow'],1630209,,,1610612754,85,66,2021-12-22T02:07:25Z,4340000,,,0,,O. Yurtseven shooting personal FOUL (3 PF) (Sabonis 1 FT),"[1630209, 1627734]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,200832.0,3.0,0.0,Sabonis,1627734.0,,,,
440,PT03M45.00S,2021-12-22T02:07:31.4Z,3,REGULAR,freethrow,1 of 1,[],1627734,,,1610612754,85,67,2021-12-22T02:07:31Z,4360000,,,0,,D. Sabonis Free Throw 1 of 1 (12 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
441,PT03M31.00S,2021-12-22T02:07:46.9Z,3,REGULAR,3pt,Jump Shot,[],1629130,94.43166885676742,3.431372549019608,1610612748,85,67,2021-12-22T02:07:54Z,4370000,-233.0,0.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,
442,PT03M27.00S,2021-12-22T02:07:50.9Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612754,85,67,2021-12-22T02:07:54Z,4380000,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,441.0,3.0,3.0,0.0,,,,,,,,,,,,,
443,PT03M23.00S,2021-12-22T02:07:54.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629052,7.440867279894875,47.549019607843135,1610612754,85,67,2021-12-22T02:08:16Z,4390000,12.0,17.0,1,left,MISS O. Brissett driving Layup,[1629052],1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,2.13,Missed,,,,,,,,,,,,,,,,,,
444,PT03M23.00S,2021-12-22T02:07:54.9Z,3,REGULAR,rebound,offensive,[],1630537,,,1610612754,85,67,2021-12-22T02:08:16Z,4400000,,,0,,C. Duarte REBOUND (Off:1 Def:3),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,443.0,4.0,3.0,1.0,,,,,,,,,,,,,
445,PT03M18.00S,2021-12-22T02:07:59.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,32.40801576872536,53.18627450980392,1610612754,85,67,2021-12-22T02:08:09Z,4410000,-16.0,252.0,1,left,MISS C. LeVert 25' 3PT,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,
446,PT03M14.00S,2021-12-22T02:08:03.9Z,3,REGULAR,rebound,defensive,[],1630209,,,1610612748,85,67,2021-12-22T02:08:09Z,4420000,,,0,,O. Yurtseven REBOUND (Off:3 Def:4),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,445.0,7.0,4.0,3.0,,,,,,,,,,,,,
447,PT03M07.00S,2021-12-22T02:08:10.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200768,94.03745072273325,46.32352941176471,1610612748,87,67,2021-12-22T02:08:19Z,4430000,-18.0,4.0,1,right,K. Lowry driving Layup (8 PTS),[200768],1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,1.87,Made,8.0,,,,,,,,,,,,,,,,,
448,PT02M57.00S,2021-12-22T02:08:21.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,6.521024967148489,46.81372549019608,1610612754,87,67,2021-12-22T02:08:26Z,4440000,16.0,9.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,
