actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
258,PT06M17.00S,2023-11-30T01:53:36.3Z,2,REGULAR,foul,personal,['1freethrow'],1630700,,,1610612755,49,31,2023-11-30T01:53:43Z,2550000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Reed 1 FT),"[1630700, 1630194]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,,,2.0,0.0,Reed,1630194.0,,
260,PT06M17.00S,2023-11-30T01:53:59.4Z,2,REGULAR,freethrow,1 of 1,[],1630194,,,1610612755,49,32,2023-11-30T01:53:59Z,2570000,False,,,0,,P. Reed Free Throw 1 of 1 (3 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
261,PT06M06.00S,2023-11-30T01:54:12.3Z,2,REGULAR,3pt,Jump Shot,[],203468,78.40013140604468,11.27450980392157,1610612740,52,32,2023-11-30T01:54:17Z,2580000,False,-194.0,151.0,1,right,C. McCollum 24' 3PT  (11 PTS) (B. Ingram 4 AST),"[203468, 1627742]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,24.52,Made,11.0,,,,,,,,,B. Ingram,1627742.0,4.0,,,,,,
263,PT05M50.00S,2023-11-30T01:54:27.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,6.521024967148489,44.6078431372549,1610612755,52,34,2023-11-30T02:00:18Z,2600000,False,27.0,9.0,1,left,K. Martin cutting Layup (2 PTS) (D. Melton 2 AST),"[1630231, 1629001]",1610612755.0,PHI,cutting,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,2.84,Made,2.0,,,,,,,,,D. Melton,1629001.0,2.0,,,,,,
265,PT05M39.00S,2023-11-30T01:54:38.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,94.1688567674113,46.568627450980394,1610612740,54,34,2023-11-30T01:54:50Z,2620000,False,-17.0,2.0,1,right,D. Daniels reverse Layup (4 PTS) (J. Valanciunas 1 AST),"[1630700, 202685]",1610612740.0,NOP,reverse,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.74,Made,4.0,,,,,,,,,J. Valanciunas,202685.0,1.0,,,,,,
267,PT05M32.00S,2023-11-30T01:54:52.0Z,2,REGULAR,foul,personal,['2freethrow'],202685,,,1610612755,54,34,2023-11-30T01:55:04Z,2640000,False,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Melton 2 FT),"[202685, 1629001]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,1.0,0.0,Melton,1629001.0,,
270,PT05M32.00S,2023-11-30T01:55:16.2Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,54,34,2023-11-30T01:55:23Z,2670000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M32.00S,2023-11-30T01:55:16.2Z,2,REGULAR,substitution,in,[],202699,,,1610612755,54,34,2023-11-30T01:55:23Z,2680000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M32.00S,2023-11-30T01:55:17.5Z,2,REGULAR,freethrow,1 of 2,[],1629001,,,1610612755,54,35,2023-11-30T02:05:57Z,2682500,False,,,0,,D. Melton Free Throw 1 of 2 (4 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
272,PT05M32.00S,2023-11-30T01:55:17.5Z,2,REGULAR,freethrow,2 of 2,[],1629001,,,1610612755,54,36,2023-11-30T02:05:57Z,2683750,False,,,0,,D. Melton Free Throw 2 of 2 (5 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
273,PT05M27.00S,2023-11-30T01:56:03.4Z,2,REGULAR,jumpball,recovered,[],1630230,,,1610612740,54,36,2023-11-30T02:02:48Z,2685000,False,,,0,,Jump Ball B. Ingram vs. K. Martin: Tip to N. Marshall,"[1630230, 1627742, 1630231]",1610612740.0,NOP,heldball,N. Marshall,1630230.0,Marshall,N. Marshall,Ingram,1627742.0,Martin,1630231.0,,,,,,,,,,,,,,,,,,,,,,
276,PT05M22.00S,2023-11-30T01:56:11.1Z,2,REGULAR,turnover,traveling,[],202685,,,1610612740,54,36,2023-11-30T02:07:04Z,2700000,False,,,0,,J. Valanciunas traveling TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,,,,,,,,,,,,
278,PT05M19.00S,2023-11-30T01:56:29.6Z,2,REGULAR,turnover,bad pass,[],1629001,,,1610612755,54,36,2023-11-30T01:56:50Z,2720000,False,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1630700]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Daniels,1630700.0,,,,,,,,,,
279,PT05M19.00S,2023-11-30T01:56:29.6Z,2,REGULAR,steal,,[],1630700,,,1610612740,54,36,2023-11-30T01:56:31Z,2730000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
360,PT05M19.00S,2023-11-30T01:56:33.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203468,91.59001314060447,53.08670343137255,1610612740,54,36,2023-11-30T02:15:30Z,2755000,False,15.0,27.0,1,right,MISS C. McCollum driving Layup - blocked,"[203468, 1629001]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,Melton,1629001.0
361,PT05M19.00S,2023-11-30T01:56:33.4Z,2,REGULAR,block,,[],1629001,,,1610612740,54,36,2023-11-30T02:12:35Z,2757500,False,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
362,PT05M19.00S,2023-11-30T01:56:33.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,54,36,2023-11-30T02:12:35Z,2758750,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,360.0,,,,,,,,,,,,,,,,
282,PT05M19.00S,2023-11-30T01:56:58.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,54,36,2023-11-30T02:12:35Z,2760000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M19.00S,2023-11-30T01:59:47.5Z,2,REGULAR,substitution,out,[],1630178,,,1610612755,54,36,2023-11-30T02:12:35Z,2780000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT05M19.00S,2023-11-30T01:59:47.5Z,2,REGULAR,substitution,in,[],201976,,,1610612755,54,36,2023-11-30T02:12:35Z,2790000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT05M03.00S,2023-11-30T02:00:11.8Z,2,REGULAR,turnover,traveling,[],202699,,,1610612755,54,36,2023-11-30T02:00:30Z,2800000,False,,,0,,T. Harris traveling TURNOVER (3 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,,,201246.0,,,,,,,,,
287,PT04M46.00S,2023-11-30T02:00:45.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612740,54,36,2023-11-30T02:00:52Z,2810000,False,,,0,,D. Melton shooting personal FOUL (1 PF) (Marshall 2 FT),"[1629001, 1630230]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,,,1.0,0.0,Marshall,1630230.0,,
290,PT04M46.00S,2023-11-30T02:01:21.0Z,2,REGULAR,substitution,out,[],201587,,,1610612740,54,36,2023-11-30T02:01:30Z,2840000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M46.00S,2023-11-30T02:01:21.0Z,2,REGULAR,substitution,in,[],203496,,,1610612740,54,36,2023-11-30T02:01:30Z,2850000,False,,,0,,SUB in: R. Covington,[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M46.00S,2023-11-30T02:01:23.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630230,,,1610612740,55,36,2023-11-30T02:17:24Z,2852500,False,,,0,,N. Marshall Free Throw 1 of 2 (1 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
292,PT04M46.00S,2023-11-30T02:01:23.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630230,,,1610612740,55,36,2023-11-30T02:17:24Z,2853750,False,,,0,,MISS N. Marshall Free Throw 2 of 2,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
293,PT04M43.00S,2023-11-30T02:01:26.3Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,55,36,2023-11-30T03:07:59Z,2854375,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,292.0,5.0,3.0,2.0,,,,,,,,,,,,,
294,PT04M42.00S,2023-11-30T02:01:46.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202685,94.40999984741211,50.0,1610612740,57,36,2023-11-30T03:08:04Z,2855000,False,0.0,0.0,1,right,J. Valanciunas tip Layup (12 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.0,Made,12.0,,,,,,,,,,,,,,,,,
299,PT04M23.00S,2023-11-30T02:02:09.7Z,2,REGULAR,turnover,offensive goaltending,[],1630231,,,1610612755,57,36,2023-11-30T02:03:45Z,2930000,False,,,0,,K. Martin offensive goaltending TURNOVER (2 TO),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,,,1626301.0,,,,,,,,,
300,PT04M00.00S,2023-11-30T02:02:40.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,91.27792378449409,4.166666666666666,1610612740,60,36,2023-11-30T02:02:49Z,2940000,False,-229.0,29.0,1,right,B. Ingram 3PT  (12 PTS) (D. Daniels 1 AST),"[1627742, 1630700]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,23.11,Made,12.0,,,,,,,,,D. Daniels,1630700.0,1.0,,,,,,
302,PT03M42.00S,2023-11-30T02:02:58.3Z,2,REGULAR,3pt,Jump Shot,[],201976,28.597240473061763,22.54901960784314,1610612755,60,39,2023-11-30T02:03:05Z,2960000,False,137.0,216.0,1,left,P. Beverley 25' 3PT  (5 PTS) (D. Melton 3 AST),"[201976, 1629001]",1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,25.62,Made,5.0,,,,,,,,,D. Melton,1629001.0,3.0,,,,,,
304,PT03M27.00S,2023-11-30T02:03:13.9Z,2,REGULAR,3pt,Jump Shot,[],203468,80.1084099868594,6.127450980392156,1610612740,60,39,2023-11-30T02:03:19Z,2980000,False,-219.0,134.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.73,Missed,,,,,,,,,,,,,,,,,,
305,PT03M22.00S,2023-11-30T02:03:18.9Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612755,60,39,2023-11-30T02:03:19Z,2990000,False,,,0,,K. Martin REBOUND (Off:0 Def:2),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Above the Break 3,24+ Left Center,,,,304.0,2.0,2.0,0.0,,,,,,,,,,,,,
306,PT03M16.00S,2023-11-30T02:03:27.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612755,60,39,2023-11-30T02:03:50Z,3000000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Harris 2 FT),"[203468, 202699]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,1.0,0.0,Harris,202699.0,,
308,PT03M16.00S,2023-11-30T02:03:51.1Z,2,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,60,40,2023-11-30T02:03:51Z,3020000,False,,,0,,T. Harris Free Throw 1 of 2 (3 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
309,PT03M16.00S,2023-11-30T02:03:52.0Z,2,REGULAR,substitution,out,[],1630700,,,1610612755,60,40,2023-11-30T02:04:06Z,3030000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M16.00S,2023-11-30T02:03:52.0Z,2,REGULAR,substitution,out,[],202685,,,1610612755,60,40,2023-11-30T02:04:06Z,3040000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M16.00S,2023-11-30T02:03:52.0Z,2,REGULAR,substitution,out,[],1630231,,,1610612755,60,40,2023-11-30T02:04:06Z,3050000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M16.00S,2023-11-30T02:03:52.0Z,2,REGULAR,substitution,out,[],1629001,,,1610612755,60,40,2023-11-30T02:04:06Z,3060000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M16.00S,2023-11-30T02:03:52.0Z,2,REGULAR,substitution,in,[],1630529,,,1610612755,60,40,2023-11-30T02:04:06Z,3070000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M16.00S,2023-11-30T02:03:52.0Z,2,REGULAR,substitution,in,[],1629627,,,1610612755,60,40,2023-11-30T02:04:06Z,3080000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M16.00S,2023-11-30T02:03:52.0Z,2,REGULAR,substitution,in,[],1630194,,,1610612755,60,40,2023-11-30T02:04:06Z,3090000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M16.00S,2023-11-30T02:03:52.0Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,60,40,2023-11-30T02:04:06Z,3100000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M16.00S,2023-11-30T02:04:20.0Z,2,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,60,41,2023-11-30T02:04:20Z,3110000,False,,,0,,T. Harris Free Throw 2 of 2 (4 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
318,PT03M02.00S,2023-11-30T02:04:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.30026281208936,47.30392156862745,1610612740,62,41,2023-11-30T02:04:38Z,3120000,False,-13.0,1.0,1,right,Z. Williamson driving Layup (10 PTS) (H. Jones 3 AST),"[1629627, 1630529]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.35,Made,10.0,,,,,,,,,H. Jones,1630529.0,3.0,,,,,,
320,PT02M49.00S,2023-11-30T02:04:51.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612755,62,41,2023-11-30T02:05:01Z,3140000,False,,,0,,C. McCollum shooting personal FOUL (2 PF) (Beverley 2 FT),"[203468, 201976]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,,,,2.0,0.0,Beverley,201976.0,,
322,PT02M49.00S,2023-11-30T02:05:13.7Z,2,REGULAR,freethrow,1 of 2,[],201976,,,1610612755,62,42,2023-11-30T02:05:13Z,3160000,False,,,0,,P. Beverley Free Throw 1 of 2 (6 PTS),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
323,PT02M49.00S,2023-11-30T02:05:30.4Z,2,REGULAR,freethrow,2 of 2,[],201976,,,1610612755,62,43,2023-11-30T02:05:30Z,3170000,False,,,0,,P. Beverley Free Throw 2 of 2 (7 PTS),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
324,PT02M34.00S,2023-11-30T02:05:47.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,94.03745072273325,50.245098039215684,1610612740,64,43,2023-11-30T02:11:50Z,3180000,False,1.0,4.0,1,right,Z. Williamson DUNK (12 PTS) (H. Jones 4 AST),"[1629627, 1630529]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.37,Made,12.0,,,,,,,,,H. Jones,1630529.0,4.0,,,,,,
326,PT02M19.00S,2023-11-30T02:06:05.0Z,2,REGULAR,turnover,out-of-bounds,[],1630194,,,1610612755,64,43,2023-11-30T02:20:19Z,3200000,False,,,0,,P. Reed bad pass out-of-bounds TURNOVER (1 TO),[1630194],1610612755.0,PHI,bad pass,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,,,,,,,,
327,PT02M19.00S,2023-11-30T02:06:07.9Z,2,REGULAR,substitution,out,[],203468,,,1610612740,64,43,2023-11-30T02:06:15Z,3210000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M19.00S,2023-11-30T02:06:07.9Z,2,REGULAR,substitution,in,[],1641722,,,1610612740,64,43,2023-11-30T02:06:15Z,3220000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT02M08.00S,2023-11-30T02:06:40.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201976,,,1610612740,64,43,2023-11-30T02:07:02Z,3230000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Williamson 2 FT),"[201976, 1629627]",1610612755.0,PHI,shooting,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,1.0,0.0,Williamson,1629627.0,,
331,PT02M08.00S,2023-11-30T02:07:10.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629627,,,1610612740,65,43,2023-11-30T02:07:10Z,3250000,False,,,0,,Z. Williamson Free Throw 1 of 2 (13 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
332,PT02M08.00S,2023-11-30T02:07:26.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629627,,,1610612740,66,43,2023-11-30T02:07:26Z,3260000,False,,,0,,Z. Williamson Free Throw 2 of 2 (14 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
333,PT01M56.00S,2023-11-30T02:07:44.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,19.136005256241788,49.01960784313725,1610612755,66,45,2023-11-30T02:21:59Z,3270000,False,5.0,127.0,1,left,T. Maxey 12' driving floating Jump Shot (12 PTS) (P. Beverley 4 AST),"[1630178, 201976]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,12.75,Made,12.0,,,,,,,,,P. Beverley,201976.0,4.0,,,,,,
335,PT01M56.00S,2023-11-30T02:07:47.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641722,,,1610612755,66,45,2023-11-30T02:08:06Z,3290000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Maxey 1 FT),"[1641722, 1630178]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,201246.0,,,,1.0,0.0,Maxey,1630178.0,,
337,PT01M56.00S,2023-11-30T02:08:07.3Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,66,46,2023-11-30T02:08:07Z,3310000,False,,,0,,T. Maxey Free Throw 1 of 1 (13 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
338,PT01M39.00S,2023-11-30T02:09:00.5Z,2,REGULAR,jumpball,recovered,[],1641722,,,1610612740,66,46,2023-11-30T02:09:00Z,3320000,False,,,0,,Jump Ball Z. Williamson vs. R. Covington: Tip to J. Hawkins,"[1641722, 1629627, 203496]",1610612740.0,NOP,heldball,J. Hawkins,1641722.0,Hawkins,J. Hawkins,Williamson,1629627.0,Covington,203496.0,,,,,,,,,,,,,,,,,,,,,,
341,PT01M33.00S,2023-11-30T02:09:06.1Z,2,REGULAR,3pt,Jump Shot,[],1630230,74.98357424441524,83.33333333333334,1610612740,66,46,2023-11-30T02:09:11Z,3350000,False,167.0,183.0,1,right,MISS N. Marshall 24' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,24.73,Missed,,,,,,,,,,,,,,,,,,
342,PT01M29.00S,2023-11-30T02:09:10.1Z,2,REGULAR,rebound,defensive,[],203496,,,1610612755,66,46,2023-11-30T02:09:11Z,3360000,False,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Right Center,,,,341.0,2.0,2.0,0.0,,,,,,,,,,,,,
343,PT01M17.00S,2023-11-30T02:09:21.5Z,2,REGULAR,3pt,Jump Shot,[],1630178,32.14520367936925,68.87254901960785,1610612755,66,46,2023-11-30T02:23:19Z,3370000,False,-94.0,250.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
344,PT01M14.00S,2023-11-30T02:09:24.5Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,66,46,2023-11-30T02:09:28Z,3380000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,343.0,3.0,3.0,0.0,,,,,,,,,,,,,
346,PT00M59.30S,2023-11-30T02:09:47.2Z,2,REGULAR,3pt,Jump Shot,[],1630529,92.9862023653088,4.901960784313726,1610612740,66,46,2023-11-30T02:09:56Z,3400000,False,-225.0,13.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,22.59,Missed,,,,,,,,,,,,,,,,,,
347,PT00M57.20S,2023-11-30T02:09:49.3Z,2,REGULAR,rebound,offensive,[],1630230,,,1610612740,66,46,2023-11-30T02:09:56Z,3410000,False,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,,346.0,2.0,1.0,1.0,,,,,,,,,,,,,
348,PT00M55.10S,2023-11-30T02:09:52.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,92.9862023653088,54.166666666666664,1610612740,66,46,2023-11-30T02:24:23Z,3420000,False,21.0,13.0,1,right,MISS N. Marshall putback Layup,[1630230],1610612740.0,NOP,putback,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
349,PT00M53.30S,2023-11-30T02:09:54.1Z,2,REGULAR,rebound,offensive,[],1630230,,,1610612740,66,46,2023-11-30T02:09:54Z,3430000,False,,,0,,N. Marshall REBOUND (Off:2 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,348.0,3.0,1.0,2.0,,,,,,,,,,,,,
350,PT00M52.60S,2023-11-30T02:09:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,92.59198423127464,52.69607843137255,1610612740,68,46,2023-11-30T02:10:02Z,3440000,False,13.0,17.0,1,right,Z. Williamson Layup (16 PTS) (N. Marshall 2 AST),"[1629627, 1630230]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.18,Made,16.0,,,,,,,,,N. Marshall,1630230.0,2.0,,,,,,
352,PT00M31.30S,2023-11-30T02:10:19.5Z,2,REGULAR,turnover,bad pass,[],202699,,,1610612755,68,46,2023-11-30T02:10:23Z,3460000,False,,,0,,T. Harris bad pass TURNOVER (4 TO),"[202699, 1630230]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,4.0,Marshall,1630230.0,,,,,,,,,,
353,PT00M31.30S,2023-11-30T02:10:19.5Z,2,REGULAR,steal,,[],1630230,,,1610612740,68,46,2023-11-30T02:10:21Z,3470000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
