actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
258,PT07M34.00S,2023-01-05T01:22:38.4Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612752,41,42,2023-01-05T01:22:42Z,2390000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,,257.0,,1.0,0.0,1.0,,,,,,,,,
259,PT07M30.00S,2023-01-05T01:22:42.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,70.64717477003943,25.245098039215684,1610612752,41,42,2023-01-05T01:22:48Z,2400000,False,-124.0,223.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
260,PT07M28.00S,2023-01-05T01:22:44.3Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,41,42,2023-01-05T01:22:48Z,2410000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,259.0,,2.0,2.0,0.0,,,,,,,,,
261,PT07M16.00S,2023-01-05T01:22:55.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203926,5.601182654402102,49.26470588235294,1610612759,41,44,2023-01-05T01:23:10Z,2420000,False,4.0,0.0,1,left,D. McDermott DUNK (2 PTS) (S. Johnson 2 AST),"[203926, 1626169]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,0.37,Made,2.0,S. Johnson,1626169.0,2.0,,,,,,,,,,,,,,
263,PT06M58.00S,2023-01-05T01:23:13.5Z,2,REGULAR,3pt,Jump Shot,[],203095,95.87713534822602,2.941176470588235,1610612752,44,44,2023-01-05T01:23:17Z,2440000,False,-235.0,-14.0,1,right,E. Fournier 3PT  (5 PTS) (I. Quickley 3 AST),"[203095, 1630193]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Left Corner 3,24+ Left,23.57,Made,5.0,I. Quickley,1630193.0,3.0,,,,,,,,,,,,,,
265,PT06M47.00S,2023-01-05T01:23:26.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,15.325229960578188,46.568627450980394,1610612759,44,44,2023-01-05T01:23:30Z,2460000,False,17.0,92.0,1,left,MISS D. McDermott 9' driving floating Shot,[203926],1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,9.32,Missed,,,,,,,,,,,,,,,,,,
266,PT06M45.00S,2023-01-05T01:23:28.1Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,44,44,2023-01-05T01:23:30Z,2470000,False,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,265.0,,2.0,1.0,1.0,,,,,,,,,
267,PT06M37.00S,2023-01-05T01:23:38.6Z,2,REGULAR,foul,offensive,[],203944,,,1610612752,44,44,2023-01-05T01:23:47Z,2480000,False,,,0,,J. Randle charge offensive FOUL (1 PF),"[203944, 1631110]",1610612752.0,NYK,charge,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,1198.0,,,,1.0,0.0,Sochan,1631110.0,,,,,
269,PT06M37.00S,2023-01-05T01:23:38.6Z,2,REGULAR,turnover,offensive foul,[],203944,,,1610612752,44,44,2023-01-05T01:23:38Z,2500000,False,,,0,,J. Randle offensive foul TURNOVER (2 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,1198.0,,,,,,,,2.0,,,,
270,PT06M37.00S,2023-01-05T01:23:38.7Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,44,44,2023-01-05T01:24:03Z,2510000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M37.00S,2023-01-05T01:23:38.7Z,2,REGULAR,substitution,in,[],1631103,,,1610612759,44,44,2023-01-05T01:24:03Z,2520000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M24.00S,2023-01-05T01:24:22.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626169,32.14520367936925,40.19607843137255,1610612759,44,44,2023-01-05T01:24:29Z,2530000,False,49.0,250.0,1,left,MISS S. Johnson 25' 3PT,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
273,PT06M22.00S,2023-01-05T01:24:24.7Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,44,44,2023-01-05T01:24:29Z,2540000,False,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,,272.0,,3.0,2.0,1.0,,,,,,,,,
274,PT06M13.00S,2023-01-05T01:24:36.9Z,2,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612752,44,44,2023-01-05T01:24:48Z,2550000,False,,,0,,S. Johnson shooting personal FOUL (2 PF) (Randle 2 FT),"[1626169, 203944]",1610612759.0,SAS,shooting,,,Johnson,S. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,202053.0,,,,2.0,0.0,Randle,203944.0,,,,,
277,PT06M13.00S,2023-01-05T01:24:50.5Z,2,REGULAR,substitution,out,[],1626169,,,1610612752,44,44,2023-01-05T01:25:15Z,2565000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M13.00S,2023-01-05T01:24:50.5Z,2,REGULAR,substitution,in,[],1629641,,,1610612752,44,44,2023-01-05T01:25:15Z,2567500,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M13.00S,2023-01-05T01:25:04.2Z,2,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,45,44,2023-01-05T01:25:04Z,2570000,False,,,0,,J. Randle Free Throw 1 of 2 (10 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
279,PT06M13.00S,2023-01-05T01:25:37.3Z,2,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,46,44,2023-01-05T01:25:37Z,2580000,False,,,0,,J. Randle Free Throw 2 of 2 (11 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
280,PT06M02.00S,2023-01-05T01:25:49.2Z,2,REGULAR,2pt,Jump Shot,[],1631103,21.107095926412615,43.872549019607845,1610612759,46,46,2023-01-05T01:25:53Z,2590000,False,31.0,146.0,1,left,M. Branham 14' pullup Jump Shot (2 PTS),[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,8-16 Center,14.91,Made,2.0,,,,,,,,,,,,,,,,,
281,PT05M47.00S,2023-01-05T01:26:04.0Z,2,REGULAR,3pt,Jump Shot,[],1630193,76.16622864651774,11.27450980392157,1610612752,49,46,2023-01-05T01:26:07Z,2600000,False,-194.0,172.0,1,right,I. Quickley 25' 3PT  (7 PTS) (J. Brunson 2 AST),"[1630193, 1628973]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.86,Made,7.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,
283,PT05M39.00S,2023-01-05T01:26:15.5Z,2,REGULAR,foul,offensive,[],1631110,,,1610612759,49,46,2023-01-05T01:26:25Z,2620000,False,,,0,,J. Sochan offensive FOUL (2 PF),"[1631110, 1628973]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Right Center,,,,,,,,1198.0,,,,2.0,0.0,Brunson,1628973.0,,,,,
285,PT05M39.00S,2023-01-05T01:26:15.5Z,2,REGULAR,turnover,offensive foul,[],1631110,,,1610612759,49,46,2023-01-05T01:26:15Z,2640000,False,,,0,,J. Sochan offensive foul TURNOVER (1 TO),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Right Center,,,,,,,,1198.0,,,,,,,,1.0,,,,
286,PT05M25.00S,2023-01-05T01:26:41.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,85.3646517739816,36.51960784313725,1610612752,49,46,2023-01-05T01:26:49Z,2650000,False,-67.0,85.0,1,right,MISS J. Randle 10' floating Shot,[203944],1610612752.0,NYK,floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,10.86,Missed,,,,,,,,,,,,,,,,,,
287,PT05M23.00S,2023-01-05T01:26:44.1Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612752,49,46,2023-01-05T01:26:44Z,2660000,False,,,0,,J. Sims REBOUND (Off:2 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,286.0,,4.0,2.0,2.0,,,,,,,,,
288,PT05M21.00S,2023-01-05T01:26:51.0Z,2,REGULAR,violation,kicked ball,[],1629641,,,1610612752,49,46,2023-01-05T01:26:56Z,2670000,False,,,0,,R. Langford kicked ball VIOLATION,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,1198.0,,,,,,,,,,,,
289,PT05M21.00S,2023-01-05T01:27:19.3Z,2,REGULAR,foul,personal,['1freethrow'],1629641,,,1610612752,49,46,2023-01-05T01:28:36Z,2680000,False,,,0,,R. Langford away-from-play personal FOUL (3 PF) (Brunson 1 FT),"[1629641, 1628973]",1610612759.0,SAS,away-from-play,,,Langford,R. Langford,,,,,Mid-Range,16-24 Left Center,,,,,,,,202053.0,,,,3.0,0.0,Brunson,1628973.0,,,,,
294,PT05M21.00S,2023-01-05T01:27:25.4Z,2,REGULAR,substitution,out,[],203095,,,1610612752,49,46,2023-01-05T01:29:06Z,2695000,False,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT05M21.00S,2023-01-05T01:27:25.4Z,2,REGULAR,substitution,out,[],203926,,,1610612752,49,46,2023-01-05T01:29:06Z,2697500,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT05M21.00S,2023-01-05T01:27:25.4Z,2,REGULAR,substitution,out,[],1629641,,,1610612752,49,46,2023-01-05T01:29:06Z,2698750,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT05M21.00S,2023-01-05T01:27:25.4Z,2,REGULAR,substitution,in,[],1629656,,,1610612752,49,46,2023-01-05T01:29:06Z,2699375,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT05M21.00S,2023-01-05T01:27:25.4Z,2,REGULAR,substitution,in,[],1627751,,,1610612752,49,46,2023-01-05T01:29:06Z,2699687,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT05M21.00S,2023-01-05T01:27:25.4Z,2,REGULAR,substitution,in,[],1626196,,,1610612752,49,46,2023-01-05T01:29:06Z,2699843,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT05M21.00S,2023-01-05T01:28:40.8Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1628973,,,1610612752,49,46,2023-01-05T01:28:40Z,2710000,False,,,0,,MISS J. Brunson away-from-play Free Throw 1 of 1,[1628973],1610612752.0,NYK,away-from-play,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
293,PT05M21.00S,2023-01-05T01:28:40.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,49,46,2023-01-05T01:28:44Z,2720000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,292.0,,,,,,,,,,,,,
300,PT05M15.00S,2023-01-05T01:29:12.2Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203944,87.72996057818659,26.96078431372549,1610612752,51,46,2023-01-05T01:29:15Z,2730000,False,-115.0,63.0,1,right,J. Randle 13' turnaround Jump Shot (13 PTS),[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,13.12,Made,13.0,,,,,,,,,,,,,,,,,
301,PT04M59.00S,2023-01-05T01:29:27.0Z,2,REGULAR,3pt,Jump Shot,[],1629640,32.013797634691194,36.27450980392157,1610612759,51,46,2023-01-05T01:29:33Z,2740000,False,69.0,248.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,25.77,Missed,,,,,,,,,,,,,,,,,,
302,PT04M57.00S,2023-01-05T01:29:29.0Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,51,46,2023-01-05T01:29:33Z,2750000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,301.0,,1.0,1.0,0.0,,,,,,,,,
303,PT04M45.00S,2023-01-05T01:29:42.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,95.22010512483574,49.754901960784316,1610612752,51,46,2023-01-05T01:29:46Z,2760000,False,-1.0,-8.0,1,right,MISS J. Randle Layup,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
304,PT04M43.00S,2023-01-05T01:29:44.4Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,51,46,2023-01-05T01:29:46Z,2770000,False,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,303.0,,3.0,3.0,0.0,,,,,,,,,
305,PT04M40.00S,2023-01-05T01:29:48.9Z,2,REGULAR,turnover,out-of-bounds,[],1631110,,,1610612759,51,46,2023-01-05T01:29:53Z,2780000,False,,,0,,J. Sochan bad pass out-of-bounds TURNOVER (2 TO),[1631110],1610612759.0,SAS,bad pass,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,,,,,202053.0,,,,,,,,2.0,,,,
306,PT04M26.00S,2023-01-05T01:30:21.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629656,94.82588699080158,51.9607843137255,1610612752,51,46,2023-01-05T01:30:25Z,2790000,False,10.0,-4.0,1,right,MISS Q. Grimes cutting Layup,[1629656],1610612752.0,NYK,cutting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,,,,,,,,,,,
307,PT04M24.00S,2023-01-05T01:30:23.3Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612752,51,46,2023-01-05T01:30:23Z,2800000,False,,,0,,J. Sims REBOUND (Off:3 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,306.0,,5.0,2.0,3.0,,,,,,,,,
308,PT04M22.00S,2023-01-05T01:30:24.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203944,95.0886990801577,3.9215686274509802,1610612752,51,46,2023-01-05T01:36:47Z,2810000,False,-230.0,-6.0,1,right,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
309,PT04M20.00S,2023-01-05T01:30:26.9Z,2,REGULAR,rebound,defensive,[],1631103,,,1610612759,51,46,2023-01-05T01:36:47Z,2820000,False,,,0,,M. Branham REBOUND (Off:0 Def:2),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Left Corner 3,24+ Left,,,,,,,308.0,,2.0,2.0,0.0,,,,,,,,,
310,PT04M15.00S,2023-01-05T01:30:32.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1631103,21.107095926412615,56.86274509803921,1610612759,51,46,2023-01-05T01:30:38Z,2830000,False,-34.0,146.0,1,left,MISS M. Branham 14' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,8-16 Center,14.99,Missed,,,,,,,,,,,,,,,,,,
311,PT04M13.00S,2023-01-05T01:30:34.4Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,51,46,2023-01-05T01:30:38Z,2840000,False,,,0,,J. Brunson REBOUND (Off:1 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,,,,,,,310.0,,3.0,2.0,1.0,,,,,,,,,
312,PT03M52.00S,2023-01-05T01:30:55.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630579,93.77463863337714,53.431372549019606,1610612752,51,46,2023-01-05T01:31:01Z,2850000,False,17.0,6.0,1,right,MISS J. Sims Hook,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
313,PT03M50.00S,2023-01-05T01:30:57.9Z,2,REGULAR,rebound,defensive,[],1631103,,,1610612759,51,46,2023-01-05T01:31:01Z,2860000,False,,,0,,M. Branham REBOUND (Off:0 Def:3),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,,,312.0,,3.0,3.0,0.0,,,,,,,,,
314,PT03M39.00S,2023-01-05T01:31:11.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,7.046649145860711,51.470588235294116,1610612759,51,48,2023-01-05T01:31:18Z,2870000,False,-7.0,14.0,1,left,K. Johnson running Jump Shot (6 PTS) (J. Poeltl 1 AST),"[1629640, 1627751]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.56,Made,6.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,
316,PT03M39.00S,2023-01-05T01:31:16.7Z,2,REGULAR,foul,personal,['1freethrow'],1630579,,,1610612759,51,48,2023-01-05T01:31:22Z,2890000,False,,,0,,J. Sims shooting personal FOUL (2 PF) (Johnson 1 FT),"[1630579, 1629640]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,1198.0,,,,2.0,0.0,Johnson,1629640.0,,,,,
318,PT03M39.00S,2023-01-05T01:31:36.2Z,2,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,51,49,2023-01-05T01:31:36Z,2910000,False,,,0,,K. Johnson Free Throw 1 of 1 (7 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
319,PT03M31.00S,2023-01-05T01:31:44.9Z,2,REGULAR,2pt,Jump Shot,[],1628973,92.19776609724047,25.98039215686275,1610612752,53,49,2023-01-05T01:31:51Z,2920000,False,-120.0,21.0,1,right,J. Brunson 12' pullup Jump Shot (15 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,12.19,Made,15.0,,,,,,,,,,,,,,,,,
320,PT03M14.00S,2023-01-05T01:31:59.6Z,2,REGULAR,3pt,Jump Shot,[],1626196,6.258212877792378,4.166666666666666,1610612759,53,52,2023-01-05T01:33:15Z,2930000,False,229.0,6.0,1,left,J. Richardson 3PT  (11 PTS) (K. Johnson 1 AST),"[1626196, 1629640]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Right Corner 3,24+ Right,22.93,Made,11.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
322,PT02M44.00S,2023-01-05T01:32:34.2Z,2,REGULAR,2pt,Jump Shot,[],1630579,88.78120893561103,68.38235294117648,1610612752,53,52,2023-01-05T01:33:20Z,2950000,False,92.0,53.0,1,right,MISS J. Sims 10' Jump Shot,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Right,10.61,Missed,,,,,,,,,,,,,,,,,,
323,PT02M42.00S,2023-01-05T01:32:36.2Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,53,52,2023-01-05T01:33:24Z,2960000,False,,,0,,K. Johnson REBOUND (Off:0 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,322.0,,4.0,4.0,0.0,,,,,,,,,
324,PT02M33.00S,2023-01-05T01:32:43.0Z,2,REGULAR,3pt,Jump Shot,[],1631103,8.492115637319317,3.431372549019608,1610612759,53,52,2023-01-05T01:32:51Z,2970000,False,233.0,27.0,1,left,MISS M. Branham 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
325,PT02M31.00S,2023-01-05T01:32:45.0Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,53,52,2023-01-05T01:32:51Z,2980000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Right Corner 3,24+ Right,,,,,,,324.0,,1.0,0.0,1.0,,,,,,,,,
326,PT02M31.00S,2023-01-05T01:32:47.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631110,5.590000152587891,50.0,1610612759,53,52,2023-01-05T01:32:57Z,2990000,False,0.0,0.0,1,left,MISS J. Sochan tip Layup,[1631110],1610612759.0,SAS,tip,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
327,PT02M29.00S,2023-01-05T01:32:49.8Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,53,52,2023-01-05T01:32:57Z,3000000,False,,,0,,J. Brunson REBOUND (Off:1 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,326.0,,4.0,3.0,1.0,,,,,,,,,
328,PT02M24.00S,2023-01-05T01:32:51.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203944,85.49605781865965,96.07843137254902,1610612752,53,52,2023-01-05T01:32:59Z,3010000,False,230.0,84.0,1,right,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,24.52,Missed,,,,,,,,,,,,,,,,,,
329,PT02M22.00S,2023-01-05T01:32:53.9Z,2,REGULAR,rebound,defensive,[],1631103,,,1610612759,53,52,2023-01-05T01:32:59Z,3020000,False,,,0,,M. Branham REBOUND (Off:0 Def:4),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Right Corner 3,24+ Right,,,,,,,328.0,,4.0,4.0,0.0,,,,,,,,,
330,PT02M18.00S,2023-01-05T01:33:02.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,53,52,2023-01-05T01:33:02Z,3030000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT02M18.00S,2023-01-05T01:33:02.3Z,2,REGULAR,substitution,out,[],1631110,,,1610612759,53,52,2023-01-05T01:35:50Z,3040000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT02M18.00S,2023-01-05T01:33:02.3Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,53,52,2023-01-05T01:35:50Z,3050000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT02M13.00S,2023-01-05T01:36:12.9Z,2,REGULAR,2pt,Hook,[],1629640,12.434296977660972,33.57843137254902,1610612759,53,52,2023-01-05T01:36:17Z,3060000,False,82.0,64.0,1,left,MISS K. Johnson 10' Hook,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,10.43,Missed,,,,,,,,,,,,,,,,,,
334,PT02M11.00S,2023-01-05T01:36:14.9Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,53,52,2023-01-05T01:36:17Z,3070000,False,,,0,,J. Randle REBOUND (Off:1 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,333.0,,7.0,6.0,1.0,,,,,,,,,
335,PT01M58.00S,2023-01-05T01:36:27.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,95.0886990801577,49.50980392156863,1610612752,55,52,2023-01-05T01:36:32Z,3080000,False,-2.0,-6.0,1,right,J. Sims cutting DUNK (2 PTS) (J. Randle 3 AST),"[1630579, 203944]",1610612752.0,NYK,cutting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.68,Made,2.0,J. Randle,203944.0,3.0,,,,,,,,,,,,,,
337,PT01M48.00S,2023-01-05T01:36:38.2Z,2,REGULAR,3pt,Jump Shot,[],1626196,24.129434954007884,12.009803921568627,1610612759,55,55,2023-01-05T01:36:43Z,3100000,False,190.0,174.0,1,left,J. Richardson 25' 3PT  (14 PTS) (T. Jones 3 AST),"[1626196, 1630200]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,25.78,Made,14.0,T. Jones,1630200.0,3.0,,,,,,,,,,,,,,
339,PT01M23.00S,2023-01-05T01:37:06.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,94.03745072273325,56.372549019607845,1610612752,57,55,2023-01-05T01:37:10Z,3120000,False,32.0,4.0,1,right,J. Randle driving floating Jump Shot (15 PTS),[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,3.21,Made,15.0,,,,,,,,,,,,,,,,,
340,PT01M23.00S,2023-01-05T01:37:09.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631103,,,1610612752,57,55,2023-01-05T01:37:15Z,3130000,False,,,0,,M. Branham shooting personal FOUL (1 PF) (Randle 1 FT),"[1631103, 203944]",1610612759.0,SAS,shooting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,,,,1198.0,,,,1.0,0.0,Randle,203944.0,,,,,
