actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
346,PT00M02.60S,2022-11-03T01:03:24.9Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,61,52,2022-11-03T01:03:30Z,3400000,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,,,,,,,,,345.0,1.0,1.0,0.0,,,,,,
347,PT00M00.00S,2022-11-03T01:03:31.9Z,2,REGULAR,period,end,[],0,,,1610612766,61,52,2022-11-03T01:03:31Z,3410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-11-03T01:17:39.7Z,3,REGULAR,substitution,out,['startperiod'],1627936,,,1610612766,61,52,2022-11-03T01:18:48Z,3420000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-11-03T01:17:39.7Z,3,REGULAR,substitution,out,['startperiod'],1630547,,,1610612766,61,52,2022-11-03T01:18:48Z,3430000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-11-03T01:17:39.7Z,3,REGULAR,substitution,out,['startperiod'],202330,,,1610612766,61,52,2022-11-03T01:18:48Z,3440000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-11-03T01:17:39.7Z,3,REGULAR,substitution,out,['startperiod'],1630208,,,1610612766,61,52,2022-11-03T01:18:48Z,3450000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-11-03T01:17:39.7Z,3,REGULAR,substitution,in,['startperiod'],1630172,,,1610612766,61,52,2022-11-03T01:18:48Z,3460000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-11-03T01:17:39.7Z,3,REGULAR,substitution,in,['startperiod'],1626162,,,1610612766,61,52,2022-11-03T01:18:48Z,3470000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-11-03T01:17:39.7Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,61,52,2022-11-03T01:18:48Z,3480000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-11-03T01:17:39.7Z,3,REGULAR,substitution,in,['startperiod'],1629023,,,1610612766,61,52,2022-11-03T01:18:48Z,3490000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-11-03T01:18:49.4Z,3,REGULAR,period,start,[],0,,,1610612741,61,52,2022-11-03T01:18:49Z,3500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT11M45.00S,2022-11-03T01:19:03.5Z,3,REGULAR,2pt,Jump Shot,[],201942,74.32654402102497,35.294117647058826,1610612741,61,52,2022-11-03T01:19:08Z,3510000,-74.0,189.0,1,right,MISS D. DeRozan 20' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,20.26,Missed,,,,,,,,,,,,,,,,
358,PT11M42.00S,2022-11-03T01:19:06.5Z,3,REGULAR,rebound,defensive,[],1628372,,,1610612766,61,52,2022-11-03T01:19:08Z,3520000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:4),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,357.0,4.0,4.0,0.0,,,,,,
359,PT11M23.00S,2022-11-03T01:19:25.1Z,3,REGULAR,3pt,Jump Shot,[],1626162,29.25427069645204,77.20588235294117,1610612766,61,55,2022-11-03T01:20:04Z,3530000,-136.0,222.0,1,left,K. Oubre Jr. 26' 3PT  (16 PTS) (M. Plumlee 2 AST),"[1626162, 203486]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,26.08,Made,16.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,
361,PT11M11.00S,2022-11-03T01:19:37.1Z,3,REGULAR,3pt,Jump Shot,[],203897,67.49342969776609,60.5392156862745,1610612741,61,55,2022-11-03T01:20:57Z,3550000,53.0,253.0,1,right,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,25.85,Missed,,,,,,,,,,,,,,,,
362,PT11M11.00S,2022-11-03T01:19:37.1Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,61,55,2022-11-03T01:19:43Z,3560000,,,0,,M. Plumlee REBOUND (Off:2 Def:7),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,,,,,361.0,9.0,7.0,2.0,,,,,,
363,PT10M57.00S,2022-11-03T01:19:52.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,9.674770039421814,58.82352941176471,1610612766,61,55,2022-11-03T01:19:56Z,3570000,-44.0,38.0,1,left,MISS J. McDaniels Layup,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,5.85,Missed,,,,,,,,,,,,,,,,
364,PT10M55.00S,2022-11-03T01:19:54.2Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,61,55,2022-11-03T01:19:56Z,3580000,,,0,,N. Vucevic REBOUND (Off:1 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,363.0,7.0,6.0,1.0,,,,,,
365,PT10M49.00S,2022-11-03T01:20:00.1Z,3,REGULAR,3pt,Jump Shot,[],202696,69.72733245729303,26.715686274509803,1610612741,61,55,2022-11-03T01:20:07Z,3590000,-116.0,232.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,25.97,Missed,,,,,,,,,,,,,,,,
366,PT10M49.00S,2022-11-03T01:20:00.1Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,61,55,2022-11-03T01:20:07Z,3600000,,,0,,M. Plumlee REBOUND (Off:2 Def:8),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,365.0,10.0,8.0,2.0,,,,,,
367,PT10M29.00S,2022-11-03T01:20:19.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,6.1268068331143235,47.794117647058826,1610612766,61,55,2022-11-03T01:20:23Z,3610000,11.0,5.0,1,left,MISS J. McDaniels driving finger roll Layup,[1629667],1610612766.0,CHA,driving finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,1.21,Missed,,,,,,,,,,,,,,,,
368,PT10M27.00S,2022-11-03T01:20:21.2Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,61,55,2022-11-03T01:20:23Z,3620000,,,0,,N. Vucevic REBOUND (Off:1 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,367.0,8.0,7.0,1.0,,,,,,
369,PT10M17.00S,2022-11-03T01:20:30.6Z,3,REGULAR,3pt,Jump Shot,[],203897,69.07030223390277,69.85294117647058,1610612741,64,55,2022-11-03T01:20:35Z,3630000,99.0,238.0,1,right,Z. LaVine 25' 3PT  (7 PTS) (D. DeRozan 5 AST),"[203897, 201942]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,25.81,Made,7.0,D. DeRozan,201942.0,5.0,,,,,,,,,,,,
371,PT09M53.00S,2022-11-03T01:20:55.6Z,3,REGULAR,3pt,Jump Shot,[],1629667,22.552562417871222,88.48039215686273,1610612766,64,55,2022-11-03T01:21:04Z,3650000,-192.0,159.0,1,left,MISS J. McDaniels 24' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,24.99,Missed,,,,,,,,,,,,,,,,
372,PT09M50.00S,2022-11-03T01:21:01.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,64,55,2022-11-03T01:21:01Z,3660000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,371.0,,,,,,,,,
374,PT09M42.00S,2022-11-03T01:21:26.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,5.469776609724048,3.9215686274509802,1610612766,64,58,2022-11-03T01:21:30Z,3680000,230.0,-1.0,1,left,K. Oubre Jr. 3PT  (19 PTS) (D. Smith Jr. 6 AST),"[1626162, 1628372]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,23.04,Made,19.0,D. Smith Jr.,1628372.0,6.0,,,,,,,,,,,,
376,PT09M32.00S,2022-11-03T01:21:36.9Z,3,REGULAR,turnover,lost ball,[],201942,,,1610612741,64,58,2022-11-03T01:21:41Z,3700000,,,0,,D. DeRozan lost ball TURNOVER (2 TO),"[201942, 1626162]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,,,Oubre Jr.,1626162.0
377,PT09M32.00S,2022-11-03T01:21:36.9Z,3,REGULAR,steal,,[],1626162,,,1610612766,64,58,2022-11-03T01:22:58Z,3710000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
378,PT09M27.00S,2022-11-03T01:21:41.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626162,5.469776609724048,3.6764705882352944,1610612766,64,61,2022-11-03T01:23:53Z,3720000,232.0,-1.0,1,left,K. Oubre Jr. 3PT running (22 PTS) (J. McDaniels 2 AST),"[1626162, 1629667]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,23.16,Made,22.0,J. McDaniels,1629667.0,2.0,,,,,,,,,,,,
380,PT09M26.00S,2022-11-03T01:21:50.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,64,61,2022-11-03T01:21:50Z,3740000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT09M14.00S,2022-11-03T01:25:00.1Z,3,REGULAR,turnover,traveling,[],1630245,,,1610612741,64,61,2022-11-03T01:25:16Z,3750000,,,0,,A. Dosunmu traveling TURNOVER (1 TO),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,1627524.0,1.0,,,,,,,,,,,,,,,,,,
382,PT09M00.00S,2022-11-03T01:25:21.8Z,3,REGULAR,turnover,lost ball,[],1629023,,,1610612766,64,61,2022-11-03T01:25:26Z,3760000,,,0,,P. Washington lost ball TURNOVER (3 TO),"[1629023, 203897]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,3.0,,,,,,,,,,,,,,,,,LaVine,203897.0
383,PT09M00.00S,2022-11-03T01:25:21.8Z,3,REGULAR,steal,,[],203897,,,1610612741,64,61,2022-11-03T01:25:23Z,3770000,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
384,PT08M44.00S,2022-11-03T01:25:37.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630172,93.9060446780552,50.49019607843137,1610612741,66,61,2022-11-03T01:25:41Z,3780000,2.0,5.0,1,right,P. Williams cutting DUNK (13 PTS) (N. Vucevic 2 AST),"[1630172, 202696]",1610612741.0,CHI,cutting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,0.54,Made,13.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,,
386,PT08M25.00S,2022-11-03T01:25:55.3Z,3,REGULAR,2pt,Jump Shot,[],203486,10.463206307490145,74.26470588235294,1610612766,66,61,2022-11-03T01:26:01Z,3800000,-121.0,46.0,1,left,MISS M. Plumlee 12' floating Shot,[203486],1610612766.0,CHA,floating,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,12.97,Missed,,,,,,,,,,,,,,,,
387,PT08M23.00S,2022-11-03T01:25:57.3Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612766,66,61,2022-11-03T01:26:01Z,3810000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,386.0,4.0,3.0,1.0,,,,,,
388,PT08M13.00S,2022-11-03T01:26:07.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,28.597240473061763,27.450980392156865,1610612766,66,61,2022-11-03T01:26:14Z,3820000,113.0,216.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,24.39,Missed,,,,,,,,,,,,,,,,
389,PT08M10.00S,2022-11-03T01:26:10.2Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,66,61,2022-11-03T01:26:10Z,3830000,,,0,,N. Vucevic REBOUND (Off:1 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,388.0,9.0,8.0,1.0,,,,,,
390,PT07M57.00S,2022-11-03T01:26:23.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.11760840998686,53.92156862745098,1610612741,68,61,2022-11-03T01:26:28Z,3840000,20.0,12.0,1,right,N. Vucevic driving Layup (14 PTS) (Z. LaVine 6 AST),"[202696, 203897]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,2.31,Made,14.0,Z. LaVine,203897.0,6.0,,,,,,,,,,,,
392,PT07M44.00S,2022-11-03T01:26:41.1Z,3,REGULAR,foul,personal,[],201942,,,1610612766,68,61,2022-11-03T01:26:46Z,3860000,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 1629023]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Right,1146.0,,,,,,,,,,,,,,1.0,0.0,Washington,1629023.0,,
394,PT07M38.00S,2022-11-03T01:27:00.0Z,3,REGULAR,3pt,Jump Shot,[],1629667,23.603810775295663,12.745098039215685,1610612766,68,61,2022-11-03T01:27:03Z,3880000,186.0,169.0,1,left,MISS J. McDaniels 25' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,25.18,Missed,,,,,,,,,,,,,,,,
395,PT07M36.00S,2022-11-03T01:27:02.0Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,68,61,2022-11-03T01:27:03Z,3890000,,,0,,D. DeRozan REBOUND (Off:1 Def:5),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,394.0,6.0,5.0,1.0,,,,,,
396,PT07M23.00S,2022-11-03T01:27:16.2Z,3,REGULAR,turnover,lost ball,[],1630245,,,1610612741,68,61,2022-11-03T01:27:24Z,3900000,,,0,,A. Dosunmu lost ball TURNOVER (2 TO),"[1630245, 1629667]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,,,,,,,,,,McDaniels,1629667.0
397,PT07M23.00S,2022-11-03T01:27:16.2Z,3,REGULAR,steal,,[],1629667,,,1610612766,68,61,2022-11-03T01:27:18Z,3910000,,,0,,J. McDaniels STEAL (3 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
398,PT07M17.00S,2022-11-03T01:27:21.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629667,5.469776609724048,49.26470588235294,1610612766,68,63,2022-11-03T01:28:35Z,3920000,4.0,-1.0,1,left,J. McDaniels running alley-oop DUNK (8 PTS) (M. Plumlee 3 AST),"[1629667, 203486]",1610612766.0,CHA,running alley-oop,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,0.39,Made,8.0,M. Plumlee,203486.0,3.0,,,,,,,,,,,,
400,PT07M01.00S,2022-11-03T01:27:37.7Z,3,REGULAR,2pt,Jump Shot,[],1630245,93.9060446780552,23.52941176470588,1610612741,68,63,2022-11-03T01:27:44Z,3940000,-132.0,5.0,1,right,MISS A. Dosunmu 13' pullup Shot - blocked,"[1630245, 203486]",1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,13.25,Missed,,,,,Plumlee,203486.0,,,,,,,,,,
401,PT07M01.00S,2022-11-03T01:27:37.7Z,3,REGULAR,block,,[],203486,,,1610612741,68,63,2022-11-03T01:27:41Z,3950000,,,0,,M. Plumlee BLOCK (2 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
402,PT07M01.00S,2022-11-03T01:27:37.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,68,63,2022-11-03T01:27:44Z,3960000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,400.0,,,,,,,,,
403,PT07M01.00S,2022-11-03T01:27:46.5Z,3,REGULAR,foul,personal,[],1626162,,,1610612741,68,63,2022-11-03T01:27:54Z,3970000,,,0,,K. Oubre Jr. loose ball personal FOUL (1 PF),"[1626162, 202696]",1610612766.0,CHA,loose ball,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,,,,1.0,0.0,Vucevic,202696.0,,
405,PT07M01.00S,2022-11-03T01:27:57.5Z,3,REGULAR,substitution,out,[],203897,,,1610612741,68,63,2022-11-03T01:28:04Z,3990000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M01.00S,2022-11-03T01:27:57.5Z,3,REGULAR,substitution,out,[],1630172,,,1610612741,68,63,2022-11-03T01:28:04Z,4000000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT07M01.00S,2022-11-03T01:27:57.5Z,3,REGULAR,substitution,in,[],1627936,,,1610612741,68,63,2022-11-03T01:28:04Z,4010000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M01.00S,2022-11-03T01:27:57.5Z,3,REGULAR,substitution,in,[],1629750,,,1610612741,68,63,2022-11-03T01:28:04Z,4020000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M50.00S,2022-11-03T01:28:24.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],201942,86.81011826544021,69.6078431372549,1610612741,70,63,2022-11-03T01:28:30Z,4030000,98.0,71.0,1,right,D. DeRozan 12' step back Jump Shot (8 PTS),[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,12.13,Made,8.0,,,,,,,,,,,,,,,
410,PT06M50.00S,2022-11-03T01:28:27.0Z,3,REGULAR,foul,personal,['1freethrow'],1629667,,,1610612741,70,63,2022-11-03T01:28:33Z,4040000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (DeRozan 1 FT),"[1629667, 201942]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,1627524.0,,,,,,,,,,,,,,2.0,0.0,DeRozan,201942.0,,
412,PT06M50.00S,2022-11-03T01:28:52.9Z,3,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,71,63,2022-11-03T01:28:52Z,4060000,,,0,,D. DeRozan Free Throw 1 of 1 (9 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
413,PT06M37.00S,2022-11-03T01:29:07.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,5.075558475689881,54.41176470588235,1610612766,71,65,2022-11-03T01:29:19Z,4070000,-22.0,-5.0,1,left,D. Smith Jr. cutting Layup (4 PTS) (P. Washington 2 AST),"[1628372, 1629023]",1610612766.0,CHA,cutting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,2.26,Made,4.0,P. Washington,1629023.0,2.0,,,,,,,,,,,,
415,PT06M19.00S,2022-11-03T01:29:24.7Z,3,REGULAR,3pt,Jump Shot,[],1630245,79.05716162943496,91.91176470588235,1610612741,71,65,2022-11-03T01:29:28Z,4090000,210.0,144.0,1,right,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,25.45,Missed,,,,,,,,,,,,,,,,
416,PT06M17.00S,2022-11-03T01:29:26.7Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,71,65,2022-11-03T01:29:28Z,4100000,,,0,,M. Plumlee REBOUND (Off:2 Def:9),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,415.0,11.0,9.0,2.0,,,,,,
417,PT05M57.00S,2022-11-03T01:29:50.0Z,3,REGULAR,turnover,out-of-bounds,[],203486,,,1610612766,71,65,2022-11-03T01:29:55Z,4110000,,,0,,M. Plumlee bad pass out-of-bounds TURNOVER (2 TO),[203486],1610612766.0,CHA,bad pass,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Left,1146.0,2.0,,,,,,,,,,,,,,,,,,
418,PT05M57.00S,2022-11-03T01:29:52.6Z,3,REGULAR,substitution,out,[],1630245,,,1610612741,71,65,2022-11-03T01:30:03Z,4120000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M57.00S,2022-11-03T01:29:52.6Z,3,REGULAR,substitution,out,[],1626162,,,1610612741,71,65,2022-11-03T01:30:03Z,4130000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M57.00S,2022-11-03T01:29:52.6Z,3,REGULAR,substitution,in,[],201609,,,1610612741,71,65,2022-11-03T01:30:03Z,4140000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M57.00S,2022-11-03T01:29:52.6Z,3,REGULAR,substitution,in,[],1630550,,,1610612741,71,65,2022-11-03T01:30:03Z,4150000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M57.00S,2022-11-03T01:30:13.5Z,3,REGULAR,substitution,out,[],1629023,,,1610612741,71,65,2022-11-03T01:30:16Z,4160000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M57.00S,2022-11-03T01:30:13.5Z,3,REGULAR,substitution,in,[],1630547,,,1610612741,71,65,2022-11-03T01:30:16Z,4170000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M48.00S,2022-11-03T01:30:29.5Z,3,REGULAR,foul,offensive,[],202696,,,1610612741,71,65,2022-11-03T01:30:38Z,4180000,,,0,,N. Vucevic off-the-ball offensive FOUL (2 PF),"[202696, 1629667]",1610612741.0,CHI,off-the-ball,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,101283.0,,,,,,,,,,,,,,2.0,0.0,McDaniels,1629667.0,,
426,PT05M48.00S,2022-11-03T01:30:29.5Z,3,REGULAR,turnover,offensive foul,[],202696,,,1610612741,71,65,2022-11-03T01:30:29Z,4200000,,,0,,N. Vucevic offensive foul TURNOVER (2 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,101283.0,2.0,,,,,,,,,,,,,,,,,,
427,PT05M26.00S,2022-11-03T01:31:03.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628372,2.8416557161629434,72.30392156862744,1610612766,71,65,2022-11-03T01:31:08Z,4210000,-112.0,-26.0,1,left,MISS D. Smith Jr. 11' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Left,,,11.44,Missed,,,,,,,,,,,,,,,,
428,PT05M24.00S,2022-11-03T01:31:05.9Z,3,REGULAR,rebound,defensive,[],201609,,,1610612741,71,65,2022-11-03T01:31:08Z,4220000,,,0,,G. Dragic REBOUND (Off:0 Def:2),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,427.0,2.0,2.0,0.0,,,,,,
429,PT05M12.00S,2022-11-03T01:31:18.4Z,3,REGULAR,turnover,bad pass,[],202696,,,1610612741,71,65,2022-11-03T01:31:22Z,4230000,,,0,,N. Vucevic bad pass TURNOVER (3 TO),"[202696, 1629667]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,3.0,,,,,,,,,,,,,,,,,McDaniels,1629667.0
