actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
345,PT00M01.90S,2023-01-01T01:06:49.0Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,55,60,2023-01-01T01:06:55Z,3410000,False,,,0,,A. Caruso REBOUND (Off:1 Def:3),[1627936],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Caruso,A. Caruso,344.0,4.0,3.0,1.0,,,,,,,,,,,,,,
346,PT00M00.00S,2023-01-01T01:06:53.0Z,2,REGULAR,period,end,[],0,,,1610612741,55,60,2023-01-01T01:06:53Z,3420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2023-01-01T01:21:32.5Z,3,REGULAR,substitution,out,['startperiod'],1627936,,,1610612741,55,60,2023-01-01T01:21:58Z,3430000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2023-01-01T01:21:32.5Z,3,REGULAR,substitution,out,['startperiod'],1626224,,,1610612741,55,60,2023-01-01T01:21:58Z,3440000,False,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2023-01-01T01:21:32.5Z,3,REGULAR,substitution,in,['startperiod'],1630172,,,1610612741,55,60,2023-01-01T01:21:58Z,3450000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2023-01-01T01:21:32.5Z,3,REGULAR,substitution,in,['startperiod'],201567,,,1610612741,55,60,2023-01-01T01:21:58Z,3460000,False,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2023-01-01T01:22:01.1Z,3,REGULAR,period,start,[],0,,,1610612739,55,60,2023-01-01T01:22:01Z,3470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M32.00S,2023-01-01T01:22:28.1Z,3,REGULAR,2pt,Jump Shot,[],1628386,5.601182654402102,79.16666666666666,1610612739,55,60,2023-01-01T01:22:32Z,3480000,False,-146.0,0.0,1,left,MISS J. Allen 14' Jump Shot,[1628386],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,14.58,Missed,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
353,PT11M28.00S,2023-01-01T01:22:31.8Z,3,REGULAR,rebound,offensive,[],1627747,,,1610612739,55,60,2023-01-01T01:22:31Z,3490000,False,,,0,,C. LeVert REBOUND (Off:1 Def:4),[1627747],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,,LeVert,C. LeVert,352.0,5.0,4.0,1.0,,,,,,,,,,,,,,
354,PT11M28.00S,2023-01-01T01:22:31.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627747,5.590000152587891,50.0,1610612739,55,62,2023-01-01T01:22:31Z,3500000,False,0.0,0.0,1,left,C. LeVert putback Layup (14 PTS),[1627747],1610612739.0,CLE,putback,,,,,,Mid-Range,8-16 Left,0.0,Made,14.0,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
355,PT11M18.00S,2023-01-01T01:22:41.7Z,3,REGULAR,3pt,Jump Shot,[],1630172,67.09921156373193,44.36274509803921,1610612741,58,62,2023-01-01T01:22:47Z,3510000,False,-28.0,257.0,1,right,P. Williams 25' 3PT  (9 PTS) (A. Dosunmu 2 AST),"[1630172, 1630245]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,25.83,Made,9.0,Williams,P. Williams,,,,,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,
357,PT10M59.00S,2023-01-01T01:23:02.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,5.995400788436268,46.568627450980394,1610612739,58,64,2023-01-01T01:23:06Z,3530000,False,17.0,4.0,1,left,C. LeVert driving finger roll Layup (16 PTS),[1627747],1610612739.0,CLE,driving finger roll,,,,,,Restricted Area,0-8 Center,1.76,Made,16.0,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
358,PT10M35.00S,2023-01-01T01:23:24.4Z,3,REGULAR,3pt,Jump Shot,[],1630172,95.48291721419186,94.6078431372549,1610612741,58,64,2023-01-01T01:23:29Z,3540000,False,223.0,-10.0,1,right,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,22.32,Missed,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
359,PT10M33.00S,2023-01-01T01:23:26.4Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,58,64,2023-01-01T01:23:29Z,3550000,False,,,0,,J. Allen REBOUND (Off:3 Def:3),[1628386],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,,Allen,J. Allen,358.0,6.0,3.0,3.0,,,,,,,,,,,,,,
360,PT10M28.00S,2023-01-01T01:23:32.0Z,3,REGULAR,turnover,lost ball,[],1628378,,,1610612739,58,64,2023-01-01T01:23:35Z,3560000,False,,,0,,D. Mitchell lost ball TURNOVER (4 TO),"[1628378, 1630245]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,,Mitchell,D. Mitchell,,,,,,,,4.0,Dosunmu,1630245.0,,,,,,,,
361,PT10M28.00S,2023-01-01T01:23:32.0Z,3,REGULAR,steal,,[],1630245,,,1610612741,58,64,2023-01-01T01:23:34Z,3570000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
362,PT10M21.00S,2023-01-01T01:23:38.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630245,91.5407358738502,3.9215686274509802,1610612741,61,64,2023-01-01T01:23:43Z,3580000,False,-230.0,27.0,1,right,A. Dosunmu 3PT  (11 PTS) (D. DeRozan 3 AST),"[1630245, 201942]",1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.2,Made,11.0,Dosunmu,A. Dosunmu,,,,,D. DeRozan,201942.0,3.0,,,,,,,,,,,
364,PT09M57.00S,2023-01-01T01:24:52.8Z,3,REGULAR,jumpball,recovered,[],1630172,,,1610612739,61,64,2023-01-01T01:24:52Z,3600000,False,,,0,,Jump Ball A. Dosunmu vs. L. Stevens: Tip to P. Williams,"[1630172, 1630245, 1630205]",1610612741.0,CHI,heldball,P. Williams,Dosunmu,1630245.0,Stevens,1630205.0,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,1630172.0
367,PT09M57.00S,2023-01-01T01:24:52.8Z,3,REGULAR,turnover,bad pass,[],1627747,,,1610612739,61,64,2023-01-01T01:59:33Z,3630000,False,,,0,,C. LeVert bad pass TURNOVER (3 TO),"[1627747, 1630245]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,,LeVert,C. LeVert,,,,,,,,3.0,Dosunmu,1630245.0,,,,,,,,
368,PT09M57.00S,2023-01-01T01:24:52.8Z,3,REGULAR,steal,,[],1630245,,,1610612741,61,64,2023-01-01T01:24:52Z,3640000,False,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
369,PT09M41.00S,2023-01-01T01:25:08.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,93.24901445466492,53.67647058823529,1610612741,63,64,2023-01-01T01:25:12Z,3650000,False,18.0,11.0,1,right,A. Dosunmu driving Layup (13 PTS),[1630245],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,2.14,Made,13.0,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
370,PT09M22.00S,2023-01-01T01:25:28.3Z,3,REGULAR,turnover,bad pass,[],1628378,,,1610612739,63,64,2023-01-01T01:25:35Z,3660000,False,,,0,,D. Mitchell bad pass TURNOVER (5 TO),"[1628378, 201942]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Left Center,,,,Mitchell,D. Mitchell,,,,,,,,5.0,DeRozan,201942.0,,,,,,,,
371,PT09M22.00S,2023-01-01T01:25:28.3Z,3,REGULAR,steal,,[],201942,,,1610612741,63,64,2023-01-01T01:25:30Z,3670000,False,,,0,,D. DeRozan STEAL (2 STL),[201942],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
372,PT09M13.00S,2023-01-01T01:25:37.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202696,66.5735873850197,33.088235294117645,1610612741,63,64,2023-01-01T01:25:43Z,3680000,False,-85.0,262.0,1,right,MISS N. Vucevic 27' 3PT,[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,27.5,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
373,PT09M10.00S,2023-01-01T01:25:40.0Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,63,64,2023-01-01T01:25:43Z,3690000,False,,,0,,K. Love REBOUND (Off:1 Def:6),[201567],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,,Love,K. Love,372.0,7.0,6.0,1.0,,,,,,,,,,,,,,
374,PT08M50.00S,2023-01-01T01:25:59.7Z,3,REGULAR,3pt,Jump Shot,[],1627747,29.25427069645204,70.58823529411765,1610612739,63,64,2023-01-01T01:26:07Z,3700000,False,-103.0,222.0,1,left,MISS C. LeVert 24' 3PT,[1627747],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
375,PT08M48.00S,2023-01-01T01:26:01.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,63,64,2023-01-01T01:26:07Z,3710000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,,,374.0,,,,,,,,,,,,,,,,,
377,PT08M38.00S,2023-01-01T01:26:23.6Z,3,REGULAR,2pt,Jump Shot,[],1630172,79.58278580814718,51.9607843137255,1610612741,63,64,2023-01-01T01:26:30Z,3730000,False,10.0,139.0,1,right,MISS P. Williams 13' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,,,,Mid-Range,8-16 Center,13.97,Missed,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
378,PT08M34.00S,2023-01-01T01:26:27.6Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,63,64,2023-01-01T01:26:30Z,3740000,False,,,0,,J. Allen REBOUND (Off:3 Def:4),[1628386],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Center,,,,Allen,J. Allen,377.0,7.0,4.0,3.0,,,,,,,,,,,,,,
379,PT08M25.00S,2023-01-01T01:26:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,6.83311432325887,46.07460171568628,1610612739,63,64,2023-01-01T01:26:43Z,3750000,False,20.0,12.0,1,left,MISS L. Stevens driving Layup,[1630205],1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,2.28,Missed,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,
380,PT08M22.00S,2023-01-01T01:26:39.1Z,3,REGULAR,rebound,offensive,[],1627747,,,1610612739,63,64,2023-01-01T01:26:43Z,3760000,False,,,0,,C. LeVert REBOUND (Off:2 Def:4),[1627747],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,LeVert,C. LeVert,379.0,6.0,4.0,2.0,,,,,,,,,,,,,,
381,PT08M21.00S,2023-01-01T01:26:39.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201567,24.26084099868594,16.911764705882355,1610612739,63,64,2023-01-01T01:26:50Z,3770000,False,165.0,176.0,1,left,MISS K. Love 24' 3PT,[201567],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,24.12,Missed,,Love,K. Love,,,,,,,,,,,,,,,,,,
382,PT08M21.00S,2023-01-01T01:26:39.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,63,64,2023-01-01T01:26:50Z,3780000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,,,381.0,,,,,,,,,,,,,,,,,
384,PT08M08.00S,2023-01-01T01:27:12.7Z,3,REGULAR,turnover,bad pass,[],1630245,,,1610612741,63,64,2023-01-01T01:27:19Z,3800000,False,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1628386]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Dosunmu,A. Dosunmu,,,,,,,,1.0,Allen,1628386.0,,,,,,,,
385,PT08M08.00S,2023-01-01T01:27:12.7Z,3,REGULAR,steal,,[],1628386,,,1610612739,63,64,2023-01-01T01:27:14Z,3810000,False,,,0,,J. Allen STEAL (2 STL),[1628386],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
386,PT07M56.00S,2023-01-01T01:27:29.9Z,3,REGULAR,turnover,bad pass,[],1627747,,,1610612739,63,64,2023-01-01T01:27:39Z,3820000,False,,,0,,C. LeVert bad pass TURNOVER (4 TO),[1627747],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Center,,,,LeVert,C. LeVert,,,,,,,,4.0,,,,,,,,,,
388,PT07M56.00S,2023-01-01T01:27:36.3Z,3,REGULAR,foul,personal,[],1630205,,,1610612741,63,64,2023-01-01T01:27:52Z,3840000,False,,,0,,L. Stevens loose ball personal FOUL (1 PF),"[1630205, 202696]",1610612739.0,CLE,loose ball,,,,,,In The Paint (Non-RA),8-16 Center,,,,Stevens,L. Stevens,,,,,,,,,,,200834.0,1.0,0.0,Vucevic,202696.0,,,
390,PT07M42.00S,2023-01-01T01:27:54.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201942,92.9862023653088,13.970588235294118,1610612741,63,64,2023-01-01T01:27:58Z,3860000,False,-180.0,13.0,1,right,MISS D. DeRozan 18' pullup Shot,[201942],1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Left,18.06,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
391,PT07M40.00S,2023-01-01T01:27:56.4Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,63,64,2023-01-01T01:27:58Z,3870000,False,,,0,,J. Allen REBOUND (Off:3 Def:5),[1628386],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Left,,,,Allen,J. Allen,390.0,8.0,5.0,3.0,,,,,,,,,,,,,,
392,PT07M38.00S,2023-01-01T01:28:02.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,63,64,2023-01-01T01:28:02Z,3880000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M26.00S,2023-01-01T01:31:14.9Z,3,REGULAR,turnover,lost ball,[],1630205,,,1610612739,63,64,2023-01-01T01:31:18Z,3890000,False,,,0,,L. Stevens lost ball TURNOVER (1 TO),"[1630205, 201942]",1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,,Stevens,L. Stevens,,,,,,,,1.0,DeRozan,201942.0,,,,,,,,
394,PT07M26.00S,2023-01-01T01:31:14.9Z,3,REGULAR,steal,,[],201942,,,1610612741,63,64,2023-01-01T01:31:16Z,3900000,False,,,0,,D. DeRozan STEAL (3 STL),[201942],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
395,PT07M16.00S,2023-01-01T01:31:25.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203897,67.36202365308804,58.333333333333336,1610612741,63,64,2023-01-01T01:31:29Z,3910000,False,42.0,254.0,1,right,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Center,25.77,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
396,PT07M13.00S,2023-01-01T01:31:28.1Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612739,63,64,2023-01-01T01:31:29Z,3920000,False,,,0,,C. LeVert REBOUND (Off:2 Def:5),[1627747],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,,LeVert,C. LeVert,395.0,7.0,5.0,2.0,,,,,,,,,,,,,,
397,PT07M09.00S,2023-01-01T01:31:37.8Z,3,REGULAR,foul,personal,[],201942,,,1610612739,63,64,2023-01-01T01:31:44Z,3930000,False,,,0,,D. DeRozan personal FOUL (2 PF),"[201942, 1627747]",1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,,DeRozan,D. DeRozan,,,,,,,,,,,202037.0,2.0,0.0,LeVert,1627747.0,,,
399,PT07M09.00S,2023-01-01T01:31:42.9Z,3,REGULAR,substitution,out,[],1630205,,,1610612739,63,64,2023-01-01T01:31:48Z,3950000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,
400,PT07M09.00S,2023-01-01T01:31:42.9Z,3,REGULAR,substitution,in,[],1630171,,,1610612739,63,64,2023-01-01T01:31:48Z,3960000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
401,PT06M54.00S,2023-01-01T01:32:08.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,7.5722733245729295,48.77450980392157,1610612739,63,66,2023-01-01T01:56:59Z,3970000,False,6.0,19.0,1,left,D. Mitchell driving floating Jump Shot (10 PTS),[1628378],1610612739.0,CLE,driving floating,,,,,,Restricted Area,0-8 Center,1.97,Made,10.0,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
402,PT06M25.00S,2023-01-01T01:32:39.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,93.24901445466492,50.98039215686274,1610612741,63,66,2023-01-01T01:32:57Z,3980000,False,5.0,11.0,1,right,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.2,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
403,PT06M25.00S,2023-01-01T01:32:39.7Z,3,REGULAR,rebound,offensive,[],201942,,,1610612741,63,66,2023-01-01T01:32:57Z,3990000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:2),[201942],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,DeRozan,D. DeRozan,402.0,3.0,2.0,1.0,,,,,,,,,,,,,,
404,PT06M24.00S,2023-01-01T01:32:46.6Z,3,REGULAR,turnover,out-of-bounds,[],201942,,,1610612741,63,66,2023-01-01T01:34:38Z,4000000,False,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (2 TO),[201942],1610612741.0,CHI,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,,DeRozan,D. DeRozan,,,,,,,,2.0,,,200834.0,,,,,,,
405,PT06M16.00S,2023-01-01T01:32:54.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,20.844283837056505,22.54901960784314,1610612739,63,66,2023-01-01T01:33:08Z,4010000,False,137.0,143.0,1,left,MISS D. Mitchell 19' Jump Shot,[1628378],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Right Center,19.85,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
406,PT06M12.00S,2023-01-01T01:32:58.5Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,63,66,2023-01-01T01:33:11Z,4020000,False,,,0,,P. Williams REBOUND (Off:1 Def:1),[1630172],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,,Williams,P. Williams,405.0,2.0,1.0,1.0,,,,,,,,,,,,,,
407,PT06M05.00S,2023-01-01T01:33:06.4Z,3,REGULAR,2pt,Jump Shot,[],203897,72.09264126149803,45.588235294117645,1610612741,63,66,2023-01-01T01:33:48Z,4030000,False,-22.0,210.0,1,right,MISS Z. LaVine 21' Jump Shot,[203897],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,21.1,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
408,PT06M03.00S,2023-01-01T01:33:08.5Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,63,66,2023-01-01T01:33:08Z,4040000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Center,,,,Mitchell,D. Mitchell,407.0,1.0,1.0,0.0,,,,,,,,,,,,,,
409,PT05M58.00S,2023-01-01T01:33:12.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,4.812746386333772,50.73529411764706,1610612739,63,68,2023-01-01T01:33:19Z,4050000,False,-4.0,-7.0,1,left,D. Mitchell driving Layup (12 PTS),[1628378],1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,0.82,Made,12.0,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
410,PT05M51.00S,2023-01-01T01:33:19.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,93.24901445466492,53.67647058823529,1610612741,63,68,2023-01-01T01:36:43Z,4060000,False,18.0,11.0,1,right,MISS A. Dosunmu Layup,[1630245],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,2.14,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
411,PT05M50.00S,2023-01-01T01:33:20.3Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,63,68,2023-01-01T01:33:24Z,4070000,False,,,0,,K. Love REBOUND (Off:1 Def:7),[201567],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Love,K. Love,410.0,8.0,7.0,1.0,,,,,,,,,,,,,,
412,PT05M32.00S,2023-01-01T01:33:38.2Z,3,REGULAR,3pt,Jump Shot,[],201567,3.235873850197109,94.85294117647058,1610612739,63,68,2023-01-01T01:33:42Z,4080000,False,-224.0,-22.0,1,left,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,22.54,Missed,,Love,K. Love,,,,,,,,,,,,,,,,,,
413,PT05M30.00S,2023-01-01T01:33:40.2Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,63,68,2023-01-01T01:33:42Z,4090000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:7),[202696],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,Vucevic,N. Vucevic,412.0,9.0,7.0,2.0,,,,,,,,,,,,,,
414,PT05M20.00S,2023-01-01T01:33:51.1Z,3,REGULAR,3pt,Jump Shot,[],1630245,95.22010512483574,4.411764705882353,1610612741,66,68,2023-01-01T01:33:56Z,4100000,False,-228.0,-8.0,1,right,A. Dosunmu 3PT  (16 PTS) (N. Vucevic 1 AST),"[1630245, 202696]",1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,22.8,Made,16.0,Dosunmu,A. Dosunmu,,,,,N. Vucevic,202696.0,1.0,,,,,,,,,,,
416,PT05M02.00S,2023-01-01T01:34:14.8Z,3,REGULAR,foul,personal,[],1630245,,,1610612739,66,68,2023-01-01T01:34:29Z,4120000,False,,,0,,A. Dosunmu personal FOUL (2 PF),"[1630245, 1628378]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,201638.0,2.0,0.0,Mitchell,1628378.0,,,
418,PT05M02.00S,2023-01-01T01:34:21.7Z,3,REGULAR,substitution,out,[],1630245,,,1610612739,66,68,2023-01-01T01:34:32Z,4140000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
419,PT05M02.00S,2023-01-01T01:34:21.7Z,3,REGULAR,substitution,out,[],1630172,,,1610612739,66,68,2023-01-01T01:34:32Z,4150000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
420,PT05M02.00S,2023-01-01T01:34:21.7Z,3,REGULAR,substitution,out,[],1627747,,,1610612739,66,68,2023-01-01T01:34:32Z,4160000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
421,PT05M02.00S,2023-01-01T01:34:21.7Z,3,REGULAR,substitution,in,[],1627936,,,1610612739,66,68,2023-01-01T01:34:32Z,4170000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
422,PT05M02.00S,2023-01-01T01:34:21.7Z,3,REGULAR,substitution,in,[],1629750,,,1610612739,66,68,2023-01-01T01:34:32Z,4180000,False,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
423,PT05M02.00S,2023-01-01T01:34:21.7Z,3,REGULAR,substitution,in,[],1626224,,,1610612739,66,68,2023-01-01T01:34:32Z,4190000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
424,PT04M48.00S,2023-01-01T01:34:49.5Z,3,REGULAR,3pt,Jump Shot,[],1628378,32.013797634691194,66.91176470588235,1610612739,66,68,2023-01-01T01:34:56Z,4200000,False,-85.0,248.0,1,left,MISS D. Mitchell 26' step back 3PT,[1628378],1610612739.0,CLE,step back,,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
425,PT04M44.00S,2023-01-01T01:34:53.5Z,3,REGULAR,rebound,offensive,[],1626224,,,1610612739,66,68,2023-01-01T01:34:56Z,4210000,False,,,0,,C. Osman REBOUND (Off:1 Def:1),[1626224],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,,Osman,C. Osman,424.0,2.0,1.0,1.0,,,,,,,,,,,,,,
426,PT04M38.00S,2023-01-01T01:35:01.8Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612739,66,68,2023-01-01T01:35:27Z,4220000,False,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Okoro 2 FT),"[202696, 1630171]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,,,,,,,,,,,201638.0,2.0,0.0,Okoro,1630171.0,,,
