actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
608,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,out,[],1627747,,,1610612741,92,118,2022-10-23T02:19:25Z,6020000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,out,[],1630596,,,1610612741,92,118,2022-10-23T02:19:25Z,6030000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,out,[],1626224,,,1610612741,92,118,2022-10-23T02:19:25Z,6040000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,out,[],1628386,,,1610612741,92,118,2022-10-23T02:19:25Z,6050000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,out,[],1628378,,,1610612741,92,118,2022-10-23T02:19:25Z,6060000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,in,[],1627884,,,1610612741,92,118,2022-10-23T02:19:25Z,6070000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,in,[],1631207,,,1610612741,92,118,2022-10-23T02:19:25Z,6080000,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,in,[],1628396,,,1610612741,92,118,2022-10-23T02:19:25Z,6090000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,in,[],1630172,,,1610612741,92,118,2022-10-23T02:19:25Z,6100000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,in,[],203526,,,1610612741,92,118,2022-10-23T02:19:25Z,6110000,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,in,[],1630600,,,1610612741,92,118,2022-10-23T02:19:25Z,6120000,,,0,,SUB in: I. Mobley,[1630600],1610612739.0,CLE,,,,Mobley,I. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,in,[],1630205,,,1610612741,92,118,2022-10-23T02:19:25Z,6130000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,in,[],1629731,,,1610612741,92,118,2022-10-23T02:19:25Z,6140000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M07.00S,2022-10-23T02:18:58.0Z,4,REGULAR,substitution,in,[],201577,,,1610612741,92,118,2022-10-23T02:19:25Z,6150000,,,0,,SUB in: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M51.00S,2022-10-23T02:19:42.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,92.19776609724047,47.549019607843135,1610612741,92,118,2022-10-23T02:19:58Z,6160000,-12.0,21.0,1,right,MISS D. Terry Layup - blocked,"[1631207, 201577]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,2.42,Missed,Lopez,201577.0,,,,,,,,,,,,,,,,
623,PT03M51.00S,2022-10-23T02:19:42.3Z,4,REGULAR,block,,[],201577,,,1610612741,92,118,2022-10-23T02:19:44Z,6170000,,,0,,R. Lopez BLOCK (2 BLK),[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
624,PT03M47.00S,2022-10-23T02:19:46.3Z,4,REGULAR,rebound,defensive,[],1629731,,,1610612739,92,118,2022-10-23T02:19:58Z,6180000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,622.0,1.0,1.0,0.0,,,,,,,,,,,,
625,PT03M30.00S,2022-10-23T02:20:01.7Z,4,REGULAR,turnover,bad pass,[],1629731,,,1610612739,92,118,2022-10-23T02:20:09Z,6190000,,,0,,D. Wade bad pass TURNOVER (1 TO),"[1629731, 1627884]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1.0,Jones Jr.,1627884.0,,,,
626,PT03M30.00S,2022-10-23T02:20:01.7Z,4,REGULAR,steal,,[],1627884,,,1610612741,92,118,2022-10-23T02:20:03Z,6200000,,,0,,D. Jones Jr. STEAL (2 STL),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
628,PT03M20.00S,2022-10-23T02:20:32.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630172,71.17279894875165,78.67647058823529,1610612741,95,118,2022-10-23T02:20:40Z,6220000,143.0,218.0,1,right,P. Williams 26' 3PT  (5 PTS) (C. White 1 AST),"[1630172, 1629632]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,26.14,Made,,,,,,,5.0,C. White,1629632.0,1.0,,,,,,,,
630,PT03M01.00S,2022-10-23T02:20:50.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,15.193823915900131,46.32352941176471,1610612739,95,118,2022-10-23T02:20:55Z,6240000,18.0,90.0,1,left,MISS L. Stevens 9' fadeaway Shot,[1630205],1610612739.0,CLE,fadeaway,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),8-16 Center,9.22,Missed,,,,,,,,,,,,,,,,,,
631,PT02M59.00S,2022-10-23T02:20:52.9Z,4,REGULAR,rebound,defensive,[],1630172,,,1610612741,95,118,2022-10-23T02:20:55Z,6250000,,,0,,P. Williams REBOUND (Off:1 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,630.0,3.0,2.0,1.0,,,,,,,,,,,,
632,PT02M56.00S,2022-10-23T02:20:58.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630600,,,1610612741,95,118,2022-10-23T02:21:06Z,6260000,,,0,,I. Mobley shooting personal FOUL (1 PF) (Williams 2 FT),"[1630600, 1630172]",1610612739.0,CLE,shooting,,,Mobley,I. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,Williams,1630172.0
635,PT02M56.00S,2022-10-23T02:21:20.5Z,4,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,96,118,2022-10-23T02:21:20Z,6280000,,,0,,P. Williams Free Throw 1 of 2 (6 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
636,PT02M56.00S,2022-10-23T02:21:20.5Z,4,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,96,118,2022-10-23T02:21:38Z,6290000,,,0,,MISS P. Williams Free Throw 2 of 2,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
637,PT02M52.00S,2022-10-23T02:21:24.5Z,4,REGULAR,rebound,offensive,[],1628396,,,1610612741,96,118,2022-10-23T02:21:38Z,6300000,,,0,,T. Bradley REBOUND (Off:1 Def:0),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,636.0,1.0,0.0,1.0,,,,,,,,,,,,
638,PT02M44.00S,2022-10-23T02:21:41.5Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630172,73.27529566360053,63.725490196078425,1610612741,96,118,2022-10-23T02:21:49Z,6310000,69.0,199.0,1,right,MISS P. Williams 21' Jump Shot,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,21.02,Missed,,,,,,,,,,,,,,,,,,
639,PT02M42.00S,2022-10-23T02:21:43.5Z,4,REGULAR,rebound,defensive,[],203526,,,1610612739,96,118,2022-10-23T02:21:49Z,6320000,,,0,,R. Neto REBOUND (Off:0 Def:3),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,Mid-Range,16-24 Right Center,,,,,638.0,3.0,3.0,0.0,,,,,,,,,,,,
640,PT02M38.00S,2022-10-23T02:21:46.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629731,5.469776609724048,47.794117647058826,1610612739,96,120,2022-10-23T02:21:54Z,6330000,11.0,-1.0,1,left,D. Wade Layup (2 PTS) (R. Neto 2 AST),"[1629731, 203526]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,2.0,R. Neto,203526.0,2.0,,,,,,,,
642,PT02M23.00S,2022-10-23T02:22:01.5Z,4,REGULAR,3pt,Jump Shot,[],1628396,94.56307490144546,95.58823529411765,1610612741,96,120,2022-10-23T02:22:06Z,6350000,228.0,-1.0,1,right,MISS T. Bradley 3PT,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
643,PT02M20.00S,2022-10-23T02:22:04.5Z,4,REGULAR,rebound,defensive,[],1630600,,,1610612739,96,120,2022-10-23T02:22:06Z,6360000,,,0,,I. Mobley REBOUND (Off:0 Def:1),[1630600],1610612739.0,CLE,,,,Mobley,I. Mobley,,,,,Right Corner 3,24+ Right,,,,,642.0,1.0,1.0,0.0,,,,,,,,,,,,
645,PT02M01.00S,2022-10-23T02:22:24.2Z,4,REGULAR,3pt,Jump Shot,[],1629731,28.07161629434954,80.14705882352942,1610612739,96,120,2022-10-23T02:22:32Z,6380000,-151.0,211.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
646,PT01M55.00S,2022-10-23T02:22:30.2Z,4,REGULAR,rebound,defensive,[],1628396,,,1610612741,96,120,2022-10-23T02:22:32Z,6390000,,,0,,T. Bradley REBOUND (Off:1 Def:1),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,Above the Break 3,24+ Left Center,,,,,645.0,2.0,1.0,1.0,,,,,,,,,,,,
647,PT01M46.00S,2022-10-23T02:22:38.7Z,4,REGULAR,turnover,bad pass,[],1631207,,,1610612741,96,120,2022-10-23T02:22:44Z,6400000,,,0,,D. Terry bad pass TURNOVER (1 TO),"[1631207, 203526]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Neto,203526.0,,,,
648,PT01M46.00S,2022-10-23T02:22:38.7Z,4,REGULAR,steal,,[],203526,,,1610612739,96,120,2022-10-23T02:22:43Z,6410000,,,0,,R. Neto STEAL (1 STL),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
649,PT01M44.00S,2022-10-23T02:22:44.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203526,6.258212877792378,48.77450980392157,1610612739,96,120,2022-10-23T02:23:03Z,6420000,6.0,6.0,1,left,MISS R. Neto running Layup - blocked,"[203526, 1627884]",1610612739.0,CLE,running,,,Neto,R. Neto,,,,,Restricted Area,0-8 Center,0.88,Missed,Jones Jr.,1627884.0,,,,,,,,,,,,,,,,
650,PT01M44.00S,2022-10-23T02:22:44.6Z,4,REGULAR,block,,[],1627884,,,1610612739,96,120,2022-10-23T02:22:47Z,6430000,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
651,PT01M44.00S,2022-10-23T02:22:44.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,96,120,2022-10-23T02:22:54Z,6440000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,649.0,,,,,,,,,,,,,,,
653,PT01M44.00S,2022-10-23T02:22:54.5Z,4,REGULAR,substitution,out,[],1627884,,,1610612739,96,120,2022-10-23T02:23:07Z,6460000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M44.00S,2022-10-23T02:22:54.5Z,4,REGULAR,substitution,in,[],1630250,,,1610612739,96,120,2022-10-23T02:23:07Z,6470000,,,0,,SUB in: M. Simonovic,[1630250],1610612741.0,CHI,,,,Simonovic,M. Simonovic,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT01M35.00S,2022-10-23T02:23:22.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629731,32.14520367936925,44.11764705882353,1610612739,96,123,2022-10-23T02:23:28Z,6480000,29.0,250.0,1,left,D. Wade 25' 3PT  (5 PTS) (R. Neto 3 AST),"[1629731, 203526]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Center,25.14,Made,,,,,,,5.0,R. Neto,203526.0,3.0,,,,,,,,
657,PT01M22.00S,2022-10-23T02:23:36.5Z,4,REGULAR,3pt,Jump Shot,[],1630172,72.48685939553219,20.098039215686274,1610612741,96,123,2022-10-23T02:23:45Z,6500000,-150.0,206.0,1,right,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
658,PT01M15.00S,2022-10-23T02:23:43.5Z,4,REGULAR,rebound,defensive,[],1629731,,,1610612739,96,123,2022-10-23T02:23:45Z,6510000,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,,,657.0,2.0,2.0,0.0,,,,,,,,,,,,
659,PT01M10.00S,2022-10-23T02:23:50.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201577,11.908672798948752,47.30392156862745,1610612739,96,125,2022-10-23T02:23:55Z,6520000,13.0,59.0,1,left,R. Lopez 6' turnaround Hook (12 PTS) (R. Neto 4 AST),"[201577, 203526]",1610612739.0,CLE,turnaround,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,6.09,Made,,,,,,,12.0,R. Neto,203526.0,4.0,,,,,,,,
661,PT00M57.70S,2022-10-23T02:24:04.3Z,4,REGULAR,2pt,Jump Shot,[],1629632,75.24638633377135,64.2156862745098,1610612741,96,125,2022-10-23T02:24:19Z,6540000,71.0,180.0,1,right,MISS C. White 19' Jump Shot,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,19.37,Missed,,,,,,,,,,,,,,,,,,
662,PT00M54.90S,2022-10-23T02:24:07.1Z,4,REGULAR,rebound,defensive,[],1630205,,,1610612739,96,125,2022-10-23T02:24:19Z,6550000,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Mid-Range,16-24 Right Center,,,,,661.0,1.0,1.0,0.0,,,,,,,,,,,,
663,PT00M47.40S,2022-10-23T02:24:14.7Z,4,REGULAR,3pt,Jump Shot,[],1630600,6.389618922470433,2.696078431372549,1610612739,96,128,2022-10-23T02:24:24Z,6560000,237.0,8.0,1,left,I. Mobley 3PT  (3 PTS) (D. Wade 1 AST),"[1630600, 1629731]",1610612739.0,CLE,,,,Mobley,I. Mobley,,,,,Right Corner 3,24+ Right,23.66,Made,,,,,,,3.0,D. Wade,1629731.0,1.0,,,,,,,,
665,PT00M37.50S,2022-10-23T02:24:27.5Z,4,REGULAR,3pt,Jump Shot,[],1630250,66.17936925098554,47.549019607843135,1610612741,96,128,2022-10-23T02:24:33Z,6580000,-12.0,265.0,1,right,MISS M. Simonovic 26' 3PT,[1630250],1610612741.0,CHI,,,,Simonovic,M. Simonovic,,,,,Above the Break 3,24+ Center,26.57,Missed,,,,,,,,,,,,,,,,,,
666,PT00M33.80S,2022-10-23T02:24:31.3Z,4,REGULAR,rebound,defensive,[],203526,,,1610612739,96,128,2022-10-23T02:24:31Z,6590000,,,0,,R. Neto REBOUND (Off:0 Def:4),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,Above the Break 3,24+ Center,,,,,665.0,4.0,4.0,0.0,,,,,,,,,,,,
667,PT00M13.30S,2022-10-23T02:24:59.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612739,96,128,2022-10-23T02:25:12Z,6600000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628953.0,,,,,,,
668,PT00M00.00S,2022-10-23T02:25:17.1Z,4,REGULAR,period,end,[],0,,,1610612741,96,128,2022-10-23T02:25:17Z,6610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M00.00S,2022-10-23T02:25:21.9Z,4,REGULAR,game,end,[],0,,,0,96,128,2022-10-23T02:25:21Z,6620000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
