actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
354,PT11M07.00S,2022-10-25T01:22:03.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,83.13074901445466,53.92156862745098,1610612741,67,54,2022-10-25T01:22:11Z,3370000,20.0,106.0,1,right,MISS P. Williams 10' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,10.79,Missed,,,,,,,,,,,,,,,,,,
355,PT11M06.00S,2022-10-25T01:22:04.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,67,54,2022-10-25T01:22:11Z,3380000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,354.0,4.0,3.0,1.0,,,,,,,,,,
356,PT11M00.00S,2022-10-25T01:22:11.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.046649145860711,52.450980392156865,1610612738,67,56,2022-10-25T01:22:16Z,3390000,-12.0,14.0,1,left,J. Brown driving Layup (14 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.84,Made,14.0,,,,,,,,,,,,,,,,,
357,PT10M45.00S,2022-10-25T01:22:27.0Z,3,REGULAR,3pt,Jump Shot,[],203897,67.09921156373193,28.431372549019606,1610612741,67,56,2022-10-25T01:37:44Z,3400000,-108.0,257.0,1,right,MISS Z. LaVine 27' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.85,Missed,,,,,,,,,,,,,,,,,,
358,PT10M42.00S,2022-10-25T01:22:30.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,67,56,2022-10-25T01:22:31Z,3410000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,357.0,6.0,6.0,0.0,,,,,,,,,,
359,PT10M29.00S,2022-10-25T01:22:44.4Z,3,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612738,67,56,2022-10-25T01:22:53Z,3420000,,,0,,A. Dosunmu shooting personal FOUL (2 PF) (Tatum 2 FT),"[1630245, 1628369]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1830.0,,2.0,0.0,Tatum,1628369.0,,,,
361,PT10M29.00S,2022-10-25T01:23:14.2Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,67,57,2022-10-25T01:23:14Z,3440000,,,0,,J. Tatum Free Throw 1 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
362,PT10M29.00S,2022-10-25T01:23:31.7Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,67,58,2022-10-25T01:23:31Z,3450000,,,0,,J. Tatum Free Throw 2 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
363,PT10M13.00S,2022-10-25T01:23:48.1Z,3,REGULAR,2pt,Jump Shot,[],201942,76.82325886990802,52.94117647058824,1610612741,67,58,2022-10-25T01:23:57Z,3460000,15.0,165.0,1,right,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,16.61,Missed,,,,,,,,,,,,,,,,,,
364,PT10M09.00S,2022-10-25T01:23:52.7Z,3,REGULAR,rebound,offensive,[],1630172,,,1610612741,67,58,2022-10-25T01:23:52Z,3470000,,,0,,P. Williams REBOUND (Off:1 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,,,,,,,363.0,2.0,1.0,1.0,,,,,,,,,,
365,PT10M09.00S,2022-10-25T01:23:52.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630172,94.40999984741211,50.0,1610612741,69,58,2022-10-25T01:23:52Z,3480000,0.0,0.0,1,right,P. Williams putback Layup (2 PTS),[1630172],1610612741.0,CHI,putback,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
366,PT09M47.00S,2022-10-25T01:24:14.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,7.835085413929041,51.470588235294116,1610612738,69,58,2022-10-25T01:25:34Z,3490000,-7.0,21.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
367,PT09M45.00S,2022-10-25T01:24:16.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,69,58,2022-10-25T01:24:26Z,3500000,,,0,,N. Vucevic REBOUND (Off:6 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,366.0,14.0,8.0,6.0,,,,,,,,,,
368,PT09M39.00S,2022-10-25T01:24:22.5Z,3,REGULAR,3pt,Jump Shot,[],202696,69.59592641261499,24.509803921568626,1610612741,69,58,2022-10-25T01:24:29Z,3510000,-127.0,233.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,26.59,Missed,,,,,,,,,,,,,,,,,,
369,PT09M37.00S,2022-10-25T01:24:24.5Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,69,58,2022-10-25T01:24:29Z,3520000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,368.0,5.0,4.0,1.0,,,,,,,,,,
370,PT09M28.00S,2022-10-25T01:24:33.4Z,3,REGULAR,2pt,Jump Shot,[],1627759,4.418528252299605,22.54901960784314,1610612738,69,60,2022-10-25T01:24:37Z,3530000,137.0,-11.0,1,left,J. Brown 13' fadeaway Jump Shot (16 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,13.77,Made,16.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
372,PT09M17.00S,2022-10-25T01:24:47.9Z,3,REGULAR,foul,personal,[],1627759,,,1610612741,69,60,2022-10-25T01:24:55Z,3550000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 201942]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627541.0,,3.0,0.0,DeRozan,201942.0,,,,
374,PT09M10.00S,2022-10-25T01:25:12.7Z,3,REGULAR,3pt,Jump Shot,[],202696,66.44218134034165,66.17647058823529,1610612741,69,60,2022-10-25T01:25:33Z,3570000,81.0,263.0,1,right,MISS N. Vucevic 27' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,27.51,Missed,,,,,,,,,,,,,,,,,,
375,PT09M07.00S,2022-10-25T01:25:15.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,69,60,2022-10-25T01:25:20Z,3580000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,374.0,7.0,7.0,0.0,,,,,,,,,,
376,PT09M03.00S,2022-10-25T01:25:25.4Z,3,REGULAR,foul,personal,[],1630245,,,1610612738,69,60,2022-10-25T01:25:36Z,3590000,,,0,,A. Dosunmu personal FOUL (3 PF),"[1630245, 1627759]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1830.0,,3.0,0.0,Brown,1627759.0,,,,
378,PT08M52.00S,2022-10-25T01:25:52.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.882391590013142,31.127450980392158,1610612738,69,63,2022-10-25T01:29:41Z,3610000,94.0,247.0,1,left,J. Tatum 26' 3PT pullup (20 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.46,Made,20.0,,,,,,,,,,,,,,,,,
379,PT08M30.00S,2022-10-25T01:26:15.8Z,3,REGULAR,3pt,Jump Shot,[],1630172,77.4802890932983,89.95098039215686,1610612741,69,63,2022-10-25T01:26:32Z,3620000,200.0,159.0,1,right,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
380,PT08M27.00S,2022-10-25T01:26:18.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,69,63,2022-10-25T01:26:32Z,3630000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,379.0,8.0,8.0,0.0,,,,,,,,,,
381,PT08M20.00S,2022-10-25T01:26:25.0Z,3,REGULAR,3pt,Jump Shot,[],203935,31.488173455978973,28.186274509803923,1610612738,69,66,2022-10-25T01:26:41Z,3640000,109.0,243.0,1,left,M. Smart 26' 3PT  (11 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.68,Made,11.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
383,PT08M19.00S,2022-10-25T01:26:31.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,69,66,2022-10-25T01:26:31Z,3660000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT08M08.00S,2022-10-25T01:29:35.7Z,3,REGULAR,foul,offensive,[],202696,,,1610612741,69,66,2022-10-25T01:29:44Z,3670000,,,0,,N. Vucevic charge offensive FOUL (1 PF),"[202696, 203935]",1610612741.0,CHI,charge,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1830.0,,1.0,0.0,Smart,203935.0,,,,
386,PT08M08.00S,2022-10-25T01:29:35.7Z,3,REGULAR,turnover,offensive foul,[],202696,,,1610612741,69,66,2022-10-25T01:29:35Z,3690000,,,0,,N. Vucevic offensive foul TURNOVER (1 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1830.0,1.0,,,,,,,,
387,PT07M52.00S,2022-10-25T01:30:06.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628369,11.12023653088042,40.19607843137255,1610612738,69,66,2022-10-25T01:30:48Z,3700000,49.0,52.0,1,left,MISS J. Tatum 7' driving Hook,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.14,Missed,,,,,,,,,,,,,,,,,,
388,PT07M50.00S,2022-10-25T01:30:08.8Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,69,66,2022-10-25T01:30:11Z,3710000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,387.0,1.0,1.0,0.0,,,,,,,,,,
389,PT07M41.00S,2022-10-25T01:30:17.8Z,3,REGULAR,2pt,Jump Shot,[],201942,73.66951379763469,56.127450980392155,1610612741,69,66,2022-10-25T01:30:23Z,3720000,31.0,195.0,1,right,MISS D. DeRozan 19' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,19.74,Missed,,,,,,,,,,,,,,,,,,
390,PT07M40.00S,2022-10-25T01:30:21.4Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,69,66,2022-10-25T01:30:21Z,3730000,,,0,,N. Vucevic REBOUND (Off:7 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,,,,,,,389.0,15.0,8.0,7.0,,,,,,,,,,
391,PT07M40.00S,2022-10-25T01:30:21.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,94.40999984741211,50.0,1610612741,69,66,2022-10-25T01:30:21Z,3740000,0.0,0.0,1,right,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
392,PT07M40.00S,2022-10-25T01:30:22.7Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,69,66,2022-10-25T01:30:22Z,3750000,,,0,,N. Vucevic REBOUND (Off:8 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,,,,,391.0,16.0,8.0,8.0,,,,,,,,,,
393,PT07M40.00S,2022-10-25T01:30:26.3Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612741,69,66,2022-10-25T01:30:58Z,3760000,,,0,,M. Smart shooting personal FOUL (2 PF) (Vucevic 2 FT),"[203935, 202696]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,,2.0,0.0,Vucevic,202696.0,,,,
395,PT07M40.00S,2022-10-25T01:30:58.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202696,,,1610612741,70,66,2022-10-25T01:30:58Z,3780000,,,0,,N. Vucevic Free Throw 1 of 2 (11 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
396,PT07M40.00S,2022-10-25T01:31:13.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202696,,,1610612741,71,66,2022-10-25T01:31:13Z,3790000,,,0,,N. Vucevic Free Throw 2 of 2 (12 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
397,PT07M23.00S,2022-10-25T01:31:33.1Z,3,REGULAR,turnover,bad pass,[],1628401,,,1610612738,71,66,2022-10-25T01:31:39Z,3800000,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 201942]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,,,DeRozan,201942.0
398,PT07M23.00S,2022-10-25T01:31:33.1Z,3,REGULAR,steal,,[],201942,,,1610612741,71,66,2022-10-25T01:31:35Z,3810000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
399,PT07M21.00S,2022-10-25T01:31:46.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1630245,93.11760840998686,49.01960784313725,1610612741,73,66,2022-10-25T01:33:53Z,3820000,-5.0,12.0,1,right,A. Dosunmu running reverse Layup (13 PTS) (N. Vucevic 4 AST),"[1630245, 202696]",1610612741.0,CHI,running reverse,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.31,Made,13.0,N. Vucevic,202696.0,4.0,,,,,,,,,,,,,,
401,PT07M21.00S,2022-10-25T01:31:52.8Z,3,REGULAR,violation,defensive goaltending,[],1628369,,,1610612741,73,66,2022-10-25T01:32:18Z,3840000,,,0,,J. Tatum defensive goaltending VIOLATION,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1627541.0,,,,,,,,,
402,PT07M21.00S,2022-10-25T01:32:00.0Z,3,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612738,73,66,2022-10-25T01:32:12Z,3850000,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1627541.0,,1.0,1.0,,,,,,
403,PT07M21.00S,2022-10-25T01:32:13.5Z,3,REGULAR,freethrow,1 of 1,[],201942,,,1610612738,74,66,2022-10-25T01:32:13Z,3860000,,,0,,D. DeRozan technical Free Throw 1 of 1 (17 PTS),[201942],1610612741.0,CHI,technical,,,DeRozan,D. DeRozan,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
404,PT07M00.00S,2022-10-25T01:32:41.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.732588699080158,54.65686274509803,1610612738,74,66,2022-10-25T01:32:46Z,3870000,-23.0,1.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
405,PT06M57.00S,2022-10-25T01:32:44.7Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,74,66,2022-10-25T01:32:46Z,3880000,,,0,,N. Vucevic REBOUND (Off:8 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,404.0,17.0,9.0,8.0,,,,,,,,,,
407,PT06M40.00S,2022-10-25T01:33:31.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.9060446780552,49.754901960784316,1610612741,76,66,2022-10-25T01:33:35Z,3900000,-1.0,5.0,1,right,A. Dosunmu driving finger roll Layup (15 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.49,Made,15.0,,,,,,,,,,,,,,,,,
408,PT06M24.00S,2022-10-25T01:33:47.0Z,3,REGULAR,3pt,Jump Shot,[],1628401,3.4986859395532193,96.32352941176471,1610612738,76,66,2022-10-25T01:33:52Z,3910000,-232.0,-20.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.24,Missed,,,,,,,,,,,,,,,,,,
409,PT06M22.00S,2022-10-25T01:33:49.0Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,76,66,2022-10-25T01:33:52Z,3920000,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,,,,,,,408.0,3.0,3.0,0.0,,,,,,,,,,
410,PT06M12.00S,2022-10-25T01:33:59.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.19776609724047,48.28431372549019,1610612741,76,66,2022-10-25T01:34:06Z,3930000,-9.0,21.0,1,right,MISS N. Vucevic cutting Layup - blocked,"[202696, 201143]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,Horford,201143.0,,
411,PT06M12.00S,2022-10-25T01:33:59.6Z,3,REGULAR,block,,[],201143,,,1610612741,76,66,2022-10-25T01:34:02Z,3940000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
412,PT06M06.00S,2022-10-25T01:34:05.6Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,76,66,2022-10-25T01:34:06Z,3950000,,,0,,N. Vucevic REBOUND (Off:9 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,410.0,18.0,9.0,9.0,,,,,,,,,,
413,PT06M06.00S,2022-10-25T01:34:05.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,94.40999984741211,50.0,1610612741,76,66,2022-10-25T01:34:05Z,3960000,0.0,0.0,1,right,MISS N. Vucevic putback Layup,[202696],1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
414,PT06M06.00S,2022-10-25T01:34:05.7Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,76,66,2022-10-25T01:34:05Z,3970000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,,,,,,,413.0,1.0,1.0,0.0,,,,,,,,,,
415,PT06M03.00S,2022-10-25T01:34:08.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201143,5.469776609724048,50.98039215686274,1610612738,76,68,2022-10-25T01:34:35Z,3980000,-5.0,-1.0,1,left,A. Horford cutting DUNK (8 PTS) (M. Smart 5 AST),"[201143, 203935]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,0.5,Made,8.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,
417,PT05M45.00S,2022-10-25T01:34:26.1Z,3,REGULAR,3pt,Jump Shot,[],203897,70.51576872536137,76.7156862745098,1610612741,79,68,2022-10-25T01:37:52Z,4000000,134.0,225.0,1,right,Z. LaVine 26' 3PT pullup (10 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,26.14,Made,10.0,,,,,,,,,,,,,,,,,
418,PT05M26.00S,2022-10-25T01:34:45.2Z,3,REGULAR,3pt,Jump Shot,[],203935,25.969119579500656,83.08823529411765,1610612738,79,68,2022-10-25T01:35:03Z,4010000,-165.0,192.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
419,PT05M23.00S,2022-10-25T01:34:48.2Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,79,68,2022-10-25T01:35:03Z,4020000,,,0,,A. Dosunmu REBOUND (Off:0 Def:4),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,418.0,4.0,4.0,0.0,,,,,,,,,,
420,PT05M12.00S,2022-10-25T01:35:00.5Z,3,REGULAR,3pt,Jump Shot,[],1630245,71.82982917214193,22.058823529411764,1610612741,82,68,2022-10-25T01:35:19Z,4030000,-140.0,212.0,1,right,A. Dosunmu 25' 3PT  (18 PTS) (D. DeRozan 2 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,25.41,Made,18.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,
422,PT05M12.00S,2022-10-25T01:35:05.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,82,68,2022-10-25T01:35:05Z,4050000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M12.00S,2022-10-25T01:37:45.8Z,3,REGULAR,substitution,out,[],203897,,,1610612738,82,68,2022-10-25T01:37:52Z,4060000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M12.00S,2022-10-25T01:37:45.8Z,3,REGULAR,substitution,out,[],1630172,,,1610612738,82,68,2022-10-25T01:37:52Z,4070000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M12.00S,2022-10-25T01:37:45.8Z,3,REGULAR,substitution,in,[],1629632,,,1610612738,82,68,2022-10-25T01:37:52Z,4080000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M12.00S,2022-10-25T01:37:45.8Z,3,REGULAR,substitution,in,[],1629750,,,1610612738,82,68,2022-10-25T01:37:52Z,4090000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M56.00S,2022-10-25T01:38:16.5Z,3,REGULAR,foul,personal,[],1629750,,,1610612738,82,68,2022-10-25T01:39:46Z,4100000,,,0,,J. Green personal FOUL (1 PF),"[1629750, 1628369]",1610612741.0,CHI,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627541.0,,1.0,0.0,Tatum,1628369.0,,,,
429,PT04M53.00S,2022-10-25T01:38:38.4Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612738,82,68,2022-10-25T01:38:58Z,4120000,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Brown 2 FT),"[202696, 1627759]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1830.0,,2.0,0.0,Brown,1627759.0,,,,
431,PT04M53.00S,2022-10-25T01:39:02.3Z,3,REGULAR,foul,technical,['1freethrow'],1628210,,,1610612738,82,68,2022-10-25T01:40:44Z,4140000,,,0,,TEAM foul technical,[1628210],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,
432,PT04M53.00S,2022-10-25T01:39:36.3Z,3,REGULAR,freethrow,1 of 1,[],201942,,,1610612738,83,68,2022-10-25T01:39:36Z,4150000,,,0,,D. DeRozan technical Free Throw 1 of 1 (18 PTS),[201942],1610612741.0,CHI,technical,,,DeRozan,D. DeRozan,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
433,PT04M53.00S,2022-10-25T01:39:38.3Z,3,REGULAR,foul,technical,['1freethrow'],1628210,,,1610612738,83,68,2022-10-25T01:40:36Z,4160000,,,0,,TEAM foul technical,[1628210],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,
434,PT04M53.00S,2022-10-25T01:39:48.8Z,3,REGULAR,freethrow,1 of 1,[],201942,,,1610612738,84,68,2022-10-25T01:39:48Z,4170000,,,0,,D. DeRozan technical Free Throw 1 of 1 (19 PTS),[201942],1610612741.0,CHI,technical,,,DeRozan,D. DeRozan,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
435,PT04M53.00S,2022-10-25T01:39:51.0Z,3,REGULAR,ejection,other,[],1628210,,,1610612738,84,68,2022-10-25T01:40:09Z,4180000,,,0,,Ejection,[1628210],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,
436,PT04M53.00S,2022-10-25T01:40:20.9Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,84,69,2022-10-25T01:40:38Z,4190000,,,0,,J. Brown Free Throw 1 of 2 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
