actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
370,PT10M09.00S,2021-11-07T03:21:41.9Z,3,REGULAR,foul,personal,['2freethrow'],201580,,,1610612737,64,63,2021-11-07T03:21:54Z,3370000,,,0,,J. McGee shooting personal FOUL (4 PF) (Capela 2 FT),"[201580, 203991]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,202041.0,,,,4.0,0.0,Capela,203991.0,,,,,,,
372,PT10M09.00S,2021-11-07T03:22:13.9Z,3,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,64,64,2021-11-07T03:22:13Z,3390000,,,0,,C. Capela Free Throw 1 of 2 (3 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,,3.0,,,,,,,,,,,,,
373,PT10M09.00S,2021-11-07T03:22:14.9Z,3,REGULAR,substitution,out,[],201580,,,1610612737,64,64,2021-11-07T03:22:18Z,3400000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT10M09.00S,2021-11-07T03:22:14.9Z,3,REGULAR,substitution,in,[],1626163,,,1610612737,64,64,2021-11-07T03:22:18Z,3410000,,,0,,SUB in: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT10M09.00S,2021-11-07T03:22:34.9Z,3,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,64,64,2021-11-07T03:22:34Z,3420000,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Missed,,,,,,,,,,,,,,,,,,,
376,PT10M07.00S,2021-11-07T03:22:35.8Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,64,64,2021-11-07T03:22:35Z,3430000,,,0,,J. Crowder REBOUND (Off:0 Def:4),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,375.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
379,PT09M44.00S,2021-11-07T03:22:58.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,18.478975032851512,51.470588235294116,1610612756,66,64,2021-11-07T03:23:21Z,3440000,-7.0,121.0,1,left,M. Bridges 12' driving floating Jump Shot (4 PTS) (F. Kaminsky 4 AST),"[1628969, 1626163]",1610612756.0,PHX,driving floating,,,Bridges,M. Bridges,,,,,12.14,Made,,,,,,4.0,,,,,,,F. Kaminsky,1626163.0,4.0,,,,
381,PT09M24.00S,2021-11-07T03:23:17.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.46057818659659,50.0,1610612737,66,66,2021-11-07T03:23:39Z,3460000,0.0,18.0,1,right,C. Capela cutting Layup (5 PTS) (T. Young 7 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,1.84,Made,,,,,,5.0,,,,,,,T. Young,1629027.0,7.0,,,,
383,PT09M14.00S,2021-11-07T03:23:27.6Z,3,REGULAR,2pt,Jump Shot,[],101108,23.47240473061761,30.637254901960787,1610612756,68,66,2021-11-07T03:24:07Z,3480000,97.0,168.0,1,left,C. Paul 19' pullup Jump Shot (6 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,19.4,Made,,,,,,6.0,,,,,,,,,,,,,
384,PT09M00.00S,2021-11-07T03:23:41.4Z,3,REGULAR,3pt,Jump Shot,[],203992,77.08607095926413,6.862745098039216,1610612737,68,66,2021-11-07T03:23:45Z,3490000,-216.0,163.0,1,right,MISS B. Bogdanovic 27' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,,
385,PT08M57.00S,2021-11-07T03:23:44.4Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,68,66,2021-11-07T03:23:45Z,3500000,,,0,,J. Crowder REBOUND (Off:0 Def:5),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,384.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
386,PT08M52.00S,2021-11-07T03:23:53.8Z,3,REGULAR,foul,offensive,[],101108,,,1610612756,68,66,2021-11-07T03:29:13Z,3510000,,,0,,C. Paul offensive FOUL (1 PF),"[101108, 203992]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,202026.0,,,,1.0,0.0,Bogdanovic,203992.0,,,,,,,
388,PT08M52.00S,2021-11-07T03:23:53.8Z,3,REGULAR,turnover,offensive foul,[],101108,,,1610612756,68,66,2021-11-07T03:28:22Z,3530000,,,0,,C. Paul offensive foul TURNOVER (1 TO),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,202026.0,,,,,,,,,,,1.0,,,
389,PT08M36.00S,2021-11-07T03:24:29.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629631,78.9257555847569,26.715686274509803,1610612737,68,68,2021-11-07T03:24:34Z,3540000,-116.0,146.0,1,right,D. Hunter 18' pullup Jump Shot (2 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,18.64,Made,,,,,,2.0,,,,,,,,,,,,,
390,PT08M16.00S,2021-11-07T03:24:52.2Z,3,REGULAR,violation,kicked ball,[],203991,,,1610612756,68,68,2021-11-07T03:25:00Z,3550000,,,0,,C. Capela kicked ball VIOLATION,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,202041.0,,,,,,,,,,,,,,
391,PT08M09.00S,2021-11-07T03:25:15.7Z,3,REGULAR,3pt,Jump Shot,[],203109,27.020367936925098,83.08823529411765,1610612756,71,68,2021-11-07T03:25:21Z,3560000,-165.0,201.0,1,left,J. Crowder 26' 3PT  (8 PTS) (D. Booker 2 AST),"[203109, 1626164]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,26.07,Made,,,,,,8.0,,,,,,,D. Booker,1626164.0,2.0,,,,
393,PT07M56.00S,2021-11-07T03:25:28.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,92.32917214191852,50.0,1610612737,71,70,2021-11-07T03:25:33Z,3580000,0.0,20.0,1,right,C. Capela cutting DUNK (7 PTS) (T. Young 8 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,1.96,Made,,,,,,7.0,,,,,,,T. Young,1629027.0,8.0,,,,
395,PT07M35.00S,2021-11-07T03:25:50.9Z,3,REGULAR,turnover,out-of-bounds,[],101108,,,1610612756,71,70,2021-11-07T03:25:56Z,3600000,,,0,,C. Paul bad pass out-of-bounds TURNOVER (2 TO),[101108],1610612756.0,PHX,bad pass,,,Paul,C. Paul,,,,,,,,,,,202041.0,,,,,,,,,,,2.0,,,
396,PT07M25.00S,2021-11-07T03:26:08.4Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,71,70,2021-11-07T03:26:11Z,3610000,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 203109]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,4.0,Crowder,203109.0,
397,PT07M25.00S,2021-11-07T03:26:08.4Z,3,REGULAR,steal,,[],203109,,,1610612756,71,70,2021-11-07T03:26:27Z,3620000,,,0,,J. Crowder STEAL (1 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M18.00S,2021-11-07T03:26:15.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,13.485545335085414,39.950980392156865,1610612756,73,70,2021-11-07T03:26:20Z,3630000,50.0,74.0,1,left,D. Booker 8' driving floating Jump Shot (28 PTS),[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,8.97,Made,,,,,,28.0,,,,,,,,,,,,,
399,PT07M00.00S,2021-11-07T03:26:33.0Z,3,REGULAR,3pt,Jump Shot,[],1628381,90.75229960578186,97.54901960784314,1610612737,73,73,2021-11-07T03:26:37Z,3640000,238.0,34.0,1,right,J. Collins 24' 3PT  (16 PTS) (D. Hunter 2 AST),"[1628381, 1629631]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,24.02,Made,,,,,,16.0,,,,,,,D. Hunter,1629631.0,2.0,,,,
401,PT06M45.00S,2021-11-07T03:26:48.1Z,3,REGULAR,3pt,Jump Shot,[],203109,6.521024967148489,96.32352941176471,1610612756,73,73,2021-11-07T03:26:52Z,3660000,-232.0,9.0,1,left,MISS J. Crowder 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
402,PT06M42.00S,2021-11-07T03:26:51.1Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,73,73,2021-11-07T03:26:52Z,3670000,,,0,,J. Collins REBOUND (Off:0 Def:5),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,401.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
403,PT06M34.00S,2021-11-07T03:27:00.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,91.67214191852825,44.6078431372549,1610612737,73,73,2021-11-07T03:27:06Z,3680000,-27.0,26.0,1,right,MISS C. Capela alley-oop Layup,[203991],1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,3.73,Missed,,,,,,,,,,,,,,,,,,,
404,PT06M31.00S,2021-11-07T03:27:03.1Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612756,73,73,2021-11-07T03:27:06Z,3690000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,403.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
405,PT06M23.00S,2021-11-07T03:27:10.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,18.74178712220762,36.27450980392157,1610612756,73,73,2021-11-07T03:27:14Z,3700000,69.0,124.0,1,left,MISS D. Booker 14' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,14.14,Missed,,,,,,,,,,,,,,,,,,,
406,PT06M21.00S,2021-11-07T03:27:12.2Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,73,73,2021-11-07T03:27:14Z,3710000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:5),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,405.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
407,PT06M21.00S,2021-11-07T03:27:15.7Z,3,REGULAR,foul,personal,[],1626164,,,1610612737,73,73,2021-11-07T03:27:24Z,3720000,,,0,,D. Booker take personal FOUL (2 PF),"[1626164, 203992]",1610612756.0,PHX,take,,,Booker,D. Booker,,,,,,,,,,,202026.0,,,,2.0,0.0,Bogdanovic,203992.0,,,,,,,
409,PT06M21.00S,2021-11-07T03:27:36.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,73,73,2021-11-07T03:27:36Z,3740000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M21.00S,2021-11-07T03:28:11.0Z,3,REGULAR,instantreplay,request,[],0,,,1610612737,73,73,2021-11-07T03:29:32Z,3760000,,,0,,,[],,,support,,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,,,Common Foul Upheld
412,PT06M04.00S,2021-11-07T03:30:48.8Z,3,REGULAR,3pt,Jump Shot,[],203992,75.42706964520369,10.516237745098039,1610612737,73,73,2021-11-07T03:33:22Z,3770000,-197.0,178.0,1,right,MISS B. Bogdanovic 26' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
413,PT06M01.00S,2021-11-07T03:30:51.8Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612756,73,73,2021-11-07T03:33:22Z,3780000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,412.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
414,PT05M58.00S,2021-11-07T03:30:54.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628969,6.521024967148489,47.549019607843135,1610612756,75,73,2021-11-07T03:30:58Z,3790000,12.0,9.0,1,left,M. Bridges running DUNK (6 PTS) (D. Booker 3 AST),"[1628969, 1626164]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,1.51,Made,,,,,,6.0,,,,,,,D. Booker,1626164.0,3.0,,,,
416,PT05M44.00S,2021-11-07T03:31:08.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,85.10183968462549,52.69607843137255,1610612737,75,73,2021-11-07T03:31:12Z,3810000,13.0,88.0,1,right,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,8.85,Missed,,,,,,,,,,,,,,,,,,,
417,PT05M42.00S,2021-11-07T03:31:10.6Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,75,73,2021-11-07T03:31:10Z,3820000,,,0,,C. Capela REBOUND (Off:3 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,416.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
418,PT05M34.00S,2021-11-07T03:31:18.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628381,87.59855453350855,96.56862745098039,1610612737,75,73,2021-11-07T03:31:23Z,3830000,233.0,64.0,1,right,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,24.15,Missed,,,,,,,,,,,,,,,,,,,
419,PT05M30.00S,2021-11-07T03:31:22.9Z,3,REGULAR,rebound,defensive,[],1626163,,,1610612756,75,73,2021-11-07T03:31:23Z,3840000,,,0,,F. Kaminsky REBOUND (Off:0 Def:4),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,418.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
420,PT05M26.00S,2021-11-07T03:31:26.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,10.726018396846255,0.9803921568627451,1610612756,75,73,2021-11-07T03:31:31Z,3850000,245.0,48.0,1,left,MISS M. Bridges 24' running 3PT,[1628969],1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
421,PT05M22.00S,2021-11-07T03:31:30.9Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,75,73,2021-11-07T03:36:45Z,3860000,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,420.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
422,PT05M18.00S,2021-11-07T03:31:33.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628381,93.9060446780552,50.245098039215684,1610612737,75,75,2021-11-07T03:31:44Z,3870000,1.0,5.0,1,right,J. Collins running Layup (18 PTS) (T. Young 9 AST),"[1628381, 1629027]",1610612737.0,ATL,running,,,Collins,J. Collins,,,,,0.49,Made,,,,,,18.0,,,,,,,T. Young,1629027.0,9.0,,,,
424,PT05M00.00S,2021-11-07T03:31:52.3Z,3,REGULAR,3pt,Jump Shot,[],203109,33.98488830486202,46.81372549019608,1610612756,78,75,2021-11-07T03:31:59Z,3890000,16.0,267.0,1,left,J. Crowder 26' 3PT step back (11 PTS),[203109],1610612756.0,PHX,step back,,,Crowder,J. Crowder,,,,,26.75,Made,,,,,,11.0,,,,,,,,,,,,,
425,PT04M52.00S,2021-11-07T03:32:00.4Z,3,REGULAR,3pt,Jump Shot,[],203992,72.7496714848883,11.029411764705882,1610612737,78,78,2021-11-07T03:32:04Z,3900000,-195.0,204.0,1,right,B. Bogdanovic 28' 3PT  (16 PTS) (T. Young 10 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,28.19,Made,,,,,,16.0,,,,,,,T. Young,1629027.0,10.0,,,,
427,PT04M36.00S,2021-11-07T03:32:15.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,17.296320630749015,58.333333333333336,1610612756,80,78,2021-11-07T03:32:19Z,3920000,-42.0,110.0,1,left,D. Booker 11' fadeaway Jump Shot (30 PTS),[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,11.77,Made,,,,,,30.0,,,,,,,,,,,,,
428,PT04M36.00S,2021-11-07T03:32:23.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,80,78,2021-11-07T03:32:23Z,3930000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M36.00S,2021-11-07T03:34:02.8Z,3,REGULAR,substitution,out,[],1628969,,,1610612737,80,78,2021-11-07T03:34:51Z,3940000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M36.00S,2021-11-07T03:34:02.8Z,3,REGULAR,substitution,out,[],203109,,,1610612737,80,78,2021-11-07T03:34:51Z,3950000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M36.00S,2021-11-07T03:34:02.8Z,3,REGULAR,substitution,out,[],203992,,,1610612737,80,78,2021-11-07T03:34:51Z,3960000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M36.00S,2021-11-07T03:34:02.8Z,3,REGULAR,substitution,out,[],203991,,,1610612737,80,78,2021-11-07T03:34:51Z,3970000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M36.00S,2021-11-07T03:34:02.8Z,3,REGULAR,substitution,in,[],1626166,,,1610612737,80,78,2021-11-07T03:34:51Z,3980000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M36.00S,2021-11-07T03:34:02.8Z,3,REGULAR,substitution,in,[],1629661,,,1610612737,80,78,2021-11-07T03:34:51Z,3990000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M36.00S,2021-11-07T03:34:02.8Z,3,REGULAR,substitution,in,[],201568,,,1610612737,80,78,2021-11-07T03:34:51Z,4000000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M36.00S,2021-11-07T03:34:02.8Z,3,REGULAR,substitution,in,[],1628989,,,1610612737,80,78,2021-11-07T03:34:51Z,4010000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M36.00S,2021-11-07T03:34:58.5Z,3,REGULAR,substitution,out,[],101108,,,1610612737,80,78,2021-11-07T03:35:06Z,4020000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M36.00S,2021-11-07T03:34:58.5Z,3,REGULAR,substitution,in,[],1628969,,,1610612737,80,78,2021-11-07T03:35:06Z,4030000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M31.00S,2021-11-07T03:35:19.0Z,3,REGULAR,foul,personal,[],1628969,,,1610612737,80,78,2021-11-07T03:35:25Z,4040000,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 1629027]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,202041.0,,,,1.0,0.0,Young,1629027.0,,,,,,,
441,PT04M23.00S,2021-11-07T03:35:41.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,92.85479632063075,51.9607843137255,1610612737,80,80,2021-11-07T03:35:47Z,4060000,10.0,15.0,1,right,T. Young driving bank Jump Shot (17 PTS),[1629027],1610612737.0,ATL,driving bank,,,Young,T. Young,,,,,1.77,Made,,,,,,17.0,,,,,,,,,,,,,
442,PT04M00.00S,2021-11-07T03:36:11.8Z,3,REGULAR,foul,offensive,[],1626164,,,1610612756,80,80,2021-11-07T03:36:29Z,4070000,,,0,,D. Booker offensive FOUL (3 PF),"[1626164, 1629631]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,202041.0,,,,3.0,0.0,Hunter,1629631.0,,,,,,,
444,PT04M00.00S,2021-11-07T03:36:11.8Z,3,REGULAR,turnover,offensive foul,[],1626164,,,1610612756,80,80,2021-11-07T03:36:11Z,4090000,,,0,,D. Booker offensive foul TURNOVER (4 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,202041.0,,,,,,,,,,,4.0,,,
445,PT03M49.00S,2021-11-07T03:36:34.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,65.1281208935611,42.8921568627451,1610612737,80,83,2021-11-07T03:36:49Z,4100000,-36.0,275.0,1,right,T. Young 27' 3PT  (20 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,27.76,Made,,,,,,20.0,,,,,,,,,,,,,
446,PT03M39.00S,2021-11-07T03:36:46.1Z,3,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612756,80,83,2021-11-07T03:36:53Z,4110000,,,0,,C. Payne lost ball out-of-bounds TURNOVER (2 TO),[1626166],1610612756.0,PHX,lost ball,,,Payne,C. Payne,,,,,,,,,,,202026.0,,,,,,,,,,,2.0,,,
447,PT03M29.00S,2021-11-07T03:37:02.5Z,3,REGULAR,turnover,lost ball,[],1629027,,,1610612737,80,83,2021-11-07T03:37:08Z,4120000,,,0,,T. Young lost ball TURNOVER (5 TO),"[1629027, 1626166]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,5.0,Payne,1626166.0,
448,PT03M29.00S,2021-11-07T03:37:02.5Z,3,REGULAR,steal,,[],1626166,,,1610612756,80,83,2021-11-07T03:37:04Z,4130000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M25.00S,2021-11-07T03:37:06.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,5.732588699080158,48.28431372549019,1610612756,82,83,2021-11-07T03:37:12Z,4140000,9.0,1.0,1,left,M. Bridges running DUNK (8 PTS) (C. Payne 1 AST),"[1628969, 1626166]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,0.87,Made,,,,,,8.0,,,,,,,C. Payne,1626166.0,1.0,,,,
451,PT03M01.00S,2021-11-07T03:37:30.0Z,3,REGULAR,3pt,Jump Shot,[],1628381,65.91655716162943,49.50980392156863,1610612737,82,86,2021-11-07T03:37:34Z,4160000,-2.0,268.0,1,right,J. Collins 26' 3PT  (21 PTS) (K. Huerter 1 AST),"[1628381, 1628989]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,26.79,Made,,,,,,21.0,,,,,,,K. Huerter,1628989.0,1.0,,,,
453,PT02M47.00S,2021-11-07T03:37:46.1Z,3,REGULAR,foul,personal,['2freethrow'],201568,,,1610612756,82,86,2021-11-07T03:37:53Z,4180000,,,0,,D. Gallinari shooting personal FOUL (2 PF) (Booker 2 FT),"[201568, 1626164]",1610612737.0,ATL,shooting,,,Gallinari,D. Gallinari,,,,,,,,,,,202041.0,,,,2.0,0.0,Booker,1626164.0,,,,,,,
455,PT02M47.00S,2021-11-07T03:38:09.1Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,83,86,2021-11-07T03:42:27Z,4200000,,,0,,D. Booker Free Throw 1 of 2 (31 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,,31.0,,,,,,,,,,,,,
458,PT02M47.00S,2021-11-07T03:38:09.1Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,84,86,2021-11-07T03:42:27Z,4205000,,,0,,D. Booker Free Throw 2 of 2 (32 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,,32.0,,,,,,,,,,,,,
456,PT02M47.00S,2021-11-07T03:38:15.0Z,3,REGULAR,substitution,out,[],1628969,,,1610612737,84,86,2021-11-07T03:42:27Z,4210000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M47.00S,2021-11-07T03:38:15.0Z,3,REGULAR,substitution,in,[],1629013,,,1610612737,84,86,2021-11-07T03:42:27Z,4220000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M28.00S,2021-11-07T03:38:53.7Z,3,REGULAR,3pt,Jump Shot,[],201568,93.9060446780552,2.2058823529411766,1610612737,84,86,2021-11-07T03:40:04Z,4225000,-239.0,5.0,1,right,MISS D. Gallinari 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,,
460,PT02M26.00S,2021-11-07T03:38:55.7Z,3,REGULAR,rebound,offensive,[],1628989,,,1610612737,84,86,2021-11-07T03:40:04Z,4227500,,,0,,K. Huerter REBOUND (Off:2 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,459.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
461,PT02M25.00S,2021-11-07T03:38:59.0Z,3,REGULAR,turnover,offensive-kicked-ball,[],1628989,,,1610612737,84,86,2021-11-07T03:39:13Z,4260000,,,0,,K. Huerter offensive-kicked-ball TURNOVER (2 TO),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,2.0,,,
462,PT02M25.00S,2021-11-07T03:39:06.7Z,3,REGULAR,substitution,out,[],1629631,,,1610612756,84,86,2021-11-07T03:39:12Z,4270000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M25.00S,2021-11-07T03:39:06.7Z,3,REGULAR,substitution,in,[],1629629,,,1610612756,84,86,2021-11-07T03:39:12Z,4280000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
