actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
631,PT01M32.00S,2021-11-20T05:22:26.9Z,4,REGULAR,rebound,defensive,[],1626161,,,1610612742,110,97,2021-11-20T05:22:27Z,6170000,,,0,,W. Cauley-Stein REBOUND (Off:1 Def:2),[1626161],1610612742.0,DAL,,,,,,,Cauley-Stein,W. Cauley-Stein,,,630.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
632,PT01M22.00S,2021-11-20T05:22:37.6Z,4,REGULAR,turnover,bad pass,[],203504,,,1610612742,110,97,2021-11-20T05:22:41Z,6180000,,,0,,T. Burke bad pass TURNOVER (1 TO),"[203504, 101108]",1610612742.0,DAL,,,,,,,Burke,T. Burke,,,,,,,,,,,1.0,Paul,101108.0,,,,,,,,
633,PT01M22.00S,2021-11-20T05:22:37.6Z,4,REGULAR,steal,,[],101108,,,1610612756,110,97,2021-11-20T05:22:39Z,6190000,,,0,,C. Paul STEAL (3 STL),[101108],1610612756.0,PHX,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,
634,PT01M17.00S,2021-11-20T05:22:42.5Z,4,REGULAR,turnover,bad pass,[],1626164,,,1610612756,110,97,2021-11-20T05:22:45Z,6200000,,,0,,D. Booker bad pass TURNOVER (4 TO),"[1626164, 1630182]",1610612756.0,PHX,,,,,,,Booker,D. Booker,,,,,,,,,,,4.0,Green,1630182.0,,,,,,,,
635,PT01M17.00S,2021-11-20T05:22:42.5Z,4,REGULAR,steal,,[],1630182,,,1610612742,110,97,2021-11-20T05:22:44Z,6210000,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,
636,PT01M12.00S,2021-11-20T05:22:46.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203504,81.8166885676741,2.696078431372549,1610612742,110,100,2021-11-20T05:22:53Z,6220000,-237.0,118.0,1,right,T. Burke 26' 3PT running (8 PTS) (J. Green 1 AST),"[203504, 1630182]",1610612742.0,DAL,running,,,,,,Burke,T. Burke,26.45,Made,,,,,8.0,J. Green,1630182.0,1.0,,,,,,,,,,,
638,PT00M50.00S,2021-11-20T05:23:16.1Z,4,REGULAR,2pt,Jump Shot,[],101108,23.866622864651774,48.28431372549019,1610612756,110,100,2021-11-20T05:23:20Z,6240000,9.0,172.0,1,left,MISS C. Paul 17' Jump Shot,[101108],1610612756.0,PHX,,,,,,,Paul,C. Paul,17.2,Missed,,,,,,,,,,,,,,,,,,,
639,PT00M47.60S,2021-11-20T05:23:18.5Z,4,REGULAR,rebound,defensive,[],1628425,,,1610612742,110,100,2021-11-20T05:23:20Z,6250000,,,0,,S. Brown REBOUND (Off:1 Def:3),[1628425],1610612742.0,DAL,,,,,,,Brown,S. Brown,,,638.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
640,PT00M47.60S,2021-11-20T05:23:21.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628969,,,1610612742,110,100,2021-11-20T05:23:58Z,6260000,,,0,,M. Bridges take personal FOUL (4 PF) (Brown 2 FT),"[1628969, 1628425]",1610612756.0,PHX,take,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,1628172.0,4.0,0.0,Brown,1628425.0,,,
642,PT00M47.60S,2021-11-20T05:24:01.5Z,4,REGULAR,freethrow,1 of 2,[],1628425,,,1610612742,110,101,2021-11-20T05:24:01Z,6280000,,,0,,S. Brown Free Throw 1 of 2 (4 PTS),[1628425],1610612742.0,DAL,,,,,,,Brown,S. Brown,,Made,,,,,4.0,,,,,,,,,,,,,,
643,PT00M47.60S,2021-11-20T05:24:03.1Z,4,REGULAR,substitution,out,[],1626164,,,1610612742,110,101,2021-11-20T05:24:32Z,6290000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,
644,PT00M47.60S,2021-11-20T05:24:03.1Z,4,REGULAR,substitution,out,[],101108,,,1610612742,110,101,2021-11-20T05:24:32Z,6300000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,
645,PT00M47.60S,2021-11-20T05:24:03.1Z,4,REGULAR,substitution,out,[],1629028,,,1610612742,110,101,2021-11-20T05:24:32Z,6310000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,
646,PT00M47.60S,2021-11-20T05:24:03.1Z,4,REGULAR,substitution,out,[],1628969,,,1610612742,110,101,2021-11-20T05:24:32Z,6320000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,
647,PT00M47.60S,2021-11-20T05:24:03.1Z,4,REGULAR,substitution,out,[],203109,,,1610612742,110,101,2021-11-20T05:24:32Z,6330000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,
648,PT00M47.60S,2021-11-20T05:24:03.1Z,4,REGULAR,substitution,in,[],1628990,,,1610612742,110,101,2021-11-20T05:24:32Z,6340000,,,0,,SUB in: C. Hutchison,[1628990],1610612756.0,PHX,,,,,,,Hutchison,C. Hutchison,,,,,,,,,,,,,,,,,,,,,
649,PT00M47.60S,2021-11-20T05:24:03.1Z,4,REGULAR,substitution,in,[],1626166,,,1610612742,110,101,2021-11-20T05:24:32Z,6350000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,
650,PT00M47.60S,2021-11-20T05:24:03.1Z,4,REGULAR,substitution,in,[],1627846,,,1610612742,110,101,2021-11-20T05:24:32Z,6360000,,,0,,SUB in: A. Nader,[1627846],1610612756.0,PHX,,,,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,
651,PT00M47.60S,2021-11-20T05:24:03.1Z,4,REGULAR,substitution,in,[],1630188,,,1610612742,110,101,2021-11-20T05:24:32Z,6370000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,
652,PT00M47.60S,2021-11-20T05:24:03.1Z,4,REGULAR,substitution,in,[],1630688,,,1610612742,110,101,2021-11-20T05:24:32Z,6380000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,
653,PT00M47.60S,2021-11-20T05:24:34.2Z,4,REGULAR,freethrow,2 of 2,[],1628425,,,1610612742,110,102,2021-11-20T05:24:34Z,6390000,,,0,,S. Brown Free Throw 2 of 2 (5 PTS),[1628425],1610612742.0,DAL,,,,,,,Brown,S. Brown,,Made,,,,,5.0,,,,,,,,,,,,,,
654,PT00M38.60S,2021-11-20T05:24:38.7Z,4,REGULAR,foul,personal,[],1628373,,,1610612756,110,102,2021-11-20T05:24:57Z,6400000,,,0,,F. Ntilikina personal FOUL (3 PF),"[1628373, 1630688]",1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,201246.0,3.0,0.0,Wainright,1630688.0,,,
656,PT00M35.20S,2021-11-20T05:25:10.3Z,4,REGULAR,turnover,out-of-bounds,[],1627846,,,1610612756,110,102,2021-11-20T05:25:16Z,6420000,,,0,,A. Nader bad pass out-of-bounds TURNOVER (1 TO),[1627846],1610612756.0,PHX,bad pass,,,,,,Nader,A. Nader,,,,,,,,,,,1.0,,,1628172.0,,,,,,,
657,PT00M32.10S,2021-11-20T05:25:22.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203504,66.83639947437582,36.27450980392157,1610612742,110,102,2021-11-20T05:25:27Z,6430000,-69.0,259.0,1,right,MISS T. Burke 26' pullup 3PT,[203504],1610612742.0,DAL,pullup,,,,,,Burke,T. Burke,26.81,Missed,,,,,,,,,,,,,,,,,,,
658,PT00M28.10S,2021-11-20T05:25:26.0Z,4,REGULAR,rebound,defensive,[],1628990,,,1610612756,110,102,2021-11-20T05:25:27Z,6440000,,,0,,C. Hutchison REBOUND (Off:0 Def:1),[1628990],1610612756.0,PHX,,,,,,,Hutchison,C. Hutchison,,,657.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
659,PT00M25.40S,2021-11-20T05:25:28.7Z,4,REGULAR,turnover,lost ball,[],1628990,,,1610612756,110,102,2021-11-20T05:26:49Z,6450000,,,0,,C. Hutchison lost ball TURNOVER (1 TO),"[1628990, 1628425]",1610612756.0,PHX,,,,,,,Hutchison,C. Hutchison,,,,,,,,,,,1.0,Brown,1628425.0,,,,,,,,
660,PT00M25.40S,2021-11-20T05:25:28.7Z,4,REGULAR,steal,,[],1628425,,,1610612742,110,102,2021-11-20T05:25:31Z,6460000,,,0,,S. Brown STEAL (1 STL),[1628425],1610612742.0,DAL,,,,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,
661,PT00M25.20S,2021-11-20T05:25:34.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612742,110,102,2021-11-20T05:25:41Z,6470000,,,0,,C. Payne shooting personal FOUL (2 PF) (Ntilikina 2 FT),"[1626166, 1628373]",1610612756.0,PHX,shooting,,,,,,Payne,C. Payne,,,,,,,,,,,,,,1628172.0,2.0,0.0,Ntilikina,1628373.0,,,
663,PT00M25.20S,2021-11-20T05:25:57.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628373,,,1610612742,110,103,2021-11-20T05:25:57Z,6490000,,,0,,F. Ntilikina Free Throw 1 of 2 (3 PTS),[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,Made,,,,,3.0,,,,,,,,,,,,,,
664,PT00M25.20S,2021-11-20T05:26:13.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628373,,,1610612742,110,104,2021-11-20T05:26:13Z,6500000,,,0,,F. Ntilikina Free Throw 2 of 2 (4 PTS),[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,Made,,,,,4.0,,,,,,,,,,,,,,
665,PT00M19.40S,2021-11-20T05:26:20.5Z,4,REGULAR,turnover,lost ball,[],1626166,,,1610612756,110,104,2021-11-20T05:26:28Z,6510000,,,0,,C. Payne lost ball TURNOVER (2 TO),"[1626166, 1628425]",1610612756.0,PHX,,,,,,,Payne,C. Payne,,,,,,,,,,,2.0,Brown,1628425.0,,,,,,,,
666,PT00M19.40S,2021-11-20T05:26:20.5Z,4,REGULAR,steal,,[],1628425,,,1610612742,110,104,2021-11-20T05:26:22Z,6520000,,,0,,S. Brown STEAL (2 STL),[1628425],1610612742.0,DAL,,,,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,
667,PT00M17.80S,2021-11-20T05:26:31.3Z,4,REGULAR,turnover,backcourt,[],1628425,,,1610612742,110,104,2021-11-20T05:26:39Z,6530000,,,0,,S. Brown backcourt TURNOVER (1 TO),[1628425],1610612742.0,DAL,,,,,,,Brown,S. Brown,,,,,,,,,,,1.0,,,1662.0,,,,,,,
668,PT00M16.40S,2021-11-20T05:26:54.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612756,110,104,2021-11-20T05:27:05Z,6540000,,,0,,J. Green take personal FOUL (1 PF) (Payne 2 FT),"[1630182, 1626166]",1610612742.0,DAL,take,,,,,,Green,J. Green,,,,,,,,,,,,,,1662.0,1.0,0.0,Payne,1626166.0,,,
670,PT00M16.40S,2021-11-20T05:27:24.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1626166,,,1610612756,111,104,2021-11-20T05:27:24Z,6560000,,,0,,C. Payne Free Throw 1 of 2 (9 PTS),[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,Made,,,,,9.0,,,,,,,,,,,,,,
671,PT00M16.40S,2021-11-20T05:27:42.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1626166,,,1610612756,112,104,2021-11-20T05:27:42Z,6570000,,,0,,C. Payne Free Throw 2 of 2 (10 PTS),[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,Made,,,,,10.0,,,,,,,,,,,,,,
672,PT00M10.30S,2021-11-20T05:27:53.6Z,4,REGULAR,turnover,out-of-bounds,[],203504,,,1610612742,112,104,2021-11-20T05:28:02Z,6580000,,,0,,T. Burke lost ball out-of-bounds TURNOVER (2 TO),[203504],1610612742.0,DAL,lost ball,,,,,,Burke,T. Burke,,,,,,,,,,,2.0,,,1662.0,,,,,,,
673,PT00M10.30S,2021-11-20T05:27:58.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,112,104,2021-11-20T05:27:58Z,6590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M09.50S,2021-11-20T05:28:06.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,112,104,2021-11-20T05:28:06Z,6600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M08.90S,2021-11-20T05:28:21.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,112,104,2021-11-20T05:28:21Z,6610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M08.00S,2021-11-20T05:28:34.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612756,112,104,2021-11-20T05:29:27Z,6620000,,,0,,J. Green take personal FOUL (2 PF) (Nader 2 FT),"[1630182, 1627846]",1610612742.0,DAL,take,,,,,,Green,J. Green,,,,,,,,,,,,,,1662.0,2.0,0.0,Nader,1627846.0,,,
678,PT00M08.00S,2021-11-20T05:29:02.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627846,,,1610612756,112,104,2021-11-20T05:29:02Z,6640000,,,0,,MISS A. Nader Free Throw 1 of 2,[1627846],1610612756.0,PHX,,,,,,,Nader,A. Nader,,Missed,,,,,,,,,,,,,,,,,,,
679,PT00M08.00S,2021-11-20T05:29:02.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,112,104,2021-11-20T05:29:02Z,6650000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,678.0,,,,,,,,,,,,,,,,,,
680,PT00M08.00S,2021-11-20T05:29:02.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627846,,,1610612756,112,104,2021-11-20T05:29:21Z,6660000,,,0,,MISS A. Nader Free Throw 2 of 2,[1627846],1610612756.0,PHX,,,,,,,Nader,A. Nader,,Missed,,,,,,,,,,,,,,,,,,,
681,PT00M03.20S,2021-11-20T05:29:07.5Z,4,REGULAR,rebound,offensive,[],1630188,,,1610612756,112,104,2021-11-20T05:30:11Z,6670000,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612756.0,PHX,,,,,,,Smith,J. Smith,,,680.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
682,PT00M00.00S,2021-11-20T05:29:28.4Z,4,REGULAR,period,end,[],0,,,1610612756,112,104,2021-11-20T05:29:28Z,6680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M00.00S,2021-11-20T05:29:32.6Z,4,REGULAR,game,end,[],0,,,0,112,104,2021-11-20T05:29:32Z,6690000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
