actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
569,PT00M58.70S,2026-01-01T01:51:37.2Z,3,REGULAR,freethrow,2 of 2,[],1630200,,,1610612741,95,88,2026-01-01T01:53:16Z,5560000,False,,,0,,T. Jones Free Throw 2 of 2 (16 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,
621,PT00M45.40S,2026-01-01T01:52:01.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642877,8.065045992115643,45.58823529411765,1610612740,95,88,2026-01-01T02:00:45Z,5575000,False,22.0,23.0,1,left,MISS M. Peavy driving finger roll Layup,[1642877],1610612740.0,NOP,driving finger roll,,,Peavy,M. Peavy,,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,
622,PT00M43.40S,2026-01-01T01:52:03.3Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612741,95,88,2026-01-01T02:09:03Z,5582500,False,,,0,,K. Huerter REBOUND (Off:0 Def:4),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,Restricted Area,0-8 Center,,,,,,,621.0,4.0,4.0,0.0,,,,,,,,,
572,PT00M38.20S,2026-01-01T01:52:24.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612741,95,88,2026-01-01T01:52:30Z,5590000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Williams 2 FT),"[1626172, 1630172]",1610612740.0,NOP,shooting,,,Looney,K. Looney,,,,,2003.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Williams,1630172.0
574,PT00M38.20S,2026-01-01T01:52:58.1Z,3,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,96,88,2026-01-01T01:52:58Z,5610000,False,,,0,,P. Williams Free Throw 1 of 2 (6 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
575,PT00M38.20S,2026-01-01T01:53:11.1Z,3,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,97,88,2026-01-01T01:53:11Z,5620000,False,,,0,,P. Williams Free Throw 2 of 2 (7 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
576,PT00M28.80S,2026-01-01T01:53:25.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612740,97,88,2026-01-01T01:53:53Z,5630000,False,,,0,,K. Huerter personal FOUL (3 PF) (Poole 2 FT),"[1628989, 1629673]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Poole,1629673.0
578,PT00M28.80S,2026-01-01T01:53:49.3Z,3,REGULAR,freethrow,1 of 2,[],1629673,,,1610612740,97,89,2026-01-01T01:54:00Z,5650000,False,,,0,,J. Poole Free Throw 1 of 2 (23 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,
579,PT00M28.80S,2026-01-01T01:53:49.3Z,3,REGULAR,freethrow,2 of 2,[],1629673,,,1610612740,97,90,2026-01-01T01:54:00Z,5660000,False,,,0,,J. Poole Free Throw 2 of 2 (24 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,
580,PT00M28.80S,2026-01-01T01:54:01.8Z,3,REGULAR,substitution,out,[],1629627,,,1610612741,97,90,2026-01-01T01:54:06Z,5670000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT00M28.80S,2026-01-01T01:54:01.8Z,3,REGULAR,substitution,in,[],1630180,,,1610612741,97,90,2026-01-01T01:54:06Z,5680000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT00M03.50S,2026-01-01T01:54:54.0Z,3,REGULAR,2pt,Jump Shot,[],202696,95.74572930354796,80.88235294117648,1610612741,97,90,2026-01-01T01:55:00Z,5700000,False,154.0,-13.0,1,right,MISS N. Vučević 15' fadeaway Shot,[202696],1610612741.0,CHI,fadeaway,,,Vučević,N. Vučević,,,,,,Mid-Range,8-16 Right,15.49,Missed,,,,,,,,,,,,,,,,,
584,PT00M01.20S,2026-01-01T01:54:56.2Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612740,97,90,2026-01-01T01:54:56Z,5710000,False,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,Mid-Range,8-16 Right,,,,,,,583.0,3.0,3.0,0.0,,,,,,,,,
585,PT00M00.00S,2026-01-01T01:54:58.1Z,3,REGULAR,3pt,Jump Shot,[],1629673,34.773324572930356,57.35294117647059,1610612740,97,90,2026-01-01T01:57:21Z,5720000,False,-37.0,274.0,1,left,MISS J. Poole 27' pullup 3PT,[1629673],1610612740.0,NOP,pullup,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Center,27.69,Missed,,,,,,,,,,,,,,,,,
586,PT00M00.00S,2026-01-01T01:54:58.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,97,90,2026-01-01T01:55:16Z,5730000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,585.0,,,,,,,,,,,,
587,PT00M00.00S,2026-01-01T01:55:04.1Z,3,REGULAR,period,end,[],0,,,1610612740,97,90,2026-01-01T01:55:04Z,5740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,out,['startperiod'],1630245,,,1610612740,97,90,2026-01-01T01:57:35Z,5750000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,out,['startperiod'],1628989,,,1610612740,97,90,2026-01-01T01:57:35Z,5760000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,out,['startperiod'],1630172,,,1610612740,97,90,2026-01-01T01:57:35Z,5770000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,out,['startperiod'],1629673,,,1610612740,97,90,2026-01-01T01:57:35Z,5780000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,out,['startperiod'],1642877,,,1610612740,97,90,2026-01-01T01:57:35Z,5790000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,out,['startperiod'],1626172,,,1610612740,97,90,2026-01-01T01:57:35Z,5800000,False,,,0,,SUB out: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,in,['startperiod'],1641824,,,1610612740,97,90,2026-01-01T01:57:35Z,5810000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,in,['startperiod'],1630171,,,1610612740,97,90,2026-01-01T01:57:35Z,5820000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,in,['startperiod'],1630188,,,1610612740,97,90,2026-01-01T01:57:35Z,5830000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,in,['startperiod'],1629627,,,1610612740,97,90,2026-01-01T01:57:35Z,5840000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,in,['startperiod'],1642274,,,1610612740,97,90,2026-01-01T01:57:35Z,5850000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT12M00.00S,2026-01-01T01:57:07.3Z,4,REGULAR,substitution,in,['startperiod'],1642847,,,1610612740,97,90,2026-01-01T01:57:35Z,5860000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT12M00.00S,2026-01-01T01:57:43.9Z,4,REGULAR,period,start,[],0,,,1610612740,97,90,2026-01-01T01:57:43Z,5870000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT11M45.00S,2026-01-01T01:57:58.0Z,4,REGULAR,3pt,Jump Shot,[],1630180,8.886333771353483,3.6764705882352944,1610612740,97,93,2026-01-01T01:58:02Z,5880000,False,232.0,31.0,1,left,S. Bey 3PT  (11 PTS) (Z. Williamson 2 AST),"[1630180, 1629627]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,,Right Corner 3,24+ Right,23.37,Made,11.0,Z. Williamson,1629627.0,2.0,,,,,,,,,,,,,
603,PT11M32.00S,2026-01-01T01:58:11.5Z,4,REGULAR,3pt,Jump Shot,[],1641824,94.69448094612353,2.2058823529411766,1610612741,100,93,2026-01-01T01:58:15Z,5900000,False,-239.0,-3.0,1,right,M. Buzelis 3PT  (12 PTS) (N. Vučević 4 AST),"[1641824, 202696]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,Left Corner 3,24+ Left,23.9,Made,12.0,N. Vučević,202696.0,4.0,,,,,,,,,,,,,
605,PT11M11.00S,2026-01-01T01:58:32.0Z,4,REGULAR,2pt,Jump Shot,[],1641722,5.732588699080158,14.705882352941178,1610612740,100,93,2026-01-01T01:58:37Z,5920000,False,176.0,1.0,1,left,MISS J. Hawkins 17' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,,Mid-Range,16-24 Right,17.65,Missed,,,,,,,,,,,,,,,,,
606,PT11M08.00S,2026-01-01T01:58:35.0Z,4,REGULAR,rebound,defensive,[],1630171,,,1610612741,100,93,2026-01-01T02:12:13Z,5930000,False,,,0,,I. Okoro REBOUND (Off:1 Def:4),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,Mid-Range,16-24 Right,,,,,,,605.0,5.0,4.0,1.0,,,,,,,,,
607,PT10M59.00S,2026-01-01T01:58:43.4Z,4,REGULAR,3pt,Jump Shot,[],202696,71.69842312746385,22.54901960784314,1610612741,100,93,2026-01-01T01:58:48Z,5940000,False,-137.0,214.0,1,right,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,
608,PT10M56.00S,2026-01-01T01:58:46.4Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612740,100,93,2026-01-01T01:58:48Z,5950000,False,,,0,,S. Bey REBOUND (Off:1 Def:3),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,Above the Break 3,24+ Left Center,,,,,,,607.0,4.0,3.0,1.0,,,,,,,,,
609,PT10M49.00S,2026-01-01T01:58:53.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630180,8.09789750328515,49.26470588235294,1610612740,100,93,2026-01-01T02:13:21Z,5960000,False,4.0,24.0,1,left,MISS S. Bey running Layup - blocked,"[1630180, 1630171]",1610612740.0,NOP,running,,,Bey,S. Bey,,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,,,,,Okoro,1630171.0,,,,,,,
610,PT10M49.00S,2026-01-01T01:58:53.6Z,4,REGULAR,block,,[],1630171,,,1610612740,100,93,2026-01-01T01:58:56Z,5970000,False,,,0,,I. Okoro BLOCK (2 BLK),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
611,PT10M46.00S,2026-01-01T01:58:56.6Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612741,100,93,2026-01-01T02:00:41Z,5980000,False,,,0,,J. Smith REBOUND (Off:1 Def:9),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Restricted Area,0-8 Center,,,,,,,609.0,10.0,9.0,1.0,,,,,,,,,
612,PT10M42.00S,2026-01-01T01:59:00.8Z,4,REGULAR,3pt,Jump Shot,[],1641824,74.19513797634691,14.460784313725492,1610612741,100,93,2026-01-01T01:59:14Z,5990000,False,-178.0,190.0,1,right,MISS M. Buzelis 26' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,
613,PT10M38.00S,2026-01-01T01:59:04.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,100,93,2026-01-01T01:59:14Z,6000000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,612.0,,,,,,,,,,,,
615,PT10M28.00S,2026-01-01T01:59:41.3Z,4,REGULAR,foul,personal,['2freethrow'],202696,,,1610612740,100,93,2026-01-01T02:00:05Z,6020000,False,,,0,,N. Vučević shooting personal FOUL (1 PF) (Williamson 2 FT),"[202696, 1629627]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,202026.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Williamson,1629627.0
619,PT10M28.00S,2026-01-01T02:00:07.0Z,4,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,100,94,2026-01-01T02:00:07Z,6040000,False,,,0,,Z. Williamson Free Throw 1 of 2 (23 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,
620,PT10M28.00S,2026-01-01T02:00:26.0Z,4,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,100,95,2026-01-01T02:00:26Z,6050000,False,,,0,,Z. Williamson Free Throw 2 of 2 (24 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,
623,PT10M07.00S,2026-01-01T02:00:47.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,90.09526938239159,44.36274509803921,1610612741,102,95,2026-01-01T02:00:52Z,6060000,False,-28.0,41.0,1,right,N. Vučević driving Hook (13 PTS),[202696],1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,13.0,,,,,,,,,,,,,,,,
624,PT09M58.00S,2026-01-01T02:00:56.9Z,4,REGULAR,3pt,Jump Shot,[],1630180,31.488173455978973,46.81372549019608,1610612740,102,98,2026-01-01T02:14:52Z,6070000,False,16.0,243.0,1,left,S. Bey 24' 3PT pullup (14 PTS) (J. Fears 4 AST),"[1630180, 1642847]",1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,,Above the Break 3,24+ Center,24.4,Made,14.0,J. Fears,1642847.0,4.0,,,,,,,,,,,,,
626,PT09M44.00S,2026-01-01T02:01:11.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,91.40932982917214,58.57843137254902,1610612741,102,98,2026-01-01T02:15:38Z,6090000,False,43.0,28.0,1,right,MISS J. Smith driving Layup - blocked,"[1630188, 1642274]",1610612741.0,CHI,driving,,,Smith,J. Smith,,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,,,,,,,,,Missi,1642274.0,,,,,,,
627,PT09M44.00S,2026-01-01T02:01:11.3Z,4,REGULAR,block,,[],1642274,,,1610612741,102,98,2026-01-01T02:01:13Z,6100000,False,,,0,,Y. Missi BLOCK (3 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
628,PT09M41.00S,2026-01-01T02:01:14.3Z,4,REGULAR,rebound,offensive,[],1630188,,,1610612741,102,98,2026-01-01T02:01:15Z,6110000,False,,,0,,J. Smith REBOUND (Off:2 Def:9),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,626.0,11.0,9.0,2.0,,,,,,,,,
629,PT09M39.00S,2026-01-01T02:01:16.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641824,80.23981603153744,90.93137254901961,1610612741,105,98,2026-01-01T02:01:20Z,6120000,False,205.0,133.0,1,right,M. Buzelis 24' 3PT  (15 PTS) (N. Vučević 5 AST),"[1641824, 202696]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,Above the Break 3,24+ Right Center,24.42,Made,15.0,N. Vučević,202696.0,5.0,,,,,,,,,,,,,
631,PT09M19.00S,2026-01-01T02:01:36.0Z,4,REGULAR,3pt,Jump Shot,[],1630180,33.85348226018397,41.911764705882355,1610612740,105,98,2026-01-01T02:01:41Z,6140000,False,40.0,266.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,
632,PT09M16.00S,2026-01-01T02:01:39.0Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612741,105,98,2026-01-01T02:01:41Z,6150000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,Above the Break 3,24+ Center,,,,,,,631.0,2.0,2.0,0.0,,,,,,,,,
633,PT09M14.00S,2026-01-01T02:01:42.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630171,94.03745072273325,49.754901960784316,1610612741,107,98,2026-01-01T02:01:47Z,6160000,False,-1.0,4.0,1,right,I. Okoro running DUNK (22 PTS) (T. Jones 10 AST),"[1630171, 1630200]",1610612741.0,CHI,running,,,Okoro,I. Okoro,,,,,,Restricted Area,0-8 Center,0.37,Made,22.0,T. Jones,1630200.0,10.0,,,,,,,,,,,,,
635,PT09M14.00S,2026-01-01T02:01:46.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,107,98,2026-01-01T02:01:46Z,6180000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT09M14.00S,2026-01-01T02:04:30.2Z,4,REGULAR,substitution,out,[],1630200,,,1610612740,107,98,2026-01-01T02:04:45Z,6190000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT09M14.00S,2026-01-01T02:04:30.2Z,4,REGULAR,substitution,in,[],1630245,,,1610612740,107,98,2026-01-01T02:04:45Z,6200000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT09M06.00S,2026-01-01T02:05:00.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,6.783837056504599,51.225490196078425,1610612740,107,100,2026-01-01T02:17:12Z,6210000,False,-6.0,11.0,1,left,J. Fears driving finger roll Layup (5 PTS),[1642847],1610612740.0,NOP,driving finger roll,,,Fears,J. Fears,,,,,,Restricted Area,0-8 Center,1.28,Made,5.0,,,,,,,,,,,,,,,,
639,PT08M47.00S,2026-01-01T02:05:16.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,93.51182654402102,50.73529411764706,1610612741,109,100,2026-01-01T02:17:43Z,6220000,False,4.0,8.0,1,right,M. Buzelis driving Layup (17 PTS) (A. Dosunmu 4 AST),"[1641824, 1630245]",1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,,Restricted Area,0-8 Center,0.93,Made,17.0,A. Dosunmu,1630245.0,4.0,,,,,,,,,,,,,
640,PT08M35.00S,2026-01-01T02:05:28.4Z,4,REGULAR,3pt,Jump Shot,[],1630180,21.76412614980289,91.66666666666666,1610612740,109,100,2026-01-01T02:05:40Z,6230000,False,-208.0,152.0,1,left,MISS S. Bey 25' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,
641,PT08M28.00S,2026-01-01T02:05:35.4Z,4,REGULAR,rebound,offensive,[],1642274,,,1610612740,109,100,2026-01-01T02:05:40Z,6240000,False,,,0,,Y. Missi REBOUND (Off:2 Def:4),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Above the Break 3,24+ Left Center,,,,,,,640.0,6.0,4.0,2.0,,,,,,,,,
643,PT08M22.00S,2026-01-01T02:05:42.5Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1642847,27.151773981603156,69.85294117647058,1610612740,109,100,2026-01-01T02:06:04Z,6250000,False,-99.0,203.0,1,left,MISS J. Fears 22' fadeaway Shot,[1642847],1610612740.0,NOP,fadeaway,,,Fears,J. Fears,,,,,,Mid-Range,16-24 Left Center,22.57,Missed,,,,,,,,,,,,,,,,,
644,PT08M22.00S,2026-01-01T02:05:42.5Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,109,100,2026-01-01T02:05:48Z,6260000,False,,,0,,N. Vučević REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,Mid-Range,16-24 Left Center,,,,,,,643.0,6.0,6.0,0.0,,,,,,,,,
645,PT08M13.00S,2026-01-01T02:05:50.7Z,4,REGULAR,3pt,Jump Shot,[],202696,66.44218134034165,41.66666666666667,1610612741,112,100,2026-01-01T02:05:55Z,6270000,False,-42.0,263.0,1,right,N. Vučević 26' 3PT  (16 PTS) (A. Dosunmu 5 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,Above the Break 3,24+ Center,26.62,Made,16.0,A. Dosunmu,1630245.0,5.0,,,,,,,,,,,,,
647,PT08M02.00S,2026-01-01T02:06:06.8Z,4,REGULAR,foul,personal,['2freethrow'],202696,,,1610612740,112,100,2026-01-01T02:06:13Z,6290000,False,,,0,,N. Vučević shooting personal FOUL (2 PF) (Williamson 2 FT),"[202696, 1629627]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,2003.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Williamson,1629627.0
649,PT08M02.00S,2026-01-01T02:06:38.9Z,4,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,112,101,2026-01-01T02:07:10Z,6310000,False,,,0,,Z. Williamson Free Throw 1 of 2 (25 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,
650,PT08M02.00S,2026-01-01T02:06:39.5Z,4,REGULAR,substitution,out,[],202696,,,1610612740,112,101,2026-01-01T02:06:55Z,6320000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT08M02.00S,2026-01-01T02:06:39.5Z,4,REGULAR,substitution,out,[],1641722,,,1610612740,112,101,2026-01-01T02:06:55Z,6330000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT08M02.00S,2026-01-01T02:06:39.5Z,4,REGULAR,substitution,out,[],1630180,,,1610612740,112,101,2026-01-01T02:06:55Z,6340000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT08M02.00S,2026-01-01T02:06:39.5Z,4,REGULAR,substitution,in,[],1628989,,,1610612740,112,101,2026-01-01T02:06:55Z,6350000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT08M02.00S,2026-01-01T02:06:39.5Z,4,REGULAR,substitution,in,[],1630530,,,1610612740,112,101,2026-01-01T02:06:55Z,6360000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT08M02.00S,2026-01-01T02:06:39.5Z,4,REGULAR,substitution,in,[],1642877,,,1610612740,112,101,2026-01-01T02:06:55Z,6370000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT08M02.00S,2026-01-01T02:06:38.9Z,4,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,112,101,2026-01-01T02:07:10Z,6380000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
657,PT07M59.00S,2026-01-01T02:06:41.9Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612741,112,101,2026-01-01T02:07:10Z,6390000,False,,,0,,K. Huerter REBOUND (Off:0 Def:5),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,656.0,5.0,5.0,0.0,,,,,,,,,
658,PT07M41.00S,2026-01-01T02:07:24.7Z,4,REGULAR,turnover,bad pass,[],1630171,,,1610612741,112,101,2026-01-01T02:09:35Z,6400000,False,,,0,,I. Okoro bad pass TURNOVER (1 TO),"[1630171, 1642274]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Missi,1642274.0,,,,
