actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
346,PT10M35.00S,2026-01-21T02:23:13.8Z,3,REGULAR,rebound,defensive,[],1627739,,,1610612746,72,55,2026-01-21T02:23:15Z,3410000,False,,,0,,K. Dunn REBOUND (Off:0 Def:4),[1627739],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Dunn,K. Dunn,344.0,4.0,4.0,0.0,,,,,,,,,,,,,,
347,PT10M29.00S,2026-01-21T02:23:19.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.9862023653088,48.77450980392157,1610612746,72,55,2026-01-21T02:24:59Z,3420000,False,-6.0,13.0,1,right,MISS I. Zubac driving Layup - blocked,"[1627826, 1630188]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,1.47,Missed,Zubac,I. Zubac,,,,,,,,,,,,,,,,,Smith,1630188.0
348,PT10M29.00S,2026-01-21T02:23:19.8Z,3,REGULAR,block,,[],1630188,,,1610612746,72,55,2026-01-21T02:23:22Z,3430000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
349,PT10M27.00S,2026-01-21T02:23:21.8Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,72,55,2026-01-21T02:23:24Z,3440000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,White,C. White,347.0,1.0,1.0,0.0,,,,,,,,,,,,,,
350,PT10M22.00S,2026-01-21T02:23:27.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629632,6.389618922470433,55.392156862745104,1610612741,74,55,2026-01-21T02:25:35Z,3450000,False,-27.0,8.0,1,left,C. White running finger roll Layup (12 PTS),[1629632],1610612741.0,CHI,running finger roll,,,,,,Restricted Area,0-8 Center,2.8,Made,White,C. White,,,,,12.0,,,,,,,,,,,,,
351,PT10M12.00S,2026-01-21T02:23:39.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.9862023653088,49.754901960784316,1610612746,74,57,2026-01-21T02:24:36Z,3460000,False,-1.0,13.0,1,right,I. Zubac cutting Layup (9 PTS) (J. Harden 4 AST),"[1627826, 201935]",1610612746.0,LAC,cutting,,,,,,Restricted Area,0-8 Center,1.35,Made,Zubac,I. Zubac,,,,,9.0,,,J. Harden,201935.0,4.0,,,,,,,,
353,PT10M12.00S,2026-01-21T02:23:41.8Z,3,REGULAR,foul,personal,['1freethrow'],1629632,,,1610612746,74,57,2026-01-21T02:23:47Z,3480000,False,,,0,,C. White shooting personal FOUL (1 PF) (Zubac 1 FT),"[1629632, 1627826]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,White,C. White,,,,,,1830.0,,,,,1.0,0.0,Zubac,1627826.0,,,,
355,PT10M12.00S,2026-01-21T02:24:01.9Z,3,REGULAR,freethrow,1 of 1,[],1627826,,,1610612746,74,58,2026-01-21T02:24:01Z,3500000,False,,,0,,I. Zubac Free Throw 1 of 1 (10 PTS),[1627826],1610612746.0,LAC,,,,,,,,,,Made,Zubac,I. Zubac,,,,,10.0,,,,,,,,,,,,,
356,PT10M01.00S,2026-01-21T02:24:17.7Z,3,REGULAR,foul,personal,[],1627739,,,1610612741,74,58,2026-01-21T02:24:23Z,3510000,False,,,0,,K. Dunn personal FOUL (1 PF),"[1627739, 202696]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Dunn,K. Dunn,,,,,,201638.0,,,,,1.0,0.0,Vučević,202696.0,,,,
358,PT09M45.00S,2026-01-21T02:24:51.7Z,3,REGULAR,turnover,lost ball,[],1641824,,,1610612741,74,58,2026-01-21T02:24:55Z,3530000,False,,,0,,M. Buzelis lost ball TURNOVER (2 TO),"[1641824, 1642920]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right,,,Buzelis,M. Buzelis,,,,,,,2.0,,,,,,,,Sanders,1642920.0,,
359,PT09M45.00S,2026-01-21T02:24:51.7Z,3,REGULAR,steal,,[],1642920,,,1610612746,74,58,2026-01-21T02:24:53Z,3540000,False,,,0,,K. Sanders STEAL (1 STL),[1642920],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right,,,Sanders,K. Sanders,,,,,,,,,,,,,,,,,,
360,PT09M36.00S,2026-01-21T02:25:01.3Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612746,74,58,2026-01-21T02:25:04Z,3550000,False,,,0,,J. Harden bad pass TURNOVER (5 TO),"[201935, 202696]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Harden,J. Harden,,,,,,,5.0,,,,,,,,Vučević,202696.0,,
361,PT09M36.00S,2026-01-21T02:25:01.3Z,3,REGULAR,steal,,[],202696,,,1610612741,74,58,2026-01-21T02:25:03Z,3560000,False,,,0,,N. Vučević STEAL (1 STL),[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
362,PT09M30.00S,2026-01-21T02:25:08.9Z,3,REGULAR,foul,personal,[],1628381,,,1610612741,74,58,2026-01-21T02:25:17Z,3570000,False,,,0,,J. Collins personal FOUL (2 PF),"[1628381, 1629632]",1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Collins,J. Collins,,,,,,1628480.0,,,,,2.0,0.0,White,1629632.0,,,,
364,PT09M30.00S,2026-01-21T02:25:22.5Z,3,REGULAR,substitution,out,[],1641824,,,1610612741,74,58,2026-01-21T02:25:28Z,3590000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,,,,,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
365,PT09M30.00S,2026-01-21T02:25:22.5Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,74,58,2026-01-21T02:25:28Z,3600000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
366,PT09M21.00S,2026-01-21T02:25:44.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630171,6.258212877792378,52.20588235294118,1610612741,76,58,2026-01-21T02:27:55Z,3610000,False,-11.0,6.0,1,left,I. Okoro driving Layup (2 PTS) (A. Dosunmu 3 AST),"[1630171, 1630245]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.27,Made,Okoro,I. Okoro,,,,,2.0,,,A. Dosunmu,1630245.0,3.0,,,,,,,,
368,PT09M09.00S,2026-01-21T02:25:56.8Z,3,REGULAR,3pt,Jump Shot,[],201935,68.15045992115637,69.36274509803921,1610612746,76,61,2026-01-21T02:28:34Z,3630000,False,97.0,247.0,1,right,J. Harden 26' 3PT step back (17 PTS),[201935],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Right Center,26.52,Made,Harden,J. Harden,,,,,17.0,,,,,,,,,,,,,
369,PT08M56.00S,2026-01-21T02:26:10.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630188,13.354139290407357,50.245098039215684,1610612741,76,61,2026-01-21T02:26:14Z,3640000,False,-1.0,73.0,1,left,MISS J. Smith 7' turnaround Hook,[1630188],1610612741.0,CHI,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,Smith,J. Smith,,,,,,,,,,,,,,,,,,
370,PT08M53.00S,2026-01-21T02:26:12.3Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,76,61,2026-01-21T02:26:12Z,3650000,False,,,0,,I. Zubac REBOUND (Off:2 Def:5),[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Zubac,I. Zubac,369.0,7.0,5.0,2.0,,,,,,,,,,,,,,
371,PT08M49.00S,2026-01-21T02:26:16.6Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612746,76,61,2026-01-21T02:26:20Z,3660000,False,,,0,,J. Harden bad pass TURNOVER (6 TO),"[201935, 1629632]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Harden,J. Harden,,,,,,,6.0,,,,,,,,White,1629632.0,,
372,PT08M49.00S,2026-01-21T02:26:16.6Z,3,REGULAR,steal,,[],1629632,,,1610612741,76,61,2026-01-21T02:26:18Z,3670000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,White,C. White,,,,,,,,,,,,,,,,,,
373,PT08M43.00S,2026-01-21T02:26:22.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630188,6.1268068331143235,50.245098039215684,1610612741,78,61,2026-01-21T02:26:28Z,3680000,False,-1.0,5.0,1,left,J. Smith running DUNK (8 PTS) (C. White 5 AST),"[1630188, 1629632]",1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,0.52,Made,Smith,J. Smith,,,,,8.0,,,C. White,1629632.0,5.0,,,,,,,,
375,PT08M27.00S,2026-01-21T02:26:42.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642920,92.9862023653088,51.225490196078425,1610612746,78,63,2026-01-21T02:27:10Z,3700000,False,6.0,13.0,1,right,K. Sanders driving finger roll Layup (7 PTS) (J. Collins 1 AST),"[1642920, 1628381]",1610612746.0,LAC,driving finger roll,,,,,,Restricted Area,0-8 Center,1.47,Made,Sanders,K. Sanders,,,,,7.0,,,J. Collins,1628381.0,1.0,,,,,,,,
377,PT08M27.00S,2026-01-21T02:26:44.6Z,3,REGULAR,foul,personal,['1freethrow'],1630245,,,1610612746,78,63,2026-01-21T02:27:17Z,3720000,False,,,0,,A. Dosunmu shooting personal FOUL (2 PF) (Sanders 1 FT),"[1630245, 1642920]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,Dosunmu,A. Dosunmu,,,,,,1628480.0,,,,,2.0,0.0,Sanders,1642920.0,,,,
379,PT08M27.00S,2026-01-21T02:26:52.5Z,3,REGULAR,substitution,out,[],1630188,,,1610612746,78,63,2026-01-21T02:26:57Z,3740000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
380,PT08M27.00S,2026-01-21T02:26:52.5Z,3,REGULAR,substitution,in,[],1628989,,,1610612746,78,63,2026-01-21T02:26:57Z,3750000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
381,PT08M27.00S,2026-01-21T02:27:18.6Z,3,REGULAR,freethrow,1 of 1,[],1642920,,,1610612746,78,64,2026-01-21T02:27:18Z,3760000,False,,,0,,K. Sanders Free Throw 1 of 1 (8 PTS),[1642920],1610612746.0,LAC,,,,,,,,,,Made,Sanders,K. Sanders,,,,,8.0,,,,,,,,,,,,,
382,PT08M18.00S,2026-01-21T02:27:30.3Z,3,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612741,78,64,2026-01-21T02:27:37Z,3770000,False,,,0,,A. Dosunmu bad pass out-of-bounds TURNOVER (1 TO),[1630245],1610612741.0,CHI,bad pass,,,,,,In The Paint (Non-RA),8-16 Center,,,Dosunmu,A. Dosunmu,,,,,,1830.0,1.0,,,,,,,,,,,
383,PT08M04.00S,2026-01-21T02:27:48.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,90.3580814717477,58.57843137254902,1610612746,78,64,2026-01-21T02:27:53Z,3780000,False,43.0,38.0,1,right,MISS J. Harden driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.74,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
384,PT08M01.00S,2026-01-21T02:27:52.7Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,78,64,2026-01-21T02:27:52Z,3790000,False,,,0,,I. Zubac REBOUND (Off:3 Def:5),[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Zubac,I. Zubac,383.0,8.0,5.0,3.0,,,,,,,,,,,,,,
385,PT08M01.00S,2026-01-21T02:27:52.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,78,66,2026-01-21T02:27:52Z,3800000,False,0.0,0.0,1,right,I. Zubac putback Layup (12 PTS),[1627826],1610612746.0,LAC,putback,,,,,,Mid-Range,8-16 Left,0.0,Made,Zubac,I. Zubac,,,,,12.0,,,,,,,,,,,,,
386,PT07M40.00S,2026-01-21T02:28:14.3Z,3,REGULAR,3pt,Jump Shot,[],1629632,32.53942181340342,58.08823529411765,1610612741,78,66,2026-01-21T02:28:18Z,3810000,False,-40.0,253.0,1,left,MISS C. White 25' step back 3PT,[1629632],1610612741.0,CHI,step back,,,,,,Above the Break 3,24+ Center,25.66,Missed,White,C. White,,,,,,,,,,,,,,,,,,
387,PT07M38.00S,2026-01-21T02:28:16.3Z,3,REGULAR,rebound,defensive,[],1627739,,,1610612746,78,66,2026-01-21T02:28:18Z,3820000,False,,,0,,K. Dunn REBOUND (Off:0 Def:5),[1627739],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Dunn,K. Dunn,386.0,5.0,5.0,0.0,,,,,,,,,,,,,,
388,PT07M31.00S,2026-01-21T02:28:21.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628381,69.85873850197109,28.676470588235293,1610612746,78,69,2026-01-21T02:28:26Z,3830000,False,-107.0,231.0,1,right,J. Collins 25' 3PT running (18 PTS) (J. Harden 5 AST),"[1628381, 201935]",1610612746.0,LAC,running,,,,,,Above the Break 3,24+ Left Center,25.42,Made,Collins,J. Collins,,,,,18.0,,,J. Harden,201935.0,5.0,,,,,,,,
390,PT07M15.00S,2026-01-21T02:28:41.4Z,3,REGULAR,foul,personal,[],201935,,,1610612741,78,69,2026-01-21T02:28:49Z,3850000,False,,,0,,J. Harden personal FOUL (2 PF),"[201935, 202696]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Harden,J. Harden,,,,,,1628480.0,,,,,2.0,0.0,Vučević,202696.0,,,,
392,PT07M15.00S,2026-01-21T02:28:51.2Z,3,REGULAR,substitution,out,[],1630245,,,1610612741,78,69,2026-01-21T02:29:01Z,3870000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
393,PT07M15.00S,2026-01-21T02:28:51.2Z,3,REGULAR,substitution,out,[],1630171,,,1610612741,78,69,2026-01-21T02:29:01Z,3880000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
394,PT07M15.00S,2026-01-21T02:28:51.2Z,3,REGULAR,substitution,in,[],1630200,,,1610612741,78,69,2026-01-21T02:29:01Z,3890000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
395,PT07M15.00S,2026-01-21T02:28:51.2Z,3,REGULAR,substitution,in,[],1641824,,,1610612741,78,69,2026-01-21T02:29:01Z,3900000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,,,,,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
396,PT07M05.00S,2026-01-21T02:29:18.1Z,3,REGULAR,3pt,Jump Shot,[],1628989,29.38567674113009,14.215686274509803,1610612741,78,69,2026-01-21T02:29:24Z,3910000,False,179.0,224.0,1,left,MISS K. Huerter 28' 3PT,[1628989],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,28.64,Missed,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
397,PT07M00.00S,2026-01-21T02:29:23.1Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,78,69,2026-01-21T02:29:24Z,3920000,False,,,0,,I. Zubac REBOUND (Off:3 Def:6),[1627826],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,Zubac,I. Zubac,396.0,9.0,6.0,3.0,,,,,,,,,,,,,,
398,PT06M51.00S,2026-01-21T02:29:32.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.51182654402102,50.49019607843137,1610612746,78,69,2026-01-21T02:29:38Z,3930000,False,2.0,8.0,1,right,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,0.89,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
399,PT06M47.00S,2026-01-21T02:29:37.0Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,78,69,2026-01-21T02:29:37Z,3940000,False,,,0,,I. Zubac REBOUND (Off:4 Def:6),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Zubac,I. Zubac,398.0,10.0,6.0,4.0,,,,,,,,,,,,,,
400,PT06M47.00S,2026-01-21T02:29:37.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,78,69,2026-01-21T02:29:40Z,3950000,False,0.0,0.0,1,right,MISS I. Zubac putback Layup - blocked,"[1627826, 1641824]",1610612746.0,LAC,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,Zubac,I. Zubac,,,,,,,,,,,,,,,,,Buzelis,1641824.0
401,PT06M47.00S,2026-01-21T02:29:37.0Z,3,REGULAR,block,,[],1641824,,,1610612746,78,69,2026-01-21T02:29:38Z,3960000,False,,,0,,M. Buzelis BLOCK (2 BLK),[1641824],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
402,PT06M47.00S,2026-01-21T02:29:37.0Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,78,69,2026-01-21T02:29:40Z,3970000,False,,,0,,I. Zubac REBOUND (Off:5 Def:6),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Zubac,I. Zubac,400.0,11.0,6.0,5.0,,,,,,,,,,,,,,
403,PT06M38.00S,2026-01-21T02:29:46.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],201935,75.90341655716163,31.372549019607842,1610612746,78,69,2026-01-21T02:31:35Z,3980000,False,-93.0,174.0,1,right,MISS J. Harden 19' step back Shot,[201935],1610612746.0,LAC,step back,,,,,,Mid-Range,16-24 Left Center,19.73,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
404,PT06M35.00S,2026-01-21T02:29:49.0Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612741,78,69,2026-01-21T02:29:52Z,3990000,False,,,0,,T. Jones REBOUND (Off:2 Def:3),[1630200],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,Jones,T. Jones,403.0,5.0,3.0,2.0,,,,,,,,,,,,,,
405,PT06M25.00S,2026-01-21T02:29:59.5Z,3,REGULAR,3pt,Jump Shot,[],1641824,10.463206307490145,3.1862745098039214,1610612741,78,69,2026-01-21T02:30:07Z,4000000,False,234.0,46.0,1,left,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,23.86,Missed,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
406,PT06M22.00S,2026-01-21T02:30:02.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,78,69,2026-01-21T02:30:07Z,4010000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,,,,,405.0,,,,,,,,,,,,,,,,,
408,PT06M10.00S,2026-01-21T02:30:21.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,93.9060446780552,49.50980392156863,1610612746,78,71,2026-01-21T02:30:27Z,4030000,False,-2.0,5.0,1,right,J. Collins alley-oop DUNK (20 PTS) (I. Zubac 1 AST),"[1628381, 1627826]",1610612746.0,LAC,alley-oop,,,,,,Restricted Area,0-8 Center,0.54,Made,Collins,J. Collins,,,,,20.0,,,I. Zubac,1627826.0,1.0,,,,,,,,
410,PT05M52.00S,2026-01-21T02:30:39.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,10.200394218134035,54.41176470588235,1610612741,80,71,2026-01-21T02:32:37Z,4050000,False,-22.0,43.0,1,left,N. Vučević turnaround Hook (12 PTS) (K. Huerter 2 AST),"[202696, 1628989]",1610612741.0,CHI,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,4.87,Made,Vučević,N. Vučević,,,,,12.0,,,K. Huerter,1628989.0,2.0,,,,,,,,
412,PT05M38.00S,2026-01-21T02:30:53.2Z,3,REGULAR,3pt,Jump Shot,[],1628381,94.43166885676742,3.1862745098039214,1610612746,80,74,2026-01-21T02:30:57Z,4070000,False,-234.0,0.0,1,right,J. Collins 3PT  (23 PTS) (J. Harden 6 AST),"[1628381, 201935]",1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,23.41,Made,Collins,J. Collins,,,,,23.0,,,J. Harden,201935.0,6.0,,,,,,,,
414,PT05M20.00S,2026-01-21T02:31:11.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,14.273981603153747,53.431372549019606,1610612741,82,74,2026-01-21T02:31:16Z,4090000,False,-17.0,82.0,1,left,T. Jones 8' driving floating Jump Shot (9 PTS) (K. Huerter 3 AST),"[1630200, 1628989]",1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.35,Made,Jones,T. Jones,,,,,9.0,,,K. Huerter,1628989.0,3.0,,,,,,,,
416,PT04M55.00S,2026-01-21T02:31:36.4Z,3,REGULAR,3pt,Jump Shot,[],1628381,95.3515111695138,3.9215686274509802,1610612746,82,74,2026-01-21T02:31:44Z,4110000,False,-230.0,-9.0,1,right,MISS J. Collins 3PT,[1628381],1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,23.06,Missed,Collins,J. Collins,,,,,,,,,,,,,,,,,,
417,PT04M52.00S,2026-01-21T02:31:39.4Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612741,82,74,2026-01-21T02:31:44Z,4120000,False,,,0,,T. Jones REBOUND (Off:2 Def:4),[1630200],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,Jones,T. Jones,416.0,6.0,4.0,2.0,,,,,,,,,,,,,,
418,PT04M49.00S,2026-01-21T02:31:42.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641824,6.915243101182654,50.49019607843137,1610612741,84,74,2026-01-21T02:31:53Z,4130000,False,-2.0,13.0,1,left,M. Buzelis running finger roll Layup (16 PTS) (T. Jones 4 AST),"[1641824, 1630200]",1610612741.0,CHI,running finger roll,,,,,,Restricted Area,0-8 Center,1.27,Made,Buzelis,M. Buzelis,,,,,16.0,,,T. Jones,1630200.0,4.0,,,,,,,,
420,PT04M49.00S,2026-01-21T02:31:48.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,84,74,2026-01-21T02:31:48Z,4150000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M49.00S,2026-01-21T02:34:38.8Z,3,REGULAR,substitution,out,[],1629632,,,1610612746,84,74,2026-01-21T02:34:58Z,4160000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
422,PT04M49.00S,2026-01-21T02:34:38.8Z,3,REGULAR,substitution,out,[],202696,,,1610612746,84,74,2026-01-21T02:34:58Z,4170000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,,,,,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
423,PT04M49.00S,2026-01-21T02:34:38.8Z,3,REGULAR,substitution,out,[],1627739,,,1610612746,84,74,2026-01-21T02:34:58Z,4180000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,
424,PT04M49.00S,2026-01-21T02:34:38.8Z,3,REGULAR,substitution,in,[],1630188,,,1610612746,84,74,2026-01-21T02:34:58Z,4190000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
425,PT04M49.00S,2026-01-21T02:34:38.8Z,3,REGULAR,substitution,in,[],1630245,,,1610612746,84,74,2026-01-21T02:34:58Z,4200000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
426,PT04M49.00S,2026-01-21T02:34:38.8Z,3,REGULAR,substitution,in,[],1641757,,,1610612746,84,74,2026-01-21T02:34:58Z,4210000,False,,,0,,SUB in: J. Miller,[1641757],1610612746.0,LAC,,,,,,,,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,
444,PT04M49.00S,2026-01-21T02:34:38.8Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,84,74,2026-01-21T02:37:03Z,4215000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
445,PT04M49.00S,2026-01-21T02:34:38.8Z,3,REGULAR,substitution,in,[],201572,,,1610612746,84,74,2026-01-21T02:37:03Z,4217500,False,,,0,,SUB in: B. Lopez,[201572],1610612746.0,LAC,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
427,PT04M38.00S,2026-01-21T02:35:14.7Z,3,REGULAR,3pt,Jump Shot,[],201935,66.3107752956636,49.754901960784316,1610612746,84,77,2026-01-21T02:35:19Z,4220000,False,-1.0,264.0,1,right,J. Harden 26' 3PT pullup (20 PTS),[201935],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Center,26.42,Made,Harden,J. Harden,,,,,20.0,,,,,,,,,,,,,
428,PT04M21.00S,2026-01-21T02:35:34.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630188,10.463206307490145,46.07843137254902,1610612741,86,77,2026-01-21T02:35:45Z,4230000,False,20.0,46.0,1,left,J. Smith floating Jump Shot (10 PTS) (M. Buzelis 3 AST),"[1630188, 1641824]",1610612741.0,CHI,floating,,,,,,In The Paint (Non-RA),0-8 Center,4.99,Made,Smith,J. Smith,,,,,10.0,,,M. Buzelis,1641824.0,3.0,,,,,,,,
